SA4_CODE_2021,C21_SH_Tot_NPFH_6_mor,C21_SH_Tot_Tot,C21_SDRTHT_0b_s_a_b_NPFH_2,C21_SDRTHT_0b_s_a_b_NPFH_3,C21_SDRTHT_0b_s_a_b_NPFH_4,C21_SDRTHT_0b_s_a_b_NPFH_5,C21_SDRTHT_0b_s_a_b_NPFH_6mor,C21_SDRTHT_0b_s_a_b_Tot,C21_SDRTHT_1b_NPFH_2,C21_SDRTHT_1b_NPFH_3,C21_SDRTHT_1b_NPFH_4,C21_SDRTHT_1b_NPFH_5,C21_SDRTHT_1b_NPFH_6_mor,C21_SDRTHT_1b_Tot,C21_SDRTHT_2b_NPFH_2,C21_SDRTHT_2b_NPFH_3,C21_SDRTHT_2b_NPFH_4,C21_SDRTHT_2b_NPFH_5,C21_SDRTHT_2b_NPFH_6_mor,C21_SDRTHT_2b_Tot,C21_SDRTHT_3b_NPFH_2,C21_SDRTHT_3b_NPFH_3,C21_SDRTHT_3b_NPFH_4,C21_SDRTHT_3b_NPFH_5,C21_SDRTHT_3b_NPFH_6_mor,C21_SDRTHT_3b_Tot,C21_SDRTHT_4mb_NPFH_2,C21_SDRTHT_4mb_NPFH_3,C21_SDRTHT_4mb_NPFH_4,C21_SDRTHT_4mb_NPFH_5,C21_SDRTHT_4mb_NPFH_6_mor,C21_SDRTHT_4mb_Tot,C21_SDRTHT_NB_NS_NPFH_2,C21_SDRTHT_NB_NS_NPFH_3,C21_SDRTHT_NB_NS_NPFH_4,C21_SDRTHT_NB_NS_NPFH_5,C21_SDRTHT_NB_NS_NPFH_6_mor,C21_SDRTHT_NB_NS_Tot,C21_SDRTHT_Tot_NPFH_2,C21_SDRTHT_Tot_NPFH_3,C21_SDRTHT_Tot_NPFH_4,C21_SDRTHT_Tot_NPFH_5,C21_SDRTHT_Tot_NPFH_6_mor,C21_SDRTHT_Tot_Tot,C21_F_a_0b_s_a_b_NPFH_2,C21_F_a_0b_s_a_b_NPFH_3,C21_F_a_0b_s_a_b_NPFH_4,C21_F_a_0b_s_a_b_NPFH_5,C21_F_a_0b_s_a_b_NPFH_6_mor,C21_F_a_0b_s_a_b_Total,C21_F_a_1b_NPFH_2,C21_F_a_1b_NPFH_3,C21_F_a_1b_NPFH_4,C21_F_a_1b_NPFH_5,C21_F_a_1b_NPFH_6_mor,C21_F_a_1b_Tot,C21_F_a_2b_NPFH_2,C21_F_a_2b_NPFH_3,C21_F_a_2b_NPFH_4,C21_F_a_2b_NPFH_5,C21_F_a_2b_NPFH_6_mor,C21_F_a_2b_Tot,C21_F_a_3b_NPFH_2,C21_F_a_3b_NPFH_3,C21_F_a_3b_NPFH_4,C21_F_a_3b_NPFH_5,C21_F_a_3b_NPFH_6_mor,C21_F_a_3b_Tot,C21_F_a_4mb_NPFH_2,C21_F_a_4mb_NPFH_3,C21_F_a_4mb_NPFH_4,C21_F_a_4mb_NPFH_5,C21_F_a_4mb_NPFH_6_mor,C21_F_a_4mb_Tot,C21_F_a_NB_NS_NPFH_2,C21_F_a_NB_NS_NPFH_3,C21_F_a_NB_NS_NPFH_4,C21_F_a_NB_NS_NPFH_5,C21_F_a_NB_NS_NPFH_6_mor,C21_F_a_NB_NS_Tot,C21_F_a_Tot_NPFH_2,C21_F_a_Tot_NPFH_3,C21_F_a_Tot_NPFH_4,C21_F_a_Tot_NPFH_5,C21_F_a_Tot_NPFH_6_mor,C21_F_a_Tot_Tot,C21_OD_0b_s_a_b_NPFH_2,C21_OD_0b_s_a_b_NPFH_3,C21_OD_0b_s_a_b_NPFH_4,C21_OD_0b_s_a_b_NPFH_5,C21_OD_0b_s_a_b_NPFH_6_mor,C21_OD_0b_s_a_b_Tot,C21_OD_1b_NPFH_2,C21_OD_1b_NPFH_3,C21_OD_1b_NPFH_4,C21_OD_1b_NPFH_5,C21_OD_1b_NPFH_6_mor,C21_OD_1b_Tot,C21_OD_2b_NPFH_2,C21_OD_2b_NPFH_3,C21_OD_2b_NPFH_4,C21_OD_2b_NPFH_5,C21_OD_2b_NPFH_6_mor,C21_OD_2b_Tot,C21_OD_3b_NPFH_2,C21_OD_3b_NPFH_3,C21_OD_3b_NPFH_4,C21_OD_3b_NPFH_5,C21_OD_3b_NPFH_6_mor,C21_OD_3b_Tot,C21_OD_4mb_NPFH_2,C21_OD_4mb_NPFH_3,C21_OD_4mb_NPFH_4,C21_OD_4mb_NPFH_5,C21_OD_4mb_NPFH_6_mor,C21_OD_4mb_Tot,C21_OD_NB_NS_NPFH_2,C21_OD_NB_NS_NPFH_3,C21_OD_NB_NS_NPFH_4,C21_OD_NB_NS_NPFH_5,C21_OD_NB_NS_NPFH_6_mor,C21_OD_NB_NS_Tot,C21_OD_Tot_NPFH_2,C21_OD_Tot_NPFH_3,C21_OD_Tot_NPFH_4,C21_OD_Tot_NPFH_5,C21_OD_Tot_NPFH_6_mor,C21_OD_Tot_Tot,C21_DS_NS_NPFH_2,C21_DS_NS_NPFH_3,C21_DS_NS_NPFH_4,C21_DS_NS_NPFH_5,C21_DS_NS_NPFH_6_mor,C21_DS_NS_Tot,C21_Tot_NPFH_2,C21_Tot_NPFH_3,C21_Tot_NPFH_4,C21_Tot_NPFH_5,C21_Tot_NPFH_6_mor,C21_Tot_Tot
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,1535,42495,0,0,0,0,0,0,53,4,0,0,0,60,684,121,40,5,4,859,589,249,130,32,0,1007,97,63,95,36,22,316,23,3,4,0,0,31,1457,448,268,75,26,2270,0,0,0,0,0,0,24,0,0,0,0,19,130,33,3,0,0,166,75,27,10,3,0,126,7,5,0,0,0,21,3,0,0,0,0,6,238,67,20,6,4,335,3,5,0,0,0,6,21,0,0,0,0,21,35,6,5,0,0,48,26,11,5,0,0,47,13,0,3,4,4,29,5,0,0,0,0,5,91,28,18,6,4,152,39,8,9,0,0,59,22535,8898,8516,3798,1569,45319
202,1579,42213,3,0,0,0,0,3,41,4,0,0,0,46,537,120,40,17,0,722,301,114,79,21,6,522,37,14,17,11,11,86,4,0,4,0,0,13,932,259,138,44,14,1390,0,0,0,0,0,0,10,0,0,0,0,10,66,19,4,0,0,89,30,10,6,0,3,53,4,0,5,0,0,10,0,0,0,0,0,0,117,28,10,7,3,164,13,0,0,0,0,16,17,0,0,0,0,16,31,6,0,0,0,38,32,11,12,3,0,58,8,7,13,4,0,34,0,0,0,0,0,0,99,30,23,9,0,158,36,9,9,3,0,56,21639,8843,8363,3541,1599,43987
203,2583,80216,3,0,0,0,0,3,159,13,0,0,0,172,1650,346,109,15,3,2129,1153,430,276,51,13,1927,177,117,132,76,29,536,31,10,3,0,0,49,3177,922,522,141,55,4813,4,0,0,0,0,4,72,6,0,0,0,80,386,105,30,9,0,530,148,50,38,12,4,247,10,8,7,3,0,26,13,3,0,0,0,14,629,176,77,17,4,900,4,0,0,0,0,4,30,3,0,0,0,30,60,9,5,3,0,72,33,12,3,4,0,54,6,10,17,9,4,44,0,0,0,0,0,3,132,29,26,14,3,211,41,10,17,3,3,76,40319,17686,18186,7373,2645,86214
204,1572,46991,4,0,0,0,0,4,57,3,0,0,0,56,680,139,46,15,0,888,226,81,44,13,0,365,37,7,8,3,0,55,28,0,0,0,0,33,1038,233,105,27,5,1409,0,0,0,0,0,0,17,0,0,0,0,19,76,13,4,4,0,101,18,10,3,0,0,32,9,4,3,0,5,19,0,0,0,0,0,0,122,28,12,8,4,176,10,0,0,0,0,6,32,0,0,0,0,33,36,3,4,3,0,49,30,12,13,4,0,56,10,12,11,0,0,30,8,0,0,0,0,8,122,30,20,15,4,185,56,11,9,3,5,86,25762,9088,8503,3907,1591,48856
205,2723,76122,5,0,0,0,0,4,87,7,0,0,0,88,754,114,38,3,0,922,451,146,73,21,9,699,76,23,22,29,3,154,24,0,0,0,0,28,1395,297,136,54,17,1898,3,0,0,0,0,3,70,9,0,0,0,72,471,84,39,3,0,604,127,43,21,6,0,202,19,7,7,4,6,31,12,3,0,0,0,18,701,143,65,15,4,931,13,0,0,0,0,17,67,4,4,0,0,72,183,20,3,3,0,203,36,6,10,3,0,55,9,10,7,9,0,33,11,0,3,0,0,18,319,40,28,15,4,396,63,19,16,4,0,110,42364,14658,13451,6235,2745,79449
206,1045,41963,21,0,0,0,0,24,912,50,17,3,0,979,10148,2726,1116,101,21,14111,6972,4319,4145,725,140,16299,1247,1062,1575,797,240,4914,109,36,22,15,3,183,19405,8200,6873,1632,403,36511,258,9,4,0,0,280,10710,754,119,3,4,11595,30320,7341,2268,332,71,40329,4847,2626,1689,429,241,9827,224,147,198,88,53,705,326,85,36,17,13,482,46683,10957,4308,866,377,63199,0,0,0,0,0,0,112,6,0,0,0,115,251,62,16,4,0,335,66,50,43,9,4,167,13,8,16,4,9,47,5,3,0,0,0,8,444,128,83,17,11,675,110,36,22,5,4,182,82981,28583,22735,6386,1843,142533
207,2447,67321,8,3,0,0,0,10,151,11,3,0,0,167,3412,1170,498,57,10,5142,4090,2601,2293,446,88,9516,1198,1027,1415,571,182,4398,52,29,22,12,0,119,8906,4842,4231,1081,285,19346,38,5,0,0,0,42,1318,110,15,0,0,1456,5748,1692,564,79,21,8098,1006,583,444,89,19,2139,66,42,87,25,18,239,60,11,9,0,0,87,8232,2448,1122,193,51,12048,0,0,0,0,0,0,12,0,0,0,0,8,32,13,9,0,0,52,11,9,12,3,0,41,7,5,0,0,0,7,0,0,0,0,0,3,58,25,13,6,0,113,33,15,12,4,3,72,41170,22044,24339,8558,2787,98901
208,2016,71027,8,0,0,0,0,8,236,12,5,0,0,259,5731,1777,665,72,8,8253,5759,3388,3032,448,117,12748,1086,935,1395,588,155,4162,68,33,12,3,5,128,12894,6150,5111,1108,291,25554,16,4,0,0,0,21,1454,114,18,0,0,1585,7391,2042,671,80,22,10217,1679,958,698,116,29,3477,113,107,156,75,27,475,82,21,10,5,0,124,10735,3243,1561,282,76,15896,0,0,0,0,0,0,47,0,0,0,0,46,181,36,12,0,0,232,39,34,13,7,0,94,5,4,3,0,3,20,4,0,0,0,0,3,274,77,31,9,3,395,47,14,20,3,0,90,48675,24658,27938,9301,2388,112961
209,5596,122184,7,0,0,0,0,11,281,26,11,0,0,318,4324,1370,579,92,29,6397,3085,2167,1618,393,168,7430,467,420,574,279,119,1846,75,38,26,9,0,151,8245,4021,2807,765,317,16157,13,0,0,0,0,13,417,38,6,0,0,461,2059,584,236,46,14,2938,440,272,196,56,18,983,29,26,22,15,11,114,22,14,5,0,0,36,2982,931,466,122,46,4544,3,0,0,0,0,3,13,6,0,0,0,16,33,15,5,4,0,56,24,12,5,3,0,44,10,4,0,3,0,21,0,0,0,0,0,0,77,34,15,8,4,139,38,19,9,5,0,72,54719,32797,35918,13693,5957,143087
210,6742,92982,3,0,0,0,0,6,95,15,6,6,0,120,3123,1133,528,147,29,4963,2742,2063,1560,474,194,7032,419,352,480,247,141,1641,84,28,30,13,4,154,6470,3588,2612,881,363,13917,6,0,0,0,0,6,68,12,0,0,0,79,594,223,125,22,8,973,269,188,170,78,47,754,14,13,16,10,16,65,10,6,6,0,0,20,964,438,320,113,74,1900,0,0,0,0,0,0,17,0,0,0,0,18,16,5,3,0,0,22,12,10,8,0,0,29,3,0,0,3,0,7,0,0,0,0,0,4,48,14,12,7,5,85,28,17,21,13,6,78,38217,24747,26925,11887,7181,108960
211,4897,128387,4,0,0,0,0,4,210,11,4,0,0,227,2986,760,291,78,21,4132,2415,1513,1079,230,66,5307,361,375,411,162,83,1397,52,22,9,4,0,89,6029,2678,1799,471,172,11153,0,0,0,0,0,0,147,11,6,0,0,165,870,239,70,11,3,1193,240,120,73,17,3,448,10,15,16,16,14,74,11,0,0,0,0,14,1277,390,171,45,12,1895,0,0,0,0,0,3,16,0,0,0,0,17,36,4,0,0,0,45,12,5,9,0,0,26,9,0,7,0,3,15,0,0,0,0,0,0,69,11,24,9,4,98,37,14,14,11,0,74,57387,31922,34438,12776,5085,141613
212,13471,186794,7,0,0,0,0,8,251,45,10,0,0,313,4121,1528,832,204,66,6748,3812,2824,2274,777,349,10040,1120,1037,1383,605,459,4600,130,64,49,21,14,274,9433,5501,4552,1605,893,21985,15,0,0,0,0,19,535,81,6,5,0,626,3083,1138,530,126,29,4906,1064,762,724,151,52,2757,133,159,234,82,44,653,46,27,14,3,0,91,4876,2166,1508,367,131,9054,9,0,0,0,0,4,30,0,0,0,0,32,36,10,0,0,0,43,12,11,8,0,0,23,9,0,0,0,0,10,0,0,0,0,0,0,93,19,9,4,0,128,51,31,19,12,8,119,74288,50941,55191,23159,14501,218079
213,12826,182840,11,0,3,0,0,12,212,29,6,6,5,256,4022,1272,528,101,38,5953,5236,3853,2938,837,310,13170,1121,1191,1546,774,486,5112,140,71,41,28,14,289,10729,6413,5049,1742,858,24791,15,0,0,0,0,18,671,78,21,5,0,785,3061,937,373,79,21,4471,644,396,312,109,43,1503,25,27,37,24,14,128,45,22,16,0,0,83,4464,1466,760,216,84,6986,4,0,0,0,0,3,30,5,0,0,0,34,55,14,10,3,0,83,26,16,13,8,6,63,6,10,14,10,4,39,3,0,5,0,0,9,133,43,39,18,9,237,71,31,29,11,7,147,71656,52078,55180,22310,13779,214999
214,2357,73519,0,0,0,0,0,0,77,3,0,0,0,83,2254,377,85,14,0,2740,2318,959,472,105,27,3881,275,159,176,85,24,726,56,13,5,0,0,72,4980,1517,740,201,56,7497,0,0,0,0,0,3,48,11,0,0,0,59,566,95,36,5,0,704,270,71,41,3,3,395,13,6,18,14,3,54,9,0,0,0,0,10,917,188,94,19,6,1217,0,0,0,0,0,0,32,0,0,0,0,32,82,10,0,0,0,89,17,9,5,0,0,36,5,3,7,0,7,17,0,0,0,0,0,0,142,25,17,0,4,189,27,15,7,4,0,46,38877,17299,17165,6712,2426,82475
215,1516,37583,8,4,0,0,0,8,50,4,0,0,0,57,377,85,26,4,10,501,258,87,58,11,5,415,32,19,9,11,3,70,16,5,0,0,0,22,746,196,93,23,17,1080,0,0,0,0,0,0,58,9,4,0,0,73,285,83,31,7,4,404,49,20,15,8,0,95,7,0,0,0,6,24,13,5,0,0,0,22,420,123,51,14,11,615,18,4,0,0,0,23,59,3,4,0,0,66,46,6,5,0,0,54,41,8,4,5,0,62,11,8,11,3,7,38,10,0,0,0,0,8,182,26,20,9,6,249,48,16,9,7,0,82,20498,7546,6619,3390,1550,39605
216,1609,33523,3,0,0,0,0,3,88,13,5,0,0,106,640,156,86,16,5,900,190,71,37,16,8,324,36,22,15,17,9,92,23,0,3,0,0,31,990,264,140,51,17,1461,0,0,0,0,0,0,5,3,0,0,0,9,16,3,0,0,0,23,7,4,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,29,11,5,0,0,44,14,0,0,0,0,15,71,5,0,0,0,71,135,3,10,0,0,145,22,9,3,5,0,42,8,0,6,0,3,18,8,0,0,0,0,7,254,25,17,7,5,300,20,9,11,3,5,51,17651,6647,6315,3127,1638,35380
217,1136,32194,5,0,0,0,0,4,54,12,0,0,0,64,508,98,30,7,0,645,186,53,42,11,4,299,24,16,15,12,0,74,6,6,0,0,0,13,781,191,90,32,8,1100,4,0,0,0,0,4,23,0,0,0,0,20,120,19,4,0,0,143,28,10,17,0,0,58,4,3,0,3,0,10,5,0,0,0,0,6,177,33,22,3,6,238,5,5,0,0,0,10,19,0,0,0,0,20,23,3,3,0,0,29,30,4,5,0,0,45,15,10,9,4,4,35,0,0,0,0,0,6,96,22,13,9,4,150,27,10,10,0,0,44,17692,6330,5734,2826,1151,33727
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,2487,58928,0,0,0,0,0,3,62,5,0,0,0,66,1300,164,50,6,3,1520,1952,1066,516,109,37,3680,145,117,108,43,18,425,18,11,12,3,0,43,3478,1362,677,166,55,5736,4,0,0,0,0,4,60,3,0,0,0,68,745,112,26,9,0,891,447,154,67,15,0,684,48,24,14,10,10,99,4,3,0,0,0,14,1314,299,109,28,7,1761,6,0,0,0,0,9,26,0,0,0,0,31,34,9,0,0,0,41,10,6,0,0,0,16,0,0,3,4,0,10,0,0,0,0,0,0,86,15,4,4,0,109,30,8,7,6,0,51,28883,14654,14877,5624,2546,66587
302,1808,47511,0,0,0,0,0,4,58,6,0,0,0,62,1133,261,100,17,9,1516,2091,1118,656,146,57,4074,199,145,115,38,19,510,34,12,11,6,0,59,3509,1533,887,208,86,6222,6,0,0,0,0,11,376,25,0,0,0,403,3010,863,274,38,6,4188,744,311,194,47,13,1306,46,23,25,19,5,114,54,17,9,0,0,72,4231,1234,504,99,26,6097,4,0,0,0,0,5,12,0,0,0,0,12,17,3,0,0,0,18,4,0,4,0,0,7,0,0,6,0,0,7,11,0,0,0,0,11,46,8,8,5,0,64,21,11,9,5,0,38,26323,13785,13236,4661,1929,59934
303,4230,73686,9,0,0,0,0,9,110,10,3,5,0,126,1385,357,178,29,3,1957,3602,2583,1714,500,198,8600,352,348,328,127,59,1210,53,21,16,4,9,104,5507,3328,2241,674,263,12011,13,0,0,0,0,14,704,33,13,0,0,756,4314,1114,412,57,16,5914,963,476,261,61,19,1781,45,36,45,21,9,158,43,16,7,0,0,70,6088,1677,732,138,50,8684,14,0,0,0,0,15,33,0,0,0,0,35,61,12,5,3,0,84,10,10,0,0,0,21,0,3,0,0,0,11,6,0,0,0,0,6,120,28,15,8,0,171,46,18,16,11,5,89,36730,22017,22558,8792,4546,94642
304,1537,42488,0,0,0,0,0,0,26,5,0,0,0,30,373,80,26,5,0,480,861,489,324,54,5,1746,104,74,84,26,0,294,14,7,0,0,0,18,1381,646,438,86,12,2570,0,0,0,0,0,3,212,22,7,0,0,240,2243,727,326,52,10,3368,763,404,290,43,17,1521,69,30,51,11,3,170,19,6,4,0,0,25,3304,1191,674,116,35,5319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,4,3,0,0,0,11,16,5,10,3,0,40,19984,11089,13045,4729,1584,50427
305,1096,33318,7,0,0,0,0,7,90,4,0,0,0,94,872,246,70,16,0,1204,1560,917,524,95,20,3122,100,105,123,40,4,369,22,8,3,0,0,38,2645,1289,721,150,28,4835,109,5,5,0,0,121,4744,318,54,12,0,5122,13630,3688,1277,172,33,18808,3454,1522,947,183,49,6160,292,136,155,57,35,678,145,46,12,8,0,214,22377,5719,2451,434,118,31093,0,0,0,0,0,0,7,0,0,0,0,7,16,8,0,0,0,29,6,9,0,0,0,11,0,3,0,0,0,6,0,0,0,0,0,0,30,20,5,6,0,57,99,27,22,3,0,157,36582,14415,12723,4501,1242,69460
306,2972,53978,4,4,0,0,0,8,110,15,3,0,3,126,1433,462,203,50,27,2173,396,217,144,44,26,831,43,16,31,14,12,117,32,7,3,0,0,47,2021,720,386,113,69,3301,24,9,0,0,0,33,340,37,4,0,3,382,2061,737,312,83,49,3235,616,271,177,46,19,1128,30,26,16,8,17,104,37,20,5,4,4,68,3110,1087,512,143,92,4954,54,3,8,0,0,75,121,12,13,3,0,150,73,17,8,0,0,98,43,27,6,3,3,89,31,15,3,9,0,56,19,0,7,0,0,25,346,78,48,18,13,496,196,46,35,9,8,291,30522,13006,11512,4827,3148,63025
307,1672,31318,0,0,0,0,0,3,16,3,0,0,0,19,340,68,21,3,4,431,198,88,42,9,5,343,44,23,23,8,7,101,18,0,6,0,0,21,610,180,89,27,16,922,0,0,0,0,0,0,0,0,0,0,0,0,37,9,4,3,0,52,22,14,10,0,5,48,3,3,0,0,0,4,8,0,0,0,0,8,65,26,19,4,5,114,19,6,0,3,0,34,49,0,0,0,0,51,22,7,3,0,0,39,28,11,10,5,0,55,14,6,0,10,0,33,6,0,0,0,0,10,145,35,20,18,4,225,84,25,12,10,0,126,16662,5963,5456,2929,1700,32710
308,2766,53763,4,0,0,0,0,4,47,4,0,0,0,54,535,140,55,8,0,739,477,187,131,34,14,842,67,46,72,36,7,221,24,3,4,0,0,30,1157,378,257,75,27,1896,0,0,0,0,0,0,78,4,0,0,0,84,665,151,54,18,5,889,302,136,65,28,8,539,29,12,11,12,9,65,11,3,0,0,0,18,1087,303,125,54,19,1589,40,0,3,0,0,49,100,0,0,0,0,107,39,11,0,0,4,58,34,12,5,0,0,52,19,9,4,0,0,35,16,0,0,0,0,25,252,35,13,7,7,314,104,26,23,13,12,177,26546,11470,11611,5289,2822,57738
309,6151,111857,8,7,3,0,0,17,252,21,10,0,0,286,4792,1149,395,59,13,6402,9476,5446,3397,842,236,19398,1178,806,857,424,170,3442,165,71,37,9,8,290,15873,7495,4705,1340,428,29836,65,0,0,0,0,73,2439,187,34,7,0,2664,11515,2905,910,136,34,15502,3434,1234,722,186,57,5624,231,133,124,69,52,611,177,39,17,8,8,245,17852,4502,1807,404,149,24718,29,3,3,0,0,31,149,12,0,0,0,158,136,31,7,0,4,177,24,6,14,0,0,47,13,7,4,5,0,38,18,3,0,0,0,14,363,65,32,3,3,470,215,68,44,25,4,360,74989,36838,35234,13439,6743,167242
310,6215,86007,5,0,0,0,3,8,113,15,3,0,0,130,809,178,64,24,7,1080,1909,1213,683,267,129,4209,243,193,173,75,67,752,52,18,16,11,3,97,3130,1618,941,375,217,6270,0,0,0,0,0,0,47,0,0,0,0,47,197,54,10,0,0,266,80,63,24,11,3,181,13,12,13,9,7,55,9,5,0,0,0,15,348,134,48,17,14,564,10,6,0,0,0,18,45,3,0,0,0,47,42,11,9,0,0,59,13,9,3,0,0,30,8,0,6,3,0,28,0,0,0,0,0,4,123,35,21,8,6,181,50,18,9,13,6,100,36364,20832,20192,9289,6452,93123
311,7255,81083,0,0,0,0,0,0,81,3,0,0,0,85,1739,492,176,57,22,2485,1734,1239,721,321,165,4184,141,147,140,80,71,577,59,25,17,3,7,108,3757,1902,1059,463,260,7438,5,0,0,0,0,7,67,8,0,0,0,71,416,125,46,14,4,610,203,135,88,29,14,468,18,14,16,11,15,71,21,6,8,0,0,39,730,288,155,56,43,1271,12,4,0,0,0,11,32,3,0,0,0,44,25,7,3,0,0,32,10,0,0,0,0,13,3,5,13,5,0,18,7,0,0,0,0,11,86,17,14,3,4,126,43,20,12,3,8,89,33734,20120,19124,9459,7566,90008
312,1876,40015,0,0,0,0,0,0,79,6,3,0,0,89,850,181,72,16,6,1122,612,281,178,51,15,1138,92,48,47,26,12,225,23,0,6,0,4,31,1659,525,301,93,32,2609,5,0,0,0,0,6,42,6,0,0,0,54,428,121,39,6,3,598,284,110,52,24,8,482,28,8,9,10,4,59,9,0,0,0,0,14,799,246,104,43,12,1210,55,7,5,4,0,63,136,9,0,0,0,144,55,8,3,4,0,71,49,11,7,0,0,77,21,10,6,4,0,48,7,0,0,0,0,10,322,36,22,16,4,407,125,26,17,4,3,179,20372,8907,8986,4220,1932,44420
313,3606,61467,0,0,0,0,0,3,83,3,0,0,0,85,1233,170,49,7,0,1465,1853,763,438,127,55,3229,178,87,113,63,51,494,44,8,5,0,0,60,3394,1029,604,198,111,5340,4,0,0,0,0,4,99,3,0,0,0,100,1027,127,24,3,0,1186,1100,182,77,21,3,1386,49,27,27,15,17,132,20,7,0,0,0,26,2302,341,127,40,23,2831,29,3,0,0,0,29,125,0,0,0,0,122,74,13,10,0,0,100,20,10,5,0,0,37,7,9,8,4,0,35,14,6,0,0,0,10,262,42,25,6,3,336,50,21,7,7,0,83,33520,14192,12672,5930,3743,70061
314,2670,52561,7,0,0,0,0,7,47,4,3,0,0,53,861,170,46,9,0,1087,2368,1369,744,195,84,4756,186,188,170,74,36,663,30,18,12,6,3,63,3508,1739,981,278,126,6631,0,0,0,0,0,0,40,0,0,0,0,39,193,42,10,0,0,244,79,54,33,4,0,178,9,3,14,6,5,42,3,0,0,0,0,5,325,99,55,13,13,509,13,0,0,0,0,13,28,0,0,0,0,32,18,0,0,0,0,18,4,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,67,0,0,0,0,72,26,9,9,0,3,45,22904,13532,14743,5823,2812,59813
315,1561,14951,0,0,0,0,0,3,89,13,0,0,0,106,388,116,68,23,23,620,105,83,94,36,36,357,18,15,27,20,29,114,14,3,3,0,0,24,616,232,193,86,89,1218,0,0,0,0,0,3,29,12,0,0,0,37,124,44,12,5,9,202,21,10,16,13,0,70,3,3,3,4,3,15,6,3,0,0,3,4,187,72,34,24,16,339,41,6,0,0,0,52,98,3,0,0,0,105,50,14,5,5,0,65,47,20,3,6,4,75,34,3,12,8,4,62,14,0,3,0,0,22,280,41,23,18,12,375,150,56,41,24,25,292,7233,3291,3128,1819,1706,17179
316,3593,88570,8,0,0,0,0,10,119,6,3,0,0,128,3122,486,132,23,3,3772,3453,1212,606,155,42,5478,274,165,161,80,30,712,58,15,9,5,0,83,7042,1881,915,266,74,10180,12,0,4,0,0,12,350,14,4,0,0,364,3596,741,232,44,8,4626,2474,681,365,101,27,3650,153,74,71,41,13,354,49,18,5,0,0,77,6640,1525,684,188,53,9092,49,7,0,3,0,66,131,12,12,0,0,157,96,18,12,0,0,130,44,15,9,5,0,64,12,6,14,10,6,50,8,0,0,0,0,12,350,61,36,26,7,477,160,51,30,9,6,252,53817,21301,21247,8464,3734,108566
