SA4_CODE_2021,C16_F_a_4_8_FH_One_PFam,C16_F_a_4_8_FH_oth_fa,C16_F_a_4_8_FH_Tot,C16_F_a_4_8_LP_H,C16_F_a_4_8_GH,C16_F_a_4_8_OH,C16_F_a_4_8_Tot,C16_F_a_9m_FH_CF_no_ch,C16_F_a_9m_FH_CF_w_ch,C16_F_a_9m_FH_One_PFam,C16_F_a_9m_FH_oth_fa,C16_F_a_9m_FH_Tot,C16_F_a_9m_LP_H,C16_F_a_9m_GH,C16_F_a_9m_OH,C16_F_a_9m_Tot,C16_F_a_a_h_FH_CF_no_ch,C16_F_a_a_h_FH_CF_w_ch,C16_F_a_a_h_FH_One_PFam,C16_F_a_a_h_FH_oth_fa,C16_F_a_a_h_FH_Tot,C16_F_a_a_h_LP_H,C16_F_a_a_h_GH,C16_F_a_a_h_OH,C16_F_a_a_h_Tot,C16_F_a_Tot_FH_CF_no_ch,C16_F_a_Tot_FH_CF_w_ch,C16_F_a_Tot_FH_One_PFam,C16_F_a_Tot_FH_oth_fa,C16_F_a_Tot_FH_Tot,C16_F_a_Tot_LP_H,C16_F_a_Tot_GH,C16_F_a_Tot_OH,C16_F_a_Tot_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_Tot_FH_CF_no_ch,C16_OD_Tot_FH_CF_w_ch,C16_OD_Tot_FH_One_PFam,C16_OD_Tot_FH_oth_fa,C16_OD_Tot_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_Tot_Tot,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_Tot,C16_Tot_FH_CF_no_ch,C16_Tot_FH_CF_w_ch,C16_Tot_FH_One_PFam,C16_Tot_FH_oth_fa,C16_Tot_FH_Tot,C16_Tot_LP_H,C16_Tot_GH,C16_Tot_OH,C16_Tot_Tot,C21_S_h_FH_CF_no_ch,C21_S_h_FH_CF_w_ch,C21_S_h_FH_One_PFam,C21_S_h_FH_oth_fa,C21_S_h_FH_Tot,C21_S_h_LP_H,C21_S_h_GH,C21_S_h_OH,C21_S_h_Tot,C21_SDRTHT1S_FH_CF_no_ch,C21_SDRTHT1S_FH_CF_w_ch,C21_SDRTHT1S_FH_One_PFam,C21_SDRTHT1S_FH_oth_fa,C21_SDRTHT1S_FH_Tot,C21_SDRTHT1S_LP_H,C21_SDRTHT1S_GH,C21_SDRTHT1S_OH,C21_SDRTHT1S_Tot,C21_SDRTHT2S_FH_CF_no_ch,C21_SDRTHT2S_FH_CF_w_ch,C21_SDRTHT2S_FH_One_PFam,C21_SDRTHT2S_FH_oth_fa,C21_SDRTHT2S_FH_Tot,C21_SDRTHT2S_LP_H,C21_SDRTHT2S_GH,C21_SDRTHT2S_OH,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_FH_CF_no_ch,C21_SDRTHT_Tot_FH_CF_w_ch,C21_SDRTHT_Tot_FH_One_PFam,C21_SDRTHT_Tot_FH_oth_fa,C21_SDRTHT_Tot_FH_Tot,C21_SDRTHT_Tot_LP_H,C21_SDRTHT_Tot_GH,C21_SDRTHT_Tot_OH,C21_SDRTHT_Tot_Tot,C21_F_a_1_2_FH_CF_no_ch,C21_F_a_1_2_FH_CF_w_ch,C21_F_a_1_2_FH_One_PFam,C21_F_a_1_2_FH_oth_fa,C21_F_a_1_2_FH_Tot,C21_F_a_1_2_LP_H,C21_F_a_1_2_GH,C21_F_a_1_2_OH,C21_F_a_1_2_Tot,C21_F_a_3_FH_CF_no_ch,C21_F_a_3_FH_CF_w_ch,C21_F_a_3_FH_One_PFam,C21_F_a_3_FH_oth_fa,C21_F_a_3_FH_Tot,C21_F_a_3_LP_H,C21_F_a_3_GH,C21_F_a_3_OH,C21_F_a_3_Tot,C21_F_a_4_8_FH_CF_no_ch,C21_F_a_4_8_FH_CF_w_ch,C21_F_a_4_8_FH_One_PFam,C21_F_a_4_8_FH_oth_fa,C21_F_a_4_8_FH_Tot,C21_F_a_4_8_LP_H,C21_F_a_4_8_GH,C21_F_a_4_8_OH,C21_F_a_4_8_Tot,C21_F_a_9m_FH_CF_no_ch,C21_F_a_9m_FH_CF_w_ch,C21_F_a_9m_FH_One_PFam,C21_F_a_9m_FH_oth_fa,C21_F_a_9m_FH_Tot,C21_F_a_9m_LP_H,C21_F_a_9m_GH,C21_F_a_9m_OH,C21_F_a_9m_Tot,C21_F_a_a_h_FH_CF_no_ch,C21_F_a_a_h_FH_CF_w_ch,C21_F_a_a_h_FH_One_PFam,C21_F_a_a_h_FH_oth_fa,C21_F_a_a_h_FH_Tot,C21_F_a_a_h_LP_H,C21_F_a_a_h_GH,C21_F_a_a_h_OH,C21_F_a_a_h_Tot,C21_F_a_Tot_FH_CF_no_ch,C21_F_a_Tot_FH_CF_w_ch,C21_F_a_Tot_FH_One_PFam,C21_F_a_Tot_FH_oth_fa,C21_F_a_Tot_FH_Tot,C21_F_a_Tot_LP_H,C21_F_a_Tot_GH,C21_F_a_Tot_OH,C21_F_a_Tot_Tot,C21_OD_C_c_hb_FH_CF_no_ch,C21_OD_C_c_hb_FH_CF_w_ch,C21_OD_C_c_hb_FH_One_PFam,C21_OD_C_c_hb_FH_oth_fa,C21_OD_C_c_hb_FH_Tot,C21_OD_C_c_hb_LP_H,C21_OD_C_c_hb_GH,C21_OD_C_c_hb_OH,C21_OD_C_c_hb_Tot,C21_OD_Ih_t_s_FH_CF_no_ch,C21_OD_Ih_t_s_FH_CF_w_ch,C21_OD_Ih_t_s_FH_One_PFam,C21_OD_Ih_t_s_FH_oth_fa,C21_OD_Ih_t_s_FH_Tot,C21_OD_Ih_t_s_LP_H,C21_OD_Ih_t_s_GH,C21_OD_Ih_t_s_OH,C21_OD_Ih_t_s_Tot,C21_OD_H_f_so_FH_CF_no_ch,C21_OD_H_f_so_FH_CF_w_ch,C21_OD_H_f_so_FH_One_PFam,C21_OD_H_f_so_FH_oth_fa
312,12,4,190,131,31,136,475,..,..,..,..,..,..,..,..,..,0,6,0,0,8,13,0,10,32,632,293,322,35,1287,1687,188,661,3819,218,35,21,5,271,471,29,2072,2843,40,24,6,0,65,47,5,103,221,20,7,8,0,32,26,9,28,89,274,64,36,5,370,540,38,2204,3150,97,67,41,5,211,255,19,356,846,17029,18555,6010,511,42101,14052,1963,7481,65590,15941,18065,5501,513,40015,10075,1553,4274,55924,780,385,396,44,1609,2107,163,563,4447,460,226,298,10,1003,1077,149,362,2590,1242,613,692,56,2609,3184,318,932,7035,381,166,271,27,843,1164,110,298,2413,84,33,29,0,153,131,27,85,391,72,21,4,0,98,68,15,34,215,75,14,12,0,104,70,12,138,327,9,4,0,0,16,0,0,15,32,617,236,319,33,1210,1441,168,562,3375,280,45,18,7,354,427,22,2012,2818,19,6,3,0,26,18,0,114,158,11,10,4,0
313,131,11,970,716,43,244,1975,..,..,..,..,..,..,..,..,..,13,0,0,0,13,14,0,3,33,1449,300,559,50,2353,3697,197,586,6838,205,27,26,6,268,605,28,532,1430,5,7,0,0,12,10,5,53,80,13,19,5,0,35,17,7,11,69,227,55,34,6,321,638,29,596,1583,77,44,34,0,156,109,9,50,321,24410,24437,11571,845,61266,20414,2868,5308,89856,24778,24996,10906,787,61467,14884,2384,3092,81832,1483,412,892,77,2870,3342,231,437,6879,990,470,936,76,2472,2079,237,426,5212,2477,881,1831,153,5340,5425,473,857,12100,508,119,311,26,965,1996,110,266,3334,247,32,102,3,388,673,36,66,1165,571,63,98,7,737,688,32,102,1565,475,61,56,5,599,275,21,38,929,83,31,25,9,148,109,10,58,321,1885,312,591,47,2831,3745,205,531,7314,214,33,35,7,284,634,22,483,1422,8,3,4,0,12,0,3,123,134,17,11,6,0
314,13,0,51,97,3,16,169,..,..,..,..,..,..,..,..,..,0,0,0,0,4,6,0,0,11,211,60,119,7,403,704,59,92,1261,43,8,6,0,60,172,3,26,269,0,4,0,0,6,3,0,4,11,0,0,0,0,5,0,0,0,11,45,11,14,0,71,184,3,32,292,29,35,17,0,71,31,6,15,128,17582,26811,7736,640,52762,10570,1767,2480,67583,17286,27529,7194,546,52561,8151,1367,1378,63446,773,306,488,44,1613,1987,116,180,3890,1601,1435,1848,131,5018,2407,429,472,8320,2371,1738,2342,177,6631,4389,541,653,12216,99,58,92,9,264,342,43,35,682,37,13,24,4,76,103,12,10,195,51,8,21,0,87,111,12,10,218,0,0,0,0,0,0,0,0,0,44,29,5,0,82,59,0,19,156,234,109,144,19,509,622,72,64,1260,50,0,11,7,69,197,3,75,343,0,0,0,0,0,0,0,6,7,3,0,0,0
315,0,0,0,3,0,0,4,..,..,..,..,..,..,..,..,..,0,0,0,0,0,3,0,0,4,172,139,112,19,444,538,55,242,1286,167,26,10,5,215,393,32,2939,3578,25,16,7,0,53,96,3,721,874,34,28,4,0,70,38,3,42,150,226,77,25,4,336,532,37,3708,4610,114,70,11,0,198,150,8,745,1092,6347,7470,3014,420,17253,6911,850,7425,32435,5186,6471,2927,368,14951,5132,578,2921,23583,351,311,227,24,920,822,74,294,2110,149,108,42,3,298,200,42,110,650,499,420,269,36,1218,1021,117,405,2768,134,79,82,18,311,430,40,164,951,8,4,0,0,17,15,0,14,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,10,0,25,41,151,90,86,16,339,457,45,204,1047,215,50,21,6,285,337,14,4142,4784,21,9,6,0,41,223,7,726,1000,23,11,11,3
316,476,53,3094,2046,364,903,6406,..,..,..,..,..,..,..,..,..,10,8,5,0,25,37,0,6,57,4052,1216,1617,144,7025,6307,1032,2010,16375,425,39,68,0,530,983,49,1922,3486,21,17,4,0,44,33,0,124,206,23,24,3,0,54,22,4,21,101,472,82,78,0,632,1041,59,2060,3791,203,128,57,4,387,330,24,197,933,41386,36467,14176,1031,93057,30436,5234,9799,138527,37068,38602,12081,823,88570,18563,3733,4380,115251,3011,636,899,69,4613,4882,309,549,10351,2845,1265,1358,93,5565,3267,614,735,10181,5858,1897,2263,159,10180,8149,926,1282,20532,1316,560,833,63,2778,3423,402,622,7221,1042,270,376,34,1725,1411,252,423,3806,2124,470,539,59,3192,2152,377,734,6451,967,104,85,15,1170,712,80,282,2240,125,60,34,0,224,174,13,74,480,5581,1464,1861,178,9092,7865,1114,2126,20205,295,56,65,0,419,571,29,1102,2116,4,14,5,0,20,22,6,264,308,18,9,9,0
317,6,0,32,39,0,12,79,..,..,..,..,..,..,..,..,..,5,5,0,0,4,4,0,0,10,467,228,256,45,993,1473,163,308,2941,30,13,14,0,57,75,5,96,231,9,0,0,0,10,3,0,32,40,83,76,34,6,196,60,23,47,334,124,91,45,10,269,136,34,173,612,61,75,11,4,153,191,13,63,420,15416,15743,6083,584,37820,13970,2044,3347,57181,15174,15749,5853,523,37298,10110,1543,1706,50660,1292,591,660,89,2626,3776,289,425,7118,336,189,235,28,793,887,119,133,1934,1631,785,888,117,3421,4663,409,555,9051,356,239,246,42,883,1322,119,130,2461,9,0,9,0,14,47,0,0,66,8,0,0,0,17,26,0,8,50,16,0,0,0,16,19,0,68,102,4,4,0,0,10,17,0,3,32,397,245,255,46,942,1427,124,211,2705,31,9,12,0,48,60,0,174,284,0,5,4,0,12,3,0,82,99,27,8,9,4
318,83,26,703,592,176,305,1766,..,..,..,..,..,..,..,..,..,6,0,0,0,3,12,0,0,15,1182,398,537,82,2200,3053,510,1071,6833,228,31,21,0,279,419,18,1746,2461,18,20,7,0,44,30,0,71,149,31,21,10,0,59,29,0,18,107,272,68,35,3,379,476,26,1836,2718,83,62,25,4,175,160,20,184,542,22558,23934,9871,970,57336,20083,3620,7861,88903,21143,22221,9136,843,53348,14399,2614,4219,74572,870,290,625,73,1871,3378,230,634,6111,548,272,412,70,1298,1793,191,408,3697,1422,563,1039,145,3163,5169,420,1047,9806,320,105,216,23,668,1238,109,269,2282,319,84,100,28,529,754,156,155,1604,334,96,62,19,506,464,85,132,1194,207,42,28,9,281,262,46,150,742,12,5,0,0,17,7,0,9,32,1192,331,400,77,2001,2730,401,715,5849,204,21,22,8,254,334,15,1350,1947,8,3,0,0,16,43,3,104,158,30,8,6,0
319,14,0,188,144,16,80,429,..,..,..,..,..,..,..,..,..,0,0,0,0,0,9,5,5,16,708,176,369,48,1302,2482,189,571,4540,500,61,72,13,648,1200,82,3384,5304,90,49,25,0,165,128,16,385,689,58,31,19,0,112,65,12,31,219,645,147,115,14,922,1391,104,3799,6217,179,119,45,3,349,275,28,233,887,36825,25261,12911,995,75988,29569,3804,11550,120913,37768,25126,12848,1044,76784,24816,3559,6404,111556,1105,219,503,52,1886,3323,183,476,5869,400,143,269,25,838,1201,108,269,2415,1509,366,769,74,2723,4528,295,738,8284,653,173,336,33,1195,2453,131,406,4185,56,4,14,3,88,107,10,45,247,204,21,25,0,255,175,9,94,530,4,0,0,0,3,0,0,0,9,9,8,0,0,21,16,4,18,61,925,215,382,36,1562,2757,159,557,5032,511,65,62,11,648,1030,60,2044,3779,75,31,15,0,117,67,4,281,464,43,9,15,0
397,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,123,93,1302,1573,625,520,4017,..,..,..,..,..,..,..,..,..,5,5,0,0,8,8,0,3,24,3106,1529,847,263,5740,7593,1572,1425,16330,22,10,4,0,41,54,0,91,190,0,4,0,0,9,10,0,121,137,43,34,25,0,105,55,26,18,204,75,47,26,4,150,117,30,233,532,95,97,24,0,219,183,22,43,466,29646,33555,9586,1327,74113,31317,5329,5563,116326,23905,31022,7773,717,63422,15562,2277,1915,83175,3126,2138,1187,138,6591,6522,593,477,14181,2287,1516,710,127,4650,2876,706,341,8572,5416,3651,1905,270,11241,9405,1298,812,22758,2285,1252,735,157,4428,5760,596,505,11287,404,90,65,33,594,1052,152,150,1943,798,165,125,57,1155,1440,311,227,3141,856,164,99,62,1186,1492,481,345,3497,4,15,4,0,19,13,5,14,57,4356,1687,1030,311,7382,9758,1546,1243,19926,27,5,3,0,38,76,4,61,178,0,0,0,0,0,0,0,94,95,49,24,13,3
402,21,10,161,159,34,17,379,..,..,..,..,..,..,..,..,..,0,0,0,0,8,3,0,3,20,917,670,370,73,2019,2899,292,423,5637,71,14,14,0,105,214,7,124,457,6,0,0,0,9,6,0,9,25,26,15,19,0,59,30,10,4,106,103,33,36,0,175,254,16,142,583,88,84,49,3,228,126,11,38,400,38402,48443,21550,1863,110265,38719,5157,6826,160972,35445,48781,20069,1720,106009,29320,4227,3948,143499,3163,2153,2536,263,8112,8803,720,1164,18799,797,817,680,85,2378,1320,297,173,4165,3961,2967,3210,347,10489,10121,1020,1335,22963,780,503,351,44,1679,2456,196,300,4634,92,48,34,12,188,271,59,46,560,119,55,28,8,210,231,34,20,499,0,0,0,0,0,0,0,0,0,14,7,6,0,36,20,0,32,91,1013,617,419,61,2110,2988,286,403,5782,74,6,14,0,96,214,8,133,456,0,0,0,0,0,0,0,20,23,8,7,0,0
403,34,9,362,392,30,126,917,..,..,..,..,..,..,..,..,..,9,4,3,0,13,9,0,0,23,1794,757,612,121,3286,5177,434,758,9650,71,6,13,0,90,210,0,121,421,3,3,0,0,6,8,0,19,34,24,26,4,4,56,32,6,17,111,90,39,19,6,151,247,8,153,562,109,82,41,5,235,148,17,48,447,37196,41176,15554,1539,95463,36787,4646,5842,142737,33671,39738,13925,1129,88461,24370,3268,2739,118828,3940,1902,1703,200,7749,8979,630,777,18136,1124,882,611,66,2679,1507,287,164,4635,5065,2780,2314,267,10433,10482,919,940,22772,1315,539,549,94,2491,4123,327,302,7242,217,47,55,7,327,461,46,45,872,259,46,26,8,334,321,23,40,720,99,16,8,0,127,164,5,11,303,19,14,8,0,43,28,0,20,87,1906,665,641,110,3320,5087,405,415,9227,92,16,15,0,120,267,10,189,578,0,0,0,0,0,0,0,24,28,19,18,12,0
404,52,15,432,470,74,84,1063,..,..,..,..,..,..,..,..,..,3,6,0,0,10,20,0,6,39,1783,1102,675,171,3728,4985,579,709,10004,13,10,3,0,27,30,5,101,158,0,3,3,0,9,9,0,18,34,25,50,13,7,92,37,18,25,180,47,63,18,7,131,78,21,144,376,81,72,27,5,180,117,24,26,349,22245,24454,10205,1437,58338,28007,4309,4058,94706,17473,21595,7763,957,47783,14819,2627,1469,66707,3043,2120,1678,269,7109,7299,685,723,15828,1939,1430,842,122,4334,2193,510,293,7331,4982,3549,2523,392,11447,9497,1192,1022,23153,1498,844,552,129,3027,4327,443,439,8243,291,106,69,31,499,620,81,86,1288,417,134,79,27,657,770,114,81,1615,84,23,15,0,127,92,13,13,239,29,26,14,0,67,42,6,18,139,2325,1126,731,192,4377,5850,657,638,11524,16,3,0,0,23,47,3,147,212,0,0,0,0,0,0,0,13,13,23,36,20,3
405,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,92,17,14,3,122,404,8,59,598,96,13,4,0,110,188,15,500,814,7,7,0,0,16,10,0,28,50,50,27,11,0,92,51,3,16,164,154,41,21,5,221,249,12,547,1030,75,65,29,0,174,108,5,52,334,14451,10867,3978,310,29603,12986,866,3133,46594,14781,10588,4045,315,29733,12054,901,2596,45284,414,155,235,17,821,1537,50,231,2631,41,18,6,0,68,20,3,20,105,453,168,246,18,885,1558,47,255,2739,32,6,16,0,43,232,10,32,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,32,6,12,0,47,232,12,32,327,98,21,9,0,131,164,29,595,918,3,4,0,0,8,3,0,22,34,17,13,3,0
406,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,144,46,59,17,267,837,30,192,1328,82,8,7,0,98,159,3,1140,1402,12,9,0,0,18,67,0,499,586,29,15,4,0,47,26,8,12,93,117,34,15,0,166,255,12,1653,2080,70,53,12,0,141,122,4,153,420,8759,7792,3359,267,20183,9834,764,4316,35098,7814,6775,2554,251,17397,6778,586,2088,26849,843,598,850,68,2360,2395,172,568,5497,49,24,17,5,89,49,3,26,173,893,623,868,71,2454,2449,174,590,5668,137,39,68,14,254,922,41,225,1446,8,0,0,0,10,29,5,15,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,3,0,26,13,0,16,52,158,49,67,14,291,962,44,252,1559,56,20,9,0,84,141,19,1027,1283,10,4,3,0,15,12,0,193,219,15,9,3,0
407,3,0,10,15,0,6,30,..,..,..,..,..,..,..,..,..,3,0,0,0,3,4,0,0,6,277,89,140,11,522,1423,74,220,2235,158,19,9,6,188,313,14,460,973,12,5,6,0,21,34,6,90,151,45,30,11,0,88,50,0,23,164,211,52,24,6,297,402,22,570,1291,116,80,29,0,223,160,10,118,512,23880,17471,6959,531,48847,21469,1789,5014,77114,24464,16975,6765,571,48775,19044,1588,4228,73639,995,321,526,44,1891,3209,155,560,5812,100,28,29,0,151,116,15,43,329,1100,351,555,47,2048,3323,167,605,6146,184,74,101,24,379,1132,43,133,1688,14,0,4,0,22,44,0,13,84,13,0,0,0,18,16,0,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,17,212,83,108,24,421,1198,46,157,1824,148,19,17,7,189,296,19,531,1032,5,5,3,0,15,15,0,58,90,39,38,7,4
497,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,4,0,23,13,4,17,51,..,..,..,..,..,..,..,..,..,5,0,0,0,4,4,0,0,6,242,60,71,7,389,787,28,138,1340,285,30,27,5,351,464,22,439,1272,21,22,5,3,47,32,5,54,135,35,16,5,0,52,28,0,16,99,341,68,38,7,447,520,26,503,1503,86,68,17,4,177,115,6,51,345,19763,19397,6674,442,46272,15167,1703,5149,68297,20444,19306,6798,476,47026,13802,1643,3636,66102,962,319,438,27,1745,2935,129,400,5211,224,118,71,4,411,305,41,102,869,1182,436,509,30,2159,3241,173,503,6076,125,49,42,7,219,435,22,89,759,10,8,13,5,35,65,5,19,123,18,0,0,0,18,13,0,10,42,20,4,0,0,17,12,0,6,38,12,11,0,0,24,23,0,4,53,185,72,55,6,312,545,32,126,1017,199,36,18,4,264,430,24,517,1240,14,9,3,0,23,29,0,225,277,13,16,6,0
502,14,0,156,86,3,35,280,..,..,..,..,..,..,..,..,..,0,0,0,0,0,4,0,0,4,449,79,57,6,583,656,31,124,1395,92,9,13,4,118,236,7,187,549,8,5,8,0,20,7,5,50,81,5,0,0,0,10,0,0,0,12,106,16,21,0,146,243,12,242,640,27,12,5,0,48,36,3,3,84,11922,9859,4092,269,26149,9085,964,2335,38529,11668,10239,4462,296,26674,7948,817,1343,36786,1002,163,251,27,1444,2223,70,203,3937,324,87,114,8,536,518,37,71,1163,1323,243,374,36,1973,2737,105,277,5097,73,17,29,5,122,290,14,43,474,90,22,18,0,125,62,5,13,203,82,14,17,0,121,77,3,13,212,86,16,7,4,114,46,0,13,170,10,3,4,5,21,20,0,3,45,340,77,71,15,506,487,31,85,1105,98,5,15,3,125,258,4,79,463,5,4,0,0,9,11,0,51,68,0,0,0,0
503,349,180,4955,4738,972,2086,12753,..,..,..,..,..,..,..,..,..,6,0,0,0,9,7,0,4,16,6265,1747,783,347,9140,10064,1945,3679,24830,4,0,0,0,9,3,0,10,19,0,0,0,0,0,9,0,274,289,22,19,6,0,48,41,10,17,116,33,14,7,0,55,55,11,301,427,51,31,11,0,93,86,12,29,225,17854,17568,4152,895,40480,19543,4331,6281,70629,9829,14946,2721,313,27810,5850,1336,757,35752,1064,807,361,61,2294,1929,241,194,4654,1944,1234,618,108,3896,2334,541,281,7048,3008,2042,979,162,6191,4261,779,476,11707,1063,434,249,67,1806,2420,339,317,4880,1777,524,293,77,2677,3869,524,526,7598,2422,681,378,93,3566,4423,638,776,9402,1968,605,247,87,2907,2662,500,619,6692,8,13,0,0,22,16,3,4,38,7243,2256,1157,313,10973,13387,2002,2243,28606,0,0,0,0,0,4,0,3,6,0,0,0,0,0,0,0,427,429,19,13,7,0
504,21,12,226,297,43,99,665,..,..,..,..,..,..,..,..,..,0,0,0,0,0,6,0,0,8,652,281,175,49,1158,1568,205,370,3296,68,8,7,0,79,155,8,82,328,14,13,0,0,28,0,0,64,96,8,12,5,0,32,14,5,11,61,90,30,12,0,141,172,14,161,485,50,52,25,3,124,74,13,17,229,23573,30417,10170,1136,65297,19416,3186,4952,92854,22856,31968,10129,1031,65980,16100,2446,2561,87087,1618,1188,1020,111,3930,4201,339,474,8949,695,418,331,48,1491,1348,225,208,3269,2308,1608,1343,157,5422,5547,564,682,12221,387,135,138,34,694,1109,95,134,2035,183,57,71,15,331,561,60,61,1012,102,40,29,8,179,342,23,48,596,83,25,13,3,124,182,24,23,348,28,18,5,0,49,55,0,3,115,782,276,259,57,1377,2249,202,272,4099,59,6,6,0,71,141,3,83,303,0,3,0,0,3,4,0,432,440,9,7,3,3
