SA4_CODE_2021,C21_75_79_Div_P,C21_75_79_Wid_M,C21_75_79_Wid_F,C21_75_79_Wid_P,C21_75_79_Nvr_marrd_M,C21_75_79_Nvr_marrd_F,C21_75_79_Nvr_marrd_P,C21_75_79_Tot_M,C21_75_79_Tot_F,C21_75_79_Tot_P,C21_80_84_Married_M,C21_80_84_Married_F,C21_80_84_Married_P,C21_80_84_Sep_M,C21_80_84_Sep_F,C21_80_84_Sep_P,C21_80_84_Div_M,C21_80_84_Div_F,C21_80_84_Div_P,C21_80_84_Wid_M,C21_80_84_Wid_F,C21_80_84_Wid_P,C21_80_84_Nvr_marrd_M,C21_80_84_Nvr_marrd_F,C21_80_84_Nvr_marrd_P,C21_80_84_Tot_M,C21_80_84_Tot_F,C21_80_84_Tot_P,C21_85_over_Married_M,C21_85_over_Married_F,C21_85_over_Married_P,C21_85_over_Seprtd_M,C21_85_over_Seprtd_F,C21_85_over_Seprtd_P,C21_85_over_Divorce_M,C21_85_over_Divorce_F,C21_85_over_Divorce_P,C21_85_over_Wid_M,C21_85_over_Wid_F,C21_85_over_Wid_P,C21_85_over_Nvr_mard_M,C21_85_over_Nvr_mard_F,C21_85_over_Nvr_mard_P,C21_85_over_Tot_M,C21_85_over_Tot_F,C21_85_over_Tot_P,C21_Tot_Married_M,C21_Tot_Married_F,C21_Tot_Married_P,C21_Tot_Sep_M,C21_Tot_Sep_F,C21_Tot_Sep_P,C21_Tot_Div_M,C21_Tot_Div_F,C21_Tot_Div_P,C21_Tot_Wid_M,C21_Tot_Wid_F,C21_Tot_Wid_P,C21_Tot_nver_marrie_M,C21_Tot_nver_marrie_F,C21_Tot_nver_marrie_P,C21_Tot_Tot_M,C21_Tot_Tot_F,C21_Tot_Tot_P
404,1182,277,1384,1659,267,188,456,3692,4419,8112,1773,1344,3117,73,55,126,257,350,605,366,1861,2226,134,115,248,2603,3728,6327,1585,789,2371,38,24,62,155,302,457,960,3444,4409,99,129,223,2831,4690,7525,44221,44293,88510,2994,3478,6462,8401,11627,20029,2425,9872,12299,42721,37491,80216,100761,106759,207522
405,634,268,859,1124,131,75,208,2894,2914,5804,1180,814,1998,28,19,38,152,123,273,281,904,1188,74,27,103,1714,1884,3598,677,337,1017,29,14,39,70,72,145,512,1515,2024,46,46,91,1332,1977,3306,23649,23715,47364,1671,1648,3317,4750,4774,9518,1696,5168,6866,15646,12757,28412,47417,48067,95480
406,353,166,534,705,83,32,121,1487,1549,3038,597,380,974,25,13,44,79,74,155,169,508,678,82,20,101,952,998,1955,395,191,587,12,7,20,50,55,101,224,769,990,43,18,56,723,1032,1759,14771,14294,29065,1286,1273,2566,3021,3053,6072,1033,3001,4027,14263,11277,25542,34373,32906,67276
407,1144,445,1377,1826,195,163,359,4975,5081,10052,2266,1580,3841,77,44,125,237,265,502,444,1491,1934,122,64,179,3145,3438,6577,1413,728,2136,32,23,49,141,161,303,786,2563,3349,70,78,146,2432,3549,5989,40153,39513,79663,2935,2987,5919,8070,8990,17059,2691,8322,11011,27387,21844,49227,81231,81655,162889
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,12,0,12
499,17,0,6,5,0,0,0,31,15,44,4,5,8,0,0,0,0,3,5,0,9,5,0,0,0,7,17,18,3,5,9,0,0,0,0,0,0,3,3,11,0,0,0,7,10,11,328,311,637,153,110,261,260,152,406,30,39,75,892,702,1594,1668,1306,2975
501,898,278,961,1242,115,94,212,3510,3616,7127,1536,981,2521,50,26,79,183,228,414,307,1092,1404,60,52,113,2139,2381,4526,945,456,1405,23,21,39,95,148,240,485,1702,2185,49,53,105,1602,2381,3986,37841,37858,75698,2561,2989,5552,6713,8580,15290,1863,6071,7940,25849,22731,48578,74828,78232,153058
502,684,227,711,941,59,35,95,2665,2793,5461,1342,896,2239,35,31,73,171,204,380,242,794,1031,44,25,65,1836,1951,3783,772,405,1180,22,11,26,66,117,188,422,1251,1665,20,19,38,1301,1794,3095,21266,21502,42772,1590,1975,3560,4251,5693,9937,1386,4283,5671,14021,12845,26869,42513,46298,88811
503,834,171,675,844,218,196,416,2689,2823,5513,1209,838,2046,35,37,70,182,248,431,176,847,1025,147,139,282,1751,2098,3852,962,506,1471,40,19,53,102,223,326,448,1849,2292,92,176,268,1644,2769,4406,34106,34174,68277,1941,1975,3915,5281,7255,12535,1205,4843,6053,33426,30663,64089,75953,78909,154860
504,1119,260,1032,1292,185,117,300,3494,3786,7274,1559,1026,2587,57,35,89,250,348,598,326,1211,1538,95,68,159,2277,2689,4967,1017,513,1532,34,16,51,125,227,354,482,1946,2429,70,55,132,1725,2763,4488,51999,51673,103674,3650,4342,7993,8318,11948,20272,1950,7254,9199,44399,37531,81923,110313,112749,223065
505,2228,604,2378,2980,271,257,526,7642,8714,16350,3680,2541,6217,116,88,206,405,827,1234,594,2767,3360,139,165,301,4931,6382,11314,2534,1333,3868,74,43,120,229,477,707,1234,4767,5996,85,144,228,4162,6762,10928,114088,114917,229008,6294,8006,14298,15440,24353,39799,4058,15986,20044,85850,76737,162588,225736,239995,465735
506,1896,535,2117,2656,321,275,602,6544,7097,13641,2965,2032,4990,97,68,167,393,675,1066,610,2399,3008,187,164,352,4249,5334,9583,2047,1078,3116,49,47,104,227,400,622,1093,3962,5053,127,134,256,3540,5616,9154,102305,102386,204687,6003,7199,13203,14715,20452,35167,3869,14328,18200,84201,70841,155038,211086,215211,426298
507,1739,490,1789,2286,227,192,412,6092,6523,12613,2774,1899,4677,78,71,149,356,606,961,608,2133,2737,117,102,223,3935,4814,8744,1937,1020,2960,49,34,85,218,346,568,1118,3830,4946,93,105,203,3417,5338,8752,84040,84520,168566,5270,6592,11867,12923,18641,31565,3570,12325,15902,67533,61223,128754,173340,183300,356647
509,806,256,745,1005,151,77,230,2996,2861,5854,1294,841,2136,55,26,75,204,180,386,266,905,1165,80,29,106,1894,1974,3867,824,412,1237,26,11,44,97,133,232,429,1302,1727,45,26,72,1416,1888,3308,28527,27860,56383,2180,2015,4196,5573,5805,11375,1698,4858,6554,19405,15362,34770,57378,55894,113275
510,95,49,96,141,43,32,70,326,291,619,84,43,120,12,9,12,20,19,42,36,74,111,30,15,46,179,153,332,31,4,38,4,0,7,10,7,19,26,79,107,16,13,26,91,113,204,14480,11962,26438,1383,1172,2556,2708,2215,4929,415,910,1322,18312,15528,33843,37300,31785,69087
511,460,183,512,692,129,51,178,1765,1672,3442,620,428,1049,41,14,54,141,99,240,191,491,683,54,22,78,1050,1056,2106,394,208,600,17,4,25,53,46,104,231,740,966,34,14,49,734,1015,1749,21371,20236,41609,2028,1761,3791,4369,4306,8680,1230,3309,4541,20698,16300,37003,49699,45919,95614
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,12,217,30,0,25,37,10,44,3,0,3,189,33,227,455,61,516
599,25,12,8,19,11,0,11,88,26,114,9,3,15,0,0,0,12,3,14,5,8,13,0,0,3,29,15,42,0,0,0,4,0,4,9,3,5,0,9,14,7,4,3,14,16,30,861,791,1648,371,175,548,524,385,909,83,93,175,2408,1589,3998,4247,3030,7285
601,1302,395,1413,1813,202,191,393,3910,4667,8583,1822,1206,3029,59,46,103,268,421,685,411,1573,1978,96,116,220,2655,3362,6011,1150,570,1715,34,20,55,110,247,355,748,2571,3320,72,109,187,2116,3516,5631,44223,44198,88420,2786,3482,6264,8103,11925,20030,2574,8658,11226,41490,38077,79570,99180,106333,205506
602,878,309,997,1313,129,132,264,3066,3353,6418,1310,860,2167,32,30,70,165,225,393,331,1055,1384,94,77,171,1932,2253,4176,777,411,1188,25,10,39,99,134,235,509,1641,2146,61,73,136,1467,2274,3742,28653,28538,57189,1958,2294,4253,5586,7429,13020,1941,5964,7909,23309,20494,43804,61450,64723,126171
603,315,119,216,331,51,24,79,1027,831,1854,339,197,541,13,10,22,66,40,99,81,214,297,33,8,45,537,472,1008,174,74,250,5,7,14,32,33,63,116,271,379,15,8,24,333,394,733,8232,8183,16419,687,576,1262,2163,1993,4151,557,1352,1904,6410,5147,11553,18042,17243,35295
604,582,250,877,1129,117,57,176,2512,2643,5153,1045,685,1725,38,22,60,153,153,301,290,925,1213,56,43,104,1584,1825,3407,651,315,965,14,5,22,59,99,159,387,1276,1668,34,43,72,1138,1744,2887,22088,22086,44173,1642,1920,3558,4651,5712,10367,1574,5033,6609,16917,15072,31989,46869,49827,96692
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,10,0,14,13,0,19
699,5,6,0,8,7,0,7,13,8,24,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,99,99,206,69,53,125,103,89,191,11,27,35,405,291,696,689,561,1248
701,379,104,346,451,123,49,175,1215,1086,2307,373,183,556,18,18,39,82,97,186,93,361,456,37,26,67,613,692,1306,178,64,242,13,6,11,35,57,93,114,323,436,33,19,49,370,465,833,23901,23300,47202,1809,2025,3836,4210,4970,9177,753,2561,3308,25637,22447,48086,56309,55301,111611
702,159,66,164,230,65,59,117,499,445,943,143,69,213,14,5,24,33,34,66,57,133,192,33,36,64,276,279,555,54,28,82,3,5,9,10,14,26,36,124,163,17,32,46,123,198,326,14397,13825,28221,1204,1281,2482,1993,2127,4125,640,1979,2615,16109,15394,31501,34338,34608,68943
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,35,5,0,5,17,0,19,0,0,0,42,4,39,83,11,94
799,6,0,0,0,4,4,5,20,9,32,5,0,3,0,0,0,8,0,9,6,0,6,0,0,0,15,7,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,4,7,456,429,886,45,44,88,144,99,251,38,56,91,879,859,1736,1567,1486,3052
801,1550,463,1763,2225,246,270,511,5460,6287,11749,2403,1687,4088,81,58,140,290,515,801,467,1895,2358,86,117,203,3327,4267,7596,1690,831,2523,37,29,65,159,370,530,895,2950,3847,79,127,207,2868,4315,7180,86981,86562,173542,4232,5223,9453,11248,17438,28683,2979,10776,13757,75817,69741,145560,181261,189730,370996
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,4,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,40,76,19,10,32,35,30,68,7,8,15,221,158,375,315,249,560
901,18,6,26,28,3,0,8,78,80,154,29,27,60,0,0,6,5,4,14,11,18,34,0,0,0,49,56,106,14,0,17,0,0,0,0,4,9,12,24,32,0,0,0,36,34,62,1014,913,1926,90,72,163,201,208,409,49,127,170,715,575,1291,2068,1887,3953
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,4,0,6,6,4,11
