SA4_CODE_2021,C21_75_79_Div_P,C21_75_79_Wid_M,C21_75_79_Wid_F,C21_75_79_Wid_P,C21_75_79_Nvr_marrd_M,C21_75_79_Nvr_marrd_F,C21_75_79_Nvr_marrd_P,C21_75_79_Tot_M,C21_75_79_Tot_F,C21_75_79_Tot_P,C21_80_84_Married_M,C21_80_84_Married_F,C21_80_84_Married_P,C21_80_84_Sep_M,C21_80_84_Sep_F,C21_80_84_Sep_P,C21_80_84_Div_M,C21_80_84_Div_F,C21_80_84_Div_P,C21_80_84_Wid_M,C21_80_84_Wid_F,C21_80_84_Wid_P,C21_80_84_Nvr_marrd_M,C21_80_84_Nvr_marrd_F,C21_80_84_Nvr_marrd_P,C21_80_84_Tot_M,C21_80_84_Tot_F,C21_80_84_Tot_P,C21_85_over_Married_M,C21_85_over_Married_F,C21_85_over_Married_P,C21_85_over_Seprtd_M,C21_85_over_Seprtd_F,C21_85_over_Seprtd_P,C21_85_over_Divorce_M,C21_85_over_Divorce_F,C21_85_over_Divorce_P,C21_85_over_Wid_M,C21_85_over_Wid_F,C21_85_over_Wid_P,C21_85_over_Nvr_mard_M,C21_85_over_Nvr_mard_F,C21_85_over_Nvr_mard_P,C21_85_over_Tot_M,C21_85_over_Tot_F,C21_85_over_Tot_P,C21_Tot_Married_M,C21_Tot_Married_F,C21_Tot_Married_P,C21_Tot_Sep_M,C21_Tot_Sep_F,C21_Tot_Sep_P,C21_Tot_Div_M,C21_Tot_Div_F,C21_Tot_Div_P,C21_Tot_Wid_M,C21_Tot_Wid_F,C21_Tot_Wid_P,C21_Tot_nver_marrie_M,C21_Tot_nver_marrie_F,C21_Tot_nver_marrie_P,C21_Tot_Tot_M,C21_Tot_Tot_F,C21_Tot_Tot_P
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,14,13,0,13,6,0,6,0,0,0,8,0,8,36,6,38
299,36,7,11,19,8,3,9,70,42,120,5,3,11,0,0,0,5,0,5,6,8,14,0,0,0,20,14,34,9,5,9,0,4,4,4,0,7,4,10,13,0,0,0,15,19,29,963,676,1642,416,246,658,581,425,1005,56,103,165,2551,1924,4474,4576,3373,7946
301,1261,359,1285,1645,143,131,275,4166,4625,8794,1750,1138,2892,58,30,86,219,396,622,382,1351,1735,80,80,161,2498,3000,5493,1145,575,1722,36,20,52,161,259,420,643,2371,3010,65,82,145,2045,3314,5357,48529,48890,97413,2849,3591,6443,8138,11767,19908,2261,7923,10188,32409,28988,61396,94193,101156,195353
302,1014,251,1140,1393,209,240,446,2949,3784,6727,1320,1032,2345,56,44,98,188,291,486,304,1298,1600,123,158,279,1990,2817,4810,1113,590,1698,34,19,52,104,250,353,631,2557,3189,102,271,372,1979,3686,5665,41150,41342,82497,2645,3145,5795,6700,10162,16862,1849,7257,9106,36250,33946,70188,88597,95851,184450
303,1168,323,1416,1749,217,253,470,4094,4745,8836,1966,1329,3295,54,53,110,235,333,569,426,1632,2060,126,159,287,2809,3509,6314,1360,703,2059,42,36,77,139,262,394,726,3034,3762,103,149,253,2369,4184,6553,70438,71146,141579,3546,4539,8084,8908,13427,22333,2312,9458,11764,62284,56750,119035,147481,155320,302801
304,678,201,746,946,107,116,229,2764,3061,5821,1275,890,2164,31,25,54,116,258,375,197,816,1018,50,75,133,1672,2062,3736,864,443,1304,13,6,21,69,146,211,458,1826,2284,39,104,141,1444,2527,3973,38837,39247,78082,1522,2081,3609,3988,6842,10829,1251,4943,6189,28187,25982,54174,73781,79104,152886
305,915,211,762,977,329,229,558,2610,2878,5484,1020,652,1678,43,33,76,189,256,447,204,749,954,166,142,309,1626,1838,3461,674,315,991,26,16,43,77,184,256,411,1553,1963,119,136,255,1308,2206,3515,44358,44344,88703,3246,3417,6662,8740,11543,20284,1460,5014,6472,67454,64221,131676,125263,128533,253794
306,1400,347,1230,1580,366,168,534,4311,4272,8580,1570,918,2490,80,45,124,312,277,595,400,1232,1634,167,71,233,2535,2537,5079,1025,476,1502,52,19,71,158,162,321,579,1854,2437,107,57,161,1927,2569,4493,42482,42592,85076,3663,4114,7778,10158,11943,22099,2437,7731,10169,43084,38560,81639,101817,104950,206767
307,596,292,821,1114,164,85,247,2685,2653,5335,1120,731,1846,43,29,75,165,143,310,264,853,1117,97,54,146,1686,1807,3498,677,325,1001,24,6,36,71,67,137,395,1302,1691,70,59,123,1232,1756,2990,25300,25155,50455,2050,2035,4084,4737,4794,9530,1620,4841,6465,17837,15245,33090,51552,52074,103622
308,854,317,1025,1338,198,95,300,3203,3264,6458,1261,858,2126,57,37,90,201,203,404,320,1176,1500,99,75,178,1938,2357,4297,746,369,1120,28,12,38,103,118,222,522,1597,2117,75,86,165,1477,2180,3660,41881,41017,82894,3588,3685,7277,8224,8856,17083,2180,6479,8658,35343,29667,65014,91214,89710,180921
309,3801,872,3115,3991,452,319,773,10941,11729,22672,4550,2866,7410,177,157,332,793,1091,1887,952,3290,4249,259,194,459,6732,7599,14333,2846,1376,4221,111,62,171,430,736,1170,1592,5535,7128,205,172,382,5189,7881,13071,115849,116787,232634,8297,10556,18855,23263,33806,57070,5459,19391,24850,100318,94379,194696,253192,274915,528109
310,1264,413,1513,1922,197,156,351,4268,4660,8932,1657,1159,2815,82,43,130,295,348,641,416,1490,1903,109,107,224,2563,3153,5713,1038,478,1523,29,15,44,123,184,307,578,2095,2669,89,104,189,1858,2874,4732,62509,62101,124610,5758,6714,12474,11274,15298,26578,2744,9334,12082,58540,51993,110524,140826,145446,286265
311,1462,468,1499,1964,155,122,277,4528,4781,9304,1712,1035,2748,104,50,161,273,376,653,396,1416,1812,78,54,137,2567,2935,5506,923,464,1387,43,19,70,132,256,388,578,1946,2525,49,68,121,1726,2756,4487,61373,61450,122820,5248,6564,11810,11051,15106,26165,2775,9462,12232,56167,50353,106518,136608,142933,279545
312,652,258,743,1003,171,52,227,2452,2370,4824,899,520,1423,33,25,59,143,151,294,254,777,1031,77,47,117,1405,1518,2918,547,297,844,17,7,31,77,81,154,352,1128,1478,46,32,77,1032,1549,2586,33234,32461,65701,2804,2842,5643,7056,6934,13991,1646,4731,6375,29573,24046,53615,74315,71016,145327
313,1699,539,1769,2313,215,144,357,5667,5951,11618,2157,1478,3635,106,59,165,356,434,791,521,1708,2224,119,108,229,3252,3789,7043,1324,675,2001,50,25,79,167,274,444,807,2532,3341,102,108,209,2460,3617,6077,48875,48680,97555,4333,5116,9446,10118,14351,24462,3057,9915,12977,38147,34196,72349,104531,112255,216792
314,631,216,825,1040,74,59,135,2547,2887,5433,1022,610,1629,24,25,54,117,195,307,202,725,921,36,46,85,1397,1592,2988,552,268,820,8,10,18,46,103,154,289,1181,1471,29,43,68,926,1604,2531,42196,42599,84801,2471,3375,5844,5597,8692,14296,1317,4770,6082,30645,28552,59195,82229,87990,170216
315,254,123,318,439,113,43,153,922,832,1753,279,141,420,21,3,33,73,37,113,121,244,360,62,41,100,558,466,1025,144,65,213,9,6,8,29,22,48,88,313,401,47,16,65,326,416,739,11399,10658,22064,1121,887,2012,2462,2062,4526,760,1833,2592,16490,14470,30959,32237,29910,62149
316,2657,666,2329,2997,349,233,584,8569,9248,17814,3795,2540,6338,122,79,198,519,722,1235,716,2599,3315,165,135,298,5312,6073,11386,2625,1365,3986,73,50,123,291,481,777,1265,4260,5530,116,137,253,4371,6296,10669,80650,81153,161801,4887,6329,11218,14730,21959,36687,4054,14110,18164,52790,50335,103122,157110,173886,330997
317,703,246,971,1219,116,100,218,2655,3218,5872,1261,897,2166,52,35,92,137,232,369,246,1014,1260,76,81,159,1776,2262,4038,871,444,1314,16,13,28,90,138,225,401,1773,2172,49,89,141,1430,2458,3892,30685,31007,61694,1981,2609,4591,4523,7093,11615,1437,5823,7256,23230,21826,45055,61863,68358,130221
318,955,326,1053,1378,234,136,367,3359,3508,6868,1351,902,2255,65,33,99,229,259,486,323,1184,1502,129,64,194,2093,2439,4532,803,370,1175,21,16,34,103,115,214,448,1834,2278,92,67,157,1455,2401,3857,39669,39536,79201,3334,3920,7253,7948,9917,17866,2065,6874,8939,41166,35501,76669,94185,95753,189937
319,2311,815,2388,3203,376,206,580,8619,8279,16906,3358,2169,5534,150,83,236,611,522,1131,743,2382,3125,219,113,328,5086,5263,10351,1907,940,2845,78,34,116,282,307,589,1049,3427,4474,132,107,240,3445,4810,8257,60923,60881,121805,5325,5921,11255,14263,16484,30743,4417,13513,17931,41167,35351,76523,126106,132150,258256
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,5,76,8,0,8,9,4,16,0,0,0,55,26,83,149,28,183
399,67,26,20,52,11,6,14,220,124,348,35,11,48,8,3,8,14,7,20,8,18,21,0,0,0,63,37,101,5,4,9,3,0,9,3,5,4,6,13,25,0,4,6,23,25,44,2006,1943,3948,593,363,959,977,881,1855,134,194,326,3398,2749,6142,7108,6127,13234
401,1650,344,1660,2002,294,320,611,5357,6406,11761,2621,1843,4469,59,57,119,334,538,875,454,2058,2516,130,171,304,3600,4683,8279,2013,959,2974,34,36,70,185,437,622,1083,4167,5253,112,210,318,3430,5804,9235,62670,63261,125924,2928,3506,6437,8942,13509,22450,2827,11034,13862,49240,44965,94211,126599,136278,262885
402,1713,663,2299,2964,214,191,402,6314,7473,13788,2968,2016,4980,98,65,161,324,544,862,734,2614,3346,103,90,194,4213,5327,9544,1970,1038,3013,54,26,83,203,323,520,1264,4079,5338,76,90,168,3569,5557,9116,83060,82387,165451,5740,7059,12795,13933,19757,33693,4413,15040,19454,74008,61946,135961,181160,186196,367357
403,2024,530,2009,2536,249,258,511,6789,7602,14392,2913,2109,5020,95,68,159,397,588,988,614,2291,2907,140,147,289,4158,5202,9360,2243,1162,3406,69,35,105,208,455,664,1280,4668,5949,94,164,260,3897,6486,10381,72564,73061,145630,4266,5345,9614,12314,18959,31276,3780,13299,17076,56883,51529,108411,149800,162191,311995
