SA4_CODE_2021,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_SDRTHT1S_NPUR_1,C11_SDRTHT1S_NPUR_2,C11_SDRTHT1S_NPUR_3,C11_SDRTHT1S_NPUR_4,C11_SDRTHT1S_NPUR_5,C11_SDRTHT1S_NPUR_6mor,C11_SDRTHT1S_Tot,C11_SDRTHT2S_NPUR_1,C11_SDRTHT2S_NPUR_2,C11_SDRTHT2S_NPUR_3,C11_SDRTHT2S_NPUR_4,C11_SDRTHT2S_NPUR_5,C11_SDRTHT2S_NPUR_6mor,C11_SDRTHT2S_Tot,C11_SDRTHT_NPUR_1,C11_SDRTHT_NPUR_2,C11_SDRTHT_NPUR_3,C11_SDRTHT_NPUR_4,C11_SDRTHT_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_SDRTHT_Tot,C11_F_a_1_2SB_NPUR_1,C11_F_a_1_2SB_NPUR_2,C11_F_a_1_2SB_NPUR_3,C11_F_a_1_2SB_NPUR_4,C11_F_a_1_2SB_NPUR_5,C11_F_a_1_2SB_NPUR_6mor,C11_F_a_1_2SB_Tot,C11_F_a_I_a_3SB_NPUR_1,C11_F_a_I_a_3SB_NPUR_2,C11_F_a_I_a_3SB_NPUR_3,C11_F_a_I_a_3SB_NPUR_4,C11_F_a_I_a_3SB_NPUR_5,C11_F_a_I_a_3SB_NPUR_6mor,C11_F_a_In_a_3SB_Tot,C11_F_a_4_8SB_NPUR_1,C11_F_a_4_8SB_NPUR_2,C11_F_a_4_8SB_NPUR_3,C11_F_a_4_8SB_NPUR_4,C11_F_a_4_8SB_NPUR_5,C11_F_a_4_8SB_NPUR_6mor,C11_F_a_4_8SB_Tot,C11_F_a_9mor_s_b_NPUR_1,C11_F_a_9mor_s_b_NPUR_2,C11_F_a_9mor_s_b_NPUR_3,C11_F_a_9mor_s_b_NPUR_4,C11_F_a_9mor_s_b_NPUR_5,C11_F_a_9m_s_b_NPUR_6mor,C11_F_a_9mor_st_bl_Tot,C11_F_a_AH_NPUR_1,C11_F_a_AH_NPUR_2,C11_F_a_AH_NPUR_3,C11_F_a_AH_NPUR_4,C11_F_a_AH_NPUR_5,C11_F_a_AH_NPUR_6mor,C11_F_a_AH_Tot,C11_F_a_Tot_NPUR_1,C11_F_a_Tot_NPUR_2,C11_F_a_Tot_NPUR_3,C11_F_a_Tot_NPUR_4,C11_F_a_Tot_NPUR_5,C11_F_a_Tot_NPUR_6mor,C11_F_a_Tot_Tot,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mor,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mor,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_Tot,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_Tot_Tot,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_Tot,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_Tot_Tot,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_SDRTHT1S_NPUR_1,C16_SDRTHT1S_NPUR_2,C16_SDRTHT1S_NPUR_3,C16_SDRTHT1S_NPUR_4,C16_SDRTHT1S_NPUR_5,C16_SDRTHT1S_NPUR_6mor,C16_SDRTHT1S_Tot,C16_SDRTHT2S_NPUR_1,C16_SDRTHT2S_NPUR_2,C16_SDRTHT2S_NPUR_3,C16_SDRTHT2S_NPUR_4,C16_SDRTHT2S_NPUR_5,C16_SDRTHT2S_NPUR_6mor,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_NPUR_1,C16_SDRTHT_Tot_NPUR_2,C16_SDRTHT_Tot_NPUR_3,C16_SDRTHT_Tot_NPUR_4,C16_SDRTHT_Tot_NPUR_5,C16_SDRTHT_Tot_NPUR_6mor,C16_SDRTHT_Tot_Tot,C16_F_a_1_2SB_NPUR_1,C16_F_a_1_2SB_NPUR_2,C16_F_a_1_2SB_NPUR_3,C16_F_a_1_2SB_NPUR_4,C16_F_a_1_2SB_NPUR_5,C16_F_a_1_2SB_NPUR_6mor,C16_F_a_1_2SB_Tot,C16_F_a_I_a_3SB_NPUR_1,C16_F_a_I_a_3SB_NPUR_2,C16_F_a_I_a_3SB_NPUR_3,C16_F_a_I_a_3SB_NPUR_4,C16_F_a_I_a_3SB_NPUR_5,C16_F_a_I_a_3SB_NPUR_6mor,C16_F_a_In_a_3_st_b_Tot,C16_F_a_4_8SB_NPUR_1,C16_F_a_4_8SB_NPUR_2,C16_F_a_4_8SB_NPUR_3,C16_F_a_4_8SB_NPUR_4,C16_F_a_4_8SB_NPUR_5,C16_F_a_4_8SB_NPUR_6mor,C16_F_a_4_8SB_Tot,C16_F_a_9mor_s_b_NPUR_1,C16_F_a_9mor_s_b_NPUR_2,C16_F_a_9mor_s_b_NPUR_3,C16_F_a_9mor_s_b_NPUR_4,C16_F_a_9mor_s_b_NPUR_5,C16_F_a_9m_s_b_NPUR_6mor,C16_F_a_9mor_st_bl_Tot,C16_F_a_AH_NPUR_1,C16_F_a_AH_NPUR_2,C16_F_a_AH_NPUR_3,C16_F_a_AH_NPUR_4,C16_F_a_AH_NPUR_5,C16_F_a_AH_NPUR_6mor,C16_F_a_AH_Tot,C16_F_a_Tot_NPUR_1,C16_F_a_Tot_NPUR_2,C16_F_a_Tot_NPUR_3,C16_F_a_Tot_NPUR_4,C16_F_a_Tot_NPUR_5,C16_F_a_Tot_NPUR_6mor,C16_F_a_Tot_Tot,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mor,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mor,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4
502,5076,10531,3912,4070,1663,736,25988,1408,1024,136,81,17,14,2681,197,284,65,27,7,0,576,1605,1305,200,108,21,8,3253,676,483,95,34,6,4,1301,36,65,13,11,0,0,123,48,76,25,9,0,0,155,..,..,..,..,..,..,..,3,3,0,0,0,0,10,758,623,127,58,14,8,1586,269,171,12,0,0,0,458,4,3,3,6,4,0,20,0,4,0,4,0,0,11,280,181,19,6,7,0,491,4,12,3,0,0,0,18,7719,12655,4264,4241,1710,755,31338,5980,11862,4716,4627,1924,926,30044,1826,1251,227,99,22,9,3437,351,407,126,61,16,3,968,2169,1666,355,154,37,19,4403,525,320,27,8,5,0,885,44,77,9,5,0,0,138,86,115,37,4,0,4,250,..,..,..,..,..,..,..,4,0,0,0,0,0,4,656,510,74,22,3,4,1270,236,116,13,0,0,0,365,7,13,0,0,0,0,25,0,3,4,0
503,6310,10734,5669,7026,2836,791,33364,1502,1086,360,180,54,18,3202,1995,2187,807,372,123,26,5514,3504,3272,1164,555,179,42,8717,2730,1777,505,212,54,5,5283,3059,2127,459,147,31,11,5839,3660,3070,640,204,34,10,7622,..,..,..,..,..,..,..,7,4,0,0,0,0,13,9460,6978,1605,562,125,29,18759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,61,15,9,3,0,136,50,61,15,9,3,0,143,27,26,3,0,0,0,62,19349,21073,8456,8150,3142,868,61043,5685,10258,5599,7164,3074,732,32514,1677,1303,466,329,86,31,3885,1975,2532,1086,670,186,41,6490,3652,3839,1552,997,268,71,10371,2347,1563,397,224,57,14,4598,2972,2114,501,213,47,19,5875,4738,4397,1048,387,62,26,10663,..,..,..,..,..,..,..,7,6,0,0,0,0,8,10064,8081,1950,821,171,66,21149,3,9,5,0,0,0,16,9,0,0,0,0,0,13,41,30,12,8
504,11812,22292,11749,12327,5164,2512,65859,2664,1864,698,365,132,56,5778,557,590,257,141,34,11,1589,3222,2452,952,507,167,61,7366,1771,1130,332,171,50,18,3471,437,288,97,35,6,3,864,371,227,63,27,5,0,692,..,..,..,..,..,..,..,9,14,8,4,0,0,33,2591,1653,500,235,63,16,5057,186,97,9,0,0,0,297,3,6,0,0,0,0,18,14,11,3,0,4,0,27,209,114,11,7,4,0,340,19,12,4,9,0,0,47,17850,26524,13224,13073,5396,2597,78665,12752,24272,13298,13771,5496,2969,72549,3938,3173,1204,743,231,105,9393,922,891,398,206,50,22,2491,4859,4064,1600,955,288,130,11887,846,465,130,60,14,5,1523,411,289,96,29,4,0,827,297,185,58,25,4,0,568,..,..,..,..,..,..,..,6,0,0,0,0,0,8,1568,939,282,118,22,5,2925,155,78,6,4,0,0,247,0,13,0,6,6,0,28,14,15,7,4
505,21773,44808,24780,28740,11442,4946,136494,8927,7322,2534,1389,420,171,20767,1400,1945,855,585,178,84,5047,10336,9266,3389,1976,593,253,25812,4356,2690,789,365,99,44,8341,520,360,82,32,14,0,1000,227,210,48,21,13,0,519,..,..,..,..,..,..,..,196,98,31,20,3,3,357,5304,3360,948,436,126,50,10221,375,146,10,3,0,0,543,7,0,0,0,0,0,7,10,5,6,3,0,0,24,395,155,10,7,0,0,569,15,10,9,8,0,0,34,37815,57597,29139,31164,12170,5251,173129,22470,46592,26800,31176,12292,5256,144586,12776,10666,4178,2455,742,338,31156,1973,2722,1271,930,247,98,7241,14750,13389,5450,3388,990,435,38402,2371,1243,288,126,32,15,4070,553,374,105,32,9,6,1075,344,326,60,27,10,8,761,..,..,..,..,..,..,..,12,3,0,0,0,0,17,3277,1948,448,176,48,21,5924,224,85,6,6,0,0,325,3,4,0,3,0,5,15,3,19,16,4
506,23033,42162,22402,22637,9687,5061,124984,5636,4320,1640,933,342,158,13026,1179,1573,704,371,134,48,4015,6816,5895,2346,1308,472,206,17039,3898,2546,901,488,166,83,8080,1120,830,212,90,15,4,2265,1219,1062,263,87,11,10,2643,..,..,..,..,..,..,..,27,19,9,7,0,0,66,6263,4452,1387,666,194,88,13050,217,81,9,3,5,0,310,13,9,3,5,4,0,27,20,29,11,12,0,0,76,247,113,22,17,6,5,412,35,22,8,4,0,0,68,36392,52646,26163,24634,10360,5362,155551,24276,43391,24649,25470,11024,6142,134952,7922,6074,2786,1803,698,330,19613,2099,2518,1103,656,190,77,6641,10022,8595,3884,2458,890,404,26253,1593,1108,365,267,63,27,3427,886,673,203,90,15,3,1866,1223,1163,255,79,13,5,2732,..,..,..,..,..,..,..,3,4,3,0,0,0,13,3703,2947,824,430,89,33,8035,182,63,10,3,0,5,257,0,7,0,11,0,0,22,34,61,37,21
507,18355,35949,19129,20930,8447,3481,106280,4656,3102,955,534,169,60,9481,990,1118,396,257,64,19,2854,5647,4220,1358,789,236,83,12332,3089,1601,420,196,59,14,5388,918,598,134,39,11,6,1703,455,347,77,34,14,0,930,..,..,..,..,..,..,..,35,12,4,0,0,0,57,4500,2557,635,268,86,23,8078,326,194,11,5,0,0,545,11,5,3,0,0,0,22,29,15,9,6,0,0,70,374,217,28,13,0,7,633,15,20,8,0,6,0,49,28891,42964,21154,22009,8772,3587,127374,19828,38185,21608,23372,9302,3907,116194,6552,4538,1563,986,239,89,13960,1515,1886,753,535,137,44,4877,8069,6424,2315,1519,383,133,18840,1669,719,158,61,14,5,2623,900,542,119,58,14,7,1627,838,816,144,41,3,3,1852,..,..,..,..,..,..,..,7,3,0,0,0,0,9,3417,2079,419,159,31,10,6111,232,138,14,15,0,4,403,3,0,0,0,0,5,8,33,34,20,21
509,10451,17631,6055,5881,2835,1439,44290,917,392,96,64,18,12,1509,41,56,23,12,5,0,142,959,452,119,84,20,13,1646,821,273,57,36,16,13,1214,8,3,0,0,0,0,13,0,0,0,0,0,0,0,..,..,..,..,..,..,..,15,3,3,0,0,0,29,845,276,63,39,17,15,1256,291,154,22,11,3,0,474,39,34,11,11,6,0,109,47,63,19,9,5,3,141,375,254,47,30,17,4,726,19,22,7,0,0,0,52,12654,18630,6285,6043,2889,1475,47971,11700,18207,6031,5786,2847,1420,45990,1163,413,102,44,16,9,1750,51,35,12,7,0,0,106,1213,444,116,50,23,9,1856,241,85,24,10,9,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,10,5,0,0,0,0,15,247,91,24,10,9,3,381,283,139,11,11,0,0,447,46,38,5,9,9,0,111,71,49,12,13
510,2421,4652,2791,3381,1697,1547,16492,684,590,247,123,52,51,1748,121,140,68,52,18,14,405,807,728,309,172,74,65,2154,534,372,116,47,24,16,1110,22,24,0,0,0,0,46,32,20,7,4,0,0,74,..,..,..,..,..,..,..,9,4,4,0,0,0,12,586,423,129,57,27,13,1240,595,686,103,79,25,9,1494,65,50,16,7,3,5,140,58,57,27,20,4,8,181,719,793,149,105,33,23,1818,79,64,21,7,8,5,184,4607,6660,3392,3720,1836,1654,21880,3319,5423,3266,3710,1880,1394,18987,745,554,208,113,49,49,1720,139,160,58,40,21,13,427,885,713,269,150,65,55,2147,524,405,112,58,17,8,1128,40,29,4,0,0,0,74,46,37,7,5,0,0,97,..,..,..,..,..,..,..,4,0,0,0,0,0,8,620,462,123,72,17,8,1303,513,323,28,22,8,0,906,85,41,4,9,3,5,148,49,59,32,20
511,7015,11807,5320,5519,2649,1498,33808,1064,609,227,134,55,48,2139,114,135,55,42,13,8,358,1173,746,280,173,67,52,2494,1051,575,165,86,36,13,1927,33,5,5,3,0,0,52,17,11,0,0,0,0,22,..,..,..,..,..,..,..,5,3,0,3,0,0,9,1100,596,175,91,39,13,2010,664,477,57,23,8,8,1238,38,21,5,3,4,6,75,40,61,12,6,7,4,140,747,555,79,39,18,7,1448,58,41,14,14,0,3,123,10100,13743,5864,5831,2774,1573,39886,7455,12085,5265,5302,2502,1340,33944,1775,922,289,183,69,38,3276,188,193,81,56,24,7,549,1961,1115,367,242,93,45,3822,466,208,41,29,10,3,753,9,9,0,4,0,0,18,0,0,0,0,0,0,3,..,..,..,..,..,..,..,4,0,0,0,0,0,0,476,217,41,31,10,3,779,583,272,20,15,9,5,894,52,36,8,10,0,0,109,35,54,30,23
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,15341,24396,11543,10763,4099,1792,67940,2016,1146,308,146,40,21,3671,636,612,237,115,25,12,1641,2652,1760,546,257,65,33,5313,4128,2063,586,229,48,32,7083,486,258,56,24,10,8,839,282,177,40,15,0,0,517,..,..,..,..,..,..,..,134,61,23,17,0,0,238,5027,2566,705,285,58,42,8680,76,27,4,7,4,0,118,15,9,4,3,0,0,21,82,69,35,21,11,7,221,168,96,46,30,13,10,362,17,16,9,9,8,0,52,23209,28827,12845,11344,4247,1873,82352,17626,25857,12016,11054,4239,1816,72616,1832,809,234,102,33,18,3027,897,740,254,113,47,13,2070,2733,1549,492,215,75,35,5100,3322,1642,450,214,52,25,5713,531,296,71,31,9,0,933,363,194,51,14,0,0,628,..,..,..,..,..,..,..,33,15,5,4,0,0,69,4251,2150,580,257,64,28,7339,78,51,9,5,0,0,146,18,11,3,3,0,0,33,47,57,35,12
602,11313,17944,7235,6878,2816,1200,47379,1504,700,161,65,29,6,2468,147,119,55,19,3,4,348,1650,820,212,82,34,8,2812,2106,861,175,60,10,9,3220,58,24,8,4,0,0,89,19,20,0,0,0,0,43,..,..,..,..,..,..,..,52,12,0,3,0,0,73,2234,924,184,71,14,10,3429,108,44,7,4,0,0,165,26,10,0,6,6,0,41,66,50,16,3,0,6,145,196,101,20,22,6,6,350,4,5,5,8,0,0,31,15393,19798,7663,7059,2869,1221,54000,12400,18085,6963,6434,2529,1165,47580,1634,614,152,66,21,10,2487,289,309,115,66,31,12,818,1920,922,263,133,52,15,3306,1792,748,175,53,16,12,2791,73,27,6,0,0,0,108,107,12,4,0,0,0,121,..,..,..,..,..,..,..,58,25,7,0,0,5,95,2028,811,192,57,19,17,3120,104,40,6,4,0,5,166,10,6,0,5,7,0,22,56,50,21,9
603,3234,5415,1789,1647,733,367,13191,123,73,23,12,10,3,238,9,18,0,5,0,0,35,126,94,23,14,9,5,271,91,26,4,5,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,10,7,0,0,0,0,12,100,32,4,5,0,0,143,78,23,9,4,0,0,114,11,3,0,0,0,0,20,34,43,8,6,0,0,91,120,72,20,12,4,0,225,0,0,0,0,0,0,8,3588,5613,1840,1680,749,379,13837,3773,5720,1775,1554,657,375,13851,88,33,6,0,0,0,133,0,9,0,0,0,0,11,92,42,6,4,0,0,145,86,27,4,4,0,4,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,89,27,4,4,0,4,129,67,26,6,0,6,0,104,18,16,5,0,0,0,34,19,23,11,7
604,8846,14779,5693,5426,2252,1009,38008,1215,485,83,32,17,7,1836,39,36,13,5,0,3,102,1249,513,99,42,23,11,1938,1438,533,102,22,8,3,2103,25,6,0,0,0,0,39,37,23,3,0,0,0,65,..,..,..,..,..,..,..,33,11,7,0,0,0,55,1538,581,111,24,9,3,2264,152,82,12,0,0,0,250,15,12,0,0,0,0,36,39,53,16,14,5,4,133,212,142,36,23,3,3,418,6,7,0,4,0,0,22,11851,16020,5939,5519,2287,1028,42642,10207,15213,5669,4951,2007,907,38957,1794,602,96,36,12,8,2546,202,66,12,9,0,0,283,1995,668,104,43,9,8,2829,407,129,17,10,7,4,570,37,0,0,0,0,0,41,50,12,3,0,0,0,72,..,..,..,..,..,..,..,7,0,0,0,0,0,7,498,146,20,11,7,4,682,132,77,7,6,0,0,222,5,5,0,0,0,0,15,29,36,16,5
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,3214,7553,5011,5191,2419,1471,24867,1163,1053,398,228,86,39,2963,545,808,342,236,63,19,2023,1710,1859,741,466,149,61,4981,1431,1232,471,250,79,41,3509,559,701,261,112,33,18,1687,753,1072,358,163,42,14,2393,..,..,..,..,..,..,..,26,19,8,3,0,0,65,2769,3026,1104,529,153,74,7651,325,316,51,47,16,14,774,161,57,15,13,3,12,261,44,30,10,3,0,0,99,524,409,73,68,24,28,1122,39,29,13,18,4,0,104,8260,12886,6946,6271,2746,1629,38729,3532,8203,5385,5719,2727,1663,27237,970,927,376,238,88,31,2626,561,757,362,227,73,31,2016,1533,1687,737,464,163,61,4642,1455,1285,582,372,118,39,3841,563,716,282,141,46,8,1756,1423,1849,670,365,93,48,4453,..,..,..,..,..,..,..,3,0,3,0,0,0,14,3446,3851,1542,875,251,102,10060,278,272,26,17,18,13,623,26,26,10,3,3,6,84,40,55,21,20
702,2397,4030,2467,2576,1572,3282,16318,632,449,173,99,40,26,1412,193,183,63,32,14,4,487,825,628,231,126,54,30,1896,1129,791,229,132,59,46,2391,21,11,0,0,0,0,36,0,0,0,0,0,0,0,..,..,..,..,..,..,..,3,0,4,0,0,0,12,1157,803,234,133,59,50,2434,431,368,75,50,24,37,985,153,74,26,8,7,19,285,39,26,3,5,0,0,80,619,467,100,64,37,58,1352,60,54,21,10,9,10,158,5061,5988,3050,2910,1730,3417,22158,2486,4074,2327,2498,1495,2980,15858,986,720,295,202,116,196,2522,277,198,127,53,23,9,688,1261,920,420,256,143,205,3210,607,286,106,48,31,21,1096,83,35,5,4,0,0,133,42,13,0,3,0,0,64,..,..,..,..,..,..,..,11,5,0,0,0,0,13,746,348,121,53,32,24,1307,435,246,30,30,6,8,750,105,63,18,15,7,19,229,106,98,63,46
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,15480,30773,18026,19361,7598,3026,94261,5162,4065,1460,872,243,81,11879,1769,2618,1497,742,225,82,6933,6928,6685,2956,1618,463,165,18811,2768,1829,540,199,46,10,5389,2757,2302,581,155,29,7,5827,1978,1989,428,107,16,0,4518,..,..,..,..,..,..,..,183,110,26,16,3,0,334,7679,6228,1577,470,94,17,16069,123,51,13,0,0,0,192,3,3,0,0,0,0,7,13,10,4,4,4,3,29,138,61,19,8,3,3,233,16,18,9,12,0,0,50,30249,43764,22578,21460,8169,3206,129431,15811,30360,17946,20299,7833,3266,95516,6050,4315,1858,1219,311,118,13874,3275,4013,2171,1362,402,179,11410,9326,8326,4032,2581,713,300,25282,2361,1512,400,234,60,25,4598,3333,2709,858,319,68,22,7310,4241,3825,876,305,39,19,9300,..,..,..,..,..,..,..,114,55,18,10,0,3,193,10042,8103,2153,862,167,73,21405,87,25,12,3,3,0,134,6,0,0,0,0,0,11,15,10,11,9
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
