SA4_CODE_2021,C16_15_19_N_mar_P,C16_15_19_Tot_M,C16_15_19_Tot_F,C16_15_19_Tot_P,C16_20_24_Mar_RegM_M,C16_20_24_Mar_RegM_F,C16_20_24_Mar_RegM_P,C16_20_24_Mar_DFM_M,C16_20_24_Mar_DFM_F,C16_20_24_Mar_DFM_P,C16_20_24_N_mar_M,C16_20_24_N_mar_F,C16_20_24_N_mar_P,C16_20_24_Tot_M,C16_20_24_Tot_F,C16_20_24_Tot_P,C16_25_29_Mar_RegM_M,C16_25_29_Mar_RegM_F,C16_25_29_Mar_RegM_P,C16_25_29_Mar_DFM_M,C16_25_29_Mar_DFM_F,C16_25_29_Mar_DFM_P,C16_25_29_N_mar_M,C16_25_29_N_mar_F,C16_25_29_N_mar_P,C16_25_29_Tot_M,C16_25_29_Tot_F,C16_25_29_Tot_P,C16_30_34_Mar_RegM_M,C16_30_34_Mar_RegM_F,C16_30_34_Mar_RegM_P,C16_30_34_Mar_DFM_M,C16_30_34_Mar_DFM_F,C16_30_34_Mar_DFM_P,C16_30_34_N_mar_M,C16_30_34_N_mar_F,C16_30_34_N_mar_P,C16_30_34_Tot_M,C16_30_34_Tot_F,C16_30_34_Tot_P,C16_35_39_Mar_RegM_M,C16_35_39_Mar_RegM_F,C16_35_39_Mar_RegM_P,C16_35_39_Mar_DFM_M,C16_35_39_Mar_DFM_F,C16_35_39_Mar_DFM_P,C16_35_39_N_mar_M,C16_35_39_N_mar_F,C16_35_39_N_mar_P,C16_35_39_Tot_M,C16_35_39_Tot_F,C16_35_39_Tot_P,C16_40_44_Mar_RegM_M,C16_40_44_Mar_RegM_F,C16_40_44_Mar_RegM_P,C16_40_44_Mar_DFM_M,C16_40_44_Mar_DFM_F,C16_40_44_Mar_DFM_P,C16_40_44_N_mar_M,C16_40_44_N_mar_F,C16_40_44_N_mar_P,C16_40_44_Tot_M,C16_40_44_Tot_F,C16_40_44_Tot_P,C16_45_49_Mar_RegM_M,C16_45_49_Mar_RegM_F,C16_45_49_Mar_RegM_P,C16_45_49_Mar_DFM_M,C16_45_49_Mar_DFM_F,C16_45_49_Mar_DFM_P,C16_45_49_N_mar_M,C16_45_49_N_mar_F,C16_45_49_N_mar_P,C16_45_49_Tot_M,C16_45_49_Tot_F,C16_45_49_Tot_P,C16_50_54_Mar_RegM_M,C16_50_54_Mar_RegM_F,C16_50_54_Mar_RegM_P,C16_50_54_Mar_DFM_M,C16_50_54_Mar_DFM_F,C16_50_54_Mar_DFM_P,C16_50_54_N_mar_M,C16_50_54_N_mar_F,C16_50_54_N_mar_P,C16_50_54_Tot_M,C16_50_54_Tot_F,C16_50_54_Tot_P,C16_55_59_Mar_RegM_M,C16_55_59_Mar_RegM_F,C16_55_59_Mar_RegM_P,C16_55_59_Mar_DFM_M,C16_55_59_Mar_DFM_F,C16_55_59_Mar_DFM_P,C16_55_59_N_mar_M,C16_55_59_N_mar_F,C16_55_59_N_mar_P,C16_55_59_Tot_M,C16_55_59_Tot_F,C16_55_59_Tot_P,C16_60_64_Mar_RegM_M,C16_60_64_Mar_RegM_F,C16_60_64_Mar_RegM_P,C16_60_64_Mar_DFM_M,C16_60_64_Mar_DFM_F,C16_60_64_Mar_DFM_P,C16_60_64_N_mar_M,C16_60_64_N_mar_F,C16_60_64_N_mar_P,C16_60_64_Tot_M,C16_60_64_Tot_F,C16_60_64_Tot_P,C16_65_69_Mar_RegM_M,C16_65_69_Mar_RegM_F,C16_65_69_Mar_RegM_P,C16_65_69_Mar_DFM_M,C16_65_69_Mar_DFM_F,C16_65_69_Mar_DFM_P,C16_65_69_N_mar_M,C16_65_69_N_mar_F,C16_65_69_N_mar_P,C16_65_69_Tot_M,C16_65_69_Tot_F,C16_65_69_Tot_P,C16_70_74_Mar_RegM_M,C16_70_74_Mar_RegM_F,C16_70_74_Mar_RegM_P,C16_70_74_Mar_DFM_M,C16_70_74_Mar_DFM_F,C16_70_74_Mar_DFM_P,C16_70_74_N_mar_M,C16_70_74_N_mar_F,C16_70_74_N_mar_P,C16_70_74_Tot_M,C16_70_74_Tot_F,C16_70_74_Tot_P,C16_75_79_Mar_RegM_M,C16_75_79_Mar_RegM_F,C16_75_79_Mar_RegM_P,C16_75_79_Mar_DFM_M,C16_75_79_Mar_DFM_F,C16_75_79_Mar_DFM_P,C16_75_79_N_mar_M,C16_75_79_N_mar_F,C16_75_79_N_mar_P,C16_75_79_Tot_M,C16_75_79_Tot_F,C16_75_79_Tot_P,C16_80_84_Mar_RegM_M,C16_80_84_Mar_RegM_F,C16_80_84_Mar_RegM_P,C16_80_84_Mar_DFM_M,C16_80_84_Mar_DFM_F,C16_80_84_Mar_DFM_P,C16_80_84_N_mar_M,C16_80_84_N_mar_F,C16_80_84_N_mar_P,C16_80_84_Tot_M,C16_80_84_Tot_F,C16_80_84_Tot_P,C16_85_over_Mar_RegM_M,C16_85_over_Mar_RegM_F,C16_85_over_Mar_RegM_P,C16_85_over_Mar_DFM_M,C16_85_over_Mar_DFM_F,C16_85_over_Mar_DFM_P,C16_85_over_N_mar_M,C16_85_over_N_mar_F,C16_85_over_N_mar_P,C16_85_over_Tot_M,C16_85_over_Tot_F,C16_85_over_Tot_P,C16_Tot_Marr_reg_marr_M,C16_Tot_Marr_reg_marr_F,C16_Tot_Marr_reg_marr_P,C16_Tot_Mar_de_fa_mar_M,C16_Tot_Mar_de_fa_mar_F,C16_Tot_Mar_de_fa_mar_P,C16_Tot_N_mar_M,C16_Tot_N_mar_F,C16_Tot_N_mar_P,C16_Tot_Tot_M,C16_Tot_Tot_F,C16_Tot_Tot_P,C21_15_19_Mar_RegM_M,C21_15_19_Mar_RegM_F,C21_15_19_Mar_RegM_P,C21_15_19_Mar_DFM_M,C21_15_19_Mar_DFM_F,C21_15_19_Mar_DFM_P,C21_15_19_N_mar_M,C21_15_19_N_mar_F,C21_15_19_N_mar_P,C21_15_19_Tot_M,C21_15_19_Tot_F,C21_15_19_Tot_P,C21_20_24_Mar_RegM_M,C21_20_24_Mar_RegM_F,C21_20_24_Mar_RegM_P,C21_20_24_Mar_DFM_M
401,16002,8286,7880,16164,131,347,476,694,982,1682,8436,7787,16228,9266,9119,18386,1342,2164,3512,1693,1880,3564,5279,4289,9564,8310,8329,16637,3728,4643,8373,1384,1369,2753,2680,2381,5057,7799,8389,16185,4762,5479,10235,981,980,1959,1917,1964,3878,7651,8417,16076,5464,5970,11433,910,869,1782,1944,2282,4231,8322,9126,17444,5854,6184,12042,887,984,1876,2109,2538,4649,8856,9709,18570,5592,5678,11277,842,839,1683,2182,2633,4815,8614,9154,17771,5368,5477,10847,755,704,1455,1980,2834,4818,8104,9018,17120,4986,4850,9842,645,546,1191,1665,2713,4378,7300,8115,15413,4857,4746,9607,456,327,783,1456,2618,4070,6773,7692,14464,3731,3285,7021,225,171,390,998,2390,3387,4956,5847,10800,2873,2211,5085,116,57,170,774,2235,3013,3763,4507,8275,1793,1120,2914,46,30,72,693,2078,2769,2534,3227,5757,1345,614,1961,34,10,40,881,2911,3792,2259,3533,5790,51840,52799,104636,9719,9832,19555,41233,49434,90664,102791,112073,214863,0,9,4,37,75,103,8391,8004,16393,8424,8081,16503,136,258,391,889
402,24362,12749,11986,24731,476,1129,1596,1546,2253,3805,11560,9389,20950,13584,12772,26354,3076,5044,8124,2774,3084,5858,7320,5992,13305,13169,14115,27285,6819,8319,15143,2431,2310,4740,5124,4482,9610,14372,15116,29493,7524,7649,15169,1695,1660,3357,3790,3693,7479,13008,13003,26005,7102,7215,14313,1522,1544,3066,3881,4000,7880,12500,12759,25262,7107,7213,14321,1529,1433,2962,4052,4500,8551,12691,13145,25838,7233,7286,14518,1275,1272,2544,3848,4551,8391,12352,13113,25457,7043,6942,13981,968,805,1774,3466,4354,7818,11470,12099,23572,6364,6273,12638,604,537,1138,2655,3736,6392,9631,10545,20172,6281,5743,12022,399,322,718,2056,3478,5540,8738,9543,18275,4704,4248,8952,225,180,406,1425,2920,4349,6356,7348,13700,3528,2616,6144,118,77,192,1058,2739,3793,4699,5428,10134,2144,1396,3540,55,46,93,911,2328,3245,3106,3769,6882,1265,586,1856,34,22,66,902,2494,3405,2205,3114,5320,70673,71685,142359,15278,15766,31044,64687,70382,135067,150633,157833,308473,8,16,19,95,168,259,12889,11906,24795,12988,12084,25077,310,790,1104,1461
403,19736,10140,9823,19968,219,500,720,1031,1601,2634,9032,8003,17035,10284,10104,20386,1834,2901,4731,2308,2636,4943,5380,4508,9887,9526,10046,19572,4740,5945,10681,2030,2023,4060,3408,3065,6476,10177,11037,21215,5715,6380,12096,1562,1547,3109,2600,2880,5477,9875,10806,20678,6427,6686,13113,1480,1447,2925,2603,2972,5581,10506,11115,21620,6363,6874,13238,1262,1242,2512,2926,3438,6362,10560,11553,22113,6419,6688,13111,1107,1148,2258,2881,3638,6519,10411,11473,21882,6637,6734,13366,1010,896,1907,2615,3889,6509,10268,11520,21786,6466,6453,12916,699,648,1349,2321,3579,5897,9490,10681,20168,6361,5946,12308,501,429,935,1937,3475,5415,8803,9849,18652,4782,4070,8856,255,203,455,1292,2801,4094,6332,7075,13407,3232,2627,5862,140,83,222,943,2422,3366,4308,5133,9444,2186,1458,3637,48,48,96,809,2395,3205,3047,3893,6938,1578,807,2380,36,25,58,1084,3400,4485,2694,4228,6920,62959,64085,127043,13554,14116,27671,49907,60133,110040,126413,138342,264755,0,7,5,69,109,179,10178,9542,19719,10242,9661,19908,154,309,470,1039
404,11733,6062,5816,11877,143,370,512,556,897,1450,6656,5925,12581,7350,7194,14547,1344,2319,3668,1544,1758,3299,4681,3673,8355,7572,7750,15318,3361,4111,7472,1343,1303,2646,2900,2487,5392,7602,7906,15511,3771,4010,7773,877,919,1792,2115,1931,4055,6764,6852,13622,3740,3874,7613,868,868,1735,2099,2182,4274,6700,6914,13619,3857,3972,7837,816,849,1664,2527,2684,5207,7202,7512,14708,3744,3825,7570,728,740,1466,2493,2671,5165,6969,7234,14206,3762,3651,7412,608,598,1204,2398,2810,5211,6774,7061,13829,3203,3219,6419,429,403,831,1866,2544,4404,5488,6165,11656,3189,2996,6184,325,189,515,1518,2334,3856,5033,5521,10556,2431,2228,4656,151,113,264,1018,1866,2882,3603,4205,7807,1976,1764,3731,85,56,137,751,1985,2737,2810,3799,6607,1661,1019,2681,43,24,69,593,1866,2461,2299,2916,5213,1133,539,1677,28,21,47,853,2522,3374,2017,3084,5101,37333,37905,75235,8434,8821,17254,38486,43207,81690,84247,89932,174179,0,3,6,37,58,99,5824,5416,11241,5860,5478,11342,108,322,430,660
405,5526,2973,2658,5629,77,137,214,337,550,884,1773,1215,2981,2179,1899,4080,469,770,1233,607,611,1220,1091,808,1902,2166,2193,4355,1107,1384,2489,476,476,951,740,640,1376,2326,2497,4821,1333,1576,2905,360,411,769,604,630,1233,2287,2611,4905,1543,1782,3328,373,410,781,781,760,1544,2695,2949,5647,1830,2053,3886,439,455,892,911,869,1776,3181,3379,6555,2028,2249,4275,390,389,772,1121,1016,2138,3533,3655,7189,2297,2503,4800,373,373,743,1169,959,2134,3838,3836,7670,2573,2487,5063,274,274,548,985,941,1924,3831,3704,7535,2470,2323,4788,219,153,377,885,957,1846,3582,3431,7012,2033,1748,3782,155,91,242,646,925,1571,2829,2761,5590,1325,1054,2381,61,45,105,479,893,1372,1862,1993,3856,812,505,1320,37,10,48,411,814,1225,1260,1330,2591,476,222,696,8,10,20,368,981,1348,855,1209,2069,20360,20802,41168,4134,4316,8452,14903,14989,29893,39395,40109,79505,0,3,3,27,55,79,2803,2443,5250,2825,2504,5328,52,108,159,365
406,3810,2066,1895,3965,73,138,212,407,600,1008,1391,1102,2490,1879,1840,3710,412,643,1050,685,722,1408,968,865,1826,2061,2231,4289,857,1098,1960,505,497,1003,738,662,1400,2097,2263,4359,978,1063,2040,382,372,759,550,546,1096,1906,1982,3892,1068,1229,2301,364,396,765,692,649,1344,2133,2272,4406,1216,1327,2545,373,401,772,829,790,1621,2413,2520,4935,1285,1339,2625,360,321,681,943,743,1692,2595,2407,4996,1444,1498,2941,269,237,508,836,716,1555,2549,2454,5004,1336,1273,2606,171,141,309,744,615,1361,2246,2033,4283,1238,1122,2356,113,87,198,585,611,1196,1929,1818,3748,990,866,1855,48,36,87,438,565,1002,1481,1462,2946,706,503,1207,42,16,61,325,526,852,1070,1047,2115,384,237,615,17,13,27,217,453,672,613,700,1311,247,109,351,6,10,21,219,518,734,467,639,1104,12241,12467,24707,3777,3949,7722,11491,11150,22645,27517,27558,55070,6,10,22,31,66,95,2021,1755,3777,2065,1831,3898,60,109,164,350
407,9067,4802,4502,9302,145,300,447,659,975,1630,3055,2282,5339,3856,3556,7418,854,1343,2192,992,1034,2025,1948,1484,3426,3793,3855,7645,1806,2229,4036,808,813,1615,1340,1176,2508,3947,4211,8158,2160,2558,4719,675,703,1374,1144,1052,2192,3976,4309,8283,2567,2885,5449,686,702,1386,1420,1338,2762,4679,4924,9600,3053,3238,6291,688,742,1431,1653,1554,3206,5395,5528,10927,3156,3426,6584,690,658,1352,1752,1688,3436,5597,5778,11374,3499,3769,7269,581,568,1151,1796,1634,3435,5880,5972,11856,3840,3827,7671,461,400,862,1585,1615,3195,5893,5842,11732,4109,3956,8057,335,294,631,1389,1688,3079,5830,5934,11768,3266,2854,6114,201,136,339,1064,1576,2639,4525,4567,9096,2444,1942,4385,93,66,158,704,1428,2134,3240,3436,6674,1478,951,2427,56,31,91,547,1305,1854,2086,2287,4370,964,463,1429,30,19,55,613,1667,2281,1610,2154,3765,33346,33743,67091,7027,7297,14320,24736,25816,50550,65106,66853,131964,0,5,7,66,138,204,4759,4157,8921,4832,4302,9135,108,204,308,691
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,9414,5040,4576,9615,119,265,383,618,961,1585,2681,2107,4788,3421,3337,6751,776,1347,2123,1091,1278,2364,1827,1478,3304,3694,4100,7800,1857,2726,4588,966,1051,2009,1279,1235,2511,4102,5012,9111,2609,3099,5705,810,850,1663,1040,1144,2182,4463,5087,9554,2977,3445,6428,765,840,1608,1113,1339,2452,4859,5628,10486,3180,3519,6699,741,787,1530,1195,1510,2703,5115,5816,10925,3080,3336,6410,706,687,1393,1281,1432,2717,5067,5451,10517,3266,3432,6698,502,530,1030,1193,1471,2665,4958,5429,10389,3096,3174,6269,442,331,768,1110,1388,2498,4652,4896,9544,3189,2877,6060,261,207,470,977,1306,2280,4424,4393,8820,2273,1899,4168,156,109,272,656,1079,1737,3087,3092,6174,1595,1144,2738,77,52,125,442,1041,1484,2117,2237,4353,908,606,1521,28,18,46,338,922,1256,1272,1549,2822,605,247,856,15,11,29,335,1039,1381,961,1300,2264,29522,31132,60662,7243,7830,15077,20453,22926,43379,57223,61898,119122,4,9,10,49,118,166,4974,4699,9682,5032,4824,9860,82,162,241,663
502,5216,2699,2665,5364,80,159,236,386,591,977,1770,1461,3231,2235,2210,4445,442,766,1199,578,664,1244,920,896,1813,1938,2323,4263,957,1283,2239,502,554,1061,646,698,1345,2102,2536,4640,1081,1433,2513,367,433,793,573,631,1206,2018,2499,4518,1429,1654,3086,359,379,740,621,783,1401,2410,2820,5233,1509,1701,3207,346,387,736,654,889,1544,2512,2980,5489,1583,1718,3299,344,356,705,675,853,1527,2605,2922,5528,1550,1740,3294,237,247,489,632,884,1521,2425,2876,5307,1639,1797,3437,181,199,382,624,855,1484,2451,2849,5298,1893,1884,3780,183,160,343,635,843,1479,2715,2889,5603,1678,1516,3197,114,85,203,462,782,1243,2253,2391,4644,1394,1065,2465,81,54,134,342,768,1114,1822,1893,3714,811,556,1372,26,25,51,274,685,962,1112,1273,2382,488,223,713,15,7,16,285,732,1020,785,964,1751,16536,17503,34042,3769,4255,8021,11782,14334,26113,32086,36087,68177,0,0,0,38,62,103,2753,2663,5414,2793,2723,5519,45,101,145,392
503,7594,3828,3843,7671,100,205,305,503,773,1276,4663,4381,9043,5269,5358,10628,803,1393,2194,1670,1970,3636,4215,3516,7728,6681,6880,13562,2423,2974,5398,1451,1312,2756,2586,2158,4743,6457,6439,12899,2813,3200,6012,816,673,1491,1502,1358,2859,5132,5228,10357,3021,3348,6366,553,554,1111,1031,1182,2209,4605,5084,9687,3247,3500,6748,498,496,993,1101,1265,2367,4846,5260,10111,2843,3014,5855,494,449,940,1130,1290,2424,4470,4752,9217,2718,2646,5363,445,362,807,1063,1392,2453,4222,4398,8626,2446,2315,4763,304,241,546,1022,1301,2319,3778,3855,7630,2189,1949,4141,214,144,356,850,1294,2140,3251,3380,6632,1647,1287,2936,125,74,199,611,1055,1668,2386,2414,4796,1121,890,2011,68,41,110,451,995,1452,1643,1932,3569,767,520,1289,40,13,50,299,960,1259,1103,1490,2597,582,266,845,20,6,22,387,1415,1796,985,1682,2667,26729,27505,54234,7219,7143,14363,24714,27342,52057,58653,61992,120650,5,0,4,24,51,69,4325,4164,8492,4351,4217,8571,59,132,187,537
504,14130,7443,6868,14309,223,592,820,839,1330,2172,6268,5141,11407,7332,7064,14394,1789,3109,4901,1892,2256,4150,4236,3342,7574,7921,8702,16627,4219,5137,9358,1727,1679,3412,2784,2296,5077,8731,9115,17846,4497,5056,9555,1169,1257,2423,1991,1931,3918,7652,8240,15898,4697,5104,9802,1034,1076,2114,1906,2239,4151,7640,8417,16056,4830,4965,9797,999,951,1948,1974,2360,4334,7804,8273,16077,4606,4687,9290,822,814,1636,1936,2244,4181,7366,7749,15109,4228,4152,8380,605,581,1190,1707,2254,3961,6538,6991,13525,3736,3562,7299,425,335,767,1476,2084,3561,5643,5983,11627,3358,3034,6397,305,227,528,1209,1861,3063,4869,5123,9989,2464,2012,4482,161,121,283,799,1495,2292,3425,3628,7056,1762,1298,3063,87,50,139,568,1291,1856,2414,2644,5060,1022,640,1669,28,12,39,456,1106,1562,1510,1759,3267,631,253,888,17,15,37,411,1269,1677,1064,1538,2600,42082,43615,85700,10157,10837,20993,35100,37647,72749,87348,92096,179436,4,9,7,61,87,154,7685,7016,14705,7747,7115,14860,145,329,475,849
505,31483,16290,15523,31808,355,1017,1374,1444,2512,3955,14131,11770,25901,15928,15299,31227,3349,5741,9090,4206,5180,9386,9670,7324,16995,17228,18245,35472,8813,11139,19954,3890,3595,7487,5849,4869,10722,18549,19608,38162,10383,11815,22196,2276,2357,4634,3892,3898,7792,16555,18068,34624,11329,12387,23714,2049,1911,3962,3689,4138,7822,17065,18436,35499,11514,11976,23482,1761,1785,3552,3702,4538,8240,16978,18294,35270,10607,10642,21250,1405,1323,2732,3404,4618,8027,15421,16583,32007,9575,9457,19035,1035,947,1978,2947,4443,7394,13560,14846,28412,8391,8064,16451,752,609,1360,2428,4134,6559,11571,12802,24371,7812,6937,14745,505,391,903,1947,3950,5896,10263,11279,21540,5515,4601,10111,272,185,462,1371,3142,4512,7158,7932,15092,3940,2997,6942,138,92,232,1035,3049,4080,5115,6134,11251,2481,1686,4166,63,39,103,840,2678,3519,3382,4407,7789,1602,702,2307,48,23,66,880,2985,3863,2524,3710,6238,95665,99193,194855,19943,21161,41107,71983,80809,152795,187590,201160,388750,8,13,20,85,169,254,16804,15621,32422,16896,15798,32689,240,629,874,1440
506,27143,14279,13297,27576,482,1303,1789,1688,2622,4312,14932,11779,26703,17097,15705,32803,3775,6468,10247,3635,4169,7810,10469,7497,17961,17884,18142,36023,9191,11271,20459,3013,2929,5943,6414,4866,11276,18613,19069,37683,9962,10618,20578,1954,1952,3901,4259,3820,8076,16174,16385,32557,9281,9640,18920,1582,1627,3203,3657,3786,7440,14518,15047,29565,8891,9139,18033,1550,1527,3078,3624,3985,7613,14068,14658,28724,8282,8394,16676,1293,1243,2538,3453,3958,7412,13023,13601,26625,7546,7731,15276,978,935,1909,3132,4108,7237,11655,12769,24427,7234,7051,14283,710,597,1305,2573,3919,6494,10519,11560,22080,6817,5875,12694,513,390,904,2165,3611,5773,9501,9873,19375,4629,3667,8301,266,175,443,1506,2863,4367,6407,6704,13108,3321,2453,5771,123,95,209,1091,2711,3806,4530,5255,9786,1937,1240,3178,59,26,82,759,2334,3094,2760,3600,6357,1265,602,1866,37,18,55,928,2739,3665,2232,3366,5592,82621,85487,168109,17528,18569,36090,73103,74970,148071,173256,179025,352275,0,15,18,113,202,312,14379,13599,27980,14493,13820,28314,353,835,1187,1688
507,22936,11860,11379,23246,239,610,849,1473,2366,3841,9705,8612,18313,11417,11587,23011,2334,4092,6425,3092,3664,6751,6209,5105,11311,11630,12859,24487,6004,7873,13882,2665,2677,5347,3898,3538,7439,12568,14097,26667,7418,8473,15891,1779,1857,3639,2805,2879,5678,11999,13206,25211,7869,8574,16442,1567,1658,3226,2677,3205,5881,12109,13434,25552,7853,8507,16361,1457,1471,2928,2806,3525,6331,12114,13501,25615,7402,7659,15061,1218,1183,2398,2711,3532,6242,11329,12381,23708,6845,6828,13680,910,872,1777,2425,3379,5802,10187,11079,21259,6023,6078,12098,670,540,1211,2008,3100,5111,8699,9716,18416,5554,5062,10614,443,334,780,1619,2855,4474,7620,8254,15873,4129,3389,7519,249,164,414,1203,2371,3571,5580,5925,11503,3025,2330,5357,110,65,175,905,2302,3204,4036,4701,8740,2009,1301,3307,66,42,103,710,2083,2793,2778,3424,6208,1232,607,1840,36,22,56,858,2614,3475,2121,3243,5371,67941,71408,139342,15830,17109,32936,52287,60283,112574,136058,148795,284852,8,0,8,100,180,283,12523,11857,24382,12630,12039,24669,164,375,539,1435
509,5674,3086,2744,5827,81,177,258,470,638,1108,2071,1390,3458,2621,2206,4824,595,953,1548,736,837,1570,1315,1000,2314,2644,2797,5440,1282,1761,3048,588,728,1315,911,796,1706,2785,3286,6067,1685,1997,3678,529,551,1084,723,751,1470,2940,3294,6233,1974,2266,4245,548,586,1133,851,846,1695,3379,3697,7075,2220,2510,4724,550,584,1135,1090,1049,2141,3858,4143,7997,2429,2630,5061,531,538,1068,1254,1083,2334,4219,4252,8466,2627,2801,5432,517,485,1003,1230,1136,2365,4376,4422,8799,2700,2715,5416,376,296,675,1149,1067,2219,4226,4079,8306,2711,2398,5105,256,204,463,1133,1036,2170,4104,3634,7739,1975,1701,3669,134,92,219,702,923,1621,2800,2711,5515,1422,1031,2456,77,55,130,532,940,1478,2029,2025,4060,839,495,1335,36,24,61,355,816,1167,1235,1333,2563,501,234,736,19,5,24,363,857,1221,877,1098,1979,23054,23674,46721,5402,5723,11124,16711,16328,33031,45163,45715,90883,0,9,7,71,121,188,2964,2664,5627,3035,2794,5829,77,154,232,480
510,3419,1887,1721,3612,81,162,242,480,736,1217,1316,1127,2441,1876,2024,3903,560,923,1482,972,1065,2040,1135,1067,2200,2667,3057,5723,1354,1643,2995,901,952,1854,811,878,1689,3071,3473,6542,1422,1564,2986,623,647,1265,664,653,1316,2709,2860,5569,1388,1344,2733,570,507,1080,685,613,1294,2644,2464,5107,1149,1072,2223,480,455,939,657,607,1257,2287,2134,4420,1010,941,1958,381,364,745,674,592,1265,2076,1893,3965,882,752,1632,305,249,550,665,594,1266,1850,1588,3440,614,456,1074,188,146,329,511,493,1001,1312,1092,2407,340,228,568,82,36,114,328,276,603,740,541,1282,174,121,294,32,16,46,201,168,371,408,305,717,73,36,109,17,9,31,102,106,216,200,156,353,31,9,38,0,3,8,57,76,130,89,92,178,10,4,13,0,0,0,39,47,89,55,52,107,9112,9275,18389,5086,5290,10376,9666,8887,18554,23866,23452,47318,11,27,41,51,88,134,1896,1721,3616,1958,1834,3788,93,111,206,407
511,5789,3077,2927,6001,103,197,299,599,870,1470,1994,1499,3495,2694,2562,5257,632,1005,1636,946,1109,2054,1376,1125,2503,2957,3233,6194,1388,1788,3173,804,793,1603,991,904,1894,3185,3478,6667,1535,1864,3399,565,592,1161,765,785,1554,2875,3248,6119,1742,1965,3707,583,602,1182,872,858,1728,3198,3423,6624,1878,2013,3889,544,566,1109,1063,919,1980,3487,3497,6983,1896,1977,3872,475,481,951,1089,984,2076,3459,3444,6907,1865,1852,3720,404,367,768,1061,858,1918,3330,3079,6405,1640,1618,3260,262,238,497,888,804,1692,2790,2657,5449,1490,1257,2748,198,121,328,781,729,1506,2469,2111,4581,1060,865,1928,95,65,157,560,639,1201,1717,1567,3287,698,524,1221,43,38,80,393,540,928,1129,1099,2228,415,254,663,23,19,43,209,461,667,649,733,1381,239,100,341,11,3,15,198,421,619,446,525,964,16596,17288,33883,5618,5991,11609,15250,14292,29549,37465,37586,75050,7,15,23,65,135,193,2795,2448,5247,2870,2593,5465,65,130,195,549
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
