SA4_CODE_2021,Pre_sch_C11_M,Pre_sch_C11_F,Pre_sch_C11_P,Pre_sch_C16_M,Pre_sch_C16_F,Pre_sch_C16_P,Pre_sch_C21_M,Pre_sch_C21_F,Pre_sch_C21_P,Prim_Govt_C11_M,Prim_Govt_C11_F,Prim_Govt_C11_P,Prim_Govt_C16_M,Prim_Govt_C16_F,Prim_Govt_C16_P,Prim_Govt_C21_M,Prim_Govt_C21_F,Prim_Govt_C21_P,Prim_Cath_C11_M,Prim_Cath_C11_F,Prim_Cath_C11_P,Prim_Cath_C16_M,Prim_Cath_C16_F,Prim_Cath_C16_P,Prim_Cath_C21_M,Prim_Cath_C21_F,Prim_Cath_C21_P,Pri_Oth_No_Gov_C11_M,Pri_Oth_No_Gov_C11_F,Pri_Oth_No_Gov_C11_P,Pri_Oth_No_Gov_C16_M,Pri_Oth_No_Gov_C16_F,Pri_Oth_No_Gov_C16_P,Pri_Oth_No_Gov_C21_M,Pri_Oth_No_Gov_C21_F,Pri_Oth_No_Gov_C21_P,Primary_Tot_Prim_C11_M,Primary_Tot_Prim_C11_F,Primary_Tot_Prim_C11_P,Primary_Tot_Prim_C16_M,Primary_Tot_Prim_C16_F,Primary_Tot_Prim_C16_P,Primary_Tot_Prim_C21_M,Primary_Tot_Prim_C21_F,Primary_Tot_Prim_C21_P,Sec_Govern_C11_M,Sec_Govern_C11_F,Sec_Govern_C11_P,Sec_Govern_C16_M,Sec_Govern_C16_F,Sec_Govern_C16_P,Sec_Govern_C21_M,Sec_Govern_C21_F,Sec_Govern_C21_P,Sec_Catholic_C11_M,Sec_Catholic_C11_F,Sec_Catholic_C11_P,Sec_Catholic_C16_M,Sec_Catholic_C16_F,Sec_Catholic_C16_P,Sec_Catholic_C21_M,Sec_Catholic_C21_F,Sec_Catholic_C21_P,Sec_Oth_Non_Gov_C11_M,Sec_Oth_Non_Gov_C11_F,Sec_Oth_Non_Gov_C11_P,Sec_Oth_Non_Gov_C16_M,Sec_Oth_Non_Gov_C16_F,Sec_Oth_Non_Gov_C16_P,Sec_Oth_Non_Gov_C21_M,Sec_Oth_Non_Gov_C21_F,Sec_Oth_Non_Gov_C21_P,Sec_Tot_Sec_C11_M,Sec_Tot_Sec_C11_F,Sec_Tot_Sec_C11_P,Sec_Tot_Sec_C16_M,Sec_Tot_Sec_C16_F,Sec_Tot_Sec_C16_P,Sec_Tot_Sec_C21_M,Sec_Tot_Sec_C21_F,Sec_Tot_Sec_C21_P,Tert_Voc_TPTP_FTS_15_24_C11_M,Tert_Voc_TPTP_FTS_15_24_C11_F,Tert_Voc_TPTP_FTS_15_24_C11_P,Tert_Voc_TPTP_FTS_15_24_C16_M,Tert_Voc_TPTP_FTS_15_24_C16_F,Tert_Voc_TPTP_FTS_15_24_C16_P,Tert_Voc_TPTP_FTS_15_24_C21_M,Tert_Voc_TPTP_FTS_15_24_C21_F,Tert_Voc_TPTP_FTS_15_24_C21_P,Tert_Voc_TPTP_FTS_25ove_C11_M,Tert_Voc_TPTP_FTS_25ove_C11_F,Tert_Voc_TPTP_FTS_25ove_C11_P,Tert_Voc_TPTP_FTS_25ove_C16_M,Tert_Voc_TPTP_FTS_25ove_C16_F,Tert_Voc_TPTP_FTS_25ove_C16_P,Tert_Voc_TPTP_FTS_25ove_C21_M,Tert_Voc_TPTP_FTS_25ove_C21_F,Tert_Voc_TPTP_FTS_25ove_C21_P,Tert_Voc_TPTP_PTS_15_24_C11_M,Tert_Voc_TPTP_PTS_15_24_C11_F,Tert_Voc_TPTP_PTS_15_24_C11_P,Tert_Voc_TPTP_PTS_15_24_C16_M,Tert_Voc_TPTP_PTS_15_24_C16_F,Tert_Voc_TPTP_PTS_15_24_C16_P,Tert_Voc_TPTP_PTS_15_24_C21_M,Tert_Voc_TPTP_PTS_15_24_C21_F,Tert_Voc_TPTP_PTS_15_24_C21_P,Tert_Voc_TPTP_PTS_25ov_C11_M,Tert_Voc_TPTP_PTS_25ov_C11_F,Tert_Voc_TPTP_PTS_25ov_C11_P,Tert_Voc_TPTP_PTS_25ov_C16_M,Tert_Voc_TPTP_PTS_25ov_C16_F,Tert_Voc_TPTP_PTS_25ov_C16_P,Tert_Voc_TPTP_PTS_25ov_C21_M,Tert_Voc_TPTP_PTS_25ov_C21_F,Tert_Voc_TPTP_PTS_25ov_C21_P,Tert_Voc_F_Pt_stu_st_ns_C11_M,Tert_Voc_F_Pt_stu_st_ns_C11_F,Tert_Voc_F_Pt_stu_st_ns_C11_P,Tert_Voc_F_Pt_stu_st_ns_C16_M,Tert_Voc_F_Pt_stu_st_ns_C16_F,Tert_Voc_F_Pt_stu_st_ns_C16_P,Tert_Voc_F_Pt_stu_st_ns_C21_M,Tert_Voc_F_Pt_stu_st_ns_C21_F,Tert_Voc_F_Pt_stu_st_ns_C21_P,Tert_Voc_Tot_C11_M,Tert_Voc_Tot_C11_F,Tert_Voc_Tot_C11_P,Tert_Voc_Tot_C16_M,Tert_Voc_Tot_C16_F,Tert_Voc_Tot_C16_P,Tert_Voc_Tot_C21_M,Tert_Voc_Tot_C21_F,Tert_Voc_Tot_C21_P,Tert_U_Ft_s_15_24_C11_M,Tert_U_Ft_s_15_24_C11_F,Tert_U_Ft_s_15_24_C11_P,Tert_U_Ft_s_15_24_C16_M,Tert_U_Ft_s_15_24_C16_F,Tert_U_Ft_s_15_24_C16_P,Tert_U_Ft_s_15_24_C21_M,Tert_U_Ft_s_15_24_C21_F,Tert_U_Ft_s_15_24_C21_P,Tert_U_Ft_s_25over_C11_M,Tert_U_Ft_s_25over_C11_F,Tert_U_Ft_s_25over_C11_P,Tert_U_Ft_s_25over_C16_M,Tert_U_Ft_s_25over_C16_F,Tert_U_Ft_s_25over_C16_P,Tert_U_Ft_s_25over_C21_M,Tert_U_Ft_s_25over_C21_F,Tert_U_Ft_s_25over_C21_P,Tert_U_Pt_s_15_24_C11_M,Tert_U_Pt_s_15_24_C11_F,Tert_U_Pt_s_15_24_C11_P,Tert_U_Pt_s_15_24_C16_M,Tert_U_Pt_s_15_24_C16_F,Tert_U_Pt_s_15_24_C16_P,Tert_U_Pt_s_15_24_C21_M,Tert_U_Pt_s_15_24_C21_F,Tert_U_Pt_s_15_24_C21_P,Tert_U_Pt_s_25over_C11_M,Tert_U_Pt_s_25over_C11_F,Tert_U_Pt_s_25over_C11_P,Tert_U_Pt_s_25over_C16_M,Tert_U_Pt_s_25over_C16_F,Tert_U_Pt_s_25over_C16_P,Tert_U_Pt_s_25over_C21_M,Tert_U_Pt_s_25over_C21_F,Tert_U_Pt_s_25over_C21_P,Tert_U_F_Pt_s_s_ns_C11_M,Tert_U_F_Pt_s_s_ns_C11_F,Tert_U_F_Pt_s_s_ns_C11_P,Tert_U_F_Pt_s_s_ns_C16_M,Tert_U_F_Pt_s_s_ns_C16_F,Tert_U_F_Pt_s_s_ns_C16_P,Tert_U_F_Pt_s_s_ns_C21_M,Tert_U_F_Pt_s_s_ns_C21_F,Tert_U_F_Pt_s_s_ns_C21_P,Tert_U_Tot_C11_M,Tert_U_Tot_C11_F,Tert_U_Tot_C11_P,Tert_U_Tot_C16_M,Tert_U_Tot_C16_F,Tert_U_Tot_C16_P,Tert_U_Tot_C21_M,Tert_U_Tot_C21_F,Tert_U_Tot_C21_P,Tert_Tot_Tert_C11_M,Tert_Tot_Tert_C11_F,Tert_Tot_Tert_C11_P,Tert_Tot_Tert_C16_M,Tert_Tot_Tert_C16_F,Tert_Tot_Tert_C16_P,Tert_Tot_Tert_C21_M,Tert_Tot_Tert_C21_F,Tert_Tot_Tert_C21_P,Ot_ty_Ed_Ins_Ft_st_C11_M,Ot_ty_Ed_Ins_Ft_st_C11_F
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,39,33,72,30,26,51,45,31,78,113,112,229,65,80,142,137,129,266,9,12,20,9,11,15,10,10,20,14,12,23,13,9,18,9,11,18,137,137,272,76,102,178,155,154,303,63,61,124,44,52,100,63,78,137,3,9,9,3,3,8,6,4,17,7,11,17,18,11,24,3,14,14,74,79,153,68,68,137,73,97,172,23,33,61,22,25,46,12,26,36,23,26,49,11,24,31,6,29,37,27,22,51,6,4,15,13,4,20,18,21,41,20,27,43,24,27,52,4,5,3,0,3,3,4,0,3,95,113,203,58,79,140,54,92,146,71,122,193,83,127,210,39,50,90,53,59,115,41,45,89,23,41,69,9,9,15,10,11,19,5,20,21,20,51,68,15,34,44,22,42,64,0,0,0,0,0,3,0,0,0,157,237,392,148,214,365,91,152,244,242,347,594,206,296,505,148,246,391,24,30
301,1356,1297,2659,1483,1282,2767,2342,2045,4388,6331,5815,12150,6541,6270,12810,6749,6421,13169,2117,1879,3995,2026,1861,3884,2108,1890,4001,1670,1753,3422,1629,1691,3324,1520,1489,3004,10122,9449,19572,10196,9822,20020,10386,9812,20197,3621,3376,6996,3955,3679,7632,4563,4221,8783,1389,1105,2494,1871,1493,3359,2136,1846,3984,1831,2230,4066,2172,2270,4440,2284,2566,4850,6839,6710,13556,7991,7442,15436,9000,8652,17651,402,437,836,348,393,743,365,376,739,123,288,410,141,313,454,197,381,579,570,429,1001,498,333,831,717,450,1175,612,1148,1756,483,908,1387,826,1408,2235,18,15,31,17,7,24,11,5,16,1721,2316,4044,1488,1960,3443,2121,2631,4747,1474,2081,3547,1877,2401,4280,1803,2375,4172,264,579,849,369,694,1062,444,827,1273,206,291,499,249,374,628,335,469,800,689,1170,1862,741,1416,2155,803,1726,2536,12,12,26,8,20,29,4,13,18,2641,4135,6778,3246,4898,8146,3389,5404,8795,4369,6450,10816,4731,6855,11593,5522,8044,13558,148,176
302,1129,1032,2155,1326,1196,2521,2178,2045,4226,4578,4457,9031,5090,4791,9880,5659,5471,11129,2448,2357,4805,2609,2531,5143,2803,2660,5458,507,534,1044,464,495,957,458,520,982,7531,7352,14880,8158,7822,15980,8924,8661,17587,2651,2348,4997,3009,2806,5807,3962,3498,7461,2025,1722,3754,2315,2076,4389,2693,2437,5130,655,806,1459,726,864,1585,809,965,1777,5334,4878,10209,6041,5739,11780,7473,6910,14383,392,379,774,337,350,686,438,424,865,250,360,608,273,431,704,459,648,1104,430,341,771,378,284,661,488,361,848,609,915,1524,527,896,1431,883,1474,2357,28,21,44,12,8,15,11,12,15,1703,2017,3725,1525,1971,3502,2278,2916,5191,1777,2514,4291,2313,3033,5351,2154,3065,5210,546,791,1334,871,1199,2067,961,1396,2360,268,372,642,290,404,694,430,593,1030,1033,1342,2374,1152,1811,2963,1411,2215,3630,22,30,46,13,20,34,7,8,11,3638,5042,8683,4643,6468,11112,4962,7283,12248,5347,7058,12407,6176,8445,14613,7252,10212,17462,226,260
303,1863,1763,3628,2139,2093,4230,3654,3329,6986,8191,7767,15955,9000,8598,17602,10814,10427,21240,2920,2800,5719,2841,2722,5560,3095,2956,6053,1308,1310,2618,1391,1369,2755,1685,1658,3338,12420,11876,24294,13237,12687,25925,15618,15069,30678,4723,4562,9284,5472,5209,10682,6989,6800,13784,2252,2223,4470,2771,2622,5398,3175,2910,6089,1802,1751,3555,1830,1906,3732,2213,2122,4330,8776,8539,17315,10071,9740,19805,12394,11849,24249,1072,937,2011,877,816,1693,916,769,1684,699,955,1649,823,1225,2048,1220,1666,2886,706,430,1141,543,363,907,707,525,1235,986,1468,2451,839,1345,2187,1461,2398,3865,50,53,97,17,34,55,13,20,32,3507,3834,7345,3103,3780,6886,4324,5378,9702,6820,8064,14881,8230,9065,17292,6473,7593,14064,2435,2313,4749,3488,3325,6814,2921,3178,6104,536,634,1164,701,807,1507,876,1022,1893,1831,2490,4322,1970,2779,4744,2276,3335,5616,68,71,143,40,57,98,19,30,43,11692,13568,25264,14426,16034,30461,12558,15153,27717,15201,17406,32610,17531,19814,37345,16903,20558,37467,613,630
304,1266,1105,2372,1328,1198,2521,1919,1689,3608,5186,4723,9910,5845,5407,11251,6525,6379,12908,1711,1621,3335,1597,1462,3054,1553,1406,2960,950,914,1857,907,772,1677,911,798,1708,7850,7252,15106,8343,7641,15988,8998,8587,17587,2584,2249,4834,3166,2807,5972,4382,3900,8278,965,1296,2262,1413,1567,2982,1889,1621,3508,1925,1723,3644,1900,1600,3500,1950,1845,3792,5474,5271,10744,6481,5980,12456,8224,7374,15595,324,310,633,222,261,479,294,250,540,138,209,347,156,286,441,224,377,597,351,222,569,234,183,420,378,290,665,365,640,1000,382,581,963,555,1034,1588,14,13,28,9,6,7,4,3,9,1187,1391,2579,1000,1308,2316,1455,1945,3401,5429,6131,11558,6090,7010,13100,4721,5348,10064,1420,1572,2984,1715,1813,3531,1462,1640,3103,347,464,812,415,515,930,533,563,1099,1128,1596,2721,1227,1692,2918,1376,2058,3432,25,28,56,19,37,52,11,12,16,8343,9790,18129,9471,11063,20530,8096,9622,17723,9532,11176,20707,10471,12373,22846,9554,11576,21131,194,181
305,1197,1168,2365,1328,1215,2542,2000,2028,4028,4185,3894,8084,4801,4665,9465,5690,5734,11429,1975,1974,3949,1920,1968,3883,1992,2038,4032,656,779,1436,691,683,1377,741,690,1428,6813,6652,13462,7410,7315,14725,8444,8471,16911,1352,1206,2556,1859,1671,3528,3004,2715,5715,1631,1569,3198,1989,2061,4050,2512,2420,4929,1701,1813,3520,2195,2068,4257,2430,2482,4912,4686,4587,9272,6038,5798,11841,7948,7620,15573,516,507,1022,494,478,974,705,692,1396,477,543,1019,592,877,1468,1092,1451,2552,396,316,709,331,288,616,584,500,1088,739,913,1650,729,897,1631,1494,2083,3579,16,8,26,13,7,22,13,10,22,2143,2289,4429,2165,2543,4708,3888,4738,8630,5304,6980,12279,6821,8424,15246,7101,9036,16137,2426,2628,5054,3210,3267,6479,3533,3984,7515,556,730,1286,710,922,1637,1003,1275,2280,2148,2815,4957,2378,3053,5420,2810,3895,6701,47,37,80,31,36,58,18,22,37,10474,13187,23667,13152,15695,28841,14463,18214,32675,12618,15473,28092,15317,18234,33550,18373,22964,41335,511,491
306,1218,1166,2381,1272,1183,2457,1729,1635,3363,6709,6264,12976,7098,6326,13423,6670,6270,12939,2649,2614,5258,2707,2817,5524,2976,2866,5849,769,757,1520,846,745,1589,747,636,1388,10126,9630,19755,10655,9886,20535,10410,9786,20199,4596,4653,9256,5200,4944,10143,6013,5645,11656,1677,1670,3350,2002,1919,3921,2172,2265,4433,511,492,1006,557,590,1142,630,684,1316,6788,6815,13605,7753,7451,15208,8826,8603,17436,194,190,390,187,223,411,301,248,549,194,391,584,251,547,792,361,611,978,331,389,715,307,379,690,531,447,979,546,1347,1895,516,1031,1540,847,1789,2633,31,19,53,23,24,47,14,18,31,1302,2338,3637,1279,2204,3483,2058,3118,5170,597,1064,1659,801,1284,2087,711,1328,2041,349,788,1138,498,998,1497,506,1014,1523,130,258,386,156,298,449,180,327,511,613,1447,2067,700,1619,2323,855,1908,2768,18,10,25,10,23,30,7,9,17,1707,3575,5278,2175,4219,6388,2259,4589,6855,3004,5911,8921,3451,6422,9871,4327,7723,12050,111,200
307,675,645,1318,690,663,1361,841,780,1619,4295,3764,8064,4199,3827,8030,3826,3680,7508,1431,1316,2743,1234,1268,2506,1229,1247,2475,463,405,868,453,394,849,459,450,919,6190,5485,11676,5888,5498,11388,5517,5381,10899,2654,2625,5281,2873,2676,5552,2912,2785,5690,557,640,1198,692,615,1306,686,790,1476,349,455,804,592,515,1106,615,599,1212,3561,3727,7284,4154,3813,7963,4212,4177,8391,73,82,153,77,111,189,144,94,238,33,97,132,40,140,182,83,143,229,293,296,586,221,228,441,287,244,531,281,687,967,233,544,777,309,710,1018,9,11,22,13,7,13,10,9,22,695,1173,1866,582,1023,1606,832,1202,2029,129,238,364,191,318,509,150,369,525,59,169,236,80,201,279,90,231,324,54,138,198,58,152,209,71,193,261,251,497,748,233,616,842,233,656,894,7,4,11,3,10,18,6,5,4,499,1057,1553,559,1294,1853,552,1453,2006,1194,2230,3416,1146,2316,3460,1382,2658,4040,57,47
308,1049,994,2048,1229,1226,2460,1745,1653,3404,7048,6385,13433,7386,6772,14158,7241,6852,14095,2423,2199,4622,2324,2240,4564,2383,2371,4752,898,925,1828,894,929,1823,840,941,1777,10373,9509,19883,10607,9944,20545,10490,10180,20667,4007,3844,7853,4473,4226,8698,4873,4655,9529,1919,1752,3671,2204,1953,4163,2562,2297,4860,605,861,1472,956,1072,2025,1093,1126,2225,6534,6459,12991,7631,7249,14881,8541,8092,16631,169,179,349,142,153,299,247,192,440,67,165,233,90,195,281,165,224,388,600,635,1237,466,487,961,483,415,902,567,1284,1853,455,1087,1550,558,1336,1896,22,22,49,13,11,26,10,10,23,1428,2287,3713,1172,1936,3113,1466,2178,3643,478,753,1234,618,1023,1645,497,994,1486,217,420,635,294,602,901,310,764,1076,202,376,582,248,486,727,209,480,691,688,1219,1909,714,1563,2278,684,1679,2365,17,10,33,7,16,19,6,11,11,1600,2784,4382,1875,3698,5571,1702,3928,5629,3027,5067,8102,3047,5630,8678,3178,6115,9291,90,87
309,3424,3097,6525,3961,3729,7692,6162,5561,11726,14061,12800,26860,15545,14527,30068,16939,16054,32992,2949,2883,5834,2971,2993,5960,3456,3391,6846,4106,4258,8371,4485,4480,8958,4993,4975,9968,21121,19938,41060,22992,22000,44990,25433,24478,49914,8921,8407,17328,10675,10033,20714,12798,12065,24860,1667,1800,3464,2232,2170,4402,2446,2509,4956,4162,4026,8183,4759,4749,9509,6151,5874,12024,14748,14229,28976,17666,16950,34623,21432,20484,41917,889,1039,1931,834,1043,1873,1029,1114,2147,557,1142,1698,743,1488,2228,1391,2219,3605,1230,869,2101,1216,891,2108,1725,1243,2966,1423,2593,4014,1500,2573,4069,2775,4860,7628,49,50,104,43,44,79,21,18,39,4151,5697,9845,4328,6030,10358,6938,9453,16391,4737,6618,11361,6036,7663,13699,5444,8116,13558,1812,2607,4419,2340,3043,5382,2629,3847,6476,525,763,1288,634,995,1627,901,1375,2277,1468,2818,4286,1739,3401,5140,2185,4443,6628,52,73,124,56,64,121,26,28,56,8593,12880,21475,10804,15165,25965,11192,17806,29000,12745,18574,31317,15130,21194,36324,18164,27290,45450,559,681
310,1869,1752,3626,2253,2031,4286,3466,3175,6636,10356,9565,19922,11761,10940,22702,13291,12384,25677,2118,2003,4118,2308,2354,4664,2557,2509,5066,1592,1536,3124,1671,1741,3412,2115,2097,4215,14059,13102,27161,15739,15044,30778,18005,17035,35042,5815,5494,11302,7382,7088,14477,9139,8740,17876,1637,1618,3257,2018,1764,3781,2256,2186,4439,1714,1730,3448,2015,1989,4003,2357,2477,4837,9164,8844,18009,11415,10841,22253,13779,13414,27194,458,589,1044,553,719,1272,586,678,1262,268,442,701,422,941,1360,548,1061,1606,714,630,1342,543,633,1181,776,769,1544,834,1587,2417,786,1606,2394,1274,2386,3662,33,34,70,18,30,46,17,24,39,2305,3277,5584,2320,3933,6256,3200,4920,8121,1523,2300,3832,2278,2961,5235,2094,3282,5376,561,897,1460,820,1367,2191,929,1620,2549,224,410,627,322,524,844,444,767,1216,826,1534,2359,1117,1979,3097,1338,2706,4039,19,25,41,15,25,42,11,5,17,3156,5162,8318,4551,6853,11403,4824,8382,13205,5464,8438,13900,6872,10787,17659,8031,13322,21357,244,284
311,1986,1842,3828,2196,2105,4301,3381,3151,6528,10652,9882,20530,11502,10849,22347,12299,11559,23858,1843,1835,3672,2088,2065,4154,2540,2551,5089,1808,1794,3598,2026,2054,4075,2444,2444,4888,14298,13509,27803,15616,14965,30580,17321,16597,33921,6702,6388,13086,7504,7271,14780,9336,8907,18246,1338,1368,2704,1778,1731,3504,2102,2079,4181,1843,1838,3681,2022,2010,4036,2243,2380,4623,9873,9596,19473,11308,11015,22321,13712,13402,27110,540,703,1239,569,774,1344,576,696,1272,316,622,943,432,943,1373,591,1231,1827,737,590,1326,674,579,1249,895,815,1708,813,1474,2284,766,1407,2169,1258,2271,3525,48,47,91,30,36,60,11,14,24,2448,3434,5885,2477,3724,6200,3329,5027,8357,1369,2161,3535,1864,2561,4426,1834,2756,4588,449,785,1237,681,1075,1757,766,1400,2163,204,355,563,265,405,675,363,610,974,670,1283,1956,761,1473,2235,899,1907,2808,16,20,42,10,19,32,10,11,23,2712,4615,7326,3591,5541,9131,3879,6686,10560,5159,8047,13205,6062,9268,15332,7224,11727,18954,277,337
312,889,788,1679,1039,935,1971,1358,1221,2578,5868,5468,11333,5790,5363,11153,5826,5377,11201,1518,1381,2901,1525,1567,3091,1627,1631,3257,561,579,1140,506,461,964,470,525,998,7946,7426,15374,7817,7389,15211,7935,7539,15471,3316,3023,6337,3675,3510,7180,4225,3820,8050,960,995,1951,1241,1204,2449,1327,1466,2790,511,510,1019,443,476,918,487,509,1004,4781,4526,9312,5359,5191,10549,6049,5807,11852,111,101,212,97,119,210,197,120,318,58,108,167,83,155,236,133,206,335,482,421,905,317,290,608,432,350,783,459,1025,1486,307,832,1141,493,1099,1589,16,10,26,9,8,20,10,5,17,1134,1660,2796,822,1396,2215,1270,1780,3048,194,436,626,356,649,1005,283,667,943,65,215,277,134,441,571,183,460,650,124,268,399,144,306,447,180,349,532,503,805,1312,508,1067,1578,478,1187,1663,8,9,20,4,13,13,7,6,11,889,1741,2632,1146,2473,3619,1131,2665,3793,2028,3400,5428,1963,3873,5838,2399,4445,6850,53,55
313,1260,1205,2467,1353,1240,2590,2088,1899,3993,7566,6990,14559,7945,7245,15188,7822,7508,15330,1203,1163,2365,1310,1325,2634,1503,1466,2967,1209,1206,2415,1352,1336,2688,1458,1382,2845,9984,9357,19332,10600,9905,20510,10795,10381,21183,4428,4510,8931,5356,5162,10521,6091,6028,12117,938,965,1899,1226,1185,2407,1419,1389,2799,1096,1006,2111,1105,1109,2208,1427,1385,2816,6458,6478,12943,7686,7460,15139,8954,8821,17778,305,389,694,276,429,702,293,352,646,117,376,493,177,550,729,214,519,734,555,439,995,415,373,790,646,551,1195,485,1076,1562,419,1041,1460,847,1650,2496,32,18,52,13,26,38,14,16,27,1492,2303,3795,1300,2424,3719,2015,3085,5098,713,1278,1992,1016,1603,2613,1008,1603,2611,192,542,730,301,749,1049,433,930,1361,110,208,318,159,257,410,218,390,607,403,975,1378,493,1108,1601,538,1499,2037,7,17,23,6,11,14,6,13,20,1424,3016,4439,1978,3716,5692,2201,4434,6635,2919,5319,8234,3270,6146,9419,4224,7520,11744,214,253
314,1222,1164,2384,1577,1424,2998,2414,2155,4572,6214,5744,11959,7373,6777,14151,7892,7399,15288,1505,1553,3055,1611,1606,3221,1620,1554,3173,1318,1321,2640,1462,1479,2944,1678,1530,3208,9036,8612,17653,10451,9864,20314,11199,10501,21704,3463,3388,6852,4277,4069,8347,5416,4952,10372,1100,1035,2137,1366,1271,2639,1706,1549,3250,1321,1357,2677,1512,1555,3062,1864,1921,3784,5886,5782,11667,7155,6891,14047,9004,8431,17439,284,265,543,291,321,610,307,343,649,97,203,300,152,389,540,272,526,803,467,325,790,434,321,752,610,491,1094,525,832,1356,476,926,1397,809,1577,2383,13,10,19,6,15,21,0,0,10,1389,1631,3017,1361,1964,3328,1995,2941,4934,1150,1699,2848,1612,2198,3816,1671,2390,4060,209,492,705,434,765,1202,549,1070,1617,186,281,461,219,363,573,340,475,818,657,1047,1705,835,1407,2239,951,1855,2809,8,15,26,10,17,26,9,4,9,2216,3529,5748,3110,4753,7861,3517,5798,9317,3604,5157,8759,4471,6722,11190,5521,8744,14268,129,141
315,515,528,1049,563,528,1089,615,606,1221,3479,3414,6896,3277,3151,6430,3091,2893,5981,695,640,1337,587,571,1165,694,678,1375,84,86,167,141,135,282,105,128,228,4256,4142,8396,4004,3864,7872,3898,3697,7593,1595,1489,3087,1506,1587,3093,1691,1571,3261,298,246,549,416,358,772,369,344,715,100,94,188,138,136,283,117,134,247,1995,1827,3823,2058,2081,4141,2173,2049,4227,47,41,90,45,66,110,53,56,110,36,67,105,46,68,109,91,97,184,157,143,305,100,111,207,136,143,284,240,445,685,152,350,500,179,377,557,4,6,14,9,9,20,5,0,10,484,710,1195,344,602,943,465,676,1143,43,84,127,58,119,183,31,135,162,35,114,145,44,124,170,61,148,205,19,74,96,27,81,102,28,85,107,190,386,577,227,454,681,194,521,709,4,6,8,0,5,5,0,3,3,295,664,966,357,780,1139,303,896,1200,786,1369,2155,705,1379,2083,774,1569,2340,71,54
316,1816,1698,3517,2015,1792,3807,3256,2905,6163,9393,8769,18161,10371,9556,19926,11106,10373,21482,1637,1619,3256,1651,1714,3371,1864,1885,3754,2720,2445,5165,2721,2623,5347,2726,2785,5512,13750,12829,26580,14750,13890,28642,15728,15074,30801,6080,6049,12126,6836,6628,13459,8145,7847,15996,1184,1134,2315,1625,1650,3279,1849,1958,3811,2329,2410,4742,2727,2654,5383,3465,3366,6833,9594,9587,19175,11188,10930,22123,13481,13194,26668,356,382,735,318,398,715,525,490,1012,184,447,630,276,593,870,442,722,1171,661,441,1102,608,497,1108,935,667,1601,803,1495,2291,718,1502,2218,1192,2384,3578,22,22,45,14,18,28,14,17,31,2025,2793,4811,1932,3022,4949,3108,4280,7388,1450,2490,3940,2112,3233,5339,2020,3605,5622,638,1362,2004,985,1821,2803,1104,2289,3389,250,423,679,339,538,875,458,707,1170,799,1892,2686,1065,2377,3447,1354,2850,4199,16,24,46,20,23,49,8,13,25,3156,6197,9352,4517,7995,12509,4937,9466,14403,5182,8988,14168,6444,11014,17456,8059,13760,21828,193,282
317,789,780,1568,891,858,1745,1294,1246,2538,4170,3863,8035,4286,4107,8394,4530,4204,8733,1492,1381,2873,1371,1412,2781,1561,1477,3036,1196,1250,2438,1057,1191,2245,1102,1128,2232,6852,6495,13350,6717,6709,13419,7202,6823,14029,2325,2207,4533,2730,2576,5299,3324,3221,6548,1170,1292,2458,1328,1313,2642,1515,1458,2974,1301,1354,2651,1270,1420,2684,1591,1594,3186,4795,4846,9646,5325,5305,10631,6441,6284,12726,115,185,304,164,258,423,329,329,655,99,209,307,123,314,437,291,336,622,377,320,703,306,304,608,456,432,891,412,728,1140,381,688,1068,667,1169,1837,15,15,29,7,14,19,12,9,24,1019,1463,2478,984,1574,2557,1754,2282,4035,940,1548,2487,1093,1536,2634,806,1435,2238,636,596,1235,673,722,1397,591,855,1443,208,328,535,247,422,672,267,430,696,616,1085,1702,730,1268,1994,786,1482,2270,3,12,19,12,5,22,8,6,12,2400,3572,5977,2759,3953,6711,2452,4212,6666,3419,5033,8456,3744,5524,9265,4207,6512,10723,107,142
