SA4_CODE_2021,C21_P_NatPhy_sci_15_19,C21_P_NatPhy_sci_20_24,C21_P_NatPhy_sci_25_34,C21_P_NatPhy_sci_35_44,C21_P_NatPhy_sci_45_54,C21_P_NatPhy_sci_55_64,C21_P_NatPhy_sci_65_74,C21_P_NatPhy_sci_75_84,C21_P_NatPhy_sci_85over,C21_P_NatPhy_sci_Tot,C21_P_InfTec_15_19,C21_P_InfTec_20_24,C21_P_InfTec_25_34,C21_P_InfTec_35_44,C21_P_InfTec_45_54,C21_P_InfTec_55_64,C21_P_InfTec_65_74,C21_P_InfTec_75_84,C21_P_InfTec_85over,C21_P_InfTec_Tot,C21_P_EngRT_15_19,C21_P_EngRT_20_24,C21_P_EngRT_25_34,C21_P_EngRT_35_44,C21_P_EngRT_45_54,C21_P_EngRT_55_64,C21_P_EngRT_65_74,C21_P_EngRT_75_84,C21_P_EngRT_85over,C21_P_EngRT_Tot,C21_P_ArchBuild_15_19,C21_P_ArchBuild_20_24,C21_P_ArchBuild_25_34,C21_P_ArchBuild_35_44,C21_P_ArchBuild_45_54,C21_P_ArchBuild_55_64,C21_P_ArchBuild_65_74,C21_P_ArchBuild_75_84,C21_P_ArchBuild_85over,C21_P_ArchBuild_Tot,C21_P_AgEnv_RS_15_19,C21_P_AgEnv_RS_20_24,C21_P_AgEnv_RS_25_34,C21_P_AgEnv_RS_35_44,C21_P_AgEnv_RS_45_54,C21_P_AgEnv_RS_55_64,C21_P_AgEnv_RS_65_74,C21_P_AgEnv_RS_75_84,C21_P_AgEnv_RS_85over,C21_P_AgEnv_RS_Tot,C21_P_Health_15_19,C21_P_Health_20_24,C21_P_Health_25_34,C21_P_Health_35_44,C21_P_Health_45_54,C21_P_Health_55_64,C21_P_Health_65_74,C21_P_Health_75_84,C21_P_Health_85over,C21_P_Health_Tot,C21_P_Educ_15_19,C21_P_Educ_20_24,C21_P_Educ_25_34,C21_P_Educ_35_44,C21_P_Educ_45_54,C21_P_Educ_55_64,C21_P_Educ_65_74,C21_P_Educ_75_84,C21_P_Educ_85over,C21_P_Educ_Tot,C21_P_MngtCom_15_19,C21_P_MngtCom_20_24,C21_P_MngtCom_25_34,C21_P_MngtCom_35_44,C21_P_MngtCom_45_54,C21_P_MngtCom_55_64,C21_P_MngtCom_65_74,C21_P_MngtCom_75_84,C21_P_MngtCom_85over,C21_P_MngtCom_Tot,C21_P_Soc_cult_15_19,C21_P_Soc_cult_20_24,C21_P_Soc_cult_25_34,C21_P_Soc_cult_35_44,C21_P_Soc_cult_45_54,C21_P_Soc_cult_55_64,C21_P_Soc_cult_65_74,C21_P_Soc_cult_75_84,C21_P_Soc_cult_85over,C21_P_Soc_cult_Tot,C21_P_Creative_art_15_19,C21_P_Creative_art_20_24,C21_P_Creative_art_25_34,C21_P_Creative_art_35_44,C21_P_Creative_art_45_54,C21_P_Creative_art_55_64,C21_P_Creative_art_65_74,C21_P_Creative_art_75_84,C21_P_Creative_art_85over,C21_P_Creative_art_Tot,C21_P_FoodHos_PS_15_19,C21_P_FoodHos_PS_20_24,C21_P_FoodHos_PS_25_34,C21_P_FoodHos_PS_35_44,C21_P_FoodHos_PS_45_54,C21_P_FoodHos_PS_55_64,C21_P_FoodHos_PS_65_74,C21_P_FoodHos_PS_75_84,C21_P_FoodHos_PS_85over,C21_P_FoodHos_PS_Tot,C21_P_MixFld_pr_15_19,C21_P_MixFld_pr_20_24,C21_P_MixFld_pr_25_34,C21_P_MixFld_pr_35_44,C21_P_MixFld_pr_45_54,C21_P_MixFld_pr_55_64,C21_P_MixFld_pr_65_74,C21_P_MixFld_pr_75_84,C21_P_MixFld_pr_85over,C21_P_MixFld_pr_Tot,C21_P_FldStu_ID_15_19,C21_P_FldStu_ID_20_24,C21_P_FldStu_ID_25_34,C21_P_FldStu_ID_35_44,C21_P_FldStu_ID_45_54,C21_P_FldStu_ID_55_64,C21_P_FldStu_ID_65_74,C21_P_FldStu_ID_75_84,C21_P_FldStu_ID_85over,C21_P_FldStu_ID_Tot,C21_P_FldStu_NS_15_19,C21_P_FldStu_NS_20_24,C21_P_FldStu_NS_25_34,C21_P_FldStu_NS_35_44,C21_P_FldStu_NS_45_54,C21_P_FldStu_NS_55_64,C21_P_FldStu_NS_65_74,C21_P_FldStu_NS_75_84,C21_P_FldStu_NS_85over,C21_P_FldStu_NS_Tot,C21_P_Tot_15_19,C21_P_Tot_20_24,C21_P_Tot_25_34,C21_P_Tot_35_44,C21_P_Tot_45_54,C21_P_Tot_55_64,C21_P_Tot_65_74,C21_P_Tot_75_84,C21_P_Tot_85over,C21_P_Tot_Tot
301,37,161,385,581,642,460,371,149,28,2816,29,176,537,926,842,428,173,28,0,3145,341,758,2707,3512,3767,4097,3110,1636,433,20367,203,487,1664,1803,1547,1249,1090,514,126,8679,48,111,268,417,439,335,200,77,11,1906,221,668,2155,2381,2467,2263,1495,603,203,12462,47,311,1428,2034,2245,1978,1597,673,149,10464,582,1073,3767,5870,5987,4492,2515,855,194,25337,330,918,2431,3076,2893,2274,1544,511,98,14082,143,517,958,937,695,439,262,132,44,4124,276,604,1331,1450,1262,852,564,223,37,6599,30,27,26,16,20,23,20,21,21,214,35,73,170,346,375,283,210,79,25,1592,548,620,1391,1650,1675,1490,1537,1373,1114,11394,2867,6510,19218,25001,24858,20660,14692,6887,2491,123175
302,20,227,735,929,660,416,283,111,35,3413,44,344,1358,1784,884,405,124,27,0,4966,183,669,3269,3439,2874,2504,1772,946,387,16038,90,371,1577,1363,1103,839,528,321,96,6299,16,98,273,367,316,226,108,55,18,1479,182,1031,3946,3327,2605,1843,1113,601,223,14865,38,305,1506,1911,1942,1578,1321,672,193,9462,378,1416,6123,7199,5611,3589,1849,688,205,27056,276,1117,3567,3377,2877,1975,1210,436,104,14941,121,663,1643,1276,741,391,196,89,38,5161,188,645,1636,1448,1012,609,330,111,41,6019,22,34,46,29,14,7,16,3,8,185,25,96,323,447,405,269,158,72,36,1835,453,775,2065,1740,1348,1064,995,1064,1080,10581,2037,7790,28061,28635,22402,15707,10000,5206,2482,122319
303,57,861,2074,2038,1333,938,642,255,49,8252,63,732,2871,3453,1856,788,234,35,3,10033,286,1457,5701,5634,4315,3912,2605,1432,442,25772,126,560,2302,1970,1524,1123,692,387,121,8801,22,182,509,550,430,333,177,82,24,2307,204,1916,7356,5798,3933,2991,1759,819,284,25063,49,515,2599,2936,3246,2602,2058,912,229,15151,679,3147,12362,13391,9075,5410,2897,903,225,48079,390,2058,6217,6023,4577,3116,1918,638,130,25062,227,1439,3201,2337,1318,727,357,136,59,9808,293,1099,2434,2026,1393,775,409,192,49,8670,52,93,76,62,33,31,39,21,3,414,46,171,645,745,598,355,243,104,50,2953,828,1628,3919,3119,2225,1850,1457,1283,1010,17323,3327,15858,52264,50074,35861,24954,15473,7204,2675,207698
304,57,558,1087,1398,1299,915,687,374,90,6459,34,293,763,1574,1234,568,199,42,0,4700,166,587,2250,3042,2688,2229,1716,996,303,13975,77,229,853,1029,922,658,483,265,91,4599,37,85,279,367,357,257,154,97,35,1665,144,724,2380,2675,2628,2132,1431,822,267,13203,28,211,1108,1665,2027,1714,1679,808,184,9427,498,1358,3534,5892,5709,3411,2095,817,227,23552,318,1106,2587,3288,3222,2101,1730,798,159,15298,142,642,1259,1253,905,502,288,144,44,5181,208,383,679,700,644,386,207,109,31,3355,57,47,19,10,10,9,9,7,0,175,52,93,198,292,326,211,155,98,36,1469,363,624,1019,1015,850,710,625,632,619,6446,2171,6939,18023,24199,22813,15802,11466,6001,2084,109502
305,32,1010,2518,1556,1169,804,548,184,43,7864,40,745,2608,2255,1329,675,165,31,3,7848,134,1179,6046,4160,3001,2475,1537,686,201,19413,42,546,2463,1764,1416,1017,563,256,60,8121,14,164,598,453,369,249,157,61,14,2077,124,1805,7073,4433,3666,2948,1537,756,188,22539,44,391,2011,1869,2132,2079,1713,685,149,11064,575,3976,12739,10695,8983,5107,2346,737,159,45310,313,2393,7847,5611,4714,3160,2061,679,120,26904,233,2068,4678,2589,1665,847,390,148,44,12663,255,1141,2395,1329,939,613,275,99,30,7078,39,116,78,30,19,22,14,3,0,314,45,228,627,557,537,350,209,85,27,2666,730,1983,4937,3026,2168,1615,1209,913,579,17153,2622,17739,56608,40332,32098,21949,12723,5333,1620,191028
306,0,87,560,572,592,482,362,153,16,2831,19,110,361,404,294,210,115,19,7,1539,266,832,2950,3147,3576,3803,3024,1351,306,19256,91,302,1283,1261,1409,1427,1044,461,105,7378,54,193,581,650,657,579,296,124,24,3150,113,666,2898,2664,2660,2462,1518,599,154,13737,26,261,1480,2029,2264,1996,1623,567,104,10355,264,867,3477,4168,4073,3257,1819,556,106,18588,286,775,2673,2986,3066,2503,1399,449,55,14188,73,178,630,651,542,451,311,108,21,2952,391,709,1821,1802,1620,1086,583,177,37,8225,40,26,24,17,24,17,23,9,4,177,42,76,266,340,368,300,185,65,20,1656,1716,1745,4411,3805,3823,3501,2983,1882,907,24782,3376,6826,23417,24502,24969,22055,15290,6520,1863,128814
307,7,21,106,112,162,114,107,35,3,667,17,42,112,99,83,70,49,14,3,484,149,576,1693,1582,1493,1491,1168,510,112,8778,46,192,547,461,467,472,419,159,31,2793,90,300,591,753,750,576,322,111,24,3513,54,308,913,851,927,1137,743,346,91,5375,19,228,760,913,984,890,744,336,64,4935,221,460,1472,1585,1599,1296,681,198,33,7540,124,348,902,934,1041,977,580,188,23,5127,11,58,176,133,129,123,116,36,8,781,182,331,842,632,585,353,263,67,11,3270,32,11,12,4,3,7,12,7,0,94,27,28,102,136,150,109,98,35,7,686,889,825,1792,1586,1861,1909,1696,1352,700,12606,1866,3733,10014,9792,10227,9531,6997,3393,1110,56662
308,3,81,291,376,332,280,162,74,11,1605,22,83,273,365,210,146,85,19,4,1201,323,1136,4482,4517,4118,3882,2377,910,211,21959,81,258,1038,1013,997,969,706,273,62,5383,57,206,462,619,538,398,214,72,18,2576,132,605,2091,1871,1730,1714,925,416,99,9580,26,362,1478,1934,1869,1562,1013,359,84,8689,361,886,3010,3405,2891,2241,1043,250,49,14144,274,747,1947,2014,1846,1622,787,187,34,9455,26,119,333,349,238,171,92,36,15,1380,291,630,1422,1267,1041,633,349,121,26,5780,54,31,31,17,12,20,9,4,0,169,62,88,268,315,334,261,130,56,17,1527,1323,1426,3286,3461,3296,3020,2110,1507,826,20266,3044,6668,20404,21505,19443,16903,10002,4286,1453,103706
309,169,702,1358,1306,1115,855,726,308,72,6612,67,435,1637,2097,1482,798,423,83,8,7024,584,1758,6689,6889,7185,7304,6223,3514,828,40970,330,1248,4934,4973,4625,3755,2608,1351,300,24115,66,270,863,958,1068,767,393,215,45,4639,362,2572,9145,7835,6808,5766,3703,1531,446,38153,99,872,3840,5247,5151,4248,3665,1464,300,24897,2358,4223,13486,15383,13934,9949,6548,2577,574,69026,1010,3036,8178,8269,7850,5914,3669,1246,203,39386,383,1651,3788,3039,2000,1128,755,364,99,13202,854,2236,5455,4952,4379,2830,1940,844,158,23651,56,78,89,68,51,55,45,29,3,482,121,226,742,948,856,679,467,264,77,4380,2329,3242,8191,7057,6402,5242,4836,4461,3113,44887,8805,22556,68406,69029,62894,49287,36009,18233,6211,341428
310,27,222,749,934,691,447,310,99,33,3505,68,287,1264,1577,778,394,148,29,0,4548,437,1328,4940,5223,4622,4175,3019,1297,319,25357,215,608,1861,1603,1300,1104,818,396,82,7984,72,238,656,660,622,414,217,90,16,2980,336,1084,4057,3544,2827,2223,1390,602,156,16218,51,468,2353,2824,2533,2002,1310,551,96,12176,804,2099,6939,7626,5703,3825,1727,531,105,29358,600,1774,5083,4908,4142,3089,1550,448,69,21669,158,525,1315,989,637,355,224,90,25,4312,720,1262,2732,2190,1552,880,496,176,31,10037,142,66,66,38,34,22,23,20,3,410,88,146,474,629,525,395,193,85,22,2554,1796,2008,4602,4090,3371,2682,2118,1668,869,23208,5504,12112,37099,36836,29335,21998,13542,6078,1806,164316
311,49,190,576,624,480,325,253,78,17,2590,65,341,1151,1321,714,375,167,31,0,4171,447,1350,4462,4568,4316,4196,3267,1419,300,24333,260,743,2341,2151,1805,1395,1066,458,96,10321,58,188,443,561,482,342,172,77,10,2328,324,1082,3283,2819,2371,1981,1278,486,120,13751,56,513,2198,2689,2377,1792,1329,512,97,11565,828,1964,6665,7210,5400,3718,2080,666,117,28648,593,1832,4655,4550,3866,2692,1402,374,60,20026,157,590,1198,916,565,360,209,80,31,4107,567,1195,2627,2018,1548,864,570,225,41,9659,75,57,78,42,31,18,21,16,6,336,62,144,442,544,428,333,189,85,25,2253,2046,2185,5133,4475,3653,2632,2333,1760,934,25151,5586,12378,35263,34479,28035,21032,14347,6277,1850,159242
312,5,56,269,297,237,177,121,49,10,1212,11,63,189,233,147,98,37,6,0,786,218,1053,4054,4208,3828,3260,1983,746,143,19483,38,220,941,949,846,810,597,239,36,4670,41,109,299,394,348,278,98,30,3,1595,48,474,1794,1424,1256,1230,696,229,68,7224,28,271,1083,1404,1404,1066,727,238,59,6282,195,677,2639,2785,2373,1703,732,200,34,11337,201,543,1439,1390,1330,1093,498,112,22,6627,20,143,355,302,217,146,88,38,7,1305,172,543,1334,1179,891,624,300,80,8,5129,63,14,15,11,6,11,4,4,0,124,29,52,182,220,248,181,74,33,6,1023,1077,1617,4161,3623,3549,3042,1803,1202,543,20628,2144,5831,18759,18408,16679,13716,7754,3201,931,87423
313,32,133,325,338,359,319,267,128,20,1917,91,208,447,613,475,311,202,39,4,2391,286,787,2612,3013,3496,3550,3402,1953,445,19543,157,514,1562,1553,1456,1325,1155,608,148,8470,58,145,434,497,460,440,222,107,27,2393,211,679,2035,2063,2260,2268,1849,815,180,12353,50,288,1360,1850,1871,1669,1670,785,136,9680,410,1167,3553,4407,4230,3573,2667,892,181,21081,488,1221,2898,3088,3117,2714,1791,541,105,15967,111,355,654,547,484,339,267,127,36,2910,333,817,1820,1534,1365,927,687,281,30,7797,59,20,57,26,12,19,20,17,4,243,44,98,246,318,348,280,219,95,31,1672,1134,1199,2622,2632,2579,2214,2429,2103,1309,18219,3470,7639,20620,22479,22513,19938,16846,8481,2645,124635
314,11,144,430,656,583,385,232,80,10,2533,38,238,732,1304,802,393,104,17,0,3640,275,759,2782,3417,3395,2832,1946,905,158,16459,119,425,1486,1379,1271,858,537,282,61,6414,28,94,307,436,408,233,138,54,3,1703,190,778,2679,2718,2520,1689,972,384,95,12030,52,311,1462,2148,2144,1470,1107,412,74,9196,435,1080,4186,5970,5233,3261,1623,485,85,22347,448,1191,3003,3420,2836,1793,1008,258,33,13985,191,527,1077,927,581,318,174,57,22,3871,323,660,1674,1427,1073,581,295,109,17,6173,42,33,34,14,11,6,15,10,0,164,41,77,263,407,353,205,129,47,20,1548,551,685,1741,1695,1436,960,838,676,417,9003,2747,7012,21849,25931,22647,14990,9109,3774,985,109047
315,0,24,104,115,74,61,29,7,0,422,14,14,64,51,28,25,8,0,0,207,112,423,1465,1160,1015,991,514,162,21,5861,25,129,463,378,337,252,172,64,7,1835,59,165,317,283,276,224,79,30,9,1450,55,203,711,586,538,598,275,71,10,3053,25,218,765,613,519,462,199,64,5,2881,93,287,919,906,723,569,194,46,5,3742,52,196,657,598,535,467,206,51,8,2765,11,38,111,94,71,59,28,10,4,424,68,166,408,288,286,192,91,17,5,1516,6,13,7,0,3,0,8,0,0,45,13,19,48,66,67,64,21,11,0,308,769,843,1899,1584,1610,1540,938,527,160,9877,1315,2729,7954,6726,6087,5514,2757,1065,238,34390
316,20,281,718,857,881,767,717,368,74,4683,46,210,619,877,664,486,324,79,6,3312,409,934,3593,4271,4818,5540,5112,2892,788,28363,192,647,2720,3217,3223,2788,2099,913,280,16079,60,233,685,948,1085,895,587,276,59,4830,276,1168,4889,5184,5231,5098,3311,1550,497,27199,74,341,2036,3489,4097,4008,3850,1725,365,19982,664,1503,5224,7355,7797,6671,4983,2010,475,36683,627,1502,3819,4638,5104,4528,3344,1116,197,24878,234,634,1691,1706,1378,974,769,324,88,7810,509,1175,2694,2632,2626,1813,1158,517,98,13217,103,53,36,20,29,37,17,20,8,312,96,137,360,530,682,526,372,216,64,2984,1370,1397,3453,3692,3767,3346,3180,2977,2132,25323,4684,10203,32535,39413,41393,37470,29829,14985,5130,215644
317,8,124,286,331,326,220,156,78,15,1545,24,167,531,332,205,129,73,13,0,1479,196,650,2373,2064,1876,1832,1382,675,189,11225,96,313,950,727,661,634,469,232,52,4125,93,173,398,471,472,401,253,128,30,2421,150,661,2340,1912,1659,1521,1168,560,171,10136,42,262,1076,1486,1517,1450,1205,566,112,7727,377,864,2831,2807,2549,1942,1111,391,80,12950,253,741,1945,1926,1848,1432,916,299,69,9435,39,200,485,407,297,216,124,80,30,1878,332,626,1239,877,621,447,262,123,20,4543,25,27,31,19,16,13,13,5,0,155,44,67,218,195,234,158,112,69,23,1114,681,754,1563,1320,1211,1108,1092,1004,557,9291,2347,5642,16260,14867,13503,11507,8331,4217,1346,78019
318,11,224,719,658,520,411,302,117,9,2974,42,157,454,378,251,158,78,15,0,1540,239,1115,3724,3335,3400,3286,2390,1016,218,18734,78,269,1147,1066,1014,1033,795,374,75,5842,53,167,393,454,408,344,181,70,9,2079,145,964,3343,2581,2385,1944,1128,441,103,13030,53,406,1503,1820,1888,1603,1152,416,99,8934,316,961,3135,3700,3376,2542,1173,343,63,15614,296,996,2860,2644,2583,2074,1085,344,43,12925,79,204,521,459,325,260,152,61,15,2085,249,734,1524,1309,1038,715,380,128,24,6107,51,39,35,16,10,17,17,6,4,193,34,113,266,316,288,262,140,70,15,1501,1425,2144,3540,3076,2951,2459,1935,1370,715,19616,3076,8488,23169,21820,20448,17105,10908,4774,1393,111178
319,4,82,254,270,321,343,360,141,41,1813,32,104,300,335,280,303,212,44,3,1613,355,892,2713,2867,3479,4682,5143,2606,492,23227,126,292,1098,1111,1468,1775,1878,799,165,8711,108,272,574,790,915,813,473,197,31,4173,111,645,2351,2332,2743,3179,2491,943,239,15038,41,272,1263,2203,2445,2563,2223,924,161,12099,417,952,2931,3471,3617,3829,2754,913,131,19022,309,937,2447,2844,3356,3451,2187,565,71,16168,47,186,417,354,381,365,351,152,33,2296,439,814,1740,1568,1587,1340,1024,367,57,8941,40,20,30,20,11,17,36,15,13,201,42,94,242,278,318,388,333,159,39,1891,1601,1253,2893,2909,3604,4096,4417,3653,1510,25928,3675,6813,19262,21338,24526,27144,23900,11483,2987,141122
397,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,39,50,29,8,0,0,0,140,0,16,45,64,42,5,3,0,0,170
399,0,13,54,27,13,26,24,6,0,156,0,3,28,25,18,29,9,0,0,122,8,39,158,143,131,225,244,43,0,997,5,9,84,70,63,97,88,19,0,435,3,14,41,38,23,26,12,5,0,170,4,37,145,79,93,140,87,21,0,604,0,8,57,28,44,106,91,10,3,350,15,70,271,168,167,244,165,17,0,1113,3,51,196,145,120,159,92,22,4,786,3,20,108,59,29,24,19,0,0,257,10,36,104,78,53,61,38,5,3,393,6,0,4,0,0,0,9,0,0,18,0,6,20,17,7,24,15,3,0,92,135,294,809,756,653,533,374,85,16,3651,201,598,2066,1632,1417,1684,1277,239,26,9143
401,11,541,1409,1437,1466,1208,1070,521,134,7796,41,479,1618,1810,1068,585,308,53,3,5956,101,957,3701,3637,3585,3411,2724,1473,542,20140,66,494,1791,1438,1413,1146,840,477,121,7800,51,219,549,620,656,563,333,147,39,3184,75,1342,5191,4732,4480,4282,3280,1588,612,25581,40,418,2087,2278,2439,2846,3544,1654,379,15691,303,1932,7386,8749,7792,5563,3542,1411,392,37064,322,1383,4502,4753,4520,3986,3513,1400,288,24671,167,920,2156,1776,1265,897,590,277,99,8152,178,567,1623,1354,1209,912,560,243,84,6726,18,56,27,21,27,28,19,15,7,221,24,147,464,525,516,405,346,195,77,2695,696,1023,2140,1851,1804,1634,1544,1517,1236,13453,2103,10479,34645,34985,32243,27455,22219,10971,4017,179126
402,5,414,1276,1425,915,543,442,164,36,5223,68,611,2368,2365,936,547,252,39,4,7187,228,1775,6572,6114,5715,5325,4374,2422,671,33187,223,834,2537,1587,1370,1143,892,568,160,9314,52,279,836,723,613,480,233,72,18,3318,168,1663,5636,4626,3568,3175,1902,699,185,21621,55,637,3024,2859,2382,1938,1838,798,169,13704,379,2057,8945,9929,6951,4780,2660,859,204,36761,435,2005,6586,6222,5116,3973,2103,596,111,27145,217,718,1642,1204,635,438,291,131,28,5301,345,1131,3367,2683,1777,1202,700,268,57,11525,13,54,70,58,56,54,44,21,9,371,47,173,710,888,563,417,290,125,47,3263,1432,1664,4097,3688,3236,2636,2587,2561,1636,23526,3672,14007,47660,44376,33831,26640,18608,9313,3335,201447
403,10,474,1275,1391,1153,979,900,402,82,6674,44,327,1115,1620,972,646,283,55,4,5070,174,949,4053,4419,4807,4937,4504,2439,794,27079,189,634,2431,2000,1707,1458,1159,629,227,10430,86,222,754,815,727,559,317,100,28,3609,81,1406,5367,5153,4492,4625,3190,1255,428,25984,83,494,2792,2948,2796,2877,3361,1549,312,17219,233,1414,6413,8608,7666,5860,3850,1515,429,35994,463,1609,5517,5762,5399,4541,3309,1097,244,27947,249,749,1699,1660,1121,711,512,226,71,7004,348,874,2211,2109,1750,1155,890,378,99,9817,15,34,34,34,28,49,38,14,5,255,41,118,440,574,610,427,352,175,67,2801,795,951,2229,2402,2218,2143,2168,2035,1339,16276,2803,10249,36328,39493,35449,30979,24839,11869,4143,196147
404,5,304,969,926,720,518,360,126,33,3962,33,348,1412,1267,657,346,163,21,0,4250,95,868,3659,3049,3131,3173,2433,1243,499,18156,99,455,1682,1053,965,809,523,289,115,6000,25,116,386,354,339,245,146,45,11,1656,66,1124,4398,2882,2172,2092,1322,504,192,14751,39,338,2009,1685,1489,1688,1594,546,150,9528,171,1379,6062,6168,4715,3402,1823,650,225,24590,259,1110,3870,3534,2829,2552,1488,440,82,16161,94,511,1516,1231,731,441,274,95,33,4932,144,617,1903,1455,1208,847,482,240,68,6977,13,21,35,17,31,37,20,11,6,193,13,93,373,481,366,275,185,75,32,1894,483,808,2037,1722,1588,1547,1301,1200,738,11425,1539,8088,30320,25830,20937,17977,12110,5471,2190,124458
405,0,55,136,203,175,157,158,61,12,969,8,28,91,108,91,74,60,10,0,458,98,370,1298,1222,1506,1733,1565,745,169,8698,38,138,450,331,353,472,370,192,41,2373,59,211,474,636,538,484,263,82,20,2774,28,271,792,803,890,1405,1064,354,99,5695,19,152,664,789,729,769,935,389,63,4507,37,229,951,1441,1447,1272,820,261,54,6498,98,256,867,913,1112,1251,780,201,25,5509,15,71,170,163,143,129,111,35,13,857,93,213,610,595,543,402,290,90,30,2865,0,5,10,7,14,3,9,10,3,56,7,27,86,121,117,124,82,39,18,614,533,368,826,954,1176,1402,1466,1185,568,8492,1034,2396,7409,8295,8824,9670,7975,3653,1120,50375
406,0,12,76,85,71,64,56,15,5,381,11,13,106,72,42,33,15,8,0,305,56,293,1262,1176,1299,1350,967,408,110,6909,25,81,393,268,270,295,224,118,29,1715,36,83,240,285,255,172,113,28,8,1224,36,177,739,558,642,772,456,141,44,3561,15,152,701,589,551,457,429,170,39,3100,29,196,866,990,883,655,341,107,17,4088,57,230,799,747,746,715,349,83,8,3736,0,44,120,98,75,70,36,20,0,463,58,168,510,420,348,233,134,41,9,1930,0,7,7,10,0,5,9,11,0,55,4,16,67,78,84,79,46,18,8,413,507,460,1198,1082,1205,1158,958,746,339,7664,848,1935,7084,6466,6478,6063,4130,1911,622,35539
407,3,44,192,274,271,260,315,113,14,1474,12,63,182,194,139,125,104,8,0,824,122,606,1881,1925,2216,2530,2523,1309,309,13414,77,246,838,661,607,677,637,335,71,4152,141,293,802,996,1059,812,577,187,39,4899,52,371,1339,1337,1497,2104,1742,740,207,9388,37,220,1098,1103,1142,1252,1766,779,136,7533,127,469,1878,2326,2294,2234,1734,622,135,11819,182,514,1645,1699,1980,2087,1493,475,63,10131,50,134,305,288,256,257,189,92,31,1598,191,445,1152,1006,927,715,550,195,48,5227,4,11,17,15,20,20,12,12,4,115,12,42,144,162,202,206,180,84,28,1051,927,700,1665,1702,1977,2255,2476,1997,1011,14708,1925,4156,13121,13686,14594,15516,14292,6954,2098,86337
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,3,6,0,0,0,0,9
499,0,5,10,4,6,11,6,0,0,33,0,0,7,3,3,0,0,0,0,24,4,7,42,37,27,45,39,6,0,213,3,3,12,11,16,13,7,0,0,71,0,6,15,7,0,5,4,0,0,36,0,7,35,25,21,26,27,0,0,129,0,0,9,8,6,12,8,0,0,46,0,19,53,36,32,34,20,3,0,198,5,12,41,37,30,23,15,5,0,157,0,5,20,8,4,5,0,0,0,41,3,11,32,17,23,8,12,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,5,0,0,0,30,32,41,172,189,152,148,78,10,3,826,57,112,443,376,325,345,212,26,9,1909
501,7,65,304,509,501,382,324,102,17,2206,49,107,258,296,172,148,93,22,5,1147,210,773,2581,3085,3127,3048,2457,1062,221,16577,64,321,1076,1051,935,985,754,312,93,5580,116,177,482,741,694,559,356,155,39,3317,159,396,1428,1850,1707,1917,1430,644,175,9700,121,232,1000,1718,1943,1818,1511,534,120,8993,315,630,2189,2648,2570,2134,1517,553,119,12673,292,505,1346,1873,1855,1616,1082,331,55,8955,98,186,480,509,400,334,260,118,28,2409,160,396,1192,1203,1055,727,469,153,24,5392,33,26,34,8,17,23,15,13,4,171,23,57,153,245,284,224,156,60,22,1221,805,633,1816,2071,2229,1961,1908,1402,757,13574,2462,4501,14335,17803,17478,15883,12322,5457,1669,91922
502,0,62,118,187,138,149,135,51,9,852,23,96,169,167,109,99,63,17,0,743,145,430,1408,1555,1637,1883,1798,944,235,10034,55,145,485,434,506,505,465,306,68,2965,27,58,137,217,212,157,108,66,16,995,85,250,731,752,832,950,757,376,106,4839,56,166,577,779,904,856,745,317,87,4486,152,349,987,1300,1407,1317,1079,590,95,7277,141,383,907,1035,964,977,630,209,37,5284,56,135,189,159,140,114,125,61,27,1008,109,275,712,639,593,447,363,165,27,3323,30,13,16,10,9,11,12,0,0,99,12,28,70,109,132,121,74,55,19,621,400,433,956,1099,1139,994,1102,1096,716,7931,1297,2812,7478,8445,8709,8575,7455,4238,1441,50461
