SA4_CODE_2021,C21_P_NatPhy_sci_15_19,C21_P_NatPhy_sci_20_24,C21_P_NatPhy_sci_25_34,C21_P_NatPhy_sci_35_44,C21_P_NatPhy_sci_45_54,C21_P_NatPhy_sci_55_64,C21_P_NatPhy_sci_65_74,C21_P_NatPhy_sci_75_84,C21_P_NatPhy_sci_85over,C21_P_NatPhy_sci_Tot,C21_P_InfTec_15_19,C21_P_InfTec_20_24,C21_P_InfTec_25_34,C21_P_InfTec_35_44,C21_P_InfTec_45_54,C21_P_InfTec_55_64,C21_P_InfTec_65_74,C21_P_InfTec_75_84,C21_P_InfTec_85over,C21_P_InfTec_Tot,C21_P_EngRT_15_19,C21_P_EngRT_20_24,C21_P_EngRT_25_34,C21_P_EngRT_35_44,C21_P_EngRT_45_54,C21_P_EngRT_55_64,C21_P_EngRT_65_74,C21_P_EngRT_75_84,C21_P_EngRT_85over,C21_P_EngRT_Tot,C21_P_ArchBuild_15_19,C21_P_ArchBuild_20_24,C21_P_ArchBuild_25_34,C21_P_ArchBuild_35_44,C21_P_ArchBuild_45_54,C21_P_ArchBuild_55_64,C21_P_ArchBuild_65_74,C21_P_ArchBuild_75_84,C21_P_ArchBuild_85over,C21_P_ArchBuild_Tot,C21_P_AgEnv_RS_15_19,C21_P_AgEnv_RS_20_24,C21_P_AgEnv_RS_25_34,C21_P_AgEnv_RS_35_44,C21_P_AgEnv_RS_45_54,C21_P_AgEnv_RS_55_64,C21_P_AgEnv_RS_65_74,C21_P_AgEnv_RS_75_84,C21_P_AgEnv_RS_85over,C21_P_AgEnv_RS_Tot,C21_P_Health_15_19,C21_P_Health_20_24,C21_P_Health_25_34,C21_P_Health_35_44,C21_P_Health_45_54,C21_P_Health_55_64,C21_P_Health_65_74,C21_P_Health_75_84,C21_P_Health_85over,C21_P_Health_Tot,C21_P_Educ_15_19,C21_P_Educ_20_24,C21_P_Educ_25_34,C21_P_Educ_35_44,C21_P_Educ_45_54,C21_P_Educ_55_64,C21_P_Educ_65_74,C21_P_Educ_75_84,C21_P_Educ_85over,C21_P_Educ_Tot,C21_P_MngtCom_15_19,C21_P_MngtCom_20_24,C21_P_MngtCom_25_34,C21_P_MngtCom_35_44,C21_P_MngtCom_45_54,C21_P_MngtCom_55_64,C21_P_MngtCom_65_74,C21_P_MngtCom_75_84,C21_P_MngtCom_85over,C21_P_MngtCom_Tot,C21_P_Soc_cult_15_19,C21_P_Soc_cult_20_24,C21_P_Soc_cult_25_34,C21_P_Soc_cult_35_44,C21_P_Soc_cult_45_54,C21_P_Soc_cult_55_64,C21_P_Soc_cult_65_74,C21_P_Soc_cult_75_84,C21_P_Soc_cult_85over,C21_P_Soc_cult_Tot,C21_P_Creative_art_15_19,C21_P_Creative_art_20_24,C21_P_Creative_art_25_34,C21_P_Creative_art_35_44,C21_P_Creative_art_45_54,C21_P_Creative_art_55_64,C21_P_Creative_art_65_74,C21_P_Creative_art_75_84,C21_P_Creative_art_85over,C21_P_Creative_art_Tot,C21_P_FoodHos_PS_15_19,C21_P_FoodHos_PS_20_24,C21_P_FoodHos_PS_25_34,C21_P_FoodHos_PS_35_44,C21_P_FoodHos_PS_45_54,C21_P_FoodHos_PS_55_64,C21_P_FoodHos_PS_65_74,C21_P_FoodHos_PS_75_84,C21_P_FoodHos_PS_85over,C21_P_FoodHos_PS_Tot,C21_P_MixFld_pr_15_19,C21_P_MixFld_pr_20_24,C21_P_MixFld_pr_25_34,C21_P_MixFld_pr_35_44,C21_P_MixFld_pr_45_54,C21_P_MixFld_pr_55_64,C21_P_MixFld_pr_65_74,C21_P_MixFld_pr_75_84,C21_P_MixFld_pr_85over,C21_P_MixFld_pr_Tot,C21_P_FldStu_ID_15_19,C21_P_FldStu_ID_20_24,C21_P_FldStu_ID_25_34,C21_P_FldStu_ID_35_44,C21_P_FldStu_ID_45_54,C21_P_FldStu_ID_55_64,C21_P_FldStu_ID_65_74,C21_P_FldStu_ID_75_84,C21_P_FldStu_ID_85over,C21_P_FldStu_ID_Tot,C21_P_FldStu_NS_15_19,C21_P_FldStu_NS_20_24,C21_P_FldStu_NS_25_34,C21_P_FldStu_NS_35_44,C21_P_FldStu_NS_45_54,C21_P_FldStu_NS_55_64,C21_P_FldStu_NS_65_74,C21_P_FldStu_NS_75_84,C21_P_FldStu_NS_85over,C21_P_FldStu_NS_Tot,C21_P_Tot_15_19,C21_P_Tot_20_24,C21_P_Tot_25_34,C21_P_Tot_35_44,C21_P_Tot_45_54,C21_P_Tot_55_64,C21_P_Tot_65_74,C21_P_Tot_75_84,C21_P_Tot_85over,C21_P_Tot_Tot
503,13,894,1755,1332,1133,1022,742,365,97,7352,17,221,822,937,563,374,124,31,4,3086,63,694,3538,3071,2275,1922,1407,691,248,13897,18,215,1080,828,728,638,485,199,84,4280,6,110,364,314,272,213,131,97,36,1542,67,733,4037,3044,2855,2604,1775,1031,413,16563,45,179,1015,1122,1334,1584,1700,816,280,8082,250,1527,5492,5767,5238,3653,2103,961,304,25297,133,1082,3777,3396,2931,2315,1882,793,227,16528,153,712,1751,1216,786,504,358,184,47,5711,79,365,965,692,502,363,256,113,49,3382,15,23,31,18,20,6,16,10,3,140,27,125,311,315,293,213,164,91,41,1565,365,863,2522,1690,1302,1162,1089,872,673,10538,1253,7734,27456,23756,20224,16578,12227,6241,2498,117968
504,13,371,1017,1061,856,557,365,136,21,4406,47,251,973,1228,670,340,133,27,0,3668,269,1141,5105,4952,4305,4023,2902,1267,279,24238,112,400,1606,1344,1081,896,666,337,83,6531,33,148,520,488,460,327,200,77,12,2263,97,937,3344,2836,2173,1873,1205,514,156,13125,76,411,2039,2114,2214,1903,1329,569,126,10780,436,1398,5302,6389,4675,3336,1788,707,161,24184,330,1093,3504,3625,2981,2258,1418,406,57,15677,205,627,1466,1259,739,475,329,104,25,5231,238,762,2249,1902,1284,885,485,188,32,8034,53,47,50,19,24,27,26,11,0,249,33,93,405,550,430,322,199,84,19,2142,810,1039,3031,2815,2438,1976,1471,1303,820,15698,2750,8714,30618,30586,24324,19194,12505,5738,1806,136230
505,17,903,2226,2447,2040,1414,876,352,68,10339,101,589,1823,2725,1838,952,356,63,3,8443,406,2048,9317,9739,8766,8097,6241,2808,816,48235,239,919,4205,4018,3315,2644,1731,793,234,18104,42,232,831,1086,755,575,303,119,33,3973,241,2210,7938,7039,5954,4811,2898,1314,391,32789,241,943,4381,5134,5266,4558,3303,1388,344,25558,900,2973,11246,14858,12447,8312,5226,2152,582,58695,692,2509,7027,7532,6365,4655,2948,936,192,32857,434,1379,2754,2542,1456,854,547,229,76,10262,451,1460,3935,3526,2926,1934,1106,486,108,15931,124,85,69,49,35,51,42,24,9,489,79,223,770,911,804,596,357,179,59,3970,1399,1940,5610,5393,4525,3459,2813,2568,1776,29473,5355,18404,62131,67005,56495,42921,28743,13407,4687,299140
506,28,966,2523,2571,1904,1274,838,321,70,10495,144,715,2646,3466,1451,726,263,38,6,9462,458,2458,10302,11062,8658,7203,5378,2424,642,48595,175,788,2876,2365,1714,1541,1289,626,192,11573,71,290,852,962,744,560,349,157,41,4019,256,2226,7401,6266,4332,3515,2474,1128,306,27905,248,851,3327,3769,3556,3298,2556,1143,271,19035,896,3352,11899,13979,9834,6557,3923,1484,368,52293,663,2300,6464,6811,5254,3996,2548,867,158,29064,372,1278,2470,1942,1080,604,411,193,59,8413,422,1629,4058,3516,2156,1405,894,336,69,14493,88,91,98,53,38,55,41,26,10,488,67,225,885,942,720,500,337,168,53,3906,1548,2442,6330,5569,4456,3551,2784,2554,1999,31240,5448,19613,62135,63278,45892,34798,24081,11477,4257,270971
507,15,664,1645,1820,1583,1232,831,320,70,8186,106,450,1248,1906,1094,604,224,55,4,5696,495,1916,7833,8716,7745,6806,4797,2248,619,41181,166,671,2459,2248,1928,1621,1127,611,198,11034,41,246,745,932,779,552,336,140,38,3810,228,1621,6084,5673,4610,3822,2352,1057,331,25780,261,772,3239,3791,3873,3427,2518,1044,273,19205,607,2172,7548,10160,8671,6109,3686,1383,396,40739,556,1854,5394,5658,5177,3983,2455,881,165,26126,364,1010,1992,1841,1177,761,519,188,55,7911,381,1083,2901,2656,2151,1321,798,344,79,11716,70,59,69,36,34,37,29,13,7,360,66,187,612,747,693,480,312,136,44,3280,1256,1796,4566,4409,3711,2972,2492,2138,1662,24999,4620,14502,46341,50597,43232,33728,22488,10559,3951,230021
509,3,62,169,279,253,218,179,71,7,1258,25,55,132,125,114,105,64,14,0,640,135,444,1650,1554,1725,1977,1662,676,153,9984,53,162,565,492,498,531,464,209,54,3028,134,271,616,856,830,760,504,192,42,4206,76,281,971,965,1059,1384,1022,493,143,6394,38,164,699,1001,1171,1261,1124,426,89,5975,203,418,1194,1497,1481,1455,974,381,81,7679,124,262,814,1007,1078,1195,888,220,41,5622,49,91,252,241,246,212,206,96,20,1415,91,219,629,547,588,433,294,128,22,2952,24,21,14,14,7,11,3,0,0,101,8,36,73,119,138,156,121,51,13,712,817,682,1695,1805,2160,2297,2093,1441,679,13678,1775,3162,9465,10499,11341,12008,9599,4413,1362,63631
510,0,52,215,217,132,57,17,6,0,696,12,22,109,116,44,21,3,0,0,334,111,478,2547,2544,1734,1106,340,59,4,8926,19,92,620,583,387,274,101,30,5,2106,27,63,233,270,203,127,31,10,0,961,19,190,988,812,554,467,176,37,0,3244,12,155,842,834,633,447,167,31,0,3121,93,279,1416,1555,997,592,178,23,0,5134,60,204,884,832,594,438,150,28,3,3190,12,45,259,193,107,54,37,8,0,708,48,159,580,513,376,188,34,11,0,1909,5,9,15,12,6,3,5,0,0,48,10,27,129,169,144,102,25,5,0,611,885,1115,3556,3165,2545,1868,697,223,63,14117,1317,2895,12393,11818,8456,5744,1952,465,84,45117
511,8,85,357,313,186,126,61,21,4,1154,15,49,128,128,88,53,31,6,0,495,167,637,2420,2180,2100,1854,1147,395,102,11004,30,174,579,492,419,467,342,124,19,2652,48,131,330,386,384,299,185,66,18,1847,61,311,991,869,916,792,516,227,64,4752,23,169,767,911,1027,865,479,174,28,4445,152,450,1251,1476,1358,1026,497,170,48,6420,99,254,874,880,753,688,374,100,14,4035,38,90,220,226,135,111,61,31,4,920,84,292,731,599,581,333,172,79,8,2882,13,21,24,8,4,15,5,4,4,89,15,34,100,125,114,110,64,29,13,592,887,1105,2569,2436,2381,2165,1576,982,406,14500,1635,3812,11338,11030,10451,8886,5508,2404,724,55784
597,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,18,46,27,15,5,0,0,113,0,0,7,11,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,5,3,0,0,3,0,0,11,0,0,4,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,4,0,0,4,0,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,6,3,15,51,75,48,21,3,0,0,228,3,32,97,145,92,48,15,0,0,428
599,0,12,29,17,12,15,9,0,0,80,0,0,10,9,7,4,6,0,0,39,0,20,122,98,82,90,71,19,0,508,0,9,41,40,28,21,23,0,0,165,0,9,17,17,8,10,11,0,0,67,0,18,74,58,24,37,31,6,0,238,0,9,29,25,22,25,16,0,0,135,6,28,116,86,61,67,40,5,0,413,4,34,77,60,38,63,26,6,0,297,4,16,40,18,9,8,4,0,0,95,9,11,40,39,24,29,11,0,0,167,0,5,0,0,0,5,0,0,0,5,5,10,9,5,9,11,0,0,0,39,105,234,666,815,753,496,247,70,22,3408,131,400,1270,1293,1073,876,505,105,20,5668
601,4,362,1222,1097,1035,768,607,246,67,5422,4,377,2133,1210,563,351,170,33,4,4848,69,534,2831,2344,2397,2517,2137,1238,369,14446,82,421,1682,1331,1190,1175,770,434,112,7199,13,157,517,558,583,469,289,102,33,2727,47,868,3310,2536,2259,2361,1869,803,276,14324,14,213,1516,1838,1750,2033,2049,942,282,10634,151,1352,8939,5606,3961,3208,2068,768,239,26303,125,969,3929,3569,3419,2982,2198,685,139,18001,33,366,1295,1032,822,612,471,204,58,4897,123,568,1843,1423,1131,786,477,199,34,6589,11,45,51,15,16,21,27,12,3,203,18,119,427,419,392,301,222,109,32,2043,744,821,2425,1906,1636,1667,1776,1581,845,13391,1444,7168,32123,24887,21163,19252,15133,7358,2496,131034
602,4,67,247,304,282,271,246,102,20,1550,18,140,562,317,225,168,91,14,0,1538,48,446,1769,1497,1684,2015,1680,855,228,10222,35,288,986,664,735,759,524,270,75,4327,42,149,516,546,540,447,280,112,28,2670,40,409,1741,1481,1416,1626,1221,546,145,8618,14,148,781,1149,1209,1250,1213,604,144,6517,64,557,2792,2281,2085,1844,1250,459,106,11443,74,484,1521,1486,1670,1579,1120,308,59,8293,15,155,472,414,368,339,304,126,28,2220,115,395,1077,861,766,538,366,125,24,4275,3,23,17,9,7,9,14,9,10,107,11,33,165,183,181,167,138,73,22,981,546,653,1317,1106,1238,1415,1550,1330,618,9767,1032,3945,13973,12304,12408,12430,9994,4932,1503,72521
603,0,16,91,132,119,161,105,40,9,677,3,17,58,73,51,58,35,0,0,307,24,91,366,404,505,680,571,232,38,2918,16,67,235,210,221,291,214,97,12,1360,18,69,202,238,230,209,122,49,7,1135,9,58,216,254,305,490,371,140,34,1871,0,32,149,255,256,362,388,175,35,1639,22,102,503,512,505,549,379,112,27,2708,15,92,303,455,456,617,458,87,11,2496,3,30,102,168,133,184,135,58,8,820,16,72,243,264,223,203,108,31,3,1160,0,3,4,3,0,0,3,5,0,23,3,8,34,51,68,57,60,21,0,301,229,184,407,417,500,622,649,404,150,3564,356,828,2900,3454,3568,4485,3608,1449,345,20981
604,0,24,152,131,148,158,127,67,14,826,3,52,266,190,118,123,67,18,0,844,64,353,1384,1322,1576,1778,1404,666,157,8706,41,241,657,444,506,640,497,235,49,3314,21,112,337,377,382,327,162,60,12,1784,30,288,967,809,918,1092,867,355,97,5433,20,135,627,843,791,869,867,460,115,4722,58,384,1699,1483,1462,1418,874,242,50,7674,83,393,1200,1186,1322,1318,776,194,32,6505,16,66,226,191,150,203,146,45,6,1050,56,346,854,661,610,467,282,103,23,3407,3,5,21,5,14,9,13,4,5,73,4,40,94,123,139,118,88,34,15,660,536,440,1034,968,1173,1288,1422,1183,494,8547,946,2881,9516,8725,9304,9815,7600,3670,1070,53543
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,3,0,0,0,0,14
699,0,0,0,5,0,0,0,0,0,10,0,5,0,3,3,4,5,0,0,19,0,6,17,8,12,21,7,6,0,73,0,0,3,3,0,8,0,0,0,26,0,0,0,3,7,5,0,0,0,18,0,3,15,11,7,12,0,0,0,45,0,0,3,8,12,9,6,0,0,28,0,5,12,15,9,10,3,0,0,53,0,9,13,12,17,12,13,0,0,59,0,4,6,5,5,6,0,0,0,32,4,4,9,6,3,6,0,0,0,39,3,0,0,0,0,0,0,0,0,3,0,0,9,0,3,9,0,0,0,16,21,21,52,53,46,53,77,8,3,342,24,54,148,130,130,137,108,14,3,760
701,0,102,427,462,359,239,157,35,9,1785,38,240,789,615,305,171,70,5,0,2228,190,640,2680,2316,2087,1679,988,353,71,11017,74,156,762,694,556,482,271,124,22,3138,53,109,348,404,343,233,121,32,3,1639,46,470,2652,1956,1260,974,517,183,40,8097,28,189,1133,1276,1112,937,629,235,25,5566,192,734,4464,3541,2568,1642,738,192,24,14098,154,509,2282,2217,1731,1231,653,175,23,8975,18,122,483,427,273,177,100,31,3,1638,137,298,1079,916,578,329,148,36,6,3516,9,10,15,22,17,5,3,4,0,88,18,55,285,281,272,158,89,25,3,1190,743,1049,2842,2369,2036,1552,1035,473,167,12259,1696,4675,20239,17483,13493,9816,5524,1900,397,75220
702,0,18,125,127,90,81,44,21,0,507,3,22,143,114,44,45,8,0,0,388,50,220,936,773,715,650,352,97,8,3795,17,87,366,342,269,229,118,31,5,1463,55,152,295,284,241,155,51,15,0,1252,20,168,1110,852,634,614,244,49,20,3707,12,106,597,571,609,577,300,81,11,2866,74,162,1196,971,843,565,253,37,6,4098,32,198,1118,992,785,602,256,49,8,4033,11,56,238,161,106,100,46,14,0,738,68,165,464,349,238,164,62,12,0,1520,3,8,8,12,14,11,5,0,0,56,5,33,105,119,76,54,30,3,0,420,919,922,2319,1738,1563,1367,731,234,62,9853,1267,2316,9016,7413,6222,5203,2487,649,119,34698
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,6,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,4,6,7,0,0,0,26,4,5,19,16,10,12,0,0,0,71
799,0,6,13,8,3,5,7,0,0,35,0,0,0,8,4,4,0,0,0,19,0,4,41,29,17,33,39,10,0,171,0,0,19,15,8,15,8,0,0,70,4,0,11,6,7,5,0,0,0,30,0,8,49,20,14,28,9,0,0,123,0,0,11,13,17,18,13,4,0,78,0,9,47,46,25,33,19,0,0,179,0,6,43,29,19,20,16,0,0,141,0,0,21,6,10,3,8,0,0,43,0,0,7,8,11,14,5,0,0,43,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,3,0,0,0,19,47,94,269,265,327,266,101,22,0,1396,49,131,547,451,471,441,228,30,0,2351
801,19,1045,3395,2966,2569,2121,1726,854,232,14933,108,1497,5711,5867,3443,2284,921,156,11,19998,75,866,5084,4682,3810,3287,2593,1386,527,22302,123,769,2753,2089,1692,1304,901,553,173,10350,28,236,961,909,869,637,398,215,62,4309,73,1463,6253,4905,3550,3041,2208,1113,405,23008,47,600,3402,3703,3137,2749,2752,1577,392,18368,252,2488,13208,13365,10399,7084,4300,1609,430,53132,243,3647,12905,11807,9244,6992,5407,2363,553,53161,139,1016,3226,2925,1860,1075,659,268,78,11246,332,892,2487,2063,1507,827,445,238,60,8849,29,45,48,25,28,24,34,15,7,254,42,278,944,1117,876,638,460,273,118,4746,1310,2158,4598,3488,2562,1983,1793,1457,885,20240,2820,17017,64987,59884,45541,34056,24589,12068,3939,264899
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,5,0,8,0,0,0,0,16,0,0,0,0,0,6,0,0,0,15,0,0,11,0,4,5,0,0,0,22,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,11,0,4,5,7,4,7,0,0,0,21,0,0,0,0,0,5,0,0,0,11,0,6,4,11,0,3,0,3,0,40,0,0,19,10,8,10,6,0,0,56,0,4,0,3,0,0,0,0,0,12,5,3,3,10,4,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,9,17,40,25,21,14,5,0,136,8,40,80,77,58,64,24,8,4,368
901,0,0,8,18,15,13,7,6,0,59,0,0,4,7,4,6,3,0,0,28,0,12,51,47,65,81,64,14,4,331,3,7,15,18,31,31,16,9,5,146,0,4,12,8,15,14,0,4,0,57,0,4,21,22,30,27,35,9,4,157,0,8,22,43,33,38,26,7,6,185,0,16,51,69,50,53,41,12,0,284,0,9,27,57,39,26,22,11,0,203,0,0,11,9,6,17,5,6,0,55,7,13,22,28,29,26,9,4,5,145,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,9,7,0,0,36,35,58,216,167,144,126,94,58,9,908,55,145,465,502,459,471,330,133,34,2605
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,4,0,0,3,0,0,0,11
