SA4_CODE_2021,C21_20_24_Mar_DFM_F,C21_20_24_Mar_DFM_P,C21_20_24_N_mar_M,C21_20_24_N_mar_F,C21_20_24_N_mar_P,C21_20_24_Tot_M,C21_20_24_Tot_F,C21_20_24_Tot_P,C21_25_29_Mar_RegM_M,C21_25_29_Mar_RegM_F,C21_25_29_Mar_RegM_P,C21_25_29_Mar_DFM_M,C21_25_29_Mar_DFM_F,C21_25_29_Mar_DFM_P,C21_25_29_N_mar_M,C21_25_29_N_mar_F,C21_25_29_N_mar_P,C21_25_29_Tot_M,C21_25_29_Tot_F,C21_25_29_Tot_P,C21_30_34_Mar_RegM_M,C21_30_34_Mar_RegM_F,C21_30_34_Mar_RegM_P,C21_30_34_Mar_DFM_M,C21_30_34_Mar_DFM_F,C21_30_34_Mar_DFM_P,C21_30_34_N_mar_M,C21_30_34_N_mar_F,C21_30_34_N_mar_P,C21_30_34_Tot_M,C21_30_34_Tot_F,C21_30_34_Tot_P,C21_35_39_Mar_RegM_M,C21_35_39_Mar_RegM_F,C21_35_39_Mar_RegM_P,C21_35_39_Mar_DFM_M,C21_35_39_Mar_DFM_F,C21_35_39_Mar_DFM_P,C21_35_39_N_mar_M,C21_35_39_N_mar_F,C21_35_39_N_mar_P,C21_35_39_Tot_M,C21_35_39_Tot_F,C21_35_39_Tot_P,C21_40_44_Mar_RegM_M,C21_40_44_Mar_RegM_F,C21_40_44_Mar_RegM_P,C21_40_44_Mar_DFM_M,C21_40_44_Mar_DFM_F,C21_40_44_Mar_DFM_P,C21_40_44_N_mar_M,C21_40_44_N_mar_F,C21_40_44_N_mar_P,C21_40_44_Tot_M,C21_40_44_Tot_F,C21_40_44_Tot_P,C21_45_49_Mar_RegM_M,C21_45_49_Mar_RegM_F,C21_45_49_Mar_RegM_P,C21_45_49_Mar_DFM_M,C21_45_49_Mar_DFM_F,C21_45_49_Mar_DFM_P,C21_45_49_N_mar_M,C21_45_49_N_mar_F,C21_45_49_N_mar_P,C21_45_49_Tot_M,C21_45_49_Tot_F,C21_45_49_Tot_P,C21_50_54_Mar_RegM_M,C21_50_54_Mar_RegM_F,C21_50_54_Mar_RegM_P,C21_50_54_Mar_DFM_M,C21_50_54_Mar_DFM_F,C21_50_54_Mar_DFM_P,C21_50_54_N_mar_M,C21_50_54_N_mar_F,C21_50_54_N_mar_P,C21_50_54_Tot_M,C21_50_54_Tot_F,C21_50_54_Tot_P,C21_55_59_Mar_RegM_M,C21_55_59_Mar_RegM_F,C21_55_59_Mar_RegM_P,C21_55_59_Mar_DFM_M,C21_55_59_Mar_DFM_F,C21_55_59_Mar_DFM_P,C21_55_59_N_mar_M,C21_55_59_N_mar_F,C21_55_59_N_mar_P,C21_55_59_Tot_M,C21_55_59_Tot_F,C21_55_59_Tot_P,C21_60_64_Mar_RegM_M,C21_60_64_Mar_RegM_F,C21_60_64_Mar_RegM_P,C21_60_64_Mar_DFM_M,C21_60_64_Mar_DFM_F,C21_60_64_Mar_DFM_P,C21_60_64_N_mar_M,C21_60_64_N_mar_F,C21_60_64_N_mar_P,C21_60_64_Tot_M,C21_60_64_Tot_F,C21_60_64_Tot_P,C21_65_69_Mar_RegM_M,C21_65_69_Mar_RegM_F,C21_65_69_Mar_RegM_P,C21_65_69_Mar_DFM_M,C21_65_69_Mar_DFM_F,C21_65_69_Mar_DFM_P,C21_65_69_N_mar_M,C21_65_69_N_mar_F,C21_65_69_N_mar_P,C21_65_69_Tot_M,C21_65_69_Tot_F,C21_65_69_Tot_P,C21_70_74_Mar_RegM_M,C21_70_74_Mar_RegM_F,C21_70_74_Mar_RegM_P,C21_70_74_Mar_DFM_M,C21_70_74_Mar_DFM_F,C21_70_74_Mar_DFM_P,C21_70_74_N_mar_M,C21_70_74_N_mar_F,C21_70_74_N_mar_P,C21_70_74_Tot_M,C21_70_74_Tot_F,C21_70_74_Tot_P,C21_75_79_Mar_RegM_M,C21_75_79_Mar_RegM_F,C21_75_79_Mar_RegM_P,C21_75_79_Mar_DFM_M,C21_75_79_Mar_DFM_F,C21_75_79_Mar_DFM_P,C21_75_79_N_mar_M,C21_75_79_N_mar_F,C21_75_79_N_mar_P,C21_75_79_Tot_M,C21_75_79_Tot_F,C21_75_79_Tot_P,C21_80_84_Mar_RegM_M,C21_80_84_Mar_RegM_F,C21_80_84_Mar_RegM_P,C21_80_84_Mar_DFM_M,C21_80_84_Mar_DFM_F,C21_80_84_Mar_DFM_P,C21_80_84_N_mar_M,C21_80_84_N_mar_F,C21_80_84_N_mar_P,C21_80_84_Tot_M,C21_80_84_Tot_F,C21_80_84_Tot_P,C21_85_over_Mar_RegM_M,C21_85_over_Mar_RegM_F,C21_85_over_Mar_RegM_P,C21_85_over_Mar_DFM_M,C21_85_over_Mar_DFM_F,C21_85_over_Mar_DFM_P,C21_85_over_N_mar_M,C21_85_over_N_mar_F,C21_85_over_N_mar_P,C21_85_over_Tot_M,C21_85_over_Tot_F,C21_85_over_Tot_P,C21_Tot_Marr_reg_marr_M,C21_Tot_Marr_reg_marr_F,C21_Tot_Marr_reg_marr_P,C21_Tot_Mar_de_fa_mar_M,C21_Tot_Mar_de_fa_mar_F,C21_Tot_Mar_de_fa_mar_P,C21_Tot_N_mar_M,C21_Tot_N_mar_F,C21_Tot_N_mar_P,C21_Tot_Tot_M,C21_Tot_Tot_F,C21_Tot_Tot_P
308,1738,2960,4003,3347,7343,5370,5420,10791,1158,1794,2956,1842,2138,3983,2794,2462,5255,5796,6397,12192,2519,3370,5884,1462,1489,2949,1969,1896,3862,5947,6751,12697,3454,4153,7606,1090,1162,2252,1699,1776,3471,6243,7086,13333,3335,3739,7074,863,901,1761,1600,1723,3325,5801,6362,12164,3463,3880,7344,832,814,1646,1713,1891,3596,6004,6581,12583,3455,3821,7273,759,778,1532,1908,1929,3831,6126,6523,12645,3655,3983,7636,680,678,1356,2017,1951,3969,6352,6612,12963,3760,3808,7564,543,461,1009,1892,1889,3783,6193,6158,12351,3328,2979,6311,312,245,554,1596,1640,3243,5239,4866,10108,2781,2355,5131,188,150,332,1274,1545,2816,4240,4041,8284,1886,1478,3370,103,82,186,823,1326,2146,2817,2885,5701,1088,724,1810,43,28,72,505,1192,1695,1634,1951,3582,595,268,858,25,8,40,522,1164,1686,1147,1438,2583,34625,36692,71316,10093,10908,21002,30617,31378,61995,75343,78978,154320
309,3599,5997,14695,13922,28618,17389,18099,35481,2374,3838,6212,5668,6627,12289,10554,9431,19983,18596,19893,38487,6728,9009,15740,5388,5564,10952,6763,6703,13470,18884,21279,40163,10091,11872,21967,4098,3842,7939,5016,5695,10707,19207,21403,40612,11005,11886,22886,3040,2863,5903,4649,5847,10494,18687,20595,39280,11455,12183,23643,2670,2565,5237,5224,6490,11720,19355,21246,40595,11081,11360,22441,2467,2377,4843,4933,6704,11637,18482,20443,38919,10397,10365,20766,1917,1768,3685,4687,6510,11196,17006,18648,35654,9833,9738,19571,1459,1329,2791,4228,6718,10945,15524,17785,33311,9003,8800,17799,1084,828,1918,3630,6193,9822,13715,15823,29535,9309,8192,17503,893,550,1446,3448,6227,9678,13652,14978,28632,6904,5255,12162,462,304,766,2432,5038,7465,9796,10596,20397,4040,2477,6521,242,125,360,1602,3878,5471,5881,6472,12354,2235,989,3225,124,53,179,1652,4331,5983,4010,5367,9381,104775,106540,211308,32075,32670,64741,90725,110112,200841,227569,249323,476896
310,2530,4360,8452,7365,15820,10565,10499,21066,2117,3290,5409,3229,3608,6839,5652,5147,10800,11001,12046,23049,5122,6557,11678,2772,2782,5559,3786,3932,7721,11683,13272,24952,6634,7611,14248,1949,1952,3900,3159,3584,6745,11746,13150,24894,6143,6412,12553,1439,1380,2826,2886,3270,6162,10471,11069,21541,6048,6142,12185,1341,1327,2672,2927,3699,6622,10308,11170,21475,5806,5961,11771,1163,1060,2224,2944,3729,6673,9917,10749,20672,5654,5526,11176,880,828,1706,2788,3556,6344,9325,9909,19231,5334,4868,10199,625,513,1139,2484,3320,5804,8444,8694,17144,4396,3919,8321,381,311,697,2052,3007,5058,6837,7238,14071,3870,3352,7222,259,158,421,1589,2649,4240,5725,6157,11878,2679,1985,4658,110,86,202,1096,2202,3298,3890,4272,8158,1506,1011,2517,58,34,90,719,1707,2429,2285,2747,5035,847,363,1209,25,11,33,643,1724,2367,1512,2105,3613,56449,57615,114069,16212,16870,33083,52166,59476,111647,124832,133964,258793
311,2473,4201,8660,7250,15906,10774,10407,21185,2178,3384,5568,3000,3296,6295,6033,4942,10980,11215,11627,22840,4789,6012,10805,2499,2559,5056,3964,3753,7715,11253,12321,23573,6217,6857,13072,1913,1839,3748,3232,3444,6681,11360,12139,23496,5909,6281,12193,1430,1426,2860,2895,3285,6182,10236,10997,21235,5801,6077,11877,1359,1301,2658,2993,3451,6448,10153,10828,20984,5767,5799,11566,1200,1081,2282,2821,3488,6308,9780,10365,20148,5427,5333,10764,953,865,1821,2486,3343,5828,8862,9544,18408,5220,4977,10201,618,518,1131,2292,3256,5554,8132,8752,16889,4566,4303,8870,415,311,731,1916,2945,4856,6898,7560,14454,4306,3729,8038,243,196,442,1648,2944,4591,6196,6872,13070,2837,1987,4828,151,89,241,1114,2240,3358,4109,4320,8424,1528,875,2407,61,42,99,689,1549,2238,2279,2466,4745,709,318,1022,19,8,34,541,1454,1994,1266,1787,3052,55654,56639,112298,15739,16258,32001,52624,57717,110335,124021,130613,254634
312,1320,2189,3081,2445,5524,4038,3970,8008,852,1381,2239,1513,1797,3300,2160,1759,3921,4528,4936,9461,1900,2628,4536,1275,1344,2620,1422,1408,2828,4602,5379,9982,2579,3261,5836,962,1038,1999,1379,1290,2673,4918,5596,10509,2663,3013,5673,754,744,1498,1198,1219,2422,4621,4975,9591,2691,3059,5745,718,758,1478,1332,1357,2690,4742,5173,9914,2802,3057,5859,666,693,1356,1474,1339,2814,4942,5086,10024,2878,3155,6037,578,547,1127,1482,1376,2858,4941,5078,10017,2906,2881,5786,432,391,820,1418,1318,2734,4752,4594,9348,2512,2294,4807,269,192,464,1166,1158,2323,3946,3644,7594,2090,1747,3836,167,124,294,871,1109,1980,3133,2979,6113,1361,1039,2398,101,68,162,639,943,1586,2097,2045,4149,756,434,1189,30,21,54,399,792,1186,1182,1245,2426,419,206,622,18,8,26,337,807,1143,770,1021,1793,26504,28348,54861,8421,9217,17638,22987,22449,45438,57918,60020,117941
313,1570,2689,5237,4438,9678,6517,6304,12818,1142,1700,2840,1860,2065,3925,3409,3086,6492,6412,6848,13259,2448,3141,5594,1559,1627,3187,2327,2457,4782,6336,7224,13558,3402,4042,7451,1257,1308,2563,1946,2280,4223,6607,7629,14231,3536,4080,7620,1054,1088,2140,1922,2347,4267,6515,7521,14032,4012,4214,8228,1058,1052,2117,2203,2739,4951,7286,8007,15293,4253,4594,8840,987,938,1925,2284,2906,5191,7519,8435,15955,4306,4583,8890,830,778,1607,2172,2877,5044,7301,8237,15534,4529,4637,9169,575,606,1186,2020,2921,4939,7127,8168,15291,4709,4766,9474,519,458,971,1799,2915,4712,7022,8135,15161,4876,4453,9324,391,338,725,1811,3104,4921,7073,7892,14968,3635,2669,6306,247,144,388,1225,2611,3833,5113,5422,10531,1946,1298,3240,94,70,158,839,1923,2763,2876,3289,6163,1044,486,1531,29,24,53,805,1899,2701,1879,2406,4284,43999,44955,88957,11673,12250,23921,37410,45395,82813,93083,102606,195692
314,1464,2467,4982,4212,9194,6120,5952,12073,1163,1793,2951,2007,2227,4235,2991,2622,5617,6155,6645,12801,3198,4114,7310,1684,1639,3319,1991,1897,3890,6869,7648,14519,4563,5238,9801,1196,1194,2389,1547,1823,3372,7308,8256,15561,4865,5035,9902,962,953,1918,1432,1838,3273,7259,7829,15095,4811,4954,9767,881,869,1752,1504,2019,3526,7194,7841,15038,4603,4513,9113,708,676,1387,1381,1963,3347,6691,7149,13847,3846,3781,7625,552,481,1033,1159,1746,2899,5553,6005,11562,3468,3409,6880,364,276,642,902,1553,2451,4736,5236,9977,2970,2682,5653,199,171,369,764,1471,2241,3929,4324,8257,2748,2401,5150,130,104,233,674,1520,2194,3554,4025,7575,1856,1420,3269,61,48,107,483,1208,1690,2400,2675,5075,934,548,1483,30,13,44,328,852,1178,1288,1412,2705,447,202,649,5,3,12,295,920,1217,746,1126,1869,39602,40364,79969,9832,10228,20058,27515,32331,59842,76944,82923,159870
315,728,1224,1498,1352,2850,2041,2156,4200,312,472,784,890,965,1855,1150,1135,2279,2357,2560,4922,671,874,1545,761,816,1579,788,829,1613,2221,2516,4735,814,998,1811,587,634,1214,590,692,1284,1987,2319,4307,817,889,1707,476,462,941,549,605,1155,1843,1961,3804,811,912,1718,439,427,867,646,651,1300,1893,1987,3882,915,987,1906,380,366,746,763,695,1455,2055,2052,4109,1011,1045,2065,307,276,583,774,712,1482,2091,2036,4128,955,886,1836,246,191,438,729,699,1424,1927,1763,3692,742,622,1362,153,112,269,624,529,1151,1518,1261,2779,558,431,987,72,49,124,510,460,965,1137,943,2081,368,285,657,36,17,54,335,370,700,737,666,1407,223,111,334,17,8,26,194,244,436,434,362,793,107,41,152,0,0,6,119,236,352,221,287,506,8355,8635,16991,4931,5158,10091,11180,10851,22032,24465,24650,49114
316,1750,2888,7040,6495,13533,8365,8629,16998,1327,2117,3441,2458,2973,5432,4725,4255,8976,8506,9339,17847,3575,4922,8498,2612,2596,5207,3129,3064,6187,9309,10582,19891,5747,6860,12603,1968,2104,4082,2422,2954,5382,10143,11923,22059,6263,7136,13396,1685,1719,3404,2394,3080,5468,10340,11931,22275,7268,7782,15052,1593,1671,3259,2708,3829,6534,11565,13286,24852,7108,7585,14696,1573,1597,3170,2834,4060,6892,11522,13243,24759,6939,7651,14592,1377,1416,2793,2743,4337,7082,11061,13402,24465,7403,7720,15125,1238,1125,2363,2776,4262,7037,11415,13111,24526,7468,7261,14728,877,757,1629,2403,4150,6551,10749,12162,22912,7599,6918,14516,703,501,1202,2233,4138,6374,10535,11561,22096,5647,4468,10123,402,278,678,1657,3642,5297,7710,8387,16094,3414,2227,5648,170,92,260,1119,2973,4096,4706,5296,10001,2115,1028,3146,88,46,128,1213,3263,4476,3410,4338,7754,72080,74064,146143,17955,18779,36742,50198,64658,114861,140234,157508,297738
317,1150,2006,3291,2974,6264,4330,4474,8801,1006,1566,2567,1282,1341,2628,2389,2212,4601,4677,5114,9789,2206,2645,4851,912,893,1802,1488,1588,3074,4603,5124,9730,2654,3056,5707,594,601,1195,1161,1431,2595,4416,5085,9497,2518,2672,5192,443,449,892,1055,1379,2432,4016,4500,8519,2621,2762,5382,409,417,828,1081,1453,2536,4118,4636,8750,2591,2797,5390,401,426,827,1117,1577,2693,4111,4801,8915,2513,2617,5128,350,310,666,1088,1526,2617,3953,4454,8406,2622,2703,5331,259,234,492,1008,1539,2546,3892,4475,8366,2425,2378,4806,154,140,294,789,1499,2286,3371,4019,7394,2409,2173,4588,148,85,232,754,1487,2233,3308,3751,7063,1789,1449,3240,58,51,108,537,1385,1918,2376,2881,5259,1132,763,1892,40,21,55,399,1141,1541,1567,1923,3484,645,295,943,15,8,19,405,1389,1801,1069,1690,2759,27329,28235,55566,5989,6277,12263,21338,27119,48460,54658,61629,116291
318,2110,3560,5076,4411,9483,6687,6801,13492,1115,1690,2809,2310,2452,4759,3482,2901,6380,6907,7045,13953,2368,3029,5392,1716,1678,3397,2178,2151,4330,6256,6861,13119,3123,3777,6902,1191,1286,2480,1834,2075,3906,6155,7141,13294,3066,3569,6638,902,970,1873,1686,1992,3669,5650,6533,12178,3379,3755,7136,921,895,1822,1871,2240,4114,6177,6893,13072,3582,3829,7409,798,812,1609,1893,2244,4135,6273,6886,13156,3472,3764,7234,660,666,1327,2026,2281,4309,6158,6710,12872,3636,3634,7266,521,457,983,1880,2154,4036,6040,6248,12291,3354,3111,6460,378,298,675,1519,1920,3438,5249,5328,10578,2951,2523,5475,229,165,392,1329,1870,3193,4512,4559,9069,1988,1562,3554,118,96,211,889,1456,2340,2993,3114,6103,1204,778,1977,61,35,86,549,1277,1830,1812,2087,3894,615,246,863,19,9,24,478,1361,1839,1106,1617,2728,34020,35559,69576,11403,12169,23574,33037,36482,69517,78457,84211,162664
319,1619,2779,4500,3769,8268,5870,5765,11632,1117,1644,2764,1646,1786,3434,3282,2908,6188,6040,6337,12383,2190,2921,5112,1381,1463,2846,2282,2370,4650,5854,6755,12604,3063,3746,6810,1108,1181,2284,1962,2302,4261,6127,7223,13350,3279,3958,7237,936,1051,1993,2031,2448,4477,6246,7460,13704,3937,4482,8414,1053,1096,2143,2433,2821,5259,7420,8399,15819,4409,5118,9531,1035,1152,2187,2776,3123,5904,8222,9396,17625,5134,6005,11136,1098,1107,2205,3050,3537,6590,9284,10645,19931,6080,6577,12656,1023,972,1991,3149,3711,6858,10255,11259,21510,6836,6863,13693,843,718,1565,3015,3653,6664,10695,11234,21929,7194,6322,13517,670,549,1213,2936,3728,6666,10797,10597,21389,5261,3958,9225,374,231,604,2059,3232,5298,7694,7426,15122,2997,1914,4906,182,120,300,1353,2529,3879,4528,4558,9088,1567,693,2261,86,44,131,1077,2618,3696,2736,3360,6091,53265,54581,107853,12735,13333,26066,43756,49824,93586,109760,117740,227500
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,1296,2182,8672,7887,16554,9691,9432,19128,1235,2007,3243,2216,2575,4791,6046,4899,10947,9505,9472,18980,3742,4802,8539,1960,1874,3836,3312,2870,6177,9012,9542,18556,5595,6423,12013,1390,1318,2708,2217,2337,4551,9200,10069,19275,5835,6332,12170,1049,1047,2095,1959,2269,4229,8846,9647,18493,6038,6173,12211,980,949,1926,2117,2649,4764,9135,9769,18900,5982,6106,12089,904,925,1830,2299,2816,5119,9190,9850,19042,5711,5688,11397,830,740,1567,2213,2878,5096,8755,9309,18057,5439,5512,10953,696,636,1335,2035,3020,5060,8170,9164,17342,5137,4926,10066,593,487,1078,1751,2945,4691,7480,8356,15839,5001,4676,9677,402,281,685,1442,3067,4509,6843,8030,14872,3643,2970,6616,194,140,337,1013,2757,3776,4853,5872,10726,2367,1602,3971,111,34,147,725,2420,3141,3203,4059,7262,1616,689,2305,33,23,61,947,3123,4072,2604,3835,6434,57489,58159,115648,12291,12392,24684,45134,53941,99072,114907,124492,239402
402,2161,3620,12811,10270,23084,14580,13224,27807,2918,4635,7553,3524,3833,7357,9391,6860,16248,15828,15330,31163,6623,8457,15078,2747,2831,5585,5723,4925,10648,15096,16213,31309,8728,9614,18337,2174,2080,4254,4732,4526,9258,15634,16219,31855,8084,7972,16052,1500,1466,2975,3882,3954,7836,13471,13389,26860,7242,7351,14595,1440,1451,2889,4048,4340,8385,12734,13147,25877,7142,7052,14190,1443,1362,2802,4257,4847,9100,12833,13256,26093,7218,7135,14351,1174,1104,2283,3963,4922,8885,12352,13163,25521,6956,6691,13649,845,706,1553,3445,4704,8145,11244,12095,23345,6166,5949,12119,496,440,928,2704,4068,6769,9364,10449,19818,5914,5206,11122,328,263,593,2064,3951,6015,8308,9417,17727,4216,3491,7704,172,129,296,1409,3215,4626,5791,6833,12631,2679,1780,4460,76,57,129,1037,2823,3861,3796,4656,8452,1606,751,2355,46,15,62,1151,3019,4173,2804,3785,6590,75805,76890,152688,17523,18066,35587,73507,78331,151834,166828,173283,340112
403,1618,2660,9072,8104,17174,10265,10036,20303,1480,2393,3881,2812,3405,6218,6039,4861,10900,10333,10662,20990,4279,5597,9877,2770,2587,5356,3795,3420,7214,10838,11602,22441,6324,7239,13562,2020,1997,4019,2995,3185,6175,11337,12426,23756,6404,6937,13343,1503,1593,3101,2722,3167,5889,10632,11700,22327,6681,6779,13464,1443,1388,2831,2921,3472,6388,11046,11641,22681,6537,6815,13350,1253,1197,2445,3125,3782,6903,10908,11791,22700,6517,6665,13176,1096,1057,2152,2928,3920,6848,10536,11637,22176,6625,6698,13321,948,797,1750,2731,4253,6980,10302,11743,22048,6501,6352,12852,622,583,1201,2413,4014,6426,9537,10943,20485,6415,5889,12297,466,365,828,2007,3937,5949,8890,10188,19071,4582,3615,8192,241,172,415,1343,3198,4543,6166,6983,13152,2634,1847,4482,104,54,155,994,2640,3628,3728,4537,8268,1794,847,2643,50,30,79,1173,3525,4702,3019,4400,7423,66922,67980,134905,16436,16950,33379,54421,65031,119448,137777,149954,287735
404,995,1656,6959,6297,13257,7723,7621,15341,1220,2050,3277,2025,2373,4393,5753,4447,10201,8997,8874,17871,3374,4288,7666,1917,1845,3756,3445,2819,6266,8733,8950,17685,4465,4844,9308,1222,1208,2435,2381,2302,4685,8069,8360,16427,4041,4146,8186,911,947,1863,2017,2121,4138,6972,7218,14188,3831,3889,7719,875,830,1704,2218,2475,4687,6920,7193,14113,3956,4116,8074,815,806,1622,2611,2909,5523,7382,7835,15220,3899,3860,7759,696,720,1421,2588,3011,5597,7182,7596,14775,3886,3751,7631,571,520,1094,2400,3020,5418,6852,7289,14141,3298,3217,6513,368,323,693,1763,2759,4524,5434,6297,11735,3211,2885,6097,239,165,405,1529,2553,4083,4982,5611,10589,2318,1880,4198,106,91,195,932,2072,2999,3356,4038,7394,1570,1173,2735,56,19,76,653,2053,2707,2276,3249,5527,1284,575,1859,31,20,44,922,2638,3563,2237,3227,5463,40462,40999,81462,10528,10929,21455,42000,46894,88891,92989,98821,191811
405,561,925,1834,1299,3131,2249,1968,4219,377,589,965,707,789,1493,1188,891,2083,2266,2269,4536,949,1213,2163,622,606,1224,823,753,1576,2396,2570,4964,1363,1638,3000,452,499,953,702,734,1439,2524,2871,5391,1401,1648,3051,394,389,785,663,686,1356,2460,2725,5191,1598,1766,3364,379,405,788,828,858,1688,2804,3028,5834,1878,2138,4024,418,474,887,1078,1008,2085,3375,3615,6996,2115,2345,4461,412,385,800,1225,1114,2345,3759,3848,7608,2521,2626,5149,409,381,794,1298,1189,2489,4228,4204,8425,2670,2588,5257,269,233,499,1115,1095,2216,4052,3915,7968,2424,2229,4658,203,150,349,951,1176,2126,3575,3557,7137,1853,1449,3304,102,65,162,626,1067,1701,2584,2582,5168,1021,681,1701,40,20,58,421,905,1322,1481,1605,3083,546,250,791,16,8,28,472,1001,1469,1036,1252,2292,20772,21274,42047,4811,5015,9823,16030,16229,32260,41613,42517,84132
406,545,896,1364,1089,2450,1773,1740,3515,362,563,920,702,808,1511,1037,935,1974,2099,2303,4406,800,1002,1802,594,588,1183,815,761,1580,2213,2351,4565,959,1146,2101,406,466,871,696,657,1356,2064,2269,4331,939,1020,1958,337,313,652,573,598,1170,1848,1929,3779,976,1140,2115,347,356,702,733,719,1455,2054,2209,4267,1138,1254,2393,364,377,744,881,794,1674,2384,2424,4813,1228,1265,2495,334,314,654,978,800,1776,2545,2380,4932,1337,1377,2716,250,210,456,888,781,1673,2474,2372,4848,1222,1197,2420,156,99,259,716,690,1399,2091,1986,4077,1181,1001,2182,88,71,158,550,686,1240,1821,1761,3574,849,702,1553,44,24,65,378,629,1005,1267,1361,2628,512,322,837,24,10,35,275,513,780,805,845,1653,319,145,461,10,5,14,238,559,798,566,706,1271,11892,12249,24142,4035,4267,8303,12146,11955,24095,28072,28467,56544
407,979,1672,3105,2373,5481,3898,3564,7463,688,1122,1810,1227,1413,2638,2142,1672,3813,4055,4208,8265,1651,2037,3688,1065,1051,2119,1529,1335,2865,4244,4426,8668,2149,2623,4765,777,806,1585,1304,1187,2493,4230,4619,8845,2346,2655,4998,670,673,1348,1240,1264,2513,4254,4598,8855,2513,2859,5376,723,729,1450,1574,1545,3123,4815,5133,9948,3144,3290,6432,690,746,1442,1851,1730,3583,5687,5766,11450,3365,3642,7009,682,689,1373,1893,1926,3818,5935,6259,12197,3802,4125,7925,648,595,1242,1992,1971,3964,6439,6690,13137,4210,4103,8315,512,435,948,1769,2002,3772,6494,6544,13036,4330,3970,8301,340,273,617,1542,2089,3633,6213,6336,12551,3130,2529,5659,178,126,302,1055,1841,2901,4356,4501,8855,1952,1316,3271,77,45,116,684,1578,2264,2713,2935,5651,1132,555,1686,36,24,60,759,1798,2557,1926,2377,4296,34508,35037,69548,8390,8728,17121,27191,28483,55671,70087,72249,142339
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
