SA4_CODE_2021,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_Tot,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5,C16_SH_Tot_NPFH_6_mor,C16_SH_Tot_Tot,C16_SDRTHT_0b_s_a_b_NPFH_2,C16_SDRTHT_0b_s_a_b_NPFH_3,C16_SDRTHT_0b_s_a_b_NPFH_4,C16_SDRTHT_0b_s_a_b_NPFH_5,C16_SDRTHT_0b_s_a_b_NPFH_6mor,C16_SDRTHT_0b_s_a_b_Tot,C16_SDRTHT_1b_NPFH_2,C16_SDRTHT_1b_NPFH_3,C16_SDRTHT_1b_NPFH_4,C16_SDRTHT_1b_NPFH_5,C16_SDRTHT_1b_NPFH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPFH_2,C16_SDRTHT_2b_NPFH_3,C16_SDRTHT_2b_NPFH_4,C16_SDRTHT_2b_NPFH_5,C16_SDRTHT_2b_NPFH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPFH_2,C16_SDRTHT_3b_NPFH_3,C16_SDRTHT_3b_NPFH_4,C16_SDRTHT_3b_NPFH_5,C16_SDRTHT_3b_NPFH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPFH_2,C16_SDRTHT_4mb_NPFH_3,C16_SDRTHT_4mb_NPFH_4,C16_SDRTHT_4mb_NPFH_5,C16_SDRTHT_4mb_NPFH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPFH_2,C16_SDRTHT_NB_NS_NPFH_3,C16_SDRTHT_NB_NS_NPFH_4,C16_SDRTHT_NB_NS_NPFH_5,C16_SDRTHT_NB_NS_NPFH_6_mor,C16_SDRTHT_NB_NS_Tot,C16_SDRTHT_Tot_NPFH_2,C16_SDRTHT_Tot_NPFH_3,C16_SDRTHT_Tot_NPFH_4,C16_SDRTHT_Tot_NPFH_5,C16_SDRTHT_Tot_NPFH_6_mor,C16_SDRTHT_Tot_Tot,C16_F_a_0b_s_a_b_NPFH_2,C16_F_a_0b_s_a_b_NPFH_3,C16_F_a_0b_s_a_b_NPFH_4,C16_F_a_0b_s_a_b_NPFH_5,C16_F_a_0b_s_a_b_NPFH_6_mor,C16_F_a_0b_s_a_b_Tot,C16_F_a_1b_NPFH_2,C16_F_a_1b_NPFH_3,C16_F_a_1b_NPFH_4,C16_F_a_1b_NPFH_5,C16_F_a_1b_NPFH_6_mor,C16_F_a_1b_Tot,C16_F_a_2b_NPFH_2,C16_F_a_2b_NPFH_3,C16_F_a_2b_NPFH_4,C16_F_a_2b_NPFH_5,C16_F_a_2b_NPFH_6_mor,C16_F_a_2b_Tot,C16_F_a_3b_NPFH_2,C16_F_a_3b_NPFH_3,C16_F_a_3b_NPFH_4,C16_F_a_3b_NPFH_5,C16_F_a_3b_NPFH_6_mor,C16_F_a_3b_Tot,C16_F_a_4mb_NPFH_2,C16_F_a_4mb_NPFH_3,C16_F_a_4mb_NPFH_4,C16_F_a_4mb_NPFH_5,C16_F_a_4mb_NPFH_6_mor,C16_F_a_4mb_Tot,C16_F_a_NB_NS_NPFH_2,C16_F_a_NB_NS_NPFH_3,C16_F_a_NB_NS_NPFH_4,C16_F_a_NB_NS_NPFH_5,C16_F_a_NB_NS_NPFH_6_mor,C16_F_a_NB_NS_Tot,C16_F_a_Tot_NPFH_2,C16_F_a_Tot_NPFH_3,C16_F_a_Tot_NPFH_4,C16_F_a_Tot_NPFH_5,C16_F_a_Tot_NPFH_6_mor,C16_F_a_Tot_Tot,C16_OD_0b_s_a_b_NPFH_2,C16_OD_0b_s_a_b_NPFH_3,C16_OD_0b_s_a_b_NPFH_4,C16_OD_0b_s_a_b_NPFH_5,C16_OD_0b_s_a_b_NPFH_6_mor,C16_OD_0b_s_a_b_Tot,C16_OD_1b_NPFH_2,C16_OD_1b_NPFH_3,C16_OD_1b_NPFH_4,C16_OD_1b_NPFH_5,C16_OD_1b_NPFH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPFH_2,C16_OD_2b_NPFH_3,C16_OD_2b_NPFH_4,C16_OD_2b_NPFH_5,C16_OD_2b_NPFH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPFH_2,C16_OD_3b_NPFH_3,C16_OD_3b_NPFH_4,C16_OD_3b_NPFH_5,C16_OD_3b_NPFH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPFH_2,C16_OD_4mb_NPFH_3,C16_OD_4mb_NPFH_4,C16_OD_4mb_NPFH_5,C16_OD_4mb_NPFH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPFH_2,C16_OD_NB_NS_NPFH_3,C16_OD_NB_NS_NPFH_4,C16_OD_NB_NS_NPFH_5,C16_OD_NB_NS_NPFH_6_mor,C16_OD_NB_NS_Tot,C16_OD_Tot_NPFH_2,C16_OD_Tot_NPFH_3,C16_OD_Tot_NPFH_4,C16_OD_Tot_NPFH_5,C16_OD_Tot_NPFH_6_mor,C16_OD_Tot_Tot,C16_DS_NS_NPFH_2,C16_DS_NS_NPFH_3,C16_DS_NS_NPFH_4,C16_DS_NS_NPFH_5,C16_DS_NS_NPFH_6_mor,C16_DS_NS_Tot,C16_Tot_NPFH_2,C16_Tot_NPFH_3,C16_Tot_NPFH_4,C16_Tot_NPFH_5,C16_Tot_NPFH_6_mor,C16_Tot_Tot,C21_SH_0b_s_a_b_NPFH_2,C21_SH_0b_s_a_b_NPFH_3,C21_SH_0b_s_a_b_NPFH_4,C21_SH_0b_s_a_b_NPFH_5,C21_SH_0b_s_a_b_NPFH_6_mor,C21_SH_0b_s_a_b_Tot,C21_SH_1b_NPFH_2,C21_SH_1b_NPFH_3,C21_SH_1b_NPFH_4,C21_SH_1b_NPFH_5,C21_SH_1b_NPFH_6_mor,C21_SH_1b_Tot,C21_SH_2b_NPFH_2,C21_SH_2b_NPFH_3,C21_SH_2b_NPFH_4,C21_SH_2b_NPFH_5,C21_SH_2b_NPFH_6_mor,C21_SH_2b_Tot,C21_SH_3b_NPFH_2,C21_SH_3b_NPFH_3,C21_SH_3b_NPFH_4,C21_SH_3b_NPFH_5,C21_SH_3b_NPFH_6_mor,C21_SH_3b_Tot,C21_SH_4mb_NPFH_2,C21_SH_4mb_NPFH_3,C21_SH_4mb_NPFH_4,C21_SH_4mb_NPFH_5,C21_SH_4mb_NPFH_6_mor,C21_SH_4mb_Tot,C21_SH_NB_NS_NPFH_2,C21_SH_NB_NS_NPFH_3,C21_SH_NB_NS_NPFH_4,C21_SH_NB_NS_NPFH_5,C21_SH_NB_NS_NPFH_6_mor,C21_SH_NB_NS_Tot,C21_SH_Tot_NPFH_2,C21_SH_Tot_NPFH_3,C21_SH_Tot_NPFH_4,C21_SH_Tot_NPFH_5
315,1530,730,643,7514,1492,972,1087,789,928,5271,143,63,44,35,32,318,6054,2980,2890,1655,1686,15262,0,0,0,0,0,0,54,11,6,0,0,67,306,123,66,17,12,529,124,60,65,26,13,290,35,16,31,24,8,107,12,3,0,0,0,24,526,223,173,65,31,1016,0,0,0,0,0,0,40,4,0,0,0,54,164,61,31,19,12,282,24,24,14,3,4,79,6,7,4,0,6,25,6,0,0,0,3,11,242,104,45,27,23,444,27,0,0,4,0,35,90,3,6,0,0,91,32,8,5,0,3,51,35,16,19,3,4,77,24,13,8,5,3,57,18,4,0,0,0,25,234,41,35,15,8,336,114,26,35,16,4,198,7160,3368,3176,1785,1758,17253,40,7,5,8,4,63,238,36,11,3,3,296,1068,335,221,68,52,1742,3038,1530,1422,711,585,7289,1514,927,1147,854,877,5319,101,41,32,21,44,243,5996,2881,2842,1668
316,5436,1339,387,30705,13953,7931,10962,5364,2566,40775,446,183,129,57,49,869,34523,15501,16884,6893,3050,76855,4,0,0,0,0,8,94,7,3,0,0,110,2658,439,95,12,0,3210,2742,882,523,122,24,4295,157,89,87,49,25,406,104,17,9,3,0,131,5757,1439,722,190,58,8162,9,0,0,0,0,8,269,19,4,0,0,282,2783,637,166,33,11,3630,1766,558,305,80,21,2732,110,53,50,22,15,248,85,22,16,0,0,119,5022,1290,539,133,41,7025,48,7,0,0,0,58,192,7,6,0,0,204,180,18,10,4,0,204,52,13,17,7,4,82,29,9,9,11,0,51,22,6,0,0,0,34,520,53,34,14,5,632,229,62,58,27,16,387,46042,18354,18237,7258,3166,93057,70,23,17,11,5,130,433,60,43,4,13,554,3312,603,292,76,38,4321,17701,6959,5577,1344,380,31963,17795,9991,13504,6491,3121,50904,319,153,143,52,37,699,39631,17791,19577,7982
317,2335,822,276,14019,6288,3456,4248,2487,1465,17951,198,78,58,26,34,401,15151,6781,6762,3371,1796,33854,0,0,0,0,0,0,50,3,3,0,0,63,974,206,63,17,4,1262,639,259,116,37,18,1072,37,27,20,13,4,101,33,9,3,0,0,46,1738,504,207,66,34,2548,0,0,0,0,0,0,10,0,0,0,0,18,429,113,40,12,3,598,179,59,45,18,7,319,17,6,5,0,8,37,10,5,0,0,0,17,655,187,97,34,25,993,3,0,0,0,0,3,18,0,0,0,0,19,16,4,0,3,0,22,58,19,18,7,4,106,36,21,22,18,18,106,8,0,0,0,0,12,139,41,39,32,20,269,70,28,25,18,11,153,17754,7537,7139,3516,1877,37820,18,6,0,4,0,29,70,12,4,3,7,100,1161,214,113,25,12,1532,7976,3081,2259,690,360,14367,7666,4001,4883,2715,1707,20977,143,55,48,25,22,288,17047,7372,7316,3458
318,4185,1232,523,23277,7479,5248,6362,3496,1933,24511,337,140,92,53,61,682,22361,11260,10880,4856,2553,51907,0,0,0,0,0,0,69,3,0,0,0,74,1189,321,83,34,8,1628,396,212,120,37,6,770,43,31,49,11,11,141,34,11,3,0,0,49,1730,577,258,81,22,2669,0,0,0,0,0,3,103,5,0,0,0,109,985,201,81,15,5,1289,414,172,83,30,13,712,27,8,6,3,3,44,23,3,3,0,0,35,1557,394,184,53,19,2200,48,7,0,0,0,52,136,5,0,0,0,147,30,9,4,7,0,56,34,17,10,3,0,63,8,13,4,6,7,41,14,4,0,0,0,19,278,51,25,18,14,379,94,37,34,7,6,175,26013,12311,11375,5016,2619,57336,39,9,0,0,0,53,314,28,21,3,4,370,2123,458,195,47,17,2839,12293,5123,3745,1156,552,22874,8934,5684,6600,3459,1983,26652,271,134,70,36,47,558,23978,11435,10630,4699
319,4704,1581,614,33613,11112,5298,6152,3719,2381,28656,643,176,115,64,76,1075,37718,13151,11429,5493,3154,70947,4,0,0,0,0,3,70,5,0,0,0,75,983,154,40,10,3,1185,725,189,97,28,11,1057,33,22,18,18,4,84,53,7,4,0,0,70,1860,376,160,47,22,2470,5,0,0,0,0,5,65,3,0,0,0,67,614,108,19,7,3,751,266,86,35,9,0,395,30,12,13,7,6,60,12,3,0,0,0,23,989,212,71,19,8,1302,105,3,4,0,4,119,287,6,3,4,0,300,138,32,16,4,4,191,93,27,26,7,0,159,43,6,22,7,11,97,48,4,6,4,0,56,717,87,70,28,23,922,188,66,54,27,10,349,41478,13891,11789,5620,3211,75988,207,33,21,12,7,279,801,74,38,8,17,937,5705,913,334,114,52,7126,20927,6656,4511,1477,691,34261,13433,6203,6841,3990,2755,33230,529,175,119,70,56,948,41609,14067,11860,5671
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,6861,1374,315,29180,6377,4296,7142,3926,1377,23113,263,106,69,44,15,500,24348,11918,14478,5404,1745,57893,4,0,0,0,0,3,291,17,5,0,0,313,2739,766,285,50,8,3848,2560,1176,900,188,46,4868,267,215,297,144,47,965,83,14,12,7,4,114,5946,2186,1492,379,107,10108,16,3,4,0,0,22,550,63,14,0,0,629,2588,1014,449,71,13,4142,446,188,140,37,7,821,23,17,14,5,3,65,47,16,12,0,0,74,3662,1297,635,125,24,5740,0,0,0,0,0,6,24,0,0,0,0,24,29,4,4,0,0,45,22,10,15,5,0,51,7,4,8,6,0,28,10,0,0,0,0,10,89,20,22,13,5,150,102,52,38,14,15,219,34149,15475,16668,5930,1890,74113,11,6,4,0,4,29,259,24,19,5,0,306,3197,682,360,47,14,4299,15092,7023,6754,1320,306,30495,8222,5383,8539,4337,1515,27994,144,67,48,22,10,292,26936,13185,15721,5729
402,11709,3417,1568,59162,8544,6696,9381,5195,3236,33062,531,257,190,105,115,1197,40162,22118,21590,8802,4984,97660,12,4,5,0,0,18,119,17,13,3,3,155,2026,466,198,38,24,2752,2950,1709,1109,358,184,6299,172,164,206,118,113,774,107,45,23,12,10,189,5385,2408,1550,519,326,10188,3,0,0,0,0,7,89,25,4,3,0,124,836,423,184,40,9,1490,165,85,63,10,8,336,0,4,3,7,0,11,33,7,6,0,0,49,1136,550,258,57,22,2019,12,0,0,0,0,12,49,0,0,0,0,49,24,3,3,0,0,30,43,9,5,0,0,57,3,5,3,4,3,18,6,0,0,0,0,6,126,24,11,6,3,175,106,43,48,13,11,228,46910,25147,23453,9405,5346,110265,22,7,11,0,0,42,161,31,19,11,9,231,2550,601,238,53,30,3479,28975,15194,12454,3877,1895,62393,10347,8009,10679,5880,4107,39025,381,181,149,74,51,844,42437,24032,23546,9898
403,9701,2033,503,46629,8398,6102,9057,4533,1759,29852,419,187,111,55,35,801,35822,18075,19219,6687,2313,82110,0,3,0,0,0,5,160,17,4,3,0,180,2565,488,165,35,9,3266,2854,1325,831,184,52,5249,242,193,240,116,55,835,90,21,17,3,3,138,5914,2044,1257,341,119,9676,0,0,0,0,0,0,164,23,6,0,0,192,1549,431,181,55,9,2228,472,167,89,22,9,760,25,11,11,12,4,63,33,11,3,0,0,49,2251,637,290,84,23,3286,8,0,0,0,0,8,28,3,5,0,0,35,36,3,4,0,0,39,14,6,9,0,0,32,9,6,5,4,3,24,5,0,0,0,0,0,106,19,20,4,4,151,127,50,47,7,5,235,44221,20821,20834,7126,2460,95463,13,6,0,0,0,23,183,28,20,9,0,245,3205,706,259,40,11,4224,24951,11569,9590,2016,554,48672,10460,7170,10188,5038,1963,34819,232,96,91,44,16,481,39043,19574,20150,7146
404,5915,1359,504,26198,2859,2218,3508,1959,867,11413,283,94,70,34,25,505,18487,9489,9889,3437,1430,42725,3,8,0,0,0,12,202,23,10,0,0,237,2587,667,260,49,14,3582,2999,1610,1129,313,146,6194,365,285,407,201,111,1370,99,44,21,9,5,173,6250,2640,1830,573,272,11565,10,4,0,0,0,14,244,50,13,0,0,313,1693,711,380,60,13,2857,235,112,72,21,10,445,15,5,4,3,0,33,38,21,11,0,3,71,2240,894,479,96,28,3728,0,0,0,0,0,0,10,0,0,0,0,11,22,11,6,0,0,43,15,20,8,0,4,41,4,8,10,5,5,31,0,0,0,0,0,3,51,35,27,7,8,131,88,37,40,12,7,180,27122,13094,12256,4123,1747,58338,10,3,6,0,0,23,142,20,8,0,0,169,2893,775,330,77,23,4092,13469,7007,6098,1401,468,28442,3989,2912,4520,2272,1060,14750,143,72,52,25,20,309,20653,10777,11011,3777
405,2240,798,215,15159,3570,1850,2352,1505,670,9948,210,35,34,17,15,308,15326,5020,4768,2366,922,28397,0,0,0,0,0,0,24,0,0,0,0,26,175,18,0,0,0,191,281,53,41,15,7,396,19,9,10,9,5,61,13,3,0,0,0,17,511,84,55,31,8,689,0,0,0,0,0,0,6,0,0,0,0,6,55,6,3,0,0,59,27,4,0,0,0,40,11,4,0,0,4,14,4,0,0,0,0,4,102,12,3,0,4,122,16,3,0,0,0,21,55,0,0,0,0,55,36,9,4,0,0,51,34,14,6,3,0,56,18,4,3,3,0,35,3,0,0,0,0,5,164,31,14,18,0,221,92,31,26,14,5,174,16193,5182,4867,2422,937,29603,27,3,5,0,4,33,193,16,12,0,0,229,2138,274,132,26,14,2581,9469,2737,2060,639,206,15116,4503,2068,2522,1620,803,11520,148,46,30,15,13,252,16482,5145,4758,2303
406,1686,538,252,9679,1760,1106,1363,886,426,5531,143,52,29,17,20,258,8404,3298,3185,1475,724,17086,0,3,0,0,0,5,29,0,0,0,0,34,359,56,21,3,0,446,876,406,265,103,52,1700,61,57,69,52,30,267,28,13,14,7,0,59,1361,535,374,160,91,2514,0,0,0,0,0,0,12,0,0,0,0,13,111,23,9,3,0,152,64,14,13,3,0,89,6,0,3,3,3,9,4,0,0,0,0,4,195,41,26,9,3,267,7,0,0,0,0,7,40,0,3,0,0,45,22,0,0,0,0,23,31,5,10,6,0,46,18,7,4,5,0,37,10,0,0,0,0,8,131,18,16,6,5,166,73,25,26,10,0,141,10159,3915,3623,1664,821,20183,9,9,0,3,3,23,136,12,24,0,3,176,1119,205,110,40,25,1497,5381,1911,1538,541,265,9633,2029,1069,1443,903,445,5881,101,37,18,13,11,181,8777,3241,3135,1492
407,3998,1203,364,25763,5704,2701,3562,2182,1026,15176,410,84,55,25,27,609,25171,8199,7880,3483,1437,46172,5,0,0,3,0,3,35,4,0,0,0,36,471,70,40,4,0,588,481,190,124,41,20,857,38,18,34,13,20,119,21,6,4,0,5,33,1055,282,204,68,43,1644,0,0,0,0,0,0,25,3,0,0,0,24,241,52,20,0,4,320,82,35,22,0,0,140,9,8,0,0,0,19,14,4,0,0,0,19,369,93,40,11,5,522,14,5,0,0,0,23,55,0,0,0,0,59,66,5,7,0,0,78,59,17,11,8,0,90,21,3,10,5,0,36,7,0,0,0,0,8,222,35,30,10,4,297,125,35,35,19,6,223,26940,8645,8182,3589,1496,48847,55,3,10,6,4,75,317,21,16,8,7,373,3348,505,221,54,23,4153,16097,4753,3658,1130,352,25992,7071,3182,3879,2366,1230,17735,284,71,44,27,23,455,27184,8539,7837,3593
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,2419,666,221,15164,9275,4970,6389,3097,1302,25026,288,82,52,32,24,475,20158,8616,9079,3852,1566,43281,0,0,0,0,0,0,42,3,0,0,0,44,474,71,36,6,0,585,660,254,111,35,9,1076,111,52,47,27,6,240,19,7,0,0,0,32,1307,393,198,67,18,1979,0,0,0,0,0,0,27,0,0,0,0,24,176,30,10,3,3,225,80,27,4,4,0,116,4,0,0,0,0,12,4,5,0,0,0,10,293,68,18,9,4,389,16,3,0,0,0,22,93,7,3,4,0,109,176,19,12,0,0,205,60,6,7,0,0,75,17,0,3,8,0,33,7,3,0,0,0,13,364,42,28,13,0,447,96,28,30,17,10,177,22223,9142,9356,3959,1597,46272,35,12,7,0,0,64,249,33,17,5,5,312,1834,336,163,45,11,2380,9518,3247,2474,644,229,16113,10971,5299,6751,3339,1411,27763,206,76,65,33,18,392,22807,9007,9482,4067
502,808,214,81,6705,5911,3103,3707,1668,820,15211,148,60,32,20,13,273,11217,4620,4602,1915,927,23278,3,0,0,0,0,3,56,3,0,0,0,58,643,58,13,6,5,717,744,233,109,20,5,1110,61,51,29,16,11,167,30,5,4,3,0,39,1544,344,152,37,19,2092,0,0,0,0,0,0,18,3,0,0,0,22,251,21,7,0,0,281,201,47,7,0,0,261,7,0,3,0,0,12,11,0,0,0,0,11,484,74,22,3,4,583,6,0,0,0,0,8,42,0,0,0,0,42,58,8,0,0,0,63,8,6,0,0,0,14,0,0,0,8,0,8,5,0,0,0,0,8,120,14,6,4,0,146,27,10,6,4,0,48,13387,5063,4781,1963,942,26149,13,6,4,0,0,20,101,5,6,3,0,118,995,112,43,19,6,1171,4897,1512,916,221,82,7635,7087,3533,4057,1889,927,17496,119,37,30,25,13,232,13222,5205,5060,2159
503,2382,523,81,9456,3500,2551,4295,2419,602,13367,111,46,31,25,6,216,9572,5154,6941,3007,696,25365,0,0,0,0,0,4,157,9,0,0,0,170,1156,261,111,21,13,1559,1709,819,551,108,28,3213,281,164,249,108,24,822,28,13,5,0,0,51,3333,1263,918,249,63,5818,40,9,0,0,0,46,1637,170,27,4,0,1835,3892,1067,459,74,24,5520,917,337,214,47,18,1530,40,11,14,5,6,77,90,20,12,0,7,133,6613,1616,720,141,49,9140,0,0,0,0,0,0,5,0,0,0,0,11,16,4,0,0,0,21,9,5,4,0,0,13,4,7,0,0,0,7,3,0,0,0,0,3,34,9,8,0,4,55,50,24,17,3,0,93,19599,8063,8604,3398,807,40480,6,3,0,0,0,10,100,9,0,0,0,107,1477,402,195,22,6,2103,4817,2209,2431,464,54,9972,4468,2826,4981,2575,657,15508,61,11,17,5,3,104,10935,5454,7631,3076
504,3867,974,379,20270,10379,7334,9422,4357,2452,33944,323,126,101,44,62,661,22599,12904,13626,5431,2928,57490,3,5,0,0,0,5,114,13,0,0,0,130,1174,256,93,27,4,1565,1977,974,587,169,66,3771,236,222,222,81,42,809,62,19,12,6,6,101,3576,1484,925,275,119,6384,4,0,0,0,0,4,129,27,13,0,0,165,506,154,63,7,0,736,115,65,34,9,3,216,9,5,5,3,0,10,15,0,3,0,0,18,774,248,116,21,3,1158,13,0,0,0,0,13,43,4,0,0,0,47,25,6,0,0,0,33,10,7,3,3,0,22,4,4,3,4,3,19,0,0,0,0,0,4,97,18,10,7,4,141,65,21,19,11,9,124,27102,14679,14701,5752,3063,65297,21,8,9,5,0,41,144,20,14,13,0,188,1701,449,197,31,21,2405,11704,5700,4452,1124,367,23350,12427,8839,10488,4905,2822,39482,205,119,103,49,42,515,26208,15146,15262,6118
505,6503,1641,615,34823,23688,16865,23900,10378,4445,79275,552,259,200,92,102,1200,43868,26068,30849,12186,5201,118169,12,0,0,3,0,17,216,25,10,4,0,254,3105,669,245,40,9,4078,7572,3598,2190,572,236,14167,813,649,797,320,149,2723,186,62,30,9,11,302,11907,5013,3273,950,407,21545,0,0,0,0,0,0,247,24,13,0,0,287,999,258,81,24,4,1362,350,91,63,15,13,530,19,13,4,5,0,44,31,13,6,0,0,60,1651,397,171,48,24,2284,4,0,0,0,0,5,24,0,0,0,0,25,44,3,0,0,0,50,13,4,6,3,3,25,9,8,11,3,4,32,0,0,0,0,0,0,99,19,15,7,6,143,81,38,43,14,4,186,57600,31537,34349,13204,5640,142328,18,7,4,3,3,31,134,23,17,4,3,186,1964,411,186,36,14,2605,20604,9924,7708,1840,636,40709,27815,19100,26077,11031,4715,88732,388,190,169,89,71,911,50919,29655,34153,13004
506,7127,2135,889,37133,18653,13552,17216,8403,4884,62714,537,246,198,117,121,1225,40024,23593,24920,10769,5977,105275,14,4,3,0,0,20,229,28,7,3,0,266,2188,561,219,52,8,3031,4248,2247,1444,465,193,8600,637,494,569,272,153,2127,121,64,25,13,11,234,7439,3396,2277,801,367,14273,4,4,0,0,0,8,499,46,12,0,0,558,1284,392,128,20,3,1825,567,258,206,45,18,1097,57,21,48,14,9,155,54,10,8,4,0,79,2467,733,404,86,29,3726,7,0,0,0,0,8,26,0,0,0,0,33,28,6,0,0,0,35,29,12,11,3,0,58,25,21,18,7,7,77,3,0,0,0,0,5,117,43,34,16,12,218,109,63,41,24,13,249,50154,27820,27674,11691,6401,123745,16,10,9,3,4,47,195,25,28,10,9,262,2508,634,292,69,34,3532,19395,9804,8095,2255,859,40412,21633,15517,20031,9621,5449,72256,385,188,173,87,85,920,44131,26183,28634,12038
507,5003,1167,348,27668,18469,13524,17649,7883,3448,60977,518,194,148,70,49,985,35743,20944,23088,9204,3873,92844,8,0,4,0,0,10,153,6,3,0,0,162,1985,395,127,22,8,2539,3053,1369,803,160,46,5434,498,383,520,186,61,1655,83,28,12,0,6,121,5773,2182,1472,376,123,9929,8,0,0,0,0,8,260,24,11,0,0,286,1139,233,70,14,3,1453,375,124,62,15,6,574,19,13,12,7,5,52,21,3,0,0,0,27,1819,394,158,33,8,2408,12,0,0,0,0,12,50,3,0,0,0,55,49,5,6,0,5,70,34,8,11,4,0,52,13,15,19,5,10,65,3,0,5,0,0,9,162,36,39,14,9,259,113,39,41,8,8,219,43620,23592,24793,9631,4019,105648,21,9,0,8,0,42,187,18,9,8,0,225,2126,494,207,31,21,2882,16187,7699,5621,1262,344,31107,22199,15247,19675,8743,3836,69702,323,172,127,60,41,717,41042,23634,25645,10118
