SA4_CODE_2021,Age_74_C21_P,Age_70_74_C11_M,Age_70_74_C11_F,Age_70_74_C11_P,Age_70_74_C16_M,Age_70_74_C16_F,Age_70_74_C16_P,Age_70_74_C21_M,Age_70_74_C21_F,Age_70_74_C21_P,Age_75_C11_M,Age_75_C11_F,Age_75_C11_P,Age_75_C16_M,Age_75_C16_F,Age_75_C16_P,Age_75_C21_M,Age_75_C21_F,Age_75_C21_P,Age_76_C11_M,Age_76_C11_F,Age_76_C11_P,Age_76_C16_M,Age_76_C16_F,Age_76_C16_P,Age_76_C21_M,Age_76_C21_F,Age_76_C21_P,Age_77_C11_M,Age_77_C11_F,Age_77_C11_P,Age_77_C16_M,Age_77_C16_F,Age_77_C16_P,Age_77_C21_M,Age_77_C21_F,Age_77_C21_P,Age_78_C11_M,Age_78_C11_F,Age_78_C11_P,Age_78_C16_M,Age_78_C16_F,Age_78_C16_P,Age_78_C21_M,Age_78_C21_F,Age_78_C21_P,Age_79_C11_M,Age_79_C11_F,Age_79_C11_P,Age_79_C16_M,Age_79_C16_F,Age_79_C16_P,Age_79_C21_M,Age_79_C21_F,Age_79_C21_P,Age_75_79_C11_M,Age_75_79_C11_F,Age_75_79_C11_P,Age_75_79_C16_M,Age_75_79_C16_F,Age_75_79_C16_P,Age_75_79_C21_M,Age_75_79_C21_F,Age_75_79_C21_P,Age_80_84_C11_M,Age_80_84_C11_F,Age_80_84_C11_P,Age_80_84_C16_M,Age_80_84_C16_F,Age_80_84_C16_P,Age_80_84_C21_M,Age_80_84_C21_F,Age_80_84_C21_P,Age_85over_C11_M,Age_85over_C11_F,Age_85over_C11_P,Age_85over_C16_M,Age_85over_C16_F,Age_85over_C16_P,Age_85over_C21_M,Age_85over_C21_F,Age_85over_C21_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P,Tot_C21_M,Tot_C21_F,Tot_C21_P
101,2976,4563,4375,8934,5595,5620,11212,7575,7258,14831,738,738,1478,948,923,1871,1123,1056,2183,666,741,1405,854,879,1740,1074,1097,2176,576,641,1216,810,766,1576,1023,1026,2050,581,597,1181,695,742,1429,871,891,1765,556,618,1180,623,699,1321,788,886,1672,3125,3331,6457,3939,4000,7940,4887,4960,9843,2232,2726,4959,2489,2820,5307,3025,3294,6317,1491,2808,4295,1966,3296,5263,2332,3448,5776,103618,104203,207821,109125,109717,218842,119088,119720,238810
102,4231,6335,7109,13434,7840,8717,16557,9275,10662,19938,1032,1240,2270,1311,1517,2827,1633,1818,3453,1022,1291,2310,1285,1336,2617,1535,1715,3251,974,1208,2189,1189,1373,2564,1469,1651,3123,916,1175,2092,1030,1305,2331,1260,1502,2753,959,1172,2131,1036,1193,2234,1207,1446,2655,4904,6092,10991,5855,6722,12568,7100,8139,15241,4020,5504,9522,3866,5255,9122,4747,5712,10463,3159,5807,8962,3868,6410,10275,3929,6619,10545,150699,161483,312181,158767,168970,327736,167980,178618,346596
103,2427,3987,4055,8041,5004,4874,9878,6013,6028,12044,654,765,1421,760,828,1588,991,965,1955,648,692,1339,710,776,1479,1018,918,1938,564,658,1217,715,772,1483,861,899,1759,552,580,1129,668,699,1371,737,827,1561,560,617,1174,657,725,1379,699,785,1474,2980,3306,6287,3500,3796,7304,4298,4390,8689,2103,2673,4777,2307,2899,5208,2676,3122,5794,1283,2768,4045,1825,3247,5070,2090,3417,5504,98324,98412,196738,102700,103463,206158,106203,106759,212962
104,1944,2956,3091,6050,3776,3810,7586,4857,4904,9764,528,552,1080,628,664,1294,804,843,1644,461,525,988,587,593,1184,705,789,1498,434,484,916,540,569,1110,667,667,1335,417,453,869,472,578,1049,587,641,1223,427,466,890,509,549,1061,576,604,1182,2265,2478,4744,2735,2960,5692,3331,3546,6880,1663,1940,3601,1821,2183,4003,2128,2491,4615,1174,2109,3281,1527,2527,4053,1758,2718,4473,63791,66812,130605,66581,69703,136287,71497,74634,146127
105,1258,2312,2347,4659,2603,2610,5217,3026,2916,5942,415,430,843,420,446,874,468,516,983,325,378,707,389,442,835,465,443,910,332,342,679,383,453,836,414,449,867,288,338,630,361,393,758,396,428,825,293,389,682,336,378,715,379,428,804,1654,1883,3538,1899,2119,4013,2126,2263,4389,1244,1561,2801,1198,1535,2731,1398,1708,3109,727,1444,2172,1032,1712,2742,1104,1761,2866,56507,57085,113593,56471,57306,113778,57315,58251,115566
106,3178,4376,4464,8840,5953,5897,11852,7717,7834,15545,784,775,1558,976,906,1877,1314,1326,2642,615,754,1368,819,855,1677,1169,1269,2440,587,700,1296,781,851,1634,1106,1136,2239,593,717,1311,668,780,1451,968,958,1927,554,622,1178,702,795,1495,895,900,1789,3138,3569,6711,3950,4182,8138,5447,5585,11036,2118,2910,5026,2462,3076,5541,3152,3539,6689,1447,2822,4265,1881,3342,5218,2259,3668,5922,120901,122350,243248,130636,132780,263419,145140,146804,291946
107,3106,4992,5606,10600,5944,6510,12454,7424,7866,15292,898,1020,1918,977,1134,2117,1194,1302,2495,795,1001,1798,966,1104,2073,1260,1338,2593,812,928,1742,904,1012,1918,1100,1221,2320,742,894,1640,884,1051,1936,974,1091,2062,736,874,1611,764,997,1760,892,1090,1977,3979,4720,8701,4500,5301,9801,5416,6035,11454,2974,3932,6904,3210,4057,7270,3716,4578,8290,2068,3740,5803,2719,4609,7330,3187,5039,8227,136182,139799,275983,144487,149008,293498,154066,159771,313842
108,3822,5728,5858,11587,7416,7494,14906,9346,9345,18690,1029,1030,2062,1143,1184,2329,1547,1553,3104,881,969,1855,1172,1224,2392,1447,1503,2950,819,947,1768,1054,1087,2140,1377,1462,2840,870,882,1746,973,1005,1979,1156,1281,2439,786,883,1674,947,1033,1984,1224,1210,2436,4387,4711,9105,5286,5534,10822,6755,7009,13767,3273,3918,7192,3424,4012,7442,4156,4641,8803,2395,4005,6408,3030,4715,7745,3396,5138,8536,97966,103140,201110,103299,108903,212197,111336,117699,229035
109,1624,2492,2560,5045,2980,3037,6016,3980,3794,7777,431,464,900,513,564,1073,625,641,1265,373,411,783,435,463,901,561,569,1129,375,384,756,461,507,975,541,586,1127,328,344,675,400,443,842,491,527,1017,283,394,676,401,421,820,466,474,943,1789,1997,3788,2208,2397,4601,2685,2795,5481,1417,1624,3040,1440,1738,3187,1711,2093,3800,917,1651,2568,1268,1942,3205,1382,2032,3413,54549,55766,110320,57057,58738,115802,60918,62639,123552
110,2126,3704,3884,7593,4418,4485,8897,5224,5150,10379,614,660,1276,685,808,1495,847,868,1716,555,644,1195,654,755,1412,805,842,1647,521,526,1046,669,716,1381,739,888,1629,492,569,1062,627,659,1281,637,689,1330,499,498,992,542,681,1223,674,724,1396,2685,2891,5570,3169,3621,6792,3698,4016,7718,1716,2422,4142,2060,2435,4493,2466,2968,5432,1205,2414,3615,1471,2780,4253,1773,2895,4669,86906,89286,176197,89259,92299,181559,91262,94298,185560
111,4116,6135,6954,13086,7689,8436,16125,9383,10504,19889,1109,1348,2460,1246,1314,2564,1663,1777,3436,993,1174,2170,1114,1319,2433,1543,1769,3308,1002,1154,2157,1061,1319,2376,1483,1659,3144,895,1176,2077,1023,1256,2282,1176,1507,2688,869,1120,1991,999,1203,2205,1201,1331,2532,4878,5973,10855,5445,6410,11856,7063,8048,15112,3835,5517,9349,3808,5113,8920,4478,5728,10206,3039,5689,8728,3522,6408,9924,3991,6888,10881,167924,174677,342601,176033,183073,359104,191024,199494,390519
112,3242,4716,5137,9854,6126,6409,12536,8217,8232,16454,845,931,1774,974,1071,2046,1232,1228,2460,788,1018,1803,958,1069,2031,1252,1315,2573,728,904,1629,862,1026,1891,1059,1244,2306,742,859,1598,869,920,1789,1003,1069,2070,728,840,1569,817,947,1768,948,1024,1974,3826,4553,8378,4477,5033,9513,5498,5888,11383,3106,3927,7037,3107,3936,7041,3508,4322,7835,2401,4107,6510,3064,4977,8042,3212,5124,8337,110590,117023,227615,116257,123343,239599,124435,132624,257061
113,1606,2823,2905,5728,3186,3376,6566,3890,4052,7947,463,506,966,572,615,1179,623,611,1230,456,492,956,544,588,1128,597,664,1265,406,484,892,488,577,1060,570,623,1192,366,456,823,468,538,1008,495,548,1038,390,440,827,452,492,943,505,553,1060,2080,2385,4465,2517,2798,5316,2791,3001,5791,1527,1987,3512,1660,2088,3741,1979,2326,4305,1034,2095,3126,1425,2530,3950,1594,2660,4250,74868,75250,150120,77730,78208,155932,81361,82302,163656
114,2590,3829,3869,7701,4820,5065,9891,6010,6373,12386,658,718,1371,821,824,1636,1018,1026,2043,602,625,1227,787,777,1565,998,1005,2004,559,559,1116,680,742,1419,916,990,1905,526,560,1087,667,697,1360,798,846,1647,489,585,1074,611,645,1254,706,769,1478,2843,3045,5885,3562,3679,7239,4445,4634,9078,2041,2387,4428,2237,2596,4829,2832,3093,5916,1397,2333,3737,1836,2743,4583,2168,3093,5266,66880,70128,137003,72085,75277,147359,78909,82094,161006
115,2249,2996,2925,5920,4201,4286,8486,5479,5867,11343,477,453,930,596,657,1257,908,951,1858,396,457,853,586,593,1176,816,931,1746,362,405,763,475,537,1014,887,862,1753,326,344,664,512,547,1061,666,730,1389,303,341,646,451,491,944,664,678,1344,1860,1995,3853,2628,2820,5446,3946,4140,8084,1331,1742,3065,1620,1896,3515,2335,2707,5046,1050,2140,3192,1459,2543,4003,2000,3020,5023,104017,106395,210413,112396,115347,227741,130838,133529,264371
116,2361,3184,3451,6633,4178,4460,8638,5792,6563,12352,539,612,1150,677,739,1413,924,979,1901,429,554,987,533,621,1152,772,909,1679,409,530,939,573,620,1190,760,794,1554,376,525,900,473,605,1082,631,691,1321,386,507,889,472,541,1011,558,664,1221,2135,2731,4868,2726,3127,5852,3636,4048,7681,1434,2021,3452,1629,2251,3885,2202,2651,4861,861,1932,2791,1260,2315,3575,1569,2770,4339,150740,152786,303525,168936,170703,339638,200107,200894,400997
117,1686,3023,3028,6052,3490,3588,7079,4706,4521,9222,505,526,1032,588,620,1206,745,790,1532,502,494,996,517,549,1070,688,699,1389,459,466,928,503,581,1088,597,656,1250,452,505,960,470,502,964,548,578,1133,368,406,775,428,525,945,503,501,1010,2287,2399,4685,2506,2771,5271,3087,3230,6315,1560,1867,3425,1759,2016,3776,2052,2354,4404,960,1828,2785,1320,2109,3428,1566,2297,3864,136854,127690,264542,161062,154483,315551,170509,160839,331340
118,2229,3397,3921,7325,4116,4679,8797,4879,5668,10540,572,660,1233,658,796,1458,870,1005,1875,521,657,1179,657,770,1428,775,971,1747,541,619,1160,605,726,1329,726,872,1602,499,645,1152,577,747,1327,660,766,1426,470,572,1043,524,656,1179,633,752,1388,2602,3163,5767,3026,3696,6724,3667,4372,8037,2179,3099,5279,2157,2836,4995,2544,3263,5806,1954,3780,5734,2303,4038,6344,2553,3986,6538,121605,127943,249544,129507,137529,267031,126084,135328,261410
119,4472,7944,8794,16741,9062,9515,18577,11295,11969,23268,1485,1680,3162,1505,1685,3191,1888,2107,3991,1400,1585,2985,1511,1714,3224,1802,1892,3694,1353,1540,2895,1401,1711,3109,1727,1824,3551,1227,1482,2709,1271,1587,2852,1534,1639,3176,1142,1404,2546,1310,1541,2850,1379,1580,2962,6605,7693,14298,7000,8233,15229,8324,9039,17365,5149,6750,11900,5356,6648,12012,5940,7305,13251,3992,7462,11456,5107,8308,13413,5962,8839,14802,258323,265290,523610,282752,288666,571417,301606,303505,605118
120,2231,3529,4082,7610,4174,4744,8914,5384,6261,11644,651,759,1409,692,765,1452,864,1051,1913,592,746,1337,689,824,1511,857,1022,1878,602,704,1303,609,736,1346,749,847,1596,576,648,1232,603,727,1325,677,776,1451,531,640,1170,547,742,1291,651,768,1422,2957,3498,6449,3138,3786,6928,3798,4468,8267,2311,3026,5335,2409,3103,5516,2710,3435,6144,1700,3502,5199,2254,3894,6153,2701,4294,7002,127947,135613,263561,142432,150861,293303,148502,156267,304771
121,3884,5561,6251,11808,6967,7941,14905,8519,10019,18539,908,1138,2045,1120,1354,2473,1494,1820,3310,893,1012,1907,1127,1242,2370,1422,1666,3090,801,967,1763,973,1220,2192,1376,1523,2902,784,969,1749,943,1087,2034,1123,1326,2453,765,934,1697,905,1019,1920,1190,1324,2514,4147,5020,9163,5070,5926,10995,6604,7660,14267,3330,4672,7996,3516,4577,8090,4395,5437,9835,2983,6148,9134,3701,6438,10136,4163,6679,10839,180118,194545,374664,194785,210574,405354,204179,219868,424045
122,2472,3945,4188,8133,4853,5403,10256,5548,6131,11674,556,724,1281,800,889,1684,1002,1158,2157,609,692,1305,800,793,1597,905,1128,2033,561,659,1215,705,799,1503,944,1148,2094,535,675,1216,663,790,1457,792,957,1747,522,647,1169,650,718,1373,786,908,1690,2782,3402,6190,3624,3992,7614,4427,5297,9722,2295,3282,5575,2337,3125,5468,3129,3644,6773,2175,4078,6250,2456,4488,6941,2746,4499,7243,116425,121213,237639,123508,129370,252876,128929,134623,263554
123,2133,2611,2812,5420,3821,3981,7798,5372,5834,11206,435,497,933,571,584,1153,879,907,1779,360,413,774,503,574,1074,746,812,1558,321,351,679,469,488,962,665,756,1417,334,388,727,422,534,957,580,615,1192,268,388,659,416,479,888,527,627,1151,1723,2048,3768,2378,2661,5037,3398,3704,7098,1097,1674,2775,1397,1845,3242,2020,2399,4415,806,1696,2504,1091,2086,3175,1305,2372,3676,115625,120138,235766,128722,133341,262065,146172,151122,297292
124,2814,3680,4116,7790,5102,5485,10585,6955,7588,14546,590,697,1294,726,874,1609,1087,1193,2283,532,671,1206,737,800,1543,992,1071,2066,466,544,1007,656,779,1431,942,1002,1943,451,615,1064,555,677,1232,751,900,1650,451,540,992,529,682,1211,675,850,1528,2490,3068,5565,3208,3815,7022,4451,5015,9465,1720,2462,4179,2004,2713,4721,2596,3293,5888,1251,2748,4003,1554,3018,4571,1858,3370,5235,141281,146774,288049,150470,156462,306933,163198,168862,332056
125,2936,5171,5529,10692,5983,6277,12264,7495,7957,15455,937,1018,1952,1001,1129,2131,1273,1292,2569,806,899,1701,980,1091,2067,1117,1242,2362,832,869,1696,907,963,1873,1109,1118,2228,721,862,1586,765,964,1727,998,1073,2074,705,860,1562,779,924,1705,876,1004,1874,3994,4505,8496,4432,5063,9500,5371,5735,11106,2900,4061,6965,3097,3838,6938,3573,4322,7895,2093,4391,6478,2761,4819,7588,3190,4676,7867,198302,196412,394710,227574,220818,448392,251582,241931,493515
126,1560,2386,2888,5274,2765,3098,5861,3825,4114,7943,451,525,977,469,547,1020,618,664,1277,398,470,867,480,537,1011,505,588,1092,390,482,874,401,543,949,523,599,1119,420,475,897,412,511,922,433,539,975,354,482,834,368,567,930,477,521,1001,2011,2436,4449,2133,2708,4834,2556,2910,5463,1656,2359,4019,1663,2144,3800,1839,2466,4302,1378,2812,4191,1787,3139,4930,1960,3173,5131,79212,83633,162845,88834,93282,182120,98378,103659,202038
127,2976,4642,5054,9700,5632,5833,11462,7970,8444,16414,759,867,1629,931,1079,2009,1250,1315,2567,702,849,1551,901,1016,1921,1127,1128,2255,685,807,1494,843,924,1768,1074,1129,2205,602,708,1313,765,842,1609,937,1083,2020,587,745,1330,681,818,1500,914,931,1851,3338,3977,7311,4121,4683,8805,5304,5589,10888,2248,2974,5221,2689,3404,6090,3429,4154,7589,1357,2435,3794,2113,3435,5545,2865,4325,7189,178212,182132,360343,200613,205344,405963,234934,239498,474430
128,2217,3190,3539,6724,4139,4636,8771,5128,5671,10801,565,642,1208,660,701,1366,850,1016,1861,484,613,1098,586,702,1292,819,964,1787,477,586,1060,571,662,1229,830,933,1763,492,634,1124,561,638,1205,693,795,1495,472,590,1055,501,641,1143,659,748,1404,2483,3065,5552,2879,3344,6225,3845,4458,8305,2113,3012,5121,2086,2736,4820,2473,3061,5533,1557,3034,4596,2120,3829,5946,2445,3988,6432,102849,107415,210272,106414,111467,217877,112258,117352,229604
197,0,9,14,22,19,27,40,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,7,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,3,4,0,0,0,6,4,6,8,14,27,0,0,0,8,11,18,14,9,20,0,0,0,0,0,0,4,3,11,0,0,0,58,57,115,174,240,419,0,0,0
199,75,231,137,364,267,152,417,250,163,415,29,15,43,35,22,63,43,17,59,25,9,28,30,18,42,29,11,45,18,15,28,26,14,34,18,13,32,25,8,34,22,16,33,18,17,32,10,0,12,14,12,24,17,7,22,96,50,143,116,84,201,120,66,191,45,47,96,43,42,82,48,39,86,51,72,124,33,42,74,19,32,49,7588,5327,12915,7353,4938,12288,6375,4997,11371
201,1973,2716,2933,5649,3660,3802,7467,4876,5103,9977,476,502,981,578,615,1190,799,807,1602,391,478,875,510,602,1108,686,749,1434,440,464,908,510,547,1061,664,748,1412,363,428,792,430,549,986,582,653,1228,367,438,806,443,462,901,566,585,1155,2042,2317,4357,2476,2773,5246,3289,3538,6831,1424,2013,3431,1627,2014,3639,2054,2321,4379,1028,2050,3079,1294,2456,3746,1624,2696,4317,71325,74908,146236,76800,80690,157488,85041,88886,173937
202,1982,2720,2880,5600,3437,3569,7008,4771,4995,9765,450,512,963,612,598,1208,745,726,1471,444,451,899,499,587,1089,720,779,1495,393,438,834,484,537,1019,640,692,1332,378,492,872,437,572,1005,577,612,1189,317,391,708,449,476,923,539,613,1154,1985,2286,4275,2485,2767,5251,3221,3415,6639,1515,2038,3556,1634,1995,3629,2122,2422,4543,1143,2154,3294,1456,2501,3962,1781,2737,4517,68587,72106,140693,74696,78393,153087,81803,85960,167764
203,3526,4451,4981,9430,5834,6370,12213,8305,9116,17425,817,879,1699,908,1075,1982,1319,1489,2807,687,843,1532,817,1021,1842,1173,1320,2493,648,844,1488,865,924,1791,1161,1266,2422,706,828,1539,801,912,1716,971,1162,2138,580,780,1363,744,902,1646,971,1091,2062,3442,4170,7614,4140,4835,8976,5595,6324,11922,2781,3684,6464,2819,3710,6531,3574,4423,7993,2031,3977,6002,2661,4660,7326,3048,4904,7951,122206,128450,250652,135813,143120,278930,160063,167815,327878
204,2347,3379,3356,6738,4444,4478,8928,5976,5909,11887,569,579,1150,717,714,1427,998,901,1899,499,543,1038,647,687,1341,859,955,1805,476,519,993,618,686,1304,762,811,1572,459,547,1002,554,558,1112,717,735,1453,403,480,886,500,571,1072,677,776,1456,2414,2663,5078,3034,3217,6251,4012,4175,8186,1794,2286,4082,1952,2359,4307,2547,2785,5328,1254,2349,3597,1755,2840,4594,1946,3050,4995,78779,80511,159292,83920,86270,170193,91165,93770,184935
205,4089,5820,5739,11567,7552,7573,15129,10531,10297,20829,959,980,1937,1281,1271,2546,1673,1677,3350,912,913,1828,1110,1152,2267,1523,1528,3050,787,883,1667,1123,1146,2262,1383,1426,2807,776,892,1672,924,1046,1978,1213,1277,2498,707,794,1503,862,931,1787,1143,1197,2343,4143,4457,8602,5298,5548,10842,6942,7101,14052,2991,3706,6690,3340,3937,7281,4351,4683,9043,2004,3731,5738,2759,4487,7249,3215,4716,7929,125946,129912,255858,133174,138242,271413,147833,153015,300848
206,3802,5696,6635,12336,6901,7408,14315,8844,10111,18950,1018,1233,2253,1130,1316,2443,1505,1570,3070,994,1176,2177,1087,1292,2377,1307,1582,2892,936,1214,2156,1034,1237,2274,1279,1379,2655,840,1028,1870,994,1218,2216,1080,1196,2273,823,982,1800,846,1199,2046,1086,1273,2363,4618,5639,10256,5090,6263,11358,6254,6996,13252,3677,4643,8319,3686,4919,8605,4162,5445,9603,2787,5087,7869,3584,5790,9372,3804,6077,9883,245711,256280,501987,285794,305886,591681,299941,317072,617018
207,3495,5859,7001,12860,6472,7769,14242,7602,9287,16894,1048,1275,2319,1142,1441,2580,1378,1638,3018,1020,1175,2193,1212,1317,2535,1217,1542,2765,1010,1164,2173,1075,1335,2412,1253,1561,2817,947,1139,2088,1016,1318,2333,1110,1402,2513,878,1054,1936,960,1233,2192,1148,1350,2495,4910,5801,10708,5404,6643,12049,6105,7503,13607,3875,5429,9298,4112,5263,9369,4746,6188,10934,3200,6432,9631,4019,7096,11110,4758,7512,12274,163525,176478,340001,172779,186861,359646,179806,193669,373472
208,4115,5587,6610,12194,6715,7876,14586,8790,10405,19192,960,1244,2210,1120,1327,2449,1507,1774,3282,909,1248,2161,1085,1272,2361,1351,1692,3041,960,1159,2123,951,1296,2248,1250,1510,2759,847,1160,1999,985,1245,2226,1084,1366,2452,841,1146,1988,967,1238,2197,1089,1356,2451,4518,5955,10479,5109,6378,11490,6287,7700,13987,4082,5975,10061,3745,5351,9097,4398,5816,10215,3852,7628,11481,4482,8063,12542,4420,7908,12330,182677,195541,378219,194091,209616,403703,203350,219288,422639
209,4178,6172,6893,13066,7760,8431,16188,9961,11124,21083,1125,1230,2352,1260,1417,2678,1588,1806,3395,1033,1161,2195,1208,1435,2639,1536,1651,3183,980,1139,2123,1122,1292,2413,1409,1620,3025,896,1097,1993,1060,1312,2373,1291,1458,2744,801,1040,1833,1002,1165,2175,1215,1364,2574,4829,5661,10490,5652,6624,12274,7032,7893,14928,3501,4754,8253,4065,5133,9192,4647,5732,10372,2551,4730,7282,3428,5635,9061,4066,6438,10509,215142,221905,437049,243479,251872,495351,266882,273777,540664
210,2896,4802,5319,10121,5472,6054,11519,6740,7961,14705,838,961,1798,959,985,1941,1225,1239,2464,720,901,1622,907,1080,1984,1060,1146,2211,757,878,1632,810,1043,1854,966,1214,2177,737,854,1586,771,927,1699,827,1058,1887,686,883,1569,811,946,1754,898,1037,1932,3743,4472,8212,4256,4981,9239,4969,5691,10661,2800,3572,6372,3005,3960,6969,3470,4383,7851,1782,3037,4826,2589,4064,6648,3093,4717,7813,157319,161163,318484,180069,183298,363368,210949,213385,424328
211,4941,7434,7996,15434,9252,10434,19692,11448,13133,24580,1227,1402,2629,1531,1661,3190,1899,2197,4097,1063,1263,2331,1375,1614,2993,1779,2041,3824,1023,1227,2244,1309,1470,2778,1649,1978,3625,987,1184,2173,1182,1491,2680,1491,1734,3218,938,1099,2039,1128,1347,2478,1456,1667,3128,5236,6178,11418,6536,7588,14120,8273,9613,17884,3856,5268,9122,4267,5550,9818,5448,6750,12197,2875,5837,8716,3839,6799,10641,4532,7282,11817,234935,244170,479106,244073,255533,499608,253546,264753,518301
212,6131,9580,10375,19962,11499,12480,23977,14119,16180,30302,1653,1891,3549,1845,2153,4001,2426,2693,5117,1563,1716,3284,1899,2061,3959,2309,2616,4922,1489,1653,3144,1806,2024,3830,2151,2398,4552,1322,1580,2900,1640,1900,3541,1817,2124,3940,1266,1504,2773,1519,1656,3172,1890,2132,4020,7296,8353,15643,8707,9798,18505,10596,11955,22553,5292,6837,12126,5981,7425,13406,7396,8825,16224,3535,6607,10142,5051,8255,13307,6328,9768,16090,327767,330245,658015,376467,378803,755266,429665,430395,860060
213,4952,6940,7142,14083,8842,9318,18154,12408,13429,25844,1135,1328,2459,1407,1514,2921,1940,2057,3994,1040,1246,2281,1293,1476,2772,1768,1826,3593,969,1152,2124,1190,1342,2536,1653,1780,3429,888,1159,2042,1118,1297,2413,1358,1565,2918,801,1090,1893,1071,1262,2333,1234,1476,2716,4830,5974,10808,6083,6902,12981,7953,8698,16652,3340,4725,8066,3912,5309,9216,5009,5997,11008,2381,4416,6792,3157,5541,8699,3818,6447,10261,307528,308521,616056,362544,364903,727443,426866,426189,853054
214,3864,5443,5950,11392,6800,7810,14608,8536,9739,18278,933,1066,2000,1149,1251,2404,1501,1732,3231,811,960,1775,1112,1192,2303,1399,1578,2977,866,941,1808,1032,1150,2184,1259,1516,2776,752,870,1625,931,1084,2014,1173,1348,2527,736,897,1633,875,1044,1914,1126,1309,2433,4104,4740,8844,5094,5728,10825,6461,7485,13946,3201,3993,7192,3386,4155,7539,4194,4929,9123,2366,4122,6490,3051,4719,7769,3666,5380,9042,131900,139170,271068,140292,148847,289139,149718,158508,308226
215,1812,3171,3330,6505,3687,3746,7431,4647,4481,9130,527,593,1127,655,706,1360,701,722,1424,522,566,1086,596,649,1244,682,705,1383,493,576,1068,568,638,1204,607,636,1238,505,572,1076,557,594,1153,566,582,1153,452,502,950,475,564,1038,615,659,1275,2499,2806,5308,2857,3148,6001,3166,3305,6473,1931,2518,4450,1920,2433,4352,2172,2611,4783,1379,2604,3976,1786,3030,4817,1897,3033,4936,73136,74292,147424,74719,75314,150035,77653,77914,155568
216,1583,2669,2620,5287,3275,3211,6486,3974,4055,8030,436,463,898,573,530,1106,691,683,1377,416,450,861,530,568,1097,640,592,1234,413,449,857,502,469,970,638,612,1245,351,433,786,456,514,968,506,545,1049,374,413,782,448,444,894,513,559,1067,1980,2213,4194,2508,2528,5044,2986,2986,5973,1439,1809,3242,1612,1958,3579,2024,2198,4222,1062,1903,2966,1369,2215,3582,1592,2383,3977,61842,63055,124895,64500,65469,129969,68342,69282,137618
217,1610,2353,2593,4947,3011,3079,6092,3977,3960,7934,432,436,870,490,534,1018,642,653,1289,365,460,830,457,530,993,613,595,1210,357,434,792,423,459,880,482,606,1081,373,423,794,378,470,846,484,496,977,305,410,716,392,465,855,472,520,989,1828,2162,3997,2143,2454,4594,2689,2859,5545,1383,1870,3255,1443,1869,3315,1699,2048,3747,1011,2035,3047,1275,2258,3529,1413,2384,3801,59588,61074,120664,60506,62193,122695,63143,64926,128069
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,38,26,0,26,36,6,38
299,34,100,52,156,111,59,174,116,74,194,13,5,11,12,4,18,31,14,44,8,4,13,6,5,16,15,15,24,5,3,14,10,7,13,8,8,20,9,0,9,18,10,22,12,8,18,11,0,18,8,5,13,12,0,15,50,19,65,45,32,77,70,42,120,23,22,47,32,16,47,20,14,34,22,30,52,10,29,42,15,19,29,4674,3631,8310,4329,3241,7572,5170,3915,9089
301,2459,3205,3470,6678,4363,4752,9118,5962,6528,12494,494,595,1088,642,791,1430,999,1089,2084,504,540,1041,667,712,1378,947,974,1920,432,531,964,589,633,1222,837,925,1763,428,512,946,560,664,1224,679,822,1500,449,506,956,507,577,1088,703,813,1522,2302,2684,4988,2965,3374,6342,4166,4625,8794,1738,2414,4155,1931,2438,4369,2498,3000,5493,1407,2609,4012,1720,2980,4705,2045,3314,5357,103357,107776,211134,109215,113875,223095,117124,122696,239817
302,1798,2706,3342,6044,3186,3876,7059,4050,4630,8680,531,624,1154,532,664,1192,657,839,1495,447,614,1063,516,646,1158,615,821,1440,428,562,985,517,684,1200,591,788,1384,451,623,1080,442,580,1027,546,669,1207,390,554,942,417,606,1023,538,664,1205,2252,2979,5231,2423,3183,5607,2949,3784,6727,1860,2741,4599,1808,2640,4437,1990,2817,4810,1470,3143,4611,1761,3438,5202,1979,3686,5665,92918,98133,191049,100255,106266,206519,109298,115298,224598
303,2422,3873,4286,8157,4531,5056,9587,5863,6449,12312,635,774,1408,779,853,1637,947,1016,1967,603,747,1354,721,815,1541,859,1089,1944,573,709,1288,654,791,1453,834,957,1788,529,703,1228,619,748,1365,729,830,1563,541,707,1247,583,741,1324,729,855,1581,2875,3647,6520,3365,3958,7315,4094,4745,8836,2233,3352,5589,2241,3124,5365,2809,3509,6314,1771,3654,5421,2161,4149,6314,2369,4184,6553,154578,159515,314084,167373,173199,340571,182420,188606,371026
