SA4_CODE_2021,C11_0_4_Need_asst_M,C11_0_4_Need_asst_F,C11_0_4_Need_asst_P,C11_0_4_No_need_asst_M,C11_0_4_No_need_asst_F,C11_0_4_No_need_asst_P,C11_0_4_Need_asst_ns_M,C11_0_4_Need_asst_ns_F,C11_0_4_Need_asst_ns_P,C11_0_4_Tot_M,C11_0_4_Tot_F,C11_0_4_Tot_P,C11_5_14_Need_asst_M,C11_5_14_Need_asst_F,C11_5_14_Need_asst_P,C11_5_14_No_need_asst_M,C11_5_14_No_need_asst_F,C11_5_14_No_need_asst_P,C11_5_14_Need_asst_ns_M,C11_5_14_Need_asst_ns_F,C11_5_14_Need_asst_ns_P,C11_5_14_Tot_M,C11_5_14_Tot_F,C11_5_14_Tot_P,C11_15_19_Need_asst_M,C11_15_19_Need_asst_F,C11_15_19_Need_asst_P,C11_15_19_No_need_asst_M,C11_15_19_No_need_asst_F,C11_15_19_No_need_asst_P,C11_15_19_Need_asst_ns_M,C11_15_19_Need_asst_ns_F,C11_15_19_Need_asst_ns_P,C11_15_19_Tot_M,C11_15_19_Tot_F,C11_15_19_Tot_P,C11_20_24_Need_asst_M,C11_20_24_Need_asst_F,C11_20_24_Need_asst_P,C11_20_24_No_need_asst_M,C11_20_24_No_need_asst_F,C11_20_24_No_need_asst_P,C11_20_24_Need_asst_ns_M,C11_20_24_Need_asst_ns_F,C11_20_24_Need_asst_ns_P,C11_20_24_Tot_M,C11_20_24_Tot_F,C11_20_24_Tot_P,C11_25_34_Need_asst_M,C11_25_34_Need_asst_F,C11_25_34_Need_asst_P,C11_25_34_No_need_asst_M,C11_25_34_No_need_asst_F,C11_25_34_No_need_asst_P,C11_25_34_Need_asst_ns_M,C11_25_34_Need_asst_ns_F,C11_25_34_Need_asst_ns_P,C11_25_34_Tot_M,C11_25_34_Tot_F,C11_25_34_Tot_P,C11_35_44_Need_asst_M,C11_35_44_Need_asst_F,C11_35_44_Need_asst_P,C11_35_44_No_need_asst_M,C11_35_44_No_need_asst_F,C11_35_44_No_need_asst_P,C11_35_44_Need_asst_ns_M,C11_35_44_Need_asst_ns_F,C11_35_44_Need_asst_ns_P,C11_35_44_Tot_M,C11_35_44_Tot_F,C11_35_44_Tot_P,C11_45_54_Need_asst_M,C11_45_54_Need_asst_F,C11_45_54_Need_asst_P,C11_45_54_No_need_asst_M,C11_45_54_No_need_asst_F,C11_45_54_No_need_asst_P,C11_45_54_Need_asst_ns_M,C11_45_54_Need_asst_ns_F,C11_45_54_Need_asst_ns_P,C11_45_54_Tot_M,C11_45_54_Tot_F,C11_45_54_Tot_P,C11_55_64_Need_asst_M,C11_55_64_Need_asst_F,C11_55_64_Need_asst_P,C11_55_64_No_need_asst_M,C11_55_64_No_need_asst_F,C11_55_64_No_need_asst_P,C11_55_64_Need_asst_ns_M,C11_55_64_Need_asst_ns_F,C11_55_64_Need_asst_ns_P,C11_55_64_Tot_M,C11_55_64_Tot_F,C11_55_64_Tot_P,C11_65_74_Need_asst_M,C11_65_74_Need_asst_F,C11_65_74_Need_asst_P,C11_65_74_No_need_asst_M,C11_65_74_No_need_asst_F,C11_65_74_No_need_asst_P,C11_65_74_Need_asst_ns_M,C11_65_74_Need_asst_ns_F,C11_65_74_Need_asst_ns_P,C11_65_74_Tot_M,C11_65_74_Tot_F,C11_65_74_Tot_P,C11_75_84_Need_asst_M,C11_75_84_Need_asst_F,C11_75_84_Need_asst_P,C11_75_84_No_need_asst_M,C11_75_84_No_need_asst_F,C11_75_84_No_need_asst_P,C11_75_84_Need_asst_ns_M,C11_75_84_Need_asst_ns_F,C11_75_84_Need_asst_ns_P,C11_75_84_Tot_M,C11_75_84_Tot_F,C11_75_84_Tot_P,C11_85over_Need_asst_M,C11_85over_Need_asst_F,C11_85over_Need_asst_P,C11_85over_No_need_asst_M,C11_85over_No_need_asst_F,C11_85over_No_need_asst_P,C11_85over_Need_asst_ns_M,C11_85over_Need_asst_ns_F,C11_85over_Need_asst_ns_P,C11_85over_Tot_M,C11_85over_Tot_F,C11_85over_Tot_P,C11_Tot_Need_asst_M,C11_Tot_Need_asst_F,C11_Tot_Need_asst_P,C11_Tot_No_need_asst_M,C11_Tot_No_need_asst_F,C11_Tot_No_need_asst_P,C11_Tot_Need_asst_ns_M,C11_Tot_Need_asst_ns_F,C11_Tot_Need_asst_ns_P,C11_Tot_Tot_M,C11_Tot_Tot_F,C11_Tot_Tot_P,C16_0_4_Need_asst_M,C16_0_4_Need_asst_F,C16_0_4_Need_asst_P,C16_0_4_No_need_asst_M,C16_0_4_No_need_asst_F,C16_0_4_No_need_asst_P,C16_0_4_Need_asst_ns_M,C16_0_4_Need_asst_ns_F,C16_0_4_Need_asst_ns_P,C16_0_4_Tot_M,C16_0_4_Tot_F,C16_0_4_Tot_P,C16_5_14_Need_asst_M,C16_5_14_Need_asst_F,C16_5_14_Need_asst_P,C16_5_14_No_need_asst_M,C16_5_14_No_need_asst_F,C16_5_14_No_need_asst_P,C16_5_14_Need_asst_ns_M,C16_5_14_Need_asst_ns_F,C16_5_14_Need_asst_ns_P,C16_5_14_Tot_M,C16_5_14_Tot_F,C16_5_14_Tot_P,C16_15_19_Need_asst_M,C16_15_19_Need_asst_F,C16_15_19_Need_asst_P,C16_15_19_No_need_asst_M,C16_15_19_No_need_asst_F,C16_15_19_No_need_asst_P,C16_15_19_Need_asst_ns_M,C16_15_19_Need_asst_ns_F,C16_15_19_Need_asst_ns_P,C16_15_19_Tot_M,C16_15_19_Tot_F,C16_15_19_Tot_P,C16_20_24_Need_asst_M,C16_20_24_Need_asst_F,C16_20_24_Need_asst_P,C16_20_24_No_need_asst_M,C16_20_24_No_need_asst_F,C16_20_24_No_need_asst_P,C16_20_24_Need_asst_ns_M,C16_20_24_Need_asst_ns_F,C16_20_24_Need_asst_ns_P,C16_20_24_Tot_M,C16_20_24_Tot_F,C16_20_24_Tot_P,C16_25_34_Need_asst_M,C16_25_34_Need_asst_F,C16_25_34_Need_asst_P,C16_25_34_No_need_asst_M,C16_25_34_No_need_asst_F,C16_25_34_No_need_asst_P,C16_25_34_Need_asst_ns_M,C16_25_34_Need_asst_ns_F
510,29,13,39,3287,3039,6320,581,562,1145,3897,3614,7505,107,46,152,5477,5161,10635,908,864,1770,6492,6071,12558,34,19,52,2156,1865,4022,426,303,738,2616,2187,4808,25,17,40,3252,2748,6002,1139,451,1590,4416,3216,7633,41,40,81,8830,7048,15877,2995,1142,4137,11866,8230,20094,70,66,133,8264,5700,13962,2449,939,3390,10783,6705,17485,98,96,192,6741,4436,11181,1869,693,2554,8708,5225,13919,143,137,280,3875,2398,6275,930,354,1287,4948,2889,7841,124,115,242,976,589,1568,183,85,267,1283,789,2067,83,110,184,197,148,352,39,25,66,319,283,600,46,58,104,24,18,42,5,7,17,75,83,163,784,712,1497,43083,33158,76238,11525,5424,16946,55392,39294,94682,36,20,58,3451,3173,6623,488,499,985,3975,3692,7660,126,72,202,5702,5463,11164,721,693,1412,6549,6228,12774,40,17,59,1997,1814,3806,290,225,514,2327,2056,4381,29,22,53,2432,2290,4726,548,399,946,3009,2711,5724,47,54,101,9273,7414,16678,2310,1248
511,32,18,56,4113,3942,8054,496,479,972,4641,4439,9080,212,111,326,7866,7740,15604,722,743,1466,8800,8594,17394,66,37,102,3573,3391,6963,365,262,627,4004,3690,7694,59,38,93,3503,3256,6753,530,335,862,4092,3629,7716,84,70,148,7621,7283,14903,1242,686,1922,8947,8039,16979,116,144,260,8393,7812,16202,1056,635,1686,9565,8591,18146,204,199,401,8152,7413,15567,968,579,1547,9324,8191,17513,353,287,643,6249,5504,11753,651,404,1055,7253,6195,13450,337,274,612,3439,2972,6413,315,242,559,4091,3488,7586,337,392,730,1336,1299,2632,173,177,346,1846,1868,3707,144,380,517,206,245,451,58,67,122,408,692,1097,1942,1947,3886,54447,50858,105301,6569,4605,11173,62958,57410,120363,36,29,66,3705,3555,7260,486,412,892,4227,3996,8223,242,110,353,7254,7146,14401,801,739,1541,8297,7995,16303,96,57,150,3222,3096,6323,382,318,700,3700,3471,7174,74,47,117,3011,2762,5774,446,355,800,3531,3164,6689,122,81,208,7223,7099,14320,1258,964
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,7,0,0,0,28,8,31,6,0,6,34,8,38,0,0,0,119,5,128,22,0,27,141,5,152,0,0,0,81,5,89,17,0,15,98,5,105,0,0,0,61,6,67,3,0,3,64,6,69,0,0,0,28,0,25,10,0,10,38,0,30,0,0,0,3,5,8,0,0,5,3,5,6,0,0,0,0,5,4,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,29,351,60,4,59,379,33,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,18,0,0,4,17,3,23,0,0,0,96,5,100,23,3
599,0,0,0,113,116,223,18,14,33,131,130,259,0,0,0,154,140,295,27,24,53,181,164,343,0,0,0,85,83,175,37,26,61,122,109,232,4,0,6,269,236,508,62,32,103,335,268,614,10,7,13,706,532,1241,207,91,294,923,630,1544,13,7,20,545,322,865,177,90,261,735,419,1146,21,13,30,489,342,835,174,56,231,684,411,1091,53,23,78,563,533,1096,110,54,167,726,610,1339,15,15,29,323,193,519,44,20,64,382,228,608,5,7,7,44,21,63,19,3,20,68,31,93,9,3,7,0,0,0,0,5,3,9,8,16,125,76,203,3286,2512,5804,869,423,1294,4280,3011,7294,0,0,0,68,55,126,15,22,34,83,77,163,0,4,4,102,94,200,13,22,30,115,120,236,0,0,0,61,49,108,27,22,44,88,71,153,4,0,4,193,182,376,61,62,120,258,244,503,6,3,14,550,384,932,212,150
601,87,60,149,6424,6143,12567,437,412,847,6948,6615,13565,489,215,708,12440,11902,24340,601,551,1156,13530,12668,26201,182,107,284,6535,6390,12927,302,266,573,7019,6763,13781,143,91,233,6712,6792,13505,478,337,814,7333,7220,14548,270,226,501,11657,12520,24175,767,559,1325,12694,13305,25998,354,449,800,12405,13624,26028,683,540,1223,13442,14613,28053,603,585,1188,13155,14442,27601,647,556,1202,14405,15583,29993,829,853,1679,11683,12506,24193,609,509,1120,13121,13868,26989,766,767,1529,7082,7838,14924,389,394,781,8237,8999,17232,820,1381,2206,3556,4335,7888,264,373,641,4640,6089,10735,625,1619,2246,770,1229,1997,116,193,305,1511,3041,4551,5163,6362,11518,92424,97713,190141,5296,4702,9999,102883,108777,211657,102,61,158,6167,5917,12088,395,355,751,6664,6333,12998,648,311,956,12558,12191,24747,731,661,1390,13937,13163,27092,242,128,372,6298,6181,12474,344,381,720,6884,6690,13566,193,135,322,6403,6403,12811,493,416,909,7089,6954,14046,364,295,655,12510,13350,25858,1076,891
602,68,39,108,4033,3833,7868,276,243,520,4377,4115,8494,356,163,511,8124,8037,16163,346,366,717,8826,8566,17399,127,79,212,4617,4340,8959,190,174,369,4934,4593,9537,79,65,148,3802,3774,7579,187,141,330,4068,3980,8057,139,131,275,6591,7236,13828,309,279,586,7039,7646,14690,240,257,492,7865,8766,16631,340,316,658,8445,9339,17780,402,420,821,8828,9358,18187,399,305,707,9629,10083,19715,723,623,1340,8207,8504,16710,392,310,700,9322,9437,18746,590,571,1162,5426,5699,11121,263,272,536,6279,6542,12820,626,894,1520,2497,2928,5428,198,217,416,3321,4039,7365,408,1074,1488,524,761,1282,88,94,182,1020,1929,2955,3763,4320,8084,60516,63247,123760,2994,2721,5720,67273,70288,137558,52,28,78,3615,3397,7009,293,294,589,3960,3719,7675,423,208,631,7564,7532,15093,543,518,1059,8530,8258,16790,192,111,303,4063,3839,7901,302,290,597,4557,4240,8804,144,101,245,4012,3729,7737,359,317,673,4515,4147,8661,191,162,349,6547,6978,13527,580,574
603,21,8,28,1000,965,1965,62,78,135,1083,1051,2129,102,41,146,2236,2150,4383,102,86,190,2440,2277,4712,26,13,41,935,830,1765,42,23,67,1003,866,1868,20,9,33,648,570,1219,38,25,64,706,604,1314,56,41,92,1381,1563,2944,82,62,145,1519,1666,3187,104,92,199,2167,2227,4392,115,89,201,2386,2408,4791,173,162,336,2564,2529,5091,113,99,210,2850,2790,5641,285,237,521,2640,2628,5269,147,118,263,3072,2983,6051,214,170,384,1882,1550,3429,107,71,183,2203,1791,3999,158,161,321,659,556,1216,48,38,89,865,755,1625,73,178,254,95,95,191,22,16,41,190,289,482,1238,1121,2356,16202,15655,31854,881,705,1589,18321,17481,35799,14,10,19,786,815,1606,74,68,143,874,893,1765,105,56,164,2032,1892,3920,190,178,362,2327,2126,4452,44,24,73,929,819,1743,66,60,125,1039,903,1942,27,12,37,653,576,1228,56,53,105,736,641,1376,38,38,74,1398,1445,2841,133,120
604,51,29,81,3313,3112,6422,220,226,439,3584,3367,6951,240,152,387,6723,6575,13297,316,306,624,7279,7033,14313,112,58,177,3563,3357,6917,160,142,300,3835,3557,7392,72,55,118,2570,2604,5172,124,120,253,2766,2779,5548,146,127,269,4940,5505,10445,261,204,462,5347,5836,11177,246,244,488,6171,6809,12978,313,270,577,6730,7323,14043,407,372,784,7079,7564,14638,352,260,610,7838,8196,16036,631,545,1178,6400,6721,13128,309,246,555,7340,7512,14855,562,457,1017,4503,4602,9105,255,250,506,5320,5309,10628,454,686,1148,2047,2345,4388,187,216,411,2688,3247,5948,289,766,1061,414,585,998,80,123,201,783,1474,2257,3212,3499,6711,47720,49780,97500,2578,2360,4942,53510,55639,109153,39,27,66,2804,2727,5530,191,201,389,3034,2955,5987,371,201,579,6083,5892,11979,418,391,809,6872,6484,13360,167,83,248,3086,2975,6062,191,197,384,3444,3255,6701,119,72,189,2585,2551,5138,199,167,369,2903,2790,5693,187,166,353,4822,5225,10050,361,380
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,5,4,10,0,0,0,5,4,10,0,0,0,19,7,24,0,0,0,19,7,21,0,0,0,15,6,14,5,3,10,20,9,21,0,0,0,17,0,24,0,0,0,17,0,24,0,0,0,12,5,17,0,0,0,12,5,20,0,0,0,3,3,8,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,70,30,103,10,3,11,84,33,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,0,0,0,6,5,7,0,0,0,15,3,19,0,0
699,0,0,0,20,19,34,0,4,9,20,23,42,0,0,0,24,28,49,4,3,8,28,31,57,3,0,5,32,47,81,7,9,13,42,56,96,0,0,5,50,38,79,10,5,16,60,43,105,0,4,3,97,61,159,33,7,39,130,72,207,4,0,8,75,50,127,22,3,26,101,53,164,3,3,11,62,62,123,18,0,15,83,65,153,6,7,10,66,55,127,15,8,23,87,70,157,6,3,7,33,28,55,3,0,9,42,31,73,4,0,3,4,8,15,0,4,4,8,12,20,0,0,0,0,0,0,0,0,0,0,0,0,33,28,54,472,391,862,113,48,160,618,467,1075,0,0,0,21,18,41,0,0,0,21,18,39,0,0,0,11,20,33,0,9,8,11,29,35,4,0,4,29,27,55,3,0,4,36,27,62,0,0,4,43,19,63,17,9,27,60,28,91,0,0,0,84,56,136,37,12
701,54,19,74,3976,3767,7739,593,495,1087,4623,4281,8906,220,109,333,7123,7142,14262,986,892,1876,8329,8143,16476,70,37,104,3615,3245,6856,650,413,1065,4335,3695,8023,54,28,82,4403,3703,8102,842,438,1278,5299,4169,9459,83,86,170,8905,9105,18010,1812,1067,2878,10800,10258,21055,126,139,261,8403,8440,16840,1446,1005,2448,9975,9584,19544,192,158,348,7418,7284,14703,1135,817,1954,8745,8259,17003,265,237,499,5629,4984,10607,830,551,1378,6724,5772,12486,264,213,478,2382,1966,4347,322,221,539,2968,2400,5364,222,269,496,583,523,1099,144,95,237,949,887,1835,73,161,235,64,69,133,29,26,58,166,256,426,1617,1456,3080,52491,50213,102704,8786,6012,14804,62894,57681,120586,62,44,98,4512,4440,8951,565,535,1100,5139,5019,10155,325,133,462,7748,7473,15219,862,838,1694,8935,8444,17373,109,63,167,3494,3141,6630,435,357,797,4038,3561,7600,68,37,101,4338,3788,8122,799,530,1330,5205,4355,9552,134,102,235,11567,11189,22758,2348,1521
702,24,18,38,3744,3553,7291,419,403,815,4187,3974,8155,128,59,184,7189,6736,13919,709,648,1356,8026,7443,15466,44,36,84,3108,2932,6036,345,290,635,3497,3258,6757,50,29,76,3103,3253,6352,456,338,791,3609,3620,7220,83,78,159,6466,6828,13294,980,662,1644,7529,7568,15100,119,131,247,5679,5967,11650,830,630,1466,6628,6728,13363,188,191,382,4921,4886,9807,636,466,1100,5745,5543,11286,260,294,556,3464,3107,6568,414,277,691,4138,3678,7821,202,262,465,1244,964,2205,170,135,306,1616,1361,2973,119,179,299,279,281,565,53,66,117,451,526,982,35,90,124,38,58,96,14,27,43,87,175,267,1248,1374,2620,39230,38555,77785,5035,3940,8974,45513,43869,89372,29,18,52,3195,2985,6183,604,566,1169,3828,3569,7397,134,65,201,6422,5962,12385,924,836,1765,7480,6863,14344,56,41,100,2810,2518,5325,553,469,1023,3419,3028,6439,36,31,73,2781,2760,5548,728,559,1287,3545,3350,6903,108,71,185,6126,6661,12787,1469,1251
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,4,0,4,0,0,0,12,0,15,3,0,3,15,0,16,0,0,0,27,8,34,6,0,6,33,8,38,0,0,0,17,0,14,0,0,0,17,0,17,0,0,0,17,0,14,0,0,0,17,0,13,0,0,0,3,4,9,0,0,0,3,4,11,0,0,0,0,3,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,16,94,6,0,11,88,16,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,22,6,23,3,0
799,0,0,0,28,29,55,0,4,9,28,33,59,0,0,0,29,40,72,6,3,9,35,43,84,0,0,0,7,17,29,3,0,6,10,17,32,0,0,0,54,62,124,13,8,20,67,70,143,0,0,0,158,149,305,40,21,55,198,170,365,8,0,9,116,77,185,29,12,40,153,89,231,3,3,9,107,110,216,27,21,48,137,134,274,24,14,35,185,158,345,32,28,62,241,200,441,16,3,16,118,74,188,6,5,20,140,82,223,0,0,0,9,7,16,0,0,0,9,7,24,0,0,0,0,0,0,0,0,0,0,0,4,50,29,78,811,719,1530,157,108,260,1018,856,1870,0,0,0,34,28,61,6,9,20,40,37,79,0,0,0,43,58,102,9,13,23,52,71,125,0,0,0,16,14,32,0,0,4,16,14,31,0,0,4,61,49,114,33,36,74,94,85,188,6,0,7,128,152,278,90,85
801,128,64,198,11629,10857,22486,613,517,1127,12370,11438,23814,742,372,1110,20231,19616,39843,834,681,1518,21807,20669,42470,247,135,384,11491,10975,22463,589,501,1091,12327,11611,23937,147,133,283,14296,14076,28374,1150,857,2009,15593,15066,30662,335,327,659,26795,27527,54320,1786,1322,3112,28916,29176,58092,405,455,860,24384,25326,49707,1291,957,2251,26080,26738,52819,528,681,1214,21650,23209,44857,1063,800,1859,23241,24690,47930,636,727,1369,17418,18579,35995,754,611,1359,18808,19917,38722,665,772,1438,9289,10045,19338,453,419,869,10407,11236,21644,819,1357,2173,4094,4744,8842,279,366,645,5192,6467,11663,635,1608,2243,880,1261,2148,136,299,436,1651,3168,4825,5298,6634,11933,162158,166205,328369,8957,7330,16289,176413,180169,356591,168,110,279,13006,12172,25177,714,613,1330,13888,12895,26785,1102,520,1622,22521,21631,44152,989,898,1890,24612,23049,47659,365,281,649,11407,11291,22695,568,555,1122,12340,12127,24472,258,214,471,14527,14371,28901,1045,932,1978,15830,15517,31354,429,478,912,29589,31108,60696,2347,2055
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,15,17,28,0,0,0,15,17,28,0,0,0,16,17,30,0,0,3,16,17,28,0,0,0,27,25,57,0,3,6,27,28,59,0,0,0,38,38,74,4,4,10,42,42,83,0,0,0,74,75,142,8,0,8,82,75,153,0,6,6,55,42,96,9,5,11,64,53,113,5,0,3,24,32,59,11,3,14,40,35,76,0,7,7,24,21,44,9,0,9,33,28,63,0,0,0,9,5,14,0,0,0,9,5,18,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,0,0,0,0,0,0,0,4,3,11,15,29,276,272,547,44,18,61,331,305,631,0,0,0,6,3,11,0,0,0,6,3,11,0,0,0,10,15,23,0,0,0,10,15,24,0,4,4,8,18,25,3,0,7,11,22,33,0,0,0,32,34,66,0,4,8,32,38,78,0,0,5,53,36,89,9,4
901,0,0,0,68,55,122,8,12,20,76,67,140,0,0,0,170,166,333,8,16,18,178,182,358,0,0,0,69,49,121,41,6,44,110,55,165,5,0,3,61,59,121,140,6,141,206,65,266,3,0,4,151,130,279,430,9,438,584,139,721,0,6,0,144,154,302,126,15,138,270,175,444,0,4,7,203,175,377,32,7,37,235,186,418,6,5,10,196,118,307,8,7,19,210,130,337,9,3,13,57,36,97,8,0,9,74,39,119,3,6,12,11,10,18,0,0,0,14,16,35,5,0,4,0,0,0,0,0,0,5,0,4,37,33,63,1121,950,2074,801,68,868,1959,1051,3002,5,0,5,130,114,241,7,9,16,142,123,262,7,0,9,251,245,493,22,23,45,280,268,546,5,0,9,91,94,177,13,11,26,109,105,208,0,0,0,74,55,136,56,7,61,130,62,196,0,4,5,186,204,389,139,33
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,3,0,7,0,0,0,0,7,8,0,0,0,0,7,8,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,3,8,0,0,0,0,3,8,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,24,0,0,0,5,16,30,0,0,0,3,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,5,0,0,0,4,0,4,0,0,3,4,0,8,0,0,0,0,0,0,0,0
