SA4_CODE_2021,C11_P_FoodHos_PS_15_19,C11_P_FoodHos_PS_20_24,C11_P_FoodHos_PS_25_34,C11_P_FoodHos_PS_35_44,C11_P_FoodHos_PS_45_54,C11_P_FoodHos_PS_55_64,C11_P_FoodHos_PS_65_74,C11_P_FoodHos_PS_75_84,C11_P_FoodHos_PS_85over,C11_P_FoodHos_PS_Tot,C11_P_MixFld_pr_15_19,C11_P_MixFld_pr_20_24,C11_P_MixFld_pr_25_34,C11_P_MixFld_pr_35_44,C11_P_MixFld_pr_45_54,C11_P_MixFld_pr_55_64,C11_P_MixFld_pr_65_74,C11_P_MixFld_pr_75_84,C11_P_MixFld_pr_85over,C11_P_MixFld_pr_Tot,C11_P_FldStu_ID_15_19,C11_P_FldStu_ID_20_24,C11_P_FldStu_ID_25_34,C11_P_FldStu_ID_35_44,C11_P_FldStu_ID_45_54,C11_P_FldStu_ID_55_64,C11_P_FldStu_ID_65_74,C11_P_FldStu_ID_75_84,C11_P_FldStu_ID_85over,C11_P_FldStu_ID_Tot,C11_P_FldStu_NS_15_19,C11_P_FldStu_NS_20_24,C11_P_FldStu_NS_25_34,C11_P_FldStu_NS_35_44,C11_P_FldStu_NS_45_54,C11_P_FldStu_NS_55_64,C11_P_FldStu_NS_65_74,C11_P_FldStu_NS_75_84,C11_P_FldStu_NS_85over,C11_P_FldStu_NS_Tot,C11_P_Tot_15_19,C11_P_Tot_20_24,C11_P_Tot_25_34,C11_P_Tot_35_44,C11_P_Tot_45_54,C11_P_Tot_55_64,C11_P_Tot_65_74,C11_P_Tot_75_84,C11_P_Tot_85over,C11_P_Tot_Tot,C16_P_NatPhy_sci_15_19,C16_P_NatPhy_sci_20_24,C16_P_NatPhy_sci_25_34,C16_P_NatPhy_sci_35_44,C16_P_NatPhy_sci_45_54,C16_P_NatPhy_sci_55_64,C16_P_NatPhy_sci_65_74,C16_P_NatPhy_sci_75_84,C16_P_NatPhy_sci_85over,C16_P_NatPhy_sci_Tot,C16_P_InfTec_15_19,C16_P_InfTec_20_24,C16_P_InfTec_25_34,C16_P_InfTec_35_44,C16_P_InfTec_45_54,C16_P_InfTec_55_64,C16_P_InfTec_65_74,C16_P_InfTec_75_84,C16_P_InfTec_85over,C16_P_InfTec_Tot,C16_P_EngRT_15_19,C16_P_EngRT_20_24,C16_P_EngRT_25_34,C16_P_EngRT_35_44,C16_P_EngRT_45_54,C16_P_EngRT_55_64,C16_P_EngRT_65_74,C16_P_EngRT_75_84,C16_P_EngRT_85over,C16_P_EngRT_Tot,C16_P_ArchBuild_15_19,C16_P_ArchBuild_20_24,C16_P_ArchBuild_25_34,C16_P_ArchBuild_35_44,C16_P_ArchBuild_45_54,C16_P_ArchBuild_55_64,C16_P_ArchBuild_65_74,C16_P_ArchBuild_75_84,C16_P_ArchBuild_85over,C16_P_ArchBuild_Tot,C16_P_AgEnv_RS_15_19,C16_P_AgEnv_RS_20_24,C16_P_AgEnv_RS_25_34,C16_P_AgEnv_RS_35_44,C16_P_AgEnv_RS_45_54,C16_P_AgEnv_RS_55_64,C16_P_AgEnv_RS_65_74,C16_P_AgEnv_RS_75_84,C16_P_AgEnv_RS_85over,C16_P_AgEnv_RS_Tot,C16_P_Health_15_19,C16_P_Health_20_24,C16_P_Health_25_34,C16_P_Health_35_44,C16_P_Health_45_54,C16_P_Health_55_64,C16_P_Health_65_74,C16_P_Health_75_84,C16_P_Health_85over,C16_P_Health_Tot,C16_P_Educ_15_19,C16_P_Educ_20_24,C16_P_Educ_25_34,C16_P_Educ_35_44,C16_P_Educ_45_54,C16_P_Educ_55_64,C16_P_Educ_65_74,C16_P_Educ_75_84,C16_P_Educ_85over,C16_P_Educ_Tot,C16_P_MngtCom_15_19,C16_P_MngtCom_20_24,C16_P_MngtCom_25_34,C16_P_MngtCom_35_44,C16_P_MngtCom_45_54,C16_P_MngtCom_55_64,C16_P_MngtCom_65_74,C16_P_MngtCom_75_84,C16_P_MngtCom_85over,C16_P_MngtCom_Tot,C16_P_Soc_cult_15_19,C16_P_Soc_cult_20_24,C16_P_Soc_cult_25_34,C16_P_Soc_cult_35_44,C16_P_Soc_cult_45_54,C16_P_Soc_cult_55_64,C16_P_Soc_cult_65_74,C16_P_Soc_cult_75_84,C16_P_Soc_cult_85over,C16_P_Soc_cult_Tot,C16_P_Creative_art_15_19,C16_P_Creative_art_20_24,C16_P_Creative_art_25_34,C16_P_Creative_art_35_44,C16_P_Creative_art_45_54,C16_P_Creative_art_55_64,C16_P_Creative_art_65_74,C16_P_Creative_art_75_84,C16_P_Creative_art_85over,C16_P_Creative_art_Tot,C16_P_FoodHos_PS_15_19,C16_P_FoodHos_PS_20_24,C16_P_FoodHos_PS_25_34,C16_P_FoodHos_PS_35_44,C16_P_FoodHos_PS_45_54,C16_P_FoodHos_PS_55_64,C16_P_FoodHos_PS_65_74,C16_P_FoodHos_PS_75_84,C16_P_FoodHos_PS_85over,C16_P_FoodHos_PS_Tot,C16_P_MixFld_pr_15_19,C16_P_MixFld_pr_20_24,C16_P_MixFld_pr_25_34,C16_P_MixFld_pr_35_44,C16_P_MixFld_pr_45_54,C16_P_MixFld_pr_55_64,C16_P_MixFld_pr_65_74,C16_P_MixFld_pr_75_84,C16_P_MixFld_pr_85over,C16_P_MixFld_pr_Tot,C16_P_FldStu_ID_15_19,C16_P_FldStu_ID_20_24,C16_P_FldStu_ID_25_34,C16_P_FldStu_ID_35_44,C16_P_FldStu_ID_45_54,C16_P_FldStu_ID_55_64,C16_P_FldStu_ID_65_74,C16_P_FldStu_ID_75_84,C16_P_FldStu_ID_85over,C16_P_FldStu_ID_Tot,C16_P_FldStu_NS_15_19,C16_P_FldStu_NS_20_24,C16_P_FldStu_NS_25_34,C16_P_FldStu_NS_35_44,C16_P_FldStu_NS_45_54,C16_P_FldStu_NS_55_64,C16_P_FldStu_NS_65_74,C16_P_FldStu_NS_75_84,C16_P_FldStu_NS_85over,C16_P_FldStu_NS_Tot,C16_P_Tot_15_19,C16_P_Tot_20_24,C16_P_Tot_25_34,C16_P_Tot_35_44,C16_P_Tot_45_54,C16_P_Tot_55_64,C16_P_Tot_65_74,C16_P_Tot_75_84,C16_P_Tot_85over,C16_P_Tot_Tot
123,206,644,1268,1077,656,503,183,61,7,4608,19,12,15,28,32,19,12,3,0,138,26,71,207,276,235,176,58,27,9,1084,1894,1183,2082,2402,2479,2239,1642,1281,689,15900,3141,7953,20119,20561,18457,14126,6163,2753,1057,94329,4,223,571,552,492,380,194,60,17,2493,50,279,1133,1166,471,276,79,12,0,3470,119,956,3366,3750,4125,3957,2397,957,209,19836,139,693,1573,1545,1128,920,562,236,51,6841,43,166,478,434,339,229,99,39,7,1837,134,691,2142,2046,1808,1485,744,223,66,9342,43,454,1965,1915,1571,1610,792,250,58,8659,254,1667,5556,5550,4439,3329,1587,361,100,22838,216,1300,3444,3160,2356,1589,648,125,35,12866,81,472,969,541,349,273,149,42,15,2898,196,657,1709,1229,888,552,343,96,18,5689,26,29,23,48,30,46,62,31,10,304,17,90,274,330,307,218,131,31,4,1409,1400,1256,2474,2392,2227,2038,1877,1284,977,15930,2735,8946,25671,24667,20535,16903,9649,3739,1566,114407
124,270,949,1708,1291,904,619,260,94,35,6131,24,25,19,27,24,26,10,3,3,170,21,89,246,335,286,244,96,50,13,1390,1861,1578,2565,2764,2998,2748,2169,1769,973,19432,3296,10010,24530,25246,24671,20006,9687,4590,1816,123861,6,229,584,680,600,600,401,110,22,3242,46,312,1008,1019,549,348,136,15,3,3442,108,1142,3923,4049,4544,4169,2885,1178,318,22314,154,820,1960,1740,1606,1186,774,335,77,8654,56,241,673,611,531,379,159,67,23,2736,138,723,2488,2386,2327,2357,1172,507,160,12269,35,518,2321,2411,2270,2755,1538,520,123,12493,308,1781,5701,6039,5092,4322,2283,666,214,26410,255,1443,3879,3605,3195,2644,1436,401,67,16929,89,641,1367,1124,794,651,373,127,40,5205,288,962,2083,1490,1135,689,411,137,47,7231,21,52,38,30,39,49,74,36,8,349,29,97,292,388,376,264,150,76,30,1693,1440,1506,3340,2987,2882,2637,2387,1631,854,19666,2970,10471,29663,28566,25938,23052,14177,5799,1987,142630
125,161,1389,2750,1536,884,544,251,109,41,7662,43,57,68,58,69,49,42,9,0,383,12,175,716,555,387,244,98,57,12,2250,2619,3286,6981,5131,4491,3408,2798,2762,1614,33098,3769,15584,52949,38007,28629,19402,10709,6345,2606,178008,21,576,2159,1751,1345,915,498,183,43,7494,59,864,6632,5206,1579,589,141,13,3,15091,71,1257,6819,5843,5054,4424,2813,1601,542,28418,115,673,2281,2053,1586,1009,633,341,102,8799,14,116,386,385,327,241,99,60,25,1653,77,1186,5581,3390,2369,2008,1001,485,149,16246,46,706,2837,2272,2076,1806,1212,517,171,11643,321,3844,18921,13090,7392,4807,2496,801,307,51993,175,1775,5985,4840,3754,2694,1139,381,109,20853,83,780,2239,1398,784,466,255,103,26,6136,170,709,2929,1902,1168,647,361,139,49,8066,37,94,167,95,119,128,94,52,22,805,35,183,886,700,475,314,173,81,23,2866,1785,2727,7859,5483,4084,3290,2518,2012,1416,31160,3008,15496,65672,48408,32115,23340,13426,6756,2999,211214
126,54,297,701,650,473,261,137,69,29,2676,19,41,8,12,32,25,8,5,4,154,10,99,234,236,232,163,71,47,22,1120,682,885,1283,1058,1130,1055,932,1115,1050,9190,1082,6413,19276,18972,17421,12516,6748,4351,2254,89042,0,349,1036,942,975,821,544,217,80,4967,18,255,2085,2432,1244,547,131,15,11,6745,30,424,2398,2419,2511,2211,1493,892,376,12754,15,218,668,761,756,508,325,212,68,3518,11,63,204,191,225,172,83,42,12,1000,19,501,2042,1713,1613,1600,943,503,206,9139,6,238,1040,1051,1231,1422,1035,501,213,6749,104,2247,8398,6781,5247,3482,1868,747,377,29253,55,844,2581,2628,2314,1822,1107,403,149,11905,43,581,1359,1041,714,421,215,87,31,4501,65,359,833,667,559,305,200,76,46,3108,28,36,22,9,19,40,32,23,12,234,10,112,279,299,263,202,121,64,35,1389,473,721,1567,1258,1086,975,838,891,1039,8848,874,6947,24509,22199,18767,14530,8938,4689,2651,104103
127,196,870,1759,1569,1032,580,224,64,13,6308,42,38,48,42,62,49,11,8,4,309,23,107,316,351,319,194,85,33,5,1430,3044,2159,4346,4585,4696,3851,3100,2245,854,28876,4504,11991,30134,27791,23666,15561,7711,3933,1202,126481,13,476,938,819,748,522,243,59,6,3842,61,581,2144,1931,889,298,74,3,0,5980,125,1171,3943,4583,5429,4407,2559,1095,267,23573,155,849,1973,1780,1628,1055,685,319,80,8518,10,91,254,270,264,222,92,38,4,1250,121,1078,3035,2309,1819,1334,610,199,55,10560,47,788,2699,2035,1635,1339,808,268,46,9665,319,2912,9465,8050,5715,3470,1398,357,94,31778,215,1875,4306,3423,2715,1820,641,163,30,15182,74,770,1363,840,432,287,148,58,16,3979,219,805,2190,1919,1430,716,384,111,26,7799,43,63,100,96,107,123,109,59,21,720,38,157,393,464,456,278,174,71,16,2045,2219,2200,4660,4275,4021,3494,2573,1747,884,26071,3656,13830,37463,32782,27267,19363,10498,4557,1547,150966
128,139,540,1182,1101,722,533,305,150,29,4699,6,12,11,12,19,15,13,3,0,94,8,56,182,248,212,173,55,29,13,984,938,695,1508,1566,1629,1553,1363,1684,1034,11963,1709,7259,19918,22596,20992,16454,8879,5426,2126,105353,3,195,493,671,621,594,380,123,40,3126,12,179,728,920,568,360,109,13,0,2887,48,747,2504,3195,3966,3598,2765,1569,661,19062,67,570,1713,1803,1527,1062,630,376,123,7875,13,99,319,345,280,215,87,48,10,1417,51,551,1852,1960,1886,1673,843,425,172,9412,19,396,1862,1913,1881,2540,1256,464,132,10465,129,1336,4929,6303,5799,4735,2796,1018,435,27490,109,1004,2801,2804,2258,1657,902,284,86,11902,55,560,1235,976,559,368,228,119,46,4140,111,427,1137,1179,915,526,441,143,79,4962,12,4,23,15,20,27,34,18,12,167,7,65,197,266,251,198,115,46,23,1167,629,545,1486,1577,1495,1384,1199,1196,1117,10626,1265,6694,21279,23931,22050,18928,11779,5854,2930,114702
197,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,18,0,0,0,6,10,12,16,15,0,63,0,0,0,4,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,17,3,0,35,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,19,0,0,0,0,4,3,8,0,0,18,0,0,10,0,3,4,8,4,0,28,0,0,0,0,0,6,3,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,5,6,10,18,18,0,68,3,7,30,17,25,41,62,23,3,214
199,20,41,94,48,37,21,15,0,0,288,0,0,0,0,0,4,0,0,0,11,3,4,26,24,10,10,7,0,0,87,144,223,586,625,602,406,239,91,58,2983,217,694,1939,1417,1272,1019,564,140,73,7320,0,20,56,18,14,20,8,5,0,139,5,15,55,41,13,10,0,0,0,145,8,71,202,112,125,149,124,19,0,805,6,28,78,67,49,62,50,5,0,339,3,12,36,25,15,21,7,0,0,123,5,34,129,64,64,79,54,10,4,431,0,12,47,29,43,58,36,3,0,238,12,111,256,136,120,107,68,10,0,825,3,82,159,83,82,94,64,9,0,581,0,32,104,50,44,18,15,0,0,266,10,49,83,52,33,33,20,0,0,276,7,9,6,4,0,4,0,0,0,25,0,9,18,8,16,10,9,0,0,74,130,319,797,706,668,481,266,92,26,3476,176,805,2020,1397,1277,1143,722,153,39,7737
201,151,427,872,751,527,409,199,70,19,3434,8,19,9,8,3,10,6,3,4,68,11,34,159,188,159,126,51,29,8,775,1022,643,969,1230,1500,1643,1715,1684,878,11278,1693,4322,10748,11999,12012,10550,6287,3435,1337,62389,0,101,252,333,261,234,173,45,7,1403,22,90,452,369,244,177,54,7,0,1413,75,490,1473,1602,2006,1915,1524,696,206,9982,70,448,1103,827,691,666,468,231,54,4566,29,140,438,467,516,359,224,101,28,2292,40,425,1554,1468,1693,1717,1022,432,132,8477,22,249,1085,1269,1203,1543,1282,418,115,7188,79,666,2044,2397,2182,1541,803,261,93,10064,133,638,1537,1742,1751,1586,872,194,40,8498,78,312,511,531,414,337,234,61,21,2498,110,480,1057,795,636,481,288,110,33,3981,8,19,24,13,28,27,41,22,11,193,8,35,152,243,234,181,126,41,12,1037,978,790,1411,1513,1880,1967,2077,1522,802,12944,1653,4883,13079,13565,13738,12725,9186,4139,1565,74538
202,115,469,822,677,535,334,189,70,19,3238,0,6,0,11,8,4,8,3,0,40,8,29,146,205,169,135,71,40,6,819,890,581,1012,1263,1348,1444,1547,1734,1039,10864,1494,3992,10008,11712,12074,10571,6243,3535,1546,61174,9,66,222,359,283,266,190,55,18,1464,13,109,360,320,244,172,73,16,0,1299,68,490,1542,1545,1913,1933,1517,706,219,9946,57,410,1022,807,815,746,481,236,56,4625,31,128,411,589,555,454,217,79,27,2499,39,495,1566,1547,1715,1797,989,419,140,8714,19,253,1036,1272,1239,1569,1296,463,134,7282,65,530,1839,2048,1819,1415,841,258,101,8913,132,644,1506,1740,1732,1640,961,237,59,8653,31,180,473,554,421,358,233,73,28,2348,98,498,999,701,611,419,280,111,40,3755,3,17,22,18,13,24,44,25,5,171,4,36,117,257,195,190,120,59,16,987,1072,760,1660,1685,1925,2016,1921,1589,1019,13645,1636,4618,12776,13445,13476,13003,9161,4333,1857,74309
203,282,825,1606,1432,964,645,383,140,43,6321,19,12,27,12,23,12,7,6,5,120,7,66,261,356,292,235,128,52,30,1440,1491,1015,1835,2236,2371,2268,2438,2715,1451,17812,2730,7659,20787,22931,21104,17646,10650,6495,2621,112624,18,362,722,879,639,569,381,129,32,3731,29,216,723,683,430,282,117,4,3,2495,112,926,2983,3260,3721,3630,2970,1427,511,19541,123,895,2598,2028,1622,1328,827,433,141,9985,46,159,567,726,602,440,306,150,39,3039,74,893,3402,3085,2931,2849,1585,723,271,15816,46,366,2105,2306,2166,2881,2199,831,210,13106,163,1124,4240,4784,3912,3062,1812,619,244,19964,261,1330,3055,3281,3192,2568,1500,379,92,15659,158,448,1269,1043,711,517,309,120,45,4619,203,810,1975,1428,1201,742,591,211,56,7216,19,29,30,21,29,44,44,54,21,292,22,79,293,442,390,290,166,76,36,1807,1445,1353,2664,2657,2809,2740,2834,2393,1553,20451,2732,8994,26615,26634,24355,21940,15639,7560,3259,137724
204,199,514,1067,956,748,543,271,97,16,4409,6,13,7,4,0,10,0,4,3,50,12,45,128,192,187,134,86,30,21,838,996,564,1007,1259,1604,1688,1722,1780,881,11497,1859,3960,10484,12658,13598,12337,7202,3955,1494,67527,4,76,205,330,256,345,206,57,24,1498,18,62,181,220,182,164,86,3,0,917,117,613,1843,1988,2512,2497,2049,809,270,12698,70,412,938,870,873,943,653,298,76,5128,66,195,616,778,760,589,358,158,37,3552,64,398,1444,1483,1724,1912,1174,501,180,8888,17,202,959,1153,1228,1700,1358,481,123,7225,109,573,1882,2240,2221,1849,1076,325,124,10386,163,616,1462,1621,1683,1687,930,211,41,8406,42,136,383,333,258,267,164,61,25,1676,163,483,1080,1002,842,639,433,123,49,4830,8,18,27,21,17,27,34,32,18,201,15,40,147,191,214,194,124,48,23,987,1239,830,1561,1857,2240,2513,2392,1758,1029,15422,2090,4658,12726,14075,15010,15332,11027,4873,2026,81825
205,247,846,1528,1329,1022,757,427,165,25,6357,6,14,16,9,9,12,19,11,0,109,9,64,188,292,292,276,126,53,17,1318,1747,1084,2089,2442,2598,2976,3118,2941,1363,20362,2790,6951,17593,18895,20460,19463,12306,6643,2284,107385,3,152,343,383,308,378,319,80,30,1998,31,101,364,340,231,219,123,14,5,1441,157,1026,3071,3156,4387,4401,3810,1696,486,22190,103,657,1809,1480,1521,1659,1085,572,160,9041,72,284,957,1082,1006,687,404,148,54,4695,61,611,2202,1905,2264,2759,1817,739,224,12578,27,309,1517,1704,1820,2705,2090,712,160,11044,105,837,2904,2991,2728,2415,1750,574,200,14510,189,902,2244,2357,2712,2733,1502,353,72,13066,54,222,551,518,416,449,331,103,36,2685,167,782,1828,1364,1203,920,695,236,56,7247,10,23,20,16,28,35,80,61,27,317,8,48,199,281,319,312,231,77,36,1502,1873,1456,2841,2946,3641,4051,4229,3199,1626,25863,2875,7411,20847,20521,22572,23721,18460,8585,3181,128179
206,237,1961,4561,2226,1280,631,313,131,44,11381,76,122,53,39,35,29,15,16,5,391,37,576,2072,1466,933,618,235,121,55,6115,2363,5299,11791,7105,5271,4469,3703,3350,1895,45252,3679,29124,109620,64805,41470,29757,14678,7705,3332,304175,88,2546,5578,3339,2211,1521,956,290,102,16630,50,1157,7207,4428,1895,873,223,15,15,15864,88,2862,10984,5593,4058,3063,2188,1185,502,30523,63,1446,6386,3178,2210,1307,755,341,116,15805,33,409,1384,837,602,356,164,67,14,3876,74,2024,12323,6331,4355,3696,2086,988,343,32208,44,728,5581,3633,3711,4354,2668,868,271,21856,416,8128,31162,17839,11157,6211,2974,870,385,79134,237,4220,18487,11302,7999,6345,3890,1112,307,53905,279,4369,14840,6788,3377,1859,831,250,87,32677,206,1830,5159,2444,1651,809,488,140,85,12812,256,301,145,61,74,84,82,62,15,1077,89,859,2234,1686,1175,771,427,136,79,7446,2632,6304,16490,8950,6368,5119,3845,2636,1617,53967,4558,37175,137973,76417,50842,36374,21574,8948,3929,377785
207,148,819,1558,1254,960,609,415,201,66,6032,38,72,35,22,24,19,13,14,12,254,5,291,622,682,653,462,220,143,49,3128,1618,1679,2570,2135,2424,2040,2305,2787,2273,19822,2516,13229,35568,36873,36038,26426,16430,10165,5019,182261,19,912,1556,1615,1981,1568,1021,452,192,9324,61,664,2876,3062,2126,1056,284,39,6,10167,56,987,3674,3361,4210,3511,2868,1925,817,21416,47,578,1650,1333,1508,1004,704,534,167,7520,11,153,411,320,369,271,147,92,33,1812,49,1160,4626,4126,4368,3755,2431,1552,655,22721,21,338,1931,1977,2978,3380,2747,1346,462,15180,196,3645,11933,11563,10818,6500,3715,1587,793,50748,109,1538,4450,4652,5035,4131,2681,1059,381,24038,148,1362,2724,1772,1324,885,479,252,122,9072,143,615,1594,1138,1164,637,528,224,101,6147,45,86,61,32,51,46,68,63,21,484,24,270,540,648,724,514,302,166,72,3256,1124,1370,2817,2240,2465,2132,2099,2145,1733,18116,2046,13669,40846,37844,39120,29387,20090,11438,5559,200004
208,166,896,1948,1780,1295,801,461,245,97,7676,17,34,26,20,26,30,12,14,15,193,14,251,645,899,663,467,204,106,56,3293,1801,1595,3049,3250,3217,2856,2781,3421,2832,24810,2752,11977,39199,45851,39007,28146,15448,10243,5556,198186,8,638,1591,1964,1928,1430,830,305,129,8833,20,515,2872,3174,2066,1020,271,34,4,9982,61,870,3906,4229,5058,4226,3174,1957,932,24420,79,691,2391,2107,2035,1494,841,462,196,10293,12,170,468,570,501,307,136,84,26,2287,52,933,4477,4385,4545,3570,2108,1201,569,21838,30,420,2536,3031,3834,4159,2699,1089,347,18147,173,3070,11541,13698,11773,6909,3823,1453,767,53212,159,1608,5129,6307,5818,4474,2674,875,276,27325,137,1245,2982,2553,1796,1121,564,268,140,10799,172,699,2053,1664,1596,848,679,308,134,8154,40,51,39,27,35,51,44,57,32,362,14,256,640,928,904,547,313,131,103,3845,1182,1429,3370,3287,3348,2776,2535,2453,2148,22523,2140,12586,44002,47929,45245,32926,20696,10674,5811,222010
209,324,1488,3187,2356,1498,816,395,174,40,10266,25,52,55,38,37,26,15,10,3,267,30,220,793,825,542,335,137,88,22,2991,2642,2345,4299,4255,4127,3720,3387,3323,2049,30155,4296,16010,46702,43820,34858,24991,12678,7087,3156,193595,20,815,2261,2130,1578,1145,636,199,48,8836,54,574,3545,3269,1386,612,185,17,0,9643,209,1499,6524,6695,6480,5504,3785,1748,555,32992,209,1169,3803,2946,2515,1615,929,501,148,13838,36,255,776,852,570,385,157,54,14,3100,105,1461,5944,4995,3939,3131,1510,607,189,21881,42,696,3805,3730,3445,3463,2025,645,176,18023,263,3137,12339,11237,7933,5000,2441,666,254,43266,338,2324,6901,6911,5429,4007,1738,462,102,28210,149,1239,3170,2529,1380,715,372,136,51,9741,265,1309,3968,2668,2001,1044,610,219,83,12169,44,84,93,80,89,74,97,76,33,667,27,230,985,994,762,465,259,109,41,3872,2147,2247,5462,4597,4327,3720,3476,2775,1713,30465,3912,17028,59580,53636,41830,30885,18225,8209,3407,236709
210,241,1018,2180,1594,1087,623,284,120,33,7178,14,29,45,39,21,26,20,10,3,210,20,138,473,456,367,220,103,45,13,1840,2455,1826,3322,3432,3340,2881,2853,2782,1247,24140,3777,10553,29251,27803,22792,15139,8676,5333,1874,125198,16,498,1193,1163,825,545,243,67,23,4569,24,410,2320,2087,792,337,82,8,4,6061,155,1217,4714,4832,5042,4071,2712,1429,472,24639,169,956,2784,1866,1580,898,551,316,86,9206,25,154,461,487,379,252,112,51,11,1925,82,843,3328,2665,2143,1648,792,331,99,11936,43,579,2579,2544,2334,2015,1069,396,102,11655,241,2111,8575,7584,5261,3159,1390,445,172,28931,267,1787,4829,4329,3446,2113,841,208,59,17861,79,701,1640,1148,636,285,165,71,28,4760,182,845,2754,1838,1436,742,491,176,51,8517,32,49,74,58,61,60,63,56,15,472,20,187,659,637,478,314,141,73,26,2538,1838,1829,4223,3710,3475,2860,2762,2215,1220,24129,3172,12166,40127,34950,27881,19301,11408,5842,2360,157195
211,466,1518,2749,2533,1850,1247,652,264,54,11342,14,31,28,21,23,22,15,16,6,172,15,177,587,794,626,462,195,101,40,2994,2498,1535,2577,3467,3631,3538,3489,3608,2546,26894,4546,15347,42767,47406,43300,33797,18940,9904,4257,220269,21,588,1522,1882,1633,1202,767,286,70,7968,51,439,2613,3293,1772,948,307,40,3,9465,172,1431,5845,6893,8192,7026,5225,2716,809,38310,219,1465,4091,3264,3290,2398,1448,837,197,17200,52,377,1077,1190,926,582,268,123,30,4638,97,1555,5235,4657,4713,3998,2241,1010,312,23836,44,656,3672,3839,3941,4320,3104,1166,313,21044,239,2509,10422,11646,9432,7041,3912,1387,514,47100,327,2140,5532,6065,5855,4751,2429,663,196,27966,171,1244,2663,2151,1349,894,573,192,89,9324,386,1287,3043,2479,2201,1330,946,334,109,12111,26,49,50,51,44,59,83,69,26,462,20,148,600,862,764,542,351,135,54,3476,1738,1517,3442,3556,3762,3487,3289,2949,2157,25900,3565,15392,49822,51841,47868,38570,24942,11913,4875,248792
212,497,2409,4853,3450,2272,1352,663,235,52,15785,63,97,71,63,70,49,46,29,5,491,39,320,1034,1008,799,514,231,130,48,4126,4322,3669,6596,6253,6212,5491,5170,4887,2606,45200,7158,24448,67488,60028,48703,33931,19997,11469,4221,277446,41,1306,2910,2696,2049,1351,768,290,104,11517,116,1166,5984,6024,2460,1048,288,34,6,17118,354,2851,10467,10849,11358,8915,5857,3111,881,54638,342,1856,4563,3387,2916,2090,1344,794,198,17485,61,325,1108,1049,792,472,270,102,29,4211,156,2124,7765,5998,4800,3512,2041,974,264,27633,83,1048,4289,4391,4004,3686,2399,1110,280,21300,572,6004,21212,17573,12011,7184,3703,1456,486,70210,548,3575,9272,8725,7185,4893,2120,611,170,37095,232,1411,3157,1984,1149,739,420,186,68,9341,442,1970,6078,3934,2893,1594,950,340,99,18297,121,150,160,104,121,125,146,120,39,1090,46,386,1219,1260,946,655,354,189,72,5134,3429,3834,7816,6733,6362,5461,4814,4110,2674,45233,6545,28006,85986,74710,59051,41724,25483,13433,5373,340311
213,454,2334,5525,3324,1825,1020,367,143,34,15022,28,45,78,50,60,51,35,20,11,364,33,289,1315,1040,675,424,163,56,12,4003,4649,4545,9463,8285,7146,6235,4699,3756,1772,50543,7005,22449,74630,61047,41697,27161,12504,6749,2598,255840,21,1028,2874,2735,1515,930,414,99,20,9649,74,1047,7073,6553,1904,717,137,30,5,17538,322,2422,10250,10585,9646,7796,4525,1745,527,47821,307,1610,4673,3595,2481,1581,875,432,112,15672,38,218,959,878,625,341,150,46,7,3259,165,1791,7529,5684,4089,2691,1186,373,137,23650,86,942,4895,4675,3693,3029,1570,443,126,19462,511,4970,22302,19464,10312,5642,2149,487,191,66026,487,3173,10409,9818,6882,4366,1551,295,63,37043,172,1550,4165,2809,1383,658,245,75,25,11080,466,1941,6697,4317,2563,1327,699,203,64,18269,76,104,153,103,128,150,179,110,31,1038,36,336,1553,1464,935,656,333,102,40,5449,3405,4264,10460,8729,7045,5761,4827,3241,1733,49472,6175,25393,93991,81407,53213,35649,18841,7682,3078,325431
214,268,863,1699,1712,1160,849,523,202,50,7328,11,10,12,10,24,19,11,15,4,108,18,81,229,391,312,251,145,89,35,1557,1833,1109,1899,2654,2885,2685,3115,3210,2003,21381,3095,7493,20005,24322,22544,18916,13558,8114,3409,121445,9,185,440,605,520,466,397,160,60,2845,29,158,511,768,527,329,162,28,4,2527,148,804,2789,3462,4177,3939,3318,1934,638,21214,132,862,2589,2180,2035,1643,1103,639,171,11364,49,241,676,778,645,364,173,66,36,3033,50,645,2609,2695,2896,2607,1668,874,270,14323,30,417,1889,2194,2192,2571,2141,821,188,12439,153,1096,3804,4992,4574,3524,2695,1110,412,22358,233,1177,2895,3215,3222,2668,1638,469,129,15640,83,435,1051,1031,745,559,432,195,65,4600,207,804,1894,1677,1499,992,809,252,81,8206,21,30,30,24,35,37,48,80,26,326,20,68,256,412,396,278,206,114,39,1788,1363,1202,2392,2647,2995,2880,3128,2788,1662,21065,2528,8132,23826,26686,26467,22854,17924,9535,3768,141725
