SA4_CODE_2021,C21_P_35_39_Tot_LF,C21_P_35_39_Not_LF,C21_P_35_39_LF_NS,C21_P_35_39_Tot,C21_P_40_44_Em_FT,C21_P_40_44_Em_PT,C21_P_40_44_Em_AFW,C21_P_40_44_Em_Hrs_NS,C21_P_40_44_Em_Tot,C21_P_40_44_Unem_Look_FT,C21_P_40_44_Unem_Look_PT,C21_P_40_44_Unem_Tot,C21_P_40_44_Tot_LF,C21_P_40_44_Not_LF,C21_P_40_44_LF_NS,C21_P_40_44_Tot,C21_P_45_49_Em_FT,C21_P_45_49_Em_PT,C21_P_45_49_Em_AFW,C21_P_45_49_Em_Hrs_NS,C21_P_45_49_Em_Tot,C21_P_45_49_Unem_Look_FT,C21_P_45_49_Unem_Look_PT,C21_P_45_49_Unem_Tot,C21_P_45_49_Tot_LF,C21_P_45_49_Not_LF,C21_P_45_49_LF_NS,C21_P_45_49_Tot,C21_P_50_54_Em_FT,C21_P_50_54_Em_PT,C21_P_50_54_Em_AFW,C21_P_50_54_Em_Hrs_NS,C21_P_50_54_Em_Tot,C21_P_50_54_Unem_Look_FT,C21_P_50_54_Unem_Look_PT,C21_P_50_54_Unem_Tot,C21_P_50_54_Tot_LF,C21_P_50_54_Not_LF,C21_P_50_54_LF_NS,C21_P_50_54_Tot,C21_P_55_59_Em_FT,C21_P_55_59_Em_PT,C21_P_55_59_Em_AFW,C21_P_55_59_Em_Hrs_NS,C21_P_55_59_Em_Tot,C21_P_55_59_Unem_Look_FT,C21_P_55_59_Unem_Look_PT,C21_P_55_59_Unem_Tot,C21_P_55_59_Tot_LF,C21_P_55_59_Not_LF,C21_P_55_59_LF_NS,C21_P_55_59_Tot,C21_P_60_64_Em_FT,C21_P_60_64_Em_PT,C21_P_60_64_Em_AFW,C21_P_60_64_Em_Hrs_NS,C21_P_60_64_Em_Tot,C21_P_60_64_Unem_Look_FT,C21_P_60_64_Unem_Look_PT,C21_P_60_64_Unem_Tot,C21_P_60_64_Tot_LF,C21_P_60_64_Not_LF,C21_P_60_64_LF_NS,C21_P_60_64_Tot,C21_P_65_69_Em_FT,C21_P_65_69_Em_PT,C21_P_65_69_Em_AFW,C21_P_65_69_Em_Hrs_NS,C21_P_65_69_Em_Tot,C21_P_65_69_Unem_Look_FT,C21_P_65_69_Unem_Look_PT,C21_P_65_69_Unem_Tot,C21_P_65_69_Tot_LF,C21_P_65_69_Not_LF,C21_P_65_69_LF_NS,C21_P_65_69_Tot,C21_P_70_74_Em_FT,C21_P_70_74_Em_PT,C21_P_70_74_Em_AFW,C21_P_70_74_Em_Hrs_NS,C21_P_70_74_Em_Tot,C21_P_70_74_Unem_Look_FT,C21_P_70_74_Unem_Look_PT,C21_P_70_74_Unem_Tot,C21_P_70_74_Tot_LF,C21_P_70_74_Not_LF,C21_P_70_74_LF_NS,C21_P_70_74_Tot,C21_P_75over_Emp_Wor_ft,C21_P_75over_Em_Work_pt,C21_P_75over_Em_Aw_fr_w,C21_P_75over_Emp_Hou_w_ns,C21_P_75over_Em_Tot,C21_P_75over_Unem_Lo_ft_w,C21_P_75over_Unem_Lo_pt_w,C21_P_75over_Unemp_Tot,C21_P_75over_Tot_lab_for,C21_P_75over_N_lab_forc,C21_P_75over_LF_NS,C21_P_75over_Tot,C21_P_Tot_Em_FT,C21_P_Tot_Em_PT,C21_P_Tot_Em_AFW,C21_P_Tot_Em_Hrs_NS,C21_P_Tot_Em_Tot,C21_P_Tot_Unem_Look_FT,C21_P_Tot_Unem_Look_PT,C21_P_Tot_Unem_Tot,C21_P_Tot_Tot_labo_for,C21_P_Tot_Not_LF,C21_P_Tot_LF_NS,C21_P_Tot_Tot
501,9477,1698,759,11934,5816,3127,428,152,9519,193,131,324,9843,1458,802,12102,6284,3114,457,144,10001,187,115,304,10301,1422,847,12567,6280,3021,550,138,9981,189,123,314,10294,1798,884,12977,5349,2936,636,116,9032,194,115,308,9341,2619,765,12730,3790,2926,627,76,7414,164,145,312,7726,4681,740,13149,1439,1800,278,42,3566,41,53,97,3661,7748,665,12073,464,863,112,47,1486,9,16,23,1509,8833,675,11021,234,428,64,64,785,0,13,13,796,13405,1435,15629,49101,31646,5178,1530,87452,2106,1759,3867,91320,51642,10095,153058
502,4644,1077,449,6170,2622,1290,197,78,4190,161,88,245,4434,896,405,5736,3070,1373,239,93,4770,164,89,251,5018,929,454,6404,3165,1389,260,55,4874,183,72,258,5130,1189,424,6745,2911,1468,325,54,4763,146,98,243,5003,1719,401,7124,1847,1364,310,55,3577,132,112,247,3825,3033,342,7206,687,755,120,28,1589,39,41,84,1672,5431,338,7443,155,358,29,12,562,10,21,31,592,6511,364,7461,50,173,21,27,268,4,7,9,279,10874,1193,12346,24125,15656,2561,852,43190,1848,1359,3206,46404,36622,5785,88811
503,11892,1471,773,14136,6728,2694,273,95,9797,204,136,342,10139,1302,635,12071,6613,2581,203,70,9466,230,103,332,9793,1286,504,11587,6486,2599,241,81,9404,240,106,344,9750,1485,530,11760,5300,2299,269,49,7924,232,105,336,8260,1904,488,10649,3380,2261,245,38,5931,152,106,258,6187,3171,430,9792,1460,1796,154,31,3443,51,52,102,3539,4698,471,8713,555,1068,69,14,1699,18,33,50,1753,5559,387,7705,237,670,50,33,991,13,10,23,1009,11613,1154,13775,59750,35017,3557,1119,99451,2195,2304,4505,103951,42329,8581,154860
504,17663,3163,1111,21946,9940,4204,496,224,14865,325,208,533,15406,2483,913,18798,9815,3821,413,180,14231,393,222,608,14837,2425,932,18197,9676,3653,545,174,14050,353,174,533,14583,2651,861,18094,8226,3557,564,145,12491,326,171,499,12989,3259,751,17004,5316,3073,493,94,8975,289,194,481,9459,5028,651,15138,2046,1901,220,35,4208,78,89,170,4378,7842,482,12707,512,836,68,25,1450,12,33,44,1491,8865,460,10821,164,419,29,28,648,3,7,13,657,14655,1421,16732,85241,45824,5878,2288,139231,4078,3462,7539,146773,65060,11227,223065
505,37321,5202,2140,44661,21222,9537,975,372,32105,659,506,1162,33263,4465,1736,39464,21911,9040,877,373,32205,710,407,1120,33321,4259,1684,39264,20833,8594,1019,339,30785,746,367,1108,31902,4787,1551,38237,16611,7909,1152,289,25962,619,367,986,26951,6258,1334,34542,10805,7229,1005,190,19229,542,411,949,20186,9926,1129,31239,3868,4333,510,100,8810,143,202,347,9151,17205,958,27317,939,2061,167,46,3220,21,52,80,3297,19855,926,24073,264,909,78,57,1316,9,32,40,1357,34509,2725,38589,175865,103429,12275,4391,295961,7628,7772,15402,311368,133386,20990,465735
506,34696,6230,2296,43219,19633,8140,804,388,28965,827,509,1342,30300,5007,1854,37162,18017,6999,761,391,26164,766,399,1164,27325,4523,1648,33501,16810,6359,828,330,24323,746,367,1113,25434,4965,1627,32031,13890,5934,917,265,21002,629,347,973,21975,5994,1414,29384,9230,5463,779,179,15655,504,323,826,16476,9233,1185,26897,3542,3479,391,84,7494,161,174,337,7832,14942,975,23749,904,1758,136,56,2844,18,53,76,2921,16857,929,20707,260,779,58,64,1154,5,18,23,1180,28065,3131,32377,158009,88519,10131,4487,261148,8316,7445,15763,276911,126458,22928,426298
507,27063,4429,1808,33300,16070,7070,769,293,24201,562,387,945,25147,3642,1466,30261,16126,6535,739,247,23648,608,347,947,24604,3539,1422,29564,15594,6050,915,266,22830,566,330,897,23726,4133,1321,29180,12742,5787,974,202,19707,484,316,796,20503,5329,1175,27014,8141,5105,830,143,14219,411,310,720,14941,8277,982,24199,2926,3160,391,77,6547,112,160,273,6823,13521,862,21202,697,1438,118,36,2291,18,63,83,2374,14943,743,18058,211,656,53,42,963,11,18,28,994,26584,2535,30117,131854,74961,9931,3157,219901,6271,6234,12506,232407,106035,18202,356647
509,5818,1175,671,7664,3537,1829,216,97,5676,136,66,204,5879,998,737,7612,4218,1816,256,105,6400,161,76,230,6630,1086,822,8542,4507,2043,400,111,7068,153,81,235,7305,1390,907,9597,4437,2228,449,104,7219,160,81,238,7455,2069,997,10518,3486,2321,443,94,6342,136,116,247,6592,3287,814,10700,1626,1472,276,70,3444,51,66,114,3558,5651,811,10019,705,805,105,59,1674,0,17,20,1694,6330,715,8732,375,566,81,86,1105,8,5,11,1116,10400,1513,13030,36165,20794,3392,1272,61621,1538,1079,2616,64234,38614,10424,113275
510,6190,1188,1520,8902,3516,906,254,96,4772,105,62,163,4940,895,1230,7066,3260,719,218,71,4276,85,45,130,4409,848,1151,6404,2990,586,220,76,3867,74,48,124,3990,839,1089,5914,2445,477,229,69,3218,77,30,109,3328,827,940,5096,1672,421,173,48,2312,42,31,68,2381,856,692,3936,643,244,80,14,974,6,12,24,999,865,380,2242,167,98,16,13,294,5,0,4,296,701,199,1195,43,47,3,7,104,0,4,5,109,829,214,1156,29601,8287,2592,986,41467,1118,669,1786,43255,13602,12233,69087
511,5900,1082,1136,8117,3713,1317,198,106,5338,136,76,211,5549,910,1009,7464,4069,1322,262,108,5755,135,70,202,5958,923,986,7875,4143,1424,312,115,5994,161,57,215,6208,1147,1033,8387,3718,1427,346,104,5598,119,84,205,5796,1410,924,8135,2758,1365,289,79,4497,110,84,190,4689,2239,858,7791,1169,804,159,32,2164,36,39,71,2234,3355,648,6236,352,389,43,21,806,6,11,15,817,3722,588,5131,177,223,26,49,476,0,9,8,487,5807,1004,7293,35468,15359,2917,1193,54931,1447,974,2420,57351,26111,12154,95614
597,52,0,39,92,36,0,0,0,40,0,0,0,43,0,39,82,30,0,0,0,29,0,0,0,29,3,29,57,24,0,0,0,29,0,0,0,29,5,18,54,8,0,4,0,13,0,0,5,15,0,11,26,12,0,5,0,15,0,0,0,15,3,14,34,3,0,0,0,3,0,0,0,3,9,3,13,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,243,18,13,5,277,5,0,3,277,18,220,516
599,236,167,364,769,90,45,22,0,163,35,13,46,208,126,435,770,78,29,20,0,125,38,8,47,168,122,390,680,84,25,10,3,126,24,10,35,161,132,339,631,71,34,12,0,124,16,9,24,145,165,248,552,47,37,14,0,94,17,7,22,123,230,236,588,16,16,6,0,35,5,0,5,40,296,137,478,4,7,0,0,10,0,6,6,13,176,96,281,0,0,0,0,0,0,0,0,3,101,79,189,915,484,181,33,1614,274,117,392,2000,1955,3326,7285
601,14159,2237,734,17128,7085,3971,405,120,11580,313,163,481,12060,1913,550,14528,7578,3739,370,115,11795,242,150,399,12196,1973,550,14715,7431,3476,501,110,11526,222,169,388,11909,2463,563,14934,6257,3555,514,97,10419,201,149,349,10770,3480,540,14789,4116,3468,470,83,8133,160,153,314,8451,6148,555,15150,1340,2028,248,47,3657,39,64,108,3765,9444,556,13773,374,943,77,30,1422,10,25,32,1456,10310,602,12375,122,421,43,25,616,0,8,6,624,18172,1431,20224,65150,46560,5288,1723,118720,4010,3811,7818,126541,70007,8955,205506
602,6962,1378,423,8759,3888,2190,200,73,6353,166,98,261,6617,1217,388,8220,4216,2210,254,101,6774,186,118,311,7082,1497,376,8962,4639,2461,281,100,7489,195,111,301,7791,1754,460,10000,4093,2464,342,79,6986,160,133,288,7277,2452,468,10199,2766,2425,360,68,5625,151,138,290,5910,4327,502,10737,1077,1345,166,38,2622,43,44,94,2717,6710,515,9935,298,636,45,14,998,3,14,20,1010,7505,492,9010,140,328,26,36,540,5,5,12,547,12564,1232,14339,37597,26291,3054,1134,68079,2361,1849,4208,72287,47183,6705,126171
603,1829,364,148,2340,944,678,72,43,1741,35,34,63,1803,369,145,2318,1079,650,76,45,1851,51,22,75,1924,463,154,2540,1188,726,106,52,2068,51,26,74,2143,621,187,2948,1100,871,124,27,2122,52,39,91,2214,992,244,3447,745,836,137,38,1757,59,57,117,1874,1671,239,3786,319,422,67,19,833,12,23,29,866,2308,232,3397,114,206,20,27,373,0,0,3,374,2479,231,3089,68,114,15,16,214,0,4,3,219,2969,403,3594,9097,6968,973,453,17487,570,422,992,18486,14224,2579,35295
604,4980,1016,394,6389,2719,1550,182,72,4520,156,82,235,4760,977,329,6063,3131,1637,207,90,5061,178,96,271,5341,1201,386,6921,3450,1830,318,84,5688,142,82,224,5913,1636,418,7968,3194,1948,329,75,5555,137,96,239,5792,2242,418,8448,2178,1754,321,69,4316,117,112,229,4545,3641,450,8630,785,931,117,47,1880,25,33,57,1944,5578,424,7943,246,418,34,24,719,6,8,9,724,6118,471,7321,93,233,35,48,405,0,9,9,411,10014,1019,11449,27850,18650,2660,945,50109,1696,1197,2898,53005,37956,5732,96692
697,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,12,4,3,19
699,39,26,22,86,19,7,0,0,32,9,3,11,42,38,33,114,14,14,0,0,27,8,4,11,39,26,18,86,16,17,0,3,32,13,6,14,52,44,24,123,9,12,0,0,22,4,3,6,32,54,23,111,7,7,4,0,16,0,6,3,25,42,32,91,3,4,0,0,9,0,0,0,13,47,38,91,0,0,0,0,0,0,0,0,0,34,37,68,0,0,0,0,0,4,0,4,4,19,13,33,149,126,26,10,309,94,46,139,445,485,314,1248
701,9549,1286,1012,11849,5992,1638,304,117,8045,159,78,239,8285,1053,918,10257,5614,1294,291,104,7300,141,58,201,7501,964,873,9343,5345,1269,326,116,7056,145,72,218,7274,1024,767,9066,4248,1088,316,83,5734,138,59,202,5933,1305,686,7923,2761,981,263,74,4079,120,55,170,4259,1908,550,6714,1164,628,138,43,1975,50,29,70,2047,2782,428,5252,365,340,45,13,760,4,19,25,788,2967,364,4120,113,137,21,13,281,4,5,12,292,3705,444,4438,51101,18528,3611,1401,74631,1873,1258,3131,77762,23923,9927,111611
702,4247,2296,692,7233,2211,746,121,82,3158,195,98,293,3455,1820,614,5885,2192,562,121,76,2951,167,54,218,3172,1675,570,5411,2263,589,171,66,3081,138,56,196,3277,1677,594,5546,2036,522,151,64,2768,86,39,126,2897,1375,583,4855,1507,442,115,35,2100,55,34,92,2194,1496,448,4140,679,277,66,27,1050,17,15,38,1087,1531,354,2966,190,146,26,10,371,5,9,12,385,1263,196,1836,76,65,3,12,162,9,7,11,175,1432,222,1826,22130,7199,1623,897,31846,2167,937,3095,34941,26866,7144,68943
797,3,5,4,10,4,0,0,0,4,0,0,0,4,0,3,11,3,0,0,0,7,0,0,0,7,5,6,12,7,0,0,0,6,0,0,0,6,0,0,10,3,0,0,0,3,0,0,0,3,0,0,4,6,0,0,0,6,0,0,0,10,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,6,5,3,56,4,0,4,63,8,21,94
799,83,101,120,303,27,13,14,7,57,10,3,11,68,96,109,270,18,8,11,0,37,7,4,11,44,104,148,295,21,12,13,0,49,10,4,13,62,103,129,298,11,5,0,0,25,3,0,4,31,136,126,296,9,10,0,0,25,6,8,9,35,154,98,289,4,6,5,0,17,4,0,0,19,131,57,215,0,0,0,0,5,0,0,0,5,81,25,103,0,0,0,0,0,0,0,0,0,37,15,56,252,132,92,27,500,85,37,127,633,1251,1174,3052
801,32725,3065,1407,37197,20498,6152,946,236,27828,405,201,606,28435,2555,1105,32085,19241,4924,744,189,25103,373,189,563,25664,2613,965,29240,17117,4370,877,169,22537,333,164,501,23036,2989,859,26885,12403,4067,835,107,17413,305,197,501,17908,5227,757,23892,6777,3654,664,68,11159,225,181,413,11569,9183,684,21438,2488,2367,341,39,5233,67,105,172,5403,12426,659,18496,743,1298,127,29,2190,17,46,65,2248,14234,666,17150,211,657,61,25,951,3,24,25,976,23866,1675,26519,163473,71301,10985,2632,248388,4706,5202,9905,258296,97350,15345,370996
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,25,11,13,45,10,8,4,0,19,3,0,3,25,11,23,54,8,0,0,0,20,0,3,3,25,6,15,40,10,0,4,0,19,0,0,0,14,13,10,40,5,0,0,0,9,0,0,0,12,14,12,32,4,8,0,0,13,0,0,0,16,15,14,45,0,0,0,0,0,0,0,0,0,14,3,20,0,0,0,0,0,0,0,0,0,3,4,14,0,0,0,0,0,0,0,0,0,9,6,11,108,83,16,3,216,32,17,48,264,169,129,560
901,231,66,49,350,134,50,12,3,198,6,3,8,204,41,44,288,152,48,15,4,223,0,0,3,223,43,36,310,162,63,8,3,240,0,5,0,244,50,65,354,183,63,16,8,271,10,4,11,282,53,46,391,139,89,12,0,238,4,6,8,246,84,44,378,72,56,10,6,139,0,0,0,143,135,40,320,39,40,9,0,86,0,0,0,87,147,30,264,13,29,4,0,42,0,0,0,46,220,53,321,1347,719,131,47,2243,25,32,53,2297,1086,574,3953
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,4,0,4,8,0,3,11
