SA4_CODE_2021,C21_1500_1999_R100_149,C21_1500_1999_R150_199,C21_1500_1999_R200_224,C21_1500_1999_R225_274,C21_1500_1999_R275_349,C21_1500_1999_R350_449,C21_1500_1999_R450_549,C21_1500_1999_R550_649,C21_1500_1999_R650more,C21_1500_1999_R_NS,C21_1500_1999_R_Tot,C21_2000_2499_R1_74,C21_2000_2499_R75_99,C21_2000_2499_R100_149,C21_2000_2499_R150_199,C21_2000_2499_R200_224,C21_2000_2499_R225_274,C21_2000_2499_R275_349,C21_2000_2499_R350_449,C21_2000_2499_R450_549,C21_2000_2499_R550_649,C21_2000_2499_R650more,C21_2000_2499_R_NS,C21_2000_2499_R_Tot,C21_2500_2999_R1_74,C21_2500_2999_R75_99,C21_2500_2999_R100_149,C21_2500_2999_R150_199,C21_2500_2999_R200_224,C21_2500_2999_R225_274,C21_2500_2999_R275_349,C21_2500_2999_R350_449,C21_2500_2999_R450_549,C21_2500_2999_R550_649,C21_2500_2999_R650more,C21_2500_2999_R_NS,C21_2500_2999_R_Tot,C21_3000_3999_R1_74,C21_3000_3999_R75_99,C21_3000_3999_R100_149,C21_3000_3999_R150_199,C21_3000_3999_R200_224,C21_3000_3999_R225_274,C21_3000_3999_R275_349,C21_3000_3999_R350_449,C21_3000_3999_R450_549,C21_3000_3999_R550_649,C21_3000_3999_R650more,C21_3000_3999_R_NS,C21_3000_3999_R_Tot,C21_4000more_R1_74,C21_4000more_R75_99,C21_4000more_R100_149,C21_4000more_R150_199,C21_4000more_R200_224,C21_4000more_R225_274,C21_4000more_R275_349,C21_4000more_R350_449,C21_4000more_R450_549,C21_4000more_R550_649,C21_4000more_R650more,C21_4000more_R_NS,C21_4000more_R_Tot,C21_PI_S_R1_74,C21_PI_S_R75_99,C21_PI_S_R100_149,C21_PI_S_R150_199,C21_PI_S_R200_224,C21_PI_S_R225_274,C21_PI_S_R275_349,C21_PI_S_R350_449,C21_PI_S_R450_549,C21_PI_S_R550_649,C21_PI_S_R650more,C21_PI_S_R_NS,C21_PI_S_R_Tot,C21_AI_NS_R1_74,C21_AI_NS_R75_99,C21_AI_NS_R100_149,C21_AI_NS_R150_199,C21_AI_NS_R200_224,C21_AI_NS_R225_274,C21_AI_NS_R275_349,C21_AI_NS_R350_449,C21_AI_NS_R450_549,C21_AI_NS_R550_649,C21_AI_NS_R650more,C21_AI_NS_R_NS,C21_AI_NS_R_Tot,C21_Tot_R1_74,C21_Tot_R75_99,C21_Tot_R100_149,C21_Tot_R150_199,C21_Tot_R200_224,C21_Tot_R225_274,C21_Tot_R275_349,C21_Tot_R350_449,C21_Tot_R450_549,C21_Tot_R550_649,C21_Tot_R650more,C21_Tot_R_NS,C21_Tot_R_Tot
302,39,51,62,187,554,2242,806,171,61,76,4262,3,7,21,27,36,112,382,2022,1094,273,95,57,4136,0,3,18,17,18,52,149,1022,801,241,112,26,2452,0,3,11,13,16,59,108,927,952,435,216,39,2772,3,0,14,13,19,18,60,400,487,413,424,22,1875,9,4,26,30,21,49,108,512,349,164,84,107,1458,6,12,34,19,15,26,26,53,18,8,3,113,342,285,282,1412,1004,684,1656,3993,11700,5589,1912,1102,884,30504
303,67,108,83,175,856,3138,1460,384,182,106,6577,3,8,47,72,65,115,516,2872,1960,594,254,110,6620,7,0,36,31,30,58,213,1452,1288,486,213,47,3854,4,0,44,55,30,44,176,1231,1568,769,469,72,4463,5,0,26,28,25,30,112,493,871,630,895,69,3186,13,6,52,74,37,64,144,771,679,321,239,151,2556,10,12,50,17,16,26,25,73,35,12,8,183,475,357,421,2227,1747,965,1862,5389,16558,10111,3796,2550,1467,47449
304,22,41,37,110,282,1044,565,176,139,32,2454,4,5,15,30,21,93,210,903,713,259,170,37,2458,0,0,0,11,14,90,99,416,485,224,144,22,1513,3,5,3,14,18,82,108,391,582,349,278,26,1866,5,0,5,8,11,29,50,185,348,326,695,36,1691,3,0,15,32,16,45,69,276,263,157,185,48,1113,3,6,13,4,3,3,4,20,7,3,11,43,137,122,104,613,559,348,864,1968,5537,3987,1816,1818,471,18214
305,39,91,91,243,1269,3833,2071,669,374,154,8848,4,4,22,66,58,134,704,3708,2884,1060,634,127,9406,0,0,15,28,33,44,220,1364,1602,713,430,49,4498,7,0,14,34,26,72,248,1484,2077,1352,1094,80,6498,8,0,14,30,28,51,102,760,1490,1528,3139,96,7255,6,0,19,41,45,44,160,628,869,479,608,123,3019,4,7,34,17,23,22,39,96,79,28,56,157,572,298,281,1502,1347,1230,2768,7745,19636,14542,6979,7086,1436,64851
306,82,148,148,455,899,1389,481,91,66,105,3924,33,23,48,88,105,265,652,1146,536,139,84,103,3213,18,19,34,48,28,111,244,527,338,108,69,46,1584,20,13,30,40,26,81,189,464,394,146,112,51,1571,27,8,24,36,17,64,102,240,244,137,240,54,1204,9,23,58,129,82,203,361,547,282,102,66,104,1961,6,13,49,81,53,89,93,52,24,12,13,191,682,432,424,1546,2414,1961,4473,6593,7592,3052,916,813,1353,31565
307,81,122,178,378,494,159,19,0,9,150,1675,61,34,66,93,95,276,387,191,27,0,16,138,1388,29,16,52,42,37,119,170,88,15,3,3,47,621,57,17,50,41,36,96,185,105,20,6,9,62,690,20,12,27,25,29,64,116,83,32,10,20,91,519,18,12,38,65,68,178,219,116,20,0,5,85,814,11,0,38,54,36,48,27,13,3,0,5,63,298,398,230,1052,1662,1654,3168,3069,1069,176,41,95,1079,13694
308,120,178,227,521,972,830,138,15,37,172,3334,106,51,104,134,158,369,824,903,205,32,49,206,3142,44,21,50,33,56,121,376,518,150,32,17,66,1479,146,53,56,66,38,126,354,590,207,56,33,104,1836,168,47,51,56,43,89,207,362,199,84,51,103,1463,50,22,66,103,100,194,397,480,174,46,20,110,1755,11,16,61,66,28,52,60,30,3,4,4,171,505,1019,591,1803,2491,2225,4099,6216,5276,1283,314,279,1613,27204
309,55,88,95,143,673,3850,3730,1377,835,221,11103,13,6,29,49,57,103,367,2911,3701,1633,1169,169,10204,5,0,17,34,19,49,120,1219,2018,1032,895,102,5509,4,0,18,19,25,47,93,865,1769,1268,1391,118,5616,10,0,13,28,21,29,64,404,805,822,2023,105,4326,7,0,48,67,53,51,181,959,1244,733,762,313,4403,16,13,58,43,22,42,83,200,101,55,61,350,1042,337,372,1858,1600,1264,2126,6601,23229,20889,9527,8826,2671,79306
310,67,106,88,530,1980,2987,369,46,38,136,6371,10,10,35,51,53,354,1374,2767,546,77,33,78,5380,7,0,13,28,22,183,576,1429,360,67,34,46,2758,7,0,20,25,10,146,416,1174,449,120,31,42,2448,9,0,25,30,17,55,188,516,248,104,68,46,1320,12,9,41,66,47,221,568,906,207,68,26,184,2360,13,15,74,33,19,87,119,86,13,0,0,211,687,307,332,1615,1634,1379,5413,13281,16058,2761,583,322,1572,45250
311,61,101,65,205,1523,2871,472,126,48,108,5612,9,13,31,49,34,109,957,2498,564,158,72,75,4569,3,3,23,21,20,50,399,1244,351,108,45,48,2307,8,0,9,15,12,40,246,979,391,129,72,30,1926,3,3,14,7,9,21,105,421,188,121,96,32,1024,9,11,37,58,38,82,447,983,226,95,50,185,2229,11,13,55,31,20,64,100,114,7,8,9,231,655,340,396,1529,1412,918,2889,11377,16239,3043,918,521,1439,41034
312,74,94,111,248,549,840,266,52,42,124,2530,274,37,81,82,77,188,499,866,380,69,61,170,2793,92,26,33,30,47,74,207,470,238,62,35,39,1347,336,27,65,35,38,74,196,486,359,90,49,97,1854,515,75,78,34,26,51,136,311,278,132,123,110,1885,104,24,40,60,50,116,246,497,290,78,39,108,1656,10,8,41,38,27,30,37,41,15,8,4,120,375,1680,422,1167,1401,1185,2220,3718,5059,2221,558,434,1239,21295
313,33,70,47,169,994,2022,397,105,58,59,3978,9,5,21,12,30,79,590,1621,457,114,62,56,3054,6,0,12,12,12,26,206,774,281,90,45,36,1501,3,0,24,15,9,17,153,575,288,139,65,34,1322,6,4,33,14,8,13,84,299,189,114,120,41,921,9,6,55,32,34,53,338,711,212,82,55,87,1681,12,9,59,21,30,63,109,71,17,3,5,162,556,251,277,1428,1174,937,2574,8632,11226,2534,806,525,1030,31386
314,9,30,28,209,538,2006,573,76,31,56,3562,7,0,14,24,11,152,306,1870,723,121,45,48,3318,4,0,8,6,7,101,103,855,496,117,61,25,1776,0,0,7,3,6,64,85,721,604,175,80,18,1773,4,0,4,3,4,16,45,278,319,142,135,19,978,0,4,14,16,13,77,103,562,257,71,40,83,1233,5,3,9,5,12,9,28,45,10,4,4,79,215,89,82,419,374,326,1335,3698,10726,3753,824,456,591,22687
315,205,223,119,157,151,113,54,28,39,237,1604,238,44,146,173,108,143,150,172,73,36,56,235,1580,126,23,68,71,28,59,71,98,53,23,41,85,754,249,48,72,59,34,76,97,130,113,48,69,120,1116,160,32,51,56,34,32,43,104,97,70,92,138,922,119,51,170,179,71,82,78,78,46,31,37,81,1016,24,26,78,63,9,12,17,12,6,0,3,115,360,1644,727,2305,1952,805,1010,937,885,498,267,415,1562,13016
316,28,56,62,82,382,1705,1898,714,387,120,5455,7,5,19,23,43,76,255,1280,1890,797,451,102,4952,3,0,10,21,23,35,113,523,1002,595,355,61,2749,3,0,8,14,21,28,85,414,941,700,601,72,2888,6,3,28,16,14,24,45,176,501,463,955,73,2293,11,3,36,45,22,32,119,461,800,432,299,142,2408,12,11,57,26,24,31,57,84,62,29,30,186,605,254,310,1329,1118,835,1520,4052,10208,10841,4853,3845,1426,40597
317,42,59,84,348,1072,918,132,16,8,49,2750,9,0,23,31,59,217,781,847,153,33,8,42,2198,0,0,18,10,14,97,349,457,109,21,9,13,1111,4,0,17,11,21,55,215,344,165,29,17,22,899,0,4,22,10,14,32,131,196,137,62,34,17,663,5,3,28,30,18,103,328,365,100,24,22,73,1093,6,7,20,22,25,44,52,20,4,0,3,81,279,139,196,896,893,1163,3222,6731,4797,1008,251,156,630,20069
318,121,145,192,730,1242,1325,174,27,31,105,4166,34,12,80,101,119,520,921,1339,235,44,30,112,3553,16,14,46,41,59,311,421,735,169,49,27,34,1921,39,14,28,45,35,188,338,739,268,73,48,42,1865,28,5,30,33,34,82,137,362,238,90,100,42,1183,15,13,76,81,87,237,449,615,176,58,28,103,1937,18,15,52,51,51,64,41,28,6,6,9,145,485,480,425,1829,2139,2170,5554,7224,7284,1532,406,361,1236,30632
319,98,128,166,477,1216,935,134,22,47,115,3408,34,25,62,61,110,284,797,821,139,19,43,100,2495,6,8,37,29,37,113,325,406,83,22,26,34,1122,20,13,46,18,29,77,232,328,109,30,34,52,996,12,11,27,20,35,62,153,225,100,33,75,58,804,11,9,64,68,51,179,440,420,79,22,12,107,1464,17,14,78,86,60,161,128,56,8,6,0,200,813,439,462,1944,2428,2585,5581,8985,5784,928,246,369,1462,31215
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,53,93,93,334,1227,1703,698,154,121,83,4580,6,0,34,61,40,238,948,1673,896,253,125,69,4344,5,0,19,41,30,100,352,788,506,200,94,38,2177,3,0,17,32,34,68,275,817,713,333,258,52,2602,7,0,23,24,15,41,128,411,600,413,637,56,2369,0,3,32,45,37,89,250,489,339,132,127,94,1634,8,9,55,41,15,21,34,46,27,8,14,132,412,221,327,1946,1769,1090,2860,7597,10060,5224,1913,1683,1019,35697
402,96,125,180,834,2243,1895,247,32,33,105,5801,9,3,60,91,105,497,1679,1737,331,46,31,74,4663,8,3,23,37,43,244,688,985,204,27,16,44,2323,0,0,17,31,31,152,490,834,302,57,29,39,2000,6,5,24,35,24,100,211,406,213,50,27,44,1146,8,4,75,98,93,326,709,694,128,39,27,136,2339,23,22,211,89,55,92,89,59,10,4,4,285,947,359,656,4330,3464,2468,7408,14798,10821,1898,364,249,1785,48601
403,62,83,78,321,1372,1726,423,89,64,96,4328,4,3,32,58,58,228,992,1543,493,113,52,38,3610,0,0,24,27,26,82,375,814,372,89,60,28,1893,6,0,28,43,15,65,296,772,452,159,100,35,1958,3,0,28,36,12,26,85,299,326,181,222,32,1246,0,9,56,69,42,97,384,616,231,79,58,86,1729,7,11,117,63,27,43,67,53,9,4,12,183,589,252,427,2904,2426,1356,3543,9599,9907,3012,866,667,1184,36133
404,66,84,106,475,1142,1417,403,86,45,78,3928,7,0,43,81,70,317,874,1438,527,120,57,67,3589,0,8,24,36,39,133,369,816,392,89,45,38,1982,0,0,32,24,23,111,251,734,506,156,87,44,1959,0,4,28,31,19,42,110,321,354,190,190,38,1327,5,15,52,62,52,137,251,484,256,63,63,91,1524,9,17,133,69,25,41,36,41,16,9,4,167,555,300,578,3238,2345,1460,3982,7260,8357,3177,853,583,1128,33270
405,62,120,109,223,237,109,11,3,14,66,981,8,3,49,79,62,160,237,102,13,3,19,57,791,0,0,17,24,35,58,91,63,10,3,3,14,329,0,4,9,37,32,38,72,68,14,0,8,26,320,7,0,15,34,15,36,35,39,16,3,14,35,245,7,9,35,59,57,81,97,50,11,0,0,31,430,9,0,53,51,31,40,13,9,3,0,0,76,283,182,179,1226,1728,1189,1925,1693,690,123,31,106,632,9709
406,103,221,115,239,237,111,10,6,15,127,1263,20,27,106,177,106,140,221,121,15,3,17,129,1087,7,7,33,62,38,61,98,77,14,5,13,30,446,16,7,77,94,57,72,103,112,37,3,20,59,653,11,10,71,86,45,54,80,76,39,9,31,78,588,27,47,79,86,62,111,99,58,18,3,6,46,641,21,50,79,51,13,15,16,8,0,0,3,93,355,438,676,2039,2345,1188,1539,1513,731,159,49,153,978,11810
407,124,279,203,498,481,190,22,3,25,111,1988,26,10,67,156,158,315,357,170,26,9,24,86,1404,14,6,31,55,65,136,152,103,17,5,4,36,632,10,11,35,29,43,89,126,101,20,3,22,39,530,11,3,26,35,30,62,83,83,21,6,34,53,437,13,6,42,83,70,177,203,106,19,8,3,55,778,11,8,76,98,47,56,21,11,7,4,10,134,490,348,347,2103,3351,2317,4092,3311,1318,219,53,182,1093,18744
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,44,86,102,193,580,697,156,33,16,81,1998,11,3,23,38,69,143,408,655,189,36,33,83,1688,5,0,12,16,27,58,170,363,128,25,21,37,859,6,4,7,15,23,51,163,385,165,43,44,60,964,11,6,14,12,23,35,85,206,154,66,112,72,790,3,11,34,23,45,94,245,434,186,49,28,66,1224,9,5,44,47,23,41,38,21,7,6,11,94,331,168,152,1129,1280,1096,2003,3984,4537,1310,327,333,893,17211
502,10,24,38,134,337,342,67,14,11,25,1002,4,0,10,9,15,72,278,325,80,23,15,17,848,0,0,3,0,6,28,109,168,59,7,7,5,387,3,0,7,9,5,21,116,195,76,22,6,14,471,0,0,5,5,9,17,53,129,97,28,17,10,376,7,0,5,29,28,60,219,297,110,30,11,41,831,3,0,29,26,9,18,29,30,4,0,3,62,216,65,57,460,706,596,1514,3065,2599,649,155,100,379,10331
503,21,45,84,362,659,1230,561,216,187,73,3458,3,4,15,34,68,309,504,1246,785,339,303,60,3675,5,7,3,19,28,96,194,505,464,189,170,30,1712,3,0,17,20,31,107,218,689,787,398,492,49,2818,4,0,19,11,16,40,127,515,770,650,1930,70,4160,4,0,20,26,25,72,152,357,388,243,333,68,1686,9,9,41,31,4,29,24,27,30,12,42,92,335,145,182,1123,894,897,2661,4110,6921,4835,2427,3868,774,28830
504,36,49,80,264,874,1222,301,52,24,64,2989,9,6,16,37,46,184,630,1221,399,61,31,61,2700,4,0,18,24,18,66,221,609,297,44,25,17,1342,3,0,16,14,20,67,240,610,360,103,53,29,1516,0,3,19,15,12,31,101,289,315,138,83,37,1056,4,3,38,35,44,101,343,632,316,91,48,107,1761,6,7,51,37,11,21,49,42,18,7,12,131,377,166,185,1311,1077,938,2363,5904,7532,2562,579,332,927,23886
505,68,101,133,376,1651,2599,862,210,130,144,6281,3,4,47,86,88,328,1248,2596,1086,348,220,106,6146,9,0,17,37,39,134,547,1327,793,244,141,62,3343,4,0,23,33,35,108,467,1361,1025,504,359,98,4013,9,6,25,27,21,54,212,782,815,535,914,70,3479,15,8,45,54,68,121,588,1376,804,335,307,193,3904,12,9,79,32,24,40,85,94,35,12,16,220,662,275,385,2423,1952,1447,3625,11442,16777,6920,2499,2332,1670,51741
506,124,127,184,564,1973,2813,735,146,123,142,6950,18,10,78,78,123,395,1452,2781,1016,227,125,144,6430,13,8,46,53,59,134,656,1443,639,161,88,68,3369,3,5,48,46,53,129,589,1502,982,297,188,67,3914,10,13,46,43,31,70,288,951,816,447,473,105,3296,16,12,65,110,70,195,747,1527,679,227,155,225,4022,14,7,85,56,30,62,83,75,24,9,13,233,698,334,442,2743,2400,2032,4854,12919,17221,6265,1777,1375,1964,54325
507,45,80,116,344,1186,2057,656,170,97,110,4888,10,7,41,62,80,227,841,1975,827,241,158,112,4583,4,3,18,28,28,120,358,995,496,191,99,46,2391,3,4,19,26,22,102,340,1114,796,319,239,75,3044,5,3,24,33,34,60,160,659,653,454,720,61,2856,5,6,45,65,51,184,507,1205,635,223,200,162,3286,7,8,76,36,24,34,70,64,19,6,25,172,558,266,317,2107,1847,1512,3471,8209,12907,5147,1871,1762,1375,40791
509,92,134,132,206,357,259,45,8,14,164,1456,28,22,57,109,125,159,273,242,53,10,17,116,1202,13,4,32,45,29,69,128,125,28,7,10,47,538,15,6,39,34,41,86,129,146,54,9,14,63,634,6,9,27,31,23,48,83,85,46,17,22,62,456,12,12,42,71,55,99,150,176,46,9,7,62,746,9,6,52,45,15,15,16,9,9,0,3,73,256,281,275,1402,1541,1115,1749,2342,1666,359,79,121,972,11908
510,198,160,122,159,193,217,149,80,132,247,1902,341,51,210,137,100,162,197,286,196,116,200,331,2328,115,25,124,67,58,81,91,134,111,76,127,131,1134,421,56,286,115,120,144,168,166,189,144,317,292,2412,819,66,430,148,115,155,166,145,203,156,526,407,3332,269,69,163,87,53,92,94,111,99,76,158,157,1436,45,42,64,27,14,14,15,15,10,3,13,139,389,2960,883,2245,1204,836,1117,1339,1476,1124,724,1595,2230,17745
511,95,141,173,252,435,289,51,19,38,210,1786,35,15,79,120,124,271,403,365,106,27,48,222,1804,16,14,30,45,47,119,211,206,56,32,20,73,871,31,10,34,44,67,151,237,351,136,54,60,121,1296,21,9,40,43,48,120,163,223,132,75,115,164,1158,36,27,51,75,67,129,242,208,68,31,19,77,1027,16,10,47,38,17,28,21,9,9,4,9,91,298,522,351,1292,1552,1289,2146,2769,2106,645,266,411,1462,14809
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,45,83,97,229,624,1296,655,188,102,78,3406,9,4,28,56,57,133,445,1032,686,239,135,58,2874,3,4,6,25,26,39,163,521,402,170,72,28,1466,3,3,19,26,30,35,143,429,478,252,145,31,1600,7,0,25,32,15,30,64,191,299,205,243,57,1171,5,7,27,63,44,84,179,373,271,141,97,71,1367,13,9,108,59,27,42,45,46,4,3,7,109,472,203,295,2043,2058,1329,2312,4597,7469,3950,1539,991,937,27705
602,37,97,113,282,543,472,93,23,11,66,1766,8,0,33,53,70,183,407,414,118,31,22,52,1391,6,0,15,27,26,63,175,222,85,5,6,14,650,13,4,12,18,22,54,137,199,91,20,20,25,611,5,0,18,13,12,25,69,100,88,28,34,33,422,8,9,25,44,51,115,174,172,55,8,9,49,712,11,3,51,54,28,44,36,16,0,0,3,73,324,182,229,1343,1858,1574,2911,3842,2725,711,164,128,646,16313
603,10,24,16,37,63,75,15,3,8,17,293,4,0,8,16,13,28,46,56,13,3,4,20,219,5,0,8,4,3,10,30,26,10,0,0,7,107,3,3,0,9,5,12,18,22,7,0,8,15,104,6,0,6,0,6,3,8,8,8,3,16,17,78,0,3,3,14,12,10,45,27,15,0,0,10,133,6,0,4,12,14,9,11,0,0,0,0,9,61,91,38,183,297,253,375,557,431,100,20,38,220,2611
604,38,67,97,317,404,145,12,3,10,56,1178,23,0,36,50,65,176,295,139,17,6,3,41,857,15,0,14,23,17,68,135,83,21,10,0,11,396,22,6,15,12,25,58,88,106,13,3,5,22,365,14,0,22,24,11,40,78,50,24,6,9,29,293,6,8,31,55,55,94,129,81,12,0,0,31,510,7,11,47,67,27,47,34,3,0,0,0,72,320,263,218,1283,1731,1437,2828,2766,982,139,43,52,583,12314
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,25,55,69,276,549,870,531,218,129,100,2852,9,0,19,29,49,253,519,911,630,329,180,123,3059,9,0,7,12,20,170,236,473,479,251,131,38,1816,5,3,7,18,15,144,230,546,578,383,312,58,2307,3,4,15,22,18,63,104,312,388,390,644,93,2051,3,9,44,30,22,221,198,369,369,277,222,100,1873,8,17,30,22,9,7,22,19,22,8,9,87,258,207,398,904,721,611,1969,3201,4907,3678,2079,1800,1163,21631
702,169,144,70,113,153,189,145,43,39,268,1776,176,89,106,85,41,97,163,275,160,65,55,266,1574,94,40,54,43,41,81,51,119,115,57,29,112,842,107,63,52,50,47,101,76,145,152,88,91,206,1179,100,51,50,42,29,29,55,102,127,89,193,186,1065,285,126,114,88,53,55,40,88,102,56,37,125,1157,74,36,43,28,5,7,13,15,3,4,3,105,333,2862,1464,1627,1090,574,790,951,1283,966,450,532,1928,14527
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,92,110,86,288,553,2395,2176,811,375,135,7060,10,7,34,53,59,209,430,2068,2757,1400,643,147,7823,12,0,26,26,27,145,206,868,1613,897,463,76,4359,7,6,26,57,40,168,283,956,1926,1643,1112,128,6344,4,0,36,58,41,106,231,585,1315,1569,2421,142,6513,5,18,74,69,43,102,104,313,555,493,448,175,2413,6,10,64,15,6,12,17,28,38,36,27,193,462,519,551,3601,1843,1100,2027,3372,10827,13054,7804,6069,1765,52522
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,6,4,7,14,16,7,6,3,6,12,81,12,0,3,7,3,15,12,9,0,0,0,4,73,3,0,6,3,4,6,0,3,3,0,0,5,39,19,6,9,4,3,5,0,3,5,0,0,8,67,11,6,0,3,0,0,7,3,0,0,3,8,41,8,0,4,5,3,3,6,3,5,0,0,6,51,0,0,0,0,0,0,0,0,0,0,0,3,6,84,31,63,78,55,80,83,50,22,12,9,62,632
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
