SA4_CODE_2021,C11_SH_FH_CF_no_ch,C11_SH_FH_CF_w_ch,C11_SH_FH_One_PFam,C11_SH_FH_oth_fa,C11_SH_FH_Tot,C11_SH_LP_H,C11_SH_GH,C11_SH_OH,C11_SH_Tot,C11_SDRTHT1S_FH_CF_no_ch,C11_SDRTHT1S_FH_CF_w_ch,C11_SDRTHT1S_FH_One_PFam,C11_SDRTHT1S_FH_oth_fa,C11_SDRTHT1S_FH_Tot,C11_SDRTHT1S_LP_H,C11_SDRTHT1S_GH,C11_SDRTHT1S_OH,C11_SDRTHT1S_Tot,C11_SDRTHT2S_FH_CF_no_ch,C11_SDRTHT2S_FH_CF_w_ch,C11_SDRTHT2S_FH_One_PFam,C11_SDRTHT2S_FH_oth_fa,C11_SDRTHT2S_FH_Tot,C11_SDRTHT2S_LP_H,C11_SDRTHT2S_GH,C11_SDRTHT2S_OH,C11_SDRTHT2S_Tot,C11_SDRTHT_FH_CF_no_ch,C11_SDRTHT_FH_CF_w_ch,C11_SDRTHT_FH_One_PFam,C11_SDRTHT_FH_oth_fa,C11_SDRTHT_FH_Tot,C11_SDRTHT_LP_H,C11_SDRTHT_GH,C11_SDRTHT_OH,C11_SDRTHT_Tot,C11_F_a_1_2_FH_CF_no_ch,C11_F_a_1_2_FH_CF_w_ch,C11_F_a_1_2_FH_One_PFam,C11_F_a_1_2_FH_oth_fa,C11_F_a_1_2_FH_Tot,C11_F_a_1_2_LP_H,C11_F_a_1_2_GH,C11_F_a_1_2_OH,C11_F_a_1_2_Tot,C11_F_a_3_FH_CF_no_ch,C11_F_a_3_FH_CF_w_ch,C11_F_a_3_FH_One_PFam,C11_F_a_3_FH_oth_fa,C11_F_a_3_FH_Tot,C11_F_a_3_LP_H,C11_F_a_3_GH,C11_F_a_3_OH,C11_F_a_3_Tot,C11_F_a_4_8_FH_CF_no_ch,C11_F_a_4_8_FH_CF_w_ch,C11_F_a_4_8_FH_One_PFam,C11_F_a_4_8_FH_oth_fa,C11_F_a_4_8_FH_Tot,C11_F_a_4_8_LP_H,C11_F_a_4_8_GH,C11_F_a_4_8_OH,C11_F_a_4_8_Tot,C11_F_a_9m_FH_CF_no_ch,C11_F_a_9m_FH_CF_w_ch,C11_F_a_9m_FH_One_PFam,C11_F_a_9m_FH_oth_fa,C11_F_a_9m_FH_Tot,C11_F_a_9m_LP_H,C11_F_a_9m_GH,C11_F_a_9m_OH,C11_F_a_9m_Tot,C11_F_a_a_h_FH_CF_no_ch,C11_F_a_a_h_FH_CF_w_ch,C11_F_a_a_h_FH_One_PFam,C11_F_a_a_h_FH_oth_fa,C11_F_a_a_h_FH_Tot,C11_F_a_a_h_LP_H,C11_F_a_a_h_GH,C11_F_a_a_h_OH,C11_F_a_a_h_Tot,C11_F_a_Tot_FH_CF_no_ch,C11_F_a_Tot_FH_CF_w_ch,C11_F_a_Tot_FH_One_PFam,C11_F_a_Tot_FH_oth_fa,C11_F_a_Tot_FH_Tot,C11_F_a_Tot_LP_H,C11_F_a_Tot_GH,C11_F_a_Tot_OH,C11_F_a_Tot_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_Tot_FH_CF_no_ch,C11_OD_Tot_FH_CF_w_ch,C11_OD_Tot_FH_One_PFam,C11_OD_Tot_FH_oth_fa,C11_OD_Tot_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_Tot_Tot,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_Tot,C11_Tot_FH_CF_no_ch,C11_Tot_FH_CF_w_ch,C11_Tot_FH_One_PFam,C11_Tot_FH_oth_fa,C11_Tot_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_Tot_Tot,C16_SH_FH_CF_no_ch,C16_SH_FH_CF_w_ch,C16_SH_FH_One_PFam,C16_SH_FH_oth_fa,C16_SH_FH_Tot,C16_SH_LP_H,C16_SH_GH,C16_SH_OH,C16_SH_Tot,C16_SDRTHT1S_FH_CF_no_ch,C16_SDRTHT1S_FH_CF_w_ch,C16_SDRTHT1S_FH_One_PFam,C16_SDRTHT1S_FH_oth_fa,C16_SDRTHT1S_FH_Tot,C16_SDRTHT1S_LP_H,C16_SDRTHT1S_GH,C16_SDRTHT1S_OH,C16_SDRTHT1S_Tot,C16_SDRTHT2S_FH_CF_no_ch,C16_SDRTHT2S_FH_CF_w_ch,C16_SDRTHT2S_FH_One_PFam,C16_SDRTHT2S_FH_oth_fa,C16_SDRTHT2S_FH_Tot,C16_SDRTHT2S_LP_H,C16_SDRTHT2S_GH,C16_SDRTHT2S_OH,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_FH_CF_no_ch,C16_SDRTHT_Tot_FH_CF_w_ch,C16_SDRTHT_Tot_FH_One_PFam,C16_SDRTHT_Tot_FH_oth_fa,C16_SDRTHT_Tot_FH_Tot,C16_SDRTHT_Tot_LP_H,C16_SDRTHT_Tot_GH,C16_SDRTHT_Tot_OH,C16_SDRTHT_Tot_Tot,C16_F_a_1_2_FH_CF_no_ch,C16_F_a_1_2_FH_CF_w_ch,C16_F_a_1_2_FH_One_PFam,C16_F_a_1_2_FH_oth_fa,C16_F_a_1_2_FH_Tot,C16_F_a_1_2_LP_H,C16_F_a_1_2_GH,C16_F_a_1_2_OH,C16_F_a_1_2_Tot,C16_F_a_3_FH_CF_no_ch,C16_F_a_3_FH_CF_w_ch,C16_F_a_3_FH_One_PFam,C16_F_a_3_FH_oth_fa,C16_F_a_3_FH_Tot,C16_F_a_3_LP_H,C16_F_a_3_GH,C16_F_a_3_OH,C16_F_a_3_Tot,C16_F_a_4_8_FH_CF_no_ch,C16_F_a_4_8_FH_CF_w_ch
111,29975,35902,13461,1178,80516,21555,3741,2546,108353,1695,620,791,85,3195,3960,349,259,7758,1136,633,729,84,2582,1595,509,283,4967,2834,1256,1525,168,5781,5555,850,540,12725,1324,372,668,99,2464,4916,519,453,8359,415,98,187,26,732,1182,220,211,2344,545,147,82,24,792,723,164,266,1934,..,..,..,..,..,..,..,..,..,34,15,19,0,67,100,17,13,199,2309,634,957,151,4052,6918,920,946,12834,147,29,41,8,230,365,13,127,738,0,3,0,0,5,4,0,81,94,61,42,29,0,134,121,37,38,322,211,75,74,10,368,493,47,250,1157,22,9,9,0,48,71,4,8,124,35356,37877,16027,1500,90758,34585,5565,4280,135192,30065,37028,13597,1183,81872,21496,3981,2856,110206,2074,699,1000,108,3879,4833,425,391,9535,1861,1007,967,91,3922,2686,685,316,7604,3938,1699,1968,198,7801,7520,1107,711,17141,899,285,498,58,1736,3482,364,366,5951,461,127,193,34,812,1362,228,228,2628,748,171
112,20313,20183,8734,590,49822,14233,2589,2462,69109,1842,840,924,64,3667,3026,326,522,7539,888,530,646,39,2102,1440,280,225,4049,2730,1366,1570,98,5770,4472,604,746,11587,1199,483,878,63,2624,3504,338,465,6934,369,104,166,14,647,616,85,192,1541,231,44,41,4,318,256,36,140,758,..,..,..,..,..,..,..,..,..,25,14,35,5,81,156,11,24,273,1824,647,1122,85,3674,4537,475,824,9510,555,88,131,19,792,1408,70,1167,3435,4,10,4,0,15,54,5,288,360,57,39,29,0,117,113,14,26,275,615,135,161,19,933,1575,85,1479,4075,26,17,5,0,50,37,5,23,114,25509,22354,11592,794,60246,24846,3768,5529,94388,20715,20038,8505,643,49905,14691,2763,4981,72335,1954,811,1066,83,3923,3964,362,610,8857,1122,717,724,40,2601,1834,278,443,5155,3078,1530,1790,119,6522,5796,641,1048,14009,761,329,579,53,1715,2629,270,554,5168,378,132,270,17,806,782,107,264,1966,322,49
113,14339,15956,5487,502,36280,11018,1314,1530,50135,334,175,122,25,656,847,62,113,1679,62,43,21,4,123,133,31,32,320,397,217,137,26,781,978,94,151,1994,615,253,282,46,1200,2195,236,313,3944,23,4,0,0,30,63,9,22,125,13,4,8,0,34,50,0,12,95,..,..,..,..,..,..,..,..,..,8,3,5,0,21,24,6,3,44,662,267,297,48,1274,2329,243,356,4202,44,5,6,0,60,171,5,256,498,8,6,0,0,17,13,8,9,43,49,41,17,0,103,69,18,22,216,99,54,20,0,181,247,29,291,749,17,15,6,0,35,38,0,0,79,15512,16506,5954,586,38556,14611,1679,2324,57160,14664,15384,5693,506,36248,11280,1401,3132,52061,312,123,109,18,568,1036,69,167,1841,48,24,14,4,92,139,30,21,289,361,152,131,18,662,1174,104,187,2128,580,380,277,52,1285,2173,200,470,4130,14,3,3,0,23,82,3,29,142,13,0
114,15975,12973,5515,349,34816,11028,1041,1944,48822,660,240,266,28,1187,1302,54,142,2680,153,48,63,3,268,219,16,29,537,810,294,328,28,1457,1514,67,173,3214,278,52,137,16,486,1149,54,114,1807,0,0,9,0,9,16,0,4,21,3,0,0,0,3,8,0,0,18,..,..,..,..,..,..,..,..,..,14,9,6,0,27,55,0,12,99,300,59,153,16,528,1229,57,131,1941,166,17,19,11,209,426,10,178,832,4,3,0,0,8,0,0,9,14,29,21,6,0,59,33,11,11,112,197,43,33,11,279,465,15,194,956,28,8,4,0,41,42,0,6,83,17301,13382,6030,403,37114,14276,1179,2441,55013,17251,13326,5556,370,36503,11755,1169,2951,52372,587,161,221,28,993,1658,93,247,2988,215,53,108,5,386,488,29,95,994,799,215,335,33,1380,2139,125,339,3981,219,82,121,11,429,774,37,138,1381,0,0,0,0,4,12,0,5,27,0,0
115,13764,31653,4879,418,50713,5392,698,1395,58199,521,266,119,21,923,778,27,44,1768,1056,1505,565,37,3161,909,128,115,4313,1571,1774,682,55,4086,1678,156,163,6088,145,69,48,3,271,506,14,26,812,177,137,79,14,400,231,39,31,705,292,144,68,7,510,262,62,73,903,..,..,..,..,..,..,..,..,..,27,21,15,0,73,37,0,3,117,641,372,208,25,1248,1041,109,147,2539,56,18,13,0,90,162,15,33,302,0,5,3,0,8,4,0,3,18,3,3,0,0,15,8,0,3,19,66,28,14,4,115,180,15,35,340,14,7,3,0,31,18,5,3,50,16059,33835,5789,500,56188,8309,978,1741,67221,14209,32900,4830,413,52351,5541,719,1720,60341,465,174,102,11,749,756,21,96,1619,1128,2631,725,53,4537,966,155,143,5799,1591,2803,829,58,5287,1724,171,240,7419,286,156,88,13,542,633,21,63,1260,273,245,112,15,651,393,32,52,1132,344,259
116,15535,37069,12143,972,65713,10811,1603,2019,80151,729,1283,691,60,2765,1142,93,141,4142,1164,3025,1323,99,5618,1137,175,252,7176,1898,4312,2015,156,8380,2282,270,395,11319,151,98,75,15,343,943,34,94,1413,303,428,208,43,985,490,86,99,1664,490,616,242,53,1399,419,99,117,2030,..,..,..,..,..,..,..,..,..,31,17,21,0,72,67,8,12,156,978,1163,539,116,2791,1924,223,318,5257,35,12,32,0,88,175,8,30,299,0,4,0,0,3,3,0,7,15,18,25,21,5,71,34,3,8,119,61,43,55,6,163,217,17,44,438,12,24,3,0,41,24,6,0,69,18484,42605,14759,1255,77102,15250,2121,2770,97239,15177,38625,11801,1133,66736,10629,1810,3306,82480,1194,2855,822,73,4940,1284,137,269,6623,1607,5018,1630,150,8408,1523,224,489,10637,2796,7874,2448,221,13343,2806,362,749,17259,230,345,150,19,745,806,30,166,1748,159,223,99,19,490,265,41,128,921,758,1081
117,3779,6068,1865,294,12003,3009,1170,795,16975,2538,2153,992,179,5869,2496,1028,550,9944,3943,3096,1293,315,8642,3473,2704,1445,16264,6484,5246,2286,491,14512,5968,3730,2002,26216,1701,721,467,144,3019,3545,753,965,8286,3345,1810,1063,292,6512,5888,1589,1574,15564,13523,3674,1736,1162,20093,19667,6013,8142,53918,..,..,..,..,..,..,..,..,..,44,8,18,0,76,100,9,30,218,18606,6217,3272,1599,29700,29207,8361,10713,77986,0,0,0,0,3,4,5,0,9,0,0,0,0,0,5,0,491,494,149,111,38,13,311,162,134,94,705,151,114,38,16,320,167,140,590,1213,109,44,41,11,207,350,43,55,655,29133,17687,7508,2409,56736,38709,13448,14150,123041,2922,5396,1563,255,10127,2217,943,662,13944,2612,2469,829,158,6070,2471,1210,576,10336,4353,3829,1446,322,9953,3817,3090,1480,18341,6968,6299,2272,482,16023,6287,4302,2056,28673,1715,901,522,120,3262,3220,877,1061,8424,3994,1896,1076,258,7227,6306,1793,1918,17242,18990,5636
118,5512,11710,2300,341,19860,3733,929,1337,25861,1492,2472,706,97,4769,1597,433,415,7220,2628,3805,1064,157,7653,2177,934,882,11642,4126,6279,1769,253,12425,3774,1372,1295,18865,2344,1554,794,175,4871,3560,1289,1379,11101,5374,2598,1575,416,9961,7748,2805,2516,23032,6020,2536,1204,528,10287,8933,2761,2950,24938,..,..,..,..,..,..,..,..,..,29,19,9,0,53,39,15,11,116,13762,6703,3579,1124,25170,20281,6866,6860,59180,5,4,0,0,3,5,0,7,16,0,0,0,0,0,0,0,22,24,86,86,31,8,216,123,66,68,481,88,91,31,12,221,130,66,96,517,35,39,10,7,89,58,27,13,187,23523,24822,7685,1732,57766,27976,9265,9609,104610,4963,11051,1966,342,18323,2935,832,963,23057,1323,2396,607,83,4417,1441,405,420,6679,2814,5100,1242,174,9328,2144,876,824,13173,4143,7499,1856,262,13751,3579,1281,1240,19857,2630,2079,982,159,5846,3738,1447,1277,12309,7368,3775,1839,419,13398,8896,3868,3009,29176,5452,2436
119,22168,47264,12849,1443,83724,15756,1958,3147,104583,2139,2956,1217,131,6443,3464,265,419,10589,2335,5336,1839,174,9691,2202,338,593,12828,4474,8295,3060,308,16135,5664,604,1015,23420,3451,4637,2065,355,10506,5714,856,1380,18455,4377,5195,2666,423,12650,5972,1033,1427,21078,3368,3226,1436,334,8366,3346,1093,936,13742,..,..,..,..,..,..,..,..,..,44,63,41,7,161,118,15,25,322,11239,13121,6211,1114,31684,15152,2998,3771,53597,15,10,4,0,37,94,0,40,168,0,0,4,0,8,4,0,11,20,152,191,98,25,466,213,70,138,882,175,202,109,26,511,303,69,178,1072,58,101,34,6,200,79,11,14,299,38109,68986,22258,2901,132252,36962,5637,8122,182971,20817,46240,12465,1636,81156,14378,2290,3609,101435,1877,2644,1154,148,5825,3189,302,495,9810,3279,7934,2617,239,14071,3097,496,832,18502,5156,10571,3772,393,19898,6287,799,1321,28309,2935,4171,1734,292,9129,4983,982,1199,16296,3940,5474,2521,372,12306,5041,1005,1420,19781,6903,6206
120,9586,19095,4303,668,33651,6783,1491,1467,43391,1886,2288,677,118,4969,1917,465,374,7725,2370,2753,870,143,6133,2004,603,485,9227,4250,5042,1550,264,11102,3925,1066,857,16956,2557,1828,1030,222,5638,4519,914,970,12033,3541,2488,1231,331,7588,4579,1215,990,14377,4347,2539,993,321,8214,3979,1404,1458,15057,..,..,..,..,..,..,..,..,..,43,37,13,3,97,103,14,16,231,10491,6894,3267,884,21539,13190,3552,3437,41707,0,0,0,0,0,0,0,4,8,0,0,0,0,0,3,0,10,13,167,135,75,11,395,215,94,112,813,168,135,75,11,400,218,94,123,836,46,21,11,10,90,51,13,15,165,24538,31196,9216,1830,66777,24169,6212,5893,103055,7827,16666,3706,558,28758,5213,1322,1231,36527,2254,3361,839,123,6577,2117,523,452,9668,2936,4270,1182,136,8521,2187,648,708,12053,5186,7632,2022,258,15097,4302,1170,1157,21722,2883,2121,1057,220,6276,4538,1040,1162,13009,4028,3198,1311,306,8839,4909,1486,1257,16494,6341,4142
121,18015,37861,6178,706,62758,9459,1187,1988,75391,1064,1112,338,47,2555,1294,156,165,4169,2252,2142,754,78,5226,1810,397,404,7838,3316,3258,1087,121,7783,3102,556,566,12005,2616,1321,649,136,4729,4073,619,763,10187,4720,2470,1208,279,8670,6895,1307,1390,18269,7869,4431,1770,556,14633,10086,1801,2672,29197,..,..,..,..,..,..,..,..,..,53,30,17,0,103,102,3,16,226,15261,8251,3643,970,28133,21163,3733,4845,57872,16,4,0,0,23,23,0,15,55,0,0,0,0,0,3,0,42,45,53,44,11,3,114,105,21,38,273,66,49,17,3,134,124,21,94,375,59,61,16,0,132,83,6,15,239,36707,49475,10943,1806,98939,33929,5504,7507,145879,16951,38543,5902,647,62043,8543,1096,1944,73622,923,1324,332,29,2613,982,156,186,3939,2340,2647,776,68,5835,2029,341,450,8659,3264,3966,1117,99,8448,3006,498,639,12594,2719,1819,762,144,5438,3728,612,729,10505,5724,3823,1590,317,11453,7374,1433,1529,21788,9694,6784
122,12872,25860,4702,425,43862,6537,1020,1419,52842,585,567,208,19,1374,892,94,108,2472,1269,1493,527,44,3335,1208,159,198,4898,1857,2055,733,58,4708,2101,257,296,7365,1856,1018,576,74,3519,3282,438,476,7726,3683,1983,1066,152,6882,4492,959,790,13124,2353,879,392,82,3711,2554,486,616,7367,..,..,..,..,..,..,..,..,..,67,60,34,3,167,145,10,19,346,7961,3951,2073,303,14286,10474,1895,1911,28563,13,7,10,0,27,53,4,47,129,0,0,0,0,0,3,0,32,39,53,47,29,0,125,87,27,25,268,63,52,33,3,158,140,35,102,442,13,15,5,0,36,33,8,3,75,22768,31933,7547,803,63048,19282,3215,3737,89280,12152,26848,4472,395,43858,5912,935,1562,52277,490,515,159,6,1179,956,74,161,2370,1551,1757,546,38,3894,1643,148,315,6002,2044,2273,707,45,5073,2604,222,474,8366,1755,1265,519,62,3605,2710,373,485,7172,3962,2438,1158,152,7706,4452,916,1004,14075,2870,1440
123,14919,29509,9512,693,54631,8802,1179,1880,66488,990,923,756,72,2745,1827,140,187,4902,636,1033,978,63,2710,1126,139,267,4238,1627,1953,1735,140,5459,2952,282,451,9141,216,114,133,15,487,866,49,121,1524,158,41,31,3,225,217,20,36,499,96,21,31,8,149,118,18,17,297,..,..,..,..,..,..,..,..,..,24,21,9,0,53,59,3,13,127,491,199,205,25,916,1259,87,187,2449,19,6,10,0,39,117,3,26,184,6,5,0,0,10,6,0,8,27,36,64,29,0,134,38,0,8,187,63,75,42,4,183,162,3,41,396,14,7,5,0,27,15,3,0,47,17104,31747,11496,860,61212,13187,1553,2563,78514,16148,32338,9991,713,59194,8977,1271,2509,71948,1052,999,824,92,2972,2138,119,358,5582,796,1351,1106,72,3327,1553,142,511,5529,1853,2353,1928,165,6299,3691,260,865,11114,254,137,152,15,560,657,41,120,1376,103,59,42,5,212,171,17,70,475,269,128
124,20613,34445,11235,806,67091,14604,1947,2779,86420,935,713,823,55,2531,2166,172,212,5087,893,1035,980,81,2993,1548,198,228,4955,1831,1754,1806,132,5523,3711,367,440,10044,412,390,354,34,1188,1462,121,194,2960,325,200,239,36,797,1004,120,170,2085,94,74,55,10,238,246,29,43,552,..,..,..,..,..,..,..,..,..,79,63,39,3,184,155,4,16,361,908,727,687,82,2404,2861,270,418,5957,33,16,7,3,65,110,8,48,224,0,6,0,0,10,0,0,102,110,19,27,24,0,74,77,12,25,184,55,48,32,3,146,187,21,173,522,18,7,7,0,36,60,4,23,121,23425,36985,13763,1023,75198,21427,2610,3832,103063,22273,35519,11658,897,70356,15197,2124,3596,91272,923,664,756,51,2400,2512,150,405,5472,1109,1294,1201,92,3691,1926,264,434,6317,2033,1956,1954,143,6086,4439,418,845,11789,320,214,293,37,870,1408,113,279,2657,311,167,216,25,720,850,121,269,1955,129,75
125,16055,34998,9751,1152,61956,11514,1711,2416,77600,1392,2460,929,124,4908,2481,234,371,7989,1820,4039,1327,164,7349,1555,383,466,9753,3214,6499,2254,289,12261,4033,617,835,17744,2566,2872,1192,258,6889,4526,625,899,12930,3574,4230,1674,388,9864,3994,902,1231,15993,2685,2357,752,255,6049,2414,785,1043,10292,..,..,..,..,..,..,..,..,..,43,64,36,5,143,115,9,21,286,8865,9517,3653,907,22945,11057,2323,3187,39509,0,0,0,0,3,14,0,0,18,0,3,0,0,9,11,0,69,88,37,74,37,4,154,80,25,40,297,38,83,36,4,163,98,29,113,400,35,62,19,6,118,78,17,9,222,28199,51156,15720,2359,97439,26778,4694,6568,135479,14736,35259,9037,1239,60270,10278,2244,2666,75466,999,1721,652,77,3455,2225,212,439,6329,3053,7415,2038,229,12734,2664,668,688,16754,4057,9136,2688,303,16181,4891,875,1131,23077,2108,2927,992,210,6233,3757,682,852,11525,3222,4973,1606,332,10134,3874,1055,1174,16239,5260,5954
126,8093,17022,3223,415,28756,4979,857,780,35376,788,978,348,46,2157,1079,151,108,3497,991,1307,411,62,2763,998,243,110,4117,1780,2280,758,103,4926,2078,389,222,7612,685,394,221,48,1344,1666,195,152,3356,1819,1299,569,170,3857,2919,690,357,7825,1458,963,414,128,2967,1808,417,358,5550,..,..,..,..,..,..,..,..,..,10,5,7,0,18,33,6,7,57,3972,2664,1214,351,8190,6424,1301,872,16791,0,0,0,0,0,11,0,65,77,0,0,0,0,0,0,0,6,6,20,27,10,6,60,40,7,9,122,25,27,10,6,63,49,7,78,198,11,10,5,0,18,8,0,5,34,13873,22005,5205,870,41953,13537,2561,1956,60013,7788,17246,3100,427,28565,4482,1050,908,35002,750,1041,341,40,2174,927,114,182,3396,1337,2089,589,77,4088,1552,291,210,6144,2088,3130,930,115,6262,2475,404,396,9543,412,287,151,30,886,1012,77,166,2138,2115,1913,738,213,4982,2973,748,437,9130,2748,1878
127,14826,41364,12699,1132,70023,9429,1249,2897,83599,886,1810,994,88,3781,1357,93,201,5441,1242,3551,1699,140,6636,1424,205,308,8570,2138,5360,2697,223,10413,2785,297,512,14007,436,669,534,49,1685,1407,128,319,3540,899,1454,983,118,3453,1771,219,452,5903,663,1202,601,74,2546,988,140,459,4132,..,..,..,..,..,..,..,..,..,34,48,40,0,116,74,0,12,210,2031,3367,2158,248,7801,4241,490,1246,13776,30,10,7,0,44,126,5,8,186,0,0,0,0,0,4,0,8,21,18,33,11,0,74,30,3,6,108,54,41,20,8,117,157,12,26,315,16,33,14,0,67,31,3,5,111,19062,50170,17584,1607,88423,16640,2052,4690,111805,16194,45628,13473,1348,76644,9972,1335,3761,91719,464,722,555,54,1799,936,54,186,2970,1531,4225,2377,184,8323,1899,233,613,11065,1995,4952,2931,243,10115,2830,286,798,14035,489,771,587,72,1915,1608,121,389,4028,1063,1753,1143,158,4111,1970,298,831,7217,891,1474
128,12791,25550,4667,387,43395,6179,643,948,51153,771,442,347,24,1587,1396,56,91,3130,1585,1503,853,64,4000,1403,163,191,5759,2351,1948,1200,87,5584,2801,219,289,8893,771,271,330,39,1410,2012,198,245,3869,1862,978,848,105,3790,3046,527,542,7904,1458,616,465,78,2621,2029,269,337,5265,..,..,..,..,..,..,..,..,..,13,20,16,0,58,64,4,3,124,4106,1881,1662,224,7873,7151,999,1136,17158,24,8,24,0,58,92,0,38,193,0,0,0,0,0,3,0,20,20,27,27,23,3,82,58,6,16,161,51,40,44,4,138,158,8,77,374,10,3,0,0,14,5,3,0,15,19302,29428,7573,698,57001,16288,1870,2441,77602,12203,25162,4427,409,42199,5703,614,1009,49523,541,541,279,17,1376,1040,44,148,2605,2092,2327,1092,74,5576,2156,177,324,8233,2633,2865,1370,93,6961,3189,220,475,10845,826,457,336,23,1645,1819,160,323,3945,2283,1328,1056,124,4789,3262,495,555,9103,1380,683
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,14455,15098,6003,441,36003,12275,1946,1716,51939,341,124,177,27,669,1319,136,106,2227,74,47,31,12,160,99,39,14,310,410,174,209,34,830,1423,171,116,2537,471,90,293,28,876,2051,182,172,3282,14,3,0,0,10,17,3,7,53,4,0,0,0,6,0,3,0,15,..,..,..,..,..,..,..,..,..,0,7,4,0,6,22,0,0,26,486,99,295,28,906,2097,189,184,3368,51,9,13,0,76,207,8,85,377,9,5,0,0,14,26,4,19,63,40,19,10,0,66,34,10,6,119,96,43,19,0,158,265,18,113,557,5,5,0,0,6,5,7,0,21,15445,15412,6530,512,37900,16064,2332,2132,58421,14799,15104,5986,445,36332,13281,1885,2985,54480,935,612,544,60,2147,2841,318,373,5676,120,66,83,9,281,180,60,47,566,1052,679,628,65,2428,3019,379,418,6236,175,62,114,6,363,897,70,152,1483,13,4,5,0,24,33,10,16,80,0,0
202,14188,14770,5836,472,35268,11953,1759,1607,50590,254,90,141,21,504,850,95,112,1558,43,37,33,0,114,61,27,40,238,294,127,177,20,617,908,119,154,1800,372,112,266,36,789,1723,160,183,2855,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3,0,4,0,9,18,0,3,32,378,117,266,39,801,1745,164,186,2896,52,13,6,0,69,216,9,152,445,9,4,4,0,13,16,0,29,63,43,38,13,0,101,64,5,6,178,108,55,19,0,180,297,11,195,682,6,6,0,0,10,8,0,8,27,14966,15069,6303,535,36873,14913,2059,2151,55991,15167,15341,6118,536,37162,13357,1829,3273,55619,486,161,335,45,1031,2068,204,332,3643,102,33,52,10,203,159,45,40,449,591,199,391,57,1234,2232,244,378,4087,92,50,65,4,208,432,28,116,788,12,5,0,0,16,32,4,71,122,0,0
