SA4_CODE_2021,C11_SH_0b_s_a_b_NPGH_2,C11_SH_0b_s_a_b_NPGH_3,C11_SH_0b_s_a_b_NPGH_4,C11_SH_0b_s_a_b_NPGH_5,C11_SH_0b_s_a_b_NPGH_6_mor,C11_SH_0b_s_a_b_Tot,C11_SH_1b_NPGH_2,C11_SH_1b_NPGH_3,C11_SH_1b_NPGH_4,C11_SH_1b_NPGH_5,C11_SH_1b_NPGH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPGH_2,C11_SH_2b_NPGH_3,C11_SH_2b_NPGH_4,C11_SH_2b_NPGH_5,C11_SH_2b_NPGH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPGH_2,C11_SH_3b_NPGH_3,C11_SH_3b_NPGH_4,C11_SH_3b_NPGH_5,C11_SH_3b_NPGH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPGH_2,C11_SH_4mb_NPGH_3,C11_SH_4mb_NPGH_4,C11_SH_4mb_NPGH_5,C11_SH_4mb_NPGH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPGH_2,C11_SH_NB_NS_NPGH_3,C11_SH_NB_NS_NPGH_4,C11_SH_NB_NS_NPGH_5,C11_SH_NB_NS_NPGH_6_mor,C11_SH_NB_NS_Tot,C11_SH_Tot_NPGH_2,C11_SH_Tot_NPGH_3,C11_SH_Tot_NPGH_4,C11_SH_Tot_NPGH_5,C11_SH_Tot_NPGH_6_mor,C11_SH_Tot_Tot,C11_SDRTHT_0b_s_a_b_NPGH_2,C11_SDRTHT_0b_s_a_b_NPGH_3,C11_SDRTHT_0b_s_a_b_NPGH_4,C11_SDRTHT_0b_s_a_b_NPGH_5,C11_SDRTHT_0b_s_a_b_NPGH_6mor,C11_SDRTHT_0b_s_a_b_Tot,C11_SDRTHT_1b_NPGH_2,C11_SDRTHT_1b_NPGH_3,C11_SDRTHT_1b_NPGH_4,C11_SDRTHT_1b_NPGH_5,C11_SDRTHT_1b_NPGH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPGH_2,C11_SDRTHT_2b_NPGH_3,C11_SDRTHT_2b_NPGH_4,C11_SDRTHT_2b_NPGH_5,C11_SDRTHT_2b_NPGH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPGH_2,C11_SDRTHT_3b_NPGH_3,C11_SDRTHT_3b_NPGH_4,C11_SDRTHT_3b_NPGH_5,C11_SDRTHT_3b_NPGH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPGH_2,C11_SDRTHT_4mb_NPGH_3,C11_SDRTHT_4mb_NPGH_4,C11_SDRTHT_4mb_NPGH_5,C11_SDRTHT_4mb_NPGH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPGH_2,C11_SDRTHT_NB_NS_NPGH_3,C11_SDRTHT_NB_NS_NPGH_4,C11_SDRTHT_NB_NS_NPGH_5,C11_SDRTHT_NB_NS_NPGH_6_mor,C11_SDRTHT_NB_NS_Tot,C11_SDRTHT_Tot_NPGH_2,C11_SDRTHT_Tot_NPGH_3,C11_SDRTHT_Tot_NPGH_4,C11_SDRTHT_Tot_NPGH_5,C11_SDRTHT_Tot_NPGH_6_mor,C11_SDRTHT_Tot_Tot,C11_F_a_0b_s_a_b_NPGH_2,C11_F_a_0b_s_a_b_NPGH_3,C11_F_a_0b_s_a_b_NPGH_4,C11_F_a_0b_s_a_b_NPGH_5,C11_F_a_0b_s_a_b_NPGH_6_mor,C11_F_a_0b_s_a_b_Tot,C11_F_a_1b_NPGH_2,C11_F_a_1b_NPGH_3,C11_F_a_1b_NPGH_4,C11_F_a_1b_NPGH_5,C11_F_a_1b_NPGH_6_mor,C11_F_a_1b_Tot,C11_F_a_2b_NPGH_2,C11_F_a_2b_NPGH_3,C11_F_a_2b_NPGH_4,C11_F_a_2b_NPGH_5,C11_F_a_2b_NPGH_6_mor,C11_F_a_2b_Tot,C11_F_a_3b_NPGH_2,C11_F_a_3b_NPGH_3,C11_F_a_3b_NPGH_4,C11_F_a_3b_NPGH_5,C11_F_a_3b_NPGH_6_mor,C11_F_a_3b_Tot,C11_F_a_4mb_NPGH_2,C11_F_a_4mb_NPGH_3,C11_F_a_4mb_NPGH_4,C11_F_a_4mb_NPGH_5,C11_F_a_4mb_NPGH_6_mor,C11_F_a_4mb_Tot,C11_F_a_NB_NS_NPGH_2,C11_F_a_NB_NS_NPGH_3,C11_F_a_NB_NS_NPGH_4,C11_F_a_NB_NS_NPGH_5,C11_F_a_NB_NS_NPGH_6_mor,C11_F_a_NB_NS_Tot,C11_F_a_Tot_NPGH_2,C11_F_a_Tot_NPGH_3,C11_F_a_Tot_NPGH_4,C11_F_a_Tot_NPGH_5,C11_F_a_Tot_NPGH_6_mor,C11_F_a_Tot_Tot,C11_OD_0b_s_a_b_NPGH_2,C11_OD_0b_s_a_b_NPGH_3,C11_OD_0b_s_a_b_NPGH_4,C11_OD_0b_s_a_b_NPGH_5,C11_OD_0b_s_a_b_NPGH_6_mor,C11_OD_0b_s_a_b_Tot,C11_OD_1b_NPGH_2,C11_OD_1b_NPGH_3,C11_OD_1b_NPGH_4,C11_OD_1b_NPGH_5,C11_OD_1b_NPGH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPGH_2,C11_OD_2b_NPGH_3,C11_OD_2b_NPGH_4,C11_OD_2b_NPGH_5,C11_OD_2b_NPGH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPGH_2,C11_OD_3b_NPGH_3,C11_OD_3b_NPGH_4,C11_OD_3b_NPGH_5,C11_OD_3b_NPGH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPGH_2,C11_OD_4mb_NPGH_3,C11_OD_4mb_NPGH_4,C11_OD_4mb_NPGH_5,C11_OD_4mb_NPGH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPGH_2,C11_OD_NB_NS_NPGH_3,C11_OD_NB_NS_NPGH_4,C11_OD_NB_NS_NPGH_5,C11_OD_NB_NS_NPGH_6_mor,C11_OD_NB_NS_Tot,C11_OD_Tot_NPGH_2,C11_OD_Tot_NPGH_3,C11_OD_Tot_NPGH_4,C11_OD_Tot_NPGH_5,C11_OD_Tot_NPGH_6_mor,C11_OD_Tot_Tot,C11_DS_NS_NPGH_2,C11_DS_NS_NPGH_3,C11_DS_NS_NPGH_4,C11_DS_NS_NPGH_5,C11_DS_NS_NPGH_6_mor,C11_DS_NS_Tot,C11_Tot_NPGH_2,C11_Tot_NPGH_3,C11_Tot_NPGH_4,C11_Tot_NPGH_5,C11_Tot_NPGH_6_mor,C11_Tot_Tot,C16_SH_0b_s_a_b_NPGH_2,C16_SH_0b_s_a_b_NPGH_3,C16_SH_0b_s_a_b_NPGH_4,C16_SH_0b_s_a_b_NPGH_5,C16_SH_0b_s_a_b_NPGH_6_mor,C16_SH_0b_s_a_b_Tot,C16_SH_1b_NPGH_2,C16_SH_1b_NPGH_3,C16_SH_1b_NPGH_4,C16_SH_1b_NPGH_5,C16_SH_1b_NPGH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPGH_2,C16_SH_2b_NPGH_3,C16_SH_2b_NPGH_4,C16_SH_2b_NPGH_5,C16_SH_2b_NPGH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPGH_2,C16_SH_3b_NPGH_3
101,4,0,0,0,0,8,18,0,0,0,0,19,274,11,0,0,0,288,641,77,4,0,0,725,251,42,25,9,0,328,40,3,0,0,0,47,1234,137,33,11,0,1416,0,0,0,0,0,0,12,0,0,0,0,12,116,6,0,0,0,124,68,18,0,0,0,83,5,0,0,0,0,10,5,0,0,0,0,4,194,25,3,0,0,231,0,0,0,0,0,5,19,0,0,0,0,19,160,13,0,0,0,175,31,7,4,0,0,47,3,0,0,0,0,3,8,0,0,0,0,3,215,27,7,0,0,251,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,10,6,0,0,0,0,6,3,0,0,0,0,4,8,0,0,0,0,6,26,0,3,0,0,29,3,4,0,0,0,6,1679,195,48,12,0,1931,10,0,0,0,0,12,29,0,0,0,0,29,276,8,0,0,0,282,614,82
102,5,0,0,0,0,7,31,0,0,0,0,33,481,13,3,0,0,494,1047,111,12,0,0,1173,429,88,40,16,8,573,62,5,0,0,0,69,2047,220,64,15,8,2344,0,0,0,0,0,0,3,0,0,0,0,6,137,7,0,0,0,147,229,53,7,0,0,284,17,0,0,0,0,22,3,0,0,0,0,5,394,58,9,0,0,461,0,0,0,0,0,0,20,0,0,0,0,20,227,14,0,0,0,237,79,22,3,0,0,102,6,0,0,0,0,7,7,0,0,0,0,7,338,34,4,0,4,376,0,0,0,0,0,0,4,0,0,0,0,4,26,0,0,0,0,26,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38,7,0,0,0,0,7,2823,311,74,15,6,3240,7,0,0,0,0,7,32,5,0,0,0,35,512,27,6,0,0,541,1089,155
103,8,0,0,0,0,8,11,0,0,0,0,13,294,11,0,0,0,306,706,107,12,0,0,824,273,79,68,21,3,436,29,7,3,0,0,42,1317,205,79,21,3,1629,5,0,0,0,0,5,12,0,0,0,0,8,82,8,0,0,0,91,44,15,0,0,0,62,11,0,3,0,0,12,3,0,0,0,0,6,154,25,3,0,0,186,0,0,0,0,0,3,10,0,0,0,0,10,99,0,0,0,0,98,13,7,0,0,0,21,0,5,6,0,0,10,0,0,0,0,0,0,126,9,8,0,0,143,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,7,8,0,0,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,14,4,0,0,0,16,0,0,0,0,0,4,1614,247,94,22,3,1977,6,0,0,0,0,6,14,0,0,0,0,18,289,18,3,0,0,306,739,88
104,5,0,0,0,0,4,15,0,0,0,0,17,231,5,0,0,0,235,515,61,16,3,0,590,181,51,23,5,4,265,25,3,0,0,0,28,961,124,41,11,4,1144,0,0,0,0,0,0,5,0,0,0,0,5,84,11,0,0,0,95,59,17,4,0,0,79,4,3,0,0,0,8,7,0,0,0,0,7,162,27,9,0,0,191,0,0,0,0,0,0,8,0,0,0,0,9,148,3,0,0,0,153,30,9,0,0,0,40,0,0,0,0,0,0,3,0,0,0,0,5,189,21,0,0,0,216,0,0,0,0,0,8,5,0,0,0,0,5,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,3,39,0,0,0,0,40,0,0,0,0,0,0,1360,174,47,9,4,1592,0,0,0,0,0,0,21,0,0,0,0,23,238,6,0,0,3,253,570,56
105,0,0,0,0,0,0,18,0,0,0,0,19,187,0,7,0,0,193,410,34,9,5,0,452,162,37,10,5,3,221,30,4,4,0,0,35,814,76,23,4,3,929,0,0,0,0,0,0,4,0,0,0,0,4,18,0,0,0,0,16,14,4,0,0,0,16,0,0,0,0,0,4,0,0,0,0,0,4,36,3,0,0,0,44,0,0,0,0,0,0,8,0,0,0,0,8,69,0,0,0,0,73,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,99,6,0,0,0,98,4,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,4,18,0,4,0,0,21,3,0,0,0,0,4,966,89,24,4,3,1088,5,0,0,0,0,5,14,0,0,0,0,14,160,7,0,0,0,169,429,54
106,6,0,0,0,0,6,11,0,0,0,0,18,313,9,0,0,0,324,798,80,13,0,0,889,335,60,22,6,3,426,42,8,0,0,0,55,1507,159,32,11,3,1713,0,0,0,0,0,0,4,0,0,0,0,4,138,4,0,0,0,138,83,7,4,0,0,94,7,9,0,0,0,15,5,0,0,0,0,0,237,17,3,0,0,259,0,0,0,0,0,0,11,0,0,0,0,11,98,7,0,0,0,101,30,12,0,0,0,40,5,3,0,0,0,8,0,0,0,0,0,3,142,15,0,0,0,158,4,0,0,0,0,4,4,0,0,0,0,4,13,0,0,0,0,15,0,4,0,0,0,6,0,3,0,0,0,4,3,0,0,0,0,3,31,4,0,0,0,30,4,0,0,0,0,4,1915,203,37,10,3,2165,4,0,3,0,0,5,18,0,0,0,0,21,280,10,0,0,0,289,847,99
107,3,0,0,0,0,5,16,0,0,0,0,16,227,11,0,0,0,235,642,162,32,0,0,841,212,67,111,53,21,469,45,3,4,5,0,59,1146,245,145,58,23,1622,0,0,0,0,0,0,5,0,0,0,0,5,205,13,0,0,0,222,142,92,22,0,0,259,13,6,8,3,5,30,12,3,0,0,0,16,382,108,32,7,7,539,15,4,0,0,0,13,51,0,0,0,0,54,755,78,11,0,0,841,106,169,34,8,0,327,5,4,22,20,0,52,16,4,0,6,0,22,942,263,69,33,10,1317,0,0,0,0,0,0,3,0,0,0,0,3,25,0,0,0,0,26,3,4,0,0,0,7,5,0,5,0,0,6,4,0,3,0,0,9,38,5,8,0,0,52,5,0,0,0,0,6,2514,624,257,96,37,3527,6,0,0,0,0,10,19,3,0,0,0,22,196,14,4,0,0,213,640,189
108,11,0,0,0,0,6,16,0,0,0,0,20,307,4,0,0,0,314,792,71,5,0,0,869,282,38,15,7,0,340,28,0,0,0,0,28,1432,114,20,7,0,1579,4,0,0,0,0,4,7,0,0,0,0,9,83,3,0,0,0,84,81,16,0,0,0,94,4,0,0,0,0,5,4,0,0,0,0,5,180,17,4,0,0,205,0,0,0,0,0,0,12,0,0,0,0,12,196,3,0,0,0,204,41,12,0,0,0,48,0,0,0,0,0,5,12,0,0,0,0,12,265,23,0,0,0,290,3,0,0,0,0,3,3,0,0,0,0,3,40,0,0,0,0,40,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,51,3,0,0,0,0,3,1937,157,21,7,0,2123,5,0,0,0,0,5,19,0,0,0,0,26,320,16,0,0,0,335,849,91
109,0,0,0,0,0,0,6,0,0,0,0,4,132,8,0,0,0,138,480,81,7,0,0,573,160,40,33,4,0,246,19,4,0,0,0,27,806,131,45,8,0,992,0,0,0,0,0,0,0,0,0,0,0,0,47,3,0,0,0,52,18,14,0,0,0,34,4,0,0,0,0,4,4,0,0,0,0,4,68,17,0,0,0,97,0,0,0,0,0,0,8,0,0,0,0,8,165,5,0,0,0,170,26,13,0,0,0,40,0,0,0,0,0,4,5,0,0,0,0,5,205,18,5,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,17,3,0,0,0,17,0,0,0,0,0,6,1095,171,50,10,4,1336,0,0,0,0,0,0,5,0,0,0,0,5,163,5,6,0,0,173,443,63
110,6,0,0,0,0,6,15,0,0,0,0,15,269,11,0,0,0,285,690,107,10,0,0,808,238,45,30,15,0,340,32,0,0,0,0,40,1257,168,48,15,4,1494,0,0,0,0,0,0,5,0,0,0,0,5,39,0,0,0,0,39,17,6,0,0,0,28,3,0,3,0,0,5,0,0,0,0,0,0,70,7,6,0,0,79,6,0,0,0,0,6,22,0,0,0,0,22,157,10,0,0,0,168,25,16,3,0,0,42,6,5,4,0,0,17,5,0,0,0,0,5,216,29,4,0,0,255,0,0,0,0,0,0,4,0,0,0,0,4,5,3,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,19,0,0,0,0,20,4,0,0,0,0,8,1563,208,58,17,4,1857,6,0,0,0,0,7,22,0,0,0,0,24,271,9,0,0,0,284,745,120
