SA4_CODE_2021,C11_SH_0b_s_a_b_NPGH_2,C11_SH_0b_s_a_b_NPGH_3,C11_SH_0b_s_a_b_NPGH_4,C11_SH_0b_s_a_b_NPGH_5,C11_SH_0b_s_a_b_NPGH_6_mor,C11_SH_0b_s_a_b_Tot,C11_SH_1b_NPGH_2,C11_SH_1b_NPGH_3,C11_SH_1b_NPGH_4,C11_SH_1b_NPGH_5,C11_SH_1b_NPGH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPGH_2,C11_SH_2b_NPGH_3,C11_SH_2b_NPGH_4,C11_SH_2b_NPGH_5,C11_SH_2b_NPGH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPGH_2,C11_SH_3b_NPGH_3,C11_SH_3b_NPGH_4,C11_SH_3b_NPGH_5,C11_SH_3b_NPGH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPGH_2,C11_SH_4mb_NPGH_3,C11_SH_4mb_NPGH_4,C11_SH_4mb_NPGH_5,C11_SH_4mb_NPGH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPGH_2,C11_SH_NB_NS_NPGH_3,C11_SH_NB_NS_NPGH_4,C11_SH_NB_NS_NPGH_5,C11_SH_NB_NS_NPGH_6_mor,C11_SH_NB_NS_Tot,C11_SH_Tot_NPGH_2,C11_SH_Tot_NPGH_3,C11_SH_Tot_NPGH_4,C11_SH_Tot_NPGH_5,C11_SH_Tot_NPGH_6_mor,C11_SH_Tot_Tot,C11_SDRTHT_0b_s_a_b_NPGH_2,C11_SDRTHT_0b_s_a_b_NPGH_3,C11_SDRTHT_0b_s_a_b_NPGH_4,C11_SDRTHT_0b_s_a_b_NPGH_5,C11_SDRTHT_0b_s_a_b_NPGH_6mor,C11_SDRTHT_0b_s_a_b_Tot,C11_SDRTHT_1b_NPGH_2,C11_SDRTHT_1b_NPGH_3,C11_SDRTHT_1b_NPGH_4,C11_SDRTHT_1b_NPGH_5,C11_SDRTHT_1b_NPGH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPGH_2,C11_SDRTHT_2b_NPGH_3,C11_SDRTHT_2b_NPGH_4,C11_SDRTHT_2b_NPGH_5,C11_SDRTHT_2b_NPGH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPGH_2,C11_SDRTHT_3b_NPGH_3,C11_SDRTHT_3b_NPGH_4,C11_SDRTHT_3b_NPGH_5,C11_SDRTHT_3b_NPGH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPGH_2,C11_SDRTHT_4mb_NPGH_3,C11_SDRTHT_4mb_NPGH_4,C11_SDRTHT_4mb_NPGH_5,C11_SDRTHT_4mb_NPGH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPGH_2,C11_SDRTHT_NB_NS_NPGH_3,C11_SDRTHT_NB_NS_NPGH_4,C11_SDRTHT_NB_NS_NPGH_5,C11_SDRTHT_NB_NS_NPGH_6_mor,C11_SDRTHT_NB_NS_Tot,C11_SDRTHT_Tot_NPGH_2,C11_SDRTHT_Tot_NPGH_3,C11_SDRTHT_Tot_NPGH_4,C11_SDRTHT_Tot_NPGH_5,C11_SDRTHT_Tot_NPGH_6_mor,C11_SDRTHT_Tot_Tot,C11_F_a_0b_s_a_b_NPGH_2,C11_F_a_0b_s_a_b_NPGH_3,C11_F_a_0b_s_a_b_NPGH_4,C11_F_a_0b_s_a_b_NPGH_5,C11_F_a_0b_s_a_b_NPGH_6_mor,C11_F_a_0b_s_a_b_Tot,C11_F_a_1b_NPGH_2,C11_F_a_1b_NPGH_3,C11_F_a_1b_NPGH_4,C11_F_a_1b_NPGH_5,C11_F_a_1b_NPGH_6_mor,C11_F_a_1b_Tot,C11_F_a_2b_NPGH_2,C11_F_a_2b_NPGH_3,C11_F_a_2b_NPGH_4,C11_F_a_2b_NPGH_5,C11_F_a_2b_NPGH_6_mor,C11_F_a_2b_Tot,C11_F_a_3b_NPGH_2,C11_F_a_3b_NPGH_3,C11_F_a_3b_NPGH_4,C11_F_a_3b_NPGH_5,C11_F_a_3b_NPGH_6_mor,C11_F_a_3b_Tot,C11_F_a_4mb_NPGH_2,C11_F_a_4mb_NPGH_3,C11_F_a_4mb_NPGH_4,C11_F_a_4mb_NPGH_5,C11_F_a_4mb_NPGH_6_mor,C11_F_a_4mb_Tot,C11_F_a_NB_NS_NPGH_2,C11_F_a_NB_NS_NPGH_3,C11_F_a_NB_NS_NPGH_4,C11_F_a_NB_NS_NPGH_5,C11_F_a_NB_NS_NPGH_6_mor,C11_F_a_NB_NS_Tot,C11_F_a_Tot_NPGH_2,C11_F_a_Tot_NPGH_3,C11_F_a_Tot_NPGH_4,C11_F_a_Tot_NPGH_5,C11_F_a_Tot_NPGH_6_mor,C11_F_a_Tot_Tot,C11_OD_0b_s_a_b_NPGH_2,C11_OD_0b_s_a_b_NPGH_3,C11_OD_0b_s_a_b_NPGH_4,C11_OD_0b_s_a_b_NPGH_5,C11_OD_0b_s_a_b_NPGH_6_mor,C11_OD_0b_s_a_b_Tot,C11_OD_1b_NPGH_2,C11_OD_1b_NPGH_3,C11_OD_1b_NPGH_4,C11_OD_1b_NPGH_5,C11_OD_1b_NPGH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPGH_2,C11_OD_2b_NPGH_3,C11_OD_2b_NPGH_4,C11_OD_2b_NPGH_5,C11_OD_2b_NPGH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPGH_2,C11_OD_3b_NPGH_3,C11_OD_3b_NPGH_4,C11_OD_3b_NPGH_5,C11_OD_3b_NPGH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPGH_2,C11_OD_4mb_NPGH_3,C11_OD_4mb_NPGH_4,C11_OD_4mb_NPGH_5,C11_OD_4mb_NPGH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPGH_2,C11_OD_NB_NS_NPGH_3,C11_OD_NB_NS_NPGH_4,C11_OD_NB_NS_NPGH_5,C11_OD_NB_NS_NPGH_6_mor,C11_OD_NB_NS_Tot,C11_OD_Tot_NPGH_2,C11_OD_Tot_NPGH_3,C11_OD_Tot_NPGH_4,C11_OD_Tot_NPGH_5,C11_OD_Tot_NPGH_6_mor,C11_OD_Tot_Tot,C11_DS_NS_NPGH_2,C11_DS_NS_NPGH_3,C11_DS_NS_NPGH_4,C11_DS_NS_NPGH_5,C11_DS_NS_NPGH_6_mor,C11_DS_NS_Tot,C11_Tot_NPGH_2,C11_Tot_NPGH_3,C11_Tot_NPGH_4,C11_Tot_NPGH_5,C11_Tot_NPGH_6_mor,C11_Tot_Tot,C16_SH_0b_s_a_b_NPGH_2,C16_SH_0b_s_a_b_NPGH_3,C16_SH_0b_s_a_b_NPGH_4,C16_SH_0b_s_a_b_NPGH_5,C16_SH_0b_s_a_b_NPGH_6_mor,C16_SH_0b_s_a_b_Tot,C16_SH_1b_NPGH_2,C16_SH_1b_NPGH_3,C16_SH_1b_NPGH_4,C16_SH_1b_NPGH_5,C16_SH_1b_NPGH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPGH_2,C16_SH_2b_NPGH_3,C16_SH_2b_NPGH_4,C16_SH_2b_NPGH_5,C16_SH_2b_NPGH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPGH_2,C16_SH_3b_NPGH_3
111,0,0,0,0,0,8,22,0,0,3,0,29,799,39,4,0,0,840,1374,433,57,0,0,1870,395,181,192,101,55,914,48,19,6,3,5,74,2642,668,259,111,66,3741,4,0,0,0,0,4,13,0,0,0,0,17,343,18,4,0,0,366,201,137,21,5,0,364,18,23,30,11,4,84,14,5,4,0,0,25,596,183,56,14,4,850,4,0,0,0,0,4,57,0,0,0,0,57,528,26,5,0,0,559,119,112,9,3,0,241,12,0,6,3,3,29,26,4,0,0,0,31,743,147,24,6,3,920,4,0,0,0,0,4,0,0,0,0,0,0,24,0,0,0,0,24,3,7,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,3,35,7,3,0,0,47,4,0,0,0,0,4,4024,1002,338,128,71,5565,3,6,0,0,0,15,36,6,0,0,0,46,705,30,0,0,0,739,1359,502
112,9,0,0,0,0,17,42,4,0,0,0,44,452,14,5,0,0,473,1035,196,33,7,4,1271,442,135,99,31,11,718,54,10,5,4,0,72,2037,367,137,34,17,2589,0,0,0,0,0,3,5,0,0,0,0,8,203,9,0,0,0,212,238,63,18,0,0,324,18,10,3,0,0,28,22,3,4,0,0,24,484,89,25,0,3,604,0,0,0,0,0,0,20,0,0,0,0,20,274,18,3,0,0,299,90,33,5,0,0,127,5,0,6,3,0,15,13,0,0,0,0,13,403,58,11,3,0,475,4,0,0,0,0,4,13,0,0,0,0,13,46,0,0,0,0,50,10,0,0,0,0,14,4,0,0,0,0,5,8,0,0,0,0,8,83,4,0,0,0,85,3,0,4,0,0,5,3017,518,173,41,18,3768,14,0,0,0,0,18,34,3,0,0,0,42,444,18,0,0,0,468,1086,207
113,3,0,0,0,0,3,8,3,0,0,0,9,222,8,0,0,0,231,564,147,10,3,0,726,184,50,55,16,0,296,37,0,3,0,0,44,1014,206,68,20,3,1314,0,0,0,0,0,0,0,0,0,0,0,0,45,3,0,0,0,49,28,13,0,0,0,36,0,0,0,0,0,3,0,0,0,0,0,0,76,15,0,0,0,94,0,0,0,0,0,0,4,0,0,0,0,4,182,6,3,0,0,198,17,8,0,0,0,30,0,0,0,0,0,3,7,0,0,0,0,13,215,25,5,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,5,0,0,0,0,5,0,0,3,0,0,6,6,0,0,0,0,5,25,0,4,0,0,29,0,0,0,0,0,0,1332,248,80,21,3,1679,0,0,0,0,0,4,15,0,0,0,0,18,177,11,0,0,0,192,584,119
114,6,0,0,0,0,6,10,0,0,0,0,11,185,10,0,0,0,196,458,42,8,0,0,511,227,32,16,8,0,287,23,0,3,0,0,24,910,90,26,8,0,1041,0,0,0,0,0,0,5,0,0,0,0,7,28,0,0,0,0,28,22,0,0,0,0,31,3,0,0,0,0,3,4,0,0,0,0,4,65,3,4,0,0,67,0,0,0,0,0,0,3,0,0,0,0,3,34,0,0,0,0,39,6,4,0,0,0,11,0,0,0,0,0,0,6,0,0,0,0,6,56,4,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,15,0,0,0,0,15,0,0,0,0,0,0,1043,100,31,8,4,1179,0,0,0,0,0,3,13,0,0,0,0,13,185,9,0,0,0,197,542,39
115,3,0,0,0,0,3,12,0,0,0,0,11,66,0,0,0,0,70,229,28,3,0,0,262,222,54,29,12,13,335,5,4,9,0,0,12,534,92,39,17,16,698,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28,70,15,0,7,0,95,11,7,0,9,10,34,0,0,0,0,0,0,107,26,8,15,13,156,0,0,0,0,0,0,5,0,0,0,0,5,68,0,0,0,0,69,26,8,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,97,8,0,0,0,109,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,5,0,0,0,0,5,755,124,44,33,27,978,6,0,0,0,0,3,13,3,0,0,0,17,53,4,0,0,0,60,196,36
116,3,0,0,0,0,4,10,0,0,0,0,15,145,4,0,0,0,153,783,115,23,10,0,930,274,81,48,22,18,453,37,7,9,5,0,54,1246,218,79,36,20,1603,0,0,0,0,0,5,8,0,0,0,0,8,50,0,0,0,0,51,132,27,6,3,0,170,17,10,5,3,3,32,3,4,3,0,0,10,211,39,13,3,3,270,4,0,0,0,0,0,12,0,0,0,0,12,144,19,12,0,0,171,15,4,3,0,0,18,0,0,0,0,0,0,12,0,0,0,0,17,184,24,16,3,6,223,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,17,0,0,0,0,0,6,1656,281,105,45,29,2121,11,0,0,0,0,6,14,0,0,0,0,24,163,11,4,0,3,188,763,136
117,7,0,0,0,0,5,17,0,3,0,0,20,294,25,11,0,0,328,256,220,27,11,3,513,69,56,105,33,10,274,21,7,4,0,0,34,658,305,144,41,18,1170,10,3,0,0,0,20,61,0,0,0,0,69,1080,94,18,3,0,1199,569,758,104,22,6,1465,157,161,392,130,53,891,48,29,14,6,5,89,1923,1049,531,158,66,3730,148,26,16,3,0,185,907,67,13,0,0,986,4233,742,491,75,17,5564,382,607,160,64,61,1266,42,41,57,20,12,176,99,47,27,16,4,189,5814,1523,754,174,94,8361,0,0,0,0,0,5,3,0,0,0,0,7,41,7,0,0,0,54,23,23,0,0,0,45,4,5,13,0,0,21,0,3,0,0,0,3,72,36,14,3,0,140,20,13,3,0,0,43,8500,2929,1453,384,183,13448,0,0,0,0,0,3,3,0,0,0,0,11,128,13,4,0,0,149,193,172
118,0,0,0,0,0,0,6,0,0,0,0,11,149,19,0,0,0,170,205,121,16,8,0,357,89,86,103,56,38,372,14,4,0,0,5,21,466,226,124,61,42,929,0,0,0,0,0,0,10,3,0,0,0,16,386,24,5,5,0,419,267,331,48,5,4,649,50,65,117,31,8,266,14,0,0,0,0,22,730,425,171,36,13,1372,36,3,0,0,0,53,239,19,0,0,0,258,4077,503,138,21,4,4753,457,830,156,50,8,1500,39,34,72,38,15,201,74,22,12,3,0,111,4928,1419,382,111,28,6866,0,0,0,0,0,0,5,0,0,0,0,5,26,4,0,0,0,30,7,15,7,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,36,20,5,0,0,66,19,12,0,0,0,27,6176,2101,693,209,87,9265,0,0,0,0,0,4,9,0,0,0,0,11,57,0,0,0,0,59,134,83
119,13,0,0,0,0,15,19,4,0,0,0,23,423,20,4,6,0,450,647,173,31,24,14,887,226,85,99,46,38,500,48,21,5,8,6,87,1380,307,140,78,60,1958,6,0,0,0,0,7,13,0,0,0,0,13,183,13,6,0,0,209,205,47,15,3,3,274,37,18,16,11,0,79,21,0,0,0,0,19,464,81,37,14,3,604,23,3,4,4,0,39,93,8,10,0,0,103,1625,354,160,42,18,2201,205,174,80,27,11,497,12,8,10,5,0,37,69,34,11,3,0,117,2022,583,269,84,27,2998,0,0,0,0,0,0,10,0,0,0,0,9,25,3,5,0,0,33,8,7,0,0,0,14,0,0,0,0,0,9,0,0,0,0,0,0,49,7,9,3,0,69,10,0,0,0,0,11,3923,979,461,182,94,5637,4,4,5,0,7,16,31,11,5,3,5,43,340,44,12,4,0,397,642,198
120,3,0,0,0,0,3,12,0,0,0,0,9,284,28,8,0,0,323,394,226,28,8,5,659,146,100,115,43,21,427,32,16,11,3,9,62,870,373,163,51,36,1491,0,0,0,0,0,4,23,0,0,0,0,23,415,19,3,0,0,441,233,194,39,0,3,463,26,35,35,21,7,124,7,3,6,0,0,14,712,244,80,24,9,1066,18,13,6,3,0,45,135,10,4,0,0,153,1932,402,160,48,8,2545,226,297,81,44,11,659,12,10,17,7,8,56,48,19,19,4,3,95,2374,754,290,105,28,3552,0,0,0,0,0,0,3,0,0,0,0,3,47,5,0,0,0,58,3,16,4,0,0,23,0,7,5,3,0,9,5,0,0,0,0,3,59,28,5,3,4,94,7,5,0,0,0,13,4020,1399,530,182,77,6212,3,0,0,0,0,10,8,4,4,0,4,20,159,17,0,0,0,178,275,211
121,0,0,0,0,0,4,12,0,0,0,0,10,165,15,0,0,0,183,349,113,17,4,0,484,245,93,73,45,19,477,16,4,0,0,0,25,790,234,90,47,24,1187,0,0,0,0,0,3,11,0,0,0,0,11,172,13,5,0,0,193,153,112,19,0,0,282,17,15,21,5,0,59,8,0,0,0,0,11,357,147,48,5,0,556,33,6,0,0,0,43,222,9,0,0,0,234,2329,223,48,9,4,2605,312,389,52,11,3,775,4,12,13,5,0,34,29,9,0,5,0,38,2940,650,115,27,6,3733,0,0,0,0,0,0,4,0,0,0,0,4,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,21,9,0,0,0,0,6,4109,1031,258,78,32,5504,3,4,0,0,0,4,18,5,0,3,0,26,129,10,0,0,0,140,267,78
122,3,0,0,0,0,3,16,0,0,0,0,17,164,13,0,0,0,177,293,101,9,0,3,402,199,76,72,31,15,389,22,6,3,0,0,35,693,199,84,35,13,1020,3,0,0,0,0,6,8,0,0,0,0,8,85,5,0,0,0,89,75,28,6,0,0,110,8,16,9,4,4,41,3,0,0,0,0,6,181,50,13,4,4,257,7,3,0,0,0,11,128,13,0,0,0,137,1216,121,16,0,0,1357,134,172,25,3,0,330,3,6,8,3,0,28,27,4,3,0,0,31,1517,318,58,3,0,1895,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,17,10,5,0,0,0,10,0,0,0,0,0,4,6,0,0,0,0,6,27,6,0,0,0,35,6,0,0,0,0,8,2424,569,159,46,17,3215,4,0,0,0,0,4,18,3,0,0,0,28,108,5,3,0,0,117,247,93
123,3,0,0,0,0,3,5,6,0,0,0,10,101,0,0,0,0,104,607,60,15,0,0,683,260,56,12,11,0,337,35,3,0,0,0,45,1015,122,28,11,0,1179,0,0,0,0,0,0,0,0,0,0,0,0,101,4,0,0,0,107,116,26,0,0,0,142,13,8,3,0,0,25,3,0,0,0,0,6,233,39,5,0,0,282,0,0,0,0,0,0,4,0,0,0,0,4,58,5,0,0,0,63,10,3,0,0,0,13,4,3,0,0,0,6,0,0,0,0,0,3,74,12,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,1324,172,39,23,0,1553,8,0,0,0,0,8,6,3,0,0,0,12,83,3,0,0,0,88,577,86
124,3,0,0,0,0,3,21,0,0,0,0,21,260,13,0,0,0,266,976,142,15,0,0,1131,336,90,35,7,5,477,32,11,0,0,0,45,1627,250,51,7,5,1947,0,0,0,0,0,0,7,0,0,0,0,7,85,3,0,0,0,88,206,30,6,0,0,241,20,0,3,0,0,30,3,0,0,0,0,3,323,37,9,0,0,367,4,0,0,0,0,4,7,0,0,0,0,7,184,13,0,0,0,195,32,10,4,0,0,51,6,0,0,0,0,6,7,5,0,0,0,10,250,20,4,0,0,270,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,21,4,0,0,0,0,4,2218,312,67,7,3,2610,3,4,0,0,0,3,15,4,0,0,0,19,287,8,0,0,0,301,1015,117
125,4,0,3,0,0,11,18,5,0,0,0,31,310,22,6,4,0,341,625,175,39,13,10,858,208,83,62,32,19,397,47,8,4,5,0,64,1213,287,117,55,35,1711,6,3,0,0,0,11,10,0,0,0,0,18,144,16,7,0,0,169,178,79,24,7,0,290,50,22,28,0,4,108,16,9,0,3,0,25,413,128,54,9,7,617,24,13,0,0,0,40,60,7,0,0,0,70,1163,303,121,45,16,1652,190,148,73,27,19,462,12,7,8,6,0,26,45,14,12,6,3,77,1492,489,221,78,43,2323,0,0,0,0,0,0,6,0,0,0,0,3,8,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,21,12,0,0,3,29,10,4,3,0,0,17,3146,919,400,147,83,4694,6,0,0,0,3,11,26,10,5,4,4,44,266,52,13,6,10,347,544,179
126,7,0,0,0,0,7,6,0,0,0,0,6,86,3,0,0,0,94,211,102,22,10,5,338,115,77,81,55,37,369,12,10,3,5,0,39,437,196,118,63,45,857,0,0,0,0,0,5,3,0,0,0,0,3,109,9,3,0,0,123,97,60,25,11,4,202,3,12,7,9,8,42,5,4,0,4,4,15,225,91,38,24,15,389,13,9,6,0,0,16,70,0,0,0,0,77,697,146,40,3,4,894,69,87,62,13,0,242,5,7,17,8,7,40,17,3,7,0,0,33,883,245,129,31,13,1301,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,5,0,0,0,7,0,0,0,0,0,0,1547,539,287,120,71,2561,3,0,0,0,0,11,11,0,0,0,0,17,94,3,3,0,0,109,216,76
127,5,0,0,0,0,7,12,0,0,0,0,12,123,9,3,0,0,131,569,84,24,4,4,685,235,52,41,12,11,355,47,10,0,4,0,62,986,160,68,25,13,1249,0,0,0,0,0,0,10,0,0,0,0,11,75,10,0,0,0,82,121,32,8,4,0,160,19,0,0,0,0,23,7,3,0,0,0,10,240,37,10,3,0,297,4,0,0,0,0,3,19,0,0,0,0,19,330,40,9,5,0,382,43,13,0,0,0,55,0,3,0,0,0,8,20,3,0,0,0,26,421,57,9,5,0,490,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,4,0,0,0,0,3,1657,257,92,28,15,2052,0,3,0,0,0,8,25,0,3,3,0,30,121,9,6,0,0,132,508,92
128,0,0,0,0,0,0,4,0,0,0,0,4,93,7,0,0,0,98,261,47,7,0,0,313,121,42,26,4,0,196,12,3,0,0,0,20,508,98,34,4,0,643,0,0,0,0,0,6,0,0,0,0,0,0,58,0,0,0,0,62,108,27,0,0,0,134,8,3,5,0,0,12,0,0,0,0,0,5,183,31,6,0,0,219,3,0,0,0,0,3,49,0,0,0,0,49,781,31,3,0,0,815,55,48,4,0,0,110,0,0,4,0,0,4,17,0,0,0,0,18,907,83,9,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,8,3,0,0,0,0,3,1599,210,43,11,0,1870,0,0,0,0,0,0,10,0,0,0,0,10,64,8,0,0,0,73,215,57
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,0,0,0,0,0,0,9,3,0,0,0,13,335,7,0,0,0,346,836,242,23,3,0,1096,209,77,103,27,12,433,39,7,3,3,0,54,1431,339,130,33,16,1946,0,0,0,0,0,0,3,0,0,0,0,5,68,3,0,0,0,70,43,30,3,0,0,75,0,5,4,0,0,18,3,0,0,0,0,0,117,41,13,0,0,171,0,0,0,0,0,0,7,0,0,0,0,7,132,6,0,0,0,133,22,17,0,0,0,36,0,0,0,0,0,3,5,0,0,0,0,5,166,21,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,0,0,0,0,0,7,1733,403,146,30,16,2332,5,0,0,0,0,5,6,0,0,0,0,8,301,17,4,0,0,325,868,150
202,4,0,0,0,0,4,10,0,0,0,0,13,332,17,0,0,0,348,771,224,28,0,0,1023,177,67,61,20,7,335,20,6,0,0,0,32,1324,314,85,19,10,1759,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,58,30,22,6,0,0,51,0,3,0,0,0,0,4,0,0,0,0,4,98,22,4,0,0,119,0,0,0,0,0,0,10,0,0,0,0,10,103,6,3,0,0,105,18,16,0,0,0,40,0,0,0,0,0,0,7,0,0,0,0,7,138,24,3,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,1569,360,93,21,10,2059,6,0,0,0,0,6,9,4,0,0,0,10,313,15,0,0,0,324,776,185
203,4,0,0,0,0,4,14,0,4,0,0,15,388,13,0,0,0,407,1069,305,31,10,0,1414,255,111,113,49,35,562,42,8,8,0,0,66,1766,442,154,61,41,2469,0,0,0,0,0,0,6,0,0,0,0,6,95,3,0,0,0,103,49,32,0,0,0,84,5,4,5,0,0,12,0,0,0,0,0,3,153,45,12,0,0,210,0,0,0,0,0,0,24,0,0,0,0,24,239,12,6,0,0,255,52,24,3,0,0,79,3,0,0,0,0,3,14,0,0,0,0,19,330,36,8,0,0,373,0,0,0,0,0,0,9,0,0,0,0,9,17,0,0,0,0,18,6,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,28,10,6,0,0,30,0,0,0,0,0,5,2282,536,169,61,40,3089,0,0,0,0,0,0,21,3,3,0,0,27,352,17,3,0,0,377,1118,310
204,5,0,0,0,0,5,13,0,0,0,0,11,224,6,0,0,0,226,683,81,6,4,3,779,185,34,19,7,3,250,26,4,0,0,0,36,1129,124,33,19,9,1311,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,69,15,4,0,0,0,22,0,0,0,0,0,4,7,0,0,0,0,7,92,6,0,0,0,103,4,0,0,0,0,8,11,0,0,0,0,11,97,3,0,0,0,104,12,8,0,0,0,22,6,0,0,0,0,6,8,0,0,0,0,8,136,10,0,0,0,151,0,0,0,0,0,0,5,0,0,0,0,5,12,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,21,5,0,0,0,24,0,0,0,0,0,0,1381,147,38,15,9,1588,3,0,0,0,0,3,15,3,0,0,0,13,231,6,4,0,0,237,731,80
205,4,0,0,0,0,4,17,0,0,0,0,20,397,12,0,0,0,410,1196,137,18,0,0,1351,274,54,29,8,8,373,48,9,0,0,6,64,1930,221,46,11,9,2222,6,0,0,0,0,6,0,0,0,0,0,0,55,3,0,0,0,61,18,0,0,0,0,28,4,0,0,0,0,5,6,0,0,0,0,6,87,10,0,0,0,93,0,0,0,0,0,0,12,0,0,0,0,12,109,10,0,0,0,123,21,6,0,0,0,28,3,0,0,0,0,3,0,0,0,0,0,0,150,16,0,0,0,171,0,0,0,0,0,0,4,0,0,0,0,4,16,0,0,0,0,18,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,33,5,0,0,0,34,3,0,0,0,0,0,2199,246,54,11,11,2523,3,0,0,0,0,3,13,3,0,0,0,17,405,16,3,0,0,423,1185,142
