SA4_CODE_2021,C21_SH_Tot_NPGH_6_mor,C21_SH_Tot_Tot,C21_SDRTHT_0b_s_a_b_NPGH_2,C21_SDRTHT_0b_s_a_b_NPGH_3,C21_SDRTHT_0b_s_a_b_NPGH_4,C21_SDRTHT_0b_s_a_b_NPGH_5,C21_SDRTHT_0b_s_a_b_NPGH_6mor,C21_SDRTHT_0b_s_a_b_Tot,C21_SDRTHT_1b_NPGH_2,C21_SDRTHT_1b_NPGH_3,C21_SDRTHT_1b_NPGH_4,C21_SDRTHT_1b_NPGH_5,C21_SDRTHT_1b_NPGH_6_mor,C21_SDRTHT_1b_Tot,C21_SDRTHT_2b_NPGH_2,C21_SDRTHT_2b_NPGH_3,C21_SDRTHT_2b_NPGH_4,C21_SDRTHT_2b_NPGH_5,C21_SDRTHT_2b_NPGH_6_mor,C21_SDRTHT_2b_Tot,C21_SDRTHT_3b_NPGH_2,C21_SDRTHT_3b_NPGH_3,C21_SDRTHT_3b_NPGH_4,C21_SDRTHT_3b_NPGH_5,C21_SDRTHT_3b_NPGH_6_mor,C21_SDRTHT_3b_Tot,C21_SDRTHT_4mb_NPGH_2,C21_SDRTHT_4mb_NPGH_3,C21_SDRTHT_4mb_NPGH_4,C21_SDRTHT_4mb_NPGH_5,C21_SDRTHT_4mb_NPGH_6_mor,C21_SDRTHT_4mb_Tot,C21_SDRTHT_NB_NS_NPGH_2,C21_SDRTHT_NB_NS_NPGH_3,C21_SDRTHT_NB_NS_NPGH_4,C21_SDRTHT_NB_NS_NPGH_5,C21_SDRTHT_NB_NS_NPGH_6_mor,C21_SDRTHT_NB_NS_Tot,C21_SDRTHT_Tot_NPGH_2,C21_SDRTHT_Tot_NPGH_3,C21_SDRTHT_Tot_NPGH_4,C21_SDRTHT_Tot_NPGH_5,C21_SDRTHT_Tot_NPGH_6_mor,C21_SDRTHT_Tot_Tot,C21_F_a_0b_s_a_b_NPGH_2,C21_F_a_0b_s_a_b_NPGH_3,C21_F_a_0b_s_a_b_NPGH_4,C21_F_a_0b_s_a_b_NPGH_5,C21_F_a_0b_s_a_b_NPGH_6_mor,C21_F_a_0b_s_a_b_Tot,C21_F_a_1b_NPGH_2,C21_F_a_1b_NPGH_3,C21_F_a_1b_NPGH_4,C21_F_a_1b_NPGH_5,C21_F_a_1b_NPGH_6_mor,C21_F_a_1b_Tot,C21_F_a_2b_NPGH_2,C21_F_a_2b_NPGH_3,C21_F_a_2b_NPGH_4,C21_F_a_2b_NPGH_5,C21_F_a_2b_NPGH_6_mor,C21_F_a_2b_Tot,C21_F_a_3b_NPGH_2,C21_F_a_3b_NPGH_3,C21_F_a_3b_NPGH_4,C21_F_a_3b_NPGH_5,C21_F_a_3b_NPGH_6_mor,C21_F_a_3b_Tot,C21_F_a_4mb_NPGH_2,C21_F_a_4mb_NPGH_3,C21_F_a_4mb_NPGH_4,C21_F_a_4mb_NPGH_5,C21_F_a_4mb_NPGH_6_mor,C21_F_a_4mb_Tot,C21_F_a_NB_NS_NPGH_2,C21_F_a_NB_NS_NPGH_3,C21_F_a_NB_NS_NPGH_4,C21_F_a_NB_NS_NPGH_5,C21_F_a_NB_NS_NPGH_6_mor,C21_F_a_NB_NS_Tot,C21_F_a_Tot_NPGH_2,C21_F_a_Tot_NPGH_3,C21_F_a_Tot_NPGH_4,C21_F_a_Tot_NPGH_5,C21_F_a_Tot_NPGH_6_mor,C21_F_a_Tot_Tot,C21_OD_0b_s_a_b_NPGH_2,C21_OD_0b_s_a_b_NPGH_3,C21_OD_0b_s_a_b_NPGH_4,C21_OD_0b_s_a_b_NPGH_5,C21_OD_0b_s_a_b_NPGH_6_mor,C21_OD_0b_s_a_b_Tot,C21_OD_1b_NPGH_2,C21_OD_1b_NPGH_3,C21_OD_1b_NPGH_4,C21_OD_1b_NPGH_5,C21_OD_1b_NPGH_6_mor,C21_OD_1b_Tot,C21_OD_2b_NPGH_2,C21_OD_2b_NPGH_3,C21_OD_2b_NPGH_4,C21_OD_2b_NPGH_5,C21_OD_2b_NPGH_6_mor,C21_OD_2b_Tot,C21_OD_3b_NPGH_2,C21_OD_3b_NPGH_3,C21_OD_3b_NPGH_4,C21_OD_3b_NPGH_5,C21_OD_3b_NPGH_6_mor,C21_OD_3b_Tot,C21_OD_4mb_NPGH_2,C21_OD_4mb_NPGH_3,C21_OD_4mb_NPGH_4,C21_OD_4mb_NPGH_5,C21_OD_4mb_NPGH_6_mor,C21_OD_4mb_Tot,C21_OD_NB_NS_NPGH_2,C21_OD_NB_NS_NPGH_3,C21_OD_NB_NS_NPGH_4,C21_OD_NB_NS_NPGH_5,C21_OD_NB_NS_NPGH_6_mor,C21_OD_NB_NS_Tot,C21_OD_Tot_NPGH_2,C21_OD_Tot_NPGH_3,C21_OD_Tot_NPGH_4,C21_OD_Tot_NPGH_5,C21_OD_Tot_NPGH_6_mor,C21_OD_Tot_Tot,C21_DS_NS_NPGH_2,C21_DS_NS_NPGH_3,C21_DS_NS_NPGH_4,C21_DS_NS_NPGH_5,C21_DS_NS_NPGH_6_mor,C21_DS_NS_Tot,C21_Tot_NPGH_2,C21_Tot_NPGH_3,C21_Tot_NPGH_4,C21_Tot_NPGH_5,C21_Tot_NPGH_6_mor,C21_Tot_Tot
201,26,1965,0,0,0,0,0,0,16,0,0,0,0,16,104,0,0,0,0,109,64,27,8,0,0,100,14,7,10,4,0,37,4,0,3,0,0,11,204,33,20,4,0,260,0,0,0,0,0,0,6,0,0,0,0,6,23,0,0,0,0,23,8,5,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,35,5,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,5,0,0,0,0,7,1742,360,130,34,25,2296
202,20,1799,0,0,0,0,0,0,0,0,0,0,0,0,96,5,0,0,0,99,51,22,3,0,0,81,0,0,3,6,0,11,0,0,0,0,0,0,152,34,3,4,0,194,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,11,3,0,0,0,11,3,3,0,0,0,8,1570,316,92,23,20,2025
203,77,3718,0,0,0,0,0,0,17,3,0,0,0,16,222,17,0,0,0,244,111,71,12,4,0,197,12,6,21,6,3,58,11,0,0,0,0,11,382,98,30,8,3,522,0,0,0,0,0,0,9,0,0,0,0,9,73,12,0,0,0,84,23,10,5,0,0,32,0,0,0,0,0,7,0,0,0,0,0,0,103,27,4,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,3,3,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,21,4,0,0,0,25,5,0,0,0,0,8,2790,937,464,134,83,4416
204,17,1514,0,0,0,0,0,0,6,0,0,0,0,7,95,3,0,0,0,103,25,8,0,0,0,30,0,0,3,0,0,3,4,0,0,0,0,8,135,11,3,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,14,4,0,0,0,0,5,0,0,0,0,3,4,0,0,0,0,0,0,20,4,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,17,3,0,3,0,0,11,1404,224,58,17,18,1718
205,23,2514,0,0,0,0,0,0,9,0,0,0,0,9,97,3,0,0,0,100,43,7,6,0,0,57,8,0,5,0,0,7,5,0,0,0,0,5,156,10,4,0,4,177,4,0,0,0,0,4,12,0,0,0,0,10,63,4,3,0,0,68,12,0,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,3,87,3,0,3,0,105,0,0,0,0,0,0,7,0,0,0,0,7,15,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,25,0,0,0,0,25,5,0,0,0,0,8,2389,296,75,29,30,2827
206,61,4260,6,0,0,0,0,12,56,10,3,0,0,70,2079,177,18,0,0,2270,947,2159,261,18,6,3388,131,254,703,226,64,1372,41,20,12,3,0,76,3253,2618,998,246,70,7185,36,0,0,0,0,40,881,36,4,0,0,928,10713,908,255,48,10,11935,813,1505,169,40,14,2537,41,39,105,15,13,207,173,52,9,4,0,242,12663,2539,553,106,31,15885,0,0,0,0,0,0,5,3,0,0,0,6,94,3,0,0,0,102,26,62,6,0,0,94,4,12,18,4,3,43,4,0,0,0,0,4,135,82,24,4,0,251,50,6,0,0,0,54,17649,6836,2436,558,160,27638
207,112,2446,0,0,0,0,0,3,9,0,0,0,0,8,416,33,3,0,0,451,279,239,36,11,5,569,65,50,94,21,7,238,8,6,0,0,0,18,776,331,139,29,8,1289,11,0,0,0,0,11,94,0,0,0,0,99,1305,115,31,3,0,1457,97,148,26,7,0,287,12,10,13,3,0,45,25,3,0,0,0,28,1538,292,77,13,6,1925,0,0,0,0,0,0,4,0,0,0,0,4,12,0,0,0,0,12,6,15,0,0,0,19,0,5,0,0,0,4,0,0,0,0,0,0,25,18,3,0,0,41,3,4,0,0,0,8,3442,1243,662,240,122,5709
208,44,1852,0,0,0,0,0,3,9,0,0,0,0,8,574,33,0,0,0,606,339,206,21,3,3,574,46,39,56,11,6,153,18,4,0,0,0,22,989,284,81,13,11,1374,8,0,0,0,0,8,104,3,5,0,0,114,1416,87,26,6,0,1547,141,160,23,5,0,336,12,8,16,10,0,47,26,7,0,0,0,33,1714,270,68,30,4,2084,0,0,0,0,0,0,0,0,0,0,0,4,40,0,0,0,0,41,8,9,5,0,0,19,0,0,4,3,0,10,0,0,0,0,0,5,53,15,8,3,0,75,3,0,0,0,0,4,3798,946,426,163,55,5393
209,115,4192,4,0,0,0,0,4,28,0,0,0,0,31,624,50,15,0,4,693,328,207,59,7,7,606,30,35,50,14,4,128,20,14,0,0,3,45,1027,313,130,27,12,1505,0,0,0,0,0,0,20,0,0,0,0,20,407,36,8,3,0,451,35,45,7,0,0,92,6,3,5,0,0,14,9,0,0,0,0,11,477,85,22,5,0,586,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,18,5,15,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,23,8,4,0,0,35,8,0,0,0,0,10,4069,1303,611,217,131,6326
210,57,2658,0,0,0,0,0,0,12,0,0,0,0,12,385,27,15,0,0,424,273,131,30,20,13,469,11,7,16,6,6,49,19,0,3,0,0,23,696,169,63,26,16,971,0,0,0,0,0,0,4,0,0,0,0,4,107,14,4,0,0,129,40,13,4,0,0,59,0,0,0,0,0,3,4,0,0,0,0,10,153,37,12,3,5,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,0,0,0,0,5,2583,674,345,167,77,3842
211,35,3570,3,0,0,0,0,3,8,0,0,0,0,13,285,19,0,0,0,314,202,65,18,3,0,291,28,15,13,4,6,65,7,0,0,0,0,11,544,109,32,6,6,690,0,0,0,0,0,0,10,0,0,0,0,10,112,7,0,0,0,120,23,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,147,10,4,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,3,3,0,0,0,8,3374,656,250,116,41,4438
212,232,7180,0,0,0,0,0,5,16,9,0,0,0,23,473,81,22,9,4,588,503,344,77,30,11,966,123,126,192,62,52,555,28,12,10,9,3,64,1147,580,307,103,67,2195,3,0,0,0,0,3,28,0,0,0,0,29,605,74,20,0,0,696,111,90,21,4,0,233,16,23,27,3,3,77,18,3,3,0,0,27,783,196,74,12,7,1071,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,10,6,0,0,0,13,12,5,8,0,0,21,6008,2336,1306,518,313,10484
213,196,7168,0,0,0,0,0,3,19,0,0,0,0,24,491,34,9,0,0,534,584,295,82,22,12,990,75,45,63,19,12,216,33,16,0,3,0,53,1201,388,160,51,22,1820,4,0,0,0,0,4,66,0,0,0,0,69,586,69,21,3,0,680,78,67,21,4,0,173,8,4,5,3,0,23,21,3,3,0,0,26,761,148,40,11,0,964,0,0,0,0,0,0,3,0,4,0,0,11,13,0,0,0,0,15,7,0,3,0,0,13,4,5,0,0,0,9,5,0,0,0,0,5,24,6,8,4,0,40,4,0,0,0,0,9,6349,2025,999,414,219,10006
214,12,2208,3,0,0,0,0,3,9,0,0,0,0,16,220,7,0,0,0,230,167,27,5,0,0,194,12,0,6,3,0,24,4,0,0,0,0,4,415,36,9,4,0,467,0,0,0,0,0,0,8,0,0,0,0,8,60,0,0,0,0,62,11,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,79,3,0,0,0,84,0,0,0,0,0,0,6,0,0,0,0,6,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,17,3,0,0,0,0,3,2311,340,70,38,13,2771
215,47,1571,0,0,0,0,0,0,9,0,0,0,0,9,58,6,0,0,0,66,38,9,3,0,0,48,0,0,0,0,0,0,3,0,0,0,0,3,111,14,8,0,0,136,0,0,0,0,0,0,8,0,0,0,0,11,48,13,6,0,0,61,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,61,11,4,0,0,81,4,0,0,0,0,4,7,4,4,0,0,11,8,0,0,0,0,8,3,7,0,0,0,8,0,0,9,0,0,15,0,0,0,0,0,0,21,9,15,0,0,47,27,0,0,0,0,26,1366,271,113,51,48,1858
216,25,1269,0,0,0,0,0,0,6,0,0,0,0,5,78,9,4,0,0,95,29,8,0,0,0,33,3,5,0,0,0,10,3,4,0,0,0,5,122,26,4,3,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,12,0,0,0,0,12,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,22,0,0,0,0,25,3,0,0,0,0,3,1105,226,81,25,26,1457
217,15,1197,0,0,0,0,0,0,3,0,0,0,0,3,66,0,3,0,0,67,12,12,0,0,0,22,5,0,0,0,0,9,5,0,0,0,0,7,89,12,4,0,0,105,0,0,0,0,0,0,4,0,0,0,0,5,20,0,0,0,0,23,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,31,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,5,0,3,0,0,0,4,0,0,0,0,0,0,11,5,0,0,0,15,0,0,0,0,0,0,1067,184,68,26,15,1359
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,8,1759,4,0,0,0,0,4,9,0,0,0,0,9,95,0,0,0,0,95,194,42,3,0,0,243,11,5,0,0,0,11,7,0,0,0,0,7,312,50,3,0,0,360,0,0,0,0,0,0,9,0,0,0,0,9,91,0,0,0,0,91,26,8,0,0,0,34,7,0,0,0,0,5,0,0,0,0,0,3,130,10,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,1868,303,76,15,8,2268
302,19,2012,0,0,0,0,0,0,9,0,0,0,0,5,143,7,0,0,0,154,279,121,17,7,4,421,25,25,15,0,0,65,8,10,0,0,0,16,471,157,31,3,6,667,7,0,0,0,0,7,37,0,0,0,0,40,742,48,16,0,0,805,112,73,11,4,0,200,6,6,4,0,0,17,16,7,0,0,0,18,920,134,29,4,0,1084,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,17,0,0,0,0,14,0,0,0,0,0,3,2834,689,189,52,28,3779
303,118,4351,0,0,0,0,0,0,17,0,0,0,0,22,242,13,0,0,0,256,545,447,77,15,10,1097,56,62,64,13,3,197,22,5,4,0,0,33,884,533,148,33,10,1609,6,0,0,0,0,7,78,5,0,0,0,79,1443,102,17,0,0,1562,209,232,32,6,3,479,13,15,3,4,0,42,28,3,4,0,0,43,1779,356,59,12,0,2212,0,0,0,0,0,0,6,0,0,0,0,9,13,0,0,0,0,13,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,0,0,20,15,0,0,0,0,17,4995,2017,774,292,132,8210
304,40,1469,0,0,0,0,0,0,7,0,0,0,0,7,61,3,0,0,0,62,89,67,4,3,0,162,7,8,9,0,0,22,0,0,0,0,0,0,158,72,14,6,0,252,0,0,0,0,0,0,19,3,0,0,0,20,877,49,4,0,0,933,109,218,16,3,0,346,15,14,22,5,0,54,7,3,0,0,0,15,1018,283,45,8,0,1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,0,0,0,8,2006,673,269,101,35,3094
305,82,3031,0,0,0,0,0,0,13,6,0,0,0,17,235,16,0,0,0,252,239,279,28,0,0,550,18,26,57,11,6,114,8,9,0,0,0,20,514,338,87,6,4,945,18,0,0,0,0,18,367,7,0,0,0,379,5534,382,71,14,0,5996,457,704,90,26,4,1280,25,30,47,19,0,123,84,9,3,0,0,105,6488,1136,216,57,3,7900,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,12,0,5,0,0,14,38,12,3,0,0,54,8211,2483,871,283,99,11938
306,24,2714,4,0,0,0,0,4,17,0,0,0,0,15,243,9,3,0,0,259,58,15,6,0,0,79,3,0,0,0,0,10,12,0,0,0,0,15,335,35,9,0,0,377,0,0,0,0,0,3,34,0,0,0,0,34,437,24,0,0,0,466,82,43,8,5,0,134,0,3,5,0,0,10,17,3,0,0,0,23,577,72,17,7,0,668,3,0,0,0,0,3,13,0,0,0,0,14,17,0,0,0,0,18,6,0,0,4,0,10,7,0,0,0,0,5,15,4,0,0,0,20,53,10,6,6,0,69,17,4,0,0,0,23,3083,518,167,57,31,3854
307,9,1138,0,0,0,0,0,0,0,0,0,0,0,0,43,3,0,0,0,46,25,8,3,0,0,36,6,0,0,0,0,9,0,0,0,0,0,0,84,19,3,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,20,6,0,0,0,0,8,1040,169,35,15,10,1274
308,11,1993,0,0,0,0,0,0,3,0,0,0,0,3,96,3,0,0,0,100,91,17,0,0,0,107,8,5,5,0,0,16,9,3,0,0,0,12,207,23,3,6,0,236,0,0,0,0,0,0,7,0,0,0,0,7,128,5,6,0,0,136,41,13,0,0,0,59,3,4,0,0,0,12,4,0,0,0,0,3,186,27,4,0,0,222,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,8,4,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,9,25,0,0,0,0,31,17,0,0,0,0,18,2075,323,73,13,8,2494
309,77,4770,3,0,0,0,0,6,28,0,0,0,0,27,784,38,4,0,0,824,1216,501,76,11,8,1806,135,79,68,11,7,299,51,20,11,0,4,80,2210,644,153,27,11,3045,16,4,0,0,0,18,162,5,0,0,0,163,2837,267,59,7,3,3177,341,318,62,16,5,738,19,24,31,4,7,81,61,11,0,3,0,83,3439,629,153,26,16,4260,4,0,0,0,0,4,12,0,0,0,0,12,24,4,0,0,0,29,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,0,47,36,8,0,0,0,46,8922,2211,748,178,102,12166
310,11,3442,0,0,0,0,0,0,12,0,0,0,0,14,112,0,0,0,0,108,318,81,8,3,0,418,33,16,9,0,0,61,10,6,5,0,0,16,495,104,19,5,0,615,0,0,0,0,0,0,6,0,0,0,0,6,43,0,0,0,0,43,13,7,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,0,62,9,0,0,0,72,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,21,0,0,0,0,21,11,0,0,0,0,14,3348,616,154,43,11,4167
311,20,3136,0,0,0,0,0,0,10,0,0,0,0,12,224,13,0,0,0,241,237,49,16,0,0,305,18,8,3,0,0,33,21,4,0,0,0,23,510,82,21,0,0,617,0,0,0,0,0,0,5,0,0,0,0,5,68,3,0,0,0,71,34,10,4,0,0,48,0,0,0,0,0,3,4,0,0,0,0,4,113,18,3,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,5,4,0,0,0,5,3103,576,159,46,20,3892
312,9,1553,4,0,0,0,0,4,5,0,0,0,0,5,129,17,0,0,0,152,97,29,0,0,0,131,5,5,0,0,3,18,12,0,0,0,0,12,257,54,8,0,3,318,0,0,0,0,0,0,11,0,0,0,0,6,87,12,0,0,0,93,39,10,0,0,0,52,0,0,6,0,0,0,9,0,0,0,0,9,141,20,3,0,0,168,0,0,0,0,0,4,3,0,0,0,0,9,8,0,0,0,0,8,5,0,0,0,0,7,4,0,0,0,0,3,4,6,0,0,0,4,27,4,0,0,0,30,18,6,0,0,0,28,1651,329,75,22,13,2096
313,26,2384,0,0,0,0,0,0,11,0,0,0,0,11,127,13,0,0,0,146,210,34,15,5,3,269,20,7,0,0,10,34,10,0,0,0,0,14,369,55,18,16,11,473,0,0,0,0,0,0,12,0,0,0,0,12,111,7,0,0,0,114,63,9,0,0,0,69,3,0,0,0,0,6,6,0,0,0,0,6,193,10,0,0,0,205,0,0,0,0,0,0,3,0,0,0,0,3,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,6,0,0,0,23,0,0,0,0,0,10,2536,363,108,52,39,3094
314,5,1367,0,0,0,0,0,0,5,0,0,0,0,5,86,6,0,0,0,84,352,57,5,0,0,410,29,6,0,0,0,33,6,0,3,0,0,3,469,62,11,0,0,541,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,38,19,5,0,0,0,19,0,0,0,0,0,4,0,0,0,0,0,4,55,7,4,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,1612,283,65,14,9,1985
315,0,578,0,0,0,0,0,0,3,0,0,0,0,4,76,0,0,0,0,78,17,3,0,0,0,26,0,0,0,0,0,3,3,0,0,0,0,3,106,7,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,9,3,0,0,0,11,3,0,0,0,0,4,0,0,0,0,0,0,37,4,0,0,0,45,6,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,5,17,0,0,0,0,22,18,0,0,0,4,20,635,115,18,11,0,785
316,18,3733,0,0,3,0,0,4,11,0,0,0,0,15,303,8,0,0,0,315,361,137,8,4,0,506,27,16,18,0,0,57,17,6,0,0,0,18,722,167,23,4,0,926,0,0,0,0,0,0,25,0,0,0,0,23,644,35,6,0,0,683,212,110,18,0,0,337,14,9,15,0,0,43,23,6,0,0,0,28,911,152,40,4,0,1114,5,0,0,0,0,5,4,0,0,0,0,3,15,0,0,0,0,15,0,0,0,0,0,0,7,0,0,0,0,6,3,0,0,0,0,0,31,4,0,0,0,33,12,3,0,0,0,14,4366,1006,342,74,25,5818
317,34,1543,0,0,0,0,0,0,8,0,0,0,0,8,174,14,0,0,0,184,143,40,8,3,0,189,10,5,6,0,3,20,3,0,0,0,0,0,334,53,11,6,4,409,0,0,0,0,0,0,0,0,0,0,0,0,65,4,0,0,0,68,28,12,0,0,0,39,3,7,0,0,0,12,0,0,0,0,0,0,94,21,3,0,0,124,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,3,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,1531,353,128,45,39,2088
318,14,2614,6,0,0,0,0,6,7,0,0,0,0,6,256,9,0,0,0,264,90,29,4,0,0,120,8,5,6,0,0,15,13,0,0,0,0,9,373,42,10,0,0,420,0,0,0,0,0,0,7,0,0,0,0,7,234,12,0,0,0,252,77,34,0,0,0,119,5,0,0,0,0,13,7,0,0,0,0,13,339,57,4,0,0,401,4,0,0,0,0,4,4,0,0,0,0,4,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,21,9,7,0,0,0,10,2654,581,176,44,11,3473
319,23,3559,0,0,0,0,0,0,3,0,0,0,0,3,130,11,3,0,0,140,97,12,9,0,0,120,9,7,4,0,0,15,10,3,0,0,0,12,247,27,12,0,0,295,0,0,0,0,0,0,15,0,0,0,0,15,82,10,0,0,0,94,26,9,0,3,0,38,4,3,0,0,0,7,3,0,0,0,0,3,135,18,0,3,0,159,5,0,0,0,0,8,13,0,0,0,0,10,35,0,0,0,0,35,3,0,0,0,0,10,6,0,0,0,0,5,5,0,0,0,0,5,67,6,0,0,0,72,14,0,0,0,0,20,3495,437,110,31,26,4099
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
