SA4_CODE_2021,C16_CF_1P1NW_150_399,C16_CF_1P1NW_400_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_1249,C16_CF_1P1NW_1250_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000more,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_Neg_ni_inc,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_399,C16_CF_1A1NW_400_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_1249,C16_CF_1A1NW_1250_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000more,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_Neg_ni_inc,C16_CF_BA_1_149,C16_CF_BA_150_399,C16_CF_BA_400_649,C16_CF_BA_650_799,C16_CF_BA_800_1249,C16_CF_BA_1250_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_Neg_ni_inc,C16_CF_BNW_1_149,C16_CF_BNW_150_399,C16_CF_BNW_400_649,C16_CF_BNW_650_799,C16_CF_BNW_800_1249,C16_CF_BNW_1250_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_Neg_ni_inc,C16_CF_LFns_1_149,C16_CF_LFns_150_399,C16_CF_LFns_400_649,C16_CF_LFns_650_799,C16_CF_LFns_800_1249,C16_CF_LFns_1250_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000more,C16_CF_LFns_Ns,C16_CF_LFns_Tot,C16_C_f_c_Tot_Fi_Neg_ni_inc,C16_C_f_c_Tot_Fi_1_149,C16_C_f_c_Tot_Fi_150_399,C16_C_f_c_Tot_Fi_400_649,C16_CF_c_Tot_Fi_650_799,C16_CF_c_Tot_Fi_800_1249,C16_CF_c_Tot_Fi_1250_1999,C16_CF_c_Tot_Fi_2000_2499,C16_CF_c_Tot_Fi_2500_2999,C16_CF_c_Tot_Fi_3000_3999,C16_CF_c_Tot_Fi_4000more,C16_C_f_with_c_TotFI_Ns,C16_C_f_with_c_Tot_Tot,C16_1PF_F_Neg_ni_inc,C16_1PF_F_1_149,C16_1PF_F_150_399,C16_1PF_F_400_649,C16_1PF_F_650_799,C16_1PF_F_800_1249,C16_1PF_F_1250_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_Neg_ni_inc,C16_1PF_P_1_149,C16_1PF_P_150_399,C16_1PF_P_400_649,C16_1PF_P_650_799,C16_1PF_P_800_1249,C16_1PF_P_1250_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_Neg_ni_inc,C16_1PF_A_1_149,C16_1PF_A_150_399,C16_1PF_A_400_649,C16_1PF_A_650_799,C16_1PF_A_800_1249,C16_1PF_A_1250_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_Neg_ni_inc,C16_1PF_U_1_149,C16_1PF_U_150_399,C16_1PF_U_400_649,C16_1PF_U_650_799,C16_1PF_U_800_1249,C16_1PF_U_1250_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000more,C16_1PF_U_Ns,C16_1PF_U_Tot,C16_1PF_N_lf_Fi_Neg_ni_inc,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_399,C16_1PF_N_lf_Fi_400_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_1249,C16_1PF_N_lf_Fi_1250_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_Neg_ni_inc,C16_1PF_LFns_1_149,C16_1PF_LFns_150_399,C16_1PF_LFns_400_649,C16_1PF_Lfns_Fi_650_799,C16_1PF_LFns_800_1249,C16_1PF_LFns_1250_1999,C16_1PF_LFns_2000_2499,C16_1PF_LFns_2500_2999,C16_1PF_Lfns_Fi_3000_3999,C16_1PF_LFns_4000more,C16_1PF_LFns_Ns,C16_1PF_LFns_Tot,C16_1PF_TotFI_Neg_ni_inc,C16_1PF_TotFI_1_149,C16_1PF_TotFI_150_399,C16_1PF_TotFI_400_649,C16_1PF_TotFI_650_799,C16_1PF_TotFI_800_1249,C16_1PF_TotFI_1250_1999,C16_1PF_TotFI_2000_2499,C16_1PF_TotFI_2500_2999,C16_1PF_TotFI_3000_3999,C16_1PF_TotFI_4000more,C16_One_par_f_TotFI_Ns,C16_One_parent_f_Tot_Tot,C16_TotFI_Neg_ni_inc,C16_TotFI_1_149,C16_TotFI_150_399,C16_TotFI_400_649,C16_TotFI_650_799,C16_TotFI_800_1249,C16_TotFI_1250_1999,C16_TotFI_2000_2499,C16_TotFI_2500_2999,C16_TotFI_3000_3999,C16_TotFI_4000more,C16_TotFI_Ns,C16_Tot_Tot,C21_CFNC_BF_Neg_ni_inc,C21_CFNC_BF_1_149,C21_CFNC_BF_150_399,C21_CFNC_BF_400_649,C21_CFNC_BF_650_799,C21_CFNC_BF_800_1249,C21_CFNC_BF_1250_1999,C21_CFNC_BF_2000_2499,C21_CFNC_BF_2500_2999,C21_CFNC_BF_3000_3999,C21_CFNC_BF_4000more,C21_CFNC_BF_Ns,C21_CFNC_BF_Tot,C21_CFNC_BPT_Neg_ni_inc,C21_CFNC_BPT_1_149,C21_CFNC_BPT_150_399,C21_CFNC_BPT_400_649,C21_CFNC_BPT_650_799,C21_CFNC_BPT_800_1249,C21_CFNC_BPT_1250_1999
111,27,108,149,473,496,204,127,78,79,188,1931,0,0,7,15,15,72,119,59,25,37,28,61,435,0,0,0,0,3,12,56,53,42,50,31,54,313,64,34,74,269,286,826,908,305,138,133,60,380,3478,0,0,0,3,8,15,27,4,3,7,5,2170,2237,95,56,124,501,663,3210,8437,6245,5194,5733,4519,4946,39727,10,7,20,104,230,1034,1613,607,250,192,85,497,4646,6,19,185,736,577,1106,687,173,70,40,16,330,3938,5,0,19,54,50,85,72,28,12,11,9,73,423,39,23,190,330,97,128,57,4,0,7,0,83,956,145,57,554,1541,974,1659,975,223,71,40,49,688,6972,0,0,6,7,12,13,13,3,0,0,0,118,173,205,104,974,2773,1935,4019,3420,1037,400,284,161,1791,17103,668,389,1472,5642,8223,14050,19432,11589,8361,8489,6352,9744,94402,7,0,6,4,8,60,574,1636,1522,2283,1748,27,7868,4,3,6,33,64,327,744
112,24,116,172,494,427,100,56,38,33,168,1636,0,0,0,13,12,64,70,28,9,16,14,36,267,0,0,0,4,0,12,67,38,26,12,15,37,217,43,5,54,206,201,587,544,156,51,45,28,248,2171,0,3,3,0,3,18,22,11,0,4,3,1290,1363,76,29,118,489,641,3032,6082,3414,2190,2031,1373,3117,22584,0,5,17,103,175,740,869,268,107,56,24,299,2677,8,14,183,800,498,792,473,92,12,18,14,352,3265,0,3,21,70,34,63,59,9,6,3,5,57,326,21,16,120,248,76,78,40,0,3,0,0,74,681,93,49,403,1109,709,1161,539,111,39,33,15,554,4802,0,0,5,9,12,7,0,0,0,0,0,97,138,131,88,753,2342,1498,2838,1990,486,164,109,54,1437,11890,467,320,1142,4912,6764,11531,13973,6423,3640,3125,2208,6885,61400,10,4,6,21,42,114,619,927,686,766,646,37,3882,7,11,0,45,73,364,720
113,15,56,55,172,157,49,19,19,5,42,598,3,3,3,7,9,36,49,22,9,3,5,21,159,3,0,0,4,0,10,37,15,28,19,13,29,154,33,12,33,143,125,293,234,84,26,14,18,136,1152,0,0,0,5,7,14,9,9,4,8,5,888,951,57,27,67,291,358,1752,4089,2620,1801,1713,1039,2377,16190,8,6,8,68,119,453,587,177,83,48,26,235,1818,0,5,79,347,204,338,197,29,9,6,0,117,1333,0,4,12,29,11,29,21,13,0,3,3,23,152,14,7,67,128,28,44,26,6,0,4,0,18,338,55,26,301,641,330,554,277,61,17,25,16,303,2595,0,0,0,3,4,12,6,0,0,3,0,85,121,79,46,468,1214,696,1438,1112,280,114,100,47,782,6356,343,191,693,2623,3289,6018,8839,4756,2894,2624,1641,4783,38688,19,0,3,24,19,115,659,979,720,815,508,52,3909,6,0,8,23,31,179,310
114,13,65,71,209,213,75,24,30,16,65,792,0,0,7,6,12,31,45,21,9,9,7,33,161,0,0,0,0,0,13,25,25,15,7,10,36,133,17,5,29,111,140,347,334,84,43,27,29,177,1357,0,0,0,5,0,10,15,9,4,0,6,836,893,30,20,66,263,357,1657,3548,2064,1403,1371,1018,2104,13903,0,0,8,45,116,383,435,165,50,37,27,193,1460,3,3,100,317,227,428,227,60,14,12,9,186,1589,5,4,9,25,15,36,22,7,0,4,0,25,161,17,7,50,114,33,56,14,0,0,0,0,12,307,59,36,263,621,381,627,274,71,26,16,19,351,2732,0,0,3,0,8,7,6,3,0,0,0,45,77,92,49,436,1121,777,1532,982,310,96,67,53,813,6327,381,240,738,2962,4556,7128,8424,3981,2385,2241,1749,4674,39462,0,3,0,10,15,50,335,545,457,599,519,9,2541,3,0,5,30,50,206,399
115,38,83,81,227,336,152,106,154,142,152,1480,7,3,0,11,0,43,60,33,20,32,38,58,308,0,0,0,0,0,6,34,30,27,36,51,72,262,76,18,54,131,111,284,437,267,168,181,150,246,2122,0,0,0,0,9,13,12,3,12,14,12,1778,1844,123,47,121,348,350,1738,4920,4699,4232,6885,9072,4520,37065,5,0,9,42,73,348,692,447,197,281,197,289,2583,12,16,65,177,131,319,293,108,63,44,21,143,1373,0,5,0,19,11,19,30,21,6,10,3,19,137,24,7,36,48,14,36,23,10,5,3,5,25,228,136,37,153,251,166,361,385,148,91,77,49,216,2062,0,0,0,0,0,3,4,0,0,0,0,40,52,178,64,264,536,393,1084,1427,729,362,412,269,718,6439,897,348,603,1942,2363,5759,9794,7553,6128,9115,11161,6661,62323,6,3,0,4,0,35,151,424,605,1197,1754,32,4200,0,3,4,15,20,121,261
116,86,278,233,637,631,252,105,126,48,186,2597,8,0,13,40,23,133,167,74,33,43,21,106,649,0,0,0,4,6,21,74,58,53,63,48,79,404,193,66,152,481,376,882,1136,459,238,215,111,548,4861,6,0,6,9,8,27,40,25,11,10,12,1953,2091,250,91,293,1102,1104,4769,11001,8327,6036,6969,4572,5028,49551,5,5,16,104,249,1007,1496,696,335,294,122,413,4735,5,11,137,470,339,625,456,145,88,38,11,216,2545,4,6,14,38,34,83,86,36,13,18,7,72,411,56,24,169,248,102,146,86,28,16,12,0,75,952,233,75,703,1442,859,1440,1066,313,150,87,67,760,7199,0,0,8,8,12,16,12,5,0,9,0,157,224,299,123,1041,2320,1592,3323,3198,1217,603,447,203,1693,16068,1376,424,1651,5061,5465,11361,18598,12463,8452,9022,5572,8303,87750,5,0,0,0,3,24,386,1032,1110,1682,1359,45,5647,3,0,0,18,28,131,300
117,30,133,85,220,245,91,43,71,61,67,1045,7,0,3,6,12,27,32,25,10,25,29,37,216,0,0,0,0,4,3,20,16,22,42,55,25,188,84,30,57,148,135,319,408,178,84,104,73,191,1809,0,0,0,0,0,13,10,7,3,3,0,1117,1168,110,40,105,380,395,1451,2988,2398,2053,3422,4991,2244,20591,0,5,13,55,89,393,741,428,154,287,155,241,2572,0,11,92,216,151,326,289,93,33,60,32,121,1426,0,0,6,12,16,31,38,16,11,13,3,37,189,23,13,61,88,26,49,31,10,12,9,3,27,359,179,56,304,580,318,669,524,173,89,61,54,391,3408,0,0,3,4,0,6,0,0,0,0,0,65,96,219,82,480,958,606,1478,1625,727,299,434,252,892,8052,1095,299,891,2525,2641,5724,9688,7627,6099,9502,12154,6325,64564,8,0,0,4,0,26,305,1145,1843,4067,8594,74,16066,4,7,3,20,37,242,634
118,24,52,49,172,200,102,65,146,210,126,1147,5,0,3,3,0,17,36,32,8,46,52,35,235,0,0,0,0,0,6,16,14,18,48,68,51,223,82,13,40,80,62,189,323,161,105,149,190,197,1586,0,0,0,0,0,4,10,4,6,11,14,1687,1735,117,30,71,215,206,1042,2619,2457,2258,4600,9960,3733,27304,10,5,12,41,60,367,765,482,163,444,206,346,2898,10,11,67,219,147,391,374,146,54,79,62,193,1750,0,0,4,11,15,31,36,23,6,13,3,42,183,15,8,44,64,20,39,32,9,0,10,6,30,272,157,56,195,394,216,508,483,191,117,89,101,333,2832,0,0,0,5,3,4,8,0,0,0,0,49,72,191,78,321,726,464,1333,1695,857,338,637,372,991,8014,765,266,580,1782,1828,4518,7836,6252,5092,8885,15987,7167,60958,5,0,0,0,4,11,131,503,805,2166,5032,47,8709,8,0,4,14,11,108,345
119,298,901,686,1558,1264,470,242,256,184,428,6324,15,8,36,108,81,262,255,97,37,68,46,215,1227,4,0,0,9,15,36,114,59,60,81,71,171,618,504,133,432,1141,858,1926,2263,971,496,489,347,1132,10690,3,0,7,30,24,35,68,24,16,12,15,3639,3878,609,188,863,2901,2753,9487,15864,9972,6997,8568,7906,8716,74823,4,7,42,195,339,1254,1907,936,458,472,222,613,6458,14,39,344,849,503,996,817,248,122,101,36,371,4440,7,4,34,74,38,110,104,49,22,14,15,112,585,104,35,235,294,96,184,143,34,15,8,10,104,1254,682,192,954,1886,1241,2332,1926,591,358,198,141,1107,11612,3,0,3,4,12,24,19,3,6,0,0,194,269,821,274,1611,3313,2218,4896,4921,1871,975,796,424,2499,24621,3230,1100,3385,10200,11122,21352,29138,16674,10791,12253,10285,14855,144382,0,0,0,5,8,39,527,1267,1343,2255,2452,49,7957,0,4,3,22,23,309,802
120,55,169,133,324,318,169,108,132,164,121,1703,3,3,7,23,20,36,66,36,23,30,53,40,334,6,0,0,0,0,11,31,24,27,32,75,48,253,146,40,70,179,172,432,627,327,181,200,177,302,2846,0,0,3,5,0,13,15,3,10,10,13,1784,1848,195,66,165,520,560,2242,4787,3927,3124,5460,9605,3823,34478,7,3,21,66,118,562,933,564,242,404,201,348,3469,4,17,113,287,201,436,397,149,66,68,28,158,1935,3,0,8,28,12,31,46,10,12,17,8,39,220,37,8,67,97,28,43,40,14,7,13,5,20,379,299,81,289,525,327,746,672,271,163,95,85,373,3926,0,0,6,4,0,3,9,3,0,0,0,57,77,342,114,508,992,690,1834,2098,1018,490,608,326,993,10008,1368,460,961,2942,3379,7214,11513,8224,6165,9538,14033,7069,72867,5,0,0,0,0,29,254,837,1074,2407,4372,43,9027,0,3,6,18,25,201,502
121,54,155,107,290,392,260,139,279,434,224,2367,10,0,8,16,8,40,66,47,32,77,77,87,453,3,0,0,0,0,11,18,25,30,50,136,78,353,216,42,101,178,134,339,571,315,218,343,385,354,3201,0,0,0,0,0,5,9,5,6,4,16,3519,3561,301,72,198,521,526,2070,5369,5296,4389,9151,20343,7248,55483,12,3,16,64,106,568,1177,795,290,707,425,546,4704,6,27,134,304,209,503,552,190,106,126,79,256,2498,9,0,12,21,4,36,44,25,11,23,13,46,249,48,10,53,66,29,52,52,17,5,13,11,41,401,429,107,278,424,266,681,731,297,172,151,155,460,4147,0,0,0,3,0,9,0,0,0,0,0,32,57,505,160,490,883,617,1846,2558,1329,584,1031,680,1385,12055,1707,559,1003,2692,2905,7834,13969,11293,8802,15770,29470,11888,107891,0,0,0,7,3,26,238,809,1209,2815,6193,60,11378,6,3,3,20,30,214,546
122,26,55,58,165,253,170,111,132,230,174,1376,3,0,0,10,8,18,52,34,11,36,49,37,267,0,4,0,3,0,11,24,29,36,52,73,54,283,56,14,37,74,56,208,380,212,140,150,176,225,1729,0,0,0,0,0,3,6,4,7,5,12,1946,1992,101,40,83,209,234,1275,3931,3778,3631,6231,10706,4578,34794,5,3,12,74,78,399,809,521,194,347,204,395,3034,4,6,76,252,189,445,459,176,75,66,23,223,2001,0,0,5,9,9,29,37,17,11,11,7,41,177,13,9,31,47,18,31,22,7,5,8,0,22,213,110,39,130,233,163,479,510,191,83,65,67,340,2403,0,0,0,4,0,7,3,3,3,0,0,29,56,139,58,250,628,456,1387,1843,916,367,491,302,1057,7886,550,247,517,1797,2184,5873,10192,7687,6217,9403,14535,7788,66993,0,0,0,0,4,19,154,568,706,1460,2937,34,5888,0,0,0,13,26,139,391
123,37,153,164,436,441,152,102,72,50,149,1766,5,0,11,17,25,84,136,52,19,31,11,71,459,6,0,4,0,3,16,48,55,39,53,32,47,300,89,28,87,269,240,632,709,268,150,108,59,401,3043,4,0,0,4,8,20,20,9,10,10,4,1408,1499,139,42,161,646,703,3321,7940,5867,4394,4997,3476,4097,35775,6,0,15,100,211,852,1318,554,311,214,85,456,4110,0,16,108,458,341,615,444,144,54,45,16,248,2487,4,4,8,44,31,64,61,23,3,16,4,67,327,27,14,138,236,87,99,69,21,3,8,8,55,758,158,49,471,1179,685,1039,745,184,89,58,37,549,5233,3,0,0,11,4,4,9,0,0,0,0,125,163,202,86,744,2025,1345,2669,2641,931,454,341,147,1493,13082,717,311,1128,4063,4589,9260,14918,9645,6602,6774,4331,7138,69476,3,0,0,0,3,17,337,860,902,1351,912,33,4429,5,0,0,10,11,102,281
124,21,119,108,413,438,174,101,88,49,148,1665,0,3,0,13,18,71,131,66,41,29,21,78,479,0,0,0,0,3,8,61,54,52,44,36,67,328,66,19,56,188,184,529,690,262,140,100,75,360,2679,4,0,0,6,5,14,24,12,15,13,7,1565,1664,114,43,111,455,560,3031,8411,6454,5149,5757,4190,4363,38653,3,5,19,109,194,1059,1613,769,361,287,125,558,5107,3,7,140,616,425,880,583,162,81,55,17,253,3226,6,0,17,49,30,64,95,33,16,16,8,69,399,24,13,106,216,76,95,64,17,0,7,0,52,679,175,59,476,1220,705,1151,820,232,116,55,43,525,5582,0,0,3,5,7,7,10,3,0,0,0,95,130,212,85,768,2217,1443,3264,3185,1221,573,424,184,1554,15126,692,271,1158,4165,5043,10704,17522,11406,8080,8239,5436,7899,80616,5,0,0,4,3,18,398,1139,1257,1814,1294,44,5975,0,5,4,31,27,183,454
125,216,699,511,1291,951,371,194,195,117,324,4902,14,7,20,100,80,211,220,101,39,53,29,178,1058,3,0,0,5,11,34,80,43,45,61,48,78,428,502,128,345,1117,762,1625,1640,704,364,375,189,839,8582,7,0,10,17,16,36,50,24,7,16,10,2975,3170,589,173,681,2501,2274,7666,13155,8435,5778,6872,5499,6508,60137,10,5,27,144,218,1000,1382,712,325,284,147,405,4661,14,26,238,460,345,609,586,165,80,72,12,218,2825,5,6,15,49,39,69,67,39,19,15,8,71,393,74,29,156,206,86,96,83,23,9,8,0,67,843,487,130,765,1343,854,1558,1391,421,221,119,91,823,8199,7,0,5,4,10,17,15,0,0,0,0,146,204,589,194,1202,2210,1546,3341,3522,1361,649,502,276,1733,17126,2611,764,2494,7339,7606,16215,23143,13708,8837,9899,7194,10729,110545,3,0,0,6,6,42,471,1267,1301,2198,2120,47,7459,0,4,10,25,34,252,655
126,36,100,102,204,261,136,71,98,132,106,1262,0,0,3,9,5,38,49,33,13,29,18,37,249,0,0,0,3,0,9,24,18,18,22,53,29,178,143,28,56,152,107,278,359,222,134,143,138,209,1969,8,0,0,0,0,9,11,0,4,4,0,1343,1371,174,48,115,373,408,1518,3556,3025,2362,4026,6356,2859,24829,4,0,9,61,48,306,554,335,151,211,139,212,2036,0,9,75,151,119,269,242,77,44,48,18,89,1135,0,3,0,4,0,16,30,9,9,13,10,18,112,27,0,26,38,16,31,18,8,8,0,0,10,178,199,56,150,264,183,398,433,149,94,60,51,206,2237,0,0,0,0,0,4,0,0,0,3,0,24,36,232,77,263,507,370,1015,1283,577,299,340,220,558,5733,1074,351,620,1821,2057,4657,7824,5549,4167,6060,8302,4652,47130,0,0,0,3,3,12,172,551,761,1471,1851,20,4836,3,6,0,17,33,107,269
127,206,582,449,1099,937,312,213,177,75,308,4405,8,5,24,62,57,179,228,86,48,43,40,173,955,4,0,0,4,8,28,83,72,55,57,51,112,462,431,126,352,1414,1086,2326,2442,907,501,480,247,1169,11490,3,3,9,16,18,46,50,21,11,12,9,2404,2608,514,187,660,2485,2336,7459,12801,7749,5643,6142,4267,6548,56773,10,8,29,168,309,1093,1416,643,296,302,147,420,4840,5,38,330,620,390,751,600,175,75,79,16,243,3310,4,3,23,34,32,86,81,28,17,16,7,90,428,89,20,251,293,108,182,142,31,16,18,6,92,1248,512,142,1073,1932,1190,2226,1741,503,251,179,108,1024,10882,0,0,9,9,11,13,12,5,0,0,0,243,306,629,213,1706,3053,2038,4346,3989,1385,659,598,278,2115,21009,2052,703,2864,8102,8613,15611,21077,11682,7879,8103,5189,10654,102519,4,0,0,4,4,35,380,904,935,1337,983,23,4613,4,5,0,14,22,101,255
128,21,62,43,161,225,163,111,150,113,154,1210,0,3,4,10,0,17,53,29,25,40,32,45,258,0,0,0,0,0,9,19,22,29,53,63,58,263,29,19,30,80,55,275,393,204,148,161,120,221,1717,0,0,0,0,3,3,5,3,0,4,3,1433,1467,61,27,75,225,207,1289,4117,4082,4091,5866,7058,3770,30864,3,0,14,41,84,459,841,513,249,277,168,418,3061,5,14,83,283,219,511,397,129,79,59,25,196,1993,0,0,6,18,4,34,45,18,8,16,6,33,197,17,10,41,54,15,43,34,7,5,0,7,23,256,101,39,154,323,209,535,467,152,94,43,44,255,2414,0,0,0,0,0,11,3,0,0,0,0,26,43,124,64,300,710,537,1590,1774,828,437,394,250,958,7963,471,235,536,1974,2567,6088,9810,7478,6346,8476,9055,6328,59368,6,0,0,0,4,21,162,505,688,1502,1783,23,4693,3,0,0,10,17,99,271
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,23,77,85,245,193,57,15,15,29,71,809,0,0,4,10,12,50,61,19,3,9,7,22,197,3,0,0,0,6,13,36,26,13,23,0,21,158,32,16,37,118,141,356,288,88,28,18,14,173,1314,0,0,0,0,0,12,14,4,0,4,0,732,771,51,30,82,329,413,2003,4278,2526,1627,1538,1092,2108,16084,10,0,13,56,115,386,504,149,51,54,26,206,1579,3,8,87,422,267,454,238,42,10,14,0,158,1707,0,0,13,31,29,32,26,9,3,6,3,25,184,8,0,81,198,48,68,24,0,0,4,0,53,483,68,30,292,753,475,636,277,42,21,19,11,298,2915,0,0,5,4,8,3,0,0,0,0,0,65,86,91,36,484,1457,938,1578,1080,253,93,89,38,811,6946,351,215,760,3112,4057,6809,8800,4550,2655,2342,1638,4326,39606,3,3,0,11,20,80,468,772,629,805,550,40,3387,0,4,3,42,34,192,381
202,16,68,84,236,240,49,28,13,20,63,824,0,0,4,10,9,40,38,17,5,15,5,19,161,0,0,0,0,0,5,32,33,14,15,6,32,145,25,8,19,138,129,331,268,62,27,22,15,143,1183,0,0,0,9,5,9,11,0,0,0,3,733,776,50,22,54,313,378,1871,4241,2474,1744,1608,1019,1987,15750,0,0,12,64,106,417,548,160,54,46,21,224,1650,5,13,87,395,286,468,263,59,16,8,5,202,1803,0,0,12,40,27,36,34,7,0,0,0,31,191,8,14,81,126,35,52,10,4,0,4,7,25,366,63,27,293,636,423,628,282,58,21,16,14,297,2751,0,0,3,6,5,8,5,3,0,0,0,33,64,74,59,479,1268,875,1605,1142,286,90,73,49,817,6820,276,234,689,2731,3686,6762,8940,4509,2782,2467,1590,4202,38857,8,0,3,7,11,61,388,694,620,805,539,24,3162,0,10,7,22,46,177,379
203,32,135,119,421,396,131,75,64,41,150,1581,0,0,7,13,10,64,115,43,21,28,18,47,371,0,6,0,0,8,13,56,56,40,61,28,48,314,51,29,51,216,210,539,522,172,73,61,26,316,2261,0,0,0,3,7,17,25,15,9,9,0,1545,1623,96,55,126,532,636,2908,7522,5147,3694,3706,2839,4097,31364,7,4,19,107,175,682,1035,399,138,110,55,374,3098,6,29,158,670,432,849,482,102,29,27,12,302,3084,5,6,21,62,26,68,65,22,0,8,3,44,326,23,21,105,218,69,95,40,11,0,0,4,58,639,123,51,422,1014,610,1021,529,120,39,35,19,500,4488,0,0,5,5,5,8,15,3,0,0,0,88,131,157,109,723,2081,1311,2722,2162,648,206,182,96,1369,11761,601,376,1155,4633,5816,10976,15597,9150,5920,5487,4125,7938,71776,8,0,6,17,3,49,512,1262,1345,1824,1399,47,6462,6,9,3,42,57,328,632
204,17,60,61,213,181,53,23,17,11,80,722,0,0,0,11,11,43,71,21,8,5,3,35,221,4,0,0,0,3,18,57,20,17,27,9,43,192,15,7,33,124,119,283,268,65,34,16,15,141,1124,0,0,3,4,5,14,17,16,3,0,7,929,995,45,25,68,327,378,2038,4629,2637,1890,1521,847,2456,16859,0,3,22,77,123,458,570,168,62,36,18,222,1757,6,19,127,434,278,468,218,44,16,11,5,217,1837,0,4,20,41,18,46,39,5,3,4,0,21,206,13,6,73,131,45,47,25,5,0,0,0,37,377,62,42,313,655,357,531,280,63,24,19,18,302,2666,0,0,4,8,6,15,4,0,0,0,0,63,94,82,72,554,1349,826,1560,1125,286,110,69,35,863,6928,360,278,842,3156,4224,7600,10160,5038,3142,2396,1428,5253,43869,16,9,8,31,26,138,591,983,739,849,544,50,3983,0,6,9,41,48,251,511
