SA4_CODE_2021,C11_F_CL_Tot_15_19,C11_F_CL_Tot_20_24,C11_F_CL_Tot_25_34,C11_F_CL_Tot_35_44,C11_F_CL_Tot_45_54,C11_F_CL_Tot_55_64,C11_F_CL_Tot_65_74,C11_F_CL_Tot_75_84,C11_F_CL_Tot_85over,C11_F_CL_Tot_Tot,C11_F_LE_ID_15_19,C11_F_LE_ID_20_24,C11_F_LE_ID_25_34,C11_F_LE_ID_35_44,C11_F_LE_ID_45_54,C11_F_LE_ID_55_64,C11_F_LE_ID_65_74,C11_F_LE_ID_75_84,C11_F_LE_ID_85over,C11_F_LE_ID_Tot,C11_F_LE_NS_15_19,C11_F_LE_NS_20_24,C11_F_LE_NS_25_34,C11_F_LE_NS_35_44,C11_F_LE_NS_45_54,C11_F_LE_NS_55_64,C11_F_LE_NS_65_74,C11_F_LE_NS_75_84,C11_F_LE_NS_85over,C11_F_LE_NS_Tot,C11_F_Tot_15_19_yrs,C11_F_Tot_20_24_yrs,C11_F_Tot_25_34_yrs,C11_F_Tot_35_44_yrs,C11_F_Tot_45_54_yrs,C11_F_Tot_55_64_yrs,C11_F_Tot_65_74_yrs,C11_F_Tot_75_84_yrs,C11_F_Tot_85over,C11_F_Tot_Tot,C16_F_Post_Deg_15_19_yrs,C16_F_Post_Deg_20_24_yrs,C16_F_Post_Deg_25_34_yrs,C16_F_Post_Deg_35_44_yrs,C16_F_Post_Deg_45_54_yrs,C16_F_Post_Deg_55_64_yrs,C16_F_Post_Deg_65_74_yrs,C16_F_Post_Deg_75_84_yrs,C16_F_Post_Deg_85over,C16_F_Post_Deg_Tot,C16_F_GrDip_GrCe_15_19,C16_F_GrDip_GrCe_20_24,C16_F_GrDip_GrCe_25_34,C16_F_GrDip_GrCe_35_44,C16_F_GrDip_GrCe_45_54,C16_F_GrDip_GrCe_55_64,C16_F_GrDip_GrCe_65_74,C16_F_GrDip_GrCe_75_84,C16_F_GrDip_GrCe_85over,C16_F_GrDip_GrCe_Tot,C16_F_BD_15_19,C16_F_BD_20_24,C16_F_BD_25_34,C16_F_BD_35_44,C16_F_BD_45_54,C16_F_BD_55_64,C16_F_BD_65_74,C16_F_BD_75_84,C16_F_BD_85over,C16_F_BD_Tot,C16_F_AdD_DL_15_19,C16_F_AdD_DL_20_24,C16_F_AdD_DL_25_34,C16_F_AdD_DL_35_44,C16_F_AdD_DL_45_54,C16_F_AdD_DL_55_64,C16_F_AdD_DL_65_74,C16_F_AdD_DL_75_84,C16_F_AdD_DL_85over,C16_F_AdD_DL_Tot,C16_F_CL_C_III_IV_15_19,C16_F_CL_C_III_IV_20_24,C16_F_CL_C_III_IV_25_34,C16_F_CL_C_III_IV_35_44,C16_F_CL_C_III_IV_45_54,C16_F_CL_C_III_IV_55_64,C16_F_CL_C_III_IV_65_74,C16_F_CL_C_III_IV_75_84,C16_F_CL_C_III_IV_85over,C16_F_CL_C_III_IV_Tot,C16_F_CL_C_I_II_15_19,C16_F_CL_C_I_II_20_24,C16_F_CL_C_I_II_25_34,C16_F_CL_C_I_II_35_44,C16_F_CL_C_I_II_45_54,C16_F_CL_C_I_II_55_64,C16_F_CL_C_I_II_65_74,C16_F_CL_C_I_II_75_84,C16_F_CL_C_I_II_85over,C16_F_CL_C_I_II_Tot,C16_F_CL_CL_nfd_15_19,C16_F_CL_CL_nfd_20_24,C16_F_CL_CL_nfd_25_34,C16_F_CL_CL_nfd_35_44,C16_F_CL_CL_nfd_45_54,C16_F_CL_CL_nfd_55_64,C16_F_CL_CL_nfd_65_74,C16_F_CL_CL_nfd_75_84,C16_F_CL_CL_nfd_85over,C16_F_CL_CL_nfd_Tot,C16_F_CL_Tot_15_19,C16_F_CL_Tot_20_24,C16_F_CL_Tot_25_34,C16_F_CL_Tot_35_44,C16_F_CL_Tot_45_54,C16_F_CL_Tot_55_64,C16_F_CL_Tot_65_74,C16_F_CL_Tot_75_84,C16_F_CL_Tot_85over,C16_F_CL_Tot_Tot,C16_F_LE_ID_15_19,C16_F_LE_ID_20_24,C16_F_LE_ID_25_34,C16_F_LE_ID_35_44,C16_F_LE_ID_45_54,C16_F_LE_ID_55_64,C16_F_LE_ID_65_74,C16_F_LE_ID_75_84,C16_F_LE_ID_85over,C16_F_LE_ID_Tot,C16_F_LE_NS_15_19,C16_F_LE_NS_20_24,C16_F_LE_NS_25_34,C16_F_LE_NS_35_44,C16_F_LE_NS_45_54,C16_F_LE_NS_55_64,C16_F_LE_NS_65_74,C16_F_LE_NS_75_84,C16_F_LE_NS_85over,C16_F_LE_NS_Tot,C16_F_Tot_15_19_yrs,C16_F_Tot_20_24_yrs,C16_F_Tot_25_34_yrs,C16_F_Tot_35_44_yrs,C16_F_Tot_45_54_yrs,C16_F_Tot_55_64_yrs,C16_F_Tot_65_74_yrs,C16_F_Tot_75_84_yrs,C16_F_Tot_85over,C16_F_Tot_Tot,C21_F_Post_Deg_15_19_yrs,C21_F_Post_Deg_20_24_yrs,C21_F_Post_Deg_25_34_yrs,C21_F_Post_Deg_35_44_yrs,C21_F_Post_Deg_45_54_yrs,C21_F_Post_Deg_55_64_yrs,C21_F_Post_Deg_65_74_yrs,C21_F_Post_Deg_75_84_yrs,C21_F_Post_Deg_85over,C21_F_Post_Deg_Tot,C21_F_GrDip_GrCe_15_19,C21_F_GrDip_GrCe_20_24,C21_F_GrDip_GrCe_25_34,C21_F_GrDip_GrCe_35_44,C21_F_GrDip_GrCe_45_54,C21_F_GrDip_GrCe_55_64,C21_F_GrDip_GrCe_65_74,C21_F_GrDip_GrCe_75_84,C21_F_GrDip_GrCe_85over,C21_F_GrDip_GrCe_Tot,C21_F_BD_15_19,C21_F_BD_20_24,C21_F_BD_25_34,C21_F_BD_35_44,C21_F_BD_45_54,C21_F_BD_55_64,C21_F_BD_65_74,C21_F_BD_75_84,C21_F_BD_85over,C21_F_BD_Tot,C21_F_AdD_DL_15_19,C21_F_AdD_DL_20_24,C21_F_AdD_DL_25_34,C21_F_AdD_DL_35_44,C21_F_AdD_DL_45_54,C21_F_AdD_DL_55_64,C21_F_AdD_DL_65_74,C21_F_AdD_DL_75_84,C21_F_AdD_DL_85over,C21_F_AdD_DL_Tot,C21_F_CL_C_III_IV_15_19,C21_F_CL_C_III_IV_20_24,C21_F_CL_C_III_IV_25_34,C21_F_CL_C_III_IV_35_44,C21_F_CL_C_III_IV_45_54,C21_F_CL_C_III_IV_55_64,C21_F_CL_C_III_IV_65_74,C21_F_CL_C_III_IV_75_84,C21_F_CL_C_III_IV_85over,C21_F_CL_C_III_IV_Tot
305,457,1389,2237,1408,1192,812,276,115,53,7931,12,68,187,165,159,163,93,65,17,936,465,950,1861,1092,945,896,633,648,581,8078,1038,7063,21078,14023,9867,6433,2658,1411,842,64403,0,207,3511,2855,2064,1253,458,86,11,10444,6,154,1259,1163,1103,708,279,69,13,4749,18,3995,11911,7087,4635,2667,1283,337,110,32048,178,1103,2454,1949,1838,1280,730,285,89,9910,369,1176,1984,1080,986,720,275,71,40,6696,83,211,196,95,104,97,39,15,4,841,38,124,278,292,250,295,170,54,31,1537,490,1512,2448,1464,1342,1109,487,140,82,9076,26,84,189,127,124,115,85,61,23,840,536,1170,2650,1511,1247,1115,801,542,586,10159,1249,8216,24435,16160,12357,8254,4126,1521,908,77224,0,354,4783,4428,3024,1829,885,213,21,15539,3,178,1659,1456,1416,1010,566,139,29,6458,14,5091,14455,8827,6514,3628,1995,728,161,41422,291,1406,2859,2206,2357,1822,1021,455,126,12543,481,1512,2335,1450,1269,1050,466,125,42,8741
306,773,1462,3126,2990,2485,1442,462,121,36,12897,28,54,154,248,301,282,169,85,24,1353,884,703,1415,1549,1565,1424,1145,904,528,10121,1758,3194,9514,10452,9096,6225,3001,1443,688,45370,4,29,465,647,622,429,167,33,10,2403,3,40,350,457,517,400,148,35,4,1959,3,726,3397,3170,2437,1780,866,281,69,12731,72,378,1707,2290,2322,1773,882,283,81,9793,452,1243,2636,2636,2420,1677,616,122,32,11819,195,205,344,304,253,185,96,15,3,1601,47,137,328,466,493,430,245,75,20,2243,694,1581,3308,3405,3166,2283,957,210,57,15664,16,29,98,114,137,128,134,61,24,743,901,789,1828,1839,1931,1969,1616,1021,502,12403,1696,3579,11150,11928,11135,8765,4763,1928,742,55695,0,37,736,940,838,640,350,85,11,3637,0,45,514,576,695,525,317,60,9,2750,8,685,3873,3758,3130,2139,1376,468,84,15523,50,340,1716,2357,2614,2296,1302,519,93,11294,485,1301,3021,3059,3044,2452,1061,244,46,14711
307,398,815,1463,1458,1288,839,252,43,19,6580,6,22,59,69,114,115,91,40,14,542,442,198,518,650,678,673,715,657,366,4906,869,1461,4063,4261,3838,3056,1722,972,471,20712,0,14,142,157,123,90,48,12,4,588,0,24,119,133,169,160,58,20,0,688,3,288,1375,1255,886,724,441,151,35,5166,36,165,671,852,1009,844,497,158,52,4277,298,682,1400,1193,1193,912,303,61,8,6051,121,143,217,160,125,92,42,12,0,914,38,72,164,244,255,195,126,44,16,1151,453,895,1777,1598,1573,1202,474,115,28,8117,5,7,27,30,40,47,41,22,9,234,517,287,648,761,876,968,995,770,452,6282,1017,1684,4769,4796,4673,4036,2562,1256,577,25360,0,10,169,197,206,180,77,30,0,879,0,26,152,181,205,193,119,42,4,920,0,395,1408,1392,1105,826,606,217,50,6002,22,152,606,865,1035,984,607,239,50,4569,323,739,1749,1532,1528,1328,603,116,17,7933
308,746,1561,2967,2419,2036,1089,311,68,25,11231,22,37,118,144,162,142,96,47,10,786,743,503,1040,1138,1317,1085,1084,1038,614,8562,1540,3039,8218,7711,6847,4310,2278,1374,711,36029,0,17,334,392,294,208,57,16,4,1319,4,50,317,341,366,250,75,23,5,1435,6,652,2824,2531,1708,1175,523,185,43,9655,32,309,1329,1439,1510,1138,456,183,41,6437,487,1329,3065,2306,2065,1299,396,72,25,11045,243,298,414,252,219,157,66,7,0,1652,59,119,272,327,328,288,139,52,12,1602,783,1745,3756,2890,2607,1741,601,126,37,14295,12,24,69,66,81,82,56,25,10,420,808,627,1285,1305,1480,1317,1127,907,595,9445,1640,3426,9909,8967,8056,5909,2897,1470,734,43004,0,28,423,535,451,298,144,21,6,1906,3,56,369,399,458,364,152,41,3,1846,0,735,2821,2917,2147,1417,774,309,67,11175,26,276,1285,1625,1668,1480,741,273,63,7439,473,1385,3434,3204,2633,2117,753,146,28,14167
309,1699,3394,6789,6605,5852,3912,1514,545,150,30454,67,159,440,489,698,719,468,250,92,3382,1611,1652,2892,2954,3066,3185,3225,2995,2042,23615,3677,9626,24737,24049,20213,14948,8338,4857,2557,113006,0,192,2200,2155,1521,1098,483,86,30,7771,6,153,946,1103,982,854,385,85,18,4548,49,3018,9782,8757,5693,3914,2197,747,192,34354,536,2115,5863,6494,6202,4449,2468,829,241,29186,1497,2887,6026,5877,5660,3847,1878,472,180,28330,405,388,519,572,483,466,246,60,12,3150,205,356,833,1211,1271,1197,951,367,112,6506,2103,3634,7379,7661,7414,5508,3077,904,310,37983,28,104,260,334,382,449,461,241,95,2352,1522,1769,3694,3290,3553,3557,3517,2787,2183,25877,4243,10985,30126,29787,25751,19837,12588,5691,3065,142067,0,208,3591,3720,2534,1655,929,231,28,12894,7,217,1491,1710,1623,1127,770,205,23,7178,37,3753,12988,11929,8445,5260,3394,1260,252,47319,887,2540,6471,7309,7756,5851,3555,1347,319,36034,1750,3266,6822,6843,6998,5533,2950,883,194,35235
310,981,2107,4229,3613,2987,1668,438,131,48,16207,24,80,175,210,242,233,141,52,22,1175,967,683,1380,1526,1385,1236,1282,1056,636,10150,2096,4437,12250,11026,8743,5737,2930,1585,793,49609,0,46,876,930,605,361,152,27,0,3001,6,63,457,535,498,330,149,45,4,2095,10,1107,4577,3726,2218,1432,776,246,77,14161,191,1025,2884,2851,2555,1722,789,288,74,12391,809,2073,4496,3490,3107,1939,662,134,36,16752,343,410,558,371,295,200,89,24,0,2282,106,239,529,593,602,502,236,78,26,2922,1257,2725,5581,4455,4002,2644,983,236,66,21948,26,51,142,133,120,123,111,48,23,772,1034,1047,2156,1793,1846,1644,1547,1152,599,12815,2530,6062,16675,14425,11848,8260,4521,2043,846,67197,0,47,1214,1680,980,587,272,57,10,4846,8,121,801,902,749,481,290,68,11,3434,6,1373,5853,5524,3341,1915,1122,420,103,19652,254,983,3454,3572,3211,2344,1218,429,102,15564,1018,2441,5521,4820,4091,3072,1197,262,41,22466
311,1083,2254,4456,3909,3166,1877,506,170,39,17457,37,80,196,209,291,276,165,65,18,1338,1164,748,1344,1605,1573,1502,1243,968,531,10681,2411,4755,12237,11143,9096,6436,2828,1454,647,51016,0,37,671,672,455,287,118,19,6,2275,4,72,419,465,404,304,129,25,4,1825,11,994,3802,3361,2021,1388,736,208,38,12555,200,1054,2870,2872,2529,1781,854,237,47,12452,928,2038,4437,3746,3205,2093,745,133,39,17364,319,387,482,408,335,244,129,9,6,2300,104,222,537,673,587,535,321,85,32,3099,1349,2647,5453,4819,4124,2874,1197,233,70,22769,25,42,125,133,188,184,155,59,19,921,978,881,1772,1652,1815,1700,1433,954,441,11628,2568,5727,15120,13975,11536,8515,4620,1735,627,64434,0,65,1107,1238,700,416,214,56,16,3809,7,108,711,697,617,369,239,63,11,2818,9,1180,4730,4594,2819,1721,1102,391,73,16617,301,1058,3488,3608,3186,2334,1305,408,90,15778,935,2562,5445,4802,4250,2941,1253,279,70,22540
312,507,1350,2570,2046,1630,831,224,50,21,9237,14,47,105,151,173,124,78,44,13,743,478,452,929,897,995,824,675,625,320,6189,1028,2656,7059,6190,5290,3146,1450,867,391,28082,0,19,224,221,186,147,57,6,3,856,0,36,224,263,220,161,50,18,0,980,9,559,2326,1842,1159,812,306,102,26,7138,37,258,1083,1221,1210,877,361,141,30,5230,302,1024,2425,1911,1700,1027,294,59,24,8764,125,188,315,217,180,118,45,11,0,1207,47,109,263,316,323,207,131,34,5,1439,478,1321,3003,2446,2206,1345,476,102,30,11415,9,18,61,58,72,62,55,25,10,377,577,594,1319,1093,1228,1089,896,650,334,7790,1109,2800,8253,7138,6292,4501,2211,1049,435,33778,0,28,344,371,262,214,106,18,0,1341,3,42,284,311,306,236,120,21,6,1330,0,630,2486,2293,1583,973,520,150,41,8673,21,279,1104,1384,1399,1113,539,190,52,6076,318,1028,2837,2473,2117,1633,571,117,20,11107
313,851,1588,3066,3004,2730,1728,575,213,62,13815,21,57,120,163,201,230,184,92,35,1110,737,467,951,1152,1131,1232,1337,1310,784,9116,1713,2995,7437,8326,7274,5831,3432,2044,991,40055,0,22,244,309,345,297,163,27,7,1411,3,39,228,370,359,307,174,42,4,1524,3,554,1928,2239,1685,1377,945,286,58,9077,134,623,1776,2129,2220,1676,1036,373,104,10074,690,1459,2975,2884,2827,1993,800,187,55,13868,248,256,329,274,236,183,139,18,9,1697,95,162,328,443,455,477,380,121,23,2484,1028,1883,3630,3599,3519,2653,1316,327,90,18045,11,24,97,82,122,120,156,83,18,707,585,496,1032,1138,1247,1438,1678,1452,1172,10245,1775,3641,8932,9867,9497,7862,5461,2595,1461,51088,0,24,320,583,499,444,325,85,6,2290,6,62,420,533,526,407,360,97,8,2417,9,717,2596,2920,2408,1695,1482,613,113,12565,112,619,2178,2538,2767,2330,1603,618,126,12895,767,1727,3742,3705,3577,3099,1535,391,60,18597
314,596,1157,2422,2288,1822,1078,285,81,25,9753,17,39,99,169,171,149,79,42,18,777,403,225,459,608,602,595,498,454,326,4168,1089,2520,7790,8731,6417,3994,1615,788,418,33368,0,20,490,758,584,319,129,10,0,2307,5,51,349,643,486,341,127,26,0,2037,5,752,3343,3841,2277,1216,597,160,38,12226,121,636,2006,2241,2056,1263,677,190,48,9232,502,1219,2632,2297,1888,1215,429,84,15,10277,145,190,249,206,189,119,61,11,3,1171,52,124,252,392,423,327,217,51,19,1852,692,1534,3130,2888,2503,1659,712,144,35,13304,11,24,72,104,109,112,95,41,13,580,347,326,766,720,715,629,653,465,350,4977,1182,3346,10161,11195,8735,5534,2995,1031,494,44668,0,26,773,1287,905,508,231,47,4,3786,9,93,563,733,737,455,228,62,13,2884,6,1020,3935,4871,3349,1696,903,330,58,16158,123,616,2155,2642,2526,1704,911,308,73,11060,700,1370,2998,2829,2570,1732,732,134,33,13106
315,248,546,1118,894,703,338,79,15,5,3946,11,15,63,47,66,63,36,10,0,312,343,301,651,640,613,453,333,229,65,3625,619,1271,3513,2891,2447,1478,643,299,88,13247,0,11,129,124,106,79,13,0,0,459,0,9,127,135,105,87,18,3,0,486,0,305,1058,655,431,345,137,34,8,2974,13,107,403,443,543,417,116,31,12,2079,160,430,969,745,651,349,99,14,3,3421,83,135,158,124,102,53,32,6,3,697,18,54,98,87,119,83,33,6,5,499,257,620,1232,955,868,485,156,27,9,4615,9,9,25,25,23,24,19,9,3,144,436,395,797,595,692,615,417,196,96,4237,721,1452,3772,2923,2761,2054,877,306,125,14999,0,8,140,187,118,106,29,3,0,586,0,16,140,149,124,113,38,11,0,590,0,294,1143,802,498,409,191,58,10,3401,26,106,397,482,533,518,204,56,9,2316,174,493,1130,903,773,540,177,35,3,4229
316,1019,1866,3602,4083,4057,2810,1153,401,127,19114,28,63,181,293,418,504,377,205,77,2146,833,415,899,1318,1523,1641,1990,1988,1295,11912,1981,3692,10723,14314,13756,10892,6661,3682,1759,67464,0,33,643,955,985,854,464,94,15,4052,3,53,474,741,929,822,447,108,15,3605,8,1070,4274,5342,4356,3187,2102,726,232,21297,192,698,2512,3555,4034,3381,2209,872,238,17696,852,1673,3501,3635,4035,3034,1374,334,126,18563,293,291,329,334,319,343,202,51,17,2181,115,207,416,598,818,844,730,281,81,4080,1261,2167,4246,4562,5176,4224,2300,658,225,24826,19,32,107,144,225,252,314,204,59,1360,750,699,1236,1447,1833,2024,2326,1990,1535,13837,2238,4752,13498,16750,17539,14742,10160,4658,2326,86667,0,55,1256,1766,1602,1360,942,225,23,7228,6,85,630,1109,1237,1105,836,248,37,5300,0,1399,6395,7203,6286,4537,3157,1319,297,30583,165,837,2873,4073,4791,4437,3122,1343,354,21999,1040,2002,4027,4335,4740,4448,2272,638,132,23635
317,627,1193,1836,1597,1470,860,315,92,22,8010,14,36,74,108,106,140,94,68,19,669,444,278,504,516,585,626,720,891,656,5228,1118,2372,5665,5660,5151,3659,2110,1417,786,27935,0,18,401,502,464,337,138,22,6,1885,5,33,214,310,329,299,124,39,9,1364,8,651,2407,2031,1518,1173,649,273,68,8763,65,333,1103,1090,1266,1002,603,250,59,5771,482,1083,1857,1463,1442,997,330,73,23,7750,168,189,198,137,142,103,56,11,0,1011,60,120,175,216,249,245,162,48,29,1296,713,1392,2235,1814,1830,1342,544,135,52,10060,9,29,65,51,67,55,61,46,17,394,469,366,682,649,737,802,915,874,740,6246,1272,2821,7106,6447,6198,5010,3031,1637,956,34479,0,35,629,702,604,462,237,71,7,2746,6,62,372,405,413,358,249,78,16,1957,5,779,2907,2660,1936,1335,956,437,102,11126,73,398,1205,1246,1398,1234,864,382,99,6895,542,1151,2317,1923,1763,1450,654,154,32,9988
318,734,1687,3158,2533,2209,1224,296,86,26,11950,19,59,145,153,185,153,122,57,12,913,743,626,1132,1207,1198,1013,983,894,571,8363,1573,3777,9682,9002,7542,4722,2346,1329,675,40652,0,32,519,609,538,396,135,32,5,2263,0,76,415,437,410,278,100,25,9,1753,9,1052,3744,3023,2122,1460,679,224,49,12351,86,522,1608,1763,1739,1271,596,235,60,7886,528,1454,3015,2447,2174,1449,457,92,29,11648,217,307,314,222,204,150,61,12,3,1492,57,123,290,312,362,297,161,62,16,1679,808,1886,3618,2988,2740,1888,672,163,50,14820,14,37,72,78,89,99,84,33,8,516,715,766,1295,1198,1345,1238,1201,889,449,9086,1630,4365,11266,10107,8979,6636,3474,1589,622,48672,0,38,752,848,720,513,248,75,10,3204,5,99,529,640,515,393,225,43,10,2458,0,1072,3884,3380,2640,1745,988,403,66,14178,55,429,1586,1810,1986,1563,865,324,78,8694,493,1465,3029,2989,2602,2135,854,170,33,13772
319,997,1686,3363,3596,3603,2436,901,215,51,16850,25,51,125,167,317,374,272,143,37,1521,781,412,815,1163,1439,1777,2287,1984,1135,11786,1843,2904,7553,9351,9686,8157,5214,2860,1327,48907,0,23,195,346,329,285,159,43,5,1385,0,37,214,352,470,429,199,54,6,1770,0,499,2150,2401,2069,1931,1143,400,94,10688,58,362,1302,1825,2357,2257,1367,464,111,10097,535,1356,2913,3120,3196,2764,1174,233,49,15340,309,362,454,355,344,331,162,44,8,2362,68,137,328,481,560,640,470,140,33,2858,905,1857,3695,3956,4104,3733,1803,418,89,20562,18,23,80,58,116,166,220,93,34,813,824,597,1196,1380,1831,2386,2772,2143,1074,14201,1807,3403,8826,10329,11269,11189,7665,3611,1404,59507,0,25,355,453,511,443,332,95,8,2216,6,46,319,466,534,536,398,96,9,2409,0,575,2519,2921,2661,2323,1822,598,143,13556,39,332,1388,1896,2569,3012,2057,765,142,12198,608,1637,3611,3843,4147,4193,2151,500,78,20766
397,3,7,6,3,5,0,0,0,0,28,0,0,0,0,0,0,0,0,0,4,3,0,3,0,6,5,11,6,3,39,4,7,9,13,24,14,12,11,4,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,6,0,3,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,15,0,3,7,3,3,11,5,3,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
399,39,87,104,81,108,140,38,4,0,599,0,5,15,10,17,19,8,0,0,77,58,76,119,105,95,153,77,29,6,719,95,313,614,379,406,545,202,42,14,2617,0,5,48,18,23,19,6,0,0,126,0,4,7,7,12,26,9,0,0,69,0,127,280,84,57,81,57,10,0,700,11,51,78,51,64,132,58,7,0,454,25,36,92,71,97,122,63,4,0,508,6,4,8,9,5,21,13,0,0,66,3,9,25,11,15,31,14,3,0,110,33,48,128,91,122,173,86,8,0,685,5,4,10,0,7,8,7,3,0,58,40,124,227,136,150,218,144,46,11,1097,84,371,782,390,437,657,377,79,14,3185,0,3,67,51,29,27,17,0,0,197,0,0,23,15,19,24,14,0,0,101,0,64,334,124,99,119,71,11,0,831,5,23,92,89,101,152,96,13,3,577,17,74,145,129,127,193,76,8,0,778
401,416,1197,2290,2439,2406,1668,685,371,170,11640,32,74,151,231,278,255,193,127,59,1398,583,609,898,958,1126,1183,1288,1557,1436,9638,1089,5148,14082,14403,13487,10901,5553,3295,2160,70122,0,157,2489,2405,1814,1413,766,188,33,9265,3,74,673,946,1069,1105,612,151,32,4671,17,2396,7473,6660,4960,3964,2384,846,338,29031,51,559,1598,2122,2842,2643,1816,733,358,12720,336,915,1797,1699,2050,1384,732,226,109,9246,118,178,237,227,211,176,110,45,7,1304,61,100,228,411,509,551,422,176,108,2575,517,1194,2258,2335,2771,2109,1259,446,230,13126,26,62,119,150,199,182,203,139,82,1160,552,633,1054,910,1096,1234,1344,1147,978,8951,1171,5082,15672,15525,14751,12651,8378,3641,2053,78932,0,196,3689,3763,2515,1846,1256,400,53,13715,0,78,799,1207,1278,1204,1040,297,55,5962,5,2806,8540,7943,6294,4326,3333,1463,417,35122,38,531,1534,2133,2733,2771,2357,1132,383,13603,564,1072,1981,1969,2114,1934,1060,372,131,11192
402,1003,3204,6351,5207,4265,2405,865,346,103,23750,32,113,272,302,347,263,162,117,38,1642,1246,891,1566,1751,1862,1976,2050,2112,1242,14684,2347,6465,17584,14819,12266,8538,4513,3066,1481,71083,0,87,1791,1275,610,334,153,27,7,4285,0,87,587,713,568,434,218,50,8,2662,12,1699,6853,4950,2687,1936,1004,355,96,19586,63,863,3289,3460,3368,2595,1195,378,117,15339,757,2634,6015,4466,4189,2721,1023,305,97,22197,273,569,949,669,522,346,139,33,8,3503,99,230,639,765,829,655,433,165,62,3864,1119,3429,7595,5901,5544,3720,1598,504,163,29569,25,83,233,205,215,240,227,106,34,1368,925,824,1968,1668,1800,1801,1996,1878,1093,13956,2145,7070,22314,18170,14788,11064,6394,3296,1516,86761,0,169,2878,2492,1014,512,255,73,22,7411,0,121,866,1067,759,585,360,96,13,3866,13,2204,7917,6753,3773,2297,1460,566,141,25119,35,627,3233,3841,3699,3099,1859,624,132,17145,804,2647,6766,5821,4933,3803,1664,453,116,26997
403,732,2323,4712,4079,3804,2679,985,448,160,19928,26,88,200,290,369,291,225,153,79,1723,815,573,1015,1173,1393,1604,1744,2124,1683,12120,1614,5391,15598,15279,14282,11355,5740,3798,2299,75345,4,89,1545,1621,1168,935,478,99,20,5950,0,67,659,974,908,931,480,96,15,4133,5,1822,6782,6202,4233,3468,1950,687,261,25412,44,635,2451,3133,3592,3166,1853,669,264,15812,525,1807,3926,3440,3389,2491,1214,341,149,17279,218,337,548,477,384,328,163,33,10,2504,78,165,422,697,713,712,596,229,127,3747,830,2312,4895,4616,4491,3530,1968,603,281,23524,15,52,158,161,217,210,248,151,94,1302,627,593,1246,1209,1366,1571,1881,1678,1435,11614,1516,5563,17735,17907,15981,13812,8862,3983,2371,87737,0,108,2306,2681,1709,1297,838,224,32,9186,4,73,885,1215,1160,1072,803,260,29,5493,4,2095,7767,7582,5511,3805,2845,1115,316,31046,30,480,2184,3220,3687,3584,2656,1011,301,17145,680,1851,4191,4163,3920,3372,1862,534,166,20743
404,405,1276,2668,2324,2006,1204,526,262,83,10750,7,66,163,165,166,152,117,68,23,921,560,421,884,915,1078,1136,1187,1557,1282,9025,1013,3574,11133,9255,7663,5460,2855,2311,1523,44792,0,73,1554,1120,643,428,175,39,11,4040,0,63,514,563,477,452,158,32,9,2264,7,1409,5435,3804,2341,1686,781,264,109,15837,34,487,1793,1808,1990,1664,782,251,107,8926,289,1011,2303,1843,1915,1337,509,207,91,9512,99,200,301,220,206,160,74,20,15,1302,40,110,274,396,442,383,224,103,45,2018,426,1326,2882,2454,2563,1882,811,331,152,12826,9,35,139,118,124,115,129,75,36,783,405,455,981,853,1001,1044,1100,1103,963,7893,886,3839,13299,10725,9139,7272,3930,2096,1383,52568,0,136,2495,1942,952,643,342,88,18,6619,5,59,660,769,633,539,357,81,11,3114,5,1863,6816,5079,3064,2102,1328,414,133,20798,20,458,1785,1965,2179,2008,1213,385,143,10156,383,1130,2517,2271,2183,1887,851,295,106,11635
405,240,602,1352,1422,1379,911,313,109,19,6340,8,14,36,84,113,86,71,41,16,470,263,122,221,337,473,585,684,738,406,3824,521,1029,3058,3510,3757,3091,1774,1085,504,18332,0,8,98,134,105,106,50,10,0,514,0,10,104,139,161,213,82,23,3,740,0,263,999,976,711,796,410,155,42,4363,8,109,504,674,976,1012,556,150,53,4052,149,495,1220,1172,1221,959,404,78,28,5723,53,116,199,201,166,103,70,18,9,938,24,59,122,218,250,235,135,35,12,1093,228,670,1543,1584,1636,1298,605,133,56,7748,5,6,22,37,42,54,66,32,13,277,343,183,339,412,585,809,894,688,439,4687,588,1254,3606,3961,4218,4280,2666,1194,606,22376,0,11,173,183,175,154,97,25,6,824,0,12,122,203,195,235,169,42,3,983,0,327,1093,1191,915,795,684,219,52,5279,3,98,470,724,935,1158,788,313,65,4563,182,510,1346,1409,1471,1405,723,152,43,7248
