SA4_CODE_2021,C16_45_49_Sep_F,C16_45_49_Sep_P,C16_45_49_Div_M,C16_45_49_Div_F,C16_45_49_Div_P,C16_45_49_Wid_M,C16_45_49_Wid_F,C16_45_49_Wid_P,C16_45_49_Nvr_marrd_M,C16_45_49_Nvr_marrd_F,C16_45_49_Nvr_marrd_P,C16_45_49_Tot_M,C16_45_49_Tot_F,C16_45_49_Tot_P,C16_50_54_Married_M,C16_50_54_Married_F,C16_50_54_Married_P,C16_50_54_Sep_M,C16_50_54_Sep_F,C16_50_54_Sep_P,C16_50_54_Div_M,C16_50_54_Div_F,C16_50_54_Div_P,C16_50_54_Wid_M,C16_50_54_Wid_F,C16_50_54_Wid_P,C16_50_54_Nvr_marrd_M,C16_50_54_Nvr_marrd_F,C16_50_54_Nvr_marrd_P,C16_50_54_Tot_M,C16_50_54_Tot_F,C16_50_54_Tot_P,C16_55_59_Married_M,C16_55_59_Married_F,C16_55_59_Married_P,C16_55_59_Sep_M,C16_55_59_Sep_F,C16_55_59_Sep_P,C16_55_59_Div_M,C16_55_59_Div_F,C16_55_59_Div_P,C16_55_59_Wid_M,C16_55_59_Wid_F,C16_55_59_Wid_P,C16_55_59_Nvr_marrd_M,C16_55_59_Nvr_marrd_F,C16_55_59_Nvr_marrd_P,C16_55_59_Tot_M,C16_55_59_Tot_F,C16_55_59_Tot_P,C16_60_64_Married_M,C16_60_64_Married_F,C16_60_64_Married_P,C16_60_64_Sep_M,C16_60_64_Sep_F,C16_60_64_Sep_P,C16_60_64_Div_M,C16_60_64_Div_F,C16_60_64_Div_P,C16_60_64_Wid_M,C16_60_64_Wid_F,C16_60_64_Wid_P,C16_60_64_Nvr_marrd_M,C16_60_64_Nvr_marrd_F,C16_60_64_Nvr_marrd_P,C16_60_64_Tot_M,C16_60_64_Tot_F,C16_60_64_Tot_P,C16_65_69_Married_M,C16_65_69_Married_F,C16_65_69_Married_P,C16_65_69_Sep_M,C16_65_69_Sep_F,C16_65_69_Sep_P,C16_65_69_Div_M,C16_65_69_Div_F,C16_65_69_Div_P,C16_65_69_Wid_M,C16_65_69_Wid_F,C16_65_69_Wid_P,C16_65_69_Nvr_marrd_M,C16_65_69_Nvr_marrd_F,C16_65_69_Nvr_marrd_P,C16_65_69_Tot_M,C16_65_69_Tot_F,C16_65_69_Tot_P,C16_70_74_Married_M,C16_70_74_Married_F,C16_70_74_Married_P,C16_70_74_Sep_M,C16_70_74_Sep_F,C16_70_74_Sep_P,C16_70_74_Div_M,C16_70_74_Div_F,C16_70_74_Div_P,C16_70_74_Wid_M,C16_70_74_Wid_F,C16_70_74_Wid_P,C16_70_74_Nvr_marrd_M,C16_70_74_Nvr_marrd_F,C16_70_74_Nvr_marrd_P,C16_70_74_Tot_M,C16_70_74_Tot_F,C16_70_74_Tot_P,C16_75_79_Married_M,C16_75_79_Married_F,C16_75_79_Married_P,C16_75_79_Sep_M,C16_75_79_Sep_F,C16_75_79_Sep_P,C16_75_79_Div_M,C16_75_79_Div_F,C16_75_79_Div_P,C16_75_79_Wid_M,C16_75_79_Wid_F,C16_75_79_Wid_P,C16_75_79_Nvr_marrd_M,C16_75_79_Nvr_marrd_F,C16_75_79_Nvr_marrd_P,C16_75_79_Tot_M,C16_75_79_Tot_F,C16_75_79_Tot_P,C16_80_84_Married_M,C16_80_84_Married_F,C16_80_84_Married_P,C16_80_84_Sep_M,C16_80_84_Sep_F,C16_80_84_Sep_P,C16_80_84_Div_M,C16_80_84_Div_F,C16_80_84_Div_P,C16_80_84_Wid_M,C16_80_84_Wid_F,C16_80_84_Wid_P,C16_80_84_Nvr_marrd_M,C16_80_84_Nvr_marrd_F,C16_80_84_Nvr_marrd_P,C16_80_84_Tot_M,C16_80_84_Tot_F,C16_80_84_Tot_P,C16_85_over_Married_M,C16_85_over_Married_F,C16_85_over_Married_P,C16_85_over_Seprtd_M,C16_85_over_Seprtd_F,C16_85_over_Seprtd_P,C16_85_over_Divorce_M,C16_85_over_Divorce_F,C16_85_over_Divorce_P,C16_85_over_Wid_M,C16_85_over_Wid_F,C16_85_over_Wid_P,C16_85_over_Nvr_mard_M,C16_85_over_Nvr_mard_F,C16_85_over_Nvr_mard_P,C16_85_over_Tot_M,C16_85_over_Tot_F,C16_85_over_Tot_P,C16_Tot_Married_M,C16_Tot_Married_F,C16_Tot_Married_P,C16_Tot_Sep_M,C16_Tot_Sep_F,C16_Tot_Sep_P,C16_Tot_Div_M,C16_Tot_Div_F,C16_Tot_Div_P,C16_Tot_Wid_M,C16_Tot_Wid_F,C16_Tot_Wid_P,C16_Tot_nver_marrie_M,C16_Tot_nver_marrie_F,C16_Tot_nver_marrie_P,C16_Tot_Tot_M,C16_Tot_Tot_F,C16_Tot_Tot_P,C21_15_19_Married_M,C21_15_19_Married_F,C21_15_19_Married_P,C21_15_19_Sep_M,C21_15_19_Sep_F,C21_15_19_Sep_P,C21_15_19_Div_M,C21_15_19_Div_F,C21_15_19_Div_P,C21_15_19_Wid_M,C21_15_19_Wid_F,C21_15_19_Wid_P,C21_15_19_Nvr_marrd_M,C21_15_19_Nvr_marrd_F,C21_15_19_Nvr_marrd_P,C21_15_19_Tot_M,C21_15_19_Tot_F,C21_15_19_Tot_P,C21_20_24_Married_M,C21_20_24_Married_F,C21_20_24_Married_P,C21_20_24_Sep_M,C21_20_24_Sep_F,C21_20_24_Sep_P
123,558,999,830,1239,2067,40,156,194,1421,1244,2665,8267,8733,17001,5495,5462,10954,385,564,942,953,1476,2429,74,243,321,1107,936,2037,8004,8678,16689,5454,5341,10797,380,454,841,1012,1430,2441,103,404,503,721,598,1320,7676,8224,15905,4940,4513,9449,329,377,703,889,1311,2197,168,642,806,416,386,799,6740,7221,13961,4344,3612,7961,266,301,566,708,1081,1790,241,846,1085,297,229,524,5857,6063,11925,2806,2181,4984,156,123,281,433,655,1081,255,890,1148,170,138,304,3821,3981,7798,1692,1215,2900,65,71,135,244,303,548,287,1008,1288,96,77,169,2378,2661,5037,959,588,1540,41,26,66,106,145,254,244,1031,1274,51,60,112,1397,1845,3242,579,334,919,21,14,32,51,105,155,401,1588,1988,40,42,80,1091,2086,3175,51113,51275,102389,3228,4279,7505,6476,9876,16351,1865,6976,8846,36241,32756,68997,98924,105162,204088,7,15,25,0,0,0,0,0,0,0,3,8,9911,9358,19272,9924,9383,19300,204,486,689,15,39,48
124,727,1272,1089,1633,2728,54,194,243,2195,1766,3958,9932,10604,20534,6020,6129,12148,502,575,1076,1235,1903,3135,84,267,346,1723,1427,3145,9558,10298,19856,6192,6472,12667,504,561,1064,1378,2024,3399,155,477,626,1254,1052,2300,9482,10582,20058,5951,5469,11424,391,443,832,1246,1800,3055,218,726,942,838,658,1493,8644,9098,17746,5375,4660,10039,341,329,670,1086,1610,2697,317,1027,1348,551,471,1022,7672,8097,15769,3573,2826,6398,199,204,411,636,1027,1665,358,1179,1539,330,248,577,5102,5485,10585,2242,1642,3885,104,83,191,326,565,885,353,1334,1691,185,190,371,3208,3815,7022,1337,817,2150,55,49,103,172,322,494,337,1428,1761,104,101,207,2004,2713,4721,764,398,1157,31,17,44,80,200,279,606,2288,2893,79,117,198,1554,3018,4571,57956,57922,115879,3915,4890,8807,8951,13698,22647,2562,9091,11654,45251,40554,85804,118634,126160,244789,10,8,20,5,0,3,3,4,9,4,3,9,10517,9867,20378,10537,9883,20422,250,492,747,10,32,49
125,731,1288,1157,1858,3013,62,273,335,2310,1830,4140,13316,13389,26702,8733,8231,16965,600,714,1315,1404,2100,3496,96,393,492,1925,1469,3391,12750,12905,25655,7938,7274,15217,533,585,1118,1536,2138,3675,133,694,829,1471,1180,2649,11608,11875,23484,6754,6184,12933,461,464,919,1307,1681,2993,186,1064,1252,986,781,1766,9691,10175,19863,5826,4992,10820,359,362,719,1027,1269,2295,272,1269,1541,639,535,1174,8126,8432,16555,4401,3497,7889,234,168,406,606,760,1368,344,1564,1910,397,293,689,5983,6277,12264,3199,2379,5579,145,88,236,356,457,808,469,1956,2425,259,192,453,4432,5063,9500,2113,1293,3397,82,42,127,233,261,496,521,2123,2649,158,121,276,3097,3838,6938,1494,736,2229,56,28,86,119,211,328,981,3671,4650,119,177,298,2761,4819,7588,98434,94677,193107,4808,5745,10555,10285,14499,24785,3197,13335,16527,65552,49384,114936,182281,177641,359916,20,55,73,0,3,3,4,3,8,4,4,4,13040,12040,25079,13071,12104,25171,1045,2391,3438,34,157,186
126,205,346,376,682,1060,26,61,79,909,803,1719,5561,6260,11821,4300,4282,8581,149,224,380,491,738,1229,31,113,138,801,682,1488,5773,6044,11822,3823,3915,7737,153,200,349,486,764,1245,57,184,245,624,566,1193,5136,5626,10766,3347,3324,6665,151,144,301,447,791,1237,60,324,384,488,442,927,4494,5027,9518,3029,2647,5678,104,104,207,377,630,1008,115,427,546,323,328,655,3952,4131,8086,2141,1789,3935,69,71,141,255,404,665,98,580,683,196,246,440,2765,3098,5861,1620,1312,2931,65,52,116,160,289,451,173,890,1061,111,162,275,2133,2708,4834,1208,836,2043,39,24,62,95,154,248,246,1005,1252,77,118,196,1663,2144,3800,1046,510,1552,15,8,26,60,169,228,590,2218,2804,83,239,319,1787,3139,4930,40011,40438,80449,1310,1593,2903,3364,5688,9052,1426,5882,7307,26798,24706,51509,72908,78305,151219,8,0,11,0,0,0,0,0,0,3,0,6,5314,5003,10313,5321,5009,10329,123,207,331,3,11,8
127,868,1470,1358,2102,3460,54,269,322,2041,1761,3805,13361,13980,27340,9438,8595,18033,705,840,1543,1543,2110,3657,99,471,575,1781,1349,3124,13568,13367,26939,8664,8094,16760,642,679,1325,1518,2097,3612,141,836,981,1362,1055,2418,12336,12767,25099,7338,6602,13942,465,572,1037,1220,1588,2807,190,1180,1369,673,682,1355,9888,10622,20511,6008,5008,11017,420,357,776,868,1150,2020,283,1511,1801,468,379,847,8045,8407,16455,4337,3165,7498,236,201,433,518,608,1125,321,1678,2001,217,184,404,5632,5833,11462,3072,2093,5169,152,121,270,325,327,654,410,2005,2417,159,135,298,4121,4683,8805,1923,1071,2994,80,59,142,162,200,361,436,1988,2429,92,77,169,2689,3404,6090,1271,522,1792,49,38,82,71,153,230,653,2630,3286,72,89,163,2113,3435,5545,81034,80929,161962,5218,6801,12023,10104,14657,24765,2708,12919,15628,57757,48441,106197,156828,163749,320572,35,53,81,0,3,6,0,0,0,0,0,5,16544,15479,32023,16584,15533,32117,562,1488,2052,30,114,143
128,364,667,644,1046,1689,23,74,101,1253,1014,2265,7398,7957,15347,4995,5122,10117,306,369,675,812,1153,1963,62,139,203,1065,809,1876,7241,7593,14841,5099,5070,10164,245,299,543,850,1278,2122,83,251,333,786,548,1331,7060,7445,14500,4697,4465,9165,193,254,443,704,1081,1786,121,362,479,467,364,826,6180,6520,12698,4226,3782,8016,172,192,366,564,929,1488,155,617,775,304,215,518,5426,5736,11164,3234,2767,6001,114,111,225,397,753,1147,226,892,1116,162,115,273,4139,4636,8771,2224,1773,3998,71,53,123,225,364,585,250,1083,1331,107,74,189,2879,3344,6225,1523,1080,2601,40,28,71,142,229,370,318,1324,1640,68,67,135,2086,2736,4820,1222,671,1893,19,12,37,65,220,287,727,2807,3537,74,115,195,2120,3829,5946,47253,47480,94736,2000,2539,4535,5328,8427,13759,1999,7642,9640,28445,25220,53667,85019,91311,176335,7,7,17,0,0,0,0,0,0,0,0,0,7225,6765,13990,7231,6769,14006,74,130,206,6,12,11
197,0,0,0,0,0,0,0,0,3,3,7,9,10,16,9,16,20,0,0,0,4,5,5,0,0,0,4,0,7,14,25,36,9,14,21,0,4,4,0,3,4,0,3,3,0,0,0,7,21,35,16,17,34,0,0,0,0,8,5,0,0,0,0,0,0,16,28,45,23,24,50,0,0,0,3,9,10,0,4,4,0,0,0,31,41,64,10,8,21,0,0,3,0,3,6,0,6,12,0,0,0,19,27,40,8,8,9,0,0,0,0,0,0,0,7,5,0,0,0,8,14,27,9,4,11,0,0,0,0,0,0,0,5,6,0,0,0,14,9,20,0,3,7,0,0,0,0,0,0,0,4,3,0,0,0,4,3,11,106,117,225,3,9,13,16,36,45,8,21,31,24,39,66,158,221,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,51,134,112,61,177,7,8,9,307,119,427,568,310,878,83,96,180,102,29,133,137,109,241,17,17,28,247,91,333,584,335,920,117,139,247,69,30,100,145,90,235,16,16,33,168,71,237,512,343,857,152,217,371,62,23,84,150,92,241,15,12,28,95,56,147,476,393,866,185,193,375,45,17,58,137,68,212,33,23,57,57,22,83,456,327,781,110,84,196,27,4,28,79,34,109,25,22,46,27,9,37,267,152,417,45,32,82,6,0,11,32,21,51,19,19,32,18,9,23,116,84,201,13,14,26,4,4,4,21,4,18,7,17,24,4,3,4,43,42,82,12,4,14,6,0,3,5,10,15,9,28,38,3,4,12,33,42,74,1154,1180,2336,633,257,895,980,566,1546,144,188,334,4045,2391,6445,6959,4583,11549,0,0,0,0,4,0,0,0,0,0,0,0,252,278,528,253,279,532,7,10,15,5,3,4
201,344,604,579,862,1440,32,107,136,1241,1152,2396,4986,5464,10449,2965,3167,6131,294,362,657,768,1087,1848,56,115,166,1164,876,2039,5236,5601,10846,3216,3203,6425,272,330,601,806,1104,1911,71,259,332,839,696,1538,5211,5601,10806,3226,3203,6430,245,259,503,853,1114,1974,134,389,524,651,453,1103,5106,5421,10528,3265,3105,6368,220,187,412,781,981,1762,207,595,801,407,255,663,4881,5127,10009,2517,2179,4696,131,102,234,483,528,1013,260,805,1068,275,184,455,3660,3802,7467,1687,1285,2973,83,42,121,266,308,575,288,1020,1307,149,119,270,2476,2773,5246,1077,717,1797,36,20,57,131,124,258,298,1066,1367,84,73,159,1627,2014,3639,685,375,1065,19,22,42,60,111,174,467,1842,2309,56,108,161,1294,2456,3746,29399,29385,58785,2126,2505,4633,5355,7213,12569,1851,6301,8156,23239,21136,44380,61970,66543,128520,4,7,16,0,0,5,5,0,5,0,0,0,5195,4916,10106,5205,4920,10126,84,177,255,8,20,30
202,314,601,551,780,1341,31,77,106,1219,1109,2327,4919,5174,10090,2898,3196,6092,280,337,616,695,1033,1731,63,94,157,981,808,1789,4916,5468,10380,3200,3232,6436,280,291,569,799,1119,1923,94,244,336,823,640,1462,5201,5534,10731,3173,3106,6283,240,234,477,854,1105,1961,117,351,468,599,427,1029,4988,5222,10215,3159,2907,6061,231,188,415,742,949,1684,167,586,752,399,278,680,4691,4901,9593,2371,2073,4443,120,95,215,500,550,1047,227,692,921,208,165,376,3437,3569,7008,1738,1397,3136,61,51,114,281,334,619,262,876,1142,135,106,249,2485,2767,5251,1120,747,1870,25,19,46,124,132,253,293,1017,1312,70,77,153,1634,1995,3629,765,426,1189,26,22,46,59,125,184,527,1831,2353,87,102,185,1456,2501,3962,29209,29093,58299,2088,2355,4448,5209,7095,12308,1812,5853,7664,21860,20206,42062,60174,64604,124781,0,0,6,0,0,0,0,0,0,0,0,3,4731,4646,9378,4738,4656,9392,87,141,232,6,17,29
203,623,1081,890,1388,2279,34,147,181,1996,1696,3690,8875,9499,18369,5381,5582,10962,484,595,1070,1184,1794,2985,73,223,299,1495,1287,2782,8620,9482,18100,5599,5683,11283,420,533,948,1315,1859,3175,115,398,512,1078,938,2016,8524,9409,17931,5703,5670,11373,344,387,732,1266,1624,2890,183,615,801,765,618,1387,8257,8919,17179,5703,5471,11173,325,291,618,953,1467,2415,305,972,1276,462,373,838,7750,8565,16316,4386,3788,8174,136,154,294,675,946,1626,370,1245,1621,272,231,506,5834,6370,12213,3123,2478,5606,93,82,167,341,479,824,426,1642,2071,156,154,306,4140,4835,8976,1990,1474,3462,60,40,94,161,239,401,522,1879,2404,89,84,171,2819,3710,6531,1512,813,2327,40,21,64,94,187,281,931,3484,4410,91,154,240,2661,4660,7326,55527,55305,110829,3333,4119,7441,8030,11723,19756,3019,10802,13819,39245,36026,75276,109154,117970,227126,16,5,19,7,3,10,0,3,3,0,0,5,9381,8948,18337,9408,8967,18372,140,262,409,8,23,29
204,392,724,639,958,1598,26,86,118,1269,1037,2303,5396,5821,11220,3515,3732,7239,350,369,721,885,1100,1987,51,160,210,1134,858,1989,5927,6217,12143,3838,4071,7914,348,367,720,1019,1228,2243,96,276,369,904,660,1570,6211,6604,12819,4058,4034,8091,332,269,598,988,1136,2127,186,427,609,658,390,1043,6212,6252,12469,4084,3834,7911,266,200,471,958,967,1924,248,646,891,430,253,683,5986,5895,11882,3118,2690,5810,178,124,309,587,576,1165,286,918,1203,271,171,448,4444,4478,8928,2198,1628,3821,94,53,152,302,334,636,306,1084,1386,137,116,252,3034,3217,6251,1311,873,2179,41,20,61,146,159,305,346,1245,1595,101,71,173,1952,2359,4307,957,479,1440,26,16,45,78,102,179,611,2151,2764,83,87,170,1755,2840,4594,34398,34279,68671,2526,2676,5202,6304,7629,13933,2202,7098,9298,22972,19710,42684,68404,71385,139792,0,9,6,0,0,3,0,0,0,0,8,8,5514,5029,10540,5517,5049,10563,75,155,229,9,16,24
205,641,1132,1011,1396,2409,54,143,197,2094,1697,3792,8356,8934,17289,5266,5684,10950,520,583,1105,1339,1755,3096,79,286,361,1787,1328,3116,8991,9634,18626,5938,6406,12344,487,532,1014,1617,1945,3562,169,491,655,1458,1071,2528,9659,10440,20104,6398,6498,12893,482,473,956,1680,1989,3667,246,762,1009,1021,631,1649,9824,10354,20183,6955,6589,13542,483,348,830,1554,1647,3200,378,1137,1510,698,381,1084,10067,10101,20166,5496,4722,10213,289,195,486,929,1004,1934,456,1464,1918,382,190,570,7552,7573,15129,3855,2851,6706,144,79,218,540,505,1046,514,1968,2479,248,146,397,5298,5548,10842,2261,1494,3762,76,56,133,273,274,548,580,2042,2627,146,73,222,3340,3937,7281,1530,772,2308,34,21,60,130,181,309,959,3400,4360,108,107,215,2759,4487,7249,55202,54958,110161,4014,4474,8485,10110,12322,22438,3497,11834,15330,35945,31237,67181,108773,114824,223598,0,4,4,3,3,6,0,0,0,4,3,8,8108,7787,15894,8120,7793,15913,124,214,336,11,34,44
206,799,1511,1762,2446,4208,61,216,276,6308,5790,12096,17592,18159,35749,7646,7621,15269,697,719,1415,2043,2756,4798,94,274,365,4734,4013,8750,15219,15383,30596,6853,6823,13680,644,678,1326,2268,2935,5205,141,530,674,3475,3320,6791,13389,14288,27675,6044,5953,11991,507,506,1016,1959,2645,4605,215,808,1023,2303,2253,4560,11030,12165,23193,5624,5196,10818,427,382,817,1662,2372,4034,322,1199,1520,1638,1378,3014,9669,10524,20198,4216,3531,7744,230,226,454,1099,1410,2514,338,1504,1842,1019,747,1765,6901,7408,14315,3253,2597,5852,160,170,326,616,832,1450,421,2196,2612,640,470,1115,5090,6263,11358,2335,1502,3836,105,59,160,323,487,810,527,2549,3071,401,321,720,3686,4919,8605,1898,920,2818,55,39,95,207,325,532,1025,4069,5087,400,435,836,3584,5790,9372,84792,84918,169709,5398,5968,11364,15298,21278,36575,3334,13681,17018,142918,146711,289624,251742,272545,524286,20,27,44,0,0,0,3,5,8,6,0,8,11180,12190,23369,11202,12229,23434,333,652,983,27,54,79
207,505,856,731,1294,2023,38,99,142,1849,1794,3645,11850,13730,25579,8732,9029,17753,362,492,854,907,1599,2506,63,183,239,1468,1386,2852,11533,12687,24214,7911,8019,15937,320,386,705,922,1669,2589,122,342,462,1111,1086,2197,10391,11497,21893,6817,6736,13555,230,317,543,792,1473,2263,151,551,703,801,892,1692,8793,9959,18750,6255,6145,12401,185,252,441,643,1368,2014,214,955,1171,565,647,1206,7862,9378,17241,5194,4761,9955,135,143,281,475,979,1451,304,1402,1704,358,488,845,6472,7769,14242,4325,3567,7893,103,107,209,343,559,902,402,2027,2428,239,379,616,5404,6643,12049,3179,2019,5199,66,66,134,169,386,558,539,2519,3058,152,273,426,4112,5263,9369,2433,1284,3717,49,27,73,139,317,456,1227,4997,6219,158,473,629,4019,7096,11110,76864,79110,155971,2458,3270,5724,6190,11332,17518,3127,13215,16345,53705,51089,104793,142340,158013,300354,7,3,11,0,0,5,0,0,0,3,0,5,12098,11596,23691,12109,11605,23713,144,240,384,3,12,20
208,771,1284,1106,1821,2923,58,146,207,2718,2704,5418,14724,16488,31211,9285,9129,18414,508,656,1164,1287,2121,3405,84,249,336,2082,1979,4060,13249,14140,27386,8205,8020,16230,470,550,1028,1495,2331,3833,142,448,588,1625,1544,3165,11941,12895,24836,7180,6660,13840,353,436,796,1359,2176,3540,177,670,846,1246,1185,2437,10325,11129,21457,6453,6066,12524,336,349,687,1192,2046,3240,271,1124,1395,841,771,1616,9090,10367,19458,4879,4340,9209,212,205,416,801,1386,2187,326,1452,1774,507,493,995,6715,7876,14586,3737,2922,6662,133,133,263,453,838,1291,455,2127,2591,330,358,691,5109,6378,11490,2611,1965,4577,73,74,148,317,496,812,548,2534,3083,195,275,473,3745,5351,9097,2509,1294,3803,76,37,113,199,411,613,1496,5917,7416,196,400,599,4482,8063,12542,82794,83318,166113,3540,4504,8052,9632,16114,25747,3649,14831,18480,56837,54625,111457,156449,173395,329842,14,3,16,4,0,4,0,0,0,0,0,0,12753,12333,25087,12769,12339,25117,123,257,383,5,8,14
209,1024,1800,1433,2351,3784,68,190,260,3280,2955,6227,16696,17578,34281,9965,10066,20033,739,919,1661,1685,2687,4378,106,371,481,2482,2177,4652,14978,16226,31207,9576,9545,19120,656,765,1420,1781,2641,4425,181,626,811,1781,1490,3273,13982,15068,29045,8658,8386,17042,509,572,1081,1431,2185,3618,279,1022,1303,1055,886,1940,11936,13047,24985,7947,7335,15286,389,389,784,1132,1714,2845,369,1549,1922,687,531,1223,10528,11522,22053,5985,5042,11029,250,240,490,667,1044,1712,470,1793,2262,400,310,702,7760,8431,16188,4379,3344,7729,133,123,257,381,592,970,577,2369,2944,182,198,379,5652,6624,12274,3001,1875,4877,71,66,138,191,283,477,677,2771,3455,123,127,248,4065,5133,9192,1905,940,2847,42,30,73,114,247,360,1238,4272,5513,128,132,263,3428,5635,9061,101536,101743,203282,5231,6607,11835,11061,17111,28172,4079,15244,19322,72325,64579,136899,194225,205281,399507,10,22,31,0,6,9,3,4,8,0,4,3,15766,14594,30356,15777,14632,30410,271,791,1069,11,42,55
210,842,1464,1219,1769,2985,59,178,235,2280,1903,4182,12209,12832,25036,7761,7457,15223,559,704,1262,1314,1919,3236,103,350,451,1670,1393,3059,11404,11820,23228,6765,6462,13225,480,586,1070,1329,1781,3106,126,517,639,1144,977,2121,9841,10319,20159,5804,5575,11377,371,434,811,1064,1463,2521,186,777,966,724,551,1274,8150,8801,16950,5305,5061,10368,313,312,625,815,1160,1971,251,1207,1455,443,329,776,7129,8070,15199,4217,3521,7743,186,179,365,486,659,1145,321,1491,1810,265,198,466,5472,6054,11519,3321,2472,5786,125,101,225,266,360,625,406,1948,2353,140,108,247,4256,4981,9239,2178,1398,3579,62,46,103,125,205,331,531,2243,2771,116,68,181,3005,3960,6969,1499,689,2185,39,28,59,68,115,184,898,3156,4050,86,73,163,2589,4064,6648,74429,74258,148689,4179,5466,9641,8357,12145,20507,2954,12049,15002,51580,43181,94763,141501,147101,288599,18,30,43,0,3,3,3,0,3,0,4,3,12927,11960,24884,12944,11992,24940,428,1129,1558,19,70,89
211,1073,1877,1530,2575,4102,83,211,297,3427,2857,6281,17356,18822,36183,11448,11855,23303,783,917,1701,2015,3049,5066,129,387,516,2472,1887,4361,16854,18102,34951,11436,11187,22619,609,776,1385,2032,3037,5071,184,621,800,1757,1377,3135,16015,16995,33009,10231,10050,20284,488,607,1097,1850,2904,4756,302,999,1299,1056,888,1949,13937,15446,29378,9576,8885,18463,403,454,859,1506,2503,4011,446,1492,1939,616,507,1122,12549,13839,26387,7247,6221,13465,244,264,502,937,1626,2567,484,1997,2483,340,330,669,9252,10434,19692,5002,3823,8817,171,120,292,578,930,1505,579,2515,3096,213,198,414,6536,7588,14120,3101,2072,5176,72,71,145,282,496,778,705,2787,3499,104,120,225,4267,5550,9818,2163,1144,3303,60,35,97,172,316,487,1319,5130,6445,128,178,306,3839,6799,10641,105753,106539,212292,5011,6466,11477,12847,20616,33459,4329,16350,20678,68953,61190,130143,196892,211162,408055,13,11,27,7,5,10,4,4,4,4,0,4,16104,14660,30761,16127,14681,30811,163,331,490,12,13,19
212,1339,2424,2309,3494,5797,92,453,551,4141,3274,7417,24916,25635,50554,16103,15311,31412,1005,1225,2227,2536,3655,6192,184,671,860,3027,2312,5341,22862,23164,46028,14520,13931,28444,915,1084,1990,2540,3669,6203,296,1073,1368,2109,1550,3659,20368,21303,41670,12614,11934,24546,741,779,1514,2191,3082,5273,383,1529,1910,1397,1037,2428,17324,18354,35677,11190,10434,21616,587,606,1189,1745,2563,4306,497,2297,2796,851,619,1469,14864,16517,31384,8746,7399,16151,388,321,710,1207,1540,2750,668,2855,3525,481,356,836,11499,12480,23977,6689,5079,11763,235,184,424,690,889,1579,808,3425,4237,283,216,503,8707,9798,18505,4436,2800,7235,112,94,206,322,495,813,954,3886,4835,160,152,316,5981,7425,13406,2989,1475,4461,71,48,115,175,326,498,1660,6186,7846,153,224,382,5051,8255,13307,158957,157715,316673,7719,9561,17288,17161,25322,42482,5736,22942,28671,109675,90333,200006,299246,305865,605117,29,57,90,5,6,14,16,5,18,11,6,15,26491,24917,51408,26552,24988,51538,799,2015,2814,36,120,153
213,1595,2876,2383,3580,5959,130,384,513,4745,4244,8987,23773,24616,48386,13915,12976,26887,1166,1361,2534,2680,3688,6369,158,619,777,3369,2710,6081,21289,21354,42644,12373,12064,24438,983,1141,2118,2650,3610,6260,237,1062,1296,2356,1896,4251,18595,19768,38368,11027,10220,21247,805,877,1687,2190,2986,5181,389,1586,1978,1534,1125,2651,15950,16798,32747,9519,8224,17737,659,622,1278,1678,2224,3902,518,2113,2629,927,615,1541,13291,13790,27080,6519,5055,11573,360,304,664,915,1214,2129,543,2429,2965,500,311,820,8842,9318,18154,4451,3107,7560,202,163,368,490,663,1155,648,2787,3440,282,176,459,6083,6902,12981,2639,1771,4405,105,64,168,238,324,561,773,3026,3802,160,120,279,3912,5309,9216,1754,879,2637,43,41,87,115,210,324,1113,4260,5374,130,145,276,3157,5541,8699,144087,142970,287057,8767,11112,19875,17398,24899,42297,4696,18756,23453,108247,91550,199797,283203,289287,572486,34,47,82,6,0,9,6,4,12,6,3,11,24178,23021,47195,24223,23082,47305,713,1838,2554,38,119,161
214,717,1254,1173,1798,2968,46,147,190,2331,2052,4383,9838,10766,20610,5572,5632,11200,568,681,1252,1520,2057,3581,90,251,337,1699,1405,3106,9451,10024,19474,5684,5831,11516,536,580,1120,1573,2194,3769,129,391,518,1255,990,2245,9184,9984,19167,5598,5559,11153,430,482,906,1443,2177,3617,202,614,818,796,646,1442,8470,9476,17937,5937,5753,11688,372,349,718,1286,2039,3330,317,1040,1353,499,417,912,8402,9601,18005,5047,4553,9602,215,233,443,884,1382,2274,389,1389,1781,265,250,515,6800,7810,14608,3694,2901,6592,169,129,302,556,765,1322,494,1782,2275,185,151,334,5094,5728,10825,2342,1585,3927,84,50,132,287,378,669,590,2019,2606,90,114,206,3386,4155,7539,1702,873,2583,72,30,106,145,241,385,1064,3459,4525,67,108,181,3051,4719,7769,56433,56505,112941,3959,4747,8709,10113,15170,25277,3362,11234,14601,39705,36050,75751,113566,123712,237275,6,4,9,0,0,3,0,5,5,0,0,0,9151,8278,17426,9155,8283,17441,56,130,190,3,16,22
