SA4_CODE_2021,C16_25_34_Need_asst_ns_P,C16_25_34_Tot_M,C16_25_34_Tot_F,C16_25_34_Tot_P,C16_35_44_Need_asst_M,C16_35_44_Need_asst_F,C16_35_44_Need_asst_P,C16_35_44_No_need_asst_M,C16_35_44_No_need_asst_F,C16_35_44_No_need_asst_P,C16_35_44_Need_asst_ns_M,C16_35_44_Need_asst_ns_F,C16_35_44_Need_asst_ns_P,C16_35_44_Tot_M,C16_35_44_Tot_F,C16_35_44_Tot_P,C16_45_54_Need_asst_M,C16_45_54_Need_asst_F,C16_45_54_Need_asst_P,C16_45_54_No_need_asst_M,C16_45_54_No_need_asst_F,C16_45_54_No_need_asst_P,C16_45_54_Need_asst_ns_M,C16_45_54_Need_asst_ns_F,C16_45_54_Need_asst_ns_P,C16_45_54_Tot_M,C16_45_54_Tot_F,C16_45_54_Tot_P,C16_55_64_Need_asst_M,C16_55_64_Need_asst_F,C16_55_64_Need_asst_P,C16_55_64_No_need_asst_M,C16_55_64_No_need_asst_F,C16_55_64_No_need_asst_P,C16_55_64_Need_asst_ns_M,C16_55_64_Need_asst_ns_F,C16_55_64_Need_asst_ns_P,C16_55_64_Tot_M,C16_55_64_Tot_F,C16_55_64_Tot_P,C16_65_74_Need_asst_M,C16_65_74_Need_asst_F,C16_65_74_Need_asst_P,C16_65_74_No_need_asst_M,C16_65_74_No_need_asst_F,C16_65_74_No_need_asst_P,C16_65_74_Need_asst_ns_M,C16_65_74_Need_asst_ns_F,C16_65_74_Need_asst_ns_P,C16_65_74_Tot_M,C16_65_74_Tot_F,C16_65_74_Tot_P,C16_75_84_Need_asst_M,C16_75_84_Need_asst_F,C16_75_84_Need_asst_P,C16_75_84_No_need_asst_M,C16_75_84_No_need_asst_F,C16_75_84_No_need_asst_P,C16_75_84_Need_asst_ns_M,C16_75_84_Need_asst_ns_F,C16_75_84_Need_asst_ns_P,C16_75_84_Tot_M,C16_75_84_Tot_F,C16_75_84_Tot_P,C16_85over_Need_asst_M,C16_85over_Need_asst_F,C16_85over_Need_asst_P,C16_85over_No_need_assist_M,C16_85over_No_need_assist_F,C16_85over_No_need_asst_P,C16_85over_Need_assist_ns_M,C16_85over_Need_assist_ns_F,C16_85over_Need_assist_ns_P,C16_85over_Tot_M,C16_85over_Tot_F,C16_85over_Tot_P,C16_Tot_Need_assist_M,C16_Tot_Need_assist_F,C16_Tot_Need_asst_P,C16_Tot_No_need_assist_M,C16_Tot_No_need_assist_F,C16_Tot_No_need_asst_P,C16_Tot_Need_assist_ns_M,C16_Tot_Need_assist_ns_F,C16_Tot_Need_assist_ns_P,C16_Tot_Tot_M,C16_Tot_Tot_F,C16_Tot_Tot_P,C21_0_4_Need_assist_M,C21_0_4_Need_assist_F,C21_0_4_Need_assist_P,C21_0_4_No_need_assist_M,C21_0_4_No_need_assist_F,C21_0_4_No_need_assist_P,C21_0_4_Need_assist_ns_M,C21_0_4_Need_assist_ns_F,C21_0_4_Need_assist_ns_P,C21_0_4_Tot_M,C21_0_4_Tot_F,C21_0_4_Tot_P,C21_5_14_Need_assist_M,C21_5_14_Need_assist_F,C21_5_14_Need_assist_P,C21_5_14_No_need_assist_M,C21_5_14_No_need_assist_F,C21_5_14_No_need_assist_P,C21_5_14_Need_assist_ns_M,C21_5_14_Need_assist_ns_F,C21_5_14_Need_assist_ns_P,C21_5_14_Tot_M,C21_5_14_Tot_F,C21_5_14_Tot_P,C21_15_19_Need_assist_M,C21_15_19_Need_assist_F,C21_15_19_Need_assist_P,C21_15_19_No_need_assist_M,C21_15_19_No_need_assist_F,C21_15_19_No_need_assist_P,C21_15_19_Need_assist_ns_M,C21_15_19_Need_assist_ns_F,C21_15_19_Need_assist_ns_P,C21_15_19_Tot_M,C21_15_19_Tot_F,C21_15_19_Tot_P,C21_20_24_Need_assist_M,C21_20_24_Need_assist_F,C21_20_24_Need_assist_P,C21_20_24_No_need_assist_M,C21_20_24_No_need_assist_F,C21_20_24_No_need_assist_P,C21_20_24_Need_assist_ns_M,C21_20_24_Need_assist_ns_F,C21_20_24_Need_assist_ns_P,C21_20_24_Tot_M,C21_20_24_Tot_F,C21_20_24_Tot_P,C21_25_34_Need_assist_M,C21_25_34_Need_assist_F,C21_25_34_Need_assist_P,C21_25_34_No_need_assist_M,C21_25_34_No_need_assist_F,C21_25_34_No_need_assist_P,C21_25_34_Need_assist_ns_M,C21_25_34_Need_assist_ns_F,C21_25_34_Need_assist_ns_P,C21_25_34_Tot_M,C21_25_34_Tot_F,C21_25_34_Tot_P,C21_35_44_Need_assist_M,C21_35_44_Need_assist_F,C21_35_44_Need_assist_P,C21_35_44_No_need_assist_M,C21_35_44_No_need_assist_F,C21_35_44_No_need_assist_P,C21_35_44_Need_assist_ns_M,C21_35_44_Need_assist_ns_F,C21_35_44_Need_assist_ns_P,C21_35_44_Tot_M,C21_35_44_Tot_F,C21_35_44_Tot_P,C21_45_54_Need_assist_M,C21_45_54_Need_assist_F,C21_45_54_Need_assist_P,C21_45_54_No_need_assist_M,C21_45_54_No_need_assist_F,C21_45_54_No_need_assist_P,C21_45_54_Need_assist_ns_M,C21_45_54_Need_assist_ns_F,C21_45_54_Need_assist_ns_P,C21_45_54_Tot_M,C21_45_54_Tot_F,C21_45_54_Tot_P,C21_55_64_Need_assist_M,C21_55_64_Need_assist_F,C21_55_64_Need_assist_P,C21_55_64_No_need_assist_M,C21_55_64_No_need_assist_F,C21_55_64_No_need_assist_P,C21_55_64_Need_assist_ns_M,C21_55_64_Need_assist_ns_F,C21_55_64_Need_assist_ns_P,C21_55_64_Tot_M,C21_55_64_Tot_F,C21_55_64_Tot_P,C21_65_74_Need_assist_M,C21_65_74_Need_assist_F,C21_65_74_Need_assist_P,C21_65_74_No_need_assist_M,C21_65_74_No_need_assist_F,C21_65_74_No_need_assist_P,C21_65_74_Need_assist_ns_M,C21_65_74_Need_assist_ns_F,C21_65_74_Need_assist_ns_P,C21_65_74_Tot_M,C21_65_74_Tot_F,C21_65_74_Tot_P,C21_75_84_Need_assist_M,C21_75_84_Need_assist_F,C21_75_84_Need_assist_P,C21_75_84_No_need_assist_M
601,1967,13950,14536,28483,389,423,812,11846,13108,24955,938,875,1816,13173,14406,27581,641,712,1355,12616,13682,26300,1032,915,1944,14289,15309,29599,898,947,1851,12192,13420,25610,994,992,1979,14084,15359,29439,1011,1087,2097,8789,9714,18504,786,801,1588,10586,11602,22182,937,1392,2328,3986,4758,8744,463,550,1017,5386,6700,12094,732,1724,2457,1009,1332,2340,160,312,480,1901,3368,5274,6150,7215,13361,94380,100047,194425,7403,7163,14567,107933,114425,222356,132,71,201,6200,5857,12057,305,286,596,6637,6214,12856,990,495,1487,13046,12836,25876,675,682,1356,14711,14013,28727,340,240,580,6208,5910,12119,323,305,626,6871,6455,13323,233,179,420,6866,6830,13695,375,333,707,7474,7342,14817,376,359,736,18421,18561,36985,1125,916,2037,19922,19836,39761,409,417,825,14108,15117,29222,886,720,1607,15403,16254,31656,574,703,1269,12919,14138,27061,720,597,1326,14213,15438,29653,823,933,1756,12784,14140,26923,660,592,1254,14267,15665,29934,1114,1266,2377,10671,11968,22635,554,577,1131,12339,13811,26145,1194,1726,2922,4989
602,1158,7318,7714,15034,215,250,467,6718,7512,14239,594,593,1187,7527,8355,15889,415,485,900,8237,8766,17008,716,716,1431,9368,9967,19338,679,701,1383,8299,8830,17128,763,772,1537,9741,10303,20048,800,713,1521,6675,6957,13635,694,690,1381,8169,8360,16536,634,913,1545,2892,3214,6105,325,379,699,3851,4506,8354,467,1104,1568,639,801,1450,118,229,349,1224,2134,3368,4218,4772,8989,59263,61564,120823,5291,5380,10662,68772,71716,140485,71,53,120,3609,3449,7061,215,208,424,3895,3710,7610,666,318,987,7861,7686,15551,468,418,885,8995,8422,17411,234,147,383,3751,3678,7436,243,185,426,4228,4010,8241,184,136,319,3891,3740,7630,291,245,535,4366,4121,8480,293,232,528,8903,8828,17732,569,462,1040,9765,9522,19292,233,278,516,7448,8112,15561,478,428,907,8159,8818,16981,420,521,943,8145,8947,17091,487,439,928,9052,9907,18961,670,685,1354,8913,9630,18543,527,508,1037,10110,10823,20938,936,881,1814,7876,8288,16174,486,472,964,9298,9641,18944,873,1124,2002,3842
603,248,1569,1603,3166,71,82,153,1770,1835,3606,160,189,350,2001,2106,4106,160,175,334,2353,2391,4746,229,225,459,2742,2791,5538,243,246,484,2859,2718,5575,274,258,527,3376,3222,6586,268,215,483,2355,2120,4475,251,224,474,2874,2559,5435,162,182,344,890,724,1614,108,88,195,1160,994,2154,115,161,278,125,133,255,35,24,67,275,318,597,1239,1203,2447,16149,15463,31613,1557,1503,3059,18945,18169,37118,12,13,29,900,848,1746,73,62,134,985,923,1908,137,71,208,1967,2021,3992,180,146,328,2284,2238,4533,64,37,99,998,829,1829,84,66,151,1146,932,2076,44,27,74,813,709,1524,72,64,142,929,800,1742,63,55,112,1741,1813,3550,168,182,347,1972,2050,4013,66,93,164,2037,2144,4183,163,152,319,2266,2389,4662,152,145,293,2420,2401,4821,196,182,376,2768,2728,5484,246,251,496,3126,3116,6240,256,238,494,3628,3605,7233,337,288,628,2853,2580,5431,261,170,428,3451,3038,6486,240,245,477,1208
604,738,5370,5771,11137,260,247,508,5131,5660,10799,403,397,800,5794,6304,12098,400,445,845,6428,7058,13486,582,505,1090,7410,8008,15428,589,583,1175,6631,6974,13603,594,590,1184,7814,8147,15964,751,627,1377,5154,5583,10734,497,532,1025,6402,6742,13134,566,741,1303,2430,2678,5107,274,309,581,3270,3728,6996,335,811,1145,499,632,1129,107,141,250,941,1584,2520,3787,4004,7789,45665,47953,93618,3810,3805,7618,53262,55762,109027,77,44,121,2733,2661,5391,182,176,353,2992,2881,5869,542,263,811,5979,5974,11958,429,398,828,6950,6635,13596,198,138,336,2850,2782,5628,192,170,364,3240,3090,6336,142,86,227,2653,2652,5307,165,162,326,2960,2900,5864,201,180,383,5954,6202,12156,413,410,822,6568,6792,13363,229,235,460,5328,5902,11229,406,364,763,5963,6501,12453,386,443,826,6313,6871,13182,469,407,875,7168,7721,14892,602,661,1264,7177,7733,14912,483,431,910,8262,8825,17082,834,787,1621,6203,6593,12794,440,405,843,7477,7785,15263,756,923,1675,3075
697,0,15,3,21,0,0,0,9,0,9,0,0,0,9,0,11,0,0,0,10,0,18,0,0,0,10,0,15,0,0,0,4,8,10,0,0,0,4,8,9,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,19,65,3,0,3,52,19,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,0,0,0,3,0,4,0,0,0,3,0,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,47,121,68,182,6,0,5,58,49,110,27,4,35,91,53,145,3,3,10,52,41,92,19,15,32,74,59,138,6,5,11,43,47,85,7,7,13,56,59,110,0,3,5,42,30,71,7,0,8,49,33,85,0,0,3,3,3,6,4,0,4,7,3,15,0,0,0,0,0,0,0,0,0,0,0,4,21,22,45,380,316,698,117,59,177,518,397,911,0,0,3,15,21,36,0,0,0,15,21,42,4,4,9,38,34,67,14,7,18,56,45,92,4,0,4,23,43,69,15,9,21,42,52,95,9,6,9,54,44,96,7,7,14,70,57,119,5,3,3,91,82,173,41,12,51,137,97,228,3,10,12,67,65,135,26,23,52,96,98,198,16,7,21,85,49,138,31,19,42,132,75,203,8,3,14,65,70,138,33,21,53,106,94,199,0,0,8,42,43,84,46,29,74,88,72,163,0,0,0,8
701,3869,14049,12812,26862,129,116,241,9565,9097,18663,1782,1096,2876,11476,10309,21785,192,209,397,8428,7696,16125,1473,957,2428,10093,8862,18952,295,287,576,6100,5557,11657,1042,770,1809,7437,6614,14044,362,301,664,3151,2707,5854,510,381,895,4023,3389,7411,270,349,618,833,744,1576,135,132,272,1238,1225,2467,127,222,349,111,84,194,33,44,82,271,350,630,2060,1856,3915,59843,55916,115754,9987,7175,17162,71890,64947,136831,84,43,123,4435,4208,8637,388,409,790,4907,4660,9555,503,244,744,8187,8150,16341,840,809,1652,9530,9203,18738,140,86,228,3423,3332,6753,356,321,674,3919,3739,7651,101,67,166,4147,3706,7850,661,368,1028,4909,4141,9046,155,114,265,10950,11922,22877,1644,1163,2811,12749,13199,25950,151,183,334,9379,10126,19503,1298,976,2273,10828,11285,22108,235,229,461,8029,8047,16071,1105,771,1870,9369,9047,18400,340,318,655,6393,6246,12635,764,577,1343,7497,7141,14637,432,446,876,3979,3712,7697,446,355,802,4857,4513,9374,367,459,825,1296
702,2722,7703,7983,15686,120,96,218,4967,5253,10217,1056,935,1991,6143,6284,12430,224,244,470,4661,4852,9514,994,910,1903,5879,6006,11888,232,305,534,3489,3424,6914,723,640,1363,4444,4369,8806,259,302,558,1531,1289,2826,330,263,592,2120,1854,3970,122,209,336,395,347,739,101,83,189,618,639,1267,53,97,152,50,58,107,22,34,52,125,189,309,1365,1494,2864,36418,36116,72534,7507,6545,14053,45290,44155,89446,29,27,51,3098,2768,5871,323,256,582,3450,3051,6503,198,79,276,6233,5874,12108,658,613,1269,7089,6566,13655,75,24,93,2960,2748,5714,335,283,618,3370,3055,6424,52,47,99,2827,2853,5678,451,324,778,3330,3224,6550,74,72,148,6623,7455,14077,1173,864,2034,7870,8391,16263,111,120,233,5440,5787,11226,961,700,1664,6512,6607,13120,190,222,412,4423,4795,9221,744,577,1329,5357,5594,10954,243,326,571,3637,3682,7321,609,498,1110,4489,4506,8995,260,348,610,1923,1707,3635,314,245,558,2497,2300,4809,170,223,397,499
797,3,25,6,26,0,0,0,18,0,18,0,0,6,18,0,19,0,0,0,9,0,11,0,0,0,9,0,11,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10,60,9,5,11,59,15,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,4,0,0,0,6,0,8,0,0,0,6,0,6,0,0,0,16,0,16,4,0,6,20,0,23,0,0,0,13,0,13,4,0,4,17,0,22,0,0,0,11,3,18,5,0,5,16,3,19,0,0,0,11,0,14,3,0,3,14,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,178,224,237,460,4,11,14,137,108,249,71,60,135,212,179,393,10,5,17,163,132,297,84,65,148,257,202,458,14,8,25,163,161,325,47,39,90,224,208,438,12,6,20,130,77,207,32,18,51,174,101,281,0,0,6,19,10,27,5,0,12,24,10,33,0,0,0,0,0,0,0,0,0,0,0,0,43,36,77,890,790,1684,392,331,723,1325,1157,2485,0,0,0,55,57,113,34,18,53,89,75,164,4,0,4,124,85,215,37,30,64,165,115,285,0,0,0,18,27,47,11,34,45,29,61,95,0,0,0,37,64,101,43,35,83,80,99,183,0,0,5,177,231,404,112,134,249,289,365,661,7,0,7,164,165,321,135,106,240,306,271,573,13,8,16,139,137,280,164,128,292,316,273,591,17,19,34,165,152,319,121,111,229,303,282,579,7,6,15,141,81,221,54,29,84,202,116,318,3,0,3,18
801,4406,32365,33641,66008,508,645,1150,26490,27207,53695,1875,1573,3455,28873,29425,58299,680,868,1546,22718,23712,46431,1568,1372,2944,24966,25952,50916,768,1055,1821,17932,19236,37167,1166,1271,2438,19866,21562,41426,1014,1190,2203,12038,13372,25416,879,936,1810,13931,15498,29427,1143,1818,2957,4787,5548,10332,507,560,1069,6437,7926,14357,989,2132,3120,1176,1402,2576,164,307,465,2329,3841,6157,7418,9302,16717,176190,181049,357240,11821,11074,22894,195429,201425,396853,173,97,270,13077,12292,25369,498,525,1022,13748,12914,26660,1536,765,2302,26436,25473,51905,1039,991,2028,29011,27229,56236,503,351,853,12236,11929,24165,644,615,1265,13383,12895,26286,419,393,816,15574,15852,31431,1040,886,1931,17033,17131,34174,565,730,1293,36009,36561,72568,2060,1708,3771,38634,38999,77634,587,791,1378,32170,32962,65129,1512,1258,2771,34269,35011,69285,721,922,1652,25966,26478,52445,1097,939,2036,27784,28339,56126,882,1174,2051,20091,21545,41636,895,747,1640,21868,23466,45328,1206,1624,2827,14753,16658,31410,670,733,1403,16629,19015,35639,1450,2344,3794,6887
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,15,62,40,105,3,0,3,47,30,73,20,5,27,70,35,109,5,3,5,29,22,48,16,0,15,50,25,71,3,6,8,21,28,44,17,5,24,41,39,77,3,0,3,8,7,18,5,0,5,16,7,29,0,0,0,4,7,5,0,0,0,4,7,5,0,6,6,0,0,0,0,0,0,0,6,6,19,15,32,217,193,408,75,24,104,311,232,541,0,0,0,11,9,18,0,0,0,11,9,19,0,0,0,13,11,21,0,3,3,13,14,25,0,0,0,24,37,60,0,0,0,24,37,58,4,6,11,32,32,63,7,4,7,43,42,82,6,0,0,43,43,87,11,7,17,60,50,108,0,0,0,36,31,68,30,7,35,66,38,104,3,0,4,27,25,53,19,4,22,49,29,77,3,0,9,21,31,46,16,8,22,40,39,78,0,0,0,17,5,20,10,4,11,27,9,34,4,0,4,0
901,176,325,241,570,0,0,0,256,256,517,89,31,115,345,287,633,7,7,10,295,285,579,76,42,119,378,334,709,9,11,18,299,281,577,52,50,100,360,342,702,14,15,32,199,171,372,39,19,62,252,205,462,19,18,36,61,62,124,13,10,24,93,90,184,11,13,28,14,5,23,0,9,9,25,27,54,75,71,152,1847,1782,3624,508,245,751,2430,2098,4523,0,0,0,115,98,212,15,16,27,130,114,243,9,5,13,256,231,485,49,36,88,314,272,587,0,0,3,76,88,161,12,14,24,88,102,189,6,0,4,72,89,155,40,18,57,118,107,218,0,6,4,176,186,365,154,46,205,330,238,577,3,3,5,221,260,479,106,48,148,330,311,638,0,3,8,254,269,523,92,39,130,346,311,665,12,12,24,317,324,642,54,44,98,383,380,765,17,21,46,256,215,470,45,26,70,318,262,587,14,25,41,91
997,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,3,4,7,0,0,0,3,4,7,0,0,0,3,3,5,0,0,0,3,3,5,0,0,0,3,3,10,0,0,0,3,3,10,0,0,0,4,3,5,0,5,5,4,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25,43,4,9,12,24,34,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
