SA4_CODE_2021,C11_M_Post_Deg_15_19_yrs,C11_M_Post_Deg_20_24_yrs,C11_M_Post_Deg_25_34_yrs,C11_M_Post_Deg_35_44_yrs,C11_M_Post_Deg_45_54_yrs,C11_M_Post_Deg_55_64_yrs,C11_M_Post_Deg_65_74_yrs,C11_M_Post_Deg_75_84_yrs,C11_M_Post_Deg_85over,C11_M_Post_Deg_Tot,C11_M_GrDip_GrCe_15_19,C11_M_GrDip_GrCe_20_24,C11_M_GrDip_GrCe_25_34,C11_M_GrDip_GrCe_35_44,C11_M_GrDip_GrCe_45_54,C11_M_GrDip_GrCe_55_64,C11_M_GrDip_GrCe_65_74,C11_M_GrDip_GrCe_75_84,C11_M_GrDip_GrCe_85over,C11_M_GrDip_GrCe_Tot,C11_M_BD_15_19,C11_M_BD_20_24,C11_M_BD_25_34,C11_M_BD_35_44,C11_M_BD_45_54,C11_M_BD_55_64,C11_M_BD_65_74,C11_M_BD_75_84,C11_M_BD_85over,C11_M_BD_Tot,C11_M_AdD_DL_15_19,C11_M_AdD_DL_20_24,C11_M_AdD_DL_25_34,C11_M_AdD_DL_35_44,C11_M_AdD_DL_45_54,C11_M_AdD_DL_55_64,C11_M_AdD_DL_65_74,C11_M_AdD_DL_75_84,C11_M_AdD_DL_85over,C11_M_AdD_DL_Tot,C11_M_CL_C_III_IV_15_19,C11_M_CL_C_III_IV_20_24,C11_M_CL_C_III_IV_25_34,C11_M_CL_C_III_IV_35_44,C11_M_CL_C_III_IV_45_54,C11_M_CL_C_III_IV_55_64,C11_M_CL_C_III_IV_65_74,C11_M_CL_C_III_IV_75_84,C11_M_CL_C_III_IV_85over,C11_M_CL_C_III_IV_Tot,C11_M_CL_C_I_II_15_19,C11_M_CL_C_I_II_20_24,C11_M_CL_C_I_II_25_34,C11_M_CL_C_I_II_35_44,C11_M_CL_C_I_II_45_54,C11_M_CL_C_I_II_55_64,C11_M_CL_C_I_II_65_74,C11_M_CL_C_I_II_75_84,C11_M_CL_C_I_II_85over,C11_M_CL_C_I_II_Tot,C11_M_CL_CL_nfd_15_19,C11_M_CL_CL_nfd_20_24,C11_M_CL_CL_nfd_25_34,C11_M_CL_CL_nfd_35_44,C11_M_CL_CL_nfd_45_54,C11_M_CL_CL_nfd_55_64,C11_M_CL_CL_nfd_65_74,C11_M_CL_CL_nfd_75_84,C11_M_CL_CL_nfd_85over,C11_M_CL_CL_nfd_Tot,C11_M_CL_Tot_15_19,C11_M_CL_Tot_20_24,C11_M_CL_Tot_25_34,C11_M_CL_Tot_35_44,C11_M_CL_Tot_45_54,C11_M_CL_Tot_55_64,C11_M_CL_Tot_65_74,C11_M_CL_Tot_75_84,C11_M_CL_Tot_85over,C11_M_CL_Tot_Tot,C11_M_LE_ID_15_19,C11_M_LE_ID_20_24,C11_M_LE_ID_25_34,C11_M_LE_ID_35_44,C11_M_LE_ID_45_54,C11_M_LE_ID_55_64,C11_M_LE_ID_65_74,C11_M_LE_ID_75_84,C11_M_LE_ID_85over,C11_M_LE_ID_Tot,C11_M_LE_NS_15_19,C11_M_LE_NS_20_24,C11_M_LE_NS_25_34,C11_M_LE_NS_35_44,C11_M_LE_NS_45_54,C11_M_LE_NS_55_64,C11_M_LE_NS_65_74,C11_M_LE_NS_75_84,C11_M_LE_NS_85over,C11_M_LE_NS_Tot,C11_M_Tot_15_19_yrs,C11_M_Tot_20_24_yrs,C11_M_Tot_25_34_yrs,C11_M_Tot_35_44_yrs,C11_M_Tot_45_54_yrs,C11_M_Tot_55_64_yrs,C11_M_Tot_65_74_yrs,C11_M_Tot_75_84_yrs,C11_M_Tot_85over,C11_M_Tot_Tot,C16_M_Post_Deg_15_19_yrs,C16_M_Post_Deg_20_24_yrs,C16_M_Post_Deg_25_34_yrs,C16_M_Post_Deg_35_44_yrs,C16_M_Post_Deg_45_54_yrs,C16_M_Post_Deg_55_64_yrs,C16_M_Post_Deg_65_74_yrs,C16_M_Post_Deg_75_84_yrs,C16_M_Post_Deg_85over,C16_M_Post_Deg_Tot,C16_M_GrDip_GrCe_15_19,C16_M_GrDip_GrCe_20_24,C16_M_GrDip_GrCe_25_34,C16_M_GrDip_GrCe_35_44,C16_M_GrDip_GrCe_45_54,C16_M_GrDip_GrCe_55_64,C16_M_GrDip_GrCe_65_74,C16_M_GrDip_GrCe_75_84,C16_M_GrDip_GrCe_85over,C16_M_GrDip_GrCe_Tot,C16_M_BD_15_19,C16_M_BD_20_24,C16_M_BD_25_34,C16_M_BD_35_44,C16_M_BD_45_54,C16_M_BD_55_64,C16_M_BD_65_74,C16_M_BD_75_84,C16_M_BD_85over,C16_M_BD_Tot,C16_M_AdD_DL_15_19,C16_M_AdD_DL_20_24,C16_M_AdD_DL_25_34,C16_M_AdD_DL_35_44,C16_M_AdD_DL_45_54,C16_M_AdD_DL_55_64,C16_M_AdD_DL_65_74,C16_M_AdD_DL_75_84,C16_M_AdD_DL_85over,C16_M_AdD_DL_Tot,C16_M_CL_C_III_IV_15_19,C16_M_CL_C_III_IV_20_24,C16_M_CL_C_III_IV_25_34,C16_M_CL_C_III_IV_35_44,C16_M_CL_C_III_IV_45_54,C16_M_CL_C_III_IV_55_64,C16_M_CL_C_III_IV_65_74,C16_M_CL_C_III_IV_75_84,C16_M_CL_C_III_IV_85over,C16_M_CL_C_III_IV_Tot,C16_M_CL_C_I_II_15_19,C16_M_CL_C_I_II_20_24,C16_M_CL_C_I_II_25_34,C16_M_CL_C_I_II_35_44,C16_M_CL_C_I_II_45_54,C16_M_CL_C_I_II_55_64,C16_M_CL_C_I_II_65_74,C16_M_CL_C_I_II_75_84,C16_M_CL_C_I_II_85over,C16_M_CL_C_I_II_Tot,C16_M_CL_CL_nfd_15_19,C16_M_CL_CL_nfd_20_24,C16_M_CL_CL_nfd_25_34,C16_M_CL_CL_nfd_35_44,C16_M_CL_CL_nfd_45_54,C16_M_CL_CL_nfd_55_64,C16_M_CL_CL_nfd_65_74,C16_M_CL_CL_nfd_75_84,C16_M_CL_CL_nfd_85over,C16_M_CL_CL_nfd_Tot,C16_M_CL_Tot_15_19,C16_M_CL_Tot_20_24,C16_M_CL_Tot_25_34,C16_M_CL_Tot_35_44,C16_M_CL_Tot_45_54,C16_M_CL_Tot_55_64,C16_M_CL_Tot_65_74,C16_M_CL_Tot_75_84,C16_M_CL_Tot_85over,C16_M_CL_Tot_Tot,C16_M_LE_ID_15_19,C16_M_LE_ID_20_24,C16_M_LE_ID_25_34,C16_M_LE_ID_35_44,C16_M_LE_ID_45_54,C16_M_LE_ID_55_64,C16_M_LE_ID_65_74,C16_M_LE_ID_75_84,C16_M_LE_ID_85over,C16_M_LE_ID_Tot
306,0,8,158,346,394,298,175,46,13,1436,0,10,101,152,237,144,58,10,3,713,3,279,1410,1593,1325,1070,495,139,30,6341,6,140,738,1328,1252,1072,537,161,19,5249,402,1620,4150,5037,5287,4056,2310,842,170,23873,129,155,218,161,110,94,26,4,5,894,36,54,163,187,167,172,76,20,9,888,565,1830,4526,5388,5564,4320,2420,867,184,25657,25,52,140,180,200,203,166,55,11,1033,965,721,1601,1759,1779,1592,1109,750,293,10574,1572,3048,8674,10745,10749,8687,4952,2024,551,51007,0,13,266,427,449,406,269,82,17,1936,0,14,132,189,229,216,114,29,9,926,5,335,1718,1684,1530,1220,791,227,47,7567,18,189,1080,1347,1525,1305,814,245,50,6569,344,1566,4537,4830,5177,4955,3076,1240,238,25957,167,205,220,162,162,85,46,14,7,1071,40,87,207,256,306,281,195,92,14,1475,550,1861,4962,5251,5647,5323,3312,1343,259,28504,7,35,89,104,121,111,107,53,23,650
307,0,0,67,67,75,87,52,15,4,359,0,8,36,59,65,66,21,8,0,258,0,117,559,552,405,386,192,54,18,2287,10,43,291,528,533,416,209,71,12,2123,249,962,1976,2112,2102,1762,982,376,70,10599,84,102,124,76,53,26,19,3,0,488,22,30,77,160,134,105,48,14,9,596,364,1096,2177,2345,2287,1894,1049,392,79,11679,7,18,49,79,59,65,49,22,5,364,509,301,592,776,782,771,748,533,195,5205,884,1577,3775,4404,4216,3691,2313,1099,311,22275,0,0,82,96,89,83,93,24,5,469,0,8,34,56,67,80,31,11,0,281,0,112,593,588,490,390,261,102,16,2547,12,59,364,557,627,580,341,108,18,2685,275,1058,2499,2259,2175,1990,1316,511,87,12169,101,102,111,81,88,47,12,4,0,548,22,50,115,120,189,140,115,56,12,815,401,1209,2715,2467,2449,2176,1442,571,102,13532,9,8,29,26,35,42,31,22,3,212
308,0,10,182,291,290,236,79,26,0,1119,0,11,89,159,164,121,44,13,0,609,0,356,1354,1189,993,724,265,67,9,4954,9,103,483,919,1007,754,274,96,12,3654,415,2099,5138,5191,4891,3683,1746,716,121,24008,142,126,224,106,83,52,17,4,0,750,27,41,153,178,144,140,58,19,3,767,588,2274,5510,5473,5115,3879,1822,734,131,25524,24,33,113,152,153,99,82,36,0,690,965,869,1718,1717,1809,1368,1080,838,279,10650,1589,3655,9452,9899,9532,7190,3643,1802,432,47195,0,8,228,348,328,252,135,28,7,1340,0,10,112,173,182,188,67,15,0,759,4,262,1326,1306,1002,795,374,99,23,5191,16,92,598,983,1167,914,463,112,36,4387,361,2061,5892,5270,5216,4331,2219,932,193,26473,213,213,202,154,130,67,31,9,0,1011,51,80,190,246,243,227,143,63,10,1260,619,2354,6284,5668,5590,4627,2395,999,202,28739,15,34,92,112,100,95,74,41,3,556
309,0,108,1100,1238,1130,895,477,132,26,5111,0,50,306,404,351,348,126,35,10,1632,27,1535,4949,4425,3270,2751,1387,544,153,19042,163,929,2627,3373,2901,2380,1398,630,168,14579,766,3406,9455,10699,10280,8274,5496,2389,645,51402,372,290,410,261,198,130,95,33,3,1789,88,185,376,444,389,383,262,110,21,2260,1228,3876,10247,11398,10862,8781,5852,2534,669,55449,49,155,389,433,453,423,313,180,77,2467,1671,1801,3521,3216,2980,2813,2449,2039,990,21472,3143,8449,23133,24490,21951,18395,12003,6097,2095,119755,0,134,1567,1782,1544,1144,787,260,32,7256,5,75,402,499,539,501,273,82,15,2390,36,1870,6037,5535,4078,3249,2343,862,246,24255,302,1230,3293,4002,3923,3001,2106,793,227,18873,1330,3651,10703,11276,11221,8976,7051,3345,877,58432,317,311,344,267,184,154,97,47,10,1724,109,227,572,707,697,630,635,306,80,3956,1754,4190,11624,12244,12104,9755,7782,3699,962,64111,35,81,260,304,284,285,303,180,65,1798
310,0,17,442,543,463,305,140,39,3,1963,0,16,152,204,223,168,50,13,0,824,4,456,2019,1887,1291,879,365,128,43,7071,41,325,1111,1483,1476,1065,481,138,39,6163,500,2169,5272,5322,4979,3872,2342,921,170,25538,271,226,339,189,105,67,29,3,3,1244,51,95,244,228,175,168,73,41,8,1090,824,2490,5851,5739,5259,4113,2452,960,186,27872,20,80,187,228,181,151,122,72,12,1047,1203,1181,2193,2191,1873,1364,1054,774,298,12128,2091,4570,11960,12277,10775,8038,4656,2128,579,57067,0,16,571,856,564,423,223,74,13,2737,0,18,181,268,259,245,102,29,3,1102,11,646,2408,2387,1594,1104,643,216,50,9059,100,520,1526,1959,1872,1449,709,244,59,8435,745,2476,6803,5828,5546,4492,2919,1290,303,30402,272,311,341,234,151,73,45,13,4,1447,72,146,369,397,336,282,218,89,30,1946,1090,2934,7516,6461,6031,4848,3184,1391,340,33798,23,60,133,162,120,105,85,41,17,738
311,0,15,357,357,310,281,106,30,6,1459,0,23,92,168,155,137,36,13,0,619,13,390,1776,1513,1179,851,370,96,18,6212,55,330,1125,1335,1245,1022,448,107,25,5699,608,2339,5683,6076,5780,4823,2649,844,173,28981,304,237,335,218,133,77,30,7,0,1343,53,110,242,242,195,189,95,32,11,1172,963,2689,6264,6534,6109,5084,2778,887,179,31491,32,78,205,204,202,187,123,53,14,1091,1311,924,1611,1657,1542,1411,1057,686,285,10487,2375,4445,11435,11770,10747,8974,4916,1870,519,57056,0,23,454,607,436,329,207,55,11,2115,0,17,140,216,208,194,71,19,7,863,7,528,2068,1889,1340,1026,657,186,29,7735,122,546,1464,1739,1594,1264,742,181,60,7713,888,2598,6741,6478,6136,5154,3536,1217,266,33016,305,269,300,210,144,67,48,15,0,1350,73,161,343,413,366,314,220,102,20,2017,1271,3026,7383,7100,6651,5537,3807,1331,293,36392,14,59,160,149,122,138,104,51,15,810
312,0,5,133,155,186,111,35,8,3,642,0,3,65,93,116,64,34,6,0,367,0,277,996,912,604,445,154,53,8,3449,8,87,430,766,767,518,217,58,15,2858,363,1944,5091,4917,4616,3093,1398,480,89,21987,91,97,139,95,87,38,19,0,0,567,16,43,118,115,118,98,46,9,3,561,463,2080,5350,5118,4824,3229,1463,489,90,23112,16,38,104,101,150,112,52,27,6,607,616,845,1861,1785,1789,1283,716,489,173,9558,1105,3334,8937,8922,8443,5773,2662,1136,301,40608,0,10,161,177,193,133,60,13,4,748,0,9,75,116,119,92,48,9,0,460,3,214,1091,857,651,535,236,75,23,3690,3,105,557,788,851,708,336,93,17,3461,265,1662,5111,4690,4434,3635,1925,662,132,22516,101,112,136,107,87,57,23,7,0,626,20,63,145,156,188,172,106,37,3,892,384,1839,5393,4952,4709,3861,2052,704,136,24037,5,12,53,66,73,63,55,20,8,352
313,0,0,110,202,224,202,145,35,10,926,0,11,62,133,130,142,58,12,3,552,5,197,839,966,834,789,444,166,52,4290,31,166,604,983,1073,984,596,203,41,4672,468,1518,3661,4468,4337,3849,2734,1200,284,22521,210,180,203,125,92,66,41,13,0,933,38,68,159,145,139,175,109,44,7,894,718,1767,4027,4738,4574,4088,2886,1258,295,24351,25,57,125,163,167,176,126,77,20,937,837,700,1248,1380,1216,1185,1118,936,385,8993,1615,2899,7009,8563,8225,7562,5362,2686,802,44722,0,6,99,229,284,267,239,77,15,1212,0,8,76,129,158,216,108,31,3,726,13,247,855,1059,936,843,740,269,52,5025,47,249,745,1162,1400,1262,938,316,64,6181,595,1722,4593,4782,4923,4361,3575,1620,396,26565,219,198,205,153,97,86,59,19,5,1044,52,105,190,261,279,265,257,112,34,1558,861,2028,4990,5198,5308,4715,3885,1754,427,29170,22,29,88,82,96,64,122,80,27,609
314,0,3,226,529,466,335,107,29,0,1701,0,10,110,254,232,164,55,3,0,832,0,327,1448,2099,1413,832,351,79,24,6571,39,233,878,1416,1382,999,370,92,14,5421,370,1257,3435,4009,3427,2553,1387,439,106,16980,123,99,154,92,63,53,24,7,0,609,28,55,144,173,113,135,76,15,3,741,524,1408,3730,4270,3606,2742,1484,459,117,18339,16,43,103,150,115,99,65,36,8,631,412,303,557,651,612,483,414,289,124,3836,987,2325,7047,9365,7830,5656,2849,993,289,37333,0,11,295,713,673,441,230,51,12,2421,0,20,145,303,327,210,113,16,0,1142,5,438,1728,2425,1811,1054,584,156,37,8234,63,311,1111,1742,1737,1187,664,183,41,7048,487,1561,4290,4314,3770,2894,1947,701,141,20108,162,142,157,118,69,52,31,10,0,750,53,74,210,224,195,204,139,52,9,1165,699,1787,4651,4659,4039,3154,2119,760,156,22019,12,35,67,80,87,89,60,38,7,475
315,0,0,69,57,65,49,16,3,0,267,0,4,29,39,35,36,13,3,0,155,0,124,528,334,229,185,52,13,0,1470,3,44,238,348,291,206,82,16,0,1236,167,733,1785,1700,1593,1078,461,118,21,7655,71,82,99,80,71,40,3,3,0,444,17,24,61,84,81,56,13,3,0,342,258,836,1946,1864,1747,1172,483,128,19,8448,9,15,37,35,48,52,16,6,0,220,468,604,1244,1085,867,695,438,234,66,5706,735,1637,4085,3764,3284,2394,1097,412,90,17503,0,3,72,83,66,61,24,3,0,310,0,3,43,42,36,26,11,4,0,163,0,95,467,339,216,190,71,24,4,1398,9,43,216,287,350,256,105,37,0,1303,130,680,1917,1639,1536,1236,589,165,26,7917,70,88,130,75,64,44,23,8,0,495,20,29,64,94,82,84,46,13,0,435,218,794,2114,1811,1682,1368,648,187,28,8852,4,9,18,29,28,35,14,13,3,142
316,0,14,194,516,601,644,478,153,16,2623,3,11,109,336,333,359,177,39,0,1364,4,357,1805,2458,2219,2084,1261,490,110,10791,50,286,885,1820,1944,1944,1282,577,155,8945,546,1921,5047,6636,7160,5814,4044,1986,517,33664,259,207,235,175,123,101,57,34,6,1194,41,94,178,246,218,298,213,97,28,1414,844,2218,5459,7054,7503,6210,4321,2114,547,36270,20,55,169,231,254,268,298,179,50,1526,901,614,1138,1460,1523,1416,1456,1309,671,10483,1820,3554,9749,13880,14377,12928,9278,4865,1555,72002,0,16,355,695,797,831,754,312,49,3806,0,17,147,292,472,502,346,91,6,1877,8,530,2235,3044,2682,2399,2049,787,195,13939,83,380,1223,2149,2492,2304,1852,831,244,11552,699,2131,6104,7028,7612,6854,5252,2607,734,39022,250,222,184,143,128,103,107,49,7,1183,68,111,290,336,406,486,486,239,64,2492,1019,2465,6584,7497,8140,7446,5840,2907,805,42698,19,29,99,144,144,171,191,154,45,988
317,0,12,237,330,387,315,176,41,9,1494,0,5,72,137,155,130,53,9,4,564,3,285,1178,1117,935,739,322,122,31,4732,16,139,506,719,779,571,306,133,29,3201,296,1242,2596,2428,2497,1864,1106,508,124,12660,111,127,160,72,55,26,18,4,0,576,17,47,78,90,84,91,60,9,3,482,430,1420,2835,2592,2630,1985,1174,527,128,13719,14,25,73,75,83,67,65,32,7,451,442,342,636,635,621,605,565,552,268,4657,902,2234,5532,5610,5579,4414,2664,1415,472,28824,4,25,342,444,422,377,248,87,9,1958,0,5,97,145,195,150,84,27,3,711,6,423,1388,1223,988,898,491,196,55,5666,19,135,624,780,886,712,466,160,47,3822,356,1345,3215,2645,2475,2200,1421,620,182,14451,115,178,166,79,52,40,22,5,0,662,34,55,114,114,152,176,107,59,13,829,501,1587,3497,2834,2681,2414,1553,683,193,15947,4,30,59,44,44,45,51,41,15,329
318,0,14,256,399,429,310,140,34,10,1598,0,17,91,142,148,138,42,5,0,585,4,503,1781,1500,1077,826,317,95,19,6129,17,143,613,1098,1144,847,330,123,20,4347,410,2082,4855,4806,4725,3528,1923,745,124,23196,180,180,210,118,79,59,13,8,0,860,32,60,140,153,125,113,65,24,7,728,622,2329,5208,5080,4931,3700,2006,781,134,24783,26,60,130,136,146,138,89,36,12,765,918,887,1622,1566,1528,1214,912,716,264,9624,1587,3953,9697,9929,9406,7179,3838,1787,461,47837,0,10,370,511,480,377,209,67,10,2043,0,19,164,187,187,155,81,14,3,810,3,506,1871,1561,1248,905,524,170,38,6835,26,226,757,1149,1396,1088,586,176,42,5459,439,2243,5549,4727,4604,4129,2554,1001,240,25491,199,240,188,129,70,68,25,9,0,926,36,83,188,190,176,218,158,63,15,1121,675,2561,5920,5047,4850,4416,2731,1078,259,27532,10,23,93,80,92,77,66,43,5,503
319,0,0,90,198,237,245,143,43,13,962,0,3,58,130,160,189,81,21,0,640,0,167,900,1111,998,961,548,148,39,4874,10,84,481,898,1171,1171,776,259,51,4907,452,1543,3619,4720,5641,5902,4371,1666,356,28281,316,243,285,196,154,102,67,14,0,1363,43,83,140,190,192,248,149,66,5,1116,811,1872,4043,5100,5988,6257,4588,1745,371,30762,17,40,105,154,192,237,234,131,27,1133,894,616,1151,1441,1598,1823,2034,1618,613,11780,1738,2780,6822,9033,10327,10880,8403,3958,1119,55056,0,11,125,259,260,300,240,71,4,1264,0,19,70,133,188,227,139,40,3,817,3,184,965,1135,1009,1061,821,278,50,5509,13,130,540,995,1281,1484,1172,410,81,6110,524,1736,4291,4731,5499,6408,5708,2488,496,31878,286,303,293,201,147,107,111,14,5,1467,59,96,235,273,327,375,392,202,42,1984,872,2135,4810,5203,5974,6897,6204,2701,538,35324,12,27,71,80,120,141,165,101,29,750
397,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,5,3,0,0,17,0,0,6,3,7,3,5,0,0,19,0,14,10,8,13,3,9,4,0,67,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,9,15,10,17,9,10,9,0,78,0,0,0,3,0,0,0,0,0,8,0,6,8,11,21,5,0,0,0,61,3,23,38,29,43,24,14,8,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0
399,0,3,42,14,27,24,3,3,0,122,0,0,6,3,7,12,5,0,0,37,0,58,168,86,57,60,32,10,0,471,0,23,54,45,53,100,42,7,0,329,22,92,253,205,220,407,243,52,3,1495,11,9,12,6,8,11,0,0,0,66,0,3,17,10,6,14,5,0,0,66,24,102,287,224,239,432,251,58,7,1629,0,5,15,13,16,11,16,0,0,82,76,132,256,240,220,225,151,47,7,1352,102,321,833,635,609,876,510,126,8,4023,0,4,51,25,18,24,21,0,0,142,0,0,11,4,4,12,8,0,0,50,0,69,174,46,48,47,54,9,0,443,4,24,52,48,49,80,64,12,0,326,20,74,245,190,211,298,299,53,4,1390,6,9,12,8,7,6,5,0,0,46,0,8,13,7,8,30,27,4,0,93,25,94,277,207,227,328,321,55,5,1538,0,6,10,7,10,9,5,3,0,56
401,0,84,1588,1722,1821,1546,835,329,88,8016,0,29,341,534,611,605,224,47,8,2386,13,1678,5441,4672,3934,3579,1677,634,243,21878,32,548,1359,1829,1867,1828,1097,402,146,9123,243,1313,2796,3528,3779,2766,1746,1010,328,17505,107,158,190,154,106,71,46,25,6,850,30,103,172,214,266,334,168,85,23,1393,384,1573,3150,3888,4158,3167,1953,1116,356,19744,20,72,159,196,198,189,169,80,51,1131,709,822,1331,1142,1250,1097,930,897,529,8719,1165,4806,13371,13986,13842,12004,6891,3511,1417,71007,4,87,1938,2218,2103,1662,1211,501,157,9868,0,35,402,554,664,670,401,103,21,2840,12,1718,5785,5105,4218,3667,2608,847,349,24303,42,522,1487,1734,2115,1838,1422,552,188,9903,292,1201,3144,2953,3791,3174,2116,1240,445,18349,71,153,186,141,110,75,53,16,10,818,29,88,187,218,310,371,342,160,56,1753,393,1442,3514,3316,4209,3618,2515,1408,504,20925,22,58,151,161,162,158,181,90,50,1022
402,4,66,1054,785,524,381,147,40,4,3005,0,18,202,267,280,238,82,21,4,1113,8,872,3701,2590,1709,1324,530,229,46,11000,17,499,1649,2084,2116,1734,812,283,47,9243,536,2843,6917,7321,6936,5872,3886,1908,438,36660,246,405,532,285,187,116,45,13,0,1827,53,202,364,336,334,324,174,64,12,1864,832,3448,7811,7945,7460,6314,4107,1982,454,40357,41,99,299,283,274,246,153,99,20,1510,1389,1167,2114,2099,1934,1643,1479,1428,583,13829,2294,6168,16831,16052,14295,11879,7310,4072,1161,80054,0,52,1418,1502,723,511,265,85,17,4574,3,28,279,339,313,316,160,35,3,1488,8,1085,4280,3581,2044,1446,944,291,84,13758,40,525,2230,2543,2428,1976,1265,412,97,11519,686,3011,8285,6972,7323,6191,4640,2514,652,40271,222,513,662,364,244,164,86,27,9,2295,75,167,412,455,460,450,357,142,39,2566,980,3695,9360,7791,8023,6801,5084,2681,704,45130,17,86,260,240,201,189,170,105,33,1300
403,0,35,775,1084,1094,947,467,173,32,4608,0,19,218,419,520,480,178,55,10,1894,11,1016,3783,3481,2920,2582,1246,502,163,15707,11,407,1453,2019,2320,2199,1150,525,174,10267,373,2283,5727,6194,6521,5589,3393,1941,596,32602,171,274,385,236,159,138,82,25,14,1485,35,139,287,286,368,400,236,140,36,1929,582,2697,6395,6707,7042,6132,3707,2109,639,36015,33,76,206,276,227,304,205,120,43,1488,874,651,1258,1215,1436,1336,1114,1269,719,9872,1512,4897,14093,15210,15566,13988,8071,4748,1771,79857,0,44,1053,1440,1236,1092,719,281,44,5912,0,23,266,470,533,570,344,85,22,2315,3,1083,4123,4132,3025,2743,1880,631,248,17862,24,357,1760,2296,2662,2414,1793,649,229,12186,517,2288,6505,5941,6349,5842,4321,2242,749,34751,191,281,367,277,190,144,113,44,7,1612,41,133,283,373,430,491,460,244,80,2534,740,2703,7157,6588,6966,6478,4890,2534,841,38895,23,51,143,185,170,208,196,108,47,1137
404,0,48,924,673,454,311,146,50,7,2617,0,10,203,257,246,205,62,31,0,1013,4,874,3295,2353,1587,1206,467,187,62,10036,20,430,1235,1354,1295,1001,505,233,79,6162,204,1443,3300,3640,3815,2947,1845,1226,411,18836,79,165,228,128,89,65,32,19,3,802,23,68,183,199,161,194,89,53,17,998,312,1677,3713,3968,4070,3210,1961,1298,435,20639,19,57,170,194,170,162,102,58,31,963,633,582,1153,1108,1136,973,929,1010,532,8051,983,3687,10692,9910,8954,7064,4183,2868,1139,49472,0,66,1133,1073,587,440,251,84,21,3648,0,14,228,320,298,244,111,26,8,1248,10,956,3903,2882,1825,1401,844,281,88,12192,23,375,1529,1449,1501,1256,827,281,101,7355,324,1331,3750,3273,3904,3261,2222,1321,509,19888,101,178,222,167,132,98,44,10,5,960,33,87,205,252,277,257,221,96,38,1469,457,1590,4169,3694,4318,3617,2488,1431,554,22314,9,41,148,127,145,93,84,73,31,748
405,0,0,40,75,85,75,44,11,0,336,0,7,22,54,94,90,25,9,4,302,0,81,395,438,350,456,216,63,5,2001,0,18,194,336,446,515,273,94,22,1900,139,730,1586,1936,2230,1926,1347,593,126,10615,46,77,123,62,55,45,30,6,0,442,9,32,93,102,107,109,64,25,4,546,199,834,1799,2093,2397,2087,1438,620,128,11603,3,20,39,66,67,98,61,32,6,388,297,156,296,422,526,625,555,535,192,3603,498,1112,2789,3480,3971,3947,2618,1364,360,20135,0,4,49,79,78,106,78,28,3,421,0,3,30,48,71,112,52,8,0,320,0,105,427,473,394,450,339,92,21,2296,7,42,230,386,507,598,447,131,44,2390,158,707,1930,1852,2200,2309,1746,715,171,11794,54,96,140,78,69,59,28,7,4,548,24,35,113,120,166,194,167,59,11,879,231,837,2189,2052,2435,2564,1943,777,186,13223,5,3,20,42,38,77,65,29,19,294
406,0,0,58,65,48,61,23,4,0,257,0,3,25,36,47,52,14,5,0,170,0,106,483,428,250,215,69,25,6,1573,0,39,158,274,328,331,107,28,10,1280,112,756,1661,1878,1993,1524,875,363,68,9224,46,81,153,75,42,24,12,0,0,429,7,34,74,85,61,72,41,9,0,377,165,871,1879,2039,2096,1622,925,376,68,10040,7,19,62,68,71,51,34,20,5,338,363,345,694,774,779,606,521,336,121,4538,535,1391,3361,3677,3610,2938,1693,777,209,18191,0,4,72,77,70,56,34,4,3,313,0,0,26,40,36,51,26,3,0,188,0,82,446,400,296,225,118,25,8,1603,8,34,201,244,336,352,194,48,11,1433,91,634,1803,1682,1915,1672,1040,490,118,9442,36,96,134,86,55,46,22,3,3,485,4,35,95,105,113,122,72,22,5,572,139,764,2034,1867,2083,1835,1125,518,132,10496,0,13,42,30,34,37,33,17,4,208
407,0,0,74,97,118,149,134,44,10,629,0,5,37,62,117,145,64,14,0,442,0,124,666,720,576,679,406,111,35,3316,5,67,336,575,666,902,549,210,36,3347,256,1212,2772,3242,3456,2948,2028,888,244,17052,97,161,234,142,131,94,37,6,0,898,25,63,120,175,186,202,115,56,17,949,376,1428,3129,3558,3770,3243,2179,950,259,18895,14,17,90,121,96,135,104,70,22,656,558,373,794,987,1047,1152,1061,914,377,7264,958,2008,5125,6133,6395,6403,4499,2307,733,34559,0,7,85,129,140,175,187,62,13,793,0,7,48,67,118,179,118,28,7,571,4,121,682,781,638,755,649,199,48,3873,8,76,385,643,806,919,873,294,73,4084,268,1294,3168,3117,3470,3436,2684,1274,356,19062,97,136,221,174,136,108,80,22,4,967,34,63,172,229,269,271,277,109,30,1455,400,1492,3557,3518,3872,3813,3040,1399,385,21481,10,26,56,77,83,102,91,52,27,520
