SA4_CODE_2021,C16_850_949_Oth_lan_typ,C16_850_949_LLT_NS,C16_850_949_Tot,C16_950over_REA,C16_950over_ST_HA,C16_950over_Co_ho_pr,C16_950over_Pe_no_sa_ho,C16_950over_Oth_lan_typ,C16_950over_LLT_NS,C16_950over_Tot,C16_R_NS_REA,C16_R_NS_ST_HA,C16_R_NS_Co_ho_pr,C16_R_NS_Pe_no_sa_ho,C16_R_NS_Oth_lan_typ,C16_R_NS_Land_typ_ns,C16_Rent_not_statd_Tot,C16_Tot_REA,C16_Tot_ST_HA,C16_Tot_Co_ho_pr,C16_Tot_Pe_no_sa_ho,C16_Tot_Oth_lan_typ,C16_Tot_LLT_NS,C16_Tot_Tot,C21_1_74_REA,C21_1_74_ST_HA,C21_1_74_Co_ho_pr,C21_1_74_Per_no_sa_ho,C21_1_74_Oth_land_typ,C21_1_74_LLT_NS,C21_1_74_Tot,C21_75_99_REA,C21_75_99_ST_HA,C21_75_99_Co_ho_pr,C21_75_99_Pe_no_sa_ho,C21_75_99_Oth_lan_typ,C21_75_99_Lan_type_ns,C21_75_99_Tot,C21_100_149_REA,C21_100_149_ST_HA,C21_100_149_Co_ho_pr,C21_100_149_Pe_no_sa_ho,C21_100_149_Ot_lan_ty,C21_100_149_Lan_typ_ns,C21_100_149_Tot,C21_150_199_REA,C21_150_199_ST_HA,C21_150_199_Co_ho_pr,C21_150_199_Pe_no_sa_ho,C21_150_199_Ot_lan_ty,C21_150_199_Lan_ty_ns,C21_150_199_Tot,C21_200_224_REA,C21_200_224_ST_HA,C21_200_224_Co_ho_pr,C21_200_224_Pe_no_sa_ho,C21_200_224_Ot_lan_ty,C21_200_224_Lan_ty_ns,C21_200_224_Tot,C21_225_274_REA,C21_225_274_ST_HA,C21_225_274_Co_ho_pr,C21_225_274_Pe_no_sa_ho,C21_225_274_Ot_la_typ,C21_225_274_Lan_ty_ns,C21_225_274_Tot,C21_275_349_REA,C21_275_349_ST_HA,C21_275_349_Co_ho_pr,C21_275_349_Pe_no_sa_ho,C21_275_349_Ot_lan_ty,C21_275_349_Lan_ty_ns,C21_275_349_Tot,C21_350_449_REA,C21_350_449_ST_HA,C21_350_449_Co_ho_pr,C21_350_449_Pe_no_sa_ho,C21_350_449_Ot_lan_ty,C21_350_449_Lan_ty_ns,C21_350_449_Tot,C21_450_549_REA,C21_450_549_ST_HA,C21_450_549_Co_ho_pr,C21_450_549_Pe_no_sa_ho,C21_450_549_Oth_lan_typ,C21_450_549_Lan_ty_ns,C21_450_549_Tot,C21_550_649_REA,C21_550_649_ST_HA,C21_550_649_Co_ho_pr,C21_550_649_Pe_no_sa_ho,C21_550_649_Ot_lan_ty,C21_550_649_Lan_ty_ns,C21_550_649_Tot,C21_650_749_REA,C21_650_749_ST_HA,C21_650_749_Co_ho_pr,C21_650_749_Pe_no_sa_ho,C21_650_749_Oth_lan_typ,C21_650_749_LLT_NS,C21_650_749_Tot,C21_750_849_REA,C21_750_849_ST_HA,C21_750_849_Co_ho_pr,C21_750_849_Pe_no_sa_ho,C21_750_849_Oth_lan_typ,C21_750_849_LLT_NS,C21_750_849_Tot,C21_850_950_REA,C21_850_949_ST_HA,C21_850_949_Co_ho_pr,C21_850_949_Pe_no_sa_ho,C21_850_949_Oth_lan_typ,C21_850_949_LLT_NS,C21_850_949_Tot,C21_950over_REA,C21_950over_ST_HA,C21_950over_Co_ho_pr,C21_950over_Pe_no_sa_ho,C21_950over_Oth_lan_typ,C21_950over_LLT_NS,C21_950over_Tot,C21_R_NS_REA,C21_R_NS_ST_HA,C21_R_NS_Co_ho_pr,C21_R_NS_Pe_no_sa_ho,C21_R_NS_Oth_lan_typ,C21_R_NS_Land_typ_ns,C21_Rent_not_statd_Tot,C21_Tot_REA,C21_Tot_ST_HA,C21_Tot_Co_ho_pr,C21_Tot_Pe_no_sa_ho,C21_Tot_Oth_lan_typ,C21_Tot_LLT_NS,C21_Tot_Tot
204,3,0,14,85,0,0,118,38,0,239,134,147,24,217,129,28,674,8385,2170,209,3665,1135,147,15705,11,113,13,40,43,5,234,13,120,14,32,9,0,184,87,818,59,280,73,14,1326,540,369,87,447,100,15,1559,636,156,22,517,66,7,1405,1696,221,35,692,356,18,3011,2800,80,21,757,166,14,3840,2647,16,10,418,63,5,3165,508,4,0,87,18,0,618,68,0,0,21,10,0,103,25,0,0,9,8,0,44,13,0,3,7,4,0,31,4,0,0,7,5,0,12,41,0,0,59,28,0,128,197,171,28,278,193,41,905,9282,2083,289,3661,1146,116,16569
205,0,0,9,22,0,0,37,9,5,71,206,144,42,317,162,29,910,13397,2880,540,5229,1070,214,23322,26,152,29,101,54,6,361,22,163,35,68,27,8,321,269,1082,115,433,146,29,2078,1079,468,176,753,151,21,2656,1179,227,86,831,107,15,2452,2862,245,121,1069,180,20,4490,4444,97,79,1156,165,22,5965,3608,29,9,624,67,20,4359,686,14,10,128,24,0,856,87,4,3,30,3,0,127,29,3,0,10,9,0,52,9,0,0,10,5,0,20,8,0,0,5,3,0,26,35,0,0,43,15,0,103,251,203,50,442,221,64,1230,14598,2687,720,5694,1174,219,25095
206,18,8,1688,2466,5,0,554,47,20,3083,1650,691,174,961,196,156,3829,97151,12242,1925,17739,1506,605,131163,121,414,44,79,11,5,670,41,900,62,75,6,5,1087,249,4286,310,453,52,38,5386,772,1598,540,688,88,20,3709,1070,781,409,638,62,16,2972,4491,771,296,1224,116,12,6908,19961,638,219,2568,174,35,23598,35809,399,144,3511,246,37,40148,22591,121,40,2832,123,23,25724,12648,36,16,1634,62,14,14402,7109,18,5,934,46,4,8118,4050,11,5,596,21,4,4695,2216,11,4,325,20,6,2577,3629,4,0,602,37,7,4280,1687,768,115,1173,246,195,4186,116446,10759,2218,17338,1301,418,148477
207,6,0,460,821,0,0,161,9,6,997,486,93,76,468,61,59,1248,26718,1248,600,5888,541,176,35172,32,58,17,47,7,0,158,12,58,28,34,4,0,137,72,480,94,167,35,3,856,227,138,105,318,51,5,847,303,107,75,232,45,3,770,538,84,65,367,54,4,1105,2772,56,60,740,59,8,3693,10124,71,45,1293,154,11,11705,7308,19,22,975,71,17,8414,3828,8,4,427,42,4,4307,2187,0,0,226,22,5,2447,1269,5,4,130,7,0,1417,711,3,0,79,13,0,805,1231,0,0,181,19,8,1436,562,111,34,539,120,77,1432,31181,1193,537,5751,711,155,39521
208,3,3,642,1159,0,0,245,18,3,1429,603,145,62,398,88,56,1350,32283,2149,619,6853,529,197,42630,49,131,22,46,4,0,258,21,111,25,32,0,5,202,74,854,128,204,39,9,1301,210,283,207,328,50,9,1085,218,140,91,303,22,0,769,1360,130,111,450,52,15,2112,4637,90,44,912,85,3,5778,10382,90,37,1331,72,20,11933,7795,27,10,1001,48,12,8896,4241,6,5,513,11,10,4794,2586,4,0,291,14,6,2902,1677,5,3,265,7,0,1959,1070,0,0,123,4,3,1200,1814,4,0,264,26,0,2104,675,158,46,514,103,89,1584,36811,2041,736,6573,534,179,46866
209,0,0,54,238,9,0,67,4,0,323,555,288,63,426,79,78,1486,29284,3869,590,6499,921,251,41411,46,188,20,62,13,4,330,15,169,15,43,10,0,267,96,1348,113,249,62,12,1875,177,526,163,365,57,15,1313,187,296,92,296,40,9,917,633,300,143,522,181,11,1790,6824,253,84,1586,268,22,9040,18554,290,49,1949,294,39,21172,5817,63,22,656,83,13,6658,1859,14,6,238,17,11,2144,580,12,4,103,9,3,696,260,9,0,48,4,0,316,108,4,0,17,0,0,133,317,0,4,58,19,0,403,725,360,64,553,144,104,1945,36210,3833,779,6746,1194,240,48997
210,6,0,40,157,0,0,43,10,0,210,385,157,31,319,74,54,1020,19117,2365,276,5035,954,187,27941,33,87,6,32,9,0,180,15,123,8,30,10,0,190,70,761,37,161,42,10,1074,130,373,95,255,51,3,913,115,182,42,233,30,4,601,421,198,55,391,145,7,1216,4563,212,59,1491,323,30,6674,13927,197,45,1793,442,39,16447,3879,26,3,493,86,8,4494,958,7,0,99,13,4,1082,286,0,0,41,6,4,341,134,3,0,21,3,0,163,74,0,0,15,3,0,92,221,0,0,44,13,0,275,554,220,32,464,143,110,1518,25391,2392,389,5557,1313,224,35255
211,0,0,34,136,0,0,34,3,0,176,477,191,77,399,78,58,1283,22611,2661,672,6070,556,187,32756,26,104,24,70,8,7,234,17,130,39,34,14,0,236,71,1009,107,221,55,17,1475,150,413,172,334,42,10,1124,100,165,76,368,35,5,751,498,172,107,460,55,11,1298,3399,175,109,1296,112,15,5103,12677,163,47,1866,115,25,14895,6465,29,10,672,58,5,7232,1752,12,5,164,10,4,1953,512,11,0,68,5,0,599,172,0,0,35,3,0,216,86,0,3,7,4,0,99,217,0,0,63,12,0,294,511,233,59,497,124,93,1516,26658,2617,769,6140,657,184,37021
212,0,0,94,385,3,0,90,24,3,504,1011,282,75,741,160,90,2364,44683,4611,709,10581,1815,413,62812,69,190,23,63,24,5,382,48,226,33,65,30,0,397,233,1645,116,436,103,21,2557,343,687,186,694,187,11,2110,326,370,109,460,124,11,1403,1670,369,136,949,249,18,3394,10590,371,106,2565,474,51,14161,27442,297,95,3207,660,63,31771,9163,57,28,1104,187,20,10565,3207,16,11,362,48,9,3649,1147,8,8,144,27,0,1331,481,7,7,79,16,0,586,145,3,0,28,8,0,189,502,4,0,121,28,0,660,1274,367,73,992,320,213,3238,56635,4618,935,11261,2482,442,76371
213,7,0,108,344,0,5,70,27,4,450,986,359,67,741,128,106,2385,48196,4786,917,11178,1858,419,67353,76,248,27,80,16,3,447,60,291,23,69,19,3,460,216,1578,126,428,99,26,2478,356,831,319,645,134,23,2315,533,378,155,519,101,11,1697,2360,406,223,1120,223,31,4358,15749,363,189,3516,593,87,20495,30224,216,81,3031,574,75,34202,7584,57,23,839,125,13,8635,2326,6,3,292,29,4,2661,944,14,0,122,18,0,1104,425,4,0,43,7,0,489,177,0,0,23,4,0,201,505,3,0,103,24,0,636,1290,374,100,1014,303,245,3321,62833,4763,1283,11840,2278,516,83503
214,0,0,42,124,0,0,26,15,0,164,334,146,38,300,63,39,910,17747,2019,337,4606,879,185,25774,31,80,14,39,19,0,181,14,95,14,18,7,0,149,62,802,58,164,44,21,1149,130,327,76,267,60,12,876,172,146,50,277,74,4,721,908,138,50,541,304,11,1962,4238,177,58,1070,194,25,5769,7868,81,33,1118,100,21,9218,3204,18,3,435,30,7,3697,1021,0,3,117,13,6,1157,470,6,0,68,0,0,550,203,3,0,35,0,0,241,124,0,0,15,0,0,140,246,0,0,58,7,6,314,398,158,28,363,94,57,1100,19084,2033,392,4588,963,168,27231
215,0,0,18,17,0,0,17,11,0,42,140,129,35,213,171,33,724,6942,1860,361,3549,1017,173,13900,14,107,16,111,119,9,383,20,154,27,96,65,4,368,258,637,86,503,238,27,1748,981,364,102,739,171,19,2370,919,143,30,600,100,8,1804,1736,130,37,600,131,14,2660,2102,56,45,540,119,19,2875,1203,19,18,291,71,4,1609,198,7,5,73,25,3,313,36,0,3,26,11,0,74,12,0,3,13,9,0,41,9,0,0,15,10,0,37,7,0,0,10,4,0,17,9,0,3,35,12,4,64,161,122,29,300,247,68,925,7672,1747,402,3951,1333,185,15296
216,0,0,10,5,0,0,18,0,0,25,111,96,19,150,94,25,499,6189,1644,272,2849,721,157,11831,18,62,9,41,21,0,144,11,86,17,29,22,0,158,150,593,62,272,146,12,1231,623,329,109,434,127,19,1637,613,188,49,466,91,9,1415,1587,137,44,586,122,9,2490,2024,67,52,562,112,18,2836,1421,24,7,312,56,13,1832,296,0,3,75,24,0,400,29,0,0,12,11,0,50,14,0,0,16,8,0,36,4,0,0,9,11,0,25,10,0,0,5,0,0,13,6,0,0,24,0,0,32,142,114,22,210,133,44,668,6932,1615,356,3030,884,135,12962
217,3,0,7,18,0,0,16,3,0,40,101,78,28,150,127,20,507,5381,1418,258,2887,615,95,10650,12,73,8,61,77,0,232,12,76,6,49,16,5,165,141,561,66,321,118,20,1237,372,238,59,468,94,18,1242,469,123,9,474,82,3,1159,1115,139,42,500,83,11,1899,1619,41,38,535,55,13,2307,1360,14,21,273,47,0,1714,273,9,6,79,17,0,382,53,0,5,13,9,0,84,12,0,0,9,3,0,26,3,0,0,5,9,0,15,4,0,0,3,7,0,13,12,0,0,41,10,0,60,100,105,19,213,205,27,680,5555,1371,279,3058,824,102,11204
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,0,0,70,82,3,0,21,5,0,106,192,130,30,158,38,41,589,12825,2405,427,4084,328,139,20203,7,150,7,19,17,0,200,7,198,16,5,0,0,225,25,914,36,71,21,8,1074,56,429,95,158,47,10,797,95,147,48,225,28,7,548,484,125,47,325,65,13,1060,1003,96,75,555,81,9,1822,4858,69,44,1238,502,30,6744,4766,8,3,625,105,7,5516,1552,5,0,226,16,5,1799,595,0,0,64,10,4,674,220,0,0,23,0,0,249,86,0,0,19,7,0,102,118,0,0,27,3,0,153,243,161,34,187,77,41,727,14106,2294,415,3768,975,119,21685
302,0,0,42,41,0,0,10,0,0,51,218,209,84,161,55,39,771,17365,3092,515,4375,1041,167,26563,15,235,11,20,0,0,285,7,239,15,13,5,0,282,46,1183,58,84,35,9,1414,141,490,124,188,66,8,1004,179,202,58,206,41,5,684,716,212,81,319,317,11,1658,2830,140,67,755,192,17,3991,9616,62,44,1516,454,33,11715,4914,22,4,559,87,8,5588,1715,0,0,172,20,5,1912,552,0,4,79,9,0,640,197,0,0,33,8,0,238,106,0,0,8,0,0,115,86,0,0,25,5,0,108,275,236,29,194,90,61,895,21382,3017,497,4165,1318,154,30536
303,9,0,130,113,0,0,40,9,0,159,390,204,61,361,80,46,1151,25735,4212,608,7892,1193,242,39869,23,283,10,26,7,5,357,13,360,21,18,5,0,423,139,1655,95,259,72,9,2229,243,746,191,428,133,14,1751,250,247,66,313,92,4,971,870,244,77,499,166,12,1863,3689,175,82,1154,264,25,5390,12975,117,66,2376,992,46,16570,8530,31,19,1211,308,19,10118,3266,12,9,422,88,3,3794,1158,0,0,191,11,3,1360,507,3,0,74,16,0,606,231,0,0,35,4,0,270,239,0,0,60,16,0,314,437,284,35,468,145,98,1480,32568,4157,681,7535,2312,245,47500
304,0,0,158,156,0,0,70,0,0,230,140,64,30,139,31,15,417,11539,1163,196,3250,828,61,17045,7,89,0,18,5,0,122,4,86,3,14,7,0,104,27,471,12,68,25,0,616,112,196,66,167,14,3,559,75,87,15,140,22,4,352,233,93,23,167,334,4,865,1259,53,36,414,203,5,1978,4496,26,16,804,196,6,5536,3327,25,5,525,105,7,3995,1528,9,0,257,24,0,1821,753,0,0,105,13,0,878,377,0,0,59,12,0,441,168,0,0,19,6,0,201,241,0,0,62,3,0,307,137,80,19,148,60,26,471,12766,1216,207,2957,1023,65,18232
305,6,0,627,764,5,0,233,16,8,1025,410,151,51,324,79,60,1072,35075,2775,665,9145,723,229,48612,30,215,15,22,9,0,296,9,242,10,15,6,0,281,112,1118,105,141,22,9,1505,395,318,189,395,41,15,1348,411,172,202,388,52,9,1231,1770,133,171,606,89,8,2774,5986,108,91,1391,166,12,7746,16599,50,39,2423,496,30,19650,12167,9,33,1890,426,23,14547,5806,5,7,927,213,14,6981,2585,3,4,441,76,0,3108,1289,0,0,272,34,5,1603,730,0,4,145,19,4,892,1161,0,0,281,40,8,1488,556,181,31,416,132,112,1436,49602,2573,899,9755,1823,237,64889
306,10,0,37,100,5,0,91,65,5,267,252,183,36,290,159,56,981,17777,3470,564,7422,1759,294,31285,32,198,33,57,111,3,434,13,235,71,45,59,0,424,86,832,183,284,152,18,1548,441,664,449,607,221,35,2418,738,226,87,718,177,23,1967,2407,264,156,1244,379,34,4482,4180,152,56,1775,418,27,6599,5467,72,39,1591,411,25,7601,2431,3,9,504,93,8,3052,724,3,0,153,34,0,916,234,0,0,59,40,0,333,64,0,0,23,23,0,111,36,0,0,21,10,0,70,97,3,0,129,69,0,298,287,231,51,426,287,93,1377,17224,2888,1128,7636,2489,264,31631
307,6,0,8,11,0,0,23,8,0,36,111,37,14,202,304,27,702,6794,813,243,3447,1365,121,12782,25,83,10,63,224,4,398,10,63,7,38,106,3,230,146,239,70,352,228,16,1052,577,214,126,562,170,23,1661,760,60,46,668,102,13,1649,2097,59,32,837,140,19,3178,2307,13,11,631,106,9,3071,788,0,3,235,37,3,1073,117,0,3,46,13,0,176,15,0,0,15,10,0,41,3,0,0,5,10,0,12,6,0,0,0,19,0,21,4,0,0,0,5,0,8,6,0,0,28,11,0,45,157,54,13,294,525,42,1082,7002,780,324,3780,1702,124,13713
308,4,0,10,20,0,0,11,22,0,54,274,141,36,245,359,42,1100,14701,2632,543,5190,2377,204,25660,28,318,34,66,571,8,1019,22,308,26,53,180,0,591,194,869,105,339,280,16,1807,909,515,221,589,227,32,2494,1006,171,101,760,171,21,2233,2603,149,96,1043,201,16,4105,4654,70,30,1196,255,18,6223,4415,26,21,689,126,7,5281,1051,3,0,183,44,0,1288,247,4,4,52,13,0,314,59,0,0,14,19,0,100,23,0,0,8,10,0,45,18,0,0,5,10,0,31,33,0,0,30,47,0,110,364,173,35,430,564,54,1621,15607,2614,686,5463,2723,175,27258
309,12,0,436,417,0,0,140,28,3,595,726,221,58,546,148,108,1809,50590,3815,698,15266,2236,510,73111,49,193,8,47,35,4,339,7,307,18,25,13,0,375,51,1435,85,206,73,4,1859,246,547,186,438,173,18,1606,201,259,109,500,172,17,1264,776,225,132,758,220,18,2130,3829,203,137,1791,612,41,6607,16757,113,143,4102,2063,85,23257,16555,32,45,2897,1340,49,20918,7731,5,26,1288,456,33,9537,3391,5,6,611,175,6,4189,1655,0,0,326,56,4,2045,847,3,0,155,24,4,1033,1193,0,0,300,70,5,1567,965,299,64,858,307,201,2698,54257,3620,959,14299,5789,481,79413
310,0,0,17,30,0,0,8,3,0,45,357,261,44,222,86,56,1030,24627,4113,620,6266,1836,277,37726,30,187,10,39,33,3,307,12,266,5,28,15,8,332,80,1176,61,197,88,19,1613,207,820,110,344,136,24,1637,400,344,69,421,125,16,1375,2944,471,148,978,847,27,5420,10043,333,125,2035,700,56,13296,13911,71,34,1426,598,29,16073,2415,22,4,269,51,4,2759,500,4,0,72,6,0,583,134,4,0,29,4,0,169,51,0,0,15,0,0,73,17,5,0,3,0,0,21,26,0,0,23,5,0,61,532,331,47,388,198,108,1597,31315,4037,630,6247,2802,295,45317
311,0,0,23,26,5,0,11,0,0,47,355,210,30,227,76,47,947,22514,3947,350,5708,998,268,33794,29,261,10,28,12,3,340,11,354,13,14,4,3,396,68,1235,39,125,54,10,1536,197,780,69,227,136,5,1417,238,317,43,262,54,4,918,1846,311,70,458,200,22,2894,8903,262,99,1522,561,40,11389,13823,57,46,1814,486,49,16268,2516,18,6,452,49,3,3044,747,4,4,156,11,0,918,248,0,3,47,8,0,313,81,4,0,19,0,0,103,33,0,0,3,0,0,38,31,0,0,23,15,0,65,606,265,42,304,125,112,1455,29377,3866,444,5454,1717,255,41111
312,3,0,14,15,0,0,15,17,0,50,209,101,18,200,274,34,848,11194,1701,381,4077,3065,163,20574,38,153,3,46,1433,4,1680,10,151,11,21,224,5,422,88,507,60,208,298,9,1168,277,374,135,381,215,17,1401,411,133,49,425,157,10,1191,1214,151,67,612,163,18,2225,2416,74,76,932,203,16,3719,3947,16,33,860,191,14,5066,1835,6,4,305,71,10,2226,447,0,0,93,18,0,557,151,0,0,36,31,0,215,44,0,0,19,16,0,74,19,0,0,11,9,0,38,28,0,0,56,32,0,113,232,140,29,320,470,44,1246,11146,1714,477,4324,3528,140,21329
313,8,0,17,32,0,0,10,3,0,51,306,197,41,177,58,35,804,19143,3131,434,4908,821,230,28663,20,179,9,26,17,3,253,8,237,6,15,16,3,281,65,1098,60,131,70,14,1428,136,588,135,208,107,9,1174,246,225,77,273,107,9,934,1422,230,99,580,220,28,2576,6579,179,74,1436,340,37,8646,9669,37,22,1256,222,29,11236,2152,6,3,343,22,5,2534,685,3,0,99,17,0,806,251,4,0,46,9,0,302,79,0,0,14,8,0,107,26,0,0,3,0,0,35,40,0,0,25,21,0,83,392,211,30,226,102,84,1038,21780,3007,519,4666,1263,210,31436
314,0,0,17,13,0,0,5,4,0,21,151,62,15,97,33,26,391,13006,1069,189,2864,954,104,18188,12,63,0,10,4,0,89,4,72,4,9,0,0,82,16,293,16,59,38,0,419,43,174,11,95,53,0,378,65,95,25,116,26,3,326,405,121,40,217,552,9,1337,2556,128,71,625,307,16,3704,8776,36,29,1114,750,26,10740,3387,7,0,296,60,8,3761,725,5,0,84,16,0,829,243,0,0,28,3,0,270,90,0,0,6,0,0,105,26,0,0,5,0,0,29,37,0,0,14,4,0,55,257,53,18,146,71,48,595,16649,1045,214,2828,1882,112,22733
315,12,0,45,0,8,0,17,22,0,48,71,217,34,148,430,19,922,2281,4387,594,1804,2344,112,11526,20,520,137,44,913,3,1643,13,386,137,23,160,12,732,87,1423,319,194,271,25,2310,259,852,310,266,237,26,1962,225,129,40,251,148,9,806,370,161,59,266,151,10,1010,379,105,26,283,146,5,939,525,47,7,210,102,3,885,347,13,3,87,51,4,498,181,7,0,45,34,0,267,114,0,0,16,39,0,167,54,0,0,10,32,0,101,15,3,0,10,26,0,56,9,0,0,30,43,0,86,77,221,68,236,922,45,1562,2667,3864,1115,1965,3276,140,13034
316,8,0,128,146,0,0,62,13,0,220,310,155,35,303,129,65,995,24159,2598,384,8377,1259,262,37031,26,140,7,56,22,0,257,6,220,20,27,37,0,310,34,1052,43,141,47,5,1331,117,418,98,321,152,14,1118,120,179,56,367,97,14,836,494,142,55,611,184,25,1516,2211,140,78,1342,250,26,4057,7366,83,43,2305,392,36,10225,8948,20,11,1626,233,16,10851,4158,4,3,608,69,12,4856,1556,0,0,301,32,0,1891,643,0,0,127,12,0,791,325,0,5,87,5,0,421,477,0,0,223,46,4,755,456,189,25,511,166,82,1432,26949,2599,456,8654,1752,237,40642
317,0,0,12,13,0,0,5,0,0,23,146,101,26,113,46,24,453,11570,1353,231,3345,596,115,17205,11,95,3,19,14,0,139,10,131,13,24,8,0,196,93,503,54,187,53,3,897,289,218,68,252,63,11,895,641,93,23,352,41,6,1163,2229,110,51,636,181,14,3222,5374,70,34,1080,168,17,6747,4077,28,15,594,74,12,4799,843,0,4,140,24,0,1011,210,3,0,32,5,0,251,44,0,0,12,6,0,58,17,3,0,13,6,0,41,12,0,0,6,0,0,14,16,0,0,10,6,0,40,195,97,20,182,94,49,636,14064,1354,285,3535,748,113,20098
318,4,0,29,36,3,0,30,6,0,83,242,178,38,215,148,47,869,17741,3405,419,5600,2228,217,29609,25,266,9,49,135,0,485,17,301,26,37,41,5,424,168,1114,71,305,163,8,1829,589,692,159,556,125,22,2143,1038,216,84,677,131,22,2170,3089,318,100,1069,962,23,5557,5108,131,41,1527,397,26,7230,5967,40,39,1008,229,16,7298,1212,20,3,227,56,9,1532,309,0,0,72,14,0,406,102,0,0,33,15,0,151,29,0,0,7,7,0,40,22,0,0,18,8,0,48,52,0,0,42,20,0,117,319,230,50,313,271,60,1239,18040,3342,576,5939,2584,188,30676
319,0,0,9,27,0,0,48,11,6,99,287,174,40,346,227,63,1131,17329,2914,578,7839,1840,331,30832,29,184,14,98,124,0,439,13,262,32,58,103,5,465,135,1030,159,403,194,28,1950,584,547,202,764,301,23,2432,1052,200,66,1004,248,16,2582,3199,213,77,1738,312,45,5583,6200,99,97,2195,361,48,9000,4467,33,31,1025,215,20,5785,712,8,3,156,51,0,928,158,3,0,44,40,0,246,54,0,0,34,30,0,111,23,0,0,19,27,0,65,20,0,0,14,24,0,57,39,0,0,56,34,0,137,293,170,59,504,334,97,1464,16974,2744,751,8112,2385,283,31248
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,3,0,115,105,11,0,59,13,6,192,209,171,113,324,72,46,926,17119,3143,1153,8749,764,201,31135,14,113,27,52,13,6,221,10,211,75,31,3,5,327,84,1239,293,278,44,19,1946,223,460,510,495,58,22,1769,261,158,155,461,50,9,1090,1418,184,150,909,181,17,2859,5058,126,111,2064,225,29,7601,7548,70,69,2126,223,23,10063,4110,14,27,999,80,3,5224,1530,0,6,352,22,3,1915,621,5,5,151,11,0,782,298,3,0,77,4,0,379,161,0,0,37,3,0,202,207,0,0,85,20,0,319,222,145,79,373,113,85,1024,21752,2732,1489,8487,1048,204,35723
402,4,0,17,14,20,0,10,4,7,60,364,524,103,387,114,75,1570,21011,9883,1691,10003,1944,344,44868,24,231,39,51,15,5,356,11,502,64,50,12,9,656,111,3360,360,345,126,39,4330,416,1517,818,588,104,31,3471,637,680,298,752,88,16,2471,3500,797,411,1909,732,60,7414,9487,645,261,3746,602,54,14808,8006,198,153,2083,366,26,10832,1463,27,13,323,72,7,1902,241,10,6,92,13,5,368,54,3,5,26,13,0,98,27,12,0,17,5,0,60,17,10,0,12,4,0,35,21,4,0,25,7,0,56,356,486,164,492,181,141,1818,24365,8478,2601,10510,2331,392,48677
403,0,0,54,45,9,0,24,13,0,91,228,361,108,291,65,42,1105,16943,5963,1424,9161,719,239,34438,10,148,14,62,12,5,252,0,343,34,34,9,10,427,80,2167,309,276,52,29,2907,186,930,669,539,78,17,2429,209,343,206,516,71,15,1356,1465,434,309,1168,143,18,3541,5923,343,231,2916,170,29,9607,7180,156,83,2331,140,21,9911,2298,24,16,629,41,0,3012,639,8,7,189,15,0,866,246,3,5,68,6,3,323,100,5,0,41,9,0,156,50,5,0,20,3,0,78,70,0,0,40,9,0,120,223,285,164,330,110,90,1204,18679,5187,2046,9165,868,239,36184
