SA4_CODE_2021,Per_age_15over_C11_M,Per_age_15over_C11_F,Per_age_15over_C11_P,Per_age_15over_C16_M,Per_age_15over_C16_F,Per_age_15over_C16_P,Per_age_15over_C21_M,Per_age_15over_C21_F,Per_age_15over_C21_P,Lfs_Em_FT_C11_M,Lfs_Em_FT_C11_F,Lfs_Em_FT_C11_P,Lfs_Em_FT_C16_M,Lfs_Em_FT_C16_F,Lfs_Em_FT_C16_P,Lfs_Em_FT_C21_M,Lfs_Em_FT_C21_F,Lfs_Em_FT_C21_P,Lfs_Em_PT_C11_M,Lfs_Em_PT_C11_F,Lfs_Em_PT_C11_P,Lfs_Em_PT_C16_M,Lfs_Em_PT_C16_F,Lfs_Em_PT_C16_P,Lfs_Em_PT_C21_M,Lfs_Em_PT_C21_F,Lfs_Em_PT_C21_P,Lfs_Em_AFWr_C11_M,Lfs_Em_AFWr_C11_F,Lfs_Em_AFWr_C11_P,Lfs_Em_AFWr_C16_M,Lfs_Em_AFWr_C16_F,Lfs_Em_AFWr_C16_P,Lfs_Em_AFWr_C21_M,Lfs_Em_AFWr_C21_F,Lfs_Em_AFWr_C21_P,Lfs_Unem_LFW_C11_M,Lfs_Unem_LFW_C11_F,Lfs_Unem_LFW_C11_P,Lfs_Unem_LFW_C16_M,Lfs_Unem_LFW_C16_F,Lfs_Unem_LFW_C16_P,Lfs_Unem_LFW_C21_M,Lfs_Unem_LFW_C21_F,Lfs_Unem_LFW_C21_P,Lfs_Tot_LForc_C11_M,Lfs_Tot_LForc_C11_F,Lfs_Tot_LForc_C11_P,Lfs_Tot_LForc_C16_M,Lfs_Tot_LForc_C16_F,Lfs_Tot_LForc_C16_P,Lfs_Tot_LForc_C21_M,Lfs_Tot_LForc_C21_F,Lfs_Tot_LForc_C21_P,N_LForc_C11_M,N_LForc_C11_F,N_LForc_C11_P,N_LForc_C16_M,N_LForc_C16_F,N_LForc_C16_P,N_LForc_C21_M,N_LForc_C21_F,N_LForc_C21_P,Pcnt_Unemp_C11_M,Pcnt_Unemp_C11_F,Pcnt_Unemp_C11_P,Pcnt_Unemp_C16_M,Pcnt_Unemp_C16_F,Pcnt_Unemp_C16_P,Pcnt_Unemp_C21_M,Pcnt_Unemp_C21_F,Pcnt_Unemp_C21_P,Pcnt_LForc_prt_C11_M,Pcnt_LForc_prt_C11_F,Pcnt_LForc_prt_C11_P,Pcnt_LForc_prt_C16_M,Pcnt_LForc_prt_C16_F,Pcnt_LForc_prt_C16_P,Pcnt_LForc_prt_C21_M,Pcnt_LForc_prt_C21_F,Pcnt_LForc_prt_C21_P,Pcnt_Emp_to_pop_C11_M,Pcnt_Emp_to_pop_C11_F,Pcnt_Emp_to_pop_C11_P,Pcnt_Emp_to_pop_C16_M,Pcnt_Emp_to_pop_C16_F,Pcnt_Emp_to_pop_C16_P,Pcnt_Emp_to_pop_C21_M,Pcnt_Emp_to_pop_C21_F,Pcnt_Emp_to_pop_C21_P,H_no_sc_qu_Po_De_C11_M,H_no_sc_qu_Po_De_C11_F,H_no_sc_qu_Po_De_C11_P,H_no_sc_qu_Po_De_C16_M,H_no_sc_qu_Po_De_C16_F,H_no_sc_qu_Po_De_C16_P,H_no_sc_qu_Po_De_C21_M,H_no_sc_qu_Po_De_C21_F,H_no_sc_qu_Po_De_C21_P,H_n_s_q_Gr_D_G_Ce_C11_M,H_n_s_q_Gr_D_G_Ce_C11_F,H_n_s_q_Gr_D_G_Ce_C11_P,H_n_s_q_Gr_D_G_Ce_C16_M,H_n_s_q_Gr_D_G_Ce_C16_F,H_n_s_q_Gr_D_G_Ce_C16_P,H_n_s_q_Gr_D_G_Ce_C21_M,H_n_s_q_Gr_D_G_Ce_C21_F,H_n_s_q_Gr_D_G_Ce_C21_P,H_n_s_q_BD_C11_M,H_n_s_q_BD_C11_F,H_n_s_q_BD_C11_P,H_n_s_q_BD_C16_M,H_n_s_q_BD_C16_F,H_n_s_q_BD_C16_P,H_n_s_q_BD_C21_M,H_n_s_q_BD_C21_F,H_n_s_q_BD_C21_P,H_n_s_q_AdDip_DL_C11_M,H_n_s_q_AdDip_DL_C11_F,H_n_s_q_AdDip_DL_C11_P,H_n_s_q_AdDip_DL_C16_M,H_n_s_q_AdDip_DL_C16_F,H_n_s_q_AdDip_DL_C16_P,H_n_s_q_AdDip_DL_C21_M,H_n_s_q_AdDip_DL_C21_F,H_n_s_q_AdDip_DL_C21_P,H_n_s_q_Cert_III_IV_C11_M,H_n_s_q_Cert_III_IV_C11_F,H_n_s_q_Cert_III_IV_C11_P,H_n_s_q_Cert_III_IV_C16_M,H_n_s_q_Cert_III_IV_C16_F,H_n_s_q_Cert_III_IV_C16_P,H_n_s_q_Cert_III_IV_C21_M,H_n_s_q_Cert_III_IV_C21_F,H_n_s_q_Cert_III_IV_C21_P,H_n_s_q_Cert_I_II_C11_M,H_n_s_q_Cert_I_II_C11_F,H_n_s_q_Cert_I_II_C11_P,H_n_s_q_Cert_I_II_C16_M,H_n_s_q_Cert_I_II_C16_F,H_n_s_q_Cert_I_II_C16_P,H_n_s_q_Cert_I_II_C21_M,H_n_s_q_Cert_I_II_C21_F,H_n_s_q_Cert_I_II_C21_P,H_n_s_q_Cert_Lev_nfd_C11_M,H_n_s_q_Cert_Lev_nfd_C11_F,H_n_s_q_Cert_Lev_nfd_C11_P,H_n_s_q_Cert_Lev_nfd_C16_M,H_n_s_q_Cert_Lev_nfd_C16_F,H_n_s_q_Cert_Lev_nfd_C16_P,H_n_s_q_Cert_Lev_nfd_C21_M,H_n_s_q_Cert_Lev_nfd_C21_F,H_n_s_q_Cert_Lev_nfd_C21_P,H_n_s_q_Cert_Lev_Tot_C11_M,H_n_s_q_Cert_Lev_Tot_C11_F,H_n_s_q_Cert_Lev_Tot_C11_P,H_n_s_q_Cert_Lev_Tot_C16_M,H_n_s_q_Cert_Lev_Tot_C16_F,H_n_s_q_Cert_Lev_Tot_C16_P,H_n_s_q_Cert_Lev_Tot_C21_M,H_n_s_q_Cert_Lev_Tot_C21_F,H_n_s_q_Cert_Lev_Tot_C21_P,Mi_Liv_SA_1yr_ag_C11_M,Mi_Liv_SA_1yr_ag_C11_F,Mi_Liv_SA_1yr_ag_C11_P,Mi_Liv_SA_1yr_ag_C16_M,Mi_Liv_SA_1yr_ag_C16_F,Mi_Liv_SA_1yr_ag_C16_P,Mi_Liv_SA_1yr_ag_C21_M,Mi_Liv_SA_1yr_ag_C21_F,Mi_Liv_SA_1yr_ag_C21_P,Mi_Liv_DA_1yr_ag_C11_M,Mi_Liv_DA_1yr_ag_C11_F,Mi_Liv_DA_1yr_ag_C11_P,Mi_Liv_DA_1yr_ag_C16_M,Mi_Liv_DA_1yr_ag_C16_F,Mi_Liv_DA_1yr_ag_C16_P,Mi_Liv_DA_1yr_ag_C21_M,Mi_Liv_DA_1yr_ag_C21_F,Mi_Liv_DA_1yr_ag_C21_P,Mi_Liv_SA_5yrs_ag_C11_M,Mi_Liv_SA_5yrs_ag_C11_F,Mi_Liv_SA_5yrs_ag_C11_P,Mi_Liv_SA_5yrs_ag_C16_M,Mi_Liv_SA_5yrs_ag_C16_F,Mi_Liv_SA_5yrs_ag_C16_P,Mi_Liv_SA_5yrs_ag_C21_M,Mi_Liv_SA_5yrs_ag_C21_F,Mi_Liv_SA_5yrs_ag_C21_P,Mi_Liv_DA_5yrs_ag_C11_M,Mi_Liv_DA_5yrs_ag_C11_F,Mi_Liv_DA_5yrs_ag_C11_P,Mi_Liv_DA_5yrs_ag_C16_M,Mi_Liv_DA_5yrs_ag_C16_F,Mi_Liv_DA_5yrs_ag_C16_P,Mi_Liv_DA_5yrs_ag_C21_M,Mi_Liv_DA_5yrs_ag_C21_F,Mi_Liv_DA_5yrs_ag_C21_P
302,75137,81340,156470,81218,88248,169462,88597,95851,184450,38955,25212,64165,40753,27122,67876,42735,29527,72261,8929,18958,27885,10429,21154,31585,12442,22836,35281,2738,3120,5855,2170,2980,5149,4259,6456,10712,2735,2230,4963,3707,3098,6807,3092,2527,5613,53352,49518,102872,57063,54355,111416,62525,61344,123873,17922,28111,46039,19955,29170,49126,22331,30814,53140,5.1,4.5,4.8,6.5,5.7,6.1,4.9,4.1,4.5,71,60.9,65.7,70.3,61.6,65.7,70.6,64,67.2,67.4,58.1,62.6,65.7,58.1,61.7,67.1,61.4,64.1,2825,2491,5318,4031,4175,8201,5738,6205,11943,1159,1888,3046,1569,2571,4139,2040,3643,5683,10557,13705,24266,12998,17448,30450,16594,22153,38743,5879,7484,13360,7493,9398,16893,8724,10851,19574,16572,6964,23538,18076,8844,26918,18810,10494,29306,663,1072,1731,728,1021,1748,948,1170,2117,859,1493,2353,1197,1730,2929,1333,1863,3191,18102,9524,27623,19997,11593,31593,21088,13530,34617,72646,77478,150124,75392,80122,155514,86205,91280,177481,14807,15516,30324,16548,17414,33961,17339,18575,35918,45337,49107,94444,47283,50873,98156,52237,55749,107988,36211,38353,74563,41026,43388,84415,45522,48609,94131
303,125603,131747,257356,136193,143335,279525,147481,155320,302801,62191,39465,101660,63276,41000,104280,67938,46047,113991,17113,31413,48523,20658,35076,55733,23792,38427,62219,4115,4788,8909,3324,4371,7692,6972,9650,16622,5203,4489,9693,7255,6216,13472,5965,4941,10913,88623,80158,168783,94511,86666,181178,104668,99075,203741,30348,45796,76150,34377,49523,83901,36473,50309,86779,5.9,5.6,5.7,7.7,7.2,7.4,5.7,5,5.4,70.6,60.8,65.6,69.4,60.5,64.8,71,63.8,67.3,66.4,57.4,61.8,64.1,56.1,60,66.9,60.6,63.7,8100,7018,15117,11304,10891,22195,15045,15222,30267,2106,3519,5631,2732,4566,7308,3496,6120,9620,22786,27355,50137,27683,33603,61283,34505,41227,75731,9998,12157,22152,11826,14017,25845,13450,15948,29398,22235,9142,31373,22657,10660,33313,23342,12589,35928,947,1590,2532,982,1451,2433,1373,1632,3012,1240,2129,3365,1678,2545,4224,1823,2690,4515,24419,12851,37273,25318,14653,39968,26540,16911,43451,118711,124290,242997,122168,127417,249584,141692,147254,288948,26432,26942,53372,31300,32171,63472,31744,32615,64358,71748,76710,148458,74957,79448,154407,83953,88365,172320,64186,65772,129949,72437,74273,146715,79819,82454,162278
304,66728,71528,138256,69686,75348,145038,73781,79104,152886,34359,20326,54693,33404,20258,53667,34535,22220,56751,9143,19120,28266,9890,20346,30235,10909,19896,30808,2129,2637,4766,1686,2319,4000,3757,5736,9499,2493,2215,4706,3455,3034,6495,2728,2222,4957,48123,44304,92426,48433,45960,94393,51933,50078,102019,16002,24473,40481,18146,25830,43975,19527,26859,46388,5.2,5,5.1,7.1,6.6,6.9,5.3,4.4,4.9,72.1,61.9,66.9,69.5,61,65.1,70.4,63.3,66.7,68.4,58.8,63.5,64.5,57,60.6,66.7,60.5,63.5,7027,5288,12318,8238,6783,15021,10426,9418,19843,1569,2570,4135,1868,3205,5076,2297,3968,6267,15498,17561,33062,16628,19645,36272,18893,22417,41311,5636,6968,12606,6150,7596,13745,6634,8083,14722,9437,4202,13636,9957,5124,15077,10229,5730,15961,456,712,1170,460,693,1151,668,821,1484,651,1159,1812,842,1303,2145,900,1434,2337,10544,6074,16617,11252,7121,18375,11804,7984,19786,64931,68353,133290,66137,69800,135932,74007,77475,151483,14612,14844,29457,15099,15683,30783,15088,15840,30926,40194,43151,83346,41900,44697,86600,45602,48337,93940,34554,35701,70258,36643,38119,74762,39171,40955,80127
305,96231,96445,192673,106847,108638,215488,125263,128533,253794,51540,36242,87785,53819,38396,92215,62287,46701,108990,12757,22595,35352,15792,26479,42270,19965,31007,50975,2879,3461,6345,2475,3304,5778,6425,9229,15655,3536,3095,6630,4969,4297,9268,4728,4006,8738,70716,65396,136109,77061,72470,149530,93408,90946,184353,17717,25268,42984,20507,27608,48119,24461,31018,55484,5,4.7,4.9,6.5,5.9,6.2,5.1,4.4,4.7,73.5,67.8,70.6,72.1,66.7,69.4,74.6,70.8,72.6,69.8,64.6,67.2,67.5,62.8,65.1,70.8,67.6,69.2,8402,7432,15830,10874,10444,21322,15356,15539,30901,2372,3865,6237,2935,4749,7688,3926,6458,10388,24732,27108,51843,28502,32048,60555,36843,41422,78266,7665,9042,16713,8768,9910,18678,10858,12543,23400,12436,5717,18153,13132,6696,19832,15048,8741,23788,706,914,1622,647,841,1491,1037,1119,2156,882,1298,2181,1155,1537,2692,1319,1867,3183,14020,7931,21949,14939,9076,24018,17398,11721,29121,75155,76330,151484,78556,79389,157951,97681,99159,196841,27242,27988,55233,32006,32962,64968,37909,40169,78076,39548,41202,80744,41384,42775,84162,48184,49064,97251,57557,58185,115743,66652,67313,133961,82023,85158,167183
306,87303,89216,176518,94656,97880,192536,101817,104950,206767,39979,24821,64802,39276,25898,65173,39888,27091,66980,10144,20976,31117,11564,23278,34843,14000,26628,40631,3637,3322,6959,3053,3074,6127,3969,4087,8055,4257,3452,7714,5106,3926,9032,3934,3111,7045,58015,52580,110593,59003,56175,115176,61796,60920,122714,21991,30470,52460,26119,32587,58702,29429,34636,64068,7.3,6.6,7,8.7,7,7.8,6.4,5.1,5.7,66.5,58.9,62.7,62.3,57.4,59.8,60.7,58,59.3,61.6,55.1,58.3,56.9,53.4,55.1,56.8,55.1,55.9,1436,1589,3030,1936,2403,4340,2648,3637,6284,713,1342,2052,926,1959,2881,1202,2750,3952,6341,10349,16697,7567,12731,20302,9093,15523,24607,5249,7713,12960,6569,9793,16362,7632,11294,18923,23873,9533,33405,25957,11819,37779,27706,14711,42420,894,1665,2562,1071,1601,2675,1367,1840,3213,888,1699,2581,1475,2243,3718,1470,1992,3464,25657,12897,38553,28504,15664,44164,30543,18547,49095,82434,82845,165277,85403,86108,171510,92659,94314,186975,19720,21272,40992,19233,20648,39885,19503,20949,40455,50190,49404,99593,54720,54141,108864,59033,59200,118229,44333,47725,92052,44974,48080,93051,47139,50463,97597
307,47669,47494,95169,50318,50081,100401,51552,52074,103622,24593,11752,36341,23194,11904,35098,22749,12716,35461,4156,11380,15539,4913,11516,16433,5193,12352,17546,1953,1672,3621,1684,1651,3340,1908,1949,3852,1196,1068,2267,1722,1476,3200,1382,1138,2524,31906,25868,57773,31513,26549,58063,31231,28151,59387,12402,18845,31243,14107,19239,33345,15166,19284,34451,3.8,4.1,3.9,5.5,5.6,5.5,4.4,4,4.2,66.9,54.5,60.7,62.6,53,57.8,60.6,54.1,57.3,64.4,52.2,58.3,59.2,50.1,54.6,57.9,51.9,54.9,359,389,744,469,588,1054,569,879,1448,258,573,838,281,688,966,376,920,1302,2287,4464,6751,2547,5166,7717,2977,6002,8979,2123,3256,5385,2685,4277,6966,2832,4569,7395,10599,4860,15461,12169,6051,18218,13071,7933,21002,488,876,1364,548,914,1465,708,1078,1783,596,839,1432,815,1151,1971,753,977,1727,11679,6580,18255,13532,8117,21655,14531,9991,24519,47525,46766,94293,47765,46795,94557,48673,48667,97341,9436,9846,19280,8856,9272,18124,8675,9153,17832,31003,29975,60977,32260,31132,63381,33159,32286,65445,21834,22752,44584,21152,21908,43057,20960,22535,43493
308,83992,80472,164465,87755,85376,173127,91214,89710,180921,46251,22500,68751,41646,21741,63387,41736,24261,65997,6578,18907,25489,8095,20354,28454,9150,21926,31070,3774,3114,6893,3047,2773,5820,3824,3706,7527,2392,2274,4669,5325,3957,9282,3315,2732,6055,59001,46799,105800,58105,48833,106942,58029,52625,110652,17830,28299,46121,21409,29673,51077,23876,30275,54151,4.1,4.9,4.4,9.2,8.1,8.7,5.7,5.2,5.5,70.2,58.2,64.3,66.2,57.2,61.8,63.6,58.7,61.2,67.4,55.3,61.5,60.2,52.6,56.4,60,55.6,57.8,1119,965,2078,1340,1319,2665,1648,1906,3556,609,1046,1657,759,1435,2194,840,1846,2685,4954,8260,13217,5191,9655,14851,5734,11175,16908,3654,5175,8828,4387,6437,10823,4728,7439,12169,24008,8348,32350,26473,11045,37519,27558,14167,41724,750,1641,2397,1011,1652,2659,1391,1982,3374,767,1238,2005,1260,1602,2864,1231,1567,2798,25524,11231,36747,28739,14295,43037,30178,17719,47899,78747,76563,155313,81892,79457,161348,84935,84594,169532,19264,18964,38224,17061,18089,35148,17519,18747,36265,47821,46020,93850,51398,48653,100045,54896,53190,108082,42717,42681,85398,42179,43619,85801,41354,44319,85675
309,199688,213569,413262,224184,242353,466537,253192,274915,528109,90043,53909,143957,99156,60655,159811,104292,65974,170268,27034,53372,80410,31656,62551,94210,39328,71034,110362,6513,6805,13320,5901,6967,12873,12863,18954,31821,10120,8865,18983,10305,9685,19987,9449,8172,17622,133717,122954,256667,147015,139857,286876,165933,164134,330070,51114,76382,127500,59261,83849,143113,70433,93476,163908,7.6,7.2,7.4,7,6.9,7,5.7,5,5.3,67,57.6,62.1,65.6,57.7,61.5,65.5,59.7,62.5,61.9,53.4,57.5,61,53.7,57.2,61.8,56.7,59.2,5111,4740,9850,7256,7771,15032,11387,12894,24289,1632,3017,4646,2390,4548,6931,3385,7178,10569,19042,25884,44927,24255,34354,58609,32838,47319,80153,14579,21913,36492,18873,29186,48063,24041,36034,60070,51402,22409,73813,58432,28330,86758,64684,35235,99917,1789,3286,5073,1724,3150,4872,2585,3706,6295,2260,4766,7026,3956,6506,10463,4304,6821,11126,55449,30454,85914,64111,37983,102088,71580,45766,117341,182618,191675,374293,196017,206455,402471,233618,246689,480316,45902,49788,95689,51276,55815,107091,55310,60606,115913,101912,107531,209445,113474,118828,232299,131751,138257,270001,111769,119663,231425,124590,134759,259349,141898,154812,296707
310,107170,109357,216530,123477,126809,250289,140826,145446,286265,51813,29095,80906,54667,32439,87101,60489,38095,98578,10407,23594,33997,13571,27847,41418,16940,31576,48518,4003,3795,7800,3508,3941,7444,6528,9170,15699,4894,4511,9406,6935,6433,13365,6079,5483,11558,71116,60993,132105,78683,70652,149334,90029,84326,174357,29966,42826,72792,36093,47229,83325,42421,52972,95390,6.9,7.4,7.1,8.8,9.1,9,6.8,6.5,6.6,66.4,55.8,61,63.7,55.7,59.7,63.9,58,60.9,61.8,51.6,56.7,58.1,50.6,54.3,59.6,54.2,56.9,1963,1739,3698,2737,3001,5742,4382,4846,9232,824,1366,2196,1102,2095,3197,1572,3434,5003,7071,10598,17667,9059,14161,23219,12514,19652,32168,6163,8371,14534,8435,12391,20831,10616,15564,26178,25538,11778,37321,30402,16752,47155,35712,22466,58169,1244,2297,3539,1447,2282,3724,2125,2999,5129,1090,2130,3217,1946,2922,4864,2135,3088,5218,27872,16207,44082,33798,21948,55747,39969,28548,68518,106090,108251,214340,116463,119418,235884,138251,142301,280549,22944,24086,47026,25494,26633,52125,27684,29533,57217,62804,63710,126522,72050,72886,144934,81228,82434,163659,55487,58478,113966,61381,65322,126703,73579,78910,152492
311,109579,113565,223148,120356,125647,246000,136608,142933,279545,55189,31158,86340,56155,32261,88413,59720,35039,94758,11915,25758,37675,13757,27784,41541,17115,31382,48495,4429,4015,8444,3586,3779,7364,5944,8214,14155,5289,4882,10171,6809,6468,13276,6208,5606,11813,76826,65807,142632,80303,70288,150592,88983,80239,169218,26325,41863,68185,32128,47276,79401,38176,53170,91341,6.9,7.4,7.1,8.5,9.2,8.8,7,7,7,70.1,57.9,63.9,66.7,55.9,61.2,65.1,56.1,60.5,65.3,53.6,59.4,61.1,50.8,55.8,60.6,52.2,56.3,1459,1379,2835,2115,2275,4386,3202,3809,7009,619,1168,1784,863,1825,2689,1122,2818,3937,6212,10080,16291,7735,12555,20293,10296,16617,26914,5699,8920,14612,7713,12452,20163,9545,15778,25320,28981,12591,41571,33016,17364,50384,37368,22540,59903,1343,2468,3805,1350,2300,3655,1953,2836,4788,1172,2403,3571,2017,3099,5119,2178,3241,5417,31491,17457,48949,36392,22769,59162,41493,28617,70103,112691,114686,227384,117080,119864,236942,137061,140829,277893,21556,22761,44316,24520,25526,50044,26102,27361,53457,68404,68866,137270,74774,75502,150275,82591,83760,166351,55006,58224,113223,59142,62559,121702,69656,73957,143614
312,68943,62311,131255,69072,65429,134499,74315,71016,145327,40420,18793,59217,34333,17510,51849,36232,20742,56965,4954,15029,19986,6086,15706,21788,6707,17899,24605,3231,2446,5678,2517,2234,4753,3115,2856,5975,1417,1737,3159,3499,3096,6598,1899,1626,3523,50030,38002,88033,46435,38545,84984,47948,43118,91063,11611,20574,32182,14405,21227,35627,15725,21006,36735,2.8,4.6,3.6,7.5,8,7.8,4,3.8,3.9,72.6,61,67.1,67.2,58.9,63.2,64.5,60.7,62.7,70.5,58.2,64.7,62.2,54.2,58.3,62,58.4,60.2,642,649,1289,748,856,1608,1090,1341,2430,367,729,1094,460,980,1446,523,1330,1854,3449,6158,9613,3690,7138,10829,4278,8673,12950,2858,4379,7239,3461,5230,8681,3812,6076,9890,21987,6884,28865,22516,8764,31282,23752,11107,34858,567,1228,1795,626,1207,1828,866,1378,2246,561,1127,1687,892,1439,2334,903,1341,2241,23112,9237,32353,24037,11415,35446,25517,13822,39344,62107,58793,120901,62200,59384,121581,65466,63857,129322,16004,15366,31369,13061,13985,27053,14144,15141,29287,37043,34750,71796,39109,36169,75276,41727,39574,81299,35342,34095,69439,32037,33346,65385,33154,35074,68230
313,82620,88228,170844,91946,98563,190506,104531,112255,216792,35702,19813,55512,36695,20932,57625,39249,23847,63089,8845,19698,28544,10234,21920,32148,12351,24365,36718,3101,2816,5919,2640,2807,5444,4570,6578,11148,3826,3411,7240,4920,4510,9431,4093,3407,7497,51473,45734,97212,54481,50165,104647,60253,58195,118448,25852,37632,63489,31106,41398,72500,38002,47858,85865,7.4,7.5,7.4,9,9,9,6.8,5.8,6.3,62.3,51.8,56.9,59.3,50.9,54.9,57.6,51.8,54.6,57.7,48,52.7,53.9,46.3,50,53.7,48.8,51.2,926,910,1836,1212,1411,2629,1832,2290,4120,552,1040,1593,726,1524,2256,1030,2417,3450,4290,7049,11338,5025,9077,14100,7143,12565,19707,4672,7012,11691,6181,10074,16260,7818,12895,20721,22521,10118,32644,26565,13868,40433,30761,18597,49360,933,1765,2698,1044,1697,2741,1421,2099,3523,894,1929,2827,1558,2484,4045,1836,2714,4554,24351,13815,38170,29170,18045,47213,34017,23418,57437,80401,84181,164580,85362,89504,174871,99041,105019,204062,17426,19178,36608,18028,19602,37629,19816,22002,41818,47594,49808,97405,53461,55337,108797,59102,61598,120702,43040,46799,89845,45618,49823,95441,53283,59210,112495
314,62593,65781,128376,72884,77481,150363,82229,87990,170216,36182,20191,56372,39230,22663,61894,41133,25645,66775,7154,18039,25193,8726,21321,30047,11051,23084,34141,2402,2722,5126,2133,2598,4734,3989,6197,10190,2231,2107,4340,3348,3245,6587,3059,2628,5688,47967,43064,91028,53438,49823,103260,59241,57556,116791,12324,20591,32918,15934,24171,40104,19781,27382,47162,4.7,4.9,4.8,6.3,6.5,6.4,5.2,4.6,4.9,76.6,65.5,70.9,73.3,64.3,68.7,72,65.4,68.6,73.1,62.3,67.5,68.7,60.1,64.3,68.3,62.4,65.3,1701,1398,3099,2421,2307,4728,3560,3786,7348,832,1420,2251,1142,2037,3183,1448,2884,4335,6571,9204,15779,8234,12226,20462,10821,16158,26980,5421,6642,12060,7048,9232,16283,8339,11060,19393,16980,7181,24159,20108,10277,30383,22082,13106,35186,609,1150,1764,750,1171,1916,1081,1567,2643,741,1427,2173,1165,1852,3013,1337,2085,3423,18339,9753,28093,22019,13304,35321,24502,16756,41257,66033,67878,133909,73091,75556,148641,86252,89188,175442,12760,13443,26202,15156,16285,31441,15521,16630,32153,39566,40508,80075,45702,46795,92503,52840,53831,106668,33108,35177,68280,38052,40854,78906,42627,46248,88876
315,33514,29251,62765,31895,29147,61038,32237,29910,62149,16776,9830,26608,14582,9332,23912,13856,9786,23638,2708,5240,7940,2436,5099,7528,2518,5096,7616,1611,1215,2823,1227,1088,2317,1500,1399,2895,1176,936,2110,1643,1249,2891,1124,898,2019,22269,17213,39487,19886,16770,36651,18994,17181,36174,7685,9563,17245,8463,9406,17868,9046,9295,18342,5.3,5.4,5.3,8.3,7.4,7.9,5.9,5.2,5.6,66.4,58.8,62.9,62.4,57.5,60,58.9,57.4,58.2,62.9,55.6,59.5,57.2,53.3,55.3,55.4,54.4,55,267,328,595,310,459,773,397,586,984,155,376,539,163,486,651,180,590,774,1470,2840,4308,1398,2974,4371,1511,3401,4909,1236,1813,3053,1303,2079,3386,1341,2316,3661,7655,2791,10452,7917,3421,11342,8168,4229,12394,444,689,1136,495,697,1190,552,716,1269,342,457,806,435,499,941,384,451,836,8448,3946,12394,8852,4615,13472,9106,5396,14502,31360,29081,60435,29929,28162,58087,29038,27840,56879,6851,6530,13374,5562,5697,11266,5790,6076,11870,20840,19142,39979,20668,19226,39888,19460,18403,37854,14108,13450,27555,12350,12311,24662,12475,12861,25339
316,118765,130075,248837,135584,149110,284697,157110,173886,330997,48581,27550,76129,54040,30861,84900,59526,35795,95325,16599,34177,50778,18844,40070,58912,23705,45704,69414,4178,3993,8174,3821,4018,7837,8099,11703,19802,5443,4826,10268,6034,5530,11565,4552,4007,8560,74797,70545,145343,82735,80471,163207,95890,97212,193100,37548,53731,91281,43995,59653,103645,51918,67348,119267,7.3,6.8,7.1,7.3,6.9,7.1,4.7,4.1,4.4,63,54.2,58.4,61,54,57.3,61,55.9,58.3,58.4,50.5,54.3,56.6,50.3,53.3,58.1,53.6,55.8,2623,2380,5002,3806,4052,7856,6307,7228,13535,1364,2505,3867,1877,3605,5480,2593,5300,7898,10791,15773,26563,13939,21297,35231,19760,30583,50344,8945,13625,22572,11552,17696,29250,14545,21999,36545,33664,14099,47764,39022,18563,57587,44233,23635,67866,1194,2161,3351,1183,2181,3366,1611,2725,4328,1414,2859,4275,2492,4080,6574,2723,4239,6962,36270,19114,55388,42698,24826,67522,48560,30596,79157,114430,122060,236493,122165,131120,253292,146487,157934,304425,25557,28504,54060,29815,32693,62511,32848,36686,69535,67234,71422,138656,73864,78324,152185,85346,91034,176379,64241,71051,135292,73337,80833,154164,85462,95244,180703
317,52512,57577,110089,56937,62297,119238,61863,68358,130221,26000,14321,40320,26134,15160,41295,27759,17777,45533,5710,14173,19885,6579,15121,21704,8179,17160,25341,2000,1929,3932,1533,1860,3387,1949,2604,4549,1734,1622,3353,2727,2298,5027,2091,1870,3961,35445,32048,67491,36971,34438,71413,39981,39414,79389,14145,22537,36680,15859,23485,39342,18296,25598,43898,4.9,5.1,5,7.4,6.7,7,5.2,4.7,5,67.5,55.7,61.3,64.9,55.3,59.9,64.6,57.7,61,64.2,52.8,58.3,60.1,51.6,55.7,61.2,54.9,57.9,1494,1250,2740,1958,1885,3840,2691,2746,5433,564,990,1554,711,1364,2071,944,1957,2897,4732,7151,11887,5666,8763,14430,6721,11126,17841,3201,4634,7841,3822,5771,9591,4542,6895,11442,12660,5909,18567,14451,7750,22204,16013,9988,26005,576,1117,1690,662,1011,1676,894,1318,2211,482,985,1471,829,1296,2128,863,1331,2195,13719,8010,21733,15947,10060,26012,17774,12643,30416,51693,55454,107149,52952,56836,109791,60036,64742,124775,11899,12854,24751,12290,13294,25582,13006,14290,27298,30559,32870,63429,32425,34736,67161,36246,38779,75022,28377,30934,59312,29685,32348,62034,32639,36230,68872
