SA4_CODE_2021,Per_age_15over_C11_M,Per_age_15over_C11_F,Per_age_15over_C11_P,Per_age_15over_C16_M,Per_age_15over_C16_F,Per_age_15over_C16_P,Per_age_15over_C21_M,Per_age_15over_C21_F,Per_age_15over_C21_P,Lfs_Em_FT_C11_M,Lfs_Em_FT_C11_F,Lfs_Em_FT_C11_P,Lfs_Em_FT_C16_M,Lfs_Em_FT_C16_F,Lfs_Em_FT_C16_P,Lfs_Em_FT_C21_M,Lfs_Em_FT_C21_F,Lfs_Em_FT_C21_P,Lfs_Em_PT_C11_M,Lfs_Em_PT_C11_F,Lfs_Em_PT_C11_P,Lfs_Em_PT_C16_M,Lfs_Em_PT_C16_F,Lfs_Em_PT_C16_P,Lfs_Em_PT_C21_M,Lfs_Em_PT_C21_F,Lfs_Em_PT_C21_P,Lfs_Em_AFWr_C11_M,Lfs_Em_AFWr_C11_F,Lfs_Em_AFWr_C11_P,Lfs_Em_AFWr_C16_M,Lfs_Em_AFWr_C16_F,Lfs_Em_AFWr_C16_P,Lfs_Em_AFWr_C21_M,Lfs_Em_AFWr_C21_F,Lfs_Em_AFWr_C21_P,Lfs_Unem_LFW_C11_M,Lfs_Unem_LFW_C11_F,Lfs_Unem_LFW_C11_P,Lfs_Unem_LFW_C16_M,Lfs_Unem_LFW_C16_F,Lfs_Unem_LFW_C16_P,Lfs_Unem_LFW_C21_M,Lfs_Unem_LFW_C21_F,Lfs_Unem_LFW_C21_P,Lfs_Tot_LForc_C11_M,Lfs_Tot_LForc_C11_F,Lfs_Tot_LForc_C11_P,Lfs_Tot_LForc_C16_M,Lfs_Tot_LForc_C16_F,Lfs_Tot_LForc_C16_P,Lfs_Tot_LForc_C21_M,Lfs_Tot_LForc_C21_F,Lfs_Tot_LForc_C21_P,N_LForc_C11_M,N_LForc_C11_F,N_LForc_C11_P,N_LForc_C16_M,N_LForc_C16_F,N_LForc_C16_P,N_LForc_C21_M,N_LForc_C21_F,N_LForc_C21_P,Pcnt_Unemp_C11_M,Pcnt_Unemp_C11_F,Pcnt_Unemp_C11_P,Pcnt_Unemp_C16_M,Pcnt_Unemp_C16_F,Pcnt_Unemp_C16_P,Pcnt_Unemp_C21_M,Pcnt_Unemp_C21_F,Pcnt_Unemp_C21_P,Pcnt_LForc_prt_C11_M,Pcnt_LForc_prt_C11_F,Pcnt_LForc_prt_C11_P,Pcnt_LForc_prt_C16_M,Pcnt_LForc_prt_C16_F,Pcnt_LForc_prt_C16_P,Pcnt_LForc_prt_C21_M,Pcnt_LForc_prt_C21_F,Pcnt_LForc_prt_C21_P,Pcnt_Emp_to_pop_C11_M,Pcnt_Emp_to_pop_C11_F,Pcnt_Emp_to_pop_C11_P,Pcnt_Emp_to_pop_C16_M,Pcnt_Emp_to_pop_C16_F,Pcnt_Emp_to_pop_C16_P,Pcnt_Emp_to_pop_C21_M,Pcnt_Emp_to_pop_C21_F,Pcnt_Emp_to_pop_C21_P,H_no_sc_qu_Po_De_C11_M,H_no_sc_qu_Po_De_C11_F,H_no_sc_qu_Po_De_C11_P,H_no_sc_qu_Po_De_C16_M,H_no_sc_qu_Po_De_C16_F,H_no_sc_qu_Po_De_C16_P,H_no_sc_qu_Po_De_C21_M,H_no_sc_qu_Po_De_C21_F,H_no_sc_qu_Po_De_C21_P,H_n_s_q_Gr_D_G_Ce_C11_M,H_n_s_q_Gr_D_G_Ce_C11_F,H_n_s_q_Gr_D_G_Ce_C11_P,H_n_s_q_Gr_D_G_Ce_C16_M,H_n_s_q_Gr_D_G_Ce_C16_F,H_n_s_q_Gr_D_G_Ce_C16_P,H_n_s_q_Gr_D_G_Ce_C21_M,H_n_s_q_Gr_D_G_Ce_C21_F,H_n_s_q_Gr_D_G_Ce_C21_P,H_n_s_q_BD_C11_M,H_n_s_q_BD_C11_F,H_n_s_q_BD_C11_P,H_n_s_q_BD_C16_M,H_n_s_q_BD_C16_F,H_n_s_q_BD_C16_P,H_n_s_q_BD_C21_M,H_n_s_q_BD_C21_F,H_n_s_q_BD_C21_P,H_n_s_q_AdDip_DL_C11_M,H_n_s_q_AdDip_DL_C11_F,H_n_s_q_AdDip_DL_C11_P,H_n_s_q_AdDip_DL_C16_M,H_n_s_q_AdDip_DL_C16_F,H_n_s_q_AdDip_DL_C16_P,H_n_s_q_AdDip_DL_C21_M,H_n_s_q_AdDip_DL_C21_F,H_n_s_q_AdDip_DL_C21_P,H_n_s_q_Cert_III_IV_C11_M,H_n_s_q_Cert_III_IV_C11_F,H_n_s_q_Cert_III_IV_C11_P,H_n_s_q_Cert_III_IV_C16_M,H_n_s_q_Cert_III_IV_C16_F,H_n_s_q_Cert_III_IV_C16_P,H_n_s_q_Cert_III_IV_C21_M,H_n_s_q_Cert_III_IV_C21_F,H_n_s_q_Cert_III_IV_C21_P,H_n_s_q_Cert_I_II_C11_M,H_n_s_q_Cert_I_II_C11_F,H_n_s_q_Cert_I_II_C11_P,H_n_s_q_Cert_I_II_C16_M,H_n_s_q_Cert_I_II_C16_F,H_n_s_q_Cert_I_II_C16_P,H_n_s_q_Cert_I_II_C21_M,H_n_s_q_Cert_I_II_C21_F,H_n_s_q_Cert_I_II_C21_P,H_n_s_q_Cert_Lev_nfd_C11_M,H_n_s_q_Cert_Lev_nfd_C11_F,H_n_s_q_Cert_Lev_nfd_C11_P,H_n_s_q_Cert_Lev_nfd_C16_M,H_n_s_q_Cert_Lev_nfd_C16_F,H_n_s_q_Cert_Lev_nfd_C16_P,H_n_s_q_Cert_Lev_nfd_C21_M,H_n_s_q_Cert_Lev_nfd_C21_F,H_n_s_q_Cert_Lev_nfd_C21_P,H_n_s_q_Cert_Lev_Tot_C11_M,H_n_s_q_Cert_Lev_Tot_C11_F,H_n_s_q_Cert_Lev_Tot_C11_P,H_n_s_q_Cert_Lev_Tot_C16_M,H_n_s_q_Cert_Lev_Tot_C16_F,H_n_s_q_Cert_Lev_Tot_C16_P,H_n_s_q_Cert_Lev_Tot_C21_M,H_n_s_q_Cert_Lev_Tot_C21_F,H_n_s_q_Cert_Lev_Tot_C21_P,Mi_Liv_SA_1yr_ag_C11_M,Mi_Liv_SA_1yr_ag_C11_F,Mi_Liv_SA_1yr_ag_C11_P,Mi_Liv_SA_1yr_ag_C16_M,Mi_Liv_SA_1yr_ag_C16_F,Mi_Liv_SA_1yr_ag_C16_P,Mi_Liv_SA_1yr_ag_C21_M,Mi_Liv_SA_1yr_ag_C21_F,Mi_Liv_SA_1yr_ag_C21_P,Mi_Liv_DA_1yr_ag_C11_M,Mi_Liv_DA_1yr_ag_C11_F,Mi_Liv_DA_1yr_ag_C11_P,Mi_Liv_DA_1yr_ag_C16_M,Mi_Liv_DA_1yr_ag_C16_F,Mi_Liv_DA_1yr_ag_C16_P,Mi_Liv_DA_1yr_ag_C21_M,Mi_Liv_DA_1yr_ag_C21_F,Mi_Liv_DA_1yr_ag_C21_P,Mi_Liv_SA_5yrs_ag_C11_M,Mi_Liv_SA_5yrs_ag_C11_F,Mi_Liv_SA_5yrs_ag_C11_P,Mi_Liv_SA_5yrs_ag_C16_M,Mi_Liv_SA_5yrs_ag_C16_F,Mi_Liv_SA_5yrs_ag_C16_P,Mi_Liv_SA_5yrs_ag_C21_M,Mi_Liv_SA_5yrs_ag_C21_F,Mi_Liv_SA_5yrs_ag_C21_P,Mi_Liv_DA_5yrs_ag_C11_M,Mi_Liv_DA_5yrs_ag_C11_F,Mi_Liv_DA_5yrs_ag_C11_P,Mi_Liv_DA_5yrs_ag_C16_M,Mi_Liv_DA_5yrs_ag_C16_F,Mi_Liv_DA_5yrs_ag_C16_P,Mi_Liv_DA_5yrs_ag_C21_M,Mi_Liv_DA_5yrs_ag_C21_F,Mi_Liv_DA_5yrs_ag_C21_P
318,85571,86344,171913,91146,92110,183256,94185,95753,189937,44577,25652,70233,41262,25567,66827,42409,28087,70495,8259,20388,28639,9622,21562,31182,10475,23425,33896,3672,3448,7122,2841,3068,5908,3289,3809,7098,2897,2842,5742,5493,4368,9861,3255,2582,5833,59401,52336,111733,59216,54564,113782,59428,57901,117332,19862,29113,48970,24277,30979,55258,25821,31083,56903,4.9,5.4,5.1,9.3,8,8.7,5.5,4.5,5,69.4,60.6,65,65,59.2,62.1,63.1,60.5,61.8,66,57.3,61.7,58.9,54.5,56.7,59.6,57.8,58.7,1598,1622,3224,2043,2263,4301,2607,3204,5809,585,1221,1809,810,1753,2561,908,2458,3363,6129,10539,16674,6835,12351,19191,7874,14178,22056,4347,6041,10383,5459,7886,13338,5930,8694,14627,23196,9000,32197,25491,11648,37139,25905,13772,39677,860,1507,2363,926,1492,2418,1179,1700,2885,728,1440,2173,1121,1679,2807,1181,1598,2780,24783,11950,36732,27532,14820,42355,28267,17073,45337,80666,81100,161765,82509,82963,165470,86364,87778,174142,19282,20436,39719,18981,19945,38924,17980,19572,37545,48753,48299,97050,51981,51512,103494,55466,55657,111123,44052,46450,90500,44712,47248,91962,43006,46401,89406
319,107002,112168,219171,115870,121068,236938,126106,132150,258256,38234,21056,59290,36304,21156,57460,38841,24749,63587,10722,23252,33970,11830,24565,36396,13745,27642,41390,3643,3261,6901,3014,2991,6006,4059,4276,8340,5330,4357,9693,6544,5054,11594,4906,3692,8593,57932,51932,109859,57692,53765,111459,61549,60367,121907,42335,54006,96337,48511,57943,106455,54973,62781,117757,9.2,8.4,8.8,11.3,9.4,10.4,8,6.1,7,54.1,46.3,50.1,49.8,44.4,47,48.8,45.7,47.2,49.2,42.4,45.7,44.1,40.2,42.1,44.9,42.9,43.9,962,954,1912,1264,1385,2650,1816,2216,4030,640,1317,1956,817,1770,2581,1045,2409,3454,4874,8818,13694,5509,10688,16192,6948,13556,20503,4907,7661,12568,6110,10097,16211,7300,12198,19489,28281,12133,40417,31878,15340,47217,36010,20766,56779,1363,2503,3865,1467,2362,3828,1933,2798,4725,1116,2213,3326,1984,2858,4838,1953,2833,4782,30762,16850,47610,35324,20562,55887,39898,26394,66293,104929,108009,212937,106112,109066,215173,115559,119533,235089,21051,22946,44003,20552,22292,42841,22486,24346,46836,65220,66425,131644,70998,71558,142549,74834,75845,150678,52447,56783,109228,50581,54984,105566,57044,62164,119201
397,269,188,450,65,79,144,149,28,183,120,41,159,20,13,37,25,0,26,15,28,47,6,10,20,0,0,0,21,18,38,3,9,13,6,0,8,6,5,7,6,0,5,0,0,3,160,87,246,34,36,65,31,3,35,55,67,125,25,37,58,6,0,11,3.1,4.5,3.6,6.3,2.9,4.5,3.1,33.3,5.7,60.4,47.3,55,49.2,42,45.2,21.2,9.7,19.2,58.5,45.2,53,46.2,40.7,43.2,20.5,6.5,18.1,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,28,0,4,3,3,0,4,19,9,26,5,6,15,0,5,4,67,20,87,10,12,23,18,0,14,7,0,13,0,4,3,7,0,7,8,3,8,0,0,0,4,0,4,78,28,102,17,10,23,25,0,25,181,140,313,48,54,104,39,5,47,49,27,78,6,17,23,3,0,4,115,100,219,35,47,83,17,3,20,109,63,171,31,20,45,26,3,30
399,6604,4880,11485,6507,5178,11690,7108,6127,13234,1535,710,2248,1110,643,1750,1003,602,1610,454,529,982,431,550,980,462,658,1119,205,149,363,208,146,354,244,247,492,573,398,970,613,372,985,466,384,851,2770,1792,4563,2356,1711,4073,2172,1892,4069,2659,2553,5208,2635,2513,5144,2898,2883,5780,20.6,22.2,0,26,21.8,0,21.5,20.1,0,42,36.7,0,36.2,33.1,0,30.6,30.9,0,33.3,28.5,0,26.8,25.8,0,24,24.7,0,122,117,233,142,126,266,171,197,369,37,69,108,50,69,118,66,101,168,471,633,1100,443,700,1148,494,831,1322,329,390,717,326,454,781,384,577,959,1495,416,1912,1390,508,1901,1449,778,2225,66,72,144,46,66,115,71,114,183,66,111,178,93,110,205,96,112,208,1629,599,2229,1538,685,2217,1616,1003,2617,1476,907,2384,1610,1128,2740,1455,1091,2545,4301,3766,8065,3598,3310,6911,4166,4209,8378,873,525,1398,1042,639,1683,948,648,1590,4649,3958,8611,4012,3677,7686,4429,4444,8873
401,111429,120458,231883,116860,126145,242999,126599,136278,262885,51257,30035,81288,50100,29774,79874,55664,35026,90686,15848,32031,47875,17358,33789,51151,21541,38733,60278,3564,4275,7836,2830,3836,6672,3384,4496,7878,3768,3292,7057,4978,4358,9332,4199,3637,7843,74433,69626,144059,75265,71758,147025,84785,81892,166679,31924,46130,78055,35563,48451,84017,37002,49711,86709,5.1,4.7,4.9,6.6,6.1,6.3,5,4.4,4.7,66.8,57.8,62.1,64.4,56.9,60.5,67,60.1,63.4,63.4,55.1,59.1,60.2,53.4,56.7,63.7,57.4,60.4,8016,6391,14412,9868,9265,19135,13665,13715,27375,2386,3990,6383,2840,4671,7517,3616,5962,9576,21878,25466,47342,24303,29031,53338,29269,35122,64396,9123,11592,20714,9903,12720,22625,10896,13603,24494,17505,8149,25649,18349,9246,27600,19868,11192,31057,850,1328,2183,818,1304,2121,935,1337,2272,1393,2170,3554,1753,2575,4326,1783,2458,4241,19744,11640,31386,20925,13126,34051,22586,14984,37570,107784,115441,223227,108478,115706,224191,121779,129533,251314,19461,21071,40536,20924,22217,43141,22947,23962,46910,72199,77770,149965,73601,78821,152426,78480,84144,162623,48493,52224,100718,51960,55499,107457,59896,63424,123317
402,154327,160013,314342,167143,173171,340320,181160,186196,367357,71436,37524,108962,70282,37712,107997,77291,43447,120741,17270,37948,55222,20578,42170,62750,26195,47634,73832,5482,5584,11063,4372,5063,9436,5548,6348,11893,6967,5744,12707,10573,8015,18589,8155,6663,14818,101159,86803,187960,105810,92963,198772,117194,104090,221279,45863,66281,112143,52824,71670,124497,55813,74325,130144,6.9,6.6,6.8,10,8.6,9.4,7,6.4,6.7,65.5,54.2,59.8,63.3,53.7,58.4,64.7,55.9,60.2,61,50.7,55.8,57,49.1,52.9,60.2,52.3,56.2,3005,2382,5388,4574,4285,8856,7100,7411,14510,1113,1887,2998,1488,2662,4149,1855,3866,5723,11000,15019,26022,13758,19586,33347,18448,25119,43572,9243,11715,20962,11519,15339,26853,13205,17145,30356,36660,17029,53693,40271,22197,62474,42780,26997,69783,1827,3253,5082,2295,3503,5797,2547,3522,6072,1864,3467,5333,2566,3864,6429,2478,3667,6143,40357,23750,64105,45130,29569,74699,47807,34191,81996,157732,161832,319563,164082,167662,331739,185824,189230,375058,25051,25867,50922,27188,28148,55338,27298,27259,54555,106856,109121,215978,112258,114017,226279,122826,125077,247906,63195,66139,129334,69768,72907,142675,77775,79761,157534
403,134578,145420,279996,140518,153112,293631,149800,162191,311995,62660,34391,97049,59695,33981,93672,63950,38438,102392,17874,39402,57285,19870,42186,62052,23190,46747,69934,4724,5380,10099,3709,5055,8772,4416,5930,10343,5136,4200,9339,6945,5403,12346,5578,4058,9636,90389,83376,173765,90215,86622,176842,97134,95171,192304,38902,56840,95744,43526,59254,102782,47026,61578,108610,5.7,5,5.4,7.7,6.2,7,5.7,4.3,5,67.2,57.3,62.1,64.2,56.6,60.2,64.8,58.7,61.6,63.4,54.4,58.7,59.3,53,56,61.1,56.2,58.5,4608,3957,8562,5912,5950,11863,8132,9186,17320,1894,3319,5215,2315,4133,6449,2855,5493,8348,15707,21129,36840,17862,25412,43274,22239,31046,53281,10267,13171,23435,12186,15812,27996,13098,17145,30239,32602,14243,46846,34751,17279,52033,36923,20743,57669,1485,2487,3976,1612,2504,4113,1822,2495,4320,1929,3197,5127,2534,3747,6281,2475,3707,6179,36015,19928,55945,38895,23524,62420,41221,26942,68168,136133,143902,280036,136854,145636,282492,152701,161755,314452,21183,23137,44325,21563,23209,44773,20780,22528,43307,93338,98764,192101,95665,100922,196583,104414,109798,214212,54848,59354,114203,57025,62788,119813,60708,66538,127250
404,88763,93623,182388,93476,99336,192811,100761,106759,207522,38424,22701,61123,38373,23645,62018,43483,28120,71606,11288,21653,32939,13017,24193,37214,16277,28531,44812,2941,3132,6074,2456,2996,5453,2811,3762,6573,3585,2717,6300,4978,3803,8782,3770,2950,6714,56236,50203,106433,58817,54651,113470,66348,63358,129706,27814,38888,66701,29844,39616,69463,30377,39636,70008,6.4,5.4,5.9,8.5,7,7.7,5.7,4.7,5.2,63.4,53.6,58.4,62.9,55,58.8,65.8,59.3,62.5,59.3,50.7,54.9,57.6,51.2,54.3,62.1,56.6,59.3,2617,2506,5124,3648,4040,7684,5639,6619,12261,1013,1769,2778,1248,2264,3509,1711,3114,4826,10036,12520,22554,12192,15837,28033,16199,20798,36997,6162,7299,13459,7355,8926,16280,8607,10156,18766,18836,7865,26700,19888,9512,29397,21185,11635,32823,802,1280,2083,960,1302,2262,1040,1302,2345,998,1602,2602,1469,2018,3482,1450,2070,3521,20639,10750,31392,22314,12826,35143,23676,15012,38688,85974,90176,176151,86536,91056,177593,97586,102277,199863,14470,14818,29289,15598,16156,31751,16089,16693,32784,59156,62689,121850,59788,63170,122962,64036,67546,131587,35453,36764,72216,38965,40653,79612,44165,46323,90488
405,42990,43582,86569,45389,45933,91324,47417,48067,95480,18930,8321,27250,18049,8209,26256,18204,8996,27196,4461,11364,15830,5105,11692,16792,5532,12707,18238,1507,1400,2903,1411,1518,2931,1546,1755,3304,1338,1026,2361,1803,1365,3167,1427,1050,2477,26232,22109,48347,26372,22785,49151,26709,24511,51219,15008,19890,34899,16116,20314,36427,17633,20636,38266,5.1,4.6,4.9,6.8,6,6.4,5.3,4.3,4.8,61,50.7,55.8,58.1,49.6,53.8,56.3,51,53.6,57.9,48.4,53.1,54.1,46.6,50.3,53.3,48.8,51,336,318,656,421,514,938,645,824,1474,302,607,910,320,740,1055,389,983,1372,2001,3582,5585,2296,4363,6662,2659,5279,7945,1900,3186,5082,2390,4052,6438,2582,4563,7146,10615,4595,15208,11794,5723,17521,12837,7248,20085,442,843,1290,548,938,1486,640,926,1567,546,900,1449,879,1093,1973,747,904,1653,11603,6340,17946,13223,7748,20974,14229,9074,23304,44469,44355,88826,45049,44614,89663,46945,46851,93800,6386,6701,13087,5634,5985,11619,5792,6216,12005,31279,30765,62044,32884,32032,64910,34194,33492,67686,16587,17443,34031,15500,16474,31978,16153,17256,33401
406,34832,32508,67345,34274,32467,66735,34373,32906,67276,16375,7716,24092,13995,6929,20926,13649,7592,21236,3221,7886,11110,3440,7937,11376,3770,8038,11812,1580,1270,2848,1229,1121,2355,1474,1345,2822,1286,952,2240,1833,1166,2991,1303,860,2157,22457,17828,40287,20498,17148,37650,20196,17839,38030,9784,12690,22478,10679,12555,23234,11246,12613,23858,5.7,5.3,5.6,8.9,6.8,8,6.4,4.8,5.7,64.5,54.8,59.8,59.8,52.8,56.4,58.8,54.2,56.5,60.8,51.9,56.5,54.5,49.2,51.9,55,51.6,53.3,257,290,551,313,383,702,448,605,1053,170,413,583,188,495,681,190,600,787,1573,2813,4385,1603,3083,4682,1750,3479,5231,1280,2034,3316,1433,2455,3888,1589,2669,4262,9224,3315,12538,9442,3849,13285,9371,4736,14104,429,742,1172,485,678,1154,501,717,1219,377,538,918,572,670,1240,488,588,1073,10040,4589,14629,10496,5189,15685,10360,6034,16397,33525,32198,65726,31888,30686,62570,32283,31530,63820,6224,6025,12250,5106,5205,10313,5011,5222,10239,23130,21808,44940,22955,21800,44752,23136,22280,45415,13948,13812,27759,12167,12266,24435,12038,12431,24465
407,71698,72649,144346,76283,76881,153167,81231,81655,162889,30557,14203,44757,29849,14115,43962,30434,15456,45890,8273,18796,27066,8896,19937,28829,10079,21419,31495,3023,2739,5765,2428,2457,4887,2746,2981,5724,2657,2054,4709,2861,2111,4976,2210,1661,3875,44509,37793,82306,44030,38620,82647,45467,41523,86983,23685,31529,55215,27222,33311,60532,30442,35148,65589,6,5.4,5.7,6.5,5.5,6,4.9,4,4.5,62.1,52,57,57.7,50.2,54,56,50.8,53.4,58.4,49.2,53.8,54,47.5,50.7,53.2,48.8,51,629,607,1239,793,965,1759,1173,1542,2716,442,930,1380,571,1181,1749,692,1670,2365,3316,5904,9222,3873,6968,10843,4913,8840,13755,3347,5232,8577,4084,6779,10860,4642,7638,12275,17052,7759,24807,19062,9865,28929,21083,12507,33597,898,1658,2555,967,1707,2672,1050,1661,2706,949,1535,2482,1455,1996,3445,1355,1773,3127,18895,10949,29845,21481,13565,35049,23486,15943,39433,72064,72801,144865,72238,72445,144688,76799,77673,154478,11057,11618,22668,11205,11748,22952,11305,11770,23083,48898,48713,97608,51416,50751,102161,53097,52670,105764,29210,31114,60327,28578,30100,58673,31062,33047,64106
497,4,0,4,6,0,8,12,0,12,4,0,4,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,100,100,50,0,50,100,0,100,100,100,100,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,5,6,0,8,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,6,4,0,4,0,0,4,0,0,0
499,1629,1138,2766,1632,1015,2648,1668,1306,2975,376,161,540,267,132,402,233,117,351,149,127,277,142,105,246,124,141,264,67,31,95,55,26,81,64,48,106,160,96,254,199,104,305,150,113,266,747,411,1161,668,364,1037,562,423,989,603,593,1193,585,456,1039,651,613,1266,21.1,22.5,0,30.1,28.1,0,26.3,27,0,46,36.3,0,41,36.2,0,34,32.3,0,36.3,28.1,0,28.7,26,0,25,23.6,0,36,30,70,36,25,59,36,44,76,10,16,20,10,13,23,6,22,29,112,127,239,105,117,214,108,125,234,72,83,151,63,82,145,65,96,154,312,90,398,306,103,406,308,166,472,22,24,47,14,15,26,33,30,60,12,44,58,23,25,48,23,21,45,347,157,504,345,137,476,363,214,577,368,223,589,368,186,548,369,226,596,1064,895,1961,896,698,1593,947,917,1865,216,120,333,250,121,373,262,144,404,1119,876,1995,962,718,1682,1008,965,1975
501,61639,62761,124401,68862,71705,140568,74828,78232,153058,30551,13522,44074,30024,14174,44201,32392,16708,49101,6740,17273,24012,8017,20049,28070,9252,22397,31646,3281,2491,5770,2953,2435,5389,3519,3184,6702,1907,1731,3639,3278,2566,5840,2023,1847,3867,42475,35017,77493,44272,39227,83503,47182,44134,91320,15261,24528,39794,19091,27117,46209,22144,29502,51642,4.5,4.9,4.7,7.4,6.5,7,4.3,4.2,4.2,68.9,55.8,62.3,64.3,54.7,59.4,63.1,56.4,59.7,65.8,53,59.4,59.5,51.1,55.2,60.4,54.1,57.1,743,587,1330,1009,1089,2096,1490,1708,3197,489,1001,1489,630,1425,2052,802,2011,2808,4227,6654,10880,5157,8591,13752,6193,10825,17015,3412,5433,8846,4441,6848,11290,5211,7868,13078,18566,8214,26781,20082,9563,29648,22276,12543,34820,591,1331,1922,762,1601,2362,1205,1999,3205,702,1531,2227,1188,2031,3219,1072,1936,3005,19858,11073,30925,22031,13197,35229,24560,16472,41031,60598,61620,122220,65637,67146,132785,72330,74951,147279,12588,13017,25603,12130,13229,25364,12917,13966,26879,37952,37910,75860,42087,42153,84235,48829,49785,98613,30147,31945,62096,31900,34739,66635,31856,34874,66730
502,32775,34726,67502,38182,40991,79178,42513,46298,88811,13412,6250,19661,14337,7143,21485,15662,8465,24125,3188,7717,10909,3873,9209,13088,4646,11005,15656,1582,1050,2630,1420,1130,2552,1882,1534,3413,1279,1184,2467,2396,2047,4443,1689,1515,3206,19457,16204,35664,22026,19531,41559,23882,22518,46404,10835,16373,27214,13279,18865,32144,15493,21130,36622,6.6,7.3,6.9,10.9,10.5,10.7,7.1,6.7,6.9,59.4,46.7,52.8,57.7,47.6,52.5,56.2,48.6,52.2,55.5,43.2,49.2,51.4,42.7,46.9,52.2,45.4,48.6,345,249,594,553,517,1066,740,763,1505,189,386,579,267,647,914,352,924,1276,1651,2603,4247,2225,3779,5997,2657,4797,7454,1913,2698,4615,2618,3913,6526,3163,4712,7875,9546,3834,13382,11587,5278,16864,12843,7116,19957,322,585,908,423,734,1160,638,1038,1677,356,795,1154,651,1229,1884,592,1201,1794,10223,5221,15443,12659,7241,19903,14075,9356,23430,30296,31575,61869,34515,36490,71000,40538,43879,84415,7328,8134,15465,7677,8436,16109,7260,8181,15442,17634,18403,36035,20287,20856,41147,26103,27682,53784,17441,18883,36327,20367,22559,42926,19230,21887,41115
503,65634,66871,132512,70205,73112,143315,75953,78909,154860,32600,19192,51792,32331,19908,52241,36406,23347,59750,9095,16295,25384,10557,18344,28900,12788,22226,35017,2223,2326,4552,1739,2159,3892,2040,2638,4678,1862,1593,3451,3240,2744,5982,2369,2138,4505,45768,39407,85173,47865,43148,91017,53601,50351,103951,14144,22747,36899,16148,23999,40151,17628,24704,42329,4.1,4,4.1,6.8,6.4,6.6,4.4,4.2,4.3,69.7,58.9,64.3,68.2,59,63.5,70.6,63.8,67.1,66.9,56.5,61.7,63.6,55.3,59.3,67.5,61.1,64.2,6763,5084,11842,8431,7064,15490,11432,10143,21570,1594,2821,4416,1897,3274,5172,2366,4076,6439,17919,18830,36746,20622,22371,42996,23606,25629,49237,5171,6716,11890,5652,7029,12686,6141,7677,13821,6958,2872,9831,6965,3241,10207,7320,4034,11352,333,514,848,328,526,849,507,699,1207,519,973,1495,692,1270,1967,659,1335,1999,7809,4364,12172,7987,5040,13032,8484,6074,14556,55144,57076,112218,57361,59412,116771,67674,69844,137514,15504,15691,31192,16972,17384,34356,16501,17474,33975,32828,35063,67889,33516,35738,69257,38919,40985,79904,34302,34246,68543,38897,39242,78136,41652,42966,84620
504,87664,88609,176270,100532,102027,202558,110313,112749,223065,45541,24877,70410,47845,27352,75196,53605,31644,85241,9914,22182,32099,12310,26027,38333,14919,30905,45824,3756,3352,7106,3295,3165,6459,3955,4208,8162,2731,2552,5285,5684,4663,10349,3901,3644,7539,61939,52959,114897,69133,61200,130341,76374,70404,146773,20343,31017,51356,24713,34365,59077,27711,37352,65060,4.4,4.8,4.6,8.2,7.6,7.9,5.1,5.2,5.1,70.7,59.8,65.2,68.8,60,64.3,69.2,62.4,65.8,67.5,56.9,62.2,63.1,55.4,59.2,65.7,59.2,62.4,2002,1807,3807,2964,3208,6165,4270,5007,9274,993,1628,2618,1334,2303,3634,1622,3202,4831,8620,11221,19839,11200,15431,26630,13901,19186,33085,6253,8238,14494,8181,10412,18591,9515,11950,21462,21671,8553,30224,25089,11351,36441,27529,14941,42467,698,1378,2077,969,1620,2587,1586,2140,3732,882,2042,2927,1409,2647,4061,1432,2718,4146,23250,11974,35224,27470,15622,43092,30542,19801,50346,86382,87784,174171,93832,95296,189129,110834,113309,224142,14968,15165,30135,18153,18584,36739,16626,17480,34104,56067,57072,113133,59735,60622,120358,73484,74788,148279,38514,39483,78002,47316,48529,95840,46037,48766,94801
