SA4_CODE_2021,Managers_C11_M,Managers_C11_F,Managers_C11_P,Managers_C16_M,Managers_C16_F,Managers_C16_P,Managers_C21_M,Managers_C21_F,Managers_C21_P,Professionals_C11_M,Professionals_C11_F,Professionals_C11_P,Professionals_C16_M,Professionals_C16_F,Professionals_C16_P,Professionals_C21_M,Professionals_C21_F,Professionals_C21_P,Tech_trad_wkrs_C11_M,Tech_trad_wkrs_C11_F,Tech_trad_wkrs_C11_P,Tech_trad_wkrs_C16_M,Tech_trad_wkrs_C16_F,Tech_trad_wkrs_C16_P,Tech_trad_wkrs_C21_M,Tech_trad_wkrs_C21_F,Tech_trad_wkrs_C21_P,Com_pers_S_work_C11_Cens_M,Com_pers_S_work_C11_Cens_F,Com_pers_S_work_C11_Cens_P,Com_pers_S_work_C16_Cens_M,Com_pers_S_work_C16_Cens_F,Com_pers_S_work_C16_Cens_P,Com_pers_S_work_C21_Cens_M,Com_pers_S_work_C21_Cens_F,Com_pers_S_work_C21_Cens_P,Cler_admin_work_C11_M,Cler_admin_work_C11_F,Cler_admin_work_C11_P,Cler_admin_work_C16_M,Cler_admin_work_C16_F,Cler_admin_work_C16_P,Cler_admin_work_C21_M,Cler_admin_work_C21_F,Cler_admin_work_C21_P,Sales_workers_C11_M,Sales_workers_C11_F,Sales_workers_C11_P,Sales_workers_C16_M,Sales_workers_C16_F,Sales_workers_C16_P,Sales_workers_C21_M,Sales_workers_C21_F,Sales_workers_C21_P,Mach_oper_driv_C11_M,Mach_oper_driv_C11_F,Mach_oper_driv_C11_P,Mach_oper_driv_C16_M,Mach_oper_driv_C16_F,Mach_oper_driv_C16_P,Mach_oper_driv_C21_M,Mach_oper_driv_C21_F,Mach_oper_driv_C21_P,Labourers_C11_M,Labourers_C11_F,Labourers_C11_P,Labourers_C16_M,Labourers_C16_F,Labourers_C16_P,Labourers_C21_M,Labourers_C21_F,Labourers_C21_P,Inadeq_descr_Ns_C11_M,Inadeq_descr_Ns_C11_F,Inadeq_descr_Ns_C11_P,Inadeq_descr_Ns_C16_M,Inadeq_descr_Ns_C16_F,Inadeq_descr_Ns_C16_P,Inadeq_descr_Ns_C21_M,Inadeq_descr_Ns_C21_F,Inadeq_descr_Ns_C21_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P,Tot_C21_M,Tot_C21_F,Tot_C21_P
214,9874,4853,14730,10754,5735,16492,12514,7524,20040,8821,12100,20922,9308,13792,23100,10828,17374,28198,19693,3067,22759,19569,3280,22849,20696,3594,24292,3336,9330,12659,4053,11415,15468,4569,13014,17583,3513,13831,17340,3374,13633,17004,3611,14074,17683,5090,8647,13737,5343,9014,14363,5194,8389,13584,6592,817,7412,6361,759,7126,6204,947,7150,7858,4144,11994,8141,4247,12385,8598,4554,13148,1594,1058,2650,1292,824,2113,1525,1116,2642,66360,57846,124205,68196,62709,130900,73736,70580,144321
215,9264,3898,13164,8392,3621,12012,8599,3991,12597,3249,5865,9117,3080,6161,9243,3288,6967,10259,6977,1370,8349,6730,1381,8113,7254,1474,8726,1575,4731,6306,1834,5407,7234,1970,6315,8282,1254,5547,6801,1135,5385,6520,1160,5619,6776,2137,3909,6054,2225,3906,6128,2082,3602,5679,4189,316,4503,3903,289,4194,4354,404,4750,5169,3182,8349,5561,3291,8850,6364,3923,10282,815,457,1278,661,413,1084,914,624,1537,34623,29289,63912,33517,29858,63376,35988,32912,68899
216,6370,2943,9309,6081,2866,8939,6250,3194,9437,2772,5087,7862,2832,5295,8122,3155,6258,9414,6514,1250,7765,6362,1282,7652,7155,1355,8512,1063,3925,4992,1232,4569,5801,1526,5629,7155,1016,5022,6035,1047,4785,5838,1087,5141,6226,1817,3406,5228,1909,3481,5392,1904,3372,5278,3581,300,3880,3583,278,3866,3821,374,4191,5178,2903,8077,5199,2995,8193,5463,3471,8934,633,442,1077,568,337,905,741,456,1200,28951,25278,54225,28814,25885,54706,31113,29240,60348
217,7480,3859,11343,6786,3518,10302,7025,3949,10973,2998,5249,8248,2919,5343,8259,3224,6299,9526,6702,1314,8017,6178,1342,7521,6635,1453,8086,1113,4264,5379,1305,4595,5896,1618,5540,7153,991,4552,5545,968,4430,5393,1017,4606,5622,1787,3419,5207,1791,3335,5124,1827,3228,5056,3760,224,3987,3822,221,4046,3838,352,4191,4900,2894,7788,5020,3130,8151,5440,3449,8885,610,413,1022,551,364,916,730,417,1148,30340,26193,56535,29340,26268,55606,31349,29284,60640
297,0,0,0,0,0,0,0,0,0,6,0,6,3,0,3,4,0,4,6,0,6,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,12,0,11,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,33,0,30,24,0,24,7,0,15
299,145,91,239,126,58,183,108,63,174,250,255,511,199,202,406,159,176,334,309,57,372,250,49,298,207,44,250,120,175,298,115,161,276,68,155,227,76,187,261,54,126,178,36,109,143,80,110,189,55,75,128,56,74,129,180,29,204,177,13,196,147,32,177,220,104,325,217,87,302,207,104,308,62,31,87,42,20,59,33,16,49,1443,1038,2481,1240,786,2028,1022,771,1797
301,8593,4447,13042,8934,5004,13934,10201,6464,16662,8361,10326,18687,8679,11719,20397,9957,14526,24484,13963,2214,16171,13761,2340,16102,14624,2523,17139,2523,7145,9670,2931,8420,11352,3276,9781,13054,3708,14485,18197,3562,13855,17412,3809,14037,17851,4010,6498,10508,4055,6449,10503,4087,6256,10343,5976,581,6553,6068,638,6707,6289,804,7091,6483,3547,10033,6515,3565,10083,6653,3565,10219,990,744,1733,960,679,1638,1097,814,1912,54595,49999,104590,55461,52670,108131,59987,58771,118757
302,6865,4031,10900,7439,4901,12346,8932,6340,15273,10452,12275,22719,11517,14421,25937,14194,18275,32464,10719,1878,12600,10946,2078,13023,11374,2390,13766,3117,6221,9342,3669,7416,11085,4199,9151,13350,4610,13209,17818,4611,12638,17252,4816,12402,17219,3834,5468,9306,3853,5602,9453,3939,5543,9478,4840,481,5317,4789,519,5306,5150,659,5803,5190,2938,8130,5571,3009,8582,5690,3168,8857,1008,768,1777,954,671,1626,1137,898,2034,50621,47287,97908,53351,51261,104614,59436,58821,118257
303,11681,6595,18275,12462,7589,20053,14608,9634,24243,20742,22780,43522,22267,25905,48175,27540,32191,59730,16091,2954,19050,15693,3048,18741,16375,3766,20149,4677,9466,14149,5432,11050,16483,6134,13833,19961,6888,19229,26116,6799,17526,24328,7354,17892,25237,6522,8234,14753,6812,8621,15431,6760,8667,15430,7172,746,7913,7000,786,7792,8529,1142,9675,7993,4359,12354,9133,4806,13941,9430,5473,14903,1648,1319,2964,1646,1117,2762,1971,1533,3503,83424,75673,159094,87260,80451,167704,98698,94128,192826
304,8198,3946,12143,8272,4230,12498,9321,5836,15162,15214,14932,30144,14855,15700,30554,17118,18518,35640,6710,1486,8196,6322,1485,7812,6534,1628,8161,3380,5196,8576,3438,5795,9236,3586,6520,10108,3434,10002,13435,3314,9054,12367,3251,8767,12020,3267,4428,7697,3055,4458,7518,3101,4033,7136,1900,233,2132,1920,247,2173,2273,349,2621,2745,1298,4041,3065,1460,4521,3308,1654,4970,784,572,1363,736,494,1231,705,544,1255,45631,42089,87722,44977,42923,87902,49208,47854,97063
305,11663,7371,19034,12865,8511,21374,16336,11761,28098,23839,23472,47315,25160,25922,51080,32260,33908,66171,9001,2144,11146,9180,2242,11419,10364,3112,13478,4207,6926,11137,4962,8298,13263,6195,11111,17308,5520,13438,18962,5637,13066,18703,6712,14919,21633,4782,5710,10493,5210,6390,11596,5777,6827,12606,2542,255,2799,2650,315,2964,3699,654,4351,4367,2003,6371,5214,2593,7812,5911,3405,9320,1246,978,2229,1210,845,2053,1426,1237,2664,67182,62297,129481,72086,68176,140265,88677,86940,175617
306,8063,4808,12871,7956,5016,12970,8181,5741,13918,6889,9615,16506,7258,11110,18362,7956,13177,21132,13911,2402,16310,13255,2386,15645,14341,2700,17041,3888,8199,12090,4429,9551,13990,5012,11572,16585,2438,11297,13736,2367,10828,13186,2410,10773,13186,3574,6984,10554,3694,7072,10770,3657,6842,10495,6276,487,6765,6060,558,6620,6415,707,7120,7616,4530,12152,7762,5023,12786,8587,5371,13955,1102,799,1902,1109,709,1825,1301,933,2231,53754,49126,102881,53895,52252,106144,57860,57810,115668
307,7764,3940,11706,7175,3701,10881,7040,3845,10878,2148,3936,6087,2041,4249,6293,2061,4744,6803,6468,1230,7695,6564,1222,7782,6579,1247,7833,899,3643,4543,972,3979,4950,1080,4762,5835,895,5201,6090,850,5118,5968,825,5221,6049,1400,2787,4184,1502,2782,4287,1465,2776,4246,5246,449,5697,4743,413,5153,4677,522,5195,5324,3263,8586,5393,3298,8694,5400,3481,8887,565,345,905,556,306,863,717,415,1130,30704,24800,55506,29790,25076,54864,29853,27014,56863
308,6976,4230,11206,6599,4380,10980,6616,4765,11379,5638,8145,13781,5088,8718,13802,5466,10121,15592,16970,2141,19117,15520,2273,17788,15746,2554,18302,1930,6530,8461,2365,7550,9915,2873,9320,12192,2017,10644,12659,1853,9651,11501,1779,9809,11589,2366,5958,8326,2559,5998,8554,2729,5740,8472,11852,1185,13032,10470,1052,11521,10616,1648,12265,7610,4933,12543,7356,4737,12095,7568,5119,12690,1244,746,1992,976,520,1494,1320,804,2125,56606,44521,101128,52784,44871,97657,54707,49892,104599
309,18525,10910,29429,20420,12834,33250,24283,16604,40884,18679,22855,41534,21023,27905,48926,26317,37404,63720,31504,5227,36734,34042,5846,39886,37388,7201,44593,8056,17761,25815,9526,22676,32193,11438,28697,40138,6389,28018,34399,7114,29079,36188,8014,31413,39422,11515,18377,29887,12450,19649,32101,12743,19674,32417,10918,1261,12178,12038,1544,13586,13952,2121,16076,15460,7817,23274,17329,8771,26107,18709,10107,28819,2551,1873,4429,2771,1870,4647,3645,2737,6389,123596,114093,237684,136716,130173,266887,156485,155962,312444
310,7618,4544,12159,8002,5300,13305,9552,6952,16504,7472,10172,17649,8494,12283,20781,10985,16305,27294,16479,2738,19221,16896,3046,19945,18999,3860,22860,4039,9406,13445,4716,12287,17000,6124,16098,22223,4144,14190,18332,4421,14529,18950,5212,16327,21535,3963,7272,11240,4623,7996,12621,5087,8576,13663,10871,1164,12032,12002,1370,13373,13890,1951,15847,10131,6055,16189,11064,6484,17547,12089,7394,19484,1503,941,2436,1526,919,2444,2009,1385,3395,66219,56483,122702,71746,64219,135969,83952,78847,162797
311,7736,4769,12509,7841,5018,12858,8880,6378,15259,6780,9663,16440,7053,10935,17988,8458,13564,22020,19565,2858,22429,19434,2951,22387,21275,3486,24763,3106,9447,12544,3511,11385,14896,4408,14738,19147,4461,17128,21591,4295,16072,20362,4886,16756,21641,4696,8178,12876,4780,8504,13287,4860,8665,13523,12791,1677,14463,13444,1680,15124,15256,2296,17552,10797,6125,16928,11676,6232,17910,12637,7274,19917,1603,1079,2679,1455,1040,2498,2118,1465,3581,71535,60924,132463,73495,63819,137310,82776,74628,157407
312,6101,3296,9398,5534,3407,8940,5612,3830,9443,4260,6056,10313,3824,6542,10364,4296,7707,12006,15427,1926,17360,13286,1951,15240,14320,2501,16821,1256,4907,6167,1444,5540,6984,1757,7195,8948,1433,8855,10284,1236,7519,8755,1352,8212,9568,1883,5039,6913,1905,4875,6782,2066,4935,6999,11384,1385,12771,9646,1269,10913,9879,1984,11869,5899,4261,10156,5243,3903,9142,5606,4432,10037,976,540,1520,823,452,1275,1166,690,1860,48614,36269,84879,42939,35449,78387,46057,41492,87547
313,5605,3332,8943,5623,3730,9347,6802,4938,11748,4669,6840,11508,4738,7698,12436,5819,9898,15720,12875,2002,14880,13274,2183,15455,14715,2585,17297,2512,7376,9886,2850,8895,11746,3533,11824,15357,2798,10785,13580,2841,10456,13298,3028,11616,14637,3463,6230,9694,3535,6536,10074,3617,6700,10317,7179,682,7852,7303,764,8067,8107,984,9095,7579,4335,11916,8390,4685,13078,9251,5308,14555,978,741,1722,1005,716,1720,1289,932,2223,47644,42329,89973,49563,45661,95217,56160,54794,110957
314,6602,3454,10054,7265,4236,11503,8284,5417,13699,7523,9071,16589,8154,10790,18945,9870,13847,23723,11453,1767,13218,12138,2029,14165,13046,2408,15456,2899,5884,8777,3665,7884,11553,4106,10084,14185,3678,11966,15640,3883,11990,15874,4151,12437,16587,3429,5342,8766,3625,5865,9494,3793,6003,9795,4711,517,5226,5154,583,5734,5954,771,6727,4574,2391,6971,5328,2616,7948,5958,3126,9086,876,572,1448,879,572,1455,1015,833,1856,45735,40953,86688,50088,46581,96672,56174,54929,111110
315,3586,2413,5993,3183,2158,5333,3023,2258,5286,1911,2995,4906,1685,3004,4691,1736,3323,5058,4911,796,5708,4516,747,5262,4396,751,5143,944,2508,3447,984,2741,3729,973,2794,3768,658,3182,3842,676,2891,3568,582,3044,3621,553,1446,2000,583,1371,1947,587,1276,1865,4016,515,4532,3294,473,3761,3170,561,3726,3908,2044,5957,2871,1843,4720,2852,1857,4710,606,379,990,451,289,739,562,413,976,21095,16279,37370,18243,15524,33764,17871,16280,34149
316,10153,6345,16492,11039,7010,18050,14021,9422,23441,10563,13834,24397,12003,16957,28960,15508,23285,38792,18501,3259,21761,20564,3824,24385,23348,4521,27872,4003,10731,14737,4929,13546,18477,6536,18146,24680,3199,15169,18364,3424,15817,19245,4077,17877,21948,5892,9869,15760,6389,10545,16930,6859,10869,17723,6570,589,7165,6847,656,7499,7761,1038,8799,9238,5022,14262,10117,5692,15809,11330,6684,18017,1236,909,2140,1381,908,2287,1902,1357,3258,69359,65723,135077,76700,74944,151647,91336,93204,184539
317,4494,2315,6811,4557,2627,7192,4932,3144,8072,5047,6771,11821,5258,7755,13016,5941,9438,15376,8450,1461,9916,8455,1536,9994,9003,1723,10725,1790,4717,6502,2109,5489,7598,2950,7258,10207,1846,7383,9226,1821,7308,9129,1979,7484,9463,2394,3948,6341,2465,3834,6298,2567,4020,6587,4081,259,4343,4030,294,4323,4271,367,4643,5007,3150,8157,5042,2996,8033,5503,3605,9107,594,429,1025,512,296,805,743,503,1244,33712,30430,64140,34242,32141,66388,37890,37539,75433
318,7272,4212,11486,6942,4165,11113,7309,4882,12191,6731,10463,17191,6734,11658,18394,7348,13315,20661,15195,2402,17595,13389,2298,15687,13800,2537,16336,4511,7786,12294,5529,9056,14591,5970,11157,17127,2643,11832,14473,2470,11044,13515,2405,10975,13383,3144,6788,9936,3270,6447,9721,3166,6251,9424,8690,854,9539,7686,798,8489,7987,992,8977,7181,4361,11546,6729,4175,10907,6997,4379,11375,1135,800,1938,965,546,1513,1186,837,2016,56503,49489,105997,53720,50200,103920,56172,55324,111495
319,8125,4736,12862,7654,4661,12309,8041,5295,13334,5173,8627,13805,5110,9247,14361,5638,10870,16505,12617,2259,14878,11958,2357,14312,13151,2645,15801,2707,8362,11068,3144,9436,12576,3956,12462,16420,2063,10197,12266,1853,9635,11483,2059,10470,12520,3466,6693,10157,3515,6718,10232,3766,6945,10710,7986,543,8525,7670,550,8219,8258,719,8978,9419,5436,14857,9279,5465,14742,10424,6325,16750,1035,710,1746,975,648,1628,1353,940,2294,52600,47569,100166,51152,48715,99864,56646,56675,113315
397,11,8,25,6,4,9,0,0,0,34,13,52,3,6,10,10,0,10,30,3,31,10,3,10,0,0,0,15,13,25,0,3,3,0,0,0,0,18,21,5,5,11,0,0,0,3,12,16,5,0,8,0,0,0,13,0,13,0,0,0,0,0,0,35,15,49,4,7,9,17,0,17,3,4,8,0,4,4,0,0,0,159,80,237,28,37,67,28,0,29
399,182,93,278,147,115,264,164,126,290,307,317,626,212,239,446,189,297,488,485,66,557,339,55,397,334,51,386,106,197,305,116,232,348,120,306,429,59,211,275,59,170,226,64,208,275,90,128,218,76,108,185,85,126,208,412,43,460,273,26,301,284,37,319,478,289,771,461,362,822,395,334,732,71,33,100,67,25,95,67,29,98,2202,1391,3592,1748,1341,3083,1705,1512,3219
401,12513,6540,19050,12623,7261,19886,14604,9225,23829,20718,22145,42863,20683,23088,43774,24074,27537,51612,11956,2691,14643,11367,2703,14072,12847,3367,16214,4360,8558,12922,4836,9583,14419,5688,11687,17375,4730,14896,19622,4584,13478,18069,5347,14247,19598,5245,7235,12477,5190,7065,12258,5351,7175,12528,3859,342,4203,3702,295,3992,4392,424,4818,6081,3135,9218,6190,3103,9288,6966,3596,10565,1198,798,2000,1116,822,1930,1313,991,2305,70660,66340,137000,70294,67402,137697,80587,78253,158835
402,10727,5807,16534,10762,6381,17144,12470,8098,20566,11453,14648,26105,11937,16221,28160,14198,20148,34342,23709,3811,27520,22556,4129,26690,24975,4956,29931,5502,13940,19440,6545,16623,23161,8437,20758,29192,6552,20824,27378,6280,19390,25667,7400,19974,27369,6463,11256,17717,6878,11464,18342,7055,11110,18165,13707,1229,14936,13672,1072,14746,15825,1439,17268,14058,8412,22469,14652,8501,23156,16103,9369,25473,2024,1134,3157,1947,1160,3107,2580,1581,4156,94192,81060,175253,95235,84946,180182,109032,97430,206463
403,11830,6273,18106,11633,6876,18507,13463,8756,22223,15794,19519,35316,15469,21101,36573,18047,25470,43513,20684,3667,24353,19455,3728,23182,20685,4179,24863,5603,13045,18650,6520,14935,21456,7648,17883,25526,6261,19545,25801,5855,17853,23711,6171,18165,24339,6536,10505,17042,6427,10260,16682,6322,9584,15905,7150,615,7762,6763,550,7312,7241,753,7986,9940,5064,15005,9849,4971,14827,10273,5139,15406,1456,939,2398,1300,950,2246,1712,1197,2906,85253,79174,164434,83273,81221,164499,91549,91114,182662
404,6824,3794,10619,7206,4480,11687,8682,6000,14689,8958,11442,20405,9572,12772,22342,12246,16573,28818,11792,2287,14080,11312,2340,13655,12795,2835,15633,3475,7060,10538,4249,8691,12939,5218,11004,16222,4127,12087,16211,4089,11490,15578,4732,12240,16974,3850,5950,9800,4086,6154,10241,4246,6127,10379,5807,581,6389,5618,498,6110,6236,647,6882,6623,3622,10251,6771,3715,10480,7157,4082,11241,1192,660,1848,945,699,1646,1261,895,2158,52649,47486,100136,53840,50842,104684,62577,60412,122985
405,6124,2824,8945,5732,2666,8398,5859,2950,8810,2203,3741,5937,2126,3864,5984,2171,4470,6636,5451,1190,6644,5307,1162,6471,5588,1234,6819,790,3603,4398,927,4009,4931,1054,4818,5868,847,4056,4904,845,3996,4839,841,4073,4918,1147,2593,3748,1211,2591,3805,1233,2600,3834,3547,254,3799,3544,249,3789,3600,351,3955,4310,2591,6901,4436,2620,7056,4361,2627,6993,474,239,708,443,260,706,566,339,909,24901,21087,45984,24566,21414,45981,25283,23461,48741
406,3764,1893,5660,3319,1743,5070,3273,1869,5147,2059,3213,5269,1747,3077,4827,1727,3418,5147,5430,895,6325,4586,808,5396,4608,805,5413,1057,2982,4039,1068,3025,4090,1200,3574,4774,672,3313,3988,560,3000,3555,569,2918,3487,822,2145,2969,904,2075,2973,945,1947,2893,3714,313,4031,3314,283,3598,3251,424,3673,3085,1869,4948,2735,1721,4459,2826,1746,4573,565,247,815,433,260,686,490,279,769,21173,16873,38048,18664,15985,34656,18894,16978,35871
407,9721,4588,14311,8924,4410,13329,9240,4841,14088,3360,5745,9106,3268,6053,9318,3465,6791,10260,9048,1843,10891,8775,1789,10561,9504,1988,11489,1617,6008,7624,1848,6724,8570,2204,8281,10485,1311,6907,8217,1246,6814,8057,1288,6923,8213,2366,4714,7082,2479,4923,7404,2483,4764,7252,5399,459,5859,5431,454,5880,5539,486,6030,8266,5026,13291,8473,4906,13374,8543,5155,13696,764,445,1211,725,435,1165,981,624,1601,41851,35740,77593,41171,36504,77679,43254,39854,83108
497,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,8,8,0,8
499,48,17,69,34,16,52,38,26,66,64,61,131,52,49,103,55,72,123,118,12,126,96,18,109,82,20,106,24,60,85,22,31,53,24,55,76,39,56,95,20,38,54,19,40,64,18,35,53,23,19,51,25,38,57,85,0,84,79,3,84,56,8,66,165,74,243,137,73,211,96,42,141,27,7,34,15,3,12,21,8,27,592,321,910,467,268,733,419,311,724
501,6147,3393,9546,5930,3697,9626,6390,4315,10706,4281,5742,10018,4308,6814,11124,4902,8427,13330,12228,1949,14182,12159,2114,14274,13081,2650,15727,1236,5296,6529,1524,6482,8007,2045,7996,10045,1321,7206,8531,1267,7174,8439,1393,7504,8902,2000,4718,6714,2230,5111,7339,2279,4950,7226,6308,625,6939,6538,595,7131,7260,1027,8283,6404,3987,10384,6250,4254,10505,6898,4873,11780,642,378,1017,790,420,1211,916,543,1458,40569,33287,73856,40998,36662,77660,45161,42292,87452
502,2045,1129,3174,2084,1361,3443,2426,1800,4220,1760,2480,4246,1814,3178,4998,2147,3807,5961,5901,930,6835,6348,1017,7367,6837,1408,8240,730,2787,3519,928,3448,4370,1216,4674,5890,629,3362,3997,717,3483,4199,740,3699,4434,963,2461,3426,1139,2678,3813,1191,2838,4029,3215,323,3542,3567,449,4019,4207,732,4937,2582,1371,3954,2618,1632,4248,2932,1792,4721,351,167,513,417,237,654,505,257,759,18180,15017,33200,19634,17484,37121,22193,21005,43190
503,8409,4322,12729,8908,4826,13735,10265,6092,16353,17091,15186,32279,17194,16638,33836,20352,20166,40518,5477,1410,6892,5235,1500,6732,5370,1771,7141,2524,4214,6730,2863,4827,7695,3504,6547,10053,2771,7515,10289,2692,6850,9546,2905,7320,10223,2688,3373,6053,2643,3483,6135,2678,3580,6258,1540,156,1694,1470,164,1637,2090,279,2376,2778,1260,4040,2883,1587,4467,3268,1876,5147,639,378,1020,728,528,1256,797,587,1379,43910,37815,81724,44628,40406,85031,51236,48215,99451
504,7595,4070,11665,7985,4874,12858,9144,6258,15403,8871,10249,19120,9548,12180,21726,11848,15261,27107,16095,2863,18963,16929,3111,20043,18385,3886,22271,3275,7669,10941,3872,9803,13669,4764,12639,17397,4076,13587,17664,4111,13278,17391,4525,14008,18537,3721,6495,10215,4145,7012,11159,4198,7230,11430,7907,996,8902,8516,1084,9593,10203,1502,11700,6625,3840,10465,7136,4391,11524,7976,4964,12937,1037,634,1673,1212,810,2021,1428,1017,2449,59213,50404,109612,63456,56536,119990,72472,66763,139231
505,18839,9244,28080,19812,10730,30547,22591,13629,36219,24690,27410,52097,25177,31599,56777,29973,38785,68763,35231,5567,40800,36099,6210,42306,36986,7351,44341,7166,16906,24069,8377,20351,28726,10168,25781,35946,8438,30518,38948,8193,29040,37238,8769,30052,38821,8829,14673,23501,9609,15706,25312,9312,15372,24687,11974,1379,13352,12491,1412,13905,15018,2063,17081,14115,7173,21288,15012,7953,22971,16287,9025,25320,2033,1298,3337,2554,1611,4169,2782,1997,4782,131308,114164,245475,137331,124615,261943,151897,144065,295961
506,14853,7591,22438,14928,8400,23328,16922,10309,27228,20541,21687,42226,21274,24702,45976,26474,30826,57300,30045,5177,35233,31142,5524,36667,32722,6914,39636,6005,14367,20371,7135,17528,24664,8676,22717,31393,8301,26086,34391,7955,23865,31819,8617,24517,33138,7017,11898,18916,7861,12779,20641,7691,12569,20262,15734,1902,17636,16756,1974,18725,19648,2910,22556,12974,7477,20445,14195,8370,22563,15345,9611,24953,2083,1205,3289,2312,1401,3709,2855,1831,4683,117559,97387,214945,123548,104536,228087,138946,122205,261148
507,13149,6605,19757,13853,7651,21504,16082,10044,26124,16734,19554,36285,18045,23123,41166,22048,29273,51324,25129,4075,29202,25864,4639,30504,28393,5783,34174,5009,12218,17225,5854,14703,20558,7274,19293,26572,5704,19931,25631,5508,19536,25041,6089,20884,26970,5273,10153,15428,5900,11277,17179,6168,11232,17400,10314,1104,11417,11125,1231,12355,13095,1937,15035,9944,5247,15195,10686,5901,16592,11816,6946,18759,1587,942,2530,1968,1163,3128,2132,1406,3543,92841,79833,172671,98802,89226,188022,113099,106804,219901
509,9472,4516,13987,8444,4275,12719,8354,4378,12740,2673,4475,7143,2591,4608,7201,2712,5245,7952,7309,1524,8835,7222,1502,8716,7326,1577,8898,1222,4021,5245,1345,4403,5744,1467,4988,6452,880,5511,6394,819,5387,6207,816,5363,6175,1363,2756,4123,1495,2828,4324,1439,2785,4225,4616,552,5166,4646,599,5247,4871,786,5653,4715,2776,7492,4973,2985,7958,5162,3296,8458,553,342,893,596,339,934,627,434,1060,32798,26477,59276,32132,26923,59053,32776,28844,61621
510,2868,1580,4448,2716,1725,4444,2472,1966,4436,3385,3588,6979,3030,3698,6725,2546,4091,6639,9878,973,10852,9821,1002,10819,7590,1213,8804,1224,2340,3559,1351,2740,4093,1382,3092,4474,1165,4341,5504,1000,3552,4553,857,3503,4363,507,1487,1991,626,1538,2169,652,1458,2110,6077,902,6979,5599,993,6587,4324,1053,5375,3681,1819,5507,3445,1716,5157,2568,1689,4257,676,289,959,678,310,993,641,367,1006,29455,17321,46775,28271,17270,45544,23035,18436,41467
511,5089,2698,7789,4432,2606,7030,4380,2757,7135,3201,4242,7442,2960,4445,7406,2933,4897,7827,9500,1408,10909,8224,1302,9532,8370,1418,9786,1242,3700,4941,1239,3950,5189,1418,4473,5890,1000,5593,6591,879,4974,5853,864,5037,5900,1126,2942,4070,1255,2924,4183,1277,2687,3967,7020,841,7857,6087,800,6882,6045,1092,7145,4227,2678,6903,3628,2494,6122,3648,2599,6243,568,335,903,652,327,976,649,392,1039,32968,24444,57413,29355,23820,53176,29577,25355,54931
597,9,0,8,8,3,9,9,0,9,53,0,55,72,6,81,32,0,33,74,6,74,82,8,81,77,11,83,4,9,12,4,4,3,0,4,9,0,0,6,7,0,8,10,0,10,0,0,0,0,0,0,0,0,0,41,0,41,31,0,31,25,0,31,128,3,130,100,0,102,86,15,98,4,0,4,13,0,13,12,0,6,310,18,328,321,15,332,246,29,277
599,111,62,171,70,41,109,57,49,107,244,219,457,124,119,234,115,139,257,475,58,537,302,47,347,232,34,272,73,165,231,61,96,161,51,172,223,52,184,239,34,82,112,36,112,150,53,96,147,27,58,89,29,47,77,296,39,334,236,36,272,182,31,213,293,126,417,234,151,390,169,120,292,29,18,51,33,18,55,19,11,33,1619,972,2595,1127,643,1772,899,715,1614
601,7189,3893,11089,6988,4223,11211,8701,5878,14582,9573,12135,21706,9713,12669,22387,11935,16597,28533,11194,2168,13363,10856,2256,13114,12937,2766,15703,3533,7599,11130,3857,8830,12684,5401,11169,16578,3972,11590,15554,3839,10721,14564,4005,11309,15319,3670,5933,9603,3690,5953,9640,4029,5901,9933,4079,416,4497,4116,370,4487,4793,520,5313,5160,3339,8500,5475,3619,9096,6693,3938,10631,824,606,1430,966,739,1705,1220,912,2126,49190,47681,96873,49498,49385,98886,59730,58995,118720
602,5184,2532,7718,4960,2542,7502,5639,3203,8840,4211,5950,10157,4128,6162,10293,4753,7597,12353,7477,1523,8993,6663,1511,8167,7688,1752,9440,1633,4995,6628,1779,5227,7006,2375,6693,9072,1624,5946,7567,1509,5506,7017,1647,5845,7496,2164,3977,6137,2229,3870,6107,2296,3933,6224,4318,330,4644,4092,278,4374,4729,449,5182,4192,2881,7069,4130,2918,7047,4882,3367,8247,526,327,849,575,380,948,766,462,1222,31307,28452,59766,30062,28393,58457,34781,33297,68079
