SA4_CODE_2021,C21_1PF_Cu15DS_MR_4000over,C21_1PF_Cu15DS_MR_NS,C21_1PF_Cu15DS_Tot,C21_1PF_CU15_NDS_MR_0_299,C21_1PF_CU15_NDS_MR_300_449,C21_1PF_CU15_NDS_MR_450_599,C21_1PF_CU15_NDS_MR_600_799,C21_1PF_CU15_NDS_MR_800_999,C21_1PF_CU15_NDS_MR_1000_1399,C21_1PF_CU15_NDS_MR_1400_1799,C21_1PF_CU15_NDS_MR_1800_2399,C21_1PF_CU15_NDS_MR_2400_2999,C21_1PF_CU15_NDS_MR_3000_3999,C21_1PF_CU15_NDS_MR_4000over,C21_1PF_CU15_NDS_MR_NS,C21_1PF_CU15_NDS_Tot,C21_1PF_NCu15DS_MR_0_299,C21_1PF_NCu15DS_MR_300_449,C21_1PF_NCu15DS_MR_450_599,C21_1PF_NCu15DS_MR_600_799,C21_1PF_NCu15DS_MR_800_999,C21_1PF_NCu15DS_MR_1000_1399,C21_1PF_NCu15DS_MR_1400_1799,C21_1PF_NCu15DS_MR_1800_2399,C21_1PF_NCu15DS_MR_2400_2999,C21_1PF_NCu15DS_MR_3000_3999,C21_1PF_NCu15DS_MR_4000over,C21_1PF_NCu15DS_MR_NS,C21_1PF_NCu15DS_Tot,C21_1PF_NDCO_MR_0_299,C21_1PF_NDCO_MR_300_449,C21_1PF_NDCO_MR_450_599,C21_1PF_NDCO_MR_600_799,C21_1PF_NDCO_MR_800_999,C21_1PF_NDCO_MR_1000_1399,C21_1PF_NDCO_MR_1400_1799,C21_1PF_NDCO_MR_1800_2399,C21_1PF_NDCO_MR_2400_2999,C21_1PF_NDCO_MR_3000_3999,C21_1PF_NDCO_MR_4000over,C21_1PF_NDCO_MR_NS,C21_1PF_NDCO_Tot,C21_1PF_Tot_MR_0_299,C21_1PF_Tot_MR_300_449,C21_1PF_Tot_MR_450_599,C21_1PF_Tot_MR_600_799,C21_1PF_Tot_MR_800_999,C21_1PF_Tot_MR_1000_1399,C21_1PF_Tot_MR_1400_1799,C21_1PF_Tot_MR_1800_2399,C21_1PF_Tot_MR_2400_2999,C21_1PF_Tot_MR_3000_3999,C21_1PF_Tot_MR_4000over,C21_1PF_Tot_MR_NS,C21_1PF_Tot_Tot,C21_Tot_MR_0_299,C21_Tot_MR_300_449,C21_Tot_MR_450_599,C21_Tot_MR_600_799,C21_Tot_MR_800_999,C21_Tot_MR_1000_1399,C21_Tot_MR_1400_1799,C21_Tot_MR_1800_2399,C21_Tot_MR_2400_2999,C21_Tot_MR_3000_3999,C21_Tot_MR_4000over,C21_Tot_MR_NS,C21_Tot_Tot
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,0,22,236,33,24,26,67,96,301,212,106,34,21,15,51,983,17,16,22,34,53,97,60,36,13,8,10,17,384,52,44,35,89,107,177,91,69,17,12,10,67,770,108,89,92,215,270,641,416,246,72,44,30,149,2377,737,491,421,940,1363,3862,4006,3510,1209,824,542,983,18897
202,0,13,252,28,23,21,60,105,312,226,133,30,22,10,58,1019,14,19,7,23,43,99,76,34,9,0,7,14,353,55,53,34,60,79,198,118,65,19,19,10,45,755,110,100,72,161,252,669,484,261,69,46,29,124,2381,779,446,396,847,1245,3851,4092,3436,1229,936,590,951,18797
203,11,13,428,39,33,29,66,86,289,381,303,104,83,36,89,1544,33,11,17,54,53,146,159,123,42,32,19,43,725,86,62,45,97,115,300,232,148,43,39,22,117,1315,174,117,100,237,281,837,873,648,219,174,91,262,4014,1417,665,538,1042,1520,5076,6767,9194,4018,2959,1903,1996,37098
204,0,21,233,30,29,20,64,124,289,239,118,25,20,17,56,1026,18,13,12,28,36,105,79,40,11,8,12,26,380,42,46,32,80,103,182,124,64,21,13,17,69,792,87,91,65,193,296,639,486,250,61,51,40,167,2435,798,469,444,921,1495,4017,4155,3513,1191,953,630,1094,19676
205,8,14,327,46,63,46,155,215,507,321,165,49,55,29,89,1731,25,21,27,73,79,149,98,68,10,9,8,37,596,78,72,65,147,138,303,164,87,27,8,16,95,1191,160,162,148,399,464,1052,642,357,87,77,54,229,3845,1345,818,834,1808,2567,6722,6269,5203,1821,1298,920,1843,31450
206,71,27,361,85,21,23,22,62,154,205,335,205,238,272,77,1692,69,24,12,31,50,109,108,163,88,125,136,72,989,93,30,28,37,54,111,133,176,91,98,90,105,1043,268,82,68,95,175,410,478,734,432,499,565,280,4095,2096,472,412,609,953,3112,3960,7541,5071,7246,9829,2579,43876
207,150,22,435,70,13,9,15,39,91,109,196,131,208,364,83,1329,96,10,17,32,37,77,95,165,102,138,219,83,1082,113,26,14,42,42,118,102,160,90,105,141,80,1026,306,55,42,90,123,319,345,566,362,513,877,272,3868,2368,459,358,526,727,2205,2454,4837,3571,5923,10268,2553,36242
208,96,28,458,68,17,15,31,40,155,191,328,187,220,289,107,1654,101,29,24,42,48,147,160,211,109,122,195,101,1281,108,38,42,63,53,153,161,193,104,116,99,97,1227,291,87,87,143,153,492,555,823,451,512,687,327,4624,2313,568,469,765,992,3060,3619,7566,5513,8055,11094,3111,47114
209,35,39,623,90,42,37,68,109,374,543,604,273,188,111,185,2624,74,39,20,66,81,264,300,307,105,85,57,98,1493,190,94,79,148,185,424,465,409,160,109,87,247,2596,371,186,151,290,410,1172,1423,1463,591,415,291,564,7331,2661,948,821,1366,1994,6502,9755,16834,9229,7718,5148,4339,67315
210,27,52,613,56,33,20,49,101,334,451,519,187,149,88,138,2141,55,26,24,46,67,219,221,224,75,58,37,75,1139,139,85,68,117,148,416,398,390,139,106,62,177,2246,277,165,130,227,345,1066,1200,1283,443,356,206,446,6141,2011,781,590,1116,1569,5712,8788,14614,6459,4925,3197,3677,53433
211,36,31,683,94,51,46,67,130,359,463,535,267,193,134,157,2498,95,50,26,88,108,299,308,330,141,105,74,112,1731,224,90,95,145,166,469,425,391,194,137,63,223,2623,445,205,188,326,445,1242,1322,1390,666,497,308,516,7543,3190,1079,984,1577,2171,7025,9080,16144,10750,9096,5272,4061,70417
212,58,71,1099,156,47,72,95,175,605,819,975,389,294,209,313,4148,125,45,55,102,131,418,421,459,177,151,131,166,2376,291,122,117,204,215,768,748,746,273,220,152,379,4248,628,241,259,442,576,1966,2186,2426,938,729,554,939,11873,4436,1374,1296,2149,3023,10630,16460,29005,13924,10705,7392,7107,107489
213,53,89,1325,190,57,72,128,220,775,985,1089,403,264,179,330,4689,122,52,39,101,150,423,386,406,135,119,68,183,2193,293,140,118,229,276,738,711,667,257,173,91,362,4044,660,270,250,502,704,2147,2378,2440,905,636,385,966,12252,4155,1340,1223,2191,3120,11667,18265,29481,12333,9120,5875,7043,105819
214,23,27,449,54,25,27,52,83,280,358,375,164,108,85,104,1715,34,15,27,35,66,164,164,135,59,46,29,60,843,122,71,61,91,157,312,265,235,88,61,51,113,1633,230,118,120,203,329,841,880,839,344,243,190,309,4649,1484,601,514,919,1379,4189,5689,9101,4885,3868,2702,2234,37573
215,0,6,214,30,40,48,90,129,228,96,50,12,11,0,36,763,18,10,14,40,36,77,28,15,0,0,4,16,257,52,50,50,81,88,144,53,40,6,8,4,37,605,110,107,119,244,282,505,203,121,24,22,16,96,1844,779,538,636,1340,1675,3610,2222,1535,481,356,260,801,14233
216,4,13,190,19,25,24,89,108,256,136,69,18,17,9,44,809,9,8,8,34,39,63,37,21,6,4,4,11,242,38,34,27,56,68,147,74,41,15,10,4,38,545,77,68,67,192,233,524,278,144,39,39,26,104,1785,641,343,369,804,1273,3420,2731,2071,576,428,390,813,13857
217,0,11,163,18,23,26,68,84,189,113,39,9,11,5,35,630,8,4,11,26,35,54,36,18,5,3,8,13,221,29,25,32,50,60,126,55,38,11,10,11,52,502,69,61,77,177,196,409,226,108,35,27,20,106,1506,656,338,407,831,1168,2926,2335,1794,617,446,396,740,12645
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,5,20,328,33,19,10,36,49,200,298,361,129,103,42,82,1369,15,16,12,20,27,87,114,149,49,32,19,36,573,69,35,34,50,74,184,204,198,76,58,27,58,1073,135,73,57,113,163,522,683,801,283,219,97,200,3343,1108,464,380,608,907,2926,4643,9079,4706,3465,1977,1655,31915
302,17,9,226,37,10,7,36,53,168,217,269,126,66,31,46,1071,19,4,15,17,20,95,123,124,53,32,11,18,545,48,19,17,38,46,121,139,136,66,46,28,55,756,112,35,47,106,125,416,529,595,264,163,83,126,2599,932,318,265,504,736,2540,3963,6960,3886,2995,1676,1184,25953
303,20,13,325,63,17,27,44,59,212,319,377,154,145,78,92,1576,42,15,15,28,41,114,133,175,63,47,35,48,769,92,26,40,46,85,179,199,212,93,79,33,85,1181,204,56,78,130,205,553,706,849,354,295,166,241,3851,1802,504,455,753,1146,3772,5459,9396,5963,5362,3632,2227,40472
304,21,6,244,19,10,8,16,37,97,149,209,112,98,64,47,866,34,13,10,17,28,63,87,114,51,50,27,30,510,44,20,15,21,27,76,78,121,45,33,16,40,536,104,44,29,62,95,267,353,508,233,206,124,130,2152,948,291,247,380,564,1847,2570,5217,3639,3525,2605,1149,22981
305,47,15,204,35,7,11,16,20,102,149,205,99,125,120,47,932,16,7,4,21,13,61,70,98,44,68,68,42,527,27,10,6,10,22,80,78,83,56,53,48,32,505,85,33,26,51,61,268,318,414,225,264,285,143,2167,980,224,198,366,458,1713,2387,3942,3058,4168,5250,1203,23958
306,10,18,336,41,25,42,56,122,345,369,256,47,41,21,79,1449,16,13,12,29,48,112,113,73,18,14,11,20,480,46,21,39,74,78,184,175,110,26,27,16,84,877,123,58,96,183,275,727,727,483,111,88,54,204,3138,918,395,446,945,1402,4643,5540,5220,1764,1231,785,1352,24649
307,0,9,117,12,18,17,66,105,166,75,62,18,3,8,26,576,9,6,3,17,16,36,26,11,4,0,4,5,134,32,16,10,35,49,99,46,31,7,11,8,31,374,56,46,41,121,176,335,166,107,28,20,20,71,1205,735,294,330,738,1039,2565,1952,1549,528,423,375,687,11218
308,7,16,262,42,23,36,77,127,306,247,166,48,32,21,92,1219,14,8,14,16,35,91,75,51,15,6,4,23,354,44,26,37,51,66,166,123,96,28,23,20,68,739,109,60,87,158,255,623,507,360,99,78,55,197,2574,899,454,497,990,1506,4625,4904,4872,1840,1306,763,1366,24017
309,45,55,762,122,42,57,73,161,565,788,911,346,233,155,248,3701,53,29,23,51,76,253,282,293,128,98,72,89,1447,172,73,64,110,171,462,513,536,207,167,106,249,2830,378,152,147,257,428,1403,1740,1905,761,555,377,638,8744,2508,929,783,1416,2132,7193,11159,18784,9705,7794,5200,4644,72244
310,0,41,485,67,41,40,93,152,571,573,377,102,77,27,123,2251,30,23,19,41,58,181,165,136,45,26,11,43,771,93,48,56,90,158,421,360,268,64,42,20,114,1723,201,105,112,243,388,1302,1219,873,231,156,61,331,5229,1324,582,603,1156,1932,7828,9840,9508,3201,2028,1030,2109,41136
311,0,40,494,60,22,31,73,125,423,637,495,137,87,36,160,2288,29,18,11,27,35,161,162,123,34,36,12,61,723,95,57,50,85,127,368,368,294,90,67,30,152,1794,193,101,90,207,319,1061,1299,1025,294,211,82,412,5298,1259,591,465,1008,1610,6189,9790,10928,4135,2472,1222,2590,42258
312,8,3,178,28,14,22,41,58,200,192,161,54,33,9,64,886,6,9,0,8,15,56,51,41,20,0,6,13,234,32,10,12,24,49,102,108,74,38,19,14,37,516,76,41,34,91,136,401,397,313,121,62,35,122,1813,695,270,261,538,829,2993,3813,4355,1736,1116,652,1131,18387
313,9,20,310,44,23,23,52,69,332,398,291,83,57,28,107,1509,19,9,20,17,34,125,138,115,22,18,9,33,559,78,45,31,58,110,247,258,190,86,40,19,104,1257,151,82,80,131,233,752,887,658,214,133,63,263,3641,1029,462,392,764,1149,4237,6388,7375,2873,1746,877,1706,28999
314,8,16,310,37,15,13,44,62,208,312,329,95,77,32,51,1272,8,4,12,22,38,118,128,112,34,28,9,28,544,52,27,21,38,51,168,215,178,58,44,19,70,940,112,50,46,125,167,546,727,699,209,162,71,166,3067,960,339,325,591,916,3130,5687,8695,3665,2601,1396,1407,29725
315,0,6,42,25,10,12,19,21,54,32,27,3,6,0,23,230,5,0,0,0,7,8,8,4,0,0,0,6,40,15,4,12,3,10,20,23,5,7,7,5,10,130,36,21,31,28,40,84,72,42,12,18,10,42,438,275,120,153,242,351,736,620,666,229,162,174,330,4064
316,11,43,470,62,24,25,60,92,318,485,539,198,149,61,141,2157,31,13,18,35,60,153,192,177,72,37,29,70,885,105,39,53,75,101,289,315,268,81,60,35,128,1551,203,93,107,186,268,830,1091,1089,399,276,134,383,5059,1740,710,601,1074,1538,4674,7240,11949,5692,4009,2603,2746,44579
317,3,13,214,26,8,15,36,58,222,211,122,36,26,14,38,804,8,5,9,15,34,69,63,36,12,11,7,10,277,35,26,19,33,57,132,117,67,19,17,16,38,578,76,38,50,94,162,476,445,258,79,62,37,93,1863,561,248,256,568,910,3375,3884,3590,1236,813,488,789,16715
318,0,18,249,35,20,27,68,101,381,308,201,59,47,21,79,1341,18,9,13,19,28,130,100,63,21,3,5,21,436,38,27,23,40,88,220,153,115,34,27,13,72,851,104,59,70,141,243,792,619,426,121,84,38,193,2880,886,393,382,939,1496,4967,5420,4894,1629,1122,722,1257,24104
319,4,18,365,50,54,65,131,190,524,328,171,40,26,22,109,1715,18,21,13,39,60,140,71,48,10,6,6,29,458,90,73,57,117,179,290,200,95,32,10,13,101,1248,165,159,144,312,467,1068,676,352,86,43,46,254,3782,1304,865,822,1756,2569,6886,5749,4143,1143,809,593,1659,28307
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,32,21,365,51,16,16,49,74,208,257,243,94,79,75,58,1213,45,23,17,35,51,143,141,138,73,64,65,43,830,75,44,38,75,79,192,159,128,56,46,35,71,993,187,89,69,165,223,597,633,585,252,205,203,184,3396,1659,549,475,906,1271,3964,5115,6961,3906,3760,3603,1575,33735
402,13,32,767,84,53,64,177,358,991,754,411,102,62,25,165,3238,48,30,41,93,143,415,302,147,32,35,14,69,1374,159,156,137,295,340,817,509,264,59,47,22,176,2991,310,242,252,592,924,2449,1763,924,211,161,82,449,8364,2052,1185,1198,2358,3941,13176,13853,10364,3041,2056,1084,2603,56914
403,16,26,581,63,43,37,95,178,596,631,430,85,80,43,120,2383,34,33,24,78,112,305,261,178,50,28,32,49,1190,140,92,91,182,236,514,391,230,61,60,28,117,2137,256,171,162,385,567,1577,1405,930,232,197,110,307,6298,1946,866,850,1647,2504,8378,10332,10599,4016,3212,2001,2131,48485
404,4,14,282,46,25,20,40,66,249,300,231,78,55,39,44,1201,26,19,9,44,56,128,143,104,36,26,16,41,654,95,57,44,85,100,242,225,156,46,34,21,64,1170,172,102,74,190,248,674,743,557,172,133,82,171,3309,1137,481,390,818,1141,3523,4838,6317,2682,2022,1188,1231,25761
405,0,4,136,23,30,34,89,74,175,93,39,11,9,6,31,628,11,13,7,25,31,60,29,9,0,4,0,11,197,34,40,46,86,72,108,62,18,8,5,3,41,513,80,88,86,205,200,384,211,78,23,15,15,83,1473,584,474,488,1040,1291,2772,2246,1493,431,322,197,549,11893
406,0,4,85,16,13,24,56,77,115,54,20,7,3,0,18,401,4,7,9,15,21,29,11,14,4,0,0,9,117,14,17,20,49,47,59,19,12,7,5,4,20,268,30,45,51,135,158,234,93,50,23,10,4,54,869,321,255,280,593,829,1725,1204,870,251,182,115,358,6974
407,3,10,231,38,41,41,131,175,278,129,69,25,10,7,44,986,9,21,10,42,71,102,46,31,9,4,0,10,361,69,58,65,113,121,187,81,40,18,6,8,44,819,121,122,119,316,418,643,296,153,55,25,25,107,2394,969,717,775,1642,2321,4868,3338,2250,692,524,386,909,19384
