SA4_CODE_2021,C16_CFNC_BF_4000more,C16_CFNC_BF_Ns,C16_CFNC_BF_Tot,C16_CFNC_BPT_Neg_ni_inc,C16_CFNC_BPT_1_149,C16_CFNC_BPT_150_399,C16_CFNC_BPT_400_649,C16_CFNC_BPT_650_799,C16_CFNC_BPT_800_1249,C16_CFNC_BPT_1250_1999,C16_CFNC_BPT_2000_2499,C16_CFNC_BPT_2500_2999,C16_CFNC_BPT_3000_3999,C16_CFNC_BPT_4000more,C16_CFNC_BPT_Ns,C16_CFNC_BPT_Tot,C16_CFNC_1F1P_Neg_ni_inc,C16_CFNC_1F1P_1_149,C16_CFNC_1F1P_150_399,C16_CFNC_1F1P_400_649,C16_CFNC_1F1P_650_799,C16_CFNC_1F1P_800_1249,C16_CFNC_1F1P_1250_1999,C16_CFNC_1F1P_2000_2499,C16_CFNC_1F1P_2500_2999,C16_CFNC_1F1P_3000_3999,C16_CFNC_1F1P_4000more,C16_CFNC_1F1P_Ns,C16_CFNC_1F1P_Tot,C16_CFNC_1E1A_Neg_ni_inc,C16_CFNC_1E1A_1_149,C16_CFNC_1E1A_150_399,C16_CFNC_1E1A_400_649,C16_CFNC_1E1A_650_799,C16_CFNC_1E1A_800_1249,C16_CFNC_1E1A_1250_1999,C16_CFNC_1E1A_2000_2499,C16_CFNC_1E1A_2500_2999,C16_CFNC_1E1A_3000_3999,C16_CFNC_1E1A_4000more,C16_CFNC_1E1A_Ns,C16_CFNC_1E1A_Tot,C16_CFNC_1F1NW_Neg_ni_inc,C16_CFNC_1F1NW_1_149,C16_CFNC_1F1NW_150_399,C16_CFNC_1F1NW_400_649,C16_CFNC_1F1NW_650_799,C16_CFNC_1F1NW_800_1249,C16_CFNC_1F1NW_1250_1999,C16_CFNC_1F1NW_2000_2499,C16_CFNC_1F1NW_2500_2999,C16_CFNC_1F1NW_3000_3999,C16_CFNC_1F1NW_4000more,C16_CFNC_1F1NW_Ns,C16_CFNC_1F1NW_Tot,C16_CFNC_1P1NW_Neg_ni_inc,C16_CFNC_1P1NW_1_149,C16_CFNC_1P1NW_150_399,C16_CFNC_1P1NW_400_649,C16_CFNC_1P1NW_650_799,C16_CFNC_1P1NW_800_1249,C16_CFNC_1P1NW_1250_1999,C16_CFNC_1P1NW_2000_2499,C16_CFNC_1P1NW_2500_2999,C16_CFNC_1P1NW_3000_3999,C16_CFNC_1P1NW_4000more,C16_CFNC_1P1NW_Ns,C16_CFNC_1P1NW_Tot,C16_CFNC_1A1NW_Neg_ni_inc,C16_CFNC_1A1NW_1_149,C16_CFNC_1A1NW_150_399,C16_CFNC_1A1NW_400_649,C16_CFNC_1A1NW_650_799,C16_CFNC_1A1NW_800_1249,C16_CFNC_1A1NW_1250_1999,C16_CFNC_1A1NW_2000_2499,C16_CFNC_1A1NW_2500_2999,C16_CFNC_1A1NW_3000_3999,C16_CFNC_1A1NW_4000more,C16_CFNC_1A1NW_Ns,C16_CFNC_1A1NW_Tot,C16_CFNC_BA_Neg_ni_inc,C16_CFNC_BA_1_149,C16_CFNC_BA_150_399,C16_CFNC_BA_400_649,C16_CFNC_BA_650_799,C16_CFNC_BA_800_1249,C16_CFNC_BA_1250_1999,C16_CFNC_BA_2000_2499,C16_CFNC_BA_2500_2999,C16_CFNC_BA_3000_3999,C16_CFNC_BA_4000more,C16_CFNC_BA_Ns,C16_CFNC_BA_Tot,C16_CFNC_BNW_Neg_ni_inc,C16_CFNC_BNW_1_149,C16_CFNC_BNW_150_399,C16_CFNC_BNW_400_649,C16_CFNC_BNW_650_799,C16_CFNC_BNW_800_1249,C16_CFNC_BNW_1250_1999,C16_CFNC_BNW_2000_2499,C16_CFNC_BNW_2500_2999,C16_CFNC_BNW_3000_3999,C16_CFNC_BNW_4000more,C16_CFNC_BNW_Ns,C16_CFNC_BNW_Tot,C16_CFNC_LFns_Neg_ni_inc,C16_CFNC_LFns_1_149,C16_CFNC_LFns_150_399,C16_CFNC_LFns_400_649,C16_CFNC_LFns_650_799,C16_CFNC_LFns_800_1249,C16_CFNC_LFns_1250_1999,C16_CFNC_LFns_2000_2499,C16_CFNC_LFns_2500_2999,C16_CFNC_LFns_3000_3999,C16_CFNC_LFns_4000more,C16_CFNC_LFns_Ns,C16_CFNC_LFns_Tot,C16_CFNC_Tot_Neg_ni_inc,C16_CFNC_Tot_1_149,C16_CFNC_Tot_150_399,C16_CFNC_Tot_400_649,C16_CFNC_Tot_650_799,C16_CFNC_Tot_800_1249,C16_CFNC_Tot_1250_1999,C16_CFNC_Tot_2000_2499,C16_CFNC_Tot_2500_2999,C16_CFNC_Tot_3000_3999,C16_CFNC_Tot_4000more,C16_CFNC_Tot_Ns,C16_CFNC_Tot_Tot,C16_CFC_BFT_Neg_ni_inc,C16_CFC_BFT_1_149,C16_CFC_BFT_150_399,C16_CFC_BFT_400_649,C16_CFC_BFT_650_799,C16_CFC_BFT_800_1249,C16_CFC_BFT_1250_1999,C16_CFC_BFT_2000_2499,C16_CFC_BFT_2500_2999,C16_CFC_BFT_3000_3999,C16_CFC_BFT_4000more,C16_CFC_BFT_Ns,C16_CFC_BFT_Tot,C16_CFC_BPT_Neg_ni_inc,C16_CFC_BPT_1_149,C16_CFC_BPT_150_399,C16_CFC_BPT_400_649,C16_CFC_BPT_650_799,C16_CFC_BPT_800_1249,C16_CFC_BPT_1250_1999,C16_CFC_BPT_2000_2499,C16_CFC_BPT_2500_2999,C16_CFC_BPT_3000_3999,C16_CFC_BPT_4000more,C16_CFC_BPT_Ns,C16_CFC_BPT_Tot,C16_CFC_1F1P_Neg_ni_inc,C16_CFC_1F1P_1_149,C16_CFC_1F1P_150_399,C16_CFC_1F1P_400_649,C16_CFC_1F1P_650_799,C16_CFC_1F1P_800_1249,C16_CFC_1F1P_1250_1999,C16_CFC_1F1P_2000_2499,C16_CFC_1F1P_2500_2999,C16_CFC_1F1P_3000_3999,C16_CFC_1F1P_4000more,C16_CFC_1F1P_Ns,C16_CFC_1F1P_Tot,C16_CF_1E1A_Neg_ni_inc,C16_CF_1E1A_1_149,C16_CF_1E1A_150_399,C16_CF_1E1A_400_649,C16_CF_1E1A_650_799,C16_CF_1E1A_800_1249,C16_CF_1E1A_1250_1999,C16_CF_1E1A_2000_2499,C16_CF_1E1A_2500_2999,C16_CF_1E1A_3000_3999,C16_CF_1E1A_4000more,C16_CF_1E1A_Ns,C16_CF_1E1A_Tot,C16_CF_1F1NW_Neg_ni_inc,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_399,C16_CF_1F1NW_400_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_1249,C16_CF_1F1NW_1250_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000more,C16_CF_1F1NW_Ns,C16_CF_1F1NW_Tot,C16_CF_1P1NW_Neg_ni_inc,C16_CF_1P1NW_1_149
111,751,91,6804,3,7,8,72,116,375,422,140,85,62,75,27,1392,4,0,3,26,38,388,1713,953,602,448,368,67,4608,0,0,0,10,14,68,151,152,92,93,47,23,656,0,6,16,72,115,746,1039,537,188,227,163,69,3170,8,18,93,299,347,822,597,144,100,67,70,55,2619,8,0,4,13,30,106,117,49,29,21,11,17,410,0,0,0,3,6,19,43,37,27,25,17,22,212,344,188,248,1838,4866,4112,2285,494,177,152,165,648,15519,4,7,5,17,69,42,34,21,4,4,3,1989,2198,369,222,373,2373,5623,6822,7576,4304,2761,2469,1671,3008,37578,6,0,6,9,23,79,738,1236,1377,2033,1622,713,7845,0,0,0,14,34,232,487,253,165,150,125,121,1585,13,4,6,23,39,487,3096,2553,2521,2270,1827,741,13579,0,0,0,8,17,82,391,361,336,381,248,127,1955,4,6,6,42,102,929,2118,1213,457,602,502,392,6363,4,8
112,245,58,3558,4,16,5,84,143,467,531,156,65,53,64,32,1619,6,6,4,38,56,468,1398,602,322,213,170,56,3339,0,6,0,3,13,86,153,77,59,32,39,26,487,7,0,8,86,132,606,628,236,106,81,70,75,2038,0,14,53,319,377,739,432,97,56,34,47,49,2235,3,4,3,40,48,79,70,25,10,13,6,21,323,5,0,0,3,8,25,48,27,15,10,10,17,175,211,147,179,1430,3722,2927,1574,374,124,95,122,574,11481,0,0,3,35,74,55,36,20,6,7,4,1431,1668,266,201,275,2084,4628,5665,5906,2523,1286,979,782,2336,26927,8,3,6,19,32,146,791,813,709,810,515,404,4257,0,3,7,42,60,324,523,218,110,86,61,142,1575,9,4,8,35,38,535,2172,1395,946,682,505,484,6814,0,0,5,10,5,84,273,188,106,118,68,74,922,8,9,15,51,121,761,1201,469,175,215,124,240,3371,5,6
113,274,83,3489,4,3,0,37,54,188,205,58,35,24,21,25,662,5,0,6,33,52,371,1006,432,247,169,114,56,2493,7,0,0,6,17,47,122,68,38,22,17,25,358,5,0,13,59,104,405,430,161,52,69,51,64,1418,0,12,40,140,148,322,205,43,16,11,16,39,996,4,0,5,20,21,57,52,21,5,5,0,18,205,0,3,0,4,8,22,45,24,14,11,10,21,164,153,88,86,762,1750,1203,589,142,44,50,59,357,5290,9,0,0,17,43,11,20,7,0,3,3,941,1056,208,116,159,1115,2235,2827,3645,1855,975,819,557,1627,16145,5,0,0,12,17,99,628,782,722,805,473,470,4018,0,0,4,19,8,86,169,79,44,27,26,59,525,0,3,7,18,38,387,1681,1043,727,567,368,464,5298,0,0,0,3,3,55,226,167,112,112,34,83,800,9,0,4,29,93,592,894,374,124,129,88,191,2532,0,4
114,223,51,2219,0,3,5,43,91,266,267,82,48,33,29,10,876,0,3,4,28,39,261,778,342,196,143,140,32,1957,0,0,0,7,5,37,75,48,24,22,18,9,256,5,0,7,46,74,325,400,175,75,96,65,51,1325,3,13,50,195,229,462,287,85,50,37,53,39,1501,0,0,0,23,30,39,46,17,7,18,13,15,199,5,0,0,6,9,13,33,19,6,8,7,11,120,238,136,160,1193,2879,2387,1421,315,133,112,127,422,9514,3,0,5,24,38,26,22,11,5,0,4,1120,1260,267,163,234,1575,3422,3938,3896,1609,883,800,681,1765,19228,6,0,5,7,16,74,404,455,404,577,398,300,2647,0,6,4,24,34,168,221,91,40,34,24,68,717,0,0,7,16,32,327,1265,859,646,460,380,338,4334,0,0,0,5,8,40,157,101,78,76,58,56,579,0,5,8,27,50,434,868,343,138,148,94,182,2298,6,8
115,912,89,3939,3,5,5,38,61,172,237,96,71,60,61,15,825,9,0,5,15,21,166,555,383,342,287,363,26,2174,0,5,0,3,6,27,58,64,35,52,56,16,321,7,3,7,40,49,306,523,345,119,217,210,45,1876,6,11,50,142,123,330,365,109,79,59,59,40,1367,0,0,4,14,13,39,37,20,12,8,9,11,175,0,0,0,6,0,17,19,14,7,17,18,12,108,556,200,147,777,1312,1783,1234,341,174,133,122,247,7025,3,0,0,5,13,21,15,7,0,0,3,924,997,596,241,219,1049,1614,2935,3447,2127,1536,1821,1814,1420,18820,18,5,5,11,12,91,561,948,1238,2618,4101,817,10421,0,0,0,22,30,157,292,173,138,162,171,104,1261,17,0,3,21,23,306,1537,1545,1820,2152,2890,749,11077,3,0,0,8,3,46,152,170,182,294,333,93,1291,8,9,14,62,84,563,1508,1380,523,1240,1189,445,7008,5,5
116,549,105,5947,3,6,3,37,41,184,217,77,28,21,13,6,641,0,0,0,15,23,294,1016,505,317,181,113,35,2504,0,0,0,3,6,29,117,97,55,47,27,17,407,3,9,16,98,215,945,989,360,115,105,59,74,2986,9,12,75,231,188,370,185,51,20,24,10,40,1209,0,0,4,15,24,69,69,20,4,10,3,36,270,0,0,0,6,7,7,41,35,19,22,5,27,159,789,170,201,1207,2215,1258,606,116,39,22,25,311,6961,6,0,8,18,43,24,26,4,0,0,0,937,1058,825,212,307,1636,2771,3266,4401,2917,1816,1601,795,1585,22132,6,7,0,11,11,114,1524,2573,2508,3423,2476,828,13485,3,0,8,23,39,258,446,218,133,136,70,91,1421,6,0,0,25,45,516,2861,2264,1860,1641,1074,540,10836,0,0,4,9,9,85,378,381,329,353,194,119,1866,15,7,29,223,350,2099,3751,2021,760,963,517,581,11328,14,7
117,5004,163,15453,7,5,10,107,187,608,520,158,68,72,105,32,1881,3,0,3,17,23,351,1403,763,640,578,789,50,4625,0,0,6,3,16,53,124,114,109,125,174,40,768,13,0,15,91,134,553,909,618,210,562,468,75,3646,10,28,122,225,152,304,272,107,67,71,105,27,1498,4,0,9,18,14,31,44,25,8,13,19,18,200,0,0,0,4,4,17,39,44,35,60,72,31,321,711,126,136,704,1073,748,563,229,99,122,166,167,4854,0,3,4,6,14,23,11,8,7,9,3,2585,2682,763,175,308,1182,1644,2799,5067,4494,3742,5640,6913,3190,35923,4,0,0,6,6,55,364,518,600,1125,2108,316,5094,0,0,4,18,34,110,177,106,96,106,119,43,806,4,0,0,9,15,165,774,759,820,1033,1523,225,5326,0,0,0,4,3,25,97,122,143,296,462,47,1198,4,4,12,64,108,517,860,582,238,621,558,180,3727,5,3
118,3249,156,9061,0,9,4,39,68,263,339,132,86,87,185,23,1229,0,0,8,4,18,152,764,546,449,407,795,42,3181,0,0,0,4,3,23,56,63,69,93,130,35,479,3,3,8,41,62,281,510,382,184,302,498,48,2325,5,20,55,164,117,299,314,166,86,116,223,50,1629,3,0,3,8,0,31,46,15,8,22,29,18,182,0,0,0,0,4,6,27,28,19,33,69,33,227,429,123,110,561,873,1001,861,338,223,248,455,239,5455,0,3,0,13,9,11,26,9,4,3,16,1790,1886,460,156,190,840,1156,2144,3521,2945,2494,3646,5648,2444,25640,7,3,0,4,12,50,274,442,569,1244,3564,539,6715,0,4,0,16,20,97,192,132,114,122,231,85,1015,4,3,9,12,25,165,762,808,979,1269,3529,595,8164,0,0,0,3,0,14,88,108,131,312,604,70,1333,13,6,3,39,37,326,735,634,268,1257,1499,346,5165,6,6
119,1209,138,9454,6,13,14,110,222,689,610,172,73,62,56,46,2070,7,3,5,26,70,617,2022,844,484,348,280,72,4767,0,0,0,17,20,88,212,142,104,74,65,43,773,4,13,28,246,394,1563,1523,626,213,250,137,122,5116,18,45,295,590,421,813,531,161,62,44,50,83,3102,6,12,21,55,51,120,107,37,17,18,11,37,492,0,4,0,4,15,41,77,41,32,27,18,50,301,1730,537,543,2897,4881,2770,1424,394,139,126,132,634,16210,27,4,7,31,53,55,38,15,3,8,9,2418,2662,1805,632,914,3990,6151,6968,8354,4833,2828,2884,1954,3634,44944,18,0,3,13,29,286,1875,2464,2263,3208,3297,958,14425,4,0,8,106,152,605,817,365,248,228,183,191,2908,11,3,16,54,97,1007,3724,2750,2389,2388,2440,878,15753,3,0,3,22,22,154,496,450,321,483,364,207,2533,31,14,67,516,785,3619,4991,2313,916,1344,971,907,16459,15,27
120,2691,109,9109,3,6,5,72,130,372,367,135,77,80,95,29,1361,3,0,0,12,25,301,1104,617,455,402,539,39,3491,6,0,4,9,11,37,119,86,80,66,122,35,570,9,3,5,99,165,625,827,507,197,308,319,42,3101,8,27,100,259,176,404,345,140,80,73,104,27,1737,3,0,12,19,20,41,50,27,14,29,22,16,245,0,0,0,0,7,15,35,32,17,30,42,24,204,791,239,165,941,1569,1221,843,283,179,140,169,207,6748,11,5,0,11,16,17,19,16,0,3,3,1724,1821,828,280,290,1433,2131,3139,4629,3277,2552,3470,4100,2250,28387,7,0,0,7,12,82,563,851,921,1817,4061,524,8850,0,5,3,19,46,181,316,162,128,129,208,100,1306,8,3,6,24,22,291,1208,1102,1171,1600,3196,507,9131,0,0,0,7,5,45,146,158,164,361,580,88,1558,7,4,15,95,163,831,1497,1101,391,1148,1086,305,6655,13,8
121,4278,165,11952,5,11,3,48,98,317,416,206,148,138,314,25,1723,3,0,3,21,23,242,994,691,608,619,1236,65,4496,0,0,3,3,3,31,97,107,81,126,168,41,660,16,0,16,82,98,512,894,740,276,671,892,61,4242,17,24,93,198,188,510,633,294,208,239,475,54,2933,0,3,3,22,13,48,49,34,28,25,38,19,295,7,0,0,0,4,18,16,33,32,44,64,30,246,834,282,191,894,1314,2124,2157,927,614,583,966,345,11232,9,0,3,9,10,20,8,5,10,12,9,2474,2566,903,332,316,1293,1760,3917,6044,4665,3828,5589,8447,3258,40353,14,8,4,6,24,117,520,895,1130,2580,7475,960,13739,0,0,5,30,41,196,359,196,181,215,408,184,1808,15,4,14,23,37,310,1422,1447,1828,2397,7215,1004,15715,3,0,0,6,12,48,144,205,243,478,944,123,2212,30,8,12,103,147,721,1866,1899,592,2724,3251,704,12059,16,9
122,1809,124,6376,0,4,3,39,74,297,366,140,94,70,132,26,1252,6,0,7,8,20,189,785,559,455,367,572,52,3024,0,0,0,0,4,26,99,68,59,63,94,33,449,5,0,5,26,61,289,484,291,146,272,308,42,1934,8,12,43,173,142,437,424,191,98,93,163,49,1827,3,0,0,4,12,31,40,25,11,10,19,9,171,0,0,0,0,4,8,33,26,24,27,30,20,167,287,128,110,687,1145,1861,1522,540,292,257,393,322,7551,3,5,0,6,22,20,21,8,3,0,9,1476,1582,313,150,181,961,1490,3208,4421,2998,2224,2678,3530,2152,24315,16,6,4,3,13,62,444,677,813,1713,3644,696,8077,0,5,0,7,14,132,256,197,165,209,244,128,1356,10,5,4,11,26,301,1417,1489,1807,2088,4413,832,12402,0,0,0,5,8,28,139,133,230,340,490,104,1483,7,3,12,38,51,346,956,830,312,1501,1379,380,5820,0,5
123,406,99,5124,0,5,7,34,53,165,188,80,22,22,15,4,601,5,4,0,15,21,250,968,558,350,201,141,42,2552,0,0,0,3,8,48,117,88,67,50,17,21,431,8,0,3,74,122,733,914,382,102,118,68,63,2575,8,10,61,185,187,384,295,70,25,28,13,47,1316,0,0,4,19,26,55,76,30,6,11,4,22,252,3,0,3,3,3,10,35,23,20,15,7,25,139,349,160,141,1016,2090,1515,738,170,38,36,37,328,6606,3,5,7,19,24,26,19,7,6,4,0,893,1009,382,182,229,1395,2539,3264,4334,2842,1747,1439,711,1545,20611,7,0,0,0,13,97,986,1642,1570,2257,1707,720,9005,0,0,0,28,36,154,295,191,93,98,59,72,1027,7,6,0,17,29,430,2386,1899,1628,1454,1022,609,9489,6,0,0,11,7,63,291,312,284,318,163,122,1574,10,3,14,138,189,1402,2622,1283,509,583,369,492,7617,9,0
124,587,138,6720,3,4,4,49,68,252,338,115,66,44,28,29,1001,6,3,5,20,42,345,1338,699,502,308,187,61,3504,0,0,0,6,8,50,131,116,91,72,41,25,542,6,0,8,60,142,776,1106,487,179,187,99,92,3144,6,6,59,231,261,589,388,120,37,43,26,41,1809,4,0,8,16,24,64,88,29,16,12,5,26,292,3,0,0,3,3,10,35,28,19,19,5,18,155,328,122,188,1074,2442,2169,1185,247,102,70,72,369,8358,3,0,4,14,29,25,22,11,7,6,5,1191,1313,371,144,274,1491,3037,4410,5919,3737,2358,2055,1055,1984,26838,10,0,5,3,11,100,899,1691,1686,2595,2091,761,9852,0,0,4,19,29,177,382,191,143,96,59,85,1201,7,5,9,27,36,477,2740,2244,2010,1775,1219,729,11275,0,0,0,9,5,65,332,373,349,355,180,122,1785,11,7,10,78,154,1184,2723,1383,612,660,457,441,7727,0,5
125,928,103,8004,0,9,7,70,165,464,402,101,52,39,26,23,1354,3,0,5,11,47,515,1422,676,399,275,170,56,3585,0,0,4,7,18,63,151,105,85,65,50,29,568,10,4,25,159,339,1306,1515,596,172,216,138,72,4544,7,26,178,407,301,515,373,106,50,24,20,39,2060,11,6,16,48,35,96,63,22,9,8,6,34,343,0,0,0,9,7,26,50,35,23,29,15,25,207,1375,345,383,1883,2811,2025,1026,265,87,73,66,397,10738,11,3,5,16,37,39,34,7,3,0,0,1716,1887,1433,397,612,2623,3788,5205,6463,3911,2411,2527,1420,2486,33284,7,0,9,16,31,215,1552,2064,2052,2875,2556,643,12019,0,4,16,75,124,401,608,231,184,135,97,129,2008,3,4,10,44,92,747,2851,1983,1785,1650,1439,548,11152,0,0,0,14,15,130,318,348,293,371,295,116,1902,26,7,51,418,633,2980,4869,2557,816,1140,722,681,14920,24,23
126,921,52,4171,0,8,7,31,49,164,164,59,39,44,73,6,663,0,0,0,8,13,170,569,332,282,191,259,34,1862,0,0,0,6,0,22,61,36,47,39,54,16,284,3,0,8,47,73,376,585,305,151,187,179,33,1943,4,8,84,158,102,257,224,85,53,51,59,22,1109,0,0,5,8,10,16,42,15,7,15,6,6,137,0,0,0,8,0,0,12,15,12,10,23,11,92,652,205,136,666,1011,1035,812,296,118,120,145,170,5375,0,0,0,13,4,15,11,4,0,0,4,883,934,672,223,243,932,1279,2119,2988,1946,1505,1690,1731,1227,16567,6,9,3,3,6,63,422,568,714,1479,2649,375,6295,3,0,0,21,40,129,200,114,81,92,137,67,887,0,6,0,10,23,195,861,840,885,1147,2156,385,6504,0,0,3,5,9,26,112,120,119,226,262,60,929,12,0,17,74,116,570,1258,973,321,788,809,251,5189,8,8
127,386,82,5111,0,4,5,43,73,205,184,67,37,27,10,25,684,0,5,4,15,33,334,895,427,239,166,85,38,2248,3,0,4,4,9,40,122,87,53,50,19,30,419,10,3,20,140,278,1044,990,306,94,101,57,95,3140,10,22,119,251,248,409,239,46,24,12,14,46,1446,14,3,5,33,31,71,57,19,8,7,6,38,303,3,0,0,8,3,21,36,26,23,12,11,27,180,855,263,336,2023,3491,1512,671,127,50,41,50,448,9862,12,0,3,31,48,31,31,14,0,3,0,1167,1344,921,305,494,2562,4241,3805,4290,2542,1583,1359,643,1992,24739,15,6,3,12,16,214,1468,2130,1969,2551,1996,757,11142,7,9,8,73,92,323,536,248,130,129,99,135,1768,3,5,10,37,67,613,2726,1930,1585,1448,1049,614,10086,0,0,3,12,15,87,311,317,285,314,183,121,1649,14,13,42,266,523,2544,4025,1735,850,930,522,741,12213,18,25
128,879,74,4816,0,0,0,22,52,170,243,106,51,61,70,11,781,3,6,0,12,14,153,665,490,367,298,334,31,2366,0,0,0,6,8,29,58,68,69,59,59,18,378,0,0,5,37,69,307,567,343,104,219,159,48,1850,7,10,41,139,134,402,379,153,69,46,62,31,1467,3,0,3,7,10,33,54,26,15,6,16,8,194,0,0,0,0,0,4,18,25,17,23,20,12,136,265,126,112,809,1510,2047,1427,370,162,148,154,331,7443,3,0,3,9,13,20,3,3,4,4,6,1046,1115,292,149,167,1040,1815,3212,3919,2565,1818,2216,1746,1605,20538,8,0,3,7,6,38,387,724,1017,1944,2617,602,7357,0,0,3,14,17,84,247,138,137,139,129,95,1005,7,3,10,18,21,251,1563,1684,2009,2236,2850,732,11386,3,0,0,0,4,31,146,214,241,359,343,115,1452,10,0,9,31,53,418,1087,902,370,782,787,315,4746,0,0
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,190,50,2794,6,7,10,53,76,259,217,90,37,16,26,12,808,12,3,5,42,50,320,945,392,247,143,131,39,2342,0,0,3,9,9,51,106,71,49,32,21,15,363,6,6,9,58,108,462,488,210,56,51,52,49,1551,0,14,40,201,225,442,226,55,16,14,20,31,1295,4,6,0,14,38,50,41,23,7,6,14,16,211,0,0,0,10,6,25,33,30,12,18,13,17,157,166,102,112,892,2126,1455,652,136,46,41,37,338,6113,7,3,5,16,32,24,17,5,3,0,0,835,945,211,138,195,1320,2704,3225,3444,1771,937,717,500,1411,16575,0,0,0,12,13,105,411,503,468,595,412,320,2846,0,6,4,20,31,150,253,89,51,49,26,65,740,5,0,10,27,34,411,1799,1193,765,570,421,431,5667,0,0,0,3,6,71,213,148,109,87,71,58,770,0,8,7,50,90,595,1003,401,168,161,121,207,2809,0,0
202,195,62,2723,8,5,7,46,65,241,267,84,39,27,25,20,832,8,6,4,26,50,327,894,460,253,164,127,56,2367,0,5,0,11,18,46,97,86,50,36,19,16,368,8,0,6,38,94,406,460,173,53,56,56,52,1403,3,10,31,195,203,429,247,71,22,28,19,35,1296,0,3,3,26,21,60,52,16,7,6,7,16,216,3,3,3,0,12,28,37,19,17,16,14,9,157,115,114,93,768,1914,1601,750,159,59,42,70,316,5985,3,0,0,13,26,32,9,12,8,0,5,832,937,151,155,148,1147,2428,3288,3558,1750,943,784,523,1397,16291,10,0,3,13,15,79,431,509,514,566,372,293,2811,0,0,0,13,26,143,296,134,72,31,48,68,835,0,6,6,29,35,378,1699,1083,820,633,381,386,5451,0,0,0,6,3,66,185,188,128,116,59,73,823,8,0,9,39,72,572,1040,394,136,199,97,173,2735,0,4
203,462,96,5101,7,4,15,78,108,388,410,142,66,48,63,16,1345,3,5,7,28,60,424,1484,768,543,288,252,69,3929,4,0,5,9,18,81,147,100,83,57,35,32,574,3,5,10,73,141,658,780,317,93,128,116,88,2409,3,17,87,282,332,714,474,131,49,49,67,69,2273,4,5,11,23,32,71,73,22,13,12,4,20,287,0,4,0,6,8,16,61,32,24,22,20,19,211,316,176,168,1486,3091,2847,1490,340,116,110,158,597,10881,0,0,4,15,61,33,24,16,3,3,4,1476,1642,353,214,301,2023,3864,5344,5914,3352,2025,1601,1186,2472,28652,7,5,6,14,22,101,643,919,868,1207,935,565,5293,6,0,6,28,45,208,469,211,127,81,67,115,1373,14,3,10,26,44,539,2935,2329,1858,1503,1215,836,11322,0,0,0,11,5,85,375,279,280,254,145,109,1563,14,0,18,78,149,921,1993,1000,336,445,365,365,5675,0,9
204,205,79,3496,5,16,6,66,89,338,312,104,51,30,45,27,1080,10,9,16,41,68,445,1176,557,284,151,118,64,2930,0,0,3,10,13,75,139,79,57,35,18,21,456,6,8,14,72,110,490,549,194,72,62,49,70,1698,9,19,59,212,234,534,300,69,28,19,23,45,1561,0,4,4,31,27,83,68,21,4,0,0,25,277,7,7,0,8,10,37,45,21,23,25,16,22,220,173,103,106,968,2355,1748,856,153,63,52,75,426,7074,7,5,3,13,51,28,20,10,4,0,0,1160,1297,233,174,217,1482,3021,4002,4404,2117,1140,805,547,1933,20079,11,8,8,19,24,144,579,706,642,635,369,398,3530,0,0,5,26,20,151,260,111,69,39,21,92,801,5,0,4,36,39,431,1885,1109,819,527,302,486,5642,0,0,3,7,17,80,230,173,146,106,44,71,878,4,5,0,34,72,658,1077,356,135,140,73,190,2751,5,0
