SA4_CODE_2021,C11_15_19_Married_M,C11_15_19_Married_F,C11_15_19_Married_P,C11_15_19_Sep_M,C11_15_19_Sep_F,C11_15_19_Sep_P,C11_15_19_Div_M,C11_15_19_Div_F,C11_15_19_Div_P,C11_15_19_Wid_M,C11_15_19_Wid_F,C11_15_19_Wid_P,C11_15_19_Nvr_marrd_M,C11_15_19_Nvr_marrd_F,C11_15_19_Nvr_marrd_P,C11_15_19_Tot_M,C11_15_19_Tot_F,C11_15_19_Tot_P,C11_20_24_Married_M,C11_20_24_Married_F,C11_20_24_Married_P,C11_20_24_Sep_M,C11_20_24_Sep_F,C11_20_24_Sep_P,C11_20_24_Div_M,C11_20_24_Div_F,C11_20_24_Div_P,C11_20_24_Wid_M,C11_20_24_Wid_F,C11_20_24_Wid_P,C11_20_24_Nvr_marrd_M,C11_20_24_Nvr_marrd_F,C11_20_24_Nvr_marrd_P,C11_20_24_Tot_M,C11_20_24_Tot_F,C11_20_24_Tot_P,C11_25_29_Married_M,C11_25_29_Married_F,C11_25_29_Married_P,C11_25_29_Sep_M,C11_25_29_Sep_F,C11_25_29_Sep_P,C11_25_29_Div_M,C11_25_29_Div_F,C11_25_29_Div_P,C11_25_29_Wid_M,C11_25_29_Wid_F,C11_25_29_Wid_P,C11_25_29_Nvr_marrd_M,C11_25_29_Nvr_marrd_F,C11_25_29_Nvr_marrd_P,C11_25_29_Tot_M,C11_25_29_Tot_F,C11_25_29_Tot_P,C11_30_34_Married_M,C11_30_34_Married_F,C11_30_34_Married_P,C11_30_34_Sep_M,C11_30_34_Sep_F,C11_30_34_Sep_P,C11_30_34_Div_M,C11_30_34_Div_F,C11_30_34_Div_P,C11_30_34_Wid_M,C11_30_34_Wid_F,C11_30_34_Wid_P,C11_30_34_Nvr_marrd_M,C11_30_34_Nvr_marrd_F,C11_30_34_Nvr_marrd_P,C11_30_34_Tot_M,C11_30_34_Tot_F,C11_30_34_Tot_P,C11_35_39_Married_M,C11_35_39_Married_F,C11_35_39_Married_P,C11_35_39_Sep_M,C11_35_39_Sep_F,C11_35_39_Sep_P,C11_35_39_Div_M,C11_35_39_Div_F,C11_35_39_Div_P,C11_35_39_Wid_M,C11_35_39_Wid_F,C11_35_39_Wid_P,C11_35_39_Nvr_marrd_M,C11_35_39_Nvr_marrd_F,C11_35_39_Nvr_marrd_P,C11_35_39_Tot_M,C11_35_39_Tot_F,C11_35_39_Tot_P,C11_40_44_Married_M,C11_40_44_Married_F,C11_40_44_Married_P,C11_40_44_Sep_M,C11_40_44_Sep_F,C11_40_44_Sep_P,C11_40_44_Div_M,C11_40_44_Div_F,C11_40_44_Div_P,C11_40_44_Wid_M,C11_40_44_Wid_F,C11_40_44_Wid_P,C11_40_44_Nvr_marrd_M,C11_40_44_Nvr_marrd_F,C11_40_44_Nvr_marrd_P,C11_40_44_Tot_M,C11_40_44_Tot_F,C11_40_44_Tot_P,C11_45_49_Married_M,C11_45_49_Married_F,C11_45_49_Married_P,C11_45_49_Sep_M,C11_45_49_Sep_F,C11_45_49_Sep_P,C11_45_49_Div_M,C11_45_49_Div_F,C11_45_49_Div_P,C11_45_49_Wid_M,C11_45_49_Wid_F,C11_45_49_Wid_P,C11_45_49_Nvr_marrd_M,C11_45_49_Nvr_marrd_F,C11_45_49_Nvr_marrd_P,C11_45_49_Tot_M,C11_45_49_Tot_F,C11_45_49_Tot_P,C11_50_54_Married_M,C11_50_54_Married_F,C11_50_54_Married_P,C11_50_54_Sep_M,C11_50_54_Sep_F,C11_50_54_Sep_P,C11_50_54_Div_M,C11_50_54_Div_F,C11_50_54_Div_P,C11_50_54_Wid_M,C11_50_54_Wid_F,C11_50_54_Wid_P,C11_50_54_Nvr_marrd_M,C11_50_54_Nvr_marrd_F,C11_50_54_Nvr_marrd_P,C11_50_54_Tot_M,C11_50_54_Tot_F,C11_50_54_Tot_P,C11_55_59_Married_M,C11_55_59_Married_F,C11_55_59_Married_P,C11_55_59_Sep_M,C11_55_59_Sep_F,C11_55_59_Sep_P,C11_55_59_Div_M,C11_55_59_Div_F,C11_55_59_Div_P,C11_55_59_Wid_M,C11_55_59_Wid_F,C11_55_59_Wid_P,C11_55_59_Nvr_marrd_M,C11_55_59_Nvr_marrd_F,C11_55_59_Nvr_marrd_P,C11_55_59_Tot_M,C11_55_59_Tot_F,C11_55_59_Tot_P,C11_60_64_Married_M,C11_60_64_Married_F,C11_60_64_Married_P,C11_60_64_Sep_M,C11_60_64_Sep_F,C11_60_64_Sep_P,C11_60_64_Div_M,C11_60_64_Div_F,C11_60_64_Div_P,C11_60_64_Wid_M,C11_60_64_Wid_F,C11_60_64_Wid_P,C11_60_64_Nvr_marrd_M,C11_60_64_Nvr_marrd_F,C11_60_64_Nvr_marrd_P,C11_60_64_Tot_M,C11_60_64_Tot_F,C11_60_64_Tot_P,C11_65_69_Married_M,C11_65_69_Married_F,C11_65_69_Married_P,C11_65_69_Sep_M,C11_65_69_Sep_F,C11_65_69_Sep_P,C11_65_69_Div_M,C11_65_69_Div_F,C11_65_69_Div_P,C11_65_69_Wid_M,C11_65_69_Wid_F,C11_65_69_Wid_P,C11_65_69_Nvr_marrd_M,C11_65_69_Nvr_marrd_F,C11_65_69_Nvr_marrd_P,C11_65_69_Tot_M,C11_65_69_Tot_F,C11_65_69_Tot_P,C11_70_74_Married_M,C11_70_74_Married_F
215,12,17,31,3,3,6,4,3,4,4,4,3,5098,4771,9868,5121,4802,9923,172,324,498,13,37,53,3,3,12,9,9,20,3688,3177,6866,3889,3551,7439,915,1377,2289,47,103,151,25,56,79,10,6,10,2604,2152,4755,3596,3690,7292,1764,2083,3849,85,157,231,89,145,236,7,19,29,1636,1365,2995,3576,3769,7350,2334,2655,4993,131,260,391,221,356,576,8,29,39,1340,1108,2449,4043,4411,8451,2884,3096,5978,266,283,548,399,565,962,17,44,68,1181,901,2089,4754,4894,9645,3133,3369,6497,283,300,579,576,731,1305,29,98,130,1031,650,1680,5049,5150,10193,3540,3598,7134,237,289,530,740,782,1523,59,154,211,892,473,1362,5467,5298,10765,3426,3399,6828,255,240,490,718,701,1412,80,248,329,634,286,921,5107,4874,9976,3442,3296,6743,185,169,348,690,662,1354,133,418,556,453,195,647,4898,4738,9645,2739,2558,5293,153,113,269,469,418,887,182,643,827,302,118,416,3844,3840,7692,2311,1993
216,3,17,22,0,5,7,0,4,4,0,0,3,4454,4161,8613,4464,4182,8652,144,353,496,7,26,38,10,11,12,0,0,0,2999,2790,5791,3168,3175,6338,904,1254,2154,41,85,129,18,48,60,0,6,8,2166,1971,4132,3128,3356,6484,1506,1857,3368,86,145,232,88,136,224,5,14,15,1354,1176,2536,3044,3324,6371,2189,2385,4582,138,229,362,217,332,551,4,19,31,1178,949,2131,3727,3926,7651,2523,2716,5238,228,281,513,366,498,865,25,50,75,1030,713,1742,4163,4267,8428,2690,2831,5524,258,291,551,474,673,1154,30,77,110,807,575,1382,4259,4460,8718,2828,2813,5640,241,273,511,630,676,1306,45,129,175,630,342,975,4373,4229,8596,2797,2829,5633,169,184,355,586,681,1269,72,219,289,401,209,610,4023,4130,8152,2761,2716,5474,182,143,325,502,554,1055,122,345,466,279,139,420,3840,3900,7744,2353,2189,4538,142,88,225,428,367,795,147,450,603,208,81,286,3283,3169,6449,1989,1641
217,6,8,17,6,5,6,4,3,8,0,5,9,4451,4047,8499,4462,4070,8527,103,210,310,10,17,27,3,8,9,5,6,13,3052,2674,5717,3165,2914,6078,658,1026,1681,39,61,102,19,28,49,3,0,9,2154,1853,4013,2875,2972,5846,1393,1728,3123,76,115,191,58,116,177,9,14,17,1456,1149,2609,2995,3125,6124,2071,2239,4316,132,181,309,157,247,406,7,22,29,1119,902,2023,3484,3590,7083,2353,2686,5040,175,230,402,311,445,761,13,50,66,983,770,1755,3835,4187,8018,2677,2859,5538,230,252,481,442,610,1057,24,84,114,900,631,1536,4281,4440,8720,2799,2850,5648,198,232,428,569,687,1256,49,146,195,683,502,1181,4299,4414,8705,2893,2908,5793,192,206,394,618,650,1272,87,198,279,473,280,759,4258,4237,8498,2948,2753,5701,144,119,263,533,551,1084,88,285,379,338,192,530,4051,3904,7960,2294,2008,4305,116,79,193,336,368,704,113,488,603,251,113,363,3112,3058,6168,1751,1529
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,7,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,7,0,7,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0
299,0,3,3,0,0,0,0,0,0,0,0,0,235,257,490,235,258,495,20,25,41,4,15,19,0,0,8,0,0,0,508,465,976,535,503,1037,55,81,142,19,24,40,7,9,14,0,4,4,506,434,930,585,546,1129,103,76,177,33,27,62,15,25,45,0,0,0,347,224,580,508,359,869,96,75,173,44,36,88,35,29,65,0,4,0,305,126,430,479,276,757,81,65,149,63,35,95,63,53,113,10,0,3,204,96,299,414,248,661,53,49,101,48,30,78,76,50,121,3,4,7,160,64,226,330,197,527,65,43,105,48,28,76,80,66,150,8,7,15,96,39,131,297,176,475,51,81,138,49,20,64,72,50,123,8,4,11,47,23,70,227,180,406,77,86,160,18,10,30,55,57,110,5,12,18,24,8,27,178,168,347,66,50,113,15,11,23,45,18,60,8,15,24,18,7,28,153,94,247,45,26
301,15,27,37,3,0,7,5,9,10,0,0,5,7465,7181,14640,7488,7212,14700,204,444,646,10,26,34,6,15,18,3,5,10,5922,5511,11439,6146,6007,12154,1482,2101,3581,57,136,196,55,99,153,3,5,13,4116,3518,7634,5712,5859,11580,2915,3755,6670,134,239,372,166,322,485,13,20,28,2630,2144,4774,5851,6468,12322,4649,5087,9728,261,396,661,382,623,1002,9,35,46,1958,1676,3640,7264,7824,15083,5068,5548,10618,334,453,788,661,1047,1707,21,66,94,1493,1273,2769,7587,8383,15972,5276,5419,10696,354,432,787,912,1320,2235,28,128,157,1140,885,2028,7709,8192,15895,5137,5145,10283,339,419,766,1029,1424,2458,70,180,247,739,633,1381,7319,7808,15132,4658,4613,9275,265,305,564,980,1306,2282,101,299,398,506,385,888,6506,6905,13414,4540,4149,8690,222,243,469,955,1183,2138,142,501,640,361,241,600,6222,6312,12538,3395,2957,6354,148,147,293,613,797,1405,162,655,812,202,144,346,4513,4700,9212,2443,1986
302,10,13,25,3,4,4,7,4,11,0,0,3,6077,5674,11755,6101,5696,11800,286,556,843,12,40,58,12,13,25,0,0,3,6246,6059,12307,6557,6675,13232,1767,2543,4312,78,126,201,61,100,164,4,4,12,5438,4585,10022,7350,7361,14712,3379,3933,7313,142,215,357,173,288,460,15,20,32,3337,2695,6027,7039,7147,14196,4290,4600,8887,221,305,523,455,618,1075,9,32,40,2298,2071,4370,7270,7638,14903,4136,4284,8425,281,383,664,676,953,1623,15,64,84,1752,1477,3226,6855,7163,14018,3881,3865,7742,315,372,686,793,1170,1963,26,93,122,1343,1014,2354,6352,6514,12865,3716,3723,7442,269,338,610,891,1280,2169,47,157,200,917,839,1761,5844,6333,12174,3404,3264,6662,253,260,516,889,1201,2093,76,252,331,654,572,1228,5278,5549,10829,3171,2888,6063,204,203,412,798,1118,1917,118,424,540,463,396,856,4753,5033,9780,2424,2300,4724,132,137,271,505,746,1254,136,592,729,254,248,505,3453,4025,7476,1952,1763
303,23,60,87,3,4,8,8,10,15,5,5,15,10334,10132,20466,10377,10216,20593,622,1189,1807,34,51,89,21,11,34,12,11,15,13835,12814,26644,14519,14076,28593,3621,5048,8667,110,190,301,111,195,308,13,17,23,10628,8710,19341,14481,14157,28639,6454,7187,13639,211,335,543,331,458,786,14,26,41,5702,4607,10309,12708,12611,25321,7421,7844,15268,312,441,756,593,828,1419,18,61,79,3538,2894,6430,11879,12073,23951,7190,7615,14801,386,487,871,834,1284,2115,27,96,126,2567,2201,4769,10998,11688,22689,6928,6831,13759,432,511,944,1006,1537,2545,60,193,248,1840,1556,3394,10262,10617,20887,6266,6362,12635,356,442,794,1196,1656,2851,62,263,333,1270,1109,2375,9150,9830,18982,5611,5439,11055,339,374,711,1143,1617,2764,123,370,488,872,780,1654,8084,8585,16665,5225,4766,9995,267,282,553,980,1391,2369,147,582,732,588,502,1094,7216,7528,14739,3837,3266,7102,187,175,362,622,859,1483,185,843,1034,334,297,642,5169,5442,10615,2895,2380
304,8,15,26,6,0,3,5,4,7,0,5,4,6780,6635,13406,6792,6659,13449,166,325,486,7,9,22,0,7,10,3,6,8,8092,7424,15514,8276,7764,16038,1251,1876,3123,42,66,111,41,71,114,5,4,11,4500,3641,8149,5842,5662,11502,2695,3185,5882,80,145,223,108,188,292,7,10,13,2236,1807,4046,5121,5343,10465,3902,4442,8343,151,188,343,277,396,669,9,14,21,1414,1216,2633,5750,6258,12003,4393,4653,9043,182,267,449,381,576,957,16,38,51,931,986,1910,5893,6512,12400,4216,4364,8579,191,275,464,459,745,1203,21,69,85,705,674,1379,5594,6128,11720,4003,4136,8143,179,243,431,503,883,1389,32,117,157,534,404,935,5259,5790,11049,3683,3616,7298,132,170,298,480,804,1288,47,166,212,363,341,710,4699,5106,9807,3517,3266,6784,112,133,246,463,772,1231,78,282,357,257,249,503,4433,4692,9126,2682,2212,4898,70,88,158,259,522,776,101,389,485,146,138,279,3254,3354,6599,1736,1404
305,9,25,36,3,0,6,10,3,6,0,0,6,5960,6275,12234,5983,6313,12293,284,630,918,14,38,51,12,13,27,9,7,18,11562,12251,23811,11885,12938,24822,2060,2890,4955,91,141,229,83,166,252,12,13,19,12651,11163,23817,14902,14374,29271,3991,4495,8488,194,227,418,336,416,746,10,15,23,7104,5709,12817,11626,10862,22486,4642,4820,9463,260,267,532,616,702,1310,11,26,40,4131,3246,7376,9665,9054,18723,4730,4758,9493,341,326,665,758,1003,1762,26,42,70,2807,2124,4933,8662,8255,16916,4084,4088,8174,335,319,657,916,1127,2048,35,74,113,1970,1438,3409,7353,7045,14395,3709,3608,7325,324,342,666,1091,1244,2333,42,146,188,1452,1058,2507,6624,6401,13024,3296,3066,6364,300,279,581,1021,1257,2274,65,227,292,987,744,1732,5666,5573,11236,2828,2447,5279,230,189,420,919,1143,2065,116,318,436,756,500,1255,4852,4605,9456,1877,1593,3470,136,108,244,555,631,1189,118,417,536,468,352,818,3148,3100,6252,1338,1032
306,20,25,44,3,10,14,10,9,22,0,0,0,7548,7130,14679,7581,7172,14754,239,520,756,19,58,83,17,20,33,4,14,15,5698,5681,11380,5976,6291,12266,1399,2081,3484,71,144,216,59,99,158,7,5,13,5165,4771,9936,6701,7105,13808,2583,3449,6032,146,270,422,169,288,455,9,21,33,3673,3595,7270,6583,7627,14210,3852,4556,8410,271,400,670,435,690,1126,18,45,56,3209,2822,6029,7778,8518,16292,4360,4814,9175,386,512,899,758,1125,1883,27,88,116,2715,2137,4857,8253,8682,16933,4544,4787,9335,362,507,873,1107,1434,2539,48,177,226,2326,1644,3968,8386,8547,16936,4538,4674,9209,380,467,852,1412,1545,2956,76,265,338,1756,1203,2960,8163,8156,16320,4334,4343,8675,361,352,708,1331,1437,2767,114,425,544,1199,675,1875,7342,7224,14567,4280,3789,8067,348,265,610,1259,1178,2435,183,570,755,744,339,1086,6817,6143,12954,3292,2826,6115,231,168,398,876,795,1671,211,666,877,481,186,673,5091,4643,9736,2384,1775
307,8,16,26,4,0,10,3,3,5,3,0,7,4011,3717,7730,4027,3743,7771,194,362,557,18,30,48,10,8,18,3,5,12,2977,2435,5405,3198,2842,6041,969,1386,2352,62,100,160,40,52,86,4,5,10,2002,1793,3795,3073,3336,6408,1658,1969,3626,101,125,231,94,144,232,3,13,16,1334,1194,2526,3187,3443,6631,2212,2570,4788,131,202,341,193,291,486,9,35,39,1165,869,2038,3714,3971,7687,2686,2762,5453,190,225,423,340,419,761,21,48,71,931,656,1586,4172,4120,8298,2656,2748,5403,189,229,422,485,544,1025,24,77,102,825,483,1305,4182,4078,8260,2853,2962,5815,220,176,397,584,599,1184,36,136,170,600,343,937,4296,4214,8510,2826,2809,5633,176,141,320,614,511,1122,70,186,251,440,199,636,4121,3841,7965,2859,2703,5560,181,111,291,571,506,1080,116,332,449,321,131,457,4050,3791,7841,2373,2139,4504,145,93,242,402,325,731,160,452,607,235,103,336,3311,3113,6431,1784,1480
308,22,37,66,4,0,3,8,8,15,3,0,7,7799,7005,14802,7838,7052,14890,372,727,1102,22,45,69,15,16,36,10,4,14,6515,5545,12059,6929,6345,13280,2139,2940,5078,108,188,290,102,134,233,12,19,26,5022,3937,8959,7380,7211,14591,3505,3945,7445,197,242,442,216,306,526,14,17,28,3092,2279,5370,7028,6782,13814,4393,4663,9054,273,334,611,429,572,1007,13,47,55,2216,1631,3848,7335,7243,14579,4648,4741,9390,380,406,786,722,845,1567,16,69,88,1895,1327,3225,7661,7384,15046,4887,5110,9995,421,430,847,917,1075,1989,55,144,203,1499,881,2380,7770,7638,15415,5024,4893,9915,396,385,774,1129,1158,2289,63,215,275,1169,567,1735,7777,7208,14987,4622,4184,8804,335,248,586,1067,965,2033,102,284,389,700,302,1003,6829,5988,12817,3987,3483,7472,265,206,467,947,732,1675,180,463,640,432,184,614,5811,5056,10871,2872,2484,5353,163,121,287,642,499,1137,191,617,804,283,127,412,4144,3852,8001,2115,1727
309,32,68,102,14,12,21,19,23,39,9,3,17,16641,15988,32632,16717,16091,32801,553,1186,1737,53,73,131,32,44,73,18,14,30,16374,16553,32926,17030,17878,34901,3547,5284,8836,156,347,501,133,273,406,10,23,32,13435,11978,25411,17277,17898,35174,7349,8922,16275,325,676,1000,480,789,1266,20,43,61,8596,7022,15620,16770,17446,34216,9836,11047,20888,683,990,1677,1171,1688,2862,27,101,121,6357,4980,11338,18074,18814,36885,10797,11468,22268,809,1207,2022,1730,2738,4469,56,163,216,4562,3630,8185,17952,19207,37154,10386,10947,21337,928,1246,2180,2323,3436,5757,81,280,365,3240,2413,5658,16971,18323,35296,10038,10336,20371,846,1088,1934,2616,3972,6586,129,487,617,2217,1657,3877,15844,17544,33388,9399,9533,18930,696,798,1493,2615,3610,6226,210,768,983,1370,1037,2400,14288,15743,30029,10106,9494,19602,671,675,1341,2617,3265,5884,314,1220,1538,929,610,1541,14636,15263,29902,8247,7210,15451,442,418,859,1896,2368,4265,392,1665,2058,610,371,980,11584,12031,23619,6205,5031
310,41,67,102,8,3,14,8,7,15,3,5,7,10508,10047,20553,10558,10126,20686,628,1169,1795,34,93,129,19,33,58,8,8,16,9007,8160,17168,9697,9471,19165,2958,4183,7138,186,328,512,110,195,311,14,27,41,6612,5502,12111,9880,10233,20111,4785,5372,10153,328,480,812,332,483,815,12,33,46,4259,3422,7677,9715,9788,19505,5677,5994,11671,487,662,1149,603,1000,1609,24,97,121,3323,2675,5996,10118,10434,20546,5957,6218,12176,542,662,1198,1007,1382,2386,41,124,164,2485,1870,4357,10034,10243,20277,5938,5840,11774,568,693,1258,1268,1697,2962,71,186,250,1862,1314,3181,9710,9727,19432,5677,5489,11163,502,506,1001,1336,1709,3045,108,298,406,1240,775,2015,8854,8775,17633,4969,4727,9695,397,404,797,1273,1469,2748,139,465,606,820,462,1281,7596,7528,15121,4774,4301,9069,320,312,634,1095,1245,2336,199,629,828,471,299,772,6852,6788,13642,3606,3108,6714,247,175,426,676,806,1481,243,867,1107,322,158,474,5091,5109,10203,2651,2078
311,34,51,83,3,13,18,6,6,18,3,0,9,11594,10816,22407,11639,10888,22528,630,1112,1742,35,104,136,20,32,50,4,10,12,9425,8789,18211,10112,10044,20156,2750,3980,6732,180,312,489,103,181,284,9,22,28,6916,5809,12724,9949,10301,20251,4613,5454,10064,278,498,773,315,482,801,13,23,38,4462,3729,8199,9678,10187,19867,5791,6265,12049,426,659,1087,584,954,1534,19,72,87,3322,2831,6151,10144,10776,20916,6103,6345,12441,521,755,1285,951,1408,2360,35,117,148,2440,2009,4450,10051,10633,20682,5957,6172,12130,555,731,1288,1276,1788,3065,51,200,251,1690,1241,2932,9530,10132,19664,6042,6124,12168,488,588,1082,1413,1835,3248,91,303,393,1002,690,1697,9034,9545,18582,5649,5506,11155,413,440,857,1275,1682,2960,112,455,577,610,383,995,8059,8475,16535,5610,5073,10686,348,342,692,1166,1420,2583,212,808,1018,384,217,606,7717,7869,15584,4034,3056,7085,265,227,491,808,899,1704,222,819,1034,225,136,361,5551,5129,10684,2577,1901
312,14,21,32,4,0,5,10,0,10,4,7,5,5618,5017,10640,5646,5042,10693,249,573,819,13,42,52,9,13,24,10,9,21,5476,4539,10014,5759,5169,10928,1687,2401,4089,86,139,228,71,112,180,12,11,28,4784,3399,8177,6641,6065,12704,2990,3309,6298,167,211,377,185,218,400,10,14,23,2853,1858,4706,6200,5607,11806,3682,3841,7519,251,297,554,401,451,856,17,32,46,2101,1303,3407,6461,5920,12383,4026,3829,7853,378,308,690,682,732,1417,15,55,78,1656,976,2639,6761,5904,12673,4135,4075,8209,342,290,632,906,904,1807,41,90,134,1295,664,1957,6718,6021,12745,4084,3896,7979,347,281,627,1057,917,1971,83,165,243,1002,432,1437,6575,5685,12254,3620,3276,6898,238,188,429,988,664,1657,105,257,357,533,219,752,5482,4607,10089,3143,2658,5799,164,107,271,737,528,1265,130,353,479,299,137,437,4469,3779,8251,2165,1798,3961,111,76,190,459,351,809,153,408,564,204,62,268,3089,2699,5791,1494,1108
313,11,20,37,6,8,20,3,8,15,0,4,4,7721,7281,15002,7743,7324,15064,354,639,994,31,82,117,7,12,21,3,9,8,5762,5378,11138,6157,6115,12279,1553,2152,3703,115,232,341,62,141,207,6,8,15,4032,3665,7696,5768,6195,11964,2718,3287,6003,214,351,562,215,369,591,7,16,26,2776,2416,5191,5933,6442,12371,3684,4052,7737,345,522,865,494,765,1258,9,46,57,2305,1915,4220,6830,7300,14134,4155,4583,8738,403,569,970,807,1191,1997,36,61,102,1743,1460,3205,7142,7871,15015,4332,4507,8837,455,569,1030,984,1390,2376,29,151,179,1335,923,2264,7142,7546,14685,4350,4355,8697,359,442,800,1092,1460,2557,67,221,290,858,596,1455,6726,7067,13796,4304,4458,8759,341,369,710,1125,1390,2514,102,361,461,504,362,872,6379,6940,13314,4682,4583,9267,303,321,619,1114,1294,2407,158,638,798,393,227,623,6657,7054,13712,3950,3492,7447,209,212,425,834,969,1801,243,891,1133,247,156,406,5490,5720,11207,2985,2459
314,6,26,35,4,0,4,0,0,0,0,3,3,6151,6030,12179,6166,6063,12228,292,562,854,9,35,46,3,12,14,3,3,9,4834,4409,9242,5145,5019,10161,1609,2293,3902,77,121,196,50,91,138,7,8,17,3274,2859,6131,5022,5362,10380,3105,3726,6830,144,232,382,161,289,449,6,14,23,2133,1760,3884,5555,6016,11572,4375,4800,9181,254,317,571,347,540,887,9,34,42,1631,1358,2986,6615,7046,13659,4781,4884,9673,270,377,647,553,797,1351,10,48,61,1080,865,1946,6695,6979,13674,4351,4413,8759,263,353,617,659,958,1623,32,73,104,688,562,1246,5987,6363,12359,3942,3988,7936,221,261,478,659,888,1543,41,119,160,452,285,740,5319,5540,10858,3574,3320,6887,168,187,344,555,791,1345,59,193,254,252,217,470,4599,4707,9309,3384,3198,6581,132,142,268,508,717,1221,84,301,387,143,148,293,4252,4499,8747,2487,1980,4468,69,95,157,283,413,703,104,403,504,99,75,172,3032,2972,6006,1484,1073
315,17,11,24,4,5,7,9,0,5,0,3,3,2821,2384,5202,2851,2397,5250,148,228,373,13,15,34,3,3,8,4,4,10,2951,2562,5513,3117,2816,5935,703,901,1604,33,55,86,26,34,57,11,4,9,2643,2314,4961,3419,3306,6727,1114,1184,2302,91,77,165,62,79,148,4,10,16,1767,1420,3189,3038,2780,5815,1414,1412,2819,93,92,183,166,128,297,14,18,30,1481,1198,2683,3170,2854,6019,1516,1466,2984,128,119,245,191,224,413,18,27,40,1250,908,2162,3096,2740,5838,1605,1520,3125,153,126,278,328,317,650,25,52,78,993,689,1675,3100,2707,5807,1634,1549,3184,158,110,275,392,340,728,43,114,156,743,453,1195,2980,2568,5541,1462,1249,2713,147,102,250,436,301,746,71,141,211,505,279,779,2619,2077,4695,1224,1025,2253,125,67,193,374,234,609,121,201,322,331,141,479,2177,1679,3856,894,717,1607,78,44,120,273,127,406,124,252,378,220,81,299,1590,1224,2811,621,425
316,11,21,32,9,4,10,6,8,6,4,3,7,9866,9567,19431,9895,9602,19490,298,556,850,27,58,86,18,19,36,0,3,10,7167,6646,13815,7515,7282,14790,1555,2512,4069,118,206,320,87,177,262,9,15,21,5349,4676,10031,7116,7587,14695,3415,4335,7756,181,367,541,253,413,664,9,24,35,3634,3147,6779,7488,8289,15781,5406,6274,11680,334,582,915,580,979,1554,18,61,76,3130,2626,5754,9461,10517,19982,6380,7015,13400,519,729,1248,999,1611,2608,32,87,124,2415,2272,4688,10348,11715,22059,6675,7361,14038,551,784,1330,1370,2199,3565,56,193,245,1958,1641,3602,10605,12179,22788,6685,6920,13604,533,692,1224,1715,2358,4071,78,280,355,1385,1228,2616,10397,11479,21872,6571,6850,13417,445,527,966,1651,2391,4045,139,469,609,933,683,1617,9738,10921,20652,7271,7086,14363,347,354,707,1660,2190,3850,186,774,962,638,367,1008,10103,10783,20885,6412,5922,12332,275,277,553,1163,1467,2631,295,1115,1409,413,265,675,8549,9045,17595,5074,4244
317,13,22,30,8,7,6,3,12,13,0,0,3,5289,5272,10562,5310,5309,10622,303,594,900,22,39,59,16,15,28,5,10,8,4190,4088,8278,4533,4739,9269,1476,1968,3440,53,116,172,42,88,131,4,11,16,2935,2390,5321,4515,4566,9081,2156,2406,4556,114,175,286,118,218,339,4,20,18,1593,1342,2929,3988,4152,8130,2746,2943,5690,164,263,425,267,400,667,17,25,44,1139,935,2067,4335,4559,8895,2906,3139,6046,181,288,476,408,644,1053,13,51,67,860,774,1633,4373,4898,9270,2893,3052,5948,204,295,494,496,795,1291,21,85,106,781,560,1336,4395,4783,9179,3077,3175,6254,202,239,443,587,800,1392,41,162,201,550,442,996,4460,4821,9279,2786,2720,5501,156,194,351,486,766,1249,64,216,275,337,272,613,3826,4168,7992,2764,2639,5399,115,136,251,468,661,1123,102,340,436,278,190,472,3727,3961,7689,2214,2057,4275,85,83,170,323,514,833,117,525,639,166,100,266,2903,3285,6189,1734,1430
318,17,33,55,5,7,10,12,7,18,12,7,15,8514,7982,16501,8558,8039,16601,329,667,998,19,56,83,9,18,29,9,9,18,8034,7435,15469,8405,8192,16601,1917,2753,4670,101,179,281,75,152,232,14,12,28,5739,4798,10539,7843,7897,15745,3207,3824,7032,219,304,521,205,389,591,6,14,25,3407,2812,6226,7041,7352,14389,4135,4510,8649,285,401,684,453,732,1180,11,43,55,2638,2080,4715,7514,7773,15281,4435,4769,9208,364,442,803,729,975,1697,34,89,117,2109,1529,3636,7666,7795,15463,4413,4666,9081,383,440,824,936,1212,2147,54,134,192,1659,1078,2741,7447,7536,14985,4470,4536,9003,358,405,762,1132,1327,2463,86,200,284,1246,769,2019,7288,7239,14530,4177,4021,8195,307,293,597,1017,1066,2084,118,288,407,789,439,1221,6410,6103,12507,3867,3473,7338,252,209,458,928,900,1823,163,545,716,554,253,807,5765,5382,11149,2882,2459,5341,147,110,264,586,596,1183,189,637,827,327,156,475,4130,3965,8093,2090,1722
