SA4_CODE_2021,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_Tot,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_Tot_Tot,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_Tot,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_Tot_Tot,C21_Se_h_NPUR_1,C21_Se_h_NPUR_2,C21_Se_h_NPUR_3,C21_Se_h_NPUR_4,C21_Se_h_NPUR_5,C21_Se_h_NPUR_6more,C21_Se_h_Tot,C21_SDRTHT1S_NPUR_1,C21_SDRTHT1S_NPUR_2,C21_SDRTHT1S_NPUR_3,C21_SDRTHT1S_NPUR_4,C21_SDRTHT1S_NPUR_5,C21_SDRTHT1S_NPUR_6mor,C21_SDRTHT1S_Tot,C21_SDRTHT2S_NPUR_1,C21_SDRTHT2S_NPUR_2,C21_SDRTHT2S_NPUR_3,C21_SDRTHT2S_NPUR_4,C21_SDRTHT2S_NPUR_5,C21_SDRTHT2S_NPUR_6mor,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_NPUR_1,C21_SDRTHT_Tot_NPUR_2,C21_SDRTHT_Tot_NPUR_3,C21_SDRTHT_Tot_NPUR_4,C21_SDRTHT_Tot_NPUR_5,C21_SDRTHT_Tot_NPUR_6mor,C21_SDRTHT_Tot_Tot,C21_F_a_1_2SB_NPUR_1,C21_F_a_1_2SB_NPUR_2,C21_F_a_1_2SB_NPUR_3,C21_F_a_1_2SB_NPUR_4,C21_F_a_1_2SB_NPUR_5,C21_F_a_1_2SB_NPUR_6mor,C21_F_a_1_2SB_Tot,C21_F_a_I_a_3SB_NPUR_1,C21_F_a_I_a_3SB_NPUR_2,C21_F_a_I_a_3SB_NPUR_3,C21_F_a_I_a_3SB_NPUR_4,C21_F_a_I_a_3SB_NPUR_5,C21_F_a_I_a_3SB_NPUR_6mor,C21_F_a_In_a_3_st_b_Tot,C21_F_a_4_8SB_NPUR_1,C21_F_a_4_8SB_NPUR_2,C21_F_a_4_8SB_NPUR_3,C21_F_a_4_8SB_NPUR_4,C21_F_a_4_8SB_NPUR_5,C21_F_a_4_8SB_NPUR_6mor,C21_F_a_4_8SB_Tot,C21_F_a_9mor_s_b_NPUR_1,C21_F_a_9mor_s_b_NPUR_2,C21_F_a_9mor_s_b_NPUR_3,C21_F_a_9mor_s_b_NPUR_4,C21_F_a_9mor_s_b_NPUR_5,C21_F_a_9m_s_b_NPUR_6mor,C21_F_a_9mor_st_bl_Tot,C21_F_a_AH_NPUR_1,C21_F_a_AH_NPUR_2,C21_F_a_AH_NPUR_3,C21_F_a_AH_NPUR_4,C21_F_a_AH_NPUR_5,C21_F_a_AH_NPUR_6mor,C21_F_a_AH_Tot,C21_F_a_Tot_NPUR_1,C21_F_a_Tot_NPUR_2,C21_F_a_Tot_NPUR_3,C21_F_a_Tot_NPUR_4,C21_F_a_Tot_NPUR_5,C21_F_a_Tot_NPUR_6mor,C21_F_a_Tot_Tot,C21_OD_CCH_NPUR_1,C21_OD_CCH_NPUR_2,C21_OD_CCH_NPUR_3,C21_OD_CCH_NPUR_4,C21_OD_CCH_NPUR_5,C21_OD_CCH_NPUR_6mor,C21_OD_CCH_Tot,C21_OD_IHTSO_NPUR_1,C21_OD_IHTSO_NPUR_2,C21_OD_IHTSO_NPUR_3,C21_OD_IHTSO_NPUR_4,C21_OD_IHTSO_NPUR_5,C21_OD_IHTSO_NPUR_6mor,C21_OD_IHTSO_Tot,C21_OD_H_f_a_s_o_NPUR_1,C21_OD_H_f_a_s_o_NPUR_2,C21_OD_H_f_a_s_o_NPUR_3,C21_OD_H_f_a_s_o_NPUR_4,C21_OD_H_f_a_s_o_NPUR_5,C21_OD_H_f_a_s_o_NPUR_6mor,C21_OD_H_f_a_s_o_Tot,C21_OD_Tot_NPUR_1,C21_OD_Tot_NPUR_2,C21_OD_Tot_NPUR_3,C21_OD_Tot_NPUR_4,C21_OD_Tot_NPUR_5,C21_OD_Tot_NPUR_6mor,C21_OD_Tot_Tot,C21_DS_ns_NPUR_1,C21_DS_ns_NPUR_2,C21_DS_ns_NPUR_3,C21_DS_ns_NPUR_4,C21_DS_ns_NPUR_5,C21_DS_ns_NPUR_6more,C21_Dwg_st_NS_Tot,C21_Tot_NPUR_1,C21_Tot_NPUR_2,C21_Tot_NPUR_3,C21_Tot_NPUR_4,C21_Tot_NPUR_5,C21_Tot_NPUR_6more,C21_Tot_Tot
505,4,4,41,231,109,22,15,7,6,387,106,94,48,47,14,4,308,40825,62124,32767,34804,13357,5729,189600,28669,53794,30442,34419,13074,5472,165877,13375,9611,3577,2172,564,223,29523,2647,2778,1256,828,185,57,7752,16017,12390,4835,2999,753,282,37275,2793,1429,333,142,23,3,4725,766,477,107,23,6,3,1384,631,514,98,33,5,0,1284,60,70,22,4,0,0,159,88,55,15,14,12,10,194,4338,2545,572,223,47,18,7746,197,69,8,4,0,0,285,15,16,6,0,0,0,37,11,19,9,6,0,0,39,222,108,17,11,4,0,360,63,38,9,10,4,4,128,49311,68875,35877,37660,13877,5781,211386
506,12,13,179,217,135,49,32,16,15,461,147,126,69,51,24,21,428,38360,55186,29478,28448,12038,6611,170128,28861,47572,27341,29108,12235,6528,151648,8545,5641,2381,1527,543,248,18880,2767,2841,1070,655,165,74,7577,11315,8481,3453,2180,711,323,26458,2012,1138,441,287,75,23,3975,1345,796,201,80,10,4,2426,1181,895,179,56,11,0,2326,849,901,180,69,9,0,2009,94,64,26,15,8,10,213,5479,3794,1027,511,101,36,10952,379,180,8,5,0,4,579,12,0,6,0,0,0,18,50,61,21,13,8,3,155,439,245,30,19,7,7,753,115,63,27,18,9,0,239,46211,60154,31881,31827,13074,6904,190049
507,6,5,128,269,179,36,37,14,9,545,188,130,40,41,6,8,421,31768,46997,24421,25133,9736,4061,142115,24507,43687,24389,25908,10202,4267,132967,7117,4485,1442,929,230,69,14277,1858,1641,659,431,115,28,4727,8979,6126,2107,1354,340,97,19004,2157,878,182,62,10,0,3302,1387,722,164,63,6,0,2344,1564,1268,230,69,11,3,3143,300,231,34,10,6,0,584,76,76,27,27,9,3,213,5493,3175,632,228,47,8,9581,346,197,16,9,0,0,562,3,0,0,0,3,0,9,41,37,3,6,3,0,98,395,239,15,10,4,0,666,97,59,17,11,11,3,195,39468,53286,27162,27518,10603,4378,162413
509,3,0,146,398,232,25,27,11,3,701,136,151,47,35,28,15,409,13699,19127,6242,5913,2912,1452,49337,12861,18744,6046,5646,2809,1421,47530,1389,508,130,73,28,17,2147,85,43,8,8,3,0,144,1479,550,138,83,29,19,2297,109,32,6,5,3,0,154,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,3,11,15,0,0,0,0,34,121,49,9,6,3,5,192,317,135,14,4,6,4,472,35,16,3,5,0,0,59,28,23,9,0,3,0,66,378,176,23,12,5,4,602,113,88,22,18,3,9,248,14949,19610,6238,5764,2858,1451,50866
510,8,0,170,649,428,63,51,21,7,1217,139,86,21,12,9,6,282,5613,7109,3748,3998,1999,1471,23938,3538,5306,3229,3700,1896,1339,19013,1028,691,298,214,86,54,2374,276,235,90,54,29,10,689,1305,927,386,266,115,65,3064,359,207,58,33,10,5,677,95,69,12,3,0,0,173,58,38,10,9,0,0,114,85,42,8,4,0,0,137,4,0,0,0,0,0,9,601,354,85,46,13,7,1107,352,284,38,25,12,5,712,35,15,8,0,5,0,66,24,38,18,10,12,4,109,405,339,67,40,25,11,883,191,112,26,17,14,8,374,6039,7039,3795,4066,2068,1431,24437
511,12,10,159,671,366,55,44,20,13,1162,167,110,24,40,16,11,363,10728,13887,5756,5648,2637,1412,40069,8417,12498,5156,4971,2316,1226,34576,2020,933,290,177,55,30,3509,261,265,79,58,23,7,685,2283,1197,362,232,76,38,4191,439,136,41,18,9,0,647,16,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,4,0,0,0,19,465,150,37,18,9,0,681,465,312,40,16,15,13,860,29,24,5,0,0,3,59,35,27,13,12,4,0,89,522,360,59,32,17,19,1009,178,106,26,29,24,14,382,11867,14312,5646,5278,2440,1295,40843
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,10,8,176,152,116,48,20,9,5,355,94,67,30,18,5,7,226,24847,29750,13161,11575,4400,1891,85627,19082,28291,13694,12451,4954,2366,80846,1898,846,283,142,61,12,3240,1004,894,358,192,60,26,2530,2901,1741,644,333,118,33,5768,3074,1778,653,286,115,56,5960,569,318,87,44,11,3,1030,276,214,74,23,4,0,593,16,9,4,0,0,0,31,59,51,12,8,5,0,147,4000,2370,829,362,139,55,7759,117,66,12,4,3,0,197,3,5,0,3,0,0,8,62,70,26,13,9,12,194,180,136,37,20,16,13,396,97,60,17,21,9,6,205,26263,32599,15229,13194,5226,2478,94980
602,0,3,138,174,98,31,19,7,5,330,121,74,24,16,15,9,260,16633,19993,7470,6665,2619,1210,54589,13615,20129,7785,6750,2789,1359,52432,1815,778,243,100,37,14,2986,331,378,150,101,31,5,1003,2145,1153,397,198,70,21,3989,1971,848,207,103,30,9,3160,65,27,11,3,4,0,112,18,7,3,0,0,0,31,3,6,4,0,0,0,9,62,33,14,7,0,3,118,2127,912,240,110,33,8,3431,135,61,3,12,0,0,211,9,8,0,3,0,0,19,67,53,20,9,0,3,150,211,121,24,23,6,4,385,61,27,10,12,7,0,123,18158,22346,8449,7090,2909,1399,60352
603,0,0,60,100,63,16,11,10,0,202,43,31,5,4,3,0,89,4100,5884,1810,1570,667,384,14414,4228,6459,2043,1763,731,457,15674,122,43,10,3,0,0,183,5,4,0,0,0,0,13,125,49,7,7,0,0,195,49,16,5,3,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,50,18,3,3,0,0,84,79,51,4,4,0,7,145,10,9,0,0,0,0,14,12,14,9,4,0,0,34,103,70,13,3,0,4,196,30,22,3,0,0,0,59,4543,6613,2076,1780,736,464,16209
604,0,4,89,168,115,25,12,0,5,320,64,43,18,23,7,0,153,12935,16186,5831,5036,2038,926,42952,11592,16716,5976,5162,2130,1025,42613,2104,728,150,51,18,11,3057,234,111,29,11,7,6,388,2337,835,177,63,22,11,3447,119,60,9,8,3,3,193,42,4,0,0,0,0,43,30,13,3,0,0,0,46,0,0,0,0,0,0,0,6,0,3,3,0,0,18,194,73,13,11,3,6,302,198,103,12,10,3,0,331,7,3,0,0,0,0,13,26,26,8,3,3,0,65,231,127,20,12,5,6,410,51,36,9,5,4,4,103,14401,17797,6197,5263,2167,1050,46876
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,10,7,150,338,353,61,45,28,19,845,102,82,26,30,13,9,258,8955,14178,7749,7132,3178,1854,43044,4369,9081,5968,6061,2745,1709,29937,1216,880,365,200,74,21,2755,704,787,377,220,75,22,2187,1922,1669,743,424,145,44,4950,1668,1290,586,336,115,41,4037,727,596,336,185,48,15,1919,1110,1193,545,283,90,29,3253,949,1028,356,210,47,10,2592,15,11,0,0,3,0,27,4466,4119,1826,1016,302,102,11824,190,141,15,21,6,0,370,19,14,3,0,0,0,40,3,9,4,3,0,0,22,212,166,22,26,12,0,429,87,43,10,7,0,0,151,11060,15077,8571,7528,3209,1855,47297
702,23,12,345,646,407,111,89,36,39,1325,133,83,35,31,18,22,314,5267,5825,3007,2927,1718,3263,22016,3011,4406,2573,2575,1651,3061,17274,1248,789,381,254,142,190,2998,392,314,163,103,32,16,1019,1637,1101,543,355,169,212,4016,419,210,66,33,13,17,765,16,8,3,0,0,0,24,5,3,0,0,0,4,15,0,0,0,0,0,0,0,3,3,0,0,3,0,12,445,224,74,32,20,24,821,304,193,32,19,14,7,566,69,45,6,6,3,13,141,15,14,3,5,0,0,42,385,254,38,32,18,21,745,267,145,40,27,12,13,511,5754,6133,3261,3026,1868,3326,23364
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,0,3,47,111,40,24,18,7,8,191,126,89,23,19,12,3,269,35416,46916,24174,23781,8723,3653,142660,17682,33158,19875,23033,8879,3811,106433,6103,4239,1750,1180,357,124,13757,4431,5244,2781,1910,585,212,15164,10536,9480,4526,3088,950,336,28921,2745,1815,613,336,95,37,5628,3476,2841,851,444,101,40,7745,5810,4925,1266,515,101,32,12642,2697,2584,638,229,44,16,6206,198,148,41,34,6,4,442,14932,12302,3410,1555,340,121,32669,86,44,11,5,4,0,152,0,0,0,0,0,0,0,3,4,0,0,0,0,7,92,46,7,12,0,0,168,90,61,27,22,4,7,213,43338,55046,27850,27707,10173,4280,168400
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,0,0,9,12,7,0,0,0,0,14,10,9,0,0,0,0,16,368,478,198,157,92,68,1361,384,450,152,138,79,56,1259,33,20,16,10,3,3,95,3,3,3,0,0,0,14,40,23,18,10,3,7,106,44,28,6,4,3,0,78,8,11,4,3,7,0,51,0,0,3,0,0,0,5,0,0,0,0,0,0,0,7,5,0,0,0,0,12,63,41,11,10,12,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,13,7,0,0,0,0,23,492,529,185,168,98,62,1533
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
