SA4_CODE_2021,C21_F_Health_15_19,C21_F_Health_20_24,C21_F_Health_25_34,C21_F_Health_35_44,C21_F_Health_45_54,C21_F_Health_55_64,C21_F_Health_65_74,C21_F_Health_75_84,C21_F_Health_85over,C21_F_Health_Tot,C21_F_Educ_15_19,C21_F_Educ_20_24,C21_F_Educ_25_34,C21_F_Educ_35_44,C21_F_Educ_45_54,C21_F_Educ_55_64,C21_F_Educ_65_74,C21_F_Educ_75_84,C21_F_Educ_85over,C21_F_Educ_Tot,C21_F_MngtCom_15_19,C21_F_MngtCom_20_24,C21_F_MngtCom_25_34,C21_F_MngtCom_35_44,C21_F_MngtCom_45_54,C21_F_MngtCom_55_64,C21_F_MngtCom_65_74,C21_F_MngtCom_75_84,C21_F_MngtCom_85over,C21_F_MngtCom_Tot,C21_F_Soc_cult_15_19,C21_F_Soc_cult_20_24,C21_F_Soc_cult_25_34,C21_F_Soc_cult_35_44,C21_F_Soc_cult_45_54,C21_F_Soc_cult_55_64,C21_F_Soc_cult_65_74,C21_F_Soc_cult_75_84,C21_F_Soc_cult_85over,C21_F_Soc_cult_Tot,C21_F_Creative_art_15_19,C21_F_Creative_art_20_24,C21_F_Creative_art_25_34,C21_F_Creative_art_35_44,C21_F_Creative_art_45_54,C21_F_Creative_art_55_64,C21_F_Creative_art_65_74,C21_F_Creative_art_75_84,C21_F_Creative_art_85over,C21_F_Creative_art_Tot,C21_F_FoodHos_PS_15_19,C21_F_FoodHos_PS_20_24,C21_F_FoodHos_PS_25_34,C21_F_FoodHos_PS_35_44,C21_F_FoodHos_PS_45_54,C21_F_FoodHos_PS_55_64,C21_F_FoodHos_PS_65_74,C21_F_FoodHos_PS_75_84,C21_F_FoodHos_PS_85over,C21_F_FoodHos_PS_Tot,C21_F_MixFld_pr_15_19,C21_F_MixFld_pr_20_24,C21_F_MixFld_pr_25_34,C21_F_MixFld_pr_35_44,C21_F_MixFld_pr_45_54,C21_F_MixFld_pr_55_64,C21_F_MixFld_pr_65_74,C21_F_MixFld_pr_75_84,C21_F_MixFld_pr_85over,C21_F_MixFld_pr_Tot,C21_F_FldStu_ID_15_19,C21_F_FldStu_ID_20_24,C21_F_FldStu_ID_25_34,C21_F_FldStu_ID_35_44,C21_F_FldStu_ID_45_54,C21_F_FldStu_ID_55_64,C21_F_FldStu_ID_65_74,C21_F_FldStu_ID_75_84,C21_F_FldStu_ID_85over,C21_F_FldStu_ID_Tot,C21_F_FldStu_NS_15_19,C21_F_FldStu_NS_20_24,C21_F_FldStu_NS_25_34,C21_F_FldStu_NS_35_44,C21_F_FldStu_NS_45_54,C21_F_FldStu_NS_55_64,C21_F_FldStu_NS_65_74,C21_F_FldStu_NS_75_84,C21_F_FldStu_NS_85over,C21_F_FldStu_NS_Tot,C21_F_Tot_15_19,C21_F_Tot_20_24,C21_F_Tot_25_34,C21_F_Tot_35_44,C21_F_Tot_45_54,C21_F_Tot_55_64,C21_F_Tot_65_74,C21_F_Tot_75_84,C21_F_Tot_85over,C21_F_Tot_Tot,C11_P_NatPhy_sci_15_19,C11_P_NatPhy_sci_20_24,C11_P_NatPhy_sci_25_34,C11_P_NatPhy_sci_35_44,C11_P_NatPhy_sci_45_54,C11_P_NatPhy_sci_55_64,C11_P_NatPhy_sci_65_74,C11_P_NatPhy_sci_75_84,C11_P_NatPhy_sci_85over,C11_P_NatPhy_sci_Tot,C11_P_InfTec_15_19,C11_P_InfTec_20_24,C11_P_InfTec_25_34,C11_P_InfTec_35_44,C11_P_InfTec_45_54,C11_P_InfTec_55_64,C11_P_InfTec_65_74,C11_P_InfTec_75_84,C11_P_InfTec_85over,C11_P_InfTec_Tot,C11_P_EngRT_15_19,C11_P_EngRT_20_24,C11_P_EngRT_25_34,C11_P_EngRT_35_44,C11_P_EngRT_45_54,C11_P_EngRT_55_64,C11_P_EngRT_65_74,C11_P_EngRT_75_84,C11_P_EngRT_85over,C11_P_EngRT_Tot,C11_P_ArchBuild_15_19,C11_P_ArchBuild_20_24,C11_P_ArchBuild_25_34,C11_P_ArchBuild_35_44,C11_P_ArchBuild_45_54,C11_P_ArchBuild_55_64,C11_P_ArchBuild_65_74,C11_P_ArchBuild_75_84,C11_P_ArchBuild_85over,C11_P_ArchBuild_Tot,C11_P_AgEnv_RS_15_19,C11_P_AgEnv_RS_20_24,C11_P_AgEnv_RS_25_34,C11_P_AgEnv_RS_35_44,C11_P_AgEnv_RS_45_54,C11_P_AgEnv_RS_55_64,C11_P_AgEnv_RS_65_74,C11_P_AgEnv_RS_75_84,C11_P_AgEnv_RS_85over,C11_P_AgEnv_RS_Tot,C11_P_Health_15_19,C11_P_Health_20_24,C11_P_Health_25_34,C11_P_Health_35_44,C11_P_Health_45_54,C11_P_Health_55_64,C11_P_Health_65_74,C11_P_Health_75_84,C11_P_Health_85over,C11_P_Health_Tot,C11_P_Educ_15_19,C11_P_Educ_20_24,C11_P_Educ_25_34,C11_P_Educ_35_44,C11_P_Educ_45_54,C11_P_Educ_55_64,C11_P_Educ_65_74,C11_P_Educ_75_84,C11_P_Educ_85over,C11_P_Educ_Tot,C11_P_MngtCom_15_19,C11_P_MngtCom_20_24,C11_P_MngtCom_25_34,C11_P_MngtCom_35_44,C11_P_MngtCom_45_54,C11_P_MngtCom_55_64,C11_P_MngtCom_65_74,C11_P_MngtCom_75_84,C11_P_MngtCom_85over,C11_P_MngtCom_Tot,C11_P_Soc_cult_15_19,C11_P_Soc_cult_20_24,C11_P_Soc_cult_25_34,C11_P_Soc_cult_35_44,C11_P_Soc_cult_45_54,C11_P_Soc_cult_55_64,C11_P_Soc_cult_65_74,C11_P_Soc_cult_75_84,C11_P_Soc_cult_85over,C11_P_Soc_cult_Tot,C11_P_Creative_art_15_19,C11_P_Creative_art_20_24,C11_P_Creative_art_25_34,C11_P_Creative_art_35_44,C11_P_Creative_art_45_54,C11_P_Creative_art_55_64,C11_P_Creative_art_65_74,C11_P_Creative_art_75_84,C11_P_Creative_art_85over,C11_P_Creative_art_Tot
499,0,8,30,12,12,19,16,0,0,106,0,0,6,3,9,14,6,0,0,39,0,13,32,29,12,20,8,0,0,119,4,3,27,23,20,17,4,5,0,107,0,4,9,3,0,3,0,0,0,16,0,10,22,16,9,9,7,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,11,17,21,77,88,52,34,29,5,4,316,36,61,214,187,122,116,75,11,5,826,0,7,17,9,3,0,4,0,0,35,0,0,11,4,0,0,0,0,0,22,6,15,59,33,47,50,34,0,0,240,4,7,22,19,14,15,12,0,0,79,0,8,16,3,3,5,0,0,0,35,0,4,30,17,14,21,8,0,0,95,0,3,18,8,11,20,3,0,0,65,0,31,48,38,19,21,9,0,0,177,4,5,46,36,30,19,4,0,3,147,0,9,15,14,6,5,0,0,0,50
501,135,345,1200,1476,1318,1544,1168,525,145,7859,107,201,847,1441,1579,1381,1050,369,88,7056,207,464,1666,1943,1729,1379,892,290,76,8649,225,360,1052,1533,1511,1293,767,201,27,6973,65,114,340,358,282,234,169,80,24,1669,130,288,843,750,662,440,292,97,15,3518,15,13,10,8,9,10,9,7,3,84,10,22,77,104,117,93,63,23,15,516,391,293,764,871,859,889,908,768,465,6215,1376,2324,7533,9454,8865,7817,5601,2449,876,46282,13,56,299,376,310,202,104,35,7,1402,47,80,195,155,104,74,15,5,0,676,214,910,2314,2797,2916,2221,1288,497,117,13281,118,469,874,881,1001,732,413,175,37,4697,66,154,550,595,503,310,161,60,8,2409,38,194,915,1218,1524,1209,692,253,59,6098,36,146,832,1392,1452,1291,563,184,52,5951,301,660,1694,2013,1641,1209,570,181,53,8321,143,328,964,1163,1056,840,320,107,11,4933,30,115,304,318,267,200,94,49,13,1405
502,74,212,637,624,632,737,614,306,89,3936,46,151,491,669,748,658,516,212,56,3545,98,248,754,975,1005,890,648,323,52,5002,94,280,728,849,782,803,426,123,19,4107,30,67,131,125,100,78,78,34,15,660,81,220,551,440,407,271,255,106,17,2358,13,5,8,4,7,5,8,0,0,54,6,14,33,42,44,45,23,13,5,229,202,208,414,442,460,436,549,601,455,3767,676,1520,4038,4542,4472,4166,3267,1790,739,25208,8,35,84,116,89,62,43,17,9,459,29,74,122,83,78,41,18,6,0,442,99,398,969,1287,1409,1278,1107,526,99,7177,66,208,362,420,440,363,406,205,36,2521,13,40,186,159,120,86,72,32,5,714,25,109,352,450,617,539,375,185,39,2696,15,97,366,572,602,527,302,144,32,2654,131,302,735,874,867,753,591,218,43,4524,79,212,447,541,590,366,187,82,19,2533,31,55,119,97,80,71,60,29,6,552
503,54,577,2799,2036,1896,1767,1209,674,300,11312,38,153,763,843,1101,1272,1342,634,229,6374,153,772,3036,3081,2641,1709,867,383,161,12801,71,699,2373,2181,1803,1406,1046,422,144,10134,98,405,1014,727,530,300,198,122,38,3440,49,234,511,363,304,215,161,71,37,1941,7,11,13,12,9,9,5,3,0,73,14,74,170,173,164,119,102,51,26,890,196,429,1080,679,526,494,535,477,440,4849,712,4171,14067,11865,10270,8156,5896,3014,1448,59596,9,484,1478,1023,1002,714,348,160,46,5267,16,160,913,508,394,144,42,5,0,2180,43,744,3089,2097,2065,1597,830,417,155,11044,38,408,1043,695,655,537,303,133,47,3852,13,81,378,254,194,137,109,59,16,1232,21,613,2487,2367,2545,1823,1100,594,213,11756,16,185,875,1102,1553,1636,846,354,138,6703,97,1403,4837,4177,3451,2095,1073,439,194,17763,61,821,2957,2559,2208,1938,854,381,111,11901,63,670,1474,791,556,354,186,69,26,4200
504,81,793,2683,2234,1714,1494,974,419,128,10518,64,346,1666,1739,1808,1467,964,388,85,8529,259,836,3464,3942,2951,2026,1008,406,97,14984,183,722,2454,2622,2124,1641,929,241,40,10959,119,331,861,741,440,282,176,66,17,3027,177,555,1554,1143,799,523,304,116,22,5205,20,28,27,12,12,18,11,4,0,134,11,50,201,245,179,131,80,33,9,941,382,445,1283,1121,962,796,724,718,524,6957,1361,4594,16004,15491,12136,9051,5546,2509,976,67659,11,172,711,777,534,357,149,44,10,2769,69,205,899,604,379,148,38,4,0,2349,223,1248,3411,3956,3998,3174,1694,697,189,18597,103,525,1028,968,931,805,494,206,44,5103,39,136,404,422,302,191,82,27,4,1595,36,460,1496,1603,1609,1238,607,266,65,7371,63,272,1165,1647,1703,1311,647,204,59,7065,262,1287,3950,3807,2883,1768,808,285,80,15133,182,722,2214,2166,1832,1357,513,149,29,9163,113,446,1022,707,442,326,146,52,21,3273
505,195,1729,6311,5473,4559,3823,2302,1037,325,25761,202,774,3566,4232,4339,3562,2460,975,229,20332,472,1654,7157,9158,7415,4758,2718,1064,357,34755,431,1626,4899,5469,4479,3209,1921,553,115,22704,225,721,1656,1592,874,484,321,145,51,6062,339,1079,2854,2330,1956,1240,740,300,71,10912,63,38,31,28,22,32,30,14,3,263,36,119,377,435,338,254,152,62,22,1796,661,841,2452,2203,1770,1444,1484,1483,1157,13493,2701,9612,32878,34649,28292,20357,12903,5889,2462,149749,10,508,1807,1755,1389,854,360,135,33,6858,144,458,2019,1691,925,382,64,6,0,5693,372,2407,7181,8336,8462,6554,3504,1645,428,38884,311,1480,3105,3137,2879,2007,1116,546,125,14706,58,251,908,752,506,296,142,69,11,2989,103,1397,4474,4821,4605,2912,1417,606,172,20511,94,667,3090,4102,4333,3327,1486,569,180,17850,527,3038,10186,10243,7612,5081,2429,973,320,40408,374,1880,5188,4879,3758,2694,1062,349,69,20259,181,953,2117,1392,773,601,254,123,30,6434
506,210,1750,5849,4784,3271,2759,1992,903,247,21773,209,719,2698,3142,2874,2567,1856,805,194,15055,482,1895,7364,8472,5900,3852,2111,800,233,31113,390,1517,4602,4966,3823,2858,1669,480,85,20401,221,732,1479,1215,661,378,226,124,38,5066,336,1066,2422,1981,1348,812,581,208,42,8789,49,40,42,26,24,35,23,17,7,267,35,107,401,446,302,206,147,50,15,1717,728,1058,2752,2349,1751,1500,1423,1507,1299,14363,2797,10086,32219,32047,22347,16399,10717,5130,2258,133999,26,685,2020,1717,1196,809,358,114,34,6961,155,515,2391,1387,750,288,53,6,0,5542,448,2778,8147,7579,7465,6170,3271,1407,367,37637,216,1082,2024,1778,1679,1540,939,493,131,9881,77,299,902,740,537,374,198,97,27,3245,120,1341,3976,3268,3371,2527,1246,582,152,16587,94,597,2322,2708,3029,2621,1304,497,171,13341,600,3856,10357,7750,5793,4114,1927,696,227,35318,383,1737,4664,3859,3363,2588,1024,320,72,18005,217,918,1848,1037,622,417,255,103,41,5459
507,192,1332,4757,4344,3419,2969,1811,817,272,19915,222,653,2638,3150,3219,2627,1836,729,212,15285,366,1294,4898,6459,5272,3555,1949,712,241,24745,337,1220,3821,4208,3788,2926,1701,533,84,18617,202,573,1245,1170,760,484,290,130,46,4896,312,786,2113,1736,1405,864,536,201,50,8010,38,27,42,23,25,29,15,7,7,211,25,88,277,340,296,187,134,47,20,1425,618,803,1919,1682,1433,1229,1258,1168,1057,11164,2414,7670,24472,26182,21642,16192,10183,4581,2062,115398,19,411,1375,1351,1111,780,323,100,21,5482,148,363,1261,901,587,238,52,4,0,3553,378,2077,6074,6892,6758,4965,2683,1409,374,31619,168,758,1749,1755,1701,1209,832,420,96,8692,50,244,743,664,540,327,150,68,15,2795,89,996,3202,3407,3337,2138,1153,548,187,15056,89,483,2036,2758,3008,2416,1115,436,113,12449,413,2175,6203,6577,5234,3468,1480,731,227,26502,310,1354,3558,3641,3175,2249,877,307,62,15531,153,691,1394,1068,684,481,211,92,26,4790
509,65,246,816,808,859,1127,859,411,132,5319,32,147,595,853,942,1005,812,323,75,4782,116,295,902,1107,1053,986,587,224,50,5320,88,186,632,788,839,897,616,142,21,4217,34,59,169,155,173,146,120,65,12,934,66,166,431,371,392,244,184,62,16,1928,11,13,8,4,7,10,3,6,0,59,0,11,26,56,71,74,45,11,3,291,376,279,679,750,942,983,972,761,418,6159,856,1572,4795,5561,5857,5939,4438,2074,754,31848,0,36,191,232,182,131,89,22,8,888,30,55,113,93,85,50,20,0,0,452,152,603,1366,1650,1868,1609,1004,394,95,8747,72,218,392,438,506,523,349,145,27,2665,119,241,810,824,720,516,255,98,16,3601,27,142,563,819,1146,1034,614,234,62,4643,15,132,688,964,1060,1094,503,158,68,4679,173,406,1164,1308,1148,967,441,147,41,5800,88,215,679,792,863,806,289,80,19,3830,37,68,140,214,205,203,98,30,6,994
510,19,168,812,636,412,349,131,29,0,2556,7,136,688,656,464,326,106,21,3,2411,64,220,1084,1089,644,374,94,15,0,3597,42,149,653,614,428,300,92,20,0,2290,7,25,182,125,74,38,17,3,0,462,34,121,429,317,215,99,16,4,0,1235,0,3,12,3,3,0,0,0,0,21,3,14,39,57,49,38,7,0,0,208,399,494,1535,1220,965,679,280,101,38,5715,616,1427,5993,5196,3510,2301,772,195,45,20064,3,62,284,253,99,45,12,0,0,761,8,33,144,91,55,14,0,0,0,346,93,951,3347,2874,2232,1141,195,38,9,10879,25,278,761,633,498,281,71,15,0,2556,42,113,372,274,172,86,25,0,0,1093,19,148,719,740,631,353,72,10,3,2678,6,132,760,670,470,344,62,12,0,2459,107,426,1505,1165,828,385,56,4,0,4484,28,234,753,626,489,260,36,11,0,2436,12,62,226,178,111,65,13,4,0,663
511,56,276,831,698,703,616,407,197,55,3838,23,146,652,744,840,653,350,132,24,3564,115,339,967,1062,940,689,312,108,26,4555,67,186,664,654,570,537,275,68,7,3038,23,58,152,164,97,72,36,27,7,626,66,216,517,402,387,183,109,48,3,1939,7,17,19,4,7,3,5,0,4,55,4,12,36,41,30,39,16,12,4,198,415,461,1005,1022,931,889,713,467,257,6161,840,1878,5413,5331,4852,3897,2322,1084,394,26003,6,89,306,261,140,93,21,4,4,918,44,55,165,101,69,36,3,0,0,480,151,987,2461,2494,2215,1562,698,254,45,10852,67,244,532,535,552,456,235,86,13,2724,51,128,425,412,325,219,99,41,5,1701,30,202,676,872,829,640,304,108,22,3687,9,176,781,898,825,519,224,57,19,3504,157,422,1257,1269,1014,650,229,78,18,5086,88,256,719,708,639,409,135,22,4,2958,16,91,227,173,123,91,32,20,0,768
597,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,8,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,8,0,0,0,0,20,3,8,12,6,7,3,5,0,0,48,0,0,5,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,12,42,33,30,9,4,0,0,128,0,0,10,8,3,3,0,0,0,28,0,0,4,0,0,0,0,0,0,4,0,0,3,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
599,0,15,59,48,17,32,26,0,0,195,0,4,22,21,21,20,9,0,0,106,4,16,84,52,43,46,17,0,0,269,0,23,56,35,29,49,17,0,0,209,3,3,34,14,4,6,0,0,0,62,9,5,27,20,16,12,7,0,0,91,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,10,61,106,265,278,228,156,95,21,9,1217,76,196,590,509,363,340,179,25,7,2290,0,21,39,25,14,11,3,0,0,121,0,9,26,8,0,3,0,0,0,57,5,46,192,152,132,156,97,3,0,788,6,34,69,45,31,50,24,6,0,264,4,5,30,17,18,14,0,0,0,91,0,20,77,53,45,89,22,0,0,314,0,3,42,34,33,62,27,0,0,199,5,44,145,82,71,86,28,7,0,455,0,40,96,54,51,43,12,0,0,296,0,24,53,29,11,11,10,0,0,142
601,42,720,2500,1925,1685,1799,1437,635,222,10966,11,171,1159,1391,1333,1530,1456,685,214,7951,109,829,4949,3395,2349,1830,1042,340,139,14970,88,677,2665,2519,2359,2073,1375,404,81,12242,22,191,783,598,485,360,276,123,32,2863,83,361,1104,819,687,472,279,134,24,3965,4,28,19,8,15,9,18,7,0,113,8,62,203,230,199,150,96,52,14,1015,358,397,1147,887,733,786,936,908,544,6689,742,3889,16446,13130,10966,9757,7378,3422,1337,67058,0,212,769,917,723,573,244,113,33,3585,50,271,854,515,327,162,35,6,0,2216,105,657,1892,2422,2694,2350,1614,893,256,12873,111,549,1018,1163,1285,855,586,296,90,5949,25,136,465,542,462,239,108,67,20,2054,19,460,1530,1782,2204,1846,910,477,163,9394,11,131,982,1244,1773,1940,981,468,160,7674,275,1309,3587,3164,2843,2101,934,466,152,14841,116,858,2461,2570,2490,2011,757,253,72,11591,32,290,716,688,539,440,224,106,42,3078
602,28,352,1391,1160,1092,1299,970,439,116,6862,14,125,600,894,934,926,854,450,117,4921,43,359,1606,1451,1345,1164,709,232,63,6984,64,361,1129,1129,1266,1173,751,179,30,6074,7,79,260,239,225,215,168,70,15,1278,80,291,726,547,497,288,227,76,18,2747,0,16,8,7,4,6,8,6,5,64,0,15,70,79,84,63,64,31,10,430,248,281,576,504,585,688,777,733,376,4766,512,2072,7070,6589,6500,6235,4773,2296,770,36810,6,58,195,247,220,229,107,31,5,1088,20,99,314,178,146,76,15,3,0,858,119,541,1303,1668,2051,1771,1146,543,144,9266,60,354,554,676,764,570,365,207,42,3597,48,145,441,488,409,275,132,72,14,2033,11,272,842,1039,1366,1158,598,242,86,5613,4,114,705,839,1050,1115,659,261,74,4818,125,559,1648,1689,1584,1162,493,198,64,7524,96,334,925,1195,1184,1024,353,107,21,5244,20,112,343,297,254,257,125,56,19,1496
603,7,48,178,213,232,404,274,103,27,1487,0,30,125,208,206,274,270,122,25,1266,12,73,349,367,326,361,202,57,10,1748,10,69,237,338,355,470,287,48,3,1815,3,10,71,110,91,113,73,24,0,497,10,53,170,165,114,108,68,17,0,708,0,3,4,3,0,0,5,5,0,19,0,0,13,26,33,26,22,7,0,142,98,81,201,208,229,301,273,204,77,1663,148,406,1540,1832,1778,2262,1565,612,160,10291,0,3,53,82,101,82,50,18,0,392,0,12,38,46,41,36,3,0,0,181,20,96,280,444,528,525,345,127,27,2381,15,58,111,217,217,219,147,40,4,1030,14,53,164,194,179,110,62,12,0,795,6,22,105,195,289,318,154,59,17,1164,0,6,79,157,189,291,199,57,9,997,22,106,294,345,338,359,156,37,6,1656,16,57,196,351,360,350,144,31,3,1507,8,11,68,111,102,117,75,16,0,509
604,28,258,785,616,697,843,692,292,84,4284,16,115,510,670,625,626,573,326,99,3554,49,281,1070,1037,974,946,507,125,28,5022,68,305,948,951,1059,1060,552,107,16,5066,7,38,138,113,98,150,84,24,6,661,44,242,622,456,410,265,163,60,11,2265,3,4,9,5,6,9,3,9,5,40,4,19,33,50,50,64,32,14,3,264,264,208,490,450,533,588,746,640,290,4207,490,1551,4975,4667,4780,4874,3528,1652,569,27093,0,22,110,120,115,105,81,39,4,591,24,65,156,106,123,64,24,0,0,571,91,497,1246,1615,1745,1398,941,386,109,8029,46,280,368,476,639,559,342,148,38,2898,38,98,317,357,312,161,62,27,7,1379,13,146,465,629,917,841,429,154,73,3673,0,77,538,568,724,774,510,180,58,3424,124,441,1186,1163,1196,842,302,131,31,5408,103,273,698,904,934,660,204,62,9,3843,14,69,127,146,164,127,69,30,9,753
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,5,6,4,6,0,0,0,20,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
699,0,3,12,4,0,14,0,0,0,33,0,0,3,8,7,3,6,0,0,24,0,0,8,12,3,8,0,0,0,39,0,3,8,4,10,12,9,0,0,44,0,3,6,0,3,3,0,0,0,15,0,4,8,3,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,9,7,7,11,18,19,19,25,7,4,130,11,22,68,68,56,63,47,8,4,347,0,0,0,0,3,7,0,0,0,18,0,0,3,0,3,0,0,0,0,13,0,4,23,15,20,4,11,0,0,75,0,3,4,6,4,0,3,0,0,20,0,0,0,4,0,0,0,0,0,17,0,0,13,3,8,15,4,0,0,57,0,0,11,3,0,11,0,4,0,27,3,6,18,17,4,5,0,0,0,50,0,5,11,7,15,18,3,0,0,64,0,5,3,3,0,0,0,0,0,10
701,37,386,2115,1429,895,717,388,143,33,6146,22,153,920,1045,889,689,433,150,15,4321,138,468,2627,2235,1586,1038,406,98,18,8607,79,322,1515,1428,1120,822,392,94,7,5783,9,69,326,265,166,97,60,13,5,1012,99,159,654,522,334,184,75,18,6,2054,6,3,13,13,9,3,0,0,0,41,8,21,139,116,105,61,38,10,0,496,360,430,1317,1110,876,685,465,240,98,5590,814,2233,10607,9076,6550,4610,2398,803,184,37272,0,57,374,358,287,191,70,13,0,1354,34,143,492,306,202,113,19,7,0,1308,106,791,2147,2243,2008,1369,595,154,18,9434,40,269,695,603,563,453,188,57,5,2873,41,113,362,361,255,126,48,8,3,1315,18,281,1342,1090,1026,674,225,80,15,4750,12,111,726,837,916,799,309,57,8,3771,147,744,2559,2279,1663,999,256,42,15,8707,81,428,1506,1439,1197,753,256,60,13,5727,14,114,437,287,211,150,49,14,0,1273
702,14,132,878,599,464,469,194,36,19,2799,12,80,453,437,478,415,199,54,11,2136,47,114,760,625,575,354,134,22,6,2643,19,127,744,621,487,384,145,29,3,2557,5,33,153,77,63,57,19,11,0,426,46,105,266,195,130,76,31,3,0,858,0,5,5,9,6,6,0,0,0,28,6,14,45,44,27,21,13,0,0,171,427,435,1098,833,742,635,337,100,33,4646,603,1159,4752,3698,3171,2536,1127,272,75,17392,0,34,166,128,105,69,28,6,0,536,4,30,128,81,56,25,4,0,0,335,54,334,966,1026,962,662,214,50,9,4263,28,129,414,348,312,229,98,9,0,1572,42,113,336,294,214,91,28,4,0,1129,20,98,719,698,712,469,113,34,3,2873,9,104,590,642,688,568,150,24,0,2774,43,250,919,891,698,470,81,16,0,3377,31,208,764,725,613,441,99,11,3,2900,15,57,191,159,129,75,27,0,0,655
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,8,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,6,9,7,3,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
799,0,0,42,12,12,23,4,0,0,95,0,0,10,9,17,14,6,4,0,58,0,4,33,26,17,24,7,0,0,113,0,6,35,21,13,20,8,0,0,103,0,3,16,3,0,3,5,0,0,25,0,0,8,3,7,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,36,43,147,117,155,127,39,6,0,662,36,63,307,214,229,210,76,9,0,1144,0,3,7,3,4,0,0,0,0,26,0,0,4,4,4,0,0,0,0,14,3,17,31,26,33,55,23,0,0,187,0,0,17,15,10,15,10,0,0,71,0,0,14,9,8,5,0,0,0,34,0,5,25,6,17,32,6,0,0,93,0,4,8,3,8,14,14,0,0,56,0,9,34,17,11,26,11,0,0,110,0,18,29,21,14,10,6,0,0,101,0,5,11,6,3,4,0,0,0,37
801,56,1171,4724,3633,2649,2334,1731,888,327,17509,39,514,2604,2819,2368,2108,2142,1208,307,14115,158,1461,7548,7733,5960,4062,2415,879,264,30485,145,2340,7991,7363,5485,4138,2881,1146,249,31739,69,582,1926,1728,1140,662,378,167,60,6711,228,594,1399,1133,850,464,282,146,45,5142,16,23,22,16,17,19,20,10,6,141,17,137,486,601,457,345,214,125,53,2436,644,1012,2090,1539,1172,886,962,814,561,9675,1458,9120,33684,30894,23150,17130,12248,5789,1998,135466,17,802,2551,2340,2225,1796,879,334,108,11047,160,783,3934,3097,2381,1059,196,15,0,11633,74,960,3634,3744,3651,2959,1736,949,252,17966,73,788,1705,1645,1411,1151,705,354,105,7935,26,205,823,889,641,442,207,106,20,3359,30,675,2809,2841,3069,2270,1140,558,204,13597,15,369,2332,2409,2582,2795,1613,557,148,12823,275,2933,9217,8512,6941,4771,1852,654,316,35478,178,2685,9603,7719,6764,5639,2583,895,239,36308,100,984,2644,1721,1166,695,285,127,53,7779
