SA4_CODE_2021,C11_CFC_SMS_MRM_NDC_UR_1,C11_CFC_SMS_MRM_NDC_UR_2,C11_CFC_SMS_MRM_NDC_UR_3,C11_CFC_SMS_MRM_NDC_UR_4mo,C11_CFC_SMS_MRM_NDC_UR_Total,C11_CFC_SMS_M_DfM_NDC_UR_1,C11_CFC_SMS_M_DfM_NDC_UR_2,C11_CFC_SMS_M_DfM_NDC_UR_3,C11_CFC_SMS_M_DfM_NDC_UR_4mo,C11_CFC_SMS_M_DfM_NDC_UR_Tot,C11_CFC_SMS_Tot_NDC_UR_1,C11_CFC_SMS_Tot_NDC_UR_2,C11_CFC_SMS_Tot_NDC_UR_3,C11_CFC_SMS_Tot_NDC_UR_4mo,C11_CFC_SMS_Tot_NDC_UR_Tot,C11_1PF_NDC_UR_1,C11_1PF_NDC_UR_2,C11_1PF_NDC_UR_3,C11_1PF_NDC_UR_4mo,C11_1PF_NDC_UR_Tot,C11_Tot_NDC_UR_1,C11_Tot_NDC_UR_2,C11_Tot_NDC_UR_3,C11_Tot_NDC_UR_4mo,C11_Tot_NDC_UR_Tot,C16_CFC_SMS_MRM_NDC_UR_1,C16_CFC_SMS_MRM_NDC_UR_2,C16_CFC_SMS_MRM_NDC_UR_3,C16_CFC_SMS_MRM_NDC_UR_4mo,C16_CFC_SMS_MRM_NDC_UR_Tot,C16_CFC_SMS_M_DfM_NDC_UR_1,C16_CFC_SMS_M_DfM_NDC_UR_2,C16_CFC_SMS_M_DfM_NDC_UR_3,C16_CFC_SMS_M_DfM_NDC_UR_4mo,C16_CFC_SMS_M_DfM_NDC_UR_Tot,C16_CFC_SMS_Tot_NDC_UR_1,C16_CFC_SMS_Tot_NDC_UR_2,C16_CFC_SMS_Tot_NDC_UR_3,C16_CFC_SMS_Tot_NDC_UR_4mo,C16_CFC_SMS_Tot_NDC_UR_Tot,C16_1PF_NDC_UR_1,C16_1PF_NDC_UR_2,C16_1PF_NDC_UR_3,C16_1PF_NDC_UR_4mo,C16_1PF_NDC_UR_Tot,C16_Tot_NDC_UR_1,C16_Tot_NDC_UR_2,C16_Tot_NDC_UR_3,C16_Tot_NDC_UR_4mo,C16_Tot_NDC_UR_Tot,C21_CFC_SMS_MRM_NDC_UR_1,C21_CFC_SMS_MRM_NDC_UR_2,C21_CFC_SMS_MRM_NDC_UR_3,C21_CFC_SMS_MRM_NDC_UR_4mo,C21_CFC_SMS_MRM_NDC_UR_Tot,C21_CFC_SMS_M_DfM_NDC_UR_1,C21_CFC_SMS_M_DfM_NDC_UR_2,C21_CFC_SMS_M_DfM_NDC_UR_3,C21_CFC_SMS_M_DfM_NDC_UR_4mo,C21_CFC_SMS_M_DfM_NDC_UR_Tot,C21_CFC_SMS_Tot_NDC_UR_1,C21_CFC_SMS_Tot_NDC_UR_2,C21_CFC_SMS_Tot_NDC_UR_3,C21_CFC_SMS_Tot_NDC_UR_4mo,C21_CFC_SMS_Tot_NDC_UR_Tot,C21_1PF_NDC_UR_1,C21_1PF_NDC_UR_2,C21_1PF_NDC_UR_3,C21_1PF_NDC_UR_4mo,C21_1PF_NDC_UR_Tot,C21_Tot_NDC_UR_1,C21_Tot_NDC_UR_2,C21_Tot_NDC_UR_3,C21_Tot_NDC_UR_4mo,C21_Tot_NDC_UR_Tot
303,10322,12494,4398,1370,28581,1450,1060,346,126,2976,11768,13555,4739,1491,31561,4237,2452,721,299,7706,16005,16004,5463,1790,39265,11605,14132,4486,1235,31460,1616,1310,371,143,3435,13220,15443,4853,1373,34890,4199,2507,737,270,7709,17417,17949,5588,1644,42601,12680,16520,4745,1249,35200,2077,1615,475,174,4348,14761,18134,5219,1426,39545,4820,3040,854,307,9023,19581,21173,6078,1731,48566
304,5556,8147,2972,703,17378,753,614,179,57,1604,6302,8758,3153,768,18981,1867,1240,381,99,3585,8165,10002,3537,860,22562,5680,8695,3083,660,18117,848,783,233,66,1934,6527,9479,3316,726,20052,2000,1420,381,99,3897,8525,10896,3696,830,23948,6186,9788,3142,627,19745,992,990,271,102,2353,7179,10783,3410,725,22096,2289,1688,472,112,4560,9467,12471,3877,841,26662
305,5444,6852,2619,601,15510,1021,697,150,46,1918,6470,7543,2768,649,17431,2528,1164,292,47,4026,8994,8710,3057,696,21455,6261,7844,2829,580,17517,1212,830,184,60,2284,7476,8673,3014,639,19800,2635,1331,302,66,4338,10114,10004,3312,706,24139,7263,9271,3134,579,20245,1729,1088,234,76,3128,8990,10355,3371,652,23376,3497,1947,414,64,5916,12485,12303,3781,719,29294
306,5183,6548,2456,975,15169,1811,1605,687,395,4501,6992,8152,3145,1373,19669,4134,2501,972,521,8133,11129,10659,4118,1894,27798,5125,6541,2325,923,14914,1903,1742,699,350,4692,7024,8287,3024,1267,19611,4086,2571,961,537,8160,11111,10862,3991,1808,27772,5072,6560,2351,793,14779,2155,1941,724,376,5197,7233,8501,3078,1168,19972,4107,2827,960,520,8415,11338,11329,4041,1682,28390
307,2690,3633,1937,888,9140,849,701,348,207,2102,3545,4332,2286,1086,11248,1466,980,434,220,3098,5011,5311,2715,1309,14342,2553,3459,1820,764,8596,839,711,356,171,2079,3392,4172,2179,933,10670,1479,1057,435,215,3193,4869,5228,2617,1146,13866,2342,3233,1729,687,7987,857,791,355,176,2179,3200,4027,2083,856,10170,1619,1091,511,277,3503,4822,5121,2599,1135,13672
308,5204,7050,3071,1154,16473,1776,1473,579,282,4106,6978,8517,3649,1432,20581,2759,1764,705,321,5545,9739,10283,4353,1753,26129,5142,7126,3021,1087,16366,1721,1617,659,292,4285,6858,8746,3677,1377,20650,2909,1997,849,407,6161,9761,10739,4521,1781,26810,4878,6925,2876,1006,15684,1805,1779,744,335,4656,6680,8699,3620,1344,20341,3275,2291,967,473,7008,9959,10992,4585,1812,27348
309,13606,17518,5834,1653,38622,3709,2853,927,378,7868,17316,20373,6762,2037,46489,8539,5043,1469,480,15530,25859,25417,8236,2512,62015,15088,19221,6172,1707,42187,4325,3561,1142,436,9469,19416,22783,7310,2145,51655,9022,5601,1665,500,16784,28435,28382,8979,2642,68441,16516,21879,6675,1820,46894,5289,4411,1400,476,11580,21806,26294,8080,2300,58475,10117,6523,1841,504,18987,31924,32814,9922,2804,77457
310,7672,9314,3896,1869,22754,2270,1888,827,447,5425,9939,11198,4725,2316,28185,4945,3314,1350,681,10289,14884,14516,6074,2997,38468,8516,10365,4003,2007,24888,2607,2238,955,530,6330,11125,12604,4955,2538,31225,5355,3779,1580,840,11561,16482,16387,6534,3381,42780,9552,12097,4381,2037,28072,3108,2645,1156,571,7481,12661,14745,5541,2609,35552,6292,4564,1803,952,13616,18952,19306,7346,3562,49160
311,7994,9819,3857,1948,23614,2472,2109,885,493,5959,10461,11932,4738,2442,29568,5305,3351,1359,667,10681,15766,15278,6101,3108,40250,8084,9990,3935,2028,24038,2585,2306,1004,566,6467,10675,12298,4933,2593,30499,5290,3787,1510,808,11399,15965,16086,6446,3406,41903,9045,11001,4467,2170,26683,3005,2798,1142,636,7579,12055,13790,5609,2806,34259,6163,4322,1820,885,13193,18217,18118,7431,3691,47455
312,4193,5903,2465,731,13289,1424,1183,453,213,3265,5609,7088,2920,940,16553,1986,1134,446,195,3771,7604,8223,3370,1135,20322,3885,5431,2342,676,12327,1345,1300,487,166,3302,5231,6729,2825,842,15629,2144,1522,544,250,4466,7373,8259,3374,1092,20096,3757,5381,2299,678,12117,1535,1460,574,217,3791,5292,6848,2873,894,15909,2240,1582,630,249,4699,7529,8435,3499,1139,20607
313,4949,6507,2657,1056,15176,1591,1402,604,328,3925,6537,7910,3265,1381,19098,3880,2490,1019,445,7835,10419,10405,4280,1829,26930,5120,6323,2579,994,15010,1799,1697,699,368,4560,6914,8023,3276,1360,19570,3994,2693,1068,483,8236,10907,10721,4342,1842,27805,5341,6973,2699,968,15978,2062,1896,742,350,5049,7403,8866,3446,1317,21025,4319,3071,1209,476,9074,11719,11934,4653,1791,30100
314,5507,8160,3037,911,17609,1218,1002,354,145,2720,6727,9157,3388,1056,20329,2391,1594,502,178,4665,9119,10750,3889,1234,24992,5975,8991,3140,944,19055,1568,1425,475,195,3667,7547,10423,3615,1140,22723,2788,2055,657,223,5721,10337,12477,4270,1361,28446,6818,9700,3277,908,20700,1799,1762,583,223,4374,8616,11463,3860,1136,25067,3452,2480,805,242,6985,12070,13943,4659,1380,32053
315,1475,1811,931,448,4662,1009,814,418,380,2620,2482,2625,1351,826,7282,1258,679,335,234,2509,3736,3303,1683,1061,9789,1316,1607,780,339,4041,893,842,440,338,2505,2214,2444,1216,673,6546,1222,739,338,254,2548,3434,3189,1550,924,9096,1201,1568,736,289,3789,984,817,456,315,2576,2188,2377,1192,606,6359,1267,821,372,223,2682,3459,3199,1561,825,9040
316,7545,10566,3821,1136,23063,2165,1835,641,225,4875,9712,12400,4466,1361,27935,5113,3111,1024,295,9553,14824,15513,5488,1657,37491,7925,11600,4044,1115,24686,2370,2235,688,249,5534,10289,13830,4732,1365,30220,5038,3392,1054,314,9789,15322,17222,5787,1679,40016,9200,13424,4473,1092,28196,2975,2627,847,290,6743,12177,16052,5328,1388,34937,5541,3823,1155,280,10802,17718,19876,6481,1661,45735
317,3509,4637,2257,911,11311,797,599,269,137,1801,4306,5233,2522,1048,13113,2089,1323,537,256,4211,6394,6558,3058,1304,17322,3489,4654,2211,859,11213,846,659,306,162,1970,4338,5314,2514,1022,13188,2129,1352,588,285,4349,6468,6666,3097,1309,17545,3733,4995,2203,968,11894,1014,812,352,172,2358,4745,5808,2553,1144,14251,2341,1646,666,287,4937,7086,7448,3221,1433,19188
318,5526,6887,2959,994,16369,1879,1438,631,351,4297,7403,8326,3599,1350,20672,3380,2170,808,422,6777,10781,10491,4399,1770,27440,5190,6794,2787,894,15659,1898,1563,684,328,4471,7082,8359,3471,1226,20136,3501,2375,993,440,7307,10586,10729,4465,1668,27442,4895,6497,2457,837,14692,2030,1688,705,340,4765,6925,8190,3166,1176,19459,3691,2546,973,441,7655,10613,10736,4140,1624,27113
319,5539,7301,3139,1349,17332,1688,1599,736,474,4502,7233,8903,3874,1823,21831,4542,2888,1207,617,9259,11768,11795,5080,2445,31089,5164,6533,2848,1142,15688,1826,1655,803,391,4670,6988,8193,3649,1535,20361,4424,2912,1223,600,9158,11411,11104,4876,2134,29521,5156,6475,2668,1085,15382,2018,1817,740,398,4971,7172,8288,3407,1490,20351,4575,2997,1210,587,9372,11743,11288,4614,2071,29717
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,8194,11356,3821,851,24226,1165,999,315,86,2566,9365,12356,4133,947,26795,3465,2071,538,133,6200,12826,14424,4671,1076,32998,8643,11988,3823,810,25273,1363,1155,352,99,2974,10008,13147,4182,910,28247,3479,2141,537,140,6295,13486,15288,4716,1053,34540,9228,13098,3928,784,27038,1604,1377,436,116,3528,10832,14474,4366,895,30564,3779,2454,613,137,6984,14611,16927,4976,1033,37548
402,10986,13321,4581,1731,30622,2807,2273,821,363,6268,13790,15591,5403,2098,36890,7360,4757,1706,697,14522,21154,20352,7108,2797,51413,11980,14175,4855,2002,33012,2895,2459,879,398,6633,14875,16636,5733,2399,39645,7540,4922,1742,775,14974,22411,21560,7476,3171,54623,12653,15812,5328,2186,35975,3143,2667,955,394,7156,15796,18476,6280,2578,43130,7733,5186,1834,775,15538,23534,23661,8120,3356,58666
403,9817,12924,4099,1082,27926,2199,1822,558,195,4773,12012,14749,4662,1282,32703,5436,3272,958,313,9976,17449,18017,5620,1595,42678,10107,13487,4005,944,28539,2374,2160,667,182,5378,12478,15643,4669,1129,33917,5415,3532,1038,313,10300,17891,19175,5710,1437,44214,10053,13891,4102,897,28935,2790,2447,724,237,6202,12838,16339,4823,1137,35139,5606,3823,1034,305,10768,18445,20159,5858,1440,45908
404,5933,7409,2146,586,16074,1167,890,243,85,2381,7102,8299,2389,672,18458,3482,1955,607,217,6263,10581,10253,2994,892,24722,6520,7861,2137,553,17074,1290,1021,273,102,2682,7815,8883,2405,657,19760,3432,1963,570,185,6158,11250,10847,2977,845,25917,7116,8324,2199,502,18145,1551,1184,302,126,3161,8664,9505,2502,630,21303,3460,2074,569,186,6294,12128,11581,3075,812,27594
405,2254,3329,1511,480,7580,660,630,283,109,1679,2909,3964,1792,588,9257,1372,886,368,153,2783,4286,4848,2163,745,12043,2175,2964,1531,464,7130,685,653,256,113,1709,2864,3618,1781,576,8836,1317,920,369,146,2752,4178,4536,2149,720,11586,1990,2857,1414,458,6724,738,722,276,133,1866,2728,3573,1688,595,8586,1385,946,367,141,2837,4107,4518,2056,738,11425
406,1801,2323,1059,290,5463,768,723,278,132,1901,2569,3040,1331,426,7369,1335,767,324,159,2583,3905,3809,1655,580,9948,1527,2028,939,283,4780,751,725,271,120,1862,2278,2752,1211,406,6647,1253,777,306,167,2506,3532,3531,1514,572,9152,1364,1934,908,260,4470,746,692,292,116,1849,2113,2626,1198,375,6318,1228,788,310,161,2483,3341,3413,1513,533,8799
407,3693,5380,2405,651,12125,1197,1088,439,167,2897,4887,6471,2849,817,15021,2490,1645,582,257,4971,7377,8115,3428,1075,19995,3504,4978,2152,670,11305,1244,1133,407,206,2996,4749,6112,2555,875,14296,2377,1621,633,219,4846,7129,7734,3192,1100,19143,3254,4686,2084,667,10689,1438,1217,504,182,3330,4693,5896,2590,851,14023,2377,1674,623,207,4876,7064,7567,3212,1051,18902
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,3736,5514,2197,649,12093,1314,1211,441,202,3167,5048,6729,2636,853,15260,2256,1548,513,182,4502,7301,8276,3150,1037,19767,3970,5935,2377,674,12949,1440,1334,484,174,3422,5408,7265,2854,844,16372,2361,1725,579,215,4878,7773,8987,3433,1056,21248,4000,5932,2346,592,12867,1618,1506,536,209,3863,5615,7434,2879,798,16727,2535,1847,605,190,5175,8149,9284,3477,986,21900
502,1780,2439,901,282,5392,686,573,222,102,1582,2461,3006,1118,381,6973,1323,833,338,117,2613,3785,3846,1456,502,9587,2143,2751,1033,317,6244,777,691,281,111,1856,2916,3441,1313,432,8102,1433,1022,342,148,2950,4355,4457,1658,582,11053,2166,2868,1088,303,6430,847,834,340,124,2150,3019,3704,1434,429,8582,1613,1221,405,162,3402,4635,4926,1836,590,11982
503,4213,5919,2270,461,12869,636,394,111,27,1176,4850,6312,2386,497,14041,1481,835,227,36,2574,6327,7148,2605,534,16613,4735,6425,2458,401,14015,721,538,141,29,1429,5455,6957,2597,429,15447,1505,928,230,38,2697,6957,7889,2830,471,18153,5103,7292,2526,395,15320,878,656,177,36,1745,5986,7948,2700,431,17065,1814,1185,298,42,3337,7797,9131,2995,484,20401
504,6633,8316,2898,910,18762,1487,1281,414,204,3383,8119,9593,3317,1121,22152,3221,1988,684,281,6168,11339,11583,3998,1400,28316,7904,9357,3092,950,21300,1869,1530,509,197,4112,9775,10887,3601,1144,25409,3529,2268,771,293,6863,13308,13157,4370,1437,32273,8371,10576,3266,1026,23247,2305,1854,626,220,5001,10675,12431,3895,1251,28249,3916,2642,871,294,7730,14593,15069,4766,1545,35977
505,15450,21441,7076,2052,46017,2959,2351,771,298,6384,18408,23797,7848,2354,52403,6687,4069,1245,494,12489,25093,27869,9095,2842,64895,17297,23650,7607,2053,50604,3675,2916,903,327,7815,20973,26563,8508,2375,58424,7076,4635,1338,540,13587,28049,31199,9848,2915,72006,17913,25241,7717,1953,52820,4217,3712,1149,373,9456,22127,28954,8866,2325,62270,7966,5618,1549,516,15653,30092,34571,10407,2841,77920
506,13014,15345,5522,1908,35785,2618,2118,767,299,5796,15629,17462,6289,2200,41583,6037,3633,1171,481,11328,21674,21096,7463,2689,52913,15750,18853,6283,2077,42962,2979,2380,825,314,6493,18735,21231,7103,2391,49455,6301,3927,1303,528,12060,25033,25157,8405,2918,61515,16880,21734,7031,2288,47932,3242,2776,969,368,7347,20117,24510,8000,2658,55286,6733,4450,1478,580,13243,26843,28959,9482,3237,68522
507,10622,14363,4897,1345,31226,2566,2127,710,275,5683,13185,16489,5613,1622,36911,5062,3162,1014,349,9581,18238,19653,6629,1975,46491,12238,16304,5444,1428,35413,3016,2641,848,341,6847,15246,18945,6294,1770,42254,5442,3741,1216,398,10794,20696,22683,7509,2167,53055,12835,17947,5725,1385,37885,3641,3200,1098,395,8335,16478,21147,6821,1781,46222,6342,4434,1398,464,12638,22822,25581,8215,2245,58864
509,2851,3931,1799,670,9254,908,875,383,206,2361,3756,4799,2185,874,11610,1539,1040,394,217,3193,5295,5835,2582,1093,14803,2561,3632,1717,587,8496,930,914,390,161,2391,3491,4543,2109,742,10892,1490,1005,392,203,3094,4983,5552,2503,946,13981,2371,3445,1714,539,8067,958,972,333,154,2418,3330,4413,2049,690,10479,1427,1004,400,187,3020,4751,5424,2446,881,13500
510,1619,2232,925,337,5120,851,740,354,217,2159,2464,2975,1283,551,7273,1010,584,260,174,2030,3479,3561,1540,726,9305,1686,2362,1060,339,5443,964,880,409,215,2475,2645,3242,1475,554,7918,1031,665,297,192,2188,3682,3906,1765,746,10105,1610,2361,1063,343,5373,1011,945,407,187,2561,2620,3308,1473,530,7930,1105,747,332,141,2321,3727,4058,1802,667,10250
511,2546,3527,1501,520,8101,1097,988,415,229,2736,3645,4517,1920,752,10838,1610,1045,421,195,3263,5253,5563,2342,946,14100,2421,3331,1424,442,7619,1079,961,425,198,2665,3509,4290,1849,638,10283,1486,1037,384,216,3117,4991,5321,2233,856,13402,2139,2996,1279,401,6814,1074,992,384,167,2619,3217,3989,1668,563,9431,1511,987,370,194,3056,4730,4969,2032,758,12487
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,5397,6685,2331,781,15194,1740,1422,534,242,3932,7139,8108,2861,1021,19126,3891,2398,823,319,7430,11027,10505,3682,1339,26556,5179,6701,2338,727,14940,1813,1658,584,220,4274,6987,8361,2915,949,19218,3830,2579,870,340,7612,10817,10935,3789,1289,26830,6178,7105,2297,673,16256,2137,1865,603,229,4835,8315,8971,2892,900,21088,3900,2761,891,318,7877,12220,11740,3787,1221,28968
602,3228,4320,1679,563,9788,970,910,347,165,2396,4200,5230,2022,726,12181,2273,1397,506,201,4381,6471,6626,2532,930,16560,3000,3899,1508,545,8948,1015,939,324,155,2433,4014,4836,1831,702,11381,2084,1362,501,193,4126,6095,6196,2330,888,15509,3107,3951,1500,477,9039,1245,1024,377,140,2788,4355,4973,1878,619,11826,2249,1577,546,204,4574,6608,6552,2423,823,16400
603,777,955,388,167,2282,331,359,140,63,897,1103,1314,531,229,3179,447,296,107,45,894,1551,1610,631,277,4076,660,861,354,143,2021,326,321,132,61,832,988,1178,489,203,2855,442,305,101,36,886,1428,1484,591,242,3737,747,889,332,130,2100,401,381,127,60,969,1148,1265,468,194,3068,485,320,120,47,974,1632,1589,585,238,4045
604,2384,3194,1246,474,7295,934,842,347,151,2268,3316,4039,1592,621,9568,1806,1128,447,201,3592,5128,5162,2041,826,13154,2123,2778,1113,409,6424,940,830,316,139,2225,3062,3609,1435,551,8650,1713,1197,424,166,3505,4774,4803,1857,718,12153,2132,2811,1009,380,6334,1062,913,352,142,2467,3200,3724,1360,520,8802,1782,1203,447,167,3599,4979,4927,1804,690,12401
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,3087,3673,1412,534,8704,1126,886,312,161,2484,4213,4558,1721,695,11191,1669,1046,397,175,3275,5879,5605,2115,867,14461,3755,4389,1601,561,10298,1341,1030,344,120,2835,5098,5418,1944,680,13134,1667,988,336,178,3169,6762,6406,2277,857,16306,3942,4414,1522,525,10402,1372,1126,391,165,3056,5314,5544,1913,682,13454,2008,1284,407,186,3888,7318,6829,2326,874,17346
702,2170,2282,1202,786,6435,727,575,280,192,1777,2899,2856,1489,974,8214,1493,903,453,304,3153,4389,3761,1942,1280,11369,2136,2139,1044,569,5881,699,622,305,209,1831,2828,2762,1349,776,7712,1454,882,396,243,2975,4282,3642,1741,1019,10685,2201,2086,971,489,5749,742,647,307,155,1856,2948,2734,1275,643,7599,1603,937,418,213,3167,4547,3671,1693,854,10764
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,11353,14464,4898,1340,32054,2056,1830,528,189,4604,13412,16298,5427,1522,36659,4953,3097,921,288,9267,18368,19397,6349,1813,45924,12863,16600,5231,1331,36023,2488,2092,600,202,5386,15352,18692,5829,1532,41410,4920,3142,943,341,9346,20270,21834,6775,1874,50754,14370,19050,5644,1313,40379,2937,2504,755,252,6446,17306,21557,6396,1558,46823,5650,3968,1077,363,11064,22953,25528,7478,1924,57885
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,101,75,36,8,227,8,9,4,0,19,111,78,41,8,238,20,19,3,4,49,130,98,41,11,292,99,107,67,15,290,31,33,12,0,80,131,139,76,18,364,47,30,9,6,89,180,170,79,24,457,88,112,63,12,281,26,27,9,4,68,120,143,77,16,347,51,36,6,0,94,162,174,85,18,440
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
