SA4_CODE_2021,C21_Chr_Ch_nfd_0_14,C21_Chr_Ch_nfd_15_24,C21_Chr_Ch_nfd_25_34,C21_Chr_Ch_nfd_35_44,C21_Chr_Ch_nfd_45_54,C21_Chr_Ch_nfd_55_64,C21_Chr_Ch_nfd_65_74,C21_Chr_Ch_nfd_75_84,C21_Chr_Ch_nfd_85ov,C21_Chr_Ch_nfd_Tot,C21_Chr_Oth_Ch_0_14,C21_Chr_Oth_Ch_15_24,C21_Chr_Oth_Ch_25_34,C21_Chr_Oth_Ch_35_44,C21_Chr_Oth_Ch_45_54,C21_Chr_Oth_Ch_55_64,C21_Chr_Oth_Ch_65_74,C21_Chr_Oth_Ch_75_84,C21_Chr_Oth_Ch_85ov,C21_Chr_Oth_Ch_Tot,C21_Christ_Tot_0_14,C21_Christ_Tot_15_24,C21_Christ_Tot_25_34,C21_Christ_Tot_35_44,C21_Christ_Tot_45_54,C21_Christ_Tot_55_64,C21_Christ_Tot_65_74,C21_Christ_Tot_75_84,C21_Christ_Tot_85ov,C21_Christ_Tot_Tot,C21_Hinduism_0_14,C21_Hinduism_15_24,C21_Hinduism_25_34,C21_Hinduism_35_44,C21_Hinduism_45_54,C21_Hinduism_55_64,C21_Hinduism_65_74,C21_Hinduism_75_84,C21_Hinduism_85ov,C21_Hinduism_Tot,C21_Islam_0_14,C21_Islam_15_24,C21_Islam_25_34,C21_Islam_35_44,C21_Islam_45_54,C21_Islam_55_64,C21_Islam_65_74,C21_Islam_75_84,C21_Islam_85ov,C21_Islam_Tot,C21_Judaism_0_14,C21_Judaism_15_24,C21_Judaism_25_34,C21_Judaism_35_44,C21_Judaism_45_54,C21_Judaism_55_64,C21_Judaism_65_74,C21_Judaism_75_84,C21_Judaism_85ov,C21_Judaism_Tot,C21_OR_AusAborTrad_0_14,C21_OR_AusAborTrad15_24,C21_OR_AusAborTrad25_34,C21_OR_AusAborTrad35_44,C21_OR_AusAborTrad45_54,C21_OR_AusAborTrad55_64,C21_OR_AusAborTrad65_74,C21_OR_AusAborTrad75_84,C21_OR_AusAborTrad85ov,C21_OR_AusAborTrade_Tot,C21_OR_Sikhism_0_14,C21_OR_Sikhism_15_24,C21_OR_Sikhism_25_34,C21_OR_Sikhism_35_44,C21_OR_Sikhism_45_54,C21_OR_Sikhism_55_64,C21_OR_Sikhism_65_74,C21_OR_Sikhism_75_84,C21_OR_Sikhism_85ov,C21_OR_Sikhism_Tot,C21_OR_Ot_Re_Gr_0_14,C21_OR_Ot_Re_Gr_15_24,C21_OR_Ot_Re_Gr_25_34,C21_OR_Ot_Re_Gr_35_44,C21_OR_Ot_Re_Gr_45_54,C21_OR_Ot_Re_Gr_55_64,C21_OR_Ot_Re_Gr_65_74,C21_OR_Ot_Re_Gr_75_84,C21_OR_Ot_Re_Gr_85ov,C21_OR_Ot_Re_Gr_Tot,C21_Oth_Rel_Tot_0_14,C21_Oth_Rel_Tot_15_24,C21_Oth_Rel_Tot_25_34,C21_Oth_Rel_Tot_35_44,C21_Oth_Rel_Tot_45_54,C21_Oth_Rel_Tot_55_64,C21_Oth_Rel_Tot_65_74,C21_Oth_Rel_Tot_75_84,C21_Oth_Rel_Tot_85ov,C21_Oth_Rel_Tot_Tot,C21_SBOSB_No_RA_0_14,C21_SBOSB_No_RA_15_24,C21_SBOSB_No_RA_25_34,C21_SBOSB_No_RA_35_44,C21_SBOSB_No_RA_45_54,C21_SBOSB_No_RA_55_64,C21_SBOSB_No_RA_65_74,C21_SBOSB_No_RA_75_84,C21_SBOSB_No_RA_85ov,C21_SBOSB_No_RA_Tot,C21_Rel_aff_ns_0_14,C21_Rel_aff_ns_15_24,C21_Rel_aff_ns_25_34,C21_Rel_aff_ns_35_44,C21_Rel_aff_ns_45_54,C21_Rel_aff_ns_55_64,C21_Rel_aff_ns_65_74,C21_Rel_aff_ns_75_84,C21_Rel_aff_ns_85ov,C21_Rel_aff_ns_Tot,C21_Tot_0_14,C21_Tot_15_24,C21_Tot_25_34,C21_Tot_35_44,C21_Tot_45_54,C21_Tot_55_64,C21_Tot_65_74,C21_Tot_75_84,C21_Tot_85ov,C21_Tot_Tot
202,662,324,400,436,422,443,397,170,58,3310,4,3,0,0,17,18,20,4,3,68,9271,5984,5016,6372,8753,10896,11293,7197,3060,67834,199,79,263,239,63,52,36,6,0,936,241,111,187,164,78,42,25,8,0,848,20,9,10,18,14,12,33,10,0,135,12,0,4,3,3,5,3,0,0,26,103,51,146,101,18,8,4,0,0,426,50,69,108,88,104,91,50,14,0,575,163,119,255,195,119,100,57,17,6,1031,17748,10357,11767,11004,10340,9410,7393,2906,849,81792,2202,1312,1682,1616,1688,1729,1576,974,591,13374,30064,18181,19470,19900,21340,22501,20611,11184,4517,167764
203,1431,974,884,1093,1047,973,823,365,131,7714,37,16,21,26,31,27,30,27,11,222,21241,13497,11498,14835,18654,20739,21908,13804,5668,141840,600,508,1578,688,156,101,74,13,4,3723,975,673,1016,683,388,229,107,51,7,4127,21,21,39,33,32,25,38,18,3,234,5,3,3,0,0,0,0,0,0,18,447,177,776,396,42,25,15,4,0,1895,80,113,207,150,147,124,65,19,3,911,531,294,985,549,196,159,80,27,3,2825,31961,20073,24789,21946,18175,15439,11623,4390,1315,149713,3531,2505,3222,2956,2630,2457,2539,1550,934,22316,59198,37910,43726,42274,40725,39586,36603,19915,7951,327878
204,698,385,332,484,486,526,503,258,75,3745,11,3,10,13,19,12,19,9,0,96,10604,6776,5440,7504,10851,14207,14632,9184,3531,82720,254,114,244,256,88,43,24,13,3,1051,144,48,120,107,49,45,17,9,3,538,6,11,7,11,14,13,21,10,0,102,9,3,3,7,8,0,0,0,0,31,112,29,138,100,14,6,8,0,0,414,50,73,86,96,116,88,30,8,0,548,171,106,223,207,138,97,38,8,0,985,17816,10439,11633,10449,10168,10128,8058,2997,891,82578,2516,1661,1718,1780,1918,2187,2064,1256,567,15663,31652,19268,19590,20571,23472,26908,24963,13515,4995,184935
205,1151,613,667,779,744,986,877,407,114,6342,29,16,11,15,27,36,32,29,14,201,13690,8807,8090,10373,14604,21500,24186,15293,5348,121897,236,99,255,278,86,71,50,12,3,1087,322,95,223,203,111,73,55,27,3,1109,15,8,24,21,12,30,52,10,4,176,5,4,6,3,4,7,0,0,0,25,133,52,196,118,24,15,10,5,0,541,92,90,167,171,167,154,101,20,10,972,229,148,364,297,188,171,114,24,10,1542,31825,17850,20240,17721,17622,18372,15155,5606,1543,145941,4467,2472,3154,3251,3160,3644,3679,2069,1004,26900,51030,29655,32721,32526,36176,44190,43532,23088,7929,300848
206,927,1401,2510,1767,1066,901,701,330,111,9715,9,25,46,43,27,52,30,25,8,263,19882,19641,33219,26145,27548,25305,18914,14083,6783,191513,1848,2831,7535,3410,608,358,254,82,17,16937,3639,2644,4368,2883,1638,1068,683,335,54,17317,1095,781,1515,1017,741,709,1221,735,391,8199,4,10,11,0,11,6,0,0,0,36,104,181,445,214,51,32,31,11,6,1079,104,312,704,482,291,187,122,48,19,2280,212,501,1159,704,355,226,153,62,21,3397,35050,45385,99332,55758,33784,23626,15496,5389,1430,315246,4209,5891,12489,7494,5005,4000,2789,1682,960,44521,66953,80744,165518,101098,72005,57113,40849,22859,9883,617018
207,1409,1020,1133,1375,1305,1117,950,471,225,9013,18,18,15,21,37,22,21,22,14,191,20744,18217,12206,15062,23068,22097,18453,16544,8634,155027,2062,1346,2310,2384,1006,642,489,223,45,10506,1627,996,1329,1485,860,488,295,134,44,7267,277,214,133,193,266,255,339,218,88,1982,0,0,0,0,0,0,0,0,0,4,284,202,285,343,120,112,125,43,11,1527,191,174,307,302,234,250,167,83,29,1732,476,374,587,648,360,363,284,123,42,3262,29483,25336,26560,22679,19896,16574,11987,5288,2156,159966,2700,2582,2928,2359,2400,1974,1620,1306,1008,18863,58821,50778,48770,47868,50484,44690,35247,24535,12274,373472
208,914,636,774,1073,991,790,701,275,131,6285,11,20,19,27,36,35,52,31,12,241,24573,17842,13545,18646,27382,24644,19648,14900,7971,169156,2219,1233,3165,2910,760,490,286,103,24,11187,666,388,728,715,447,307,202,111,23,3593,6591,3607,2585,3732,3949,3442,4352,2026,1175,31465,0,0,0,6,0,0,0,0,0,8,139,106,254,207,69,36,31,12,3,843,148,130,217,290,180,161,119,39,15,1297,292,239,470,503,249,195,146,45,20,2149,34417,23333,27411,26988,24998,18355,12437,5213,2045,175196,3712,2251,3145,3062,2903,2396,2276,1555,1011,22311,73150,49514,52356,58144,62017,50866,40065,24201,12330,422639
209,3080,1901,2151,2477,2395,1902,1526,717,235,16379,23,14,24,24,38,34,25,17,6,202,38231,25814,24513,29720,35524,33597,28388,18469,7698,241953,4841,2324,5546,5367,1224,789,555,167,45,20848,9117,4576,5221,5057,3072,1904,978,371,94,30382,46,46,60,92,65,62,48,26,6,449,14,4,4,10,3,0,0,0,0,35,2833,1103,2827,2624,419,321,246,45,20,10441,230,228,387,436,288,221,147,40,9,1989,3072,1331,3219,3074,715,545,389,86,28,12465,40709,24580,34114,31677,24340,17834,11467,4216,1338,190268,5706,3550,4884,4477,3603,2960,2422,1647,1177,30417,103492,63637,79907,82221,70726,59510,45359,25301,10509,540664
210,2099,1447,1538,1530,1445,1083,722,328,107,10304,31,10,25,20,26,29,13,13,0,167,33167,22152,21485,23951,27209,25766,20483,13912,6014,194148,4084,2123,4908,4423,988,536,377,99,29,17572,18419,9232,10666,9540,6239,4007,2018,913,160,61185,33,17,38,27,28,25,21,6,5,204,11,0,4,4,3,0,4,0,0,23,3568,895,3227,2988,405,325,283,39,11,11745,188,127,233,216,135,83,57,17,7,1076,3763,1031,3467,3210,542,411,342,61,18,12838,21728,12969,19690,16598,12622,9880,5887,2214,793,102368,5493,3219,4678,3971,3113,2467,1648,1109,698,26392,88099,51930,66484,63605,52242,44310,31338,18511,7813,424328
211,3676,2167,2121,2851,2668,2379,1666,841,269,18644,154,95,90,103,142,148,125,138,81,1072,31208,22197,18001,23562,30397,32196,29194,19964,7838,214552,2666,1166,1672,2942,1343,811,500,164,51,11315,1212,645,946,1209,612,437,274,111,25,5472,82,39,58,91,103,76,90,49,13,596,12,0,5,7,6,0,0,0,0,25,536,291,494,548,232,159,111,40,12,2422,272,265,423,468,422,390,224,97,32,2604,823,555,927,1014,661,551,336,140,44,5048,50094,32107,36584,35856,32082,25684,17506,7218,2376,239509,4444,2921,3507,3674,3438,3202,2719,1974,1331,27211,92299,60902,63632,71380,71072,65046,52068,30085,11817,518301
212,5571,3647,3736,4200,3575,2806,1787,811,298,26441,83,54,67,68,85,94,67,49,20,587,52672,37136,34489,40014,45729,43554,37020,26589,11502,328703,12202,5693,10277,12655,4859,2423,1555,533,147,50347,20541,11003,13960,11358,6781,3887,1829,731,153,70243,291,166,159,267,240,165,228,101,32,1643,15,7,7,6,6,0,3,0,0,41,6811,2683,7384,5802,959,665,525,109,25,24966,537,474,680,695,508,410,262,105,22,3687,7364,3162,8073,6493,1478,1076,787,212,49,28688,57450,40569,48758,38239,30960,24592,15753,6674,2341,265329,10785,7050,9506,7662,5953,4841,3612,2395,1327,53136,171128,112253,135372,128149,105254,87733,65298,38777,16090,860060
213,7024,3928,4206,4832,3991,2720,2005,764,212,29666,76,55,59,75,67,78,37,11,0,463,66396,40596,41633,49255,50292,43856,35358,19706,7317,354407,17357,4967,14902,18764,3663,1528,1160,271,45,62664,19803,7707,11214,11391,5542,3059,1843,640,116,61310,79,33,71,96,87,51,35,16,3,471,0,0,3,6,4,5,0,0,0,13,8662,3281,10123,7278,1006,754,648,119,26,31896,424,295,598,678,371,260,158,35,14,2836,9093,3575,10722,7955,1382,1014,809,157,38,34746,52457,30990,45913,39589,28525,20076,11790,3899,1284,234530,13218,7662,12174,10451,6820,4829,3290,1889,1070,61394,184300,100641,143011,145115,103717,80576,57764,27656,10261,853054
214,1130,719,621,874,947,871,770,369,104,6396,20,19,22,23,28,30,34,27,6,216,15095,10344,8489,11763,16943,19662,20717,15288,6112,124399,339,184,361,385,232,167,96,36,13,1812,304,179,246,242,202,181,85,26,4,1481,89,44,49,90,88,101,135,66,19,686,5,0,0,0,3,0,0,0,0,19,93,33,109,102,13,13,14,0,0,375,99,95,158,152,196,137,97,36,9,989,193,138,271,255,213,147,109,39,9,1380,33467,19499,21371,21497,20432,16783,13085,5756,1825,153720,3560,2210,2479,2718,2948,2649,2551,1778,1051,21939,53347,32838,33635,37531,41592,40137,37037,23071,9042,308226
215,694,333,397,425,409,387,285,162,48,3133,26,8,21,9,13,10,17,9,3,118,9037,5552,5523,6235,8666,12044,11933,7917,3582,70487,188,62,332,207,70,33,18,9,0,920,420,255,476,387,254,163,71,40,8,2080,4,4,5,4,6,9,4,0,0,42,9,0,0,8,4,3,0,0,0,15,186,60,224,166,41,25,11,7,0,720,19,41,90,62,51,47,16,7,0,344,209,104,313,234,100,75,29,17,0,1084,14503,8553,9922,7743,7566,7487,5264,2093,667,63787,2446,1501,1888,1781,1779,1987,1728,1155,678,14937,27029,16235,19014,17096,18791,22053,19161,11254,4936,155568
216,583,306,343,305,336,377,300,172,50,2770,13,3,6,12,6,8,3,7,0,59,8901,5648,4901,5825,8479,10467,10844,7287,2880,65230,276,100,336,303,96,46,26,6,0,1188,1416,669,803,719,535,322,150,82,14,4705,5,5,3,5,7,8,6,0,0,45,9,0,0,4,0,4,0,0,0,18,441,130,420,389,91,94,58,12,0,1626,52,44,64,63,49,25,27,5,0,330,503,169,482,453,140,124,84,20,0,1973,11561,7109,7547,6144,6263,6045,4399,1797,623,51493,2091,1212,1464,1360,1406,1464,1352,977,451,11785,24877,14995,15849,15095,17103,18610,16928,10196,3977,137618
217,492,224,259,298,336,369,288,144,48,2460,13,5,3,13,8,14,5,3,3,75,7717,4888,4072,5232,7674,10256,10452,6639,2850,59782,76,30,153,102,24,18,6,0,0,414,63,33,58,74,37,17,13,0,0,296,8,7,6,13,8,14,9,4,3,80,0,0,0,3,3,8,0,0,0,13,22,7,67,25,0,9,0,0,0,134,12,32,57,50,60,36,23,0,0,266,33,36,120,76,68,47,27,0,0,412,12062,7219,8230,7068,7058,6839,5143,1804,503,55921,1749,1032,1106,1184,1273,1408,1364,826,435,10385,21799,13297,13911,13918,16268,18691,17082,9292,3801,128069
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,3,9,0,0,0,27,0,0,6,16,3,14,4,0,0,38
299,25,32,41,34,34,26,14,5,0,212,5,0,0,0,3,4,0,0,0,11,165,181,240,287,291,318,227,65,15,1797,14,11,22,28,4,5,0,0,0,78,63,38,46,19,26,8,8,0,0,211,6,0,9,6,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4,5,4,5,3,0,0,0,0,0,15,0,8,10,15,8,0,0,4,0,48,7,8,14,20,12,9,3,4,0,68,398,487,710,459,377,295,165,47,5,2937,477,404,736,896,667,424,203,35,15,3854,1143,1131,1819,1736,1393,1074,613,152,29,9089
301,1431,807,695,1048,1004,954,684,322,108,7050,74,63,44,65,79,81,78,47,9,530,18048,11673,8288,13668,17839,18648,17183,10194,3784,119323,496,180,311,528,235,188,130,38,13,2112,262,131,146,195,135,90,42,20,5,1028,22,21,11,21,34,35,27,19,3,186,0,4,0,5,0,0,0,0,0,16,191,79,162,175,65,25,30,0,0,733,81,81,125,137,129,100,54,32,3,736,272,162,285,321,193,122,85,40,6,1485,22958,13749,14490,14675,13269,10426,7060,2978,927,100545,2178,1322,1418,1655,1772,1562,1374,931,607,12819,44465,27424,25213,31512,33944,31466,26149,14286,5357,239817
302,1130,710,817,905,791,651,392,192,73,5663,34,17,30,38,49,46,42,26,7,295,17295,11070,10465,13738,15638,14479,12312,8808,4230,108032,1836,839,1854,1954,606,342,195,79,16,7713,509,238,369,459,225,158,81,41,8,2103,17,15,20,19,26,18,18,0,0,142,9,0,6,3,4,0,0,0,0,20,797,337,1055,677,139,104,86,10,11,3216,82,98,201,168,142,87,45,18,17,859,892,434,1262,845,285,194,134,26,26,4103,17310,12011,18224,14642,10612,7293,4517,1759,724,87096,1996,1417,2146,1881,1516,1176,973,720,642,12463,40142,26322,34804,34255,29413,24008,18455,11532,5665,224598
303,2299,1713,1822,1960,1637,1316,773,388,139,12055,52,62,27,57,63,60,41,47,10,423,25178,18127,15975,20155,22195,19800,16027,10760,4781,152991,2966,1561,3348,3182,1179,720,445,164,40,13602,4660,2216,2503,2573,1471,890,530,150,31,15022,55,29,77,64,45,44,62,20,7,398,5,0,15,5,6,0,0,0,0,31,1493,719,1953,1193,241,164,140,48,19,5973,206,217,335,363,243,174,106,43,14,1701,1704,937,2302,1565,490,341,246,94,30,7705,28732,22833,32222,25132,16340,11368,6937,2601,864,147021,3498,2800,3885,3151,2335,1913,1387,922,684,20583,68221,49863,62651,58565,46177,36808,27025,15159,6553,371026
304,951,583,469,687,630,452,379,173,101,4423,61,54,18,47,55,38,44,28,7,357,14569,10527,6008,10170,12937,10979,10059,6645,2846,84743,1109,573,747,1168,633,372,217,97,30,4942,656,321,420,582,269,135,66,34,4,2494,79,54,34,57,60,50,60,15,7,416,0,5,0,3,3,0,0,0,0,14,122,38,91,90,53,31,18,7,5,453,79,111,137,108,131,95,71,23,11,762,199,155,229,202,188,126,93,34,8,1232,17804,14843,12085,12785,10838,6804,4706,2126,659,82648,1435,1412,1243,1219,1111,878,700,474,373,8846,36334,28277,21274,26964,26684,19864,16295,9557,3973,189213
305,550,688,1250,920,638,525,343,139,35,5079,34,35,40,42,47,26,25,14,5,276,16540,14800,16192,15724,18132,15057,10419,6112,2504,115482,983,1055,2261,1336,378,167,91,35,8,6317,616,435,1024,677,291,132,68,28,9,3280,48,61,110,80,61,78,72,33,15,557,9,3,3,5,3,6,0,0,0,27,97,76,207,130,45,19,16,4,0,595,82,217,313,231,176,106,56,22,6,1213,191,294,524,368,233,129,73,23,3,1834,17678,25789,38276,22634,15594,9921,5833,1844,452,138026,1932,3176,5382,3346,2415,1779,1274,755,494,20550,38449,46545,65488,45413,37922,27803,18169,8943,3515,292245
306,1551,851,754,932,851,790,565,256,60,6613,10,12,3,15,29,22,20,7,0,132,18519,10651,9458,12454,16028,17756,15849,8744,3020,112479,402,216,424,355,203,115,74,24,6,1814,214,113,204,177,159,74,50,30,3,1016,21,19,35,21,31,41,41,13,4,211,27,3,12,9,3,5,0,0,0,68,463,161,637,397,106,91,41,21,12,1921,198,137,206,159,190,170,105,39,8,1212,688,303,856,568,300,261,153,62,16,3203,21941,13073,15678,14195,13923,12258,8334,3187,710,103309,4805,3253,4351,3717,3689,3455,2763,1508,711,28255,46982,27879,31475,32189,35054,34431,27588,13655,4493,253748
307,1011,435,450,492,526,551,472,184,48,4171,19,14,12,10,22,25,16,12,0,127,12083,6677,6123,7825,10193,11827,10907,6665,2293,74581,64,23,102,77,26,22,14,4,0,332,60,19,54,52,25,13,8,0,0,219,0,0,8,0,0,12,11,3,0,31,3,0,6,3,6,7,0,0,0,21,30,16,52,31,3,3,3,0,0,134,31,40,54,47,55,51,40,7,6,336,63,58,109,76,70,67,41,7,6,487,10208,5590,5980,4287,4231,3979,2968,1165,294,38696,2471,1575,1749,1506,1727,1849,1510,969,404,13760,25000,13972,14203,13919,16348,17837,15512,8831,2990,128622
308,1563,764,780,849,806,746,377,186,52,6130,38,21,31,27,32,38,33,11,3,233,18745,10469,10009,13061,15957,18030,14308,7829,2707,111119,396,133,355,408,151,48,29,12,0,1538,237,71,173,219,95,36,22,11,0,854,14,9,5,14,3,7,0,3,0,45,15,3,10,9,5,9,0,0,0,41,84,23,121,69,18,0,5,0,0,333,102,73,125,119,113,77,24,14,9,660,201,105,264,196,136,90,33,14,9,1038,23636,13552,14895,11971,9722,8370,4643,1809,465,89054,3857,2670,3409,3477,3198,2944,1897,1062,480,22993,47327,27162,29341,29745,29532,29700,21026,10759,3660,228246
309,4096,2537,2643,2947,2808,2421,1629,775,238,20095,127,69,77,112,124,129,120,59,19,846,40040,27258,24434,32693,40748,41398,40418,25593,8819,281398,1229,884,1973,1393,572,350,228,62,23,6717,1504,902,1071,1005,756,476,263,124,21,6118,179,102,108,174,165,209,273,144,64,1418,8,3,9,6,8,6,4,0,0,50,642,292,1038,506,72,65,50,12,4,2684,214,262,434,448,402,314,207,77,22,2374,860,561,1477,961,492,386,256,88,24,5109,59759,40740,49227,41803,35505,26063,17545,7755,2377,280777,8185,5925,8100,6924,6423,5413,4436,2943,1691,50036,112670,77239,87681,86865,86348,75612,64273,37005,13071,640778
310,3683,2075,2016,1902,1607,1301,777,371,94,13831,212,217,153,163,223,219,152,95,49,1492,30472,17943,16898,20701,22772,22605,18044,10289,3340,163064,1860,549,1219,1899,651,308,164,72,15,6740,2657,1013,1144,1162,688,325,168,63,9,7227,23,21,15,27,30,27,31,0,0,188,26,4,8,4,14,4,0,0,0,59,873,198,946,694,93,66,52,14,0,2941,171,208,348,333,261,166,98,39,10,1625,1067,418,1298,1023,371,237,151,49,8,4625,37251,22613,26530,19983,16026,11797,6814,2643,655,144306,6206,4262,5873,5037,3700,2730,1968,1267,601,31652,80856,47914,54131,51386,45864,39407,28192,14646,4732,367126
311,3920,2166,2112,2172,1815,1556,960,390,125,15211,125,93,66,85,109,123,76,38,10,715,27289,16621,15141,19104,21485,21669,19342,10355,3070,154070,933,409,854,953,410,278,169,60,29,4093,4431,2082,2523,2162,1265,634,356,116,16,13579,19,15,21,18,23,34,26,18,0,171,12,0,3,4,7,0,0,0,0,34,1037,311,1330,781,119,84,55,19,3,3737,293,240,340,300,259,174,110,37,14,1765,1339,551,1680,1084,386,262,165,54,16,5536,38141,23141,25460,20151,16600,11938,7447,2892,754,146535,7300,4190,4864,4298,3540,2549,1976,1177,555,30452,80232,47545,51304,48793,44589,38061,29951,14808,4487,359767
312,1027,494,593,662,594,514,312,119,26,4343,65,62,36,52,66,55,45,27,8,423,14345,8093,8281,10753,12782,13896,10700,5536,1928,86316,221,60,245,233,73,37,16,7,0,883,129,53,122,129,70,37,16,7,4,566,13,7,12,8,6,3,4,5,0,59,0,0,5,0,3,4,0,0,0,19,85,15,84,71,11,3,4,0,0,268,43,58,96,81,71,45,20,5,3,425,127,73,185,151,84,53,25,8,3,710,17338,9933,12096,9618,7910,6459,3562,1310,325,68556,3269,2623,4098,3471,3428,2974,1606,847,322,22637,35571,20946,25239,24629,24580,23611,15993,7740,2586,180894
313,2016,978,928,1120,1051,1054,836,387,91,8461,126,84,54,81,95,80,77,55,16,663,15794,9912,8332,12234,16215,19129,21281,13155,4176,120221,196,95,160,232,116,102,70,22,3,997,160,79,117,124,85,50,57,15,3,684,17,11,11,20,26,20,21,8,6,136,7,6,5,10,11,0,4,0,0,44,88,16,85,84,14,8,8,0,0,311,137,138,200,177,203,174,105,42,8,1182,234,165,289,273,223,188,120,48,8,1537,27750,17379,17732,15001,14348,11597,9065,3952,1161,117983,3607,2434,3024,2878,2664,2173,2134,1403,705,21026,47955,30248,30033,31179,34059,33568,32966,18666,6077,264752
314,2069,1157,1027,1216,1169,878,513,201,75,8292,115,66,46,91,75,53,67,53,50,613,18299,11133,9050,13373,16032,14011,11537,6247,1890,101570,1153,249,724,1181,345,205,142,42,11,4053,381,96,165,306,135,68,27,7,4,1190,22,11,19,17,21,26,6,6,0,127,12,0,3,5,5,3,3,0,0,32,729,102,584,567,67,38,42,9,0,2141,71,108,167,157,129,66,41,7,0,751,810,209,755,728,202,107,81,19,0,2918,24087,14357,16364,14499,11832,7190,4196,1626,431,94582,2478,1419,1808,1730,1524,1031,854,446,183,11483,47481,27638,29186,32269,30394,22820,16960,8423,2531,217700
315,558,249,328,268,222,205,88,26,4,1962,15,4,3,12,8,13,14,0,0,65,8481,4772,4898,5014,5555,5903,3921,1844,539,40931,50,17,72,60,12,22,0,0,0,250,46,13,52,38,17,13,4,11,0,190,0,0,0,0,0,4,0,0,0,17,113,47,56,46,37,33,9,3,0,352,23,0,17,27,0,0,0,0,0,76,21,21,33,25,24,28,8,4,0,167,159,74,106,90,69,60,19,6,0,591,6857,3871,5027,3240,2782,2296,1227,504,89,25884,2042,1506,2159,1677,1526,1429,767,400,106,11622,17679,10269,12397,10209,10021,9773,5970,2775,739,79827
316,2734,1445,1331,1767,1692,1762,1306,608,208,12853,52,28,8,44,46,63,75,38,21,381,22353,14060,10737,16820,23781,28040,29505,19764,7262,172327,446,310,852,474,151,114,76,23,4,2439,210,87,172,230,99,50,36,14,10,907,62,29,37,54,56,65,78,42,9,428,4,8,3,0,6,8,0,0,0,24,193,89,336,160,24,23,7,4,6,831,95,117,166,205,222,176,123,51,6,1157,294,210,502,361,245,200,132,54,10,2016,39487,24457,25644,25833,25021,21587,16459,6967,2072,187509,4603,2929,3486,3843,3959,3619,3303,2188,1281,29210,67845,42362,41927,48364,54134,54274,50066,29199,10669,398840
317,1996,1070,1012,1047,978,895,725,388,122,8240,79,49,48,53,67,54,80,54,11,493,14811,9484,7904,9830,11785,12355,11611,7801,3098,88678,493,322,907,492,129,54,43,8,3,2446,639,269,328,322,185,72,37,9,0,1867,3,5,6,6,10,9,5,7,0,62,0,0,0,3,3,0,6,0,0,13,162,63,249,147,12,16,9,0,0,666,860,594,422,311,265,130,82,34,8,2704,1021,658,666,458,281,155,97,40,4,3378,12840,8903,10056,6782,5455,4517,3096,1327,404,53383,1791,1521,1534,1341,1214,1156,1066,676,365,10670,31836,21303,21719,19577,19294,18465,16065,9907,3892,162059
318,1309,798,767,711,686,637,361,164,33,5478,63,40,22,36,34,23,30,13,6,253,19830,12971,11179,13280,16474,17453,14858,8334,2942,117325,282,166,370,301,175,84,37,23,10,1449,295,230,198,176,110,48,24,5,0,1091,18,13,17,15,12,11,10,5,0,97,17,3,5,13,8,9,3,0,0,51,105,31,164,61,19,18,8,0,4,409,103,128,170,165,132,91,46,13,5,847,217,167,342,237,158,111,61,12,3,1307,19823,15104,15880,11755,9879,8116,5152,2019,490,88225,3701,3628,3902,3331,2979,2429,1732,963,397,23071,44346,32464,32165,29457,30071,28512,22014,11404,3857,234283
319,1906,931,909,1100,1182,1443,1265,671,202,9598,71,54,49,44,75,97,116,77,36,624,16896,10356,8609,12435,18517,26369,30485,18754,5870,148291,173,108,324,205,99,88,40,16,3,1051,216,84,158,185,106,59,37,11,3,866,7,9,7,15,17,25,22,12,4,116,7,4,9,5,11,5,5,0,0,42,63,23,119,46,10,16,4,3,0,286,132,129,171,196,204,213,105,46,4,1188,199,156,292,253,222,235,112,46,8,1520,27376,16801,16000,13771,14864,15705,13714,5778,1375,125383,4406,2717,3030,3063,3488,3969,4020,2556,983,28231,49487,30381,28800,30385,37716,46806,48658,27252,8257,307745
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,14,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,3,0,0,17,0,14,33,51,34,8,0,0,0,135,0,16,49,64,45,5,3,0,0,183
