SA4_CODE_2021,C16_F_65_69_Tot_LF,C16_F_65_69_Not_LF,C16_F_65_69_LF_NS,C16_F_65_69_Tot,C16_F_70_74_Em_FT,C16_F_70_74_Em_PT,C16_F_70_74_Em_AFW,C16_F_70_74_Em_Hrs_NS,C16_F_70_74_Em_Tot,C16_F_70_74_Unem_Look_FT,C16_F_70_74_Unem_Look_PT,C16_F_70_74_Unem_Tot,C16_F_70_74_Tot_LF,C16_F_70_74_Not_LF,C16_F_70_74_LF_NS,C16_F_70_74_Tot,C16_F_75over_Em_FT,C16_F_75over_Em_PT,C16_F_75over_Emp_A_fr_wo,C16_F_75over_Em_Hou_wor_ns,C16_F_75over_Em_Tot,C16_F_75over_Unem_Lo_ft_wor,C16_F_75over_Unem_Lo_pt_wor,C16_F_75over_Unem_Tot,C16_F_75over_Tot_LF,C16_F_75over_N_lab_forc,C16_F_75over_LF_NS,C16_F_75over_Tot,C16_F_Tot_Em_FT,C16_F_Tot_Em_PT,C16_F_Tot_Em_AFW,C16_F_Tot_Em_Hrs_NS,C16_F_Tot_Em_Tot,C16_F_Tot_Unem_Look_FT,C16_F_Tot_Unem_Look_PT,C16_F_Tot_Unem_Tot,C16_F_Tot_Tot_labo_for,C16_F_Tot_Not_LF,C16_F_Tot_LF_NS,C16_F_Tot_Tot,C21_F_15_19_Em_FT,C21_F_15_19_Em_PT,C21_F_15_19_Em_AFW,C21_F_15_19_Em_Hrs_NS,C21_F_15_19_Em_Tot,C21_F_15_19_Unem_Look_FT,C21_F_15_19_Unem_Look_PT,C21_F_15_19_Unem_Tot,C21_F_15_19_Tot_LF,C21_F_15_19_Not_LF,C21_F_15_19_LF_NS,C21_F_15_19_Tot,C21_F_20_24_Em_FT,C21_F_20_24_Em_PT,C21_F_20_24_Em_AFW,C21_F_20_24_Em_Hrs_NS,C21_F_20_24_Em_Tot,C21_F_20_24_Unem_Look_FT,C21_F_20_24_Unem_Look_PT,C21_F_20_24_Unem_Tot,C21_F_20_24_Tot_LF,C21_F_20_24_Not_LF,C21_F_20_24_LF_NS,C21_F_20_24_Tot,C21_F_25_29_Em_FT,C21_F_25_29_Em_PT,C21_F_25_29_Em_AFW,C21_F_25_29_Em_Hrs_NS,C21_F_25_29_Em_Tot,C21_F_25_29_Unem_Look_FT,C21_F_25_29_Unem_Look_PT,C21_F_25_29_Unem_Tot,C21_F_25_29_Tot_LF,C21_F_25_29_Not_LF,C21_F_25_29_LF_NS,C21_F_25_29_Tot,C21_F_30_34_Em_FT,C21_F_30_34_Em_PT,C21_F_30_34_Em_AFW,C21_F_30_34_Em_Hrs_NS,C21_F_30_34_Em_Tot,C21_F_30_34_Unem_Look_FT,C21_F_30_34_Unem_Look_PT,C21_F_30_34_Unem_Tot,C21_F_30_34_Tot_LF,C21_F_30_34_Not_LF,C21_F_30_34_LF_NS,C21_F_30_34_Tot,C21_F_35_39_Em_FT,C21_F_35_39_Em_PT,C21_F_35_39_Em_AFW,C21_F_35_39_Em_Hrs_NS,C21_F_35_39_Em_Tot,C21_F_35_39_Unem_Look_FT,C21_F_35_39_Unem_Look_PT,C21_F_35_39_Unem_Tot,C21_F_35_39_Tot_LF,C21_F_35_39_Not_LF,C21_F_35_39_LF_NS,C21_F_35_39_Tot,C21_F_40_44_Em_FT,C21_F_40_44_Em_PT,C21_F_40_44_Em_AFW,C21_F_40_44_Em_Hrs_NS,C21_F_40_44_Em_Tot,C21_F_40_44_Unem_Look_FT,C21_F_40_44_Unem_Look_PT,C21_F_40_44_Unem_Tot,C21_F_40_44_Tot_LF,C21_F_40_44_Not_LF,C21_F_40_44_LF_NS,C21_F_40_44_Tot,C21_F_45_49_Em_FT,C21_F_45_49_Em_PT,C21_F_45_49_Em_AFW,C21_F_45_49_Em_Hrs_NS,C21_F_45_49_Em_Tot,C21_F_45_49_Unem_Look_FT,C21_F_45_49_Unem_Look_PT,C21_F_45_49_Unem_Tot,C21_F_45_49_Tot_LF,C21_F_45_49_Not_LF,C21_F_45_49_LF_NS,C21_F_45_49_Tot,C21_F_50_54_Em_FT,C21_F_50_54_Em_PT,C21_F_50_54_Em_AFW,C21_F_50_54_Em_Hrs_NS,C21_F_50_54_Em_Tot,C21_F_50_54_Unem_Look_FT,C21_F_50_54_Unem_Look_PT,C21_F_50_54_Unem_Tot,C21_F_50_54_Tot_LF,C21_F_50_54_Not_LF,C21_F_50_54_LF_NS,C21_F_50_54_Tot,C21_F_55_59_Em_FT,C21_F_55_59_Em_PT,C21_F_55_59_Em_AFW,C21_F_55_59_Em_Hrs_NS,C21_F_55_59_Em_Tot,C21_F_55_59_Unem_Look_FT,C21_F_55_59_Unem_Look_PT,C21_F_55_59_Unem_Tot,C21_F_55_59_Tot_LF,C21_F_55_59_Not_LF,C21_F_55_59_LF_NS,C21_F_55_59_Tot,C21_F_60_64_Em_FT,C21_F_60_64_Em_PT,C21_F_60_64_Em_AFW,C21_F_60_64_Em_Hrs_NS,C21_F_60_64_Em_Tot,C21_F_60_64_Unem_Look_FT,C21_F_60_64_Unem_Look_PT,C21_F_60_64_Unem_Tot,C21_F_60_64_Tot_LF,C21_F_60_64_Not_LF,C21_F_60_64_LF_NS,C21_F_60_64_Tot,C21_F_65_69_Em_FT,C21_F_65_69_Em_PT,C21_F_65_69_Em_AFW,C21_F_65_69_Em_Hrs_NS,C21_F_65_69_Em_Tot,C21_F_65_69_Unem_Look_FT,C21_F_65_69_Unem_Look_PT,C21_F_65_69_Unem_Tot,C21_F_65_69_Tot_LF,C21_F_65_69_Not_LF,C21_F_65_69_LF_NS,C21_F_65_69_Tot,C21_F_70_74_Em_FT,C21_F_70_74_Em_PT,C21_F_70_74_Em_AFW,C21_F_70_74_Em_Hrs_NS,C21_F_70_74_Em_Tot,C21_F_70_74_Unem_Look_FT,C21_F_70_74_Unem_Look_PT,C21_F_70_74_Unem_Tot,C21_F_70_74_Tot_LF,C21_F_70_74_Not_LF,C21_F_70_74_LF_NS,C21_F_70_74_Tot,C21_F_75over_Em_FT,C21_F_75over_Em_PT,C21_F_75over_Emp_Aw_fr_w,C21_F_75over_Emp_Hou_w_ns,C21_F_75over_Em_Tot,C21_F_75over_Unem_Lo_ft_wor,C21_F_75over_Unem_Lo_pt_wor,C21_F_75over_Unemp_Tot,C21_F_75over_Tot_lab_for,C21_F_75over_N_lab_forc,C21_F_75over_LF_NS,C21_F_75over_yr_Tot,C21_F_Tot_Em_FT,C21_F_Tot_Em_PT,C21_F_Tot_Em_AFW,C21_F_Tot_Em_Hrs_NS
203,1508,6492,561,8565,73,307,29,19,432,0,6,7,444,5488,444,6370,33,110,17,26,186,12,4,15,198,11596,1407,13207,24132,32552,3035,979,60699,1506,2152,3666,64366,46596,7007,117970,311,3758,557,69,4689,78,538,618,5300,3291,373,8967,2403,4128,583,124,7238,163,274,438,7672,1392,467,9533,4527,3025,647,145,8339,153,166,317,8661,1422,517,10598,3848,3766,992,115,8720,126,151,273,8990,1805,455,11252,3436,4530,766,110,8846,124,141,263,9108,1900,492,11508,3512,4199,382,85,8175,98,150,247,8419,1507,473,10404,4020,4000,320,92,8435,115,137,251,8685,1595,432,10704,3738,3645,356,87,7827,109,113,222,8050,1903,391,10344,2958,3619,434,66,7081,95,108,200,7280,2696,397,10373,1813,3010,378,66,5259,60,97,158,5421,4739,392,10549,501,1499,200,29,2229,17,43,56,2285,7317,483,10088,127,519,61,18,727,0,16,19,740,7882,497,9116,45,180,19,31,282,3,9,17,293,13865,1490,15653,31235,39876,5689,1044
204,1272,4180,449,5895,113,273,24,23,427,0,4,4,438,3646,407,4478,82,138,24,28,270,0,0,3,271,7078,1068,8419,15015,18379,1852,696,35938,910,1023,1934,37875,28044,5465,71385,389,1856,326,103,2673,40,185,224,2893,1811,343,5049,1347,1389,191,93,3023,67,73,141,3162,632,316,4106,1826,1384,324,68,3602,63,53,117,3715,742,339,4805,1554,1744,438,81,3817,43,55,99,3915,870,295,5081,1679,2027,246,65,4015,56,46,107,4121,908,351,5385,1900,1959,172,54,4082,43,59,100,4185,849,307,5343,2285,2010,183,67,4552,69,68,131,4684,810,381,5875,2362,2114,221,77,4777,59,60,121,4898,1066,356,6322,2012,2160,322,54,4547,77,76,146,4693,1593,371,6650,1402,2102,305,58,3865,26,83,113,3978,2798,412,7184,528,1058,174,47,1809,6,27,30,1838,4322,347,6505,173,448,45,18,684,5,3,4,692,4852,371,5909,102,203,34,49,380,0,0,5,390,8571,1052,10010,17553,20458,2985,835
205,1794,7496,808,10101,136,370,58,37,594,3,4,6,599,6314,662,7573,91,206,33,56,384,7,3,12,396,11687,1893,13975,20089,28804,2962,1056,52907,1665,1929,3592,56502,49172,9154,114824,471,2923,432,116,3944,103,337,434,4376,2904,509,7793,1974,2375,319,131,4803,160,135,296,5104,1105,464,6672,2813,2317,525,118,5770,143,115,261,6033,1464,593,8091,2360,2950,670,111,6100,106,128,235,6339,1781,582,8700,2273,3365,454,89,6178,85,126,211,6386,1678,642,8707,2517,2965,301,100,5880,81,99,183,6062,1412,571,8043,3013,3197,275,113,6597,104,117,222,6818,1499,550,8866,3090,3467,347,117,7028,112,135,247,7276,2098,606,9982,2689,3546,496,96,6826,98,136,237,7065,3231,635,10929,1765,3306,473,71,5620,91,138,226,5847,5529,711,12088,639,1614,218,58,2523,11,48,59,2586,8287,702,11569,230,598,72,38,937,3,8,4,946,8661,689,10297,100,283,39,50,476,0,10,12,488,14227,1795,16507,23936,32914,4628,1206
206,2866,6782,874,10524,234,611,54,27,924,8,22,29,958,5788,662,7408,99,268,26,25,421,7,15,21,440,14567,1964,16973,92898,58322,5896,2219,159336,4535,6762,11297,170631,78288,23627,272545,192,3989,779,57,5020,80,1014,1095,6109,5553,565,12229,6704,11866,1897,351,20814,592,1460,2057,22873,6060,1745,30675,23348,11229,1598,432,36602,914,716,1629,38235,4298,2565,45103,21834,8679,2034,349,32892,701,445,1143,34035,3809,2245,40099,14110,7216,1724,223,23281,459,312,774,24051,3445,1592,29086,10261,5512,751,142,16667,360,248,606,17271,2693,1064,21027,8981,4972,461,109,14523,342,265,605,15132,2756,901,18787,8088,4678,428,116,13302,297,250,544,13848,3144,839,17836,5877,4018,454,80,10436,224,214,440,10869,3651,732,15252,3410,3400,404,65,7273,156,196,350,7630,5547,673,13849,1241,1984,251,34,3511,46,80,125,3633,7299,566,11489,379,1022,104,27,1524,9,37,40,1566,7997,551,10111,100,388,64,23,582,7,4,11,591,16298,1634,18522,104525,68945,10943,2004
207,2466,6466,442,9378,181,663,60,29,929,0,11,12,940,6391,437,7769,55,285,24,40,400,3,13,12,417,16970,1616,18999,38116,39516,2969,1219,81813,1884,3509,5398,87213,63491,7309,158013,99,3725,614,43,4486,27,882,911,5388,5951,265,11605,2785,5906,735,149,9575,215,512,726,10298,2279,482,13055,6296,2988,407,136,9824,208,212,418,10247,1433,519,12200,5602,2941,756,119,9420,215,164,379,9800,1901,495,12192,5126,3741,726,118,9709,188,201,389,10100,2258,411,12767,4913,4048,317,94,9379,146,200,348,9730,2331,369,12432,5353,4212,270,81,9914,188,222,404,10316,2512,411,13238,5383,4416,313,78,10190,165,157,327,10521,2751,335,13614,4090,3873,343,84,8382,147,176,323,8705,3371,309,12388,2348,3033,266,37,5685,69,147,215,5899,4948,271,11116,870,1781,176,24,2852,20,53,75,2921,6617,304,9850,254,836,76,12,1181,0,18,18,1196,7781,309,9287,74,439,57,35,600,0,10,12,615,19226,1357,21197,43181,41945,5064,1016
208,2901,6933,534,10367,163,696,41,31,931,4,20,23,951,6414,499,7876,64,246,28,42,373,8,12,19,390,17440,1966,19789,45554,45853,3736,1329,96471,2029,3312,5340,101810,62453,9128,173395,184,4537,713,42,5478,39,884,921,6397,5659,287,12339,2813,5638,752,124,9333,176,391,562,9899,1744,338,11979,6997,2962,490,150,10602,252,142,396,10997,1135,552,12690,6814,3421,1142,158,11530,189,154,344,11874,1712,505,14091,6177,4899,1041,146,12261,174,185,356,12618,2168,507,15296,6385,5175,458,119,12138,168,184,354,12493,2175,462,15133,7321,5266,337,120,13028,170,203,371,13403,2301,475,16182,7013,5453,426,103,12993,177,210,391,13385,2580,405,16369,4936,4627,393,97,10049,152,178,331,10382,3161,377,13922,2867,3699,383,66,7020,85,151,242,7257,5016,310,12581,1084,2127,227,34,3475,22,64,89,3567,7206,388,11160,285,1112,105,30,1533,0,31,31,1567,8384,452,10405,86,405,61,33,593,0,13,9,600,19186,1640,21431,52963,49324,6529,1221
209,2159,8669,694,11522,119,371,30,18,543,0,8,13,551,7309,572,8431,45,155,22,32,254,7,5,11,268,15274,1845,17383,49406,53239,4851,1889,109380,3239,4468,7712,117094,76793,11395,205281,313,5028,720,74,6133,131,1142,1270,7408,6714,507,14632,3864,6670,914,227,11675,364,541,903,12577,2665,622,15866,8106,4638,843,263,13853,403,311,716,14567,2856,894,18319,8285,6020,1690,277,16271,354,352,702,16969,4227,886,22084,7550,7386,1281,202,16410,301,384,680,17092,4328,851,22276,7095,6636,621,169,14525,274,321,595,15116,3510,702,19327,7200,6167,473,141,13986,227,296,529,14512,3326,630,18460,6660,5546,478,129,12812,249,242,492,13305,3707,601,17614,4913,4891,499,105,10411,178,236,409,10819,4672,548,16040,2905,3798,510,68,7285,117,165,279,7567,6892,500,14959,970,1797,259,47,3074,17,59,73,3150,9181,507,12837,209,557,69,17,864,3,9,9,878,9686,567,11124,41,236,34,37,345,6,10,15,352,18004,1699,20065,58112,59379,8399,1745
210,1328,6184,552,8070,86,193,20,11,317,3,7,13,328,5264,460,6054,33,80,6,26,149,0,7,4,152,11597,1255,13000,33539,33186,3003,1502,71229,2583,3224,5807,77033,61438,8625,147101,258,3511,504,78,4344,144,915,1058,5402,6063,525,11992,3005,4723,621,230,8577,437,477,917,9490,2659,631,12776,6088,3393,750,237,10464,357,283,640,11107,3225,876,15205,5961,4455,1161,247,11819,319,361,676,12502,4645,938,18083,5354,4993,912,198,11454,282,339,620,12074,4367,890,17336,4885,4238,397,139,9650,225,270,496,10154,3607,708,14466,4785,3943,299,129,9152,222,232,452,9609,3177,613,13393,4499,3616,376,99,8586,214,227,444,9029,3699,613,13343,3554,3123,367,89,7140,149,150,298,7439,4224,484,12154,1901,2292,315,55,4553,94,123,217,4774,5226,439,10445,590,1014,164,31,1797,13,44,56,1853,6475,371,8700,127,368,63,22,572,0,3,10,580,6997,394,7961,29,118,20,23,191,0,5,3,196,13396,1198,14792,41022,39777,5956,1566
211,3076,10147,624,13839,181,614,56,24,871,4,4,12,884,8968,585,10434,50,228,26,50,356,4,12,16,372,17639,1927,19934,51745,59645,5040,1771,118201,2389,4074,6459,124659,77064,9442,211162,437,5801,865,83,7188,107,1105,1215,8402,5897,387,14681,4028,6299,819,175,11322,259,431,693,12015,1958,439,14421,7121,3740,828,190,11883,202,205,410,12290,1866,526,14676,6675,5267,1498,214,13659,205,196,402,14055,2921,575,17557,6464,7003,1099,160,14727,211,295,503,15233,3326,620,19179,6419,6722,558,157,13856,208,272,477,14330,2802,533,17663,7332,6575,513,144,14569,198,224,423,14997,2851,517,18367,7053,6533,566,152,14305,177,226,407,14708,3232,459,18395,5752,5903,578,114,12347,197,219,417,12760,4227,471,17462,3390,4733,574,83,8778,94,182,278,9061,6815,445,16318,1153,2338,300,38,3832,17,73,87,3919,10236,445,14603,246,865,108,24,1238,4,18,24,1256,11383,490,13133,58,326,55,25,459,0,5,9,471,21169,2003,23643,56131,62103,8359,1565
212,2845,12700,976,16517,198,533,49,32,811,0,12,13,826,10868,783,12480,71,234,26,56,382,0,5,13,392,22662,2432,25481,72061,70645,5754,3056,151513,5727,7933,13663,165171,124570,16119,305865,603,7801,906,144,9453,243,2054,2298,11749,12224,1013,24988,6740,10855,1240,441,19282,736,1194,1930,21209,6171,1384,28762,12457,7854,1420,520,22247,698,543,1239,23487,6301,1846,31633,11919,9247,2126,447,23744,664,596,1259,24996,7967,1843,34807,11803,10560,1484,392,24240,567,626,1192,25430,7864,1652,34952,10638,8875,758,282,20552,448,505,956,21506,6343,1203,29059,10462,8202,660,262,19588,396,448,846,20431,5798,1166,27393,9628,7302,674,253,17864,361,373,731,18593,6307,1062,25965,7387,6113,661,162,14320,298,332,632,14956,7550,894,23398,4157,4785,547,129,9621,188,283,471,10093,10313,872,21277,1324,2269,278,57,3924,35,89,123,4049,13492,768,18311,272,792,87,36,1180,8,23,24,1210,14149,825,16180,90,298,46,51,485,0,9,16,501,27559,2495,30554,87468,84962,10895,3177
213,1958,10892,944,13790,96,278,19,29,428,5,7,9,438,8125,750,9318,57,90,17,27,189,10,8,17,203,15593,1953,17749,74034,64849,6014,2992,147892,6895,7970,14866,162755,109120,17409,289287,481,6912,981,160,8537,268,1729,2004,10535,11373,1167,23082,5972,9183,1247,466,16866,800,1063,1862,18729,4909,1472,25110,12494,7597,1338,539,21964,933,736,1674,23638,6410,2248,32288,14156,9519,2337,565,26577,977,827,1806,28383,9150,2379,39905,14429,10602,1926,498,27456,781,811,1588,29039,8902,2191,40134,12018,8822,922,277,22042,637,637,1279,23318,6602,1584,31500,10831,7546,712,270,19360,629,520,1147,20510,5680,1270,27464,9168,6413,702,244,16521,502,421,919,17445,6164,1129,24731,6318,5270,653,154,12400,393,366,756,13157,7301,950,21409,3573,4082,545,98,8292,261,350,613,8905,10062,825,19792,1014,1627,236,46,2924,65,85,153,3076,12726,789,16588,185,474,77,26,767,0,9,10,780,11922,732,13429,29,157,21,28,240,0,7,9,250,19005,1884,21141,90673,78208,11689,3371
214,1972,6998,630,9601,113,442,42,19,616,7,19,19,638,6621,547,7810,39,143,19,24,228,0,8,3,231,12756,1615,14598,26156,32649,2844,1064,62709,1582,2287,3871,66576,49336,7795,123712,312,3160,521,89,4082,87,545,635,4715,3137,433,8283,1970,3063,508,112,5642,157,166,320,5966,1091,404,7452,3327,2072,541,114,6055,117,127,243,6300,1089,417,7807,2995,3132,863,140,7131,91,98,195,7324,1538,488,9352,2835,3833,694,105,7458,75,122,194,7653,1794,506,9955,3288,3636,389,100,7409,101,120,221,7631,1519,477,9627,3889,3757,378,99,8118,109,118,226,8351,1666,513,10530,4072,3690,467,87,8309,105,120,220,8532,2042,509,11075,3113,3448,442,90,7093,93,107,205,7296,2638,450,10390,1944,3080,424,63,5513,55,124,184,5694,4473,438,10607,699,1555,217,30,2499,14,41,56,2557,6889,482,9924,150,675,84,27,937,7,16,16,951,8240,545,9739,39,223,49,29,338,0,4,3,343,15464,1990,17790,28623,35322,5562,1073
215,1021,3348,416,4785,94,231,27,27,380,0,5,9,380,3007,354,3746,63,119,23,35,252,8,5,8,259,7249,1103,8609,12609,15123,1507,613,29858,798,849,1649,31507,25723,5235,62463,252,1462,154,63,1925,51,142,195,2114,1554,287,3956,1281,1131,147,74,2637,66,73,139,2778,692,282,3752,1793,1211,270,62,3335,63,64,128,3464,833,337,4639,1356,1550,317,69,3296,63,61,126,3421,1021,372,4820,1228,1592,202,69,3087,54,53,111,3198,888,350,4435,1423,1459,99,55,3038,52,45,98,3136,730,333,4197,1689,1455,116,66,3323,53,45,97,3428,787,302,4519,1790,1622,153,62,3634,50,43,91,3726,1017,333,5077,1592,1714,206,47,3554,41,57,99,3651,1388,359,5400,1144,1562,210,53,2970,40,70,106,3079,2111,351,5542,426,757,105,36,1313,3,14,21,1338,3262,341,4940,129,296,42,22,492,4,10,9,498,3640,339,4481,70,155,24,49,299,0,0,0,296,7604,1050,8956,14169,15960,2049,735
216,798,2953,379,4128,61,146,17,23,250,0,0,0,250,2626,336,3211,46,99,11,22,183,4,3,4,188,5627,886,6705,11004,12972,1352,553,25885,676,818,1492,27381,21866,4387,53637,221,1397,192,60,1873,38,165,202,2071,1436,234,3741,1064,1118,139,63,2389,67,71,144,2532,669,232,3426,1490,1067,231,65,2848,50,65,118,2960,738,299,4003,1169,1368,252,53,2844,43,55,102,2944,841,303,4094,1120,1453,163,55,2787,36,50,80,2872,781,297,3947,1301,1348,103,54,2801,42,45,93,2896,688,273,3853,1526,1352,112,54,3047,37,43,84,3136,724,239,4096,1620,1475,165,55,3317,34,38,72,3390,863,274,4527,1405,1543,199,55,3200,42,54,87,3289,1198,278,4767,888,1329,160,36,2414,25,40,61,2473,1919,292,4691,341,669,98,27,1130,4,19,20,1154,3064,283,4494,92,258,34,18,400,0,5,6,404,3353,295,4055,29,102,19,28,182,0,3,6,193,6478,892,7565,12266,14490,1865,621
217,922,2802,336,4062,93,195,21,24,329,0,0,0,332,2452,296,3079,70,110,19,30,229,0,3,3,232,5507,843,6578,10212,14070,1446,544,26268,591,627,1219,27494,20164,3882,51536,295,1444,177,65,1987,20,120,139,2126,1216,199,3542,1017,940,135,44,2133,44,48,93,2227,449,162,2837,1298,1020,234,41,2591,36,34,66,2664,551,198,3415,989,1326,285,56,2654,27,28,61,2713,632,204,3547,973,1540,210,40,2762,19,47,75,2835,595,243,3672,1101,1448,133,51,2727,27,32,57,2779,554,192,3525,1381,1508,128,35,3060,33,44,72,3131,584,228,3945,1589,1563,178,38,3372,46,55,97,3471,743,212,4422,1345,1718,199,54,3313,29,47,80,3388,1089,254,4734,898,1442,224,40,2609,36,63,93,2705,1963,239,4902,386,737,90,35,1251,5,11,24,1275,3079,260,4604,147,313,39,45,542,0,3,3,547,3147,264,3960,77,159,19,38,292,0,3,4,298,6238,752,7292,11506,15161,2043,573
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,16,103,21,138,0,0,0,0,0,0,0,0,0,52,9,59,0,0,0,0,3,0,0,0,3,62,13,79,383,323,46,30,786,136,114,248,1043,1176,669,2881,9,22,3,0,37,7,26,32,62,83,79,229,35,59,11,0,109,15,13,23,133,102,92,321,67,66,15,6,153,18,15,34,189,122,145,450,56,61,9,3,134,14,4,18,149,115,160,425,35,32,4,0,81,13,9,23,102,125,181,416,23,18,8,0,53,9,4,18,65,92,158,321,19,20,3,0,41,8,5,10,50,96,97,238,20,26,5,0,59,3,6,4,63,97,82,242,22,26,3,0,55,9,3,10,67,89,58,212,8,26,4,0,45,8,3,8,47,111,58,217,0,0,0,0,6,4,5,7,14,90,41,141,0,0,0,0,3,0,0,3,6,55,15,74,0,0,0,4,6,0,0,0,6,52,17,81,302,367,85,16
301,1164,4866,314,6347,73,263,13,6,358,0,3,5,359,4125,273,4752,37,70,9,16,128,0,3,3,133,7612,1054,8801,25883,23939,2094,757,52670,1472,1698,3167,55838,32714,4396,92950,286,2906,755,52,4002,84,446,529,4533,2428,180,7141,1813,2073,613,77,4576,162,113,278,4851,773,202,5825,2530,1468,555,61,4623,95,100,196,4818,821,220,5854,2622,2132,757,99,5603,85,88,169,5780,1106,248,7131,3121,2834,595,86,6635,78,124,208,6842,1191,279,8316,3568,2647,410,60,6688,93,98,186,6877,1079,232,8194,4082,2642,442,80,7249,108,82,186,7431,1247,290,8970,3940,2490,454,61,6944,109,83,196,7139,1368,246,8745,3095,2291,448,52,5884,89,79,172,6049,2026,240,8316,1804,1942,443,46,4236,63,98,162,4402,3421,219,8039,502,893,172,15,1577,25,29,55,1632,5295,237,7156,117,351,68,6,543,4,5,7,551,5725,248,6528,28,143,19,23,209,4,4,6,215,9569,1146,10938,27507,24809,5728,724
302,986,3509,222,4724,54,199,11,9,278,0,7,13,288,3393,200,3876,16,80,6,17,120,7,0,4,128,7967,1160,9256,27122,21154,2275,702,51261,1402,1694,3098,54355,29170,4720,88248,224,2336,655,25,3241,73,399,472,3710,2071,161,5942,2204,2668,660,99,5627,163,194,357,5985,893,269,7146,4123,2056,658,107,6936,169,115,283,7217,916,376,8511,3960,2407,968,108,7445,136,105,244,7688,1296,351,9336,3835,2816,720,64,7438,132,113,250,7683,1354,316,9359,3593,2467,429,48,6542,104,87,189,6734,1059,212,8004,3717,2203,382,39,6339,114,88,195,6539,1046,204,7792,3332,1957,380,37,5704,96,101,190,5899,1174,187,7256,2545,1595,416,33,4592,84,92,170,4765,1575,150,6490,1434,1345,325,24,3125,57,61,123,3247,2509,177,5934,441,664,162,14,1286,12,23,34,1323,3675,166,5168,94,236,54,6,390,0,6,6,394,4065,171,4630,18,88,20,18,155,0,6,6,154,9182,951,10284,29527,22836,5840,621
303,1432,5023,351,6809,89,284,27,18,413,0,5,12,422,4345,290,5056,24,101,10,15,149,8,3,7,155,10166,907,11232,41000,35076,3239,1133,80451,2672,3545,6216,86666,49523,7141,143335,321,3565,962,58,4900,111,731,848,5749,4434,306,10490,3696,5161,1316,202,10374,319,466,791,11169,2391,587,14142,6912,3806,937,193,11845,330,287,615,12458,2132,737,15329,6601,4266,1249,190,12311,303,244,547,12848,2615,652,16113,6089,4856,1138,142,12226,257,280,539,12768,2730,589,16080,5778,4240,596,100,10715,191,214,405,11114,2223,448,13789,5346,3537,509,85,9473,192,183,376,9854,2023,380,12246,4896,3017,571,84,8566,160,139,302,8871,2130,326,11329,3597,2501,479,75,6653,124,131,259,6911,2728,315,9959,1988,1938,424,50,4401,83,113,191,4595,4256,278,9142,652,990,172,19,1833,19,45,62,1899,5652,262,7814,131,400,57,6,597,0,9,11,606,5642,202,6449,40,144,26,20,222,0,5,5,226,11349,862,12437,46047,38427,8428,1220
304,1143,3079,185,4410,93,280,13,4,397,0,6,7,404,2609,158,3169,22,90,10,12,126,0,0,0,126,5131,959,6215,20258,20346,1816,504,42923,1064,1968,3034,45960,25830,3561,75348,193,2235,983,31,3453,38,479,520,3974,2881,144,6990,1450,2511,857,49,4859,119,246,365,5229,1209,176,6622,2375,1194,399,53,4019,87,77,167,4186,714,201,5100,2402,1445,610,51,4503,77,83,163,4669,864,167,5703,2561,2267,574,59,5456,103,105,206,5665,1081,175,6919,3089,2256,397,48,5798,91,100,191,5991,1102,162,7255,3366,2251,357,37,6013,107,88,197,6211,1054,145,7406,2920,1825,367,25,5138,71,73,147,5283,1038,103,6431,2082,1545,305,26,3959,50,65,114,4075,1219,105,5392,1181,1203,271,9,2665,39,59,98,2763,2058,100,4919,458,692,127,4,1288,9,24,34,1320,2989,100,4414,109,329,61,4,504,6,6,15,519,3673,118,4310,30,146,25,3,197,0,0,0,206,6982,459,7651,22220,19896,5337,403
