SA4_CODE_2021,C11_CF_1F1NW_800_1249,C11_CF_1F1NW_1250_1999,C11_CF_1F1NW_2000_2499,C11_CF_1F1NW_2500_2999,C11_CF_1F1NW_3000_3999,C11_CF_1F1NW_4000more,C11_CF_1F1NW_Ns,C11_CF_1F1NW_Tot,C11_CF_1P1NW_Neg_ni_inc,C11_CF_1P1NW_1_149,C11_CF_1P1NW_150_399,C11_CF_1P1NW_400_649,C11_CF_1P1NW_650_799,C11_CF_1P1NW_800_1249,C11_CF_1P1NW_1250_1999,C11_CF_1P1NW_2000_2499,C11_CF_1P1NW_2500_2999,C11_CF_1P1NW_3000_3999,C11_CF_1P1NW_4000more,C11_CF_1P1NW_Ns,C11_CF_1P1NW_Tot,C11_CF_1A1NW_Neg_ni_inc,C11_CF_1A1NW_1_149,C11_CF_1A1NW_150_399,C11_CF_1A1NW_400_649,C11_CF_1A1NW_650_799,C11_CF_1A1NW_800_1249,C11_CF_1A1NW_1250_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000_3999,C11_CF_1A1NW_4000more,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_Neg_ni_inc,C11_CF_BA_1_149,C11_CF_BA_150_399,C11_CF_BA_400_649,C11_CF_BA_650_799,C11_CF_BA_800_1249,C11_CF_BA_1250_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_3999,C11_CF_BA_4000more,C11_CF_BA_Ns,C11_fc_BA_Tot,C11_CF_BNW_Neg_ni_inc,C11_CF_BNW_1_149,C11_CF_BNW_150_399,C11_CF_BNW_400_649,C11_CF_BNW_650_799,C11_CF_BNW_800_1249,C11_CF_BNW_1250_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_3999,C11_CF_BNW_4000more,C11_CF_BNW_Ns,C11_CF_BNW_Tot,C11_CF_LFns_Neg_ni_inc,C11_CF_LFns_1_149,C11_CF_LFns_150_399,C11_CF_LFns_400_649,C11_CF_LFns_650_799,C11_CF_LFns_800_1249,C11_CF_LFns_1250_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_CF_Tot_Neg_ni_inc,C11_CF_Tot_1_149,C11_CF_Tot_150_399,C11_CF_Tot_400_649,C11_CF_Tot_650_799,C11_CF_Tot_800_1249,C11_CF_Tot_1250_1999,C11_CF_Tot_2000_2499,C11_CF_Tot_2500_2999,C11_CF_Tot_3000_3999,C11_CF_Tot_4000more,C11_CF_TotFI_Ns,C11_CF_Tot_Tot,C11_1PF_F_Neg_ni_inc,C11_1PF_F_1_149,C11_1PF_F_150_399,C11_1PF_F_400_649,C11_1PF_F_650_799,C11_1PF_F_800_1249,C11_1PF_F_1250_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_Neg_ni_inc,C11_1PF_P_1_149,C11_1PF_P_150_399,C11_1PF_P_400_649,C11_1PF_P_650_799,C11_1PF_P_800_1249,C11_1PF_P_1250_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_Neg_ni_inc,C11_1PF_A_1_149,C11_1PF_A_150_399,C11_1PF_A_400_649,C11_1PF_A_650_799,C11_1PF_A_800_1249,C11_1PF_A_1250_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_Neg_ni_inc,C11_1PF_U_1_149,C11_1PF_U_150_399,C11_1PF_U_400_649,C11_1PF_U_650_799,C11_1PF_U_800_1249,C11_1PF_U_1250_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000more,C11_1PF_U_Ns,C11_1PF_U_Tot,C11_1PF_N_lf_Fi_Neg_ni_inc,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_399,C11_1PF_N_lf_Fi_400_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_1249,C11_1PF_N_lf_Fi_1250_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_lf_Tot,C11_1PF_LFns_Neg_ni_inc,C11_1PF_LFns_1_149,C11_1PF_LFns_150_399,C11_1PF_LFns_400_649,C11_1PF_LFns_650_799,C11_1PF_LFns_800_1249,C11_1PF_LFns_1250_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_LFns_3000_3999,C11_1PF_LFns_4000more,C11_1PF_LFns_Ns,C11_1PF_LF_NS_Tot,C11_1PF_TotFI_Neg_ni_inc,C11_1PF_TotFI_1_149,C11_1PF_TotFI_150_399,C11_1PF_TotFI_400_649,C11_1PF_TotFI_650_799,C11_1PF_TotFI_800_1249,C11_1PF_TotFI_1250_1999,C11_1PF_TotFI_2000_2499,C11_1PF_TotFI_2500_2999,C11_1PF_TotFI_3000_3999,C11_1PF_TotFI_4000more,C11_1PF_TotFI_Ns,C11_1PF_TotFI_Tot,C11_TotFI_Neg_ni_inc,C11_TotFI_1_149,C11_TotFI_150_399,C11_TotFI_400_649,C11_TotFI_650_799,C11_TotFI_800_1249,C11_TotFI_1250_1999,C11_TotFI_2000_2499,C11_TotFI_2500_2999,C11_TotFI_3000_3999,C11_TotFI_4000more,C11_TotFI_Ns,C11_Tot_Tot,C16_CFNC_BF_Neg_ni_inc,C16_CFNC_BF_1_149,C16_CFNC_BF_150_399,C16_CFNC_BF_400_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_1249,C16_CFNC_BF_1250_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999
206,1064,1911,434,2553,843,469,528,8305,11,18,91,210,196,387,388,116,159,136,74,160,1944,7,0,11,39,29,70,115,20,121,35,29,71,561,3,0,3,13,8,16,59,53,49,105,76,62,448,115,43,220,447,310,722,771,265,150,183,91,478,3802,0,3,10,10,13,31,33,12,14,10,5,2247,2389,214,105,463,1023,996,3409,6487,4049,5951,7322,5094,5091,40202,27,21,62,145,224,726,1154,272,726,212,45,552,4165,23,42,283,464,415,650,460,82,141,36,9,282,2875,10,9,23,47,27,52,71,18,32,8,4,76,378,37,36,185,128,47,59,36,5,19,9,0,52,606,263,162,1093,1099,697,1149,697,223,160,76,27,723,6371,4,3,13,9,9,12,11,3,0,0,0,187,250,363,267,1664,1884,1424,2643,2423,596,1074,341,88,1874,14649,1371,515,3243,7297,4507,11522,17834,12255,12643,16417,11049,11582,110234,23,11,5,24,39,231,2263,4483,4565,6421
207,999,1945,531,3130,1027,681,765,9612,15,13,83,162,178,351,422,165,200,177,90,202,2063,7,3,9,30,29,66,111,38,104,31,27,94,551,7,0,0,3,10,22,62,38,50,92,75,93,452,138,40,205,284,213,581,800,278,206,202,115,419,3480,0,0,0,7,3,18,23,8,17,5,3,2712,2815,260,96,430,848,922,3295,7007,4401,7052,8477,6026,6503,45326,16,24,51,102,180,683,990,324,608,226,51,468,3716,11,48,212,366,355,541,417,110,112,36,13,272,2487,6,5,20,28,13,53,48,13,27,9,0,70,291,28,22,72,72,29,39,31,7,14,7,0,41,353,294,107,403,608,417,890,660,216,154,93,29,483,4347,6,5,5,0,6,14,8,0,0,0,0,90,138,363,209,752,1175,989,2213,2157,669,917,383,91,1421,11337,1281,398,2165,5583,4129,10575,14589,8263,10384,12316,8058,10444,88184,5,5,6,16,10,110,782,1282,1179,1565
208,1142,2224,549,3510,947,553,755,10174,5,20,53,143,146,363,408,151,203,165,102,191,1961,0,0,13,21,23,89,136,37,116,40,26,101,606,0,0,0,7,7,27,80,63,52,112,77,95,529,95,24,124,236,174,510,606,209,156,154,85,299,2681,3,0,3,7,10,28,24,7,14,8,3,2533,2637,214,98,320,711,863,3618,8225,5395,8194,8955,5707,6665,48963,14,23,38,117,250,845,1286,326,603,209,34,608,4348,18,21,199,535,459,824,535,95,123,32,4,392,3243,8,9,12,30,34,75,60,28,20,13,3,73,362,24,21,99,85,33,51,23,5,15,3,0,57,422,177,92,491,667,499,1036,674,169,114,80,30,502,4531,3,3,10,5,8,9,9,0,0,0,0,119,173,242,169,848,1447,1284,2842,2585,624,874,343,69,1754,13078,970,339,2052,6023,4532,11828,16998,10225,12080,13209,7974,11344,97582,7,0,0,18,27,131,1102,1931,1810,2347
209,2709,4074,844,2093,640,296,948,12738,16,21,148,353,306,705,637,195,160,114,41,282,2964,10,9,36,64,69,214,244,68,106,41,19,142,1017,7,0,8,10,9,59,148,103,60,81,43,143,675,165,43,346,728,557,1271,1320,406,199,147,46,761,5988,7,0,15,20,19,63,72,9,19,5,6,2651,2892,324,124,735,1704,1977,7562,14658,8115,6828,6861,3040,7812,59759,16,24,50,173,391,1286,1579,518,392,162,43,644,5290,12,44,316,763,677,986,552,132,71,25,8,427,4014,5,4,35,67,60,108,101,33,22,13,0,87,530,36,20,191,168,63,83,40,7,13,5,0,79,710,182,135,1042,1444,909,1636,898,207,115,78,27,772,7434,3,4,20,14,19,25,8,3,0,0,0,257,357,257,228,1657,2633,2125,4120,3181,906,606,283,73,2266,18331,1263,454,3713,10747,7180,17959,24994,13474,9751,9682,4014,13032,116259,5,0,4,13,22,172,1670,2470,2089,2020
210,2271,2961,604,1221,400,140,771,9355,25,17,175,460,303,681,514,115,110,64,22,270,2752,17,9,23,71,67,216,215,49,61,28,3,175,944,5,0,0,11,3,32,101,61,39,47,23,118,435,127,42,440,962,659,1256,1214,329,187,120,50,759,6130,6,7,16,33,24,43,66,23,13,8,0,2034,2285,284,136,812,2021,1886,6349,10759,5402,4215,3992,1577,5963,43405,20,15,53,124,341,953,1203,321,250,117,25,497,3914,14,41,267,563,417,638,312,81,46,9,5,261,2657,5,3,25,57,53,83,61,22,18,6,0,66,404,22,26,156,159,57,75,29,12,0,0,0,57,602,160,129,970,1275,793,1308,775,158,79,63,13,733,6455,5,0,11,13,17,21,10,8,0,0,0,206,290,225,215,1485,2188,1674,3075,2397,598,397,199,42,1826,14329,946,428,3315,9387,5896,13808,17814,8766,6060,5596,2052,9983,84056,12,0,0,15,17,113,1199,1788,1299,1275
211,2805,4715,844,2608,755,298,1109,14004,6,14,108,271,248,686,653,213,160,120,55,308,2843,5,4,11,31,47,189,222,50,112,50,18,161,901,4,0,3,3,13,61,148,126,81,90,54,155,737,73,37,168,406,333,880,864,285,150,148,49,454,3843,9,0,3,14,12,48,40,26,6,6,3,2933,3096,198,106,472,1229,1559,7733,16917,9037,8218,7931,3495,8967,65858,23,18,50,213,474,1632,1924,586,471,228,44,949,6614,14,54,362,1001,912,1328,689,159,76,40,5,568,5212,13,13,46,66,63,124,118,48,21,7,3,111,626,28,35,171,185,79,107,54,11,3,0,0,75,742,146,111,957,1330,801,1272,742,192,92,64,11,674,6394,8,0,7,11,18,19,6,8,0,0,0,182,264,221,231,1590,2804,2346,4487,3531,996,668,342,58,2555,19845,1014,443,3251,10079,7790,20583,29612,15510,11917,11185,4492,14961,130833,19,3,7,21,38,196,1827,2851,2166,2203
212,5413,6801,1313,2615,768,261,1578,21178,39,34,267,720,562,1200,967,244,182,118,44,453,4827,18,11,54,100,132,380,378,78,110,43,15,274,1600,8,3,8,22,18,92,250,159,88,97,56,225,1037,314,94,608,1351,874,1945,1857,491,249,236,97,1020,9139,17,0,19,53,35,131,99,19,12,15,4,4151,4556,617,245,1317,3339,3740,13784,23859,11584,8513,7882,3381,11648,89909,43,40,107,344,797,2231,2232,664,481,254,59,971,8213,18,73,520,1176,1042,1294,725,156,95,46,8,578,5728,9,14,53,98,94,161,119,36,18,15,3,119,753,79,58,324,328,109,162,83,17,9,5,3,134,1310,423,234,1760,2220,1347,2290,1321,314,173,81,32,1215,11423,20,0,28,13,30,27,19,3,0,0,0,423,575,594,423,2797,4183,3421,6170,4497,1189,775,401,105,3441,27999,2478,848,6170,17400,12282,30067,39223,18624,12119,10869,4376,19561,174016,21,4,3,16,51,312,2922,3806,2415,1997
213,4765,6416,1212,2668,774,242,1339,19535,33,22,274,668,546,1159,899,240,182,86,28,395,4537,20,9,34,106,127,361,391,95,105,40,17,298,1604,8,3,3,9,13,101,216,162,78,128,51,165,943,257,82,655,1395,834,1920,1690,454,237,204,65,1079,8869,18,6,23,59,44,102,104,36,17,8,3,3778,4206,569,229,1342,3127,3316,12116,21030,10891,8303,7446,2976,10282,81639,39,26,104,328,730,2131,2211,592,439,217,42,811,7667,23,66,595,1148,994,1203,692,140,80,36,10,494,5477,13,9,57,72,99,163,155,44,29,15,3,153,811,73,77,457,437,166,199,123,25,13,5,0,148,1721,376,252,2222,2645,1572,2214,1230,285,127,73,25,1308,12337,15,13,21,26,24,38,12,4,0,0,0,455,613,533,448,3451,4656,3579,5940,4426,1084,699,342,79,3375,28630,2046,852,6456,15845,10697,25847,35125,18180,12216,11162,4313,17790,160522,18,4,6,21,39,226,2693,3910,2851,2902
214,1611,2223,386,1021,270,99,583,6669,7,8,29,137,152,411,319,87,76,43,5,142,1410,4,0,9,25,30,125,145,31,51,15,15,95,542,0,0,0,3,0,29,101,43,37,37,24,81,368,50,11,98,269,197,457,420,104,64,40,17,250,1967,6,0,7,5,8,29,36,5,6,4,0,1538,1638,107,46,216,662,934,4329,8442,4127,3404,2981,1071,4579,30889,19,8,37,145,328,1015,1010,279,224,83,10,512,3670,13,40,267,756,697,792,371,69,36,15,0,368,3425,3,0,32,47,46,81,70,12,17,9,0,89,405,16,20,167,198,68,59,22,0,6,0,0,53,619,76,84,790,1172,624,874,401,76,33,15,6,535,4696,7,0,4,10,9,21,8,0,0,0,0,150,206,130,152,1291,2321,1780,2843,1886,442,318,124,25,1706,13013,532,262,2209,7470,5491,12777,16026,7593,5186,4531,1607,8658,72334,9,6,0,15,27,111,1095,1539,1125,912
215,942,774,113,156,39,24,193,2710,5,0,17,98,84,225,103,26,9,3,0,75,652,0,0,9,28,30,81,47,3,11,5,0,48,270,0,0,5,3,0,21,41,21,3,14,8,43,170,20,8,92,264,176,321,153,28,5,8,9,165,1250,7,0,7,4,7,22,12,0,3,0,0,937,986,89,42,272,697,819,3095,4307,1730,870,728,256,2445,15355,10,0,34,93,184,424,310,48,36,7,4,182,1339,8,11,142,369,280,291,93,14,3,0,0,146,1358,4,0,13,37,24,23,21,3,5,0,0,45,169,3,7,110,101,27,28,0,0,0,0,0,31,310,50,41,560,717,410,423,145,26,6,8,0,288,2675,0,0,10,10,6,9,0,0,0,0,0,117,157,76,60,862,1333,933,1192,580,94,49,16,10,808,6007,394,132,1776,5597,3583,7914,8141,3139,1401,1206,441,4867,38582,28,20,16,45,68,271,993,747,423,308
216,714,764,122,146,40,16,176,2272,10,0,19,77,80,177,87,24,11,8,0,54,546,0,0,0,15,19,67,49,10,15,6,0,38,219,3,0,0,0,7,31,52,19,17,12,0,37,188,28,3,92,228,164,293,176,33,9,11,3,168,1214,4,0,0,8,11,18,4,0,0,0,0,714,768,89,25,200,556,647,2548,3896,1671,883,759,261,2040,13562,6,9,23,87,196,387,290,58,21,13,0,178,1262,3,12,120,365,267,254,92,16,8,0,3,115,1256,0,0,15,22,27,28,19,3,0,0,0,28,146,3,5,75,97,18,25,7,0,0,0,0,30,262,32,35,436,654,339,349,135,23,5,5,0,251,2261,0,0,6,3,0,3,0,0,0,0,0,78,96,41,58,669,1238,848,1055,535,95,35,11,4,681,5281,338,112,1349,4538,2960,6472,7118,2892,1345,1202,412,3971,32710,26,18,3,38,41,143,731,659,393,272
217,714,795,126,191,53,20,171,2345,0,5,10,72,98,190,108,21,19,4,3,58,586,0,0,0,14,21,60,60,13,23,3,0,33,248,0,0,0,3,4,25,55,28,16,11,4,45,185,8,4,33,119,104,235,113,30,10,11,4,84,754,0,0,4,0,5,14,7,0,0,0,0,647,682,66,26,129,420,558,2421,3936,1660,987,831,311,1861,13209,8,4,22,77,170,345,250,58,42,19,5,169,1169,0,12,138,352,268,277,82,20,3,6,0,127,1286,0,0,12,32,19,25,33,3,4,0,0,22,157,3,10,72,73,23,18,7,0,0,0,0,33,231,38,27,313,489,268,338,140,13,7,11,4,176,1811,0,0,3,3,3,7,4,0,0,0,0,64,90,51,52,553,1027,753,1008,518,99,56,35,9,588,4746,279,105,1107,3834,2729,6180,7300,2900,1509,1346,531,3700,31515,24,10,4,44,52,198,707,623,326,302
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,908,1667,328,1202,308,133,349,5156,5,0,18,78,71,262,213,68,49,27,11,80,891,0,0,4,10,23,62,101,30,45,12,10,58,359,0,0,0,0,0,21,56,62,44,37,16,48,278,33,9,57,149,139,365,358,114,60,37,16,165,1511,3,0,0,6,5,11,21,0,3,0,0,1665,1715,83,42,145,361,507,2598,6518,4261,3883,3800,1546,3627,27376,4,9,25,121,318,889,985,260,233,97,19,320,3278,0,7,124,407,428,518,275,57,34,18,4,180,2049,0,4,16,31,34,69,55,19,6,0,0,44,285,21,10,130,136,49,54,39,7,8,0,0,30,476,59,39,402,655,421,578,330,69,35,23,3,281,2885,0,0,0,5,0,9,3,0,0,0,0,95,113,80,70,695,1355,1238,2121,1685,409,320,136,29,950,9088,396,154,1362,4830,3568,8358,12646,7333,5709,5558,2151,6354,58418,4,4,9,4,17,101,864,1301,1069,1107
302,799,1423,304,1006,279,88,218,4360,0,4,25,87,54,194,227,64,54,31,10,59,811,0,0,3,9,19,60,75,20,37,17,3,41,294,4,0,0,3,5,16,52,45,23,35,16,36,242,23,4,50,160,135,346,354,108,52,37,18,151,1430,0,0,3,6,0,12,11,0,0,5,5,1214,1266,67,29,121,365,456,2169,5102,3360,3161,3249,1344,2601,22021,8,3,16,84,240,799,958,267,265,101,16,300,3052,5,13,120,326,309,483,264,54,36,19,8,156,1787,0,0,16,31,27,59,52,11,10,8,4,44,269,9,5,100,101,34,45,19,0,0,0,0,41,351,65,44,369,526,380,667,369,91,52,30,6,278,2867,0,0,0,9,6,15,4,0,0,0,0,115,143,85,72,620,1071,996,2071,1660,430,357,160,26,923,8475,309,121,1137,3795,2997,7438,10742,6514,5090,5224,1995,5143,50498,7,0,0,11,16,71,947,1483,1215,1408
303,1455,2342,443,1671,511,200,417,7636,4,8,101,233,170,384,367,110,90,92,28,161,1743,7,0,27,23,41,107,113,31,71,26,14,86,539,4,0,4,4,3,28,72,63,43,73,31,69,395,125,33,203,370,238,629,670,197,117,91,46,337,3052,0,3,4,6,13,26,17,3,10,6,5,2008,2100,211,75,437,912,1045,3918,7910,5183,5154,5730,2732,4384,37703,8,13,42,125,338,1041,1314,371,385,126,20,375,4177,10,27,163,443,420,565,386,80,56,26,7,183,2375,3,0,25,35,31,79,72,27,15,8,0,45,332,27,19,134,120,50,70,37,6,9,0,0,32,502,218,103,588,806,535,963,565,169,85,63,16,392,4514,3,0,5,4,3,17,0,0,0,0,0,131,166,270,167,965,1530,1380,2733,2378,655,547,223,46,1163,12058,973,331,2217,5794,4548,11339,16081,9836,8038,8838,3977,7858,79833,13,5,3,13,28,129,1240,1913,1632,1946
304,454,1120,261,1625,459,219,262,4533,4,4,18,64,56,156,182,61,81,68,27,54,778,6,0,0,11,6,32,61,17,49,20,15,35,248,0,0,0,0,0,8,34,30,33,50,22,31,208,49,4,48,126,75,187,260,104,70,63,37,134,1162,0,0,0,0,0,9,6,0,15,3,4,1436,1476,80,23,109,268,275,1312,3538,2694,3849,4613,2623,2856,22236,3,15,10,51,105,407,739,187,324,93,14,233,2183,3,12,73,193,190,289,206,60,50,20,6,114,1219,6,5,8,16,12,47,32,14,21,9,0,15,184,7,4,46,35,19,32,18,3,4,0,0,21,194,90,29,192,270,180,335,246,65,36,27,7,142,1620,0,0,0,3,0,3,0,0,0,0,0,42,59,115,60,324,569,503,1114,1245,335,433,147,33,573,5454,367,122,687,2074,1769,4869,7654,5033,5943,6896,3704,4664,43790,0,0,0,7,11,46,372,789,749,1023
305,339,770,174,1774,442,308,230,4164,7,8,22,44,50,125,127,52,78,57,41,50,655,0,0,0,3,7,19,49,15,71,18,7,30,214,0,0,0,0,0,6,24,19,30,62,44,25,207,42,3,53,88,59,162,217,64,62,50,37,70,906,0,0,0,4,3,5,10,0,14,3,0,1318,1361,76,16,113,246,231,1026,2502,1747,3609,4374,3256,2419,19614,10,9,15,49,130,474,743,189,480,141,23,242,2507,4,15,73,218,202,273,224,39,73,43,11,121,1300,7,0,8,13,11,41,37,0,27,15,0,21,189,10,12,71,66,23,18,17,4,8,4,0,22,256,98,38,227,276,216,357,238,91,59,39,5,157,1811,0,0,4,0,4,0,0,0,0,0,0,59,80,133,79,399,635,590,1176,1267,325,642,234,39,635,6139,461,134,821,2051,1734,4742,7765,5404,6856,8501,5788,5138,49397,3,10,5,11,12,83,1030,1808,1757,2366
306,1082,1369,219,441,103,38,305,3981,6,3,40,127,137,339,252,39,42,18,6,91,1103,0,0,14,21,28,109,128,21,45,7,3,71,457,0,0,5,8,6,24,71,32,21,29,4,58,268,52,12,142,355,246,475,284,55,30,18,13,253,1934,3,0,6,8,3,23,22,9,5,6,0,2282,2354,106,57,298,746,873,3557,6089,2949,1995,1703,569,4127,23056,10,19,43,147,404,936,769,144,126,40,7,323,2959,5,28,224,599,477,514,209,33,24,5,0,222,2340,3,5,23,39,45,84,64,6,9,3,0,50,327,11,22,228,292,88,66,26,5,0,0,0,83,818,121,75,732,1085,608,668,294,48,32,14,6,474,4154,3,0,8,10,12,11,0,0,0,0,0,237,275,154,143,1261,2171,1634,2278,1358,232,191,61,15,1390,10881,587,241,2239,6250,4409,9955,12688,5703,3347,2969,961,8361,57704,21,14,7,45,59,262,1503,1470,925,786
307,754,868,111,248,56,19,217,2573,0,0,13,67,79,140,98,13,9,3,4,59,478,3,0,4,11,14,65,77,9,9,4,0,29,232,5,0,0,6,3,21,36,25,9,9,8,51,168,21,8,60,212,134,256,122,28,12,5,3,128,979,0,0,3,6,6,13,10,4,0,0,0,1054,1105,88,32,201,545,588,2384,3628,1501,933,745,248,2357,13242,0,5,22,90,170,299,239,55,31,11,10,121,1058,0,7,128,281,203,191,69,16,8,0,0,98,1004,0,4,8,21,18,21,8,5,0,0,0,32,132,0,12,60,86,29,10,6,0,0,0,0,12,224,32,33,302,496,300,347,113,28,12,7,3,196,1871,0,0,6,7,4,3,3,0,0,0,0,67,90,43,59,531,984,723,872,448,102,53,16,13,533,4374,423,126,1269,4317,2646,5952,6830,2653,1476,1232,491,4394,31819,73,24,13,77,97,284,888,697,410,351
308,896,1823,323,1515,281,94,400,5571,3,0,19,72,61,199,166,43,54,19,7,67,700,0,0,4,16,9,78,153,23,77,26,10,73,485,4,0,0,0,4,16,66,47,32,50,26,64,302,25,3,50,188,143,308,202,49,31,19,6,153,1174,0,0,0,4,0,17,23,4,10,6,3,2244,2302,107,25,141,421,487,2317,5468,3038,3769,3319,1279,4258,24632,15,17,48,82,266,641,674,168,197,79,22,262,2479,5,24,164,391,336,324,179,33,18,17,3,134,1613,0,0,19,39,36,60,55,10,16,11,3,48,296,15,15,135,169,60,50,21,0,0,0,0,35,494,64,56,550,712,438,451,217,44,41,14,3,307,2897,0,0,0,9,0,8,0,0,0,0,0,135,164,98,110,916,1397,1137,1543,1151,257,271,116,33,924,7959,489,178,1571,4884,3051,6812,10534,5571,5831,5397,1961,7798,54061,38,16,11,39,63,187,990,1082,828,1031
309,2718,3768,754,1709,474,163,666,11182,22,12,90,363,356,881,687,167,140,74,34,256,3081,7,0,20,46,54,182,243,35,96,27,3,119,833,7,0,0,3,3,53,126,83,44,72,23,121,528,156,44,253,584,491,984,818,198,116,78,61,449,4233,4,0,0,5,13,30,28,10,14,8,6,3559,3685,344,134,598,1532,1894,8005,14920,7497,5789,5341,2281,7484,55811,27,32,66,303,774,2076,1911,347,418,136,13,679,6784,15,70,463,1279,1187,1383,668,106,74,21,7,466,5747,7,9,50,103,107,142,107,27,19,11,4,93,685,62,53,361,508,157,180,70,15,9,0,4,122,1545,271,165,1097,1923,1118,1546,686,132,84,47,12,780,7857,0,4,11,20,11,20,3,0,3,6,0,215,307,380,340,2057,4136,3358,5349,3442,626,605,220,39,2356,22912,1561,602,4163,13399,9962,23391,30014,14130,9413,8803,3544,14785,133768,14,8,11,35,68,334,2890,3417,2299,2019
310,2173,2805,467,789,225,55,489,7589,13,7,65,210,194,508,402,96,54,23,10,132,1709,0,3,14,28,41,191,199,39,43,9,5,84,653,0,0,0,5,11,32,78,65,21,18,11,71,318,66,21,189,551,380,802,575,134,58,36,30,370,3218,0,0,5,12,17,43,35,0,7,4,0,2081,2211,139,72,374,1049,1242,5307,9390,4842,3114,2688,884,4554,33658,12,28,38,150,490,1207,1146,247,172,60,14,377,3939,7,22,223,607,554,632,308,61,26,17,5,201,2660,3,5,30,59,45,93,63,17,15,3,0,61,402,28,33,266,322,99,101,44,12,3,3,0,85,995,104,99,957,1595,970,1089,506,98,37,21,8,576,6060,0,7,18,9,6,9,8,0,0,0,0,195,259,157,186,1521,2742,2164,3135,2074,427,261,109,27,1495,14314,567,317,2642,7945,5604,12866,17005,8302,4734,4006,1195,8131,73328,18,10,7,30,30,163,1565,1921,1243,1084
