SA4_CODE_2021,C11_CF_1F1NW_800_1249,C11_CF_1F1NW_1250_1999,C11_CF_1F1NW_2000_2499,C11_CF_1F1NW_2500_2999,C11_CF_1F1NW_3000_3999,C11_CF_1F1NW_4000more,C11_CF_1F1NW_Ns,C11_CF_1F1NW_Tot,C11_CF_1P1NW_Neg_ni_inc,C11_CF_1P1NW_1_149,C11_CF_1P1NW_150_399,C11_CF_1P1NW_400_649,C11_CF_1P1NW_650_799,C11_CF_1P1NW_800_1249,C11_CF_1P1NW_1250_1999,C11_CF_1P1NW_2000_2499,C11_CF_1P1NW_2500_2999,C11_CF_1P1NW_3000_3999,C11_CF_1P1NW_4000more,C11_CF_1P1NW_Ns,C11_CF_1P1NW_Tot,C11_CF_1A1NW_Neg_ni_inc,C11_CF_1A1NW_1_149,C11_CF_1A1NW_150_399,C11_CF_1A1NW_400_649,C11_CF_1A1NW_650_799,C11_CF_1A1NW_800_1249,C11_CF_1A1NW_1250_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000_3999,C11_CF_1A1NW_4000more,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_Neg_ni_inc,C11_CF_BA_1_149,C11_CF_BA_150_399,C11_CF_BA_400_649,C11_CF_BA_650_799,C11_CF_BA_800_1249,C11_CF_BA_1250_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_3999,C11_CF_BA_4000more,C11_CF_BA_Ns,C11_fc_BA_Tot,C11_CF_BNW_Neg_ni_inc,C11_CF_BNW_1_149,C11_CF_BNW_150_399,C11_CF_BNW_400_649,C11_CF_BNW_650_799,C11_CF_BNW_800_1249,C11_CF_BNW_1250_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_3999,C11_CF_BNW_4000more,C11_CF_BNW_Ns,C11_CF_BNW_Tot,C11_CF_LFns_Neg_ni_inc,C11_CF_LFns_1_149,C11_CF_LFns_150_399,C11_CF_LFns_400_649,C11_CF_LFns_650_799,C11_CF_LFns_800_1249,C11_CF_LFns_1250_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_CF_Tot_Neg_ni_inc,C11_CF_Tot_1_149,C11_CF_Tot_150_399,C11_CF_Tot_400_649,C11_CF_Tot_650_799,C11_CF_Tot_800_1249,C11_CF_Tot_1250_1999,C11_CF_Tot_2000_2499,C11_CF_Tot_2500_2999,C11_CF_Tot_3000_3999,C11_CF_Tot_4000more,C11_CF_TotFI_Ns,C11_CF_Tot_Tot,C11_1PF_F_Neg_ni_inc,C11_1PF_F_1_149,C11_1PF_F_150_399,C11_1PF_F_400_649,C11_1PF_F_650_799,C11_1PF_F_800_1249,C11_1PF_F_1250_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_Neg_ni_inc,C11_1PF_P_1_149,C11_1PF_P_150_399,C11_1PF_P_400_649,C11_1PF_P_650_799,C11_1PF_P_800_1249,C11_1PF_P_1250_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_Neg_ni_inc,C11_1PF_A_1_149,C11_1PF_A_150_399,C11_1PF_A_400_649,C11_1PF_A_650_799,C11_1PF_A_800_1249,C11_1PF_A_1250_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_Neg_ni_inc,C11_1PF_U_1_149,C11_1PF_U_150_399,C11_1PF_U_400_649,C11_1PF_U_650_799,C11_1PF_U_800_1249,C11_1PF_U_1250_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000more,C11_1PF_U_Ns,C11_1PF_U_Tot,C11_1PF_N_lf_Fi_Neg_ni_inc,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_399,C11_1PF_N_lf_Fi_400_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_1249,C11_1PF_N_lf_Fi_1250_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_lf_Tot,C11_1PF_LFns_Neg_ni_inc,C11_1PF_LFns_1_149,C11_1PF_LFns_150_399,C11_1PF_LFns_400_649,C11_1PF_LFns_650_799,C11_1PF_LFns_800_1249,C11_1PF_LFns_1250_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_LFns_3000_3999,C11_1PF_LFns_4000more,C11_1PF_LFns_Ns,C11_1PF_LF_NS_Tot,C11_1PF_TotFI_Neg_ni_inc,C11_1PF_TotFI_1_149,C11_1PF_TotFI_150_399,C11_1PF_TotFI_400_649,C11_1PF_TotFI_650_799,C11_1PF_TotFI_800_1249,C11_1PF_TotFI_1250_1999,C11_1PF_TotFI_2000_2499,C11_1PF_TotFI_2500_2999,C11_1PF_TotFI_3000_3999,C11_1PF_TotFI_4000more,C11_1PF_TotFI_Ns,C11_1PF_TotFI_Tot,C11_TotFI_Neg_ni_inc,C11_TotFI_1_149,C11_TotFI_150_399,C11_TotFI_400_649,C11_TotFI_650_799,C11_TotFI_800_1249,C11_TotFI_1250_1999,C11_TotFI_2000_2499,C11_TotFI_2500_2999,C11_TotFI_3000_3999,C11_TotFI_4000more,C11_TotFI_Ns,C11_Tot_Tot,C16_CFNC_BF_Neg_ni_inc,C16_CFNC_BF_1_149,C16_CFNC_BF_150_399,C16_CFNC_BF_400_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_1249,C16_CFNC_BF_1250_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999
311,2143,2836,555,794,250,65,597,7871,8,7,66,200,216,597,417,86,51,20,3,173,1846,3,0,12,27,67,166,213,42,53,18,0,115,729,4,0,10,5,3,40,109,73,40,34,19,90,430,60,26,188,578,403,744,589,149,77,41,21,395,3267,6,0,3,8,6,40,35,9,3,0,0,2111,2221,146,68,373,1055,1352,5439,10387,5310,3337,2858,924,5057,36307,13,20,44,198,537,1391,1240,311,193,88,15,472,4517,8,28,229,679,595,662,359,70,20,17,5,256,2923,7,0,29,50,59,103,67,24,15,3,0,91,449,21,24,257,346,107,117,55,13,6,0,0,93,1049,127,101,1014,1538,899,1023,477,101,43,18,10,574,5924,10,0,13,18,6,23,5,3,0,0,0,243,317,179,179,1579,2828,2203,3310,2203,517,277,128,31,1733,15171,639,299,2645,7861,5715,13440,18437,8967,4953,4089,1243,8942,77242,21,8,0,12,27,170,1612,1971,1124,918
312,606,1309,259,1359,260,98,315,4382,4,0,12,36,41,110,109,36,64,22,0,46,475,0,0,8,5,9,59,125,19,115,27,12,59,444,3,0,0,0,0,10,51,32,26,45,14,49,232,16,6,35,87,68,176,163,41,21,11,11,118,761,0,0,0,0,4,9,17,0,8,3,0,2285,2341,70,29,106,226,301,1615,3997,2371,3249,2901,1122,3917,19909,5,8,18,92,212,504,488,119,190,93,33,208,1974,5,20,94,262,228,241,122,32,21,14,4,106,1155,0,0,9,24,26,32,21,9,15,4,0,41,181,3,7,79,77,32,27,6,6,0,0,0,34,275,56,31,305,422,209,309,169,42,25,8,7,223,1790,4,0,0,3,6,4,6,0,0,0,0,88,117,69,70,509,880,720,1112,811,214,254,117,44,695,5489,359,138,952,3036,1982,5030,8008,4524,4907,4816,1762,7091,42607,28,13,3,21,34,152,865,899,734,857
313,1352,1952,326,571,169,44,346,5109,0,0,29,152,165,399,276,58,48,22,6,101,1261,7,0,9,21,29,122,146,25,39,9,0,73,485,6,0,0,0,0,16,49,39,24,26,7,59,239,33,14,107,324,278,607,385,99,38,29,7,234,2147,0,0,4,4,10,20,19,0,0,4,0,1505,1571,83,52,208,683,840,3766,6782,3246,2169,1825,579,3357,23588,0,4,40,132,367,892,787,165,102,40,6,303,2836,6,16,186,577,538,579,232,35,20,5,0,211,2401,6,3,30,55,48,65,49,13,11,6,0,46,329,13,24,209,273,95,75,29,0,3,0,0,45,765,64,57,698,1264,731,778,322,50,30,10,3,438,4452,0,0,3,6,6,11,9,0,0,0,0,156,201,91,108,1162,2304,1778,2402,1424,269,160,61,11,1216,10990,418,216,2086,7702,5089,10757,12744,5590,3369,2762,826,6608,58156,7,9,0,20,21,168,1046,1163,682,594
314,923,1802,380,1058,282,73,272,4996,0,0,21,60,68,191,212,66,53,24,6,58,767,0,0,9,6,14,83,111,21,37,27,3,42,359,3,0,0,4,0,20,49,59,28,23,15,35,240,18,4,34,117,92,248,258,72,50,31,7,106,1033,0,0,0,7,0,12,17,3,8,3,0,1335,1384,54,24,110,287,426,2371,6112,3941,3405,3321,1148,2850,24056,5,10,25,76,226,728,795,175,182,61,11,234,2536,4,16,89,281,286,398,216,30,33,6,3,115,1480,3,6,11,21,33,46,57,9,12,3,0,32,235,6,11,71,106,45,31,16,3,3,0,0,26,325,47,39,303,458,254,366,197,42,9,10,3,180,1908,0,0,3,0,0,10,5,0,0,0,0,76,98,65,76,496,944,848,1582,1286,260,241,84,18,670,6576,258,134,964,3014,2453,6557,11015,6570,4942,4642,1581,4767,46906,7,0,0,9,15,84,895,1371,977,935
315,375,419,74,273,61,19,143,1571,5,0,18,96,57,112,59,13,14,8,7,32,411,0,0,5,15,15,55,38,9,9,0,3,36,185,8,0,0,4,8,17,27,17,10,12,8,21,138,8,0,72,218,84,179,81,11,5,6,4,74,748,0,0,3,0,10,16,13,0,7,0,0,762,814,63,19,155,498,373,1258,1647,798,780,874,372,1545,8384,3,5,29,81,123,246,221,66,67,27,16,113,995,0,11,91,141,96,92,48,3,7,0,0,54,537,0,0,13,14,7,21,12,4,4,0,0,28,113,8,5,69,51,10,19,14,4,0,0,0,18,187,37,41,388,311,174,195,73,15,19,6,0,137,1405,0,0,10,4,4,3,0,0,0,0,0,95,123,48,65,603,601,423,577,364,97,93,36,16,445,3361,233,102,989,1938,1222,2781,3234,1672,1333,1533,648,2903,18601,61,14,4,34,49,144,424,425,309,491
316,1530,2044,329,828,200,77,381,5922,3,4,59,229,200,620,466,91,89,39,8,168,1982,0,4,6,27,29,120,149,33,80,17,3,89,558,0,0,0,6,5,42,104,40,23,41,10,63,343,57,20,130,358,310,663,474,102,58,34,16,254,2485,3,0,4,5,14,20,17,3,9,3,3,2883,2971,149,83,352,962,1203,5292,9179,4074,3025,2573,930,5351,33172,9,10,61,212,486,1067,913,138,164,40,8,355,3465,8,36,335,988,787,905,353,49,27,14,4,362,3866,3,3,19,59,62,89,61,13,14,3,0,87,416,22,19,201,324,109,93,30,3,6,0,0,70,876,92,91,693,1270,652,908,318,62,35,16,8,427,4572,8,0,8,6,11,12,3,0,0,0,0,142,184,140,162,1315,2858,2110,3073,1676,259,256,70,19,1439,13371,770,349,2844,10461,7323,16544,18396,7529,4885,4231,1593,10425,85357,16,3,4,41,55,260,1604,1619,1096,959
317,883,1132,201,351,87,49,192,3147,3,3,23,68,78,190,142,26,21,3,3,42,599,0,0,3,9,14,61,87,20,24,12,0,41,268,0,0,0,3,0,16,43,24,15,13,8,38,157,26,5,47,186,170,291,171,39,13,13,9,103,1061,0,0,0,0,8,13,5,3,0,0,0,1246,1281,51,21,107,376,543,2334,4307,2172,1450,1375,466,2316,15522,4,3,24,78,186,491,480,91,81,27,6,177,1636,3,17,112,313,327,325,144,25,13,0,0,90,1367,0,4,17,26,27,37,19,10,3,4,0,30,179,10,7,82,118,38,33,12,0,3,0,0,23,322,43,38,312,610,391,430,172,22,16,6,3,189,2236,0,0,4,5,11,0,4,0,0,0,0,67,103,54,63,560,1159,982,1311,840,149,116,34,10,575,5847,246,109,1008,3855,2963,6454,8353,3810,2233,2137,709,4301,36187,3,6,0,15,11,118,801,920,620,544
318,998,1589,306,689,189,57,294,4390,4,3,19,58,83,220,220,51,54,16,5,75,803,3,4,0,18,14,89,150,26,42,14,9,56,426,4,0,0,0,8,19,65,46,29,42,10,63,287,32,7,61,264,174,346,280,79,26,14,9,180,1472,0,0,0,5,5,19,17,3,0,4,0,2719,2774,90,42,150,479,579,2700,5948,3625,2724,2680,963,4459,24437,9,17,33,124,337,904,962,214,167,75,14,318,3171,0,26,152,429,362,430,209,42,24,7,3,171,1861,0,5,20,37,40,77,59,11,11,5,0,57,319,11,16,168,191,47,58,18,0,4,0,0,53,572,56,43,564,806,460,586,301,50,25,20,4,363,3275,0,0,6,5,0,9,5,0,0,0,0,144,175,81,98,955,1594,1246,2069,1553,317,229,105,20,1106,9370,378,176,1566,4724,3420,8380,12101,6747,4341,4247,1419,8357,55855,26,6,6,19,26,166,1160,1460,1058,985
319,1633,1621,232,414,87,49,337,4949,4,0,53,261,247,572,336,52,27,6,3,146,1706,0,0,14,26,47,148,139,15,39,4,0,82,522,0,0,5,9,4,38,82,35,13,14,7,71,275,41,13,195,743,553,1024,486,69,26,20,10,350,3539,3,0,5,9,3,26,18,7,0,0,0,2408,2485,107,47,396,1407,1543,5283,7008,2796,1690,1310,418,4473,26479,11,12,56,169,358,766,540,74,67,19,6,274,2349,6,20,264,721,570,519,227,18,11,10,0,211,2578,6,3,30,58,53,69,33,7,4,3,0,68,345,17,22,332,395,105,83,26,3,3,0,0,73,1065,91,72,1135,1764,1085,1022,263,36,26,7,3,595,6090,7,0,11,15,12,16,6,0,0,0,0,224,290,128,140,1824,3121,2181,2474,1100,142,113,39,12,1443,12719,727,274,3626,14190,7938,14892,13516,4966,2722,2165,701,9605,75332,44,24,14,70,101,344,1354,1073,597,527
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,917,1568,321,1377,415,235,392,5608,12,11,55,128,145,307,269,106,99,70,29,131,1365,0,4,9,20,16,68,89,26,61,21,12,55,381,0,0,3,5,5,26,64,44,36,69,51,42,346,70,17,91,221,146,422,402,124,75,74,31,202,1883,0,0,7,8,4,8,24,10,0,4,5,1920,1982,132,67,243,615,734,3019,6327,4037,4262,5148,2917,4377,31875,15,18,33,90,203,701,1001,197,393,102,21,428,3201,8,29,158,434,400,574,322,68,66,24,9,252,2347,3,0,8,40,29,54,55,16,14,3,0,34,262,23,20,84,81,34,36,18,3,8,0,0,40,340,161,60,373,565,409,681,368,99,72,34,9,326,3152,3,0,3,4,0,7,4,0,5,0,0,64,94,211,126,661,1212,1086,2052,1768,386,549,171,34,1146,9403,723,262,1613,5260,4085,10108,13587,7704,7046,8175,4309,7829,70711,3,6,0,10,21,128,819,1245,1083,1371
402,2702,3270,591,848,278,65,580,9222,12,14,98,337,305,738,502,113,72,31,12,211,2447,4,9,23,51,73,235,226,34,38,21,7,106,832,5,3,0,5,0,57,166,106,39,51,25,81,530,96,25,292,969,611,1181,888,168,67,43,20,534,4895,5,3,10,16,21,43,44,6,5,0,0,2391,2550,196,111,538,1770,1891,7557,13309,6413,3889,3405,1038,5730,45842,11,17,45,212,579,1640,1577,383,227,81,12,654,5440,6,43,373,1085,957,1045,437,89,38,16,0,367,4461,3,3,44,101,81,142,115,18,19,6,0,85,617,21,41,351,361,125,123,52,9,3,0,0,122,1205,147,147,1630,2426,1303,1562,622,108,40,21,13,865,8884,6,8,23,16,11,19,4,4,0,0,0,269,358,196,258,2462,4203,3052,4532,2807,610,323,128,26,2364,20966,733,425,3992,13475,8823,19712,24254,11261,5909,4864,1391,10920,105757,4,3,0,17,16,190,1880,2419,1464,1145
403,1667,2456,480,1096,357,127,471,7132,5,8,45,214,240,529,453,118,82,52,19,164,1938,5,0,7,32,39,137,152,46,59,31,6,58,563,4,0,0,0,7,45,104,75,49,72,27,58,438,66,16,111,403,291,669,595,155,61,46,32,313,2754,4,0,3,3,11,29,24,9,11,0,0,2186,2276,140,72,247,870,1164,5052,10669,5993,4450,4483,1686,5214,40023,9,9,37,137,354,1264,1411,359,293,95,11,577,4563,7,31,252,828,814,883,468,79,31,21,3,373,3799,0,3,34,78,62,106,99,13,15,10,0,56,482,18,21,213,244,76,72,36,4,0,0,0,50,731,95,85,908,1406,743,993,436,86,41,17,11,524,5332,3,0,7,9,8,15,7,0,0,0,0,118,169,133,149,1443,2705,2057,3328,2455,550,387,146,21,1702,15074,555,279,2428,9260,6839,15730,20751,10795,6900,6664,2379,9717,92293,5,8,4,16,39,137,1354,1892,1376,1267
404,994,1301,269,539,180,65,289,4092,7,7,71,179,157,329,263,79,41,32,14,114,1300,3,0,13,26,43,82,88,18,30,13,0,51,367,0,0,6,4,7,27,61,47,19,25,12,43,254,62,15,164,389,298,637,572,124,67,50,19,296,2698,0,0,3,13,0,23,17,3,5,0,0,1162,1235,116,47,330,827,978,3287,5937,3306,2170,2364,832,2901,23093,14,8,31,121,232,743,783,202,165,50,9,313,2679,11,10,195,505,390,556,291,45,24,8,5,190,2242,0,6,15,32,40,56,60,13,9,0,0,27,251,20,11,109,124,46,59,27,0,0,0,0,44,434,79,60,739,1016,599,882,473,101,53,26,4,449,4476,5,0,10,0,10,22,5,0,0,0,0,126,175,125,98,1103,1800,1315,2309,1640,360,246,91,23,1146,10256,484,180,2069,6800,4385,9624,11528,6145,3628,3772,1238,5815,55666,9,0,0,6,15,87,836,1312,996,969
405,566,664,107,170,37,14,125,1883,0,4,16,83,75,172,111,19,12,5,0,50,555,0,0,3,10,16,46,44,3,12,8,0,19,155,3,0,0,5,7,14,28,17,10,14,6,25,117,3,8,42,183,164,245,133,16,7,13,3,98,907,0,0,0,3,3,10,11,0,0,0,0,758,787,37,28,120,476,515,2003,3171,1422,797,649,213,1697,11123,9,4,20,54,120,253,198,37,33,8,5,98,838,4,7,118,281,227,171,75,11,8,0,0,86,978,0,4,11,32,4,17,9,0,3,0,0,14,97,0,6,68,92,15,17,6,0,5,0,0,18,228,22,29,315,457,257,279,101,13,3,5,0,178,1671,0,0,0,4,0,8,0,0,0,0,0,49,68,44,49,530,916,633,747,386,65,49,16,5,442,3878,235,111,1142,4729,2697,5632,6114,2517,1304,1091,385,3407,29365,20,8,0,44,40,150,572,526,349,276
406,355,513,87,235,51,12,76,1463,0,3,21,60,56,91,70,17,13,9,0,27,371,0,0,0,12,17,32,44,7,16,3,0,31,165,3,0,4,9,5,13,25,22,10,19,0,28,134,12,3,42,168,102,135,85,18,7,7,0,82,654,0,0,0,4,0,3,7,3,0,0,0,748,770,37,10,107,379,353,1186,2188,1030,881,781,239,1417,8603,5,0,20,55,107,236,218,45,39,17,4,90,841,0,16,88,225,158,147,60,4,12,5,0,58,768,0,0,11,20,14,18,12,6,5,0,0,8,99,3,9,93,76,15,21,9,4,0,0,0,30,252,23,43,364,374,192,200,92,14,14,0,5,169,1500,0,0,10,3,0,10,0,0,0,0,0,77,93,37,69,582,757,490,631,388,69,69,21,10,437,3554,183,112,947,2819,1598,3336,4230,1966,1416,1319,406,2813,21144,8,5,4,21,24,81,336,359,321,306
407,1071,906,146,201,41,19,209,3003,3,4,32,145,129,296,174,27,9,13,4,86,909,4,0,5,19,31,91,77,13,13,3,0,40,295,6,0,10,15,8,37,73,31,17,16,0,43,257,25,9,96,306,207,364,184,17,18,15,8,145,1399,0,0,0,3,10,20,15,0,0,0,0,1120,1175,98,46,257,818,903,3722,5230,2034,1119,783,266,2616,17882,9,8,21,114,226,504,379,55,30,17,0,199,1560,6,32,161,491,391,359,118,16,10,3,0,158,1738,5,0,30,44,30,52,28,0,4,0,0,30,235,14,11,134,147,52,32,9,3,0,0,0,26,430,38,57,564,833,478,450,116,17,13,8,4,287,2865,0,0,6,3,0,9,0,0,0,0,0,98,130,73,114,913,1638,1185,1405,657,91,50,28,6,796,6948,457,205,1978,7354,4787,10206,10391,3781,1836,1371,530,5342,48244,26,10,6,57,57,285,1142,905,474,319
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,673,1433,221,922,169,64,270,3979,4,0,25,75,73,201,158,39,63,24,4,68,730,0,0,0,15,13,55,133,30,90,17,6,54,430,3,0,3,3,0,17,55,48,34,19,14,48,243,12,4,31,151,103,223,151,33,22,18,3,108,870,0,0,0,0,7,19,12,7,11,3,0,1917,1970,81,28,127,391,452,1997,4573,2165,2436,1898,619,3379,18149,10,3,26,71,180,466,452,79,119,49,3,212,1666,3,20,186,459,384,331,148,34,16,3,0,161,1733,0,6,8,34,31,42,23,9,10,0,0,36,205,11,14,96,126,34,28,13,3,0,0,0,31,347,46,42,408,583,264,330,138,38,18,10,0,238,2105,3,0,4,0,5,7,0,0,0,0,0,73,96,67,85,729,1273,890,1198,766,160,156,62,7,744,6149,335,149,1386,4474,2849,6222,8767,4136,3724,3258,1012,6137,42444,25,10,8,27,21,126,646,743,550,678
502,289,694,125,514,107,45,137,1976,3,3,16,49,30,110,95,20,26,6,4,31,386,0,0,0,0,13,33,72,19,64,19,4,33,249,0,0,0,0,0,13,16,16,17,16,10,26,112,7,3,28,100,77,129,90,22,18,16,4,80,557,0,0,0,0,5,9,9,3,6,0,0,1169,1200,20,20,57,197,197,823,1882,967,1202,936,326,1829,8450,3,0,14,39,75,229,245,58,61,32,4,114,879,0,5,83,226,187,197,69,18,6,6,0,84,887,0,0,5,13,7,24,24,8,8,6,0,20,109,0,7,67,73,21,27,11,3,3,0,0,29,251,42,41,263,402,218,196,94,26,11,8,0,123,1425,3,0,6,0,0,0,0,0,0,0,0,54,67,57,60,446,752,513,675,442,112,82,41,4,426,3617,208,88,816,3142,1869,3474,3904,1825,1941,1573,566,3483,22896,5,3,0,4,5,32,228,282,242,336
503,228,542,127,1776,486,381,245,3872,0,4,12,46,33,84,112,40,112,71,63,45,629,0,0,5,11,3,16,34,7,67,17,10,24,191,0,0,0,0,0,3,8,11,14,51,28,16,139,40,10,31,63,46,107,127,68,68,62,44,99,767,0,0,0,0,4,4,0,0,13,0,0,1353,1380,77,28,65,180,170,688,1600,1036,3200,3434,3115,2467,16044,8,4,8,15,53,194,363,96,339,99,25,190,1385,7,6,65,122,113,217,181,30,79,29,9,101,972,3,0,0,10,10,13,28,15,17,8,0,16,118,10,5,24,15,15,10,15,0,4,3,0,7,115,102,27,149,177,125,224,195,70,69,32,16,143,1334,0,0,3,3,0,3,0,0,0,0,0,27,39,129,43,256,332,317,675,781,214,513,176,45,483,3963,402,99,579,1453,1147,3194,4871,3000,5521,6220,5300,4692,36472,9,0,0,5,9,28,379,723,707,1182
504,1062,1956,389,1266,295,137,406,5845,5,3,39,116,133,264,272,83,91,46,15,106,1172,0,5,11,18,19,97,143,25,89,30,12,73,522,5,0,0,4,0,23,65,55,40,50,26,83,346,33,12,104,243,145,365,311,84,60,51,18,210,1644,3,0,0,8,4,18,29,4,11,0,0,2352,2431,109,46,226,528,633,2768,6398,3505,3622,3323,1441,4490,27081,16,11,23,74,238,744,932,260,279,125,23,388,3107,3,23,175,444,382,525,304,81,45,21,9,222,2225,3,4,15,35,33,71,63,16,10,12,5,55,326,19,7,123,127,47,57,29,5,5,3,0,42,465,88,79,517,675,382,550,334,88,64,12,14,357,3149,6,0,8,10,0,14,7,0,0,0,0,137,182,133,124,862,1363,1082,1964,1670,450,397,166,47,1201,9466,456,203,1588,4791,3204,8028,12112,6612,5751,5454,2201,7946,58348,8,3,0,12,17,105,837,1492,1255,1447
505,1946,4022,788,3956,979,447,870,13674,8,20,102,223,227,581,581,187,219,122,39,245,2566,13,3,11,38,48,155,260,77,205,67,31,146,1067,0,0,3,3,7,47,147,110,105,144,84,141,783,107,26,223,456,298,706,693,219,154,113,69,448,3504,4,0,4,10,14,37,43,19,18,11,6,5404,5569,297,121,470,1033,1181,5227,12971,7846,9776,9487,4602,10155,63154,23,20,55,156,389,1397,1838,593,646,264,69,770,6217,18,55,324,821,849,1179,697,180,102,62,15,438,4736,9,10,43,56,74,106,104,49,41,18,9,106,615,25,28,205,229,78,108,44,3,11,4,0,86,831,233,130,972,1264,705,1053,668,163,92,46,27,686,6033,3,4,7,10,8,27,6,0,0,0,0,219,288,310,250,1600,2540,2100,3870,3355,989,887,403,112,2310,18726,1146,444,3150,9101,6531,16153,25006,14765,14541,14834,6623,17128,129423,5,0,5,20,21,141,1508,2803,2528,3094
