SA4_CODE_2021,C21_75_99_CF_CU15_NDS,C21_75_99_CF_NCU15_DS,C21_75_99_CF_NDCO,C21_75_99_Tot,C21_100_149_CF_NC,C21_100_149_CF_Cu15DS_,C21_100_149_CF_CU15_NDS,C21_100_149_CF_NCU15_DS,C21_100_149_CF_NDCO,C21_100_149_Tot,C21_150_199_CF_NC,C21_150_199_CF_Cu15DS_,C21_150_199_CF_CU15_NDS,C21_150_199_CF_NCU15_DS,C21_150_199_CF_NDCO,C21_150_199_Tot,C21_200_224_CF_NC,C21_200_224_CF_Cu15DS_,C21_200_224_CF_CU15_NDS,C21_200_224_CF_NCU15_DS,C21_200_224_CF_NDCO,C21_200_224_Tot,C21_225_274_CF_NC,C21_225_274_CF_Cu15DS_,C21_225_274_CF_CU15_NDS,C21_225_274_CF_NCU15_DS,C21_225_274_CF_NDCO,C21_225_274_Tot,C21_275_349_CF_NC,C21_275_349_CF_Cu15DS_,C21_275_349_CF_CU15_NDS,C21_275_349_CF_NCU15_DS,C21_275_349_CF_NDCO,C21_275_349_Tot,C21_350_449_CF_NC,C21_350_449_CF_Cu15DS_,C21_350_449_CF_CU15_NDS,C21_350_449_CF_NCU15_DS,C21_350_449_CF_NDCO,C21_350_449_Tot,C21_450_549_CF_NC,C21_450_549_CF_Cu15DS_,C21_450_549_CF_CU15_NDS,C21_450_549_CF_NCU15_DS,C21_450_549_CF_NDCO,C21_450_549_Tot,C21_550_649_CF_NC,C21_550_649_CF_Cu15DS_,C21_550_649_CF_CU15_NDS,C21_550_649_CF_NCU15_DS,C21_550_649_CF_NDCO,C21_550_649_Tot,C21_650_749_CF_NC,C21_650_749_CF_Cu15DS_,C21_650_749_CF_CU15_NDS,C21_650_749_CF_NCU15_DS,C21_650_749_CF_NDCO,C21_650_749_Tot,C21_750_849_CF_NC,C21_750_849_CF_Cu15DS_,C21_750_849_CF_CU15_NDS,C21_750_849_CF_NCU15_DS,C21_750_849_CF_NDCO,C21_750_849_Tot,C21_850_949_CF_NC,C21_850_949_CF_Cu15DS_,C21_850_949_CF_CU15_NDS,C21_850_949_CF_NCU15_DS,C21_850_949_CF_NDCO,C21_850_949_Tot,C21_950over_CF_NC,C21_950over_CF_Cu15DS_,C21_950over_CF_CU15_NDS,C21_950over_CF_NCU15_DS,C21_950over_CF_NDCO,C21_950over_Tot,C21_Rns_CF_NC,C21_Rns_CF_Cu15DS_,C21_Rns_CF_CU15_NDS,C21_Rns_CF_NCU15_DS,C21_Rns_CF_NDCO,C21_Rns_Tot,C21_Tot_CF_NC,C21_Tot_CF_Cu15DS_,C21_Tot_CF_CU15_NDS,C21_Tot_CF_NCU15_DS,C21_Tot_CF_NDCO,C21_Tot_Tot
311,17,5,3,41,142,11,37,9,20,215,214,24,85,22,35,385,96,19,78,11,23,226,308,35,232,22,45,646,1945,227,1804,117,246,4333,2946,790,4246,335,608,8927,597,239,857,117,195,2006,185,87,241,60,80,648,78,24,92,22,23,238,24,9,24,5,10,76,11,0,12,0,4,35,7,9,13,0,0,29,187,45,181,26,49,484,6790,1524,7926,752,1349,18337
312,77,4,0,165,140,12,113,12,19,284,199,15,84,3,16,319,162,11,97,3,11,283,368,21,207,15,40,650,786,68,513,49,73,1487,1198,177,1119,99,135,2717,525,114,656,46,85,1419,127,33,167,22,21,367,44,14,71,10,3,145,9,8,24,4,0,38,8,4,7,0,0,11,4,0,3,0,0,8,159,15,136,10,17,339,4089,574,3705,323,469,9159
313,7,0,0,22,142,3,20,5,16,188,201,6,37,7,31,283,128,17,39,4,21,204,308,18,97,14,38,477,1509,108,929,63,168,2779,2257,482,2373,215,432,5753,571,176,624,88,145,1602,190,66,208,33,76,574,54,29,76,20,37,207,21,7,26,11,3,73,4,0,12,0,0,16,17,0,3,0,3,28,131,28,84,17,31,290,5564,926,4545,493,1006,12529
314,0,0,5,8,41,0,10,3,7,58,48,3,18,0,14,93,43,9,23,4,7,82,237,46,332,20,21,654,643,42,420,21,58,1182,2345,341,2478,195,274,5636,806,224,1216,142,183,2582,183,79,239,55,50,602,40,26,103,23,20,217,22,10,45,7,11,89,7,4,7,0,7,19,9,5,15,0,7,38,104,16,94,7,15,240,4550,806,5002,485,676,11515
315,150,9,21,305,331,46,508,22,66,974,278,75,420,15,74,872,121,16,115,10,9,276,164,26,166,7,25,387,168,29,191,19,25,433,213,26,226,21,22,503,128,21,136,9,12,307,68,8,81,3,3,173,32,7,71,3,3,112,17,4,40,5,0,66,0,5,9,8,0,20,5,0,12,0,0,21,182,23,188,21,25,440,2216,344,2672,168,317,5717
316,6,5,0,37,99,0,26,3,12,144,182,7,40,0,12,241,140,8,31,6,10,198,237,14,65,3,17,343,719,39,279,30,63,1125,2438,127,1377,109,220,4262,2654,337,2383,285,346,6008,1073,283,1264,184,217,3018,420,119,529,94,99,1261,172,60,216,49,33,533,81,25,128,19,19,275,114,36,130,42,25,357,230,18,124,26,40,437,8611,1078,6591,861,1131,18272
317,0,0,0,18,65,6,23,6,0,102,101,8,43,5,8,165,130,8,70,5,6,217,497,36,382,13,41,978,1345,146,1111,67,158,2828,1002,282,1157,122,134,2700,214,95,270,49,47,673,37,18,72,14,10,150,13,9,15,3,3,36,4,7,6,0,0,17,6,0,6,0,0,9,17,0,3,0,0,23,87,11,51,4,14,161,3542,614,3220,290,430,8095
318,20,0,3,72,160,19,113,7,23,326,256,22,161,14,35,477,296,23,151,14,22,501,980,94,785,46,75,1981,1464,154,1066,93,170,2949,1777,253,1543,156,190,3924,374,76,329,57,45,883,85,29,86,19,9,234,30,11,25,4,3,76,5,9,7,0,0,21,3,0,9,0,0,10,3,6,4,0,0,14,143,21,102,15,20,302,5676,727,4442,433,606,11891
319,27,0,10,95,190,15,102,6,22,330,310,20,121,12,32,492,374,20,170,10,30,605,903,75,497,44,99,1620,1849,209,1323,109,247,3731,1191,263,1335,130,213,3132,201,60,219,26,46,548,29,13,43,10,12,111,17,3,14,4,4,40,3,3,3,0,0,15,4,0,3,0,0,5,11,5,5,0,3,21,188,32,134,11,26,385,5383,722,4017,364,746,11231
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,5,0,0,18,89,0,28,0,3,122,228,7,41,6,6,283,168,5,53,4,8,233,582,11,267,28,23,905,1735,83,1020,78,55,2972,2541,210,1567,160,144,4627,1234,163,965,145,87,2595,400,93,435,82,40,1058,124,46,212,42,22,440,66,32,101,30,9,228,24,27,58,16,7,129,50,27,70,23,8,172,112,12,89,16,14,241,7381,718,4914,630,420,14055
402,12,0,3,50,161,6,69,5,9,252,657,19,149,24,49,894,343,19,195,10,50,614,1305,118,1112,82,168,2790,2646,387,2730,204,356,6327,2155,436,2437,276,333,5629,394,135,448,91,94,1153,58,30,79,21,27,213,12,9,11,0,7,37,3,0,7,0,3,22,10,0,0,7,0,20,7,0,18,0,3,31,184,31,159,11,45,429,8002,1193,7437,729,1155,18508
403,0,0,0,23,131,3,20,6,4,165,395,8,62,3,13,488,204,8,74,6,13,303,644,23,277,20,48,1012,1849,130,1242,97,174,3500,2172,290,1950,201,238,4847,671,156,687,109,94,1713,153,60,217,50,31,516,58,35,95,21,7,212,28,10,54,10,0,105,16,4,16,7,0,42,13,3,30,11,0,61,131,17,89,10,24,270,6503,740,4819,560,657,13286
404,6,0,0,38,132,4,32,3,4,176,425,5,69,6,23,529,227,16,111,16,19,379,773,39,499,45,58,1408,1590,118,1024,95,127,2960,2126,216,1402,187,210,4136,781,91,599,103,90,1664,198,48,175,36,22,488,57,21,90,25,16,199,23,10,33,8,3,74,11,0,17,6,3,34,20,4,25,0,0,52,143,11,80,14,26,271,6540,583,4168,541,624,12456
405,6,0,0,26,106,6,58,3,16,184,314,14,131,9,29,493,208,15,122,3,21,371,346,32,280,14,28,700,351,52,318,29,53,810,133,38,180,18,16,388,18,6,31,5,3,60,0,0,3,0,0,9,3,0,5,0,0,3,3,0,3,0,0,9,0,0,0,0,0,0,0,0,5,0,0,3,97,6,61,7,10,182,1630,180,1211,91,187,3298
406,97,3,28,241,203,15,138,6,23,383,420,36,277,13,27,772,191,24,169,11,16,405,281,38,222,17,38,603,321,43,310,24,23,726,143,28,176,20,28,390,35,3,45,5,4,83,3,0,9,0,0,14,0,0,0,0,0,4,5,0,3,0,0,6,0,0,5,0,0,5,0,0,0,0,0,4,97,9,84,0,10,203,1866,209,1597,100,209,3981
407,15,0,0,64,203,9,80,13,19,321,526,29,240,14,45,858,395,38,269,16,43,756,754,82,541,48,88,1509,668,109,598,59,83,1515,279,87,321,29,58,765,45,16,33,10,9,111,16,0,5,3,0,30,5,4,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,3,9,0,5,0,4,12,147,27,108,16,14,306,3140,406,2253,206,379,6382
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,10,0,0,15,78,0,26,3,6,123,193,0,59,5,16,284,220,13,93,5,22,343,338,28,218,15,32,638,723,57,643,45,86,1556,928,167,1113,93,109,2412,320,76,370,47,41,852,54,17,103,12,11,195,17,6,20,0,7,48,8,0,4,0,0,19,4,0,4,0,0,7,3,4,5,0,0,14,120,12,87,12,18,250,3040,378,2774,243,353,6788
502,0,0,0,13,40,0,8,0,3,50,113,3,16,4,3,142,116,3,23,4,0,149,253,11,120,4,29,413,573,47,421,41,59,1145,518,112,596,65,90,1379,154,49,158,33,37,437,42,11,33,11,13,114,13,0,12,4,0,29,6,0,0,0,0,9,0,0,4,0,0,0,5,0,0,0,0,0,55,8,25,3,14,105,1906,250,1431,161,259,4008
503,4,0,0,10,57,0,5,0,0,64,110,0,27,3,0,140,165,5,54,7,0,235,560,13,281,14,7,868,1027,16,302,16,15,1372,2073,31,586,40,21,2756,1522,54,586,49,28,2242,640,43,412,54,30,1184,297,46,331,47,19,743,175,43,223,48,21,500,103,37,200,31,13,390,180,99,369,116,36,802,116,13,56,9,3,203,7051,393,3442,444,205,11535
504,3,0,0,20,62,0,20,5,0,92,191,3,56,3,6,262,138,4,64,3,16,229,392,22,222,20,25,683,1070,85,771,49,94,2072,1677,212,1535,123,235,3785,583,136,641,92,118,1570,133,41,162,22,32,383,35,11,52,8,10,112,16,5,18,3,0,50,7,0,7,0,0,13,11,0,11,4,5,22,106,12,91,7,27,245,4463,529,3652,348,573,9569
505,5,0,0,32,110,0,35,0,10,153,375,10,53,11,10,458,286,11,104,15,16,438,706,49,406,25,34,1217,2362,180,1652,117,148,4459,3875,427,3274,281,356,8211,1606,327,1723,232,279,4169,497,169,721,147,129,1670,189,80,371,85,67,781,97,41,180,56,29,407,31,24,103,25,18,203,35,29,121,20,17,222,240,24,186,27,55,531,10454,1380,8949,1045,1178,23001
506,9,0,0,44,155,3,48,4,18,219,365,19,78,14,23,492,363,16,141,7,20,550,877,60,548,34,64,1589,2688,224,2191,132,212,5448,3946,614,3932,367,383,9246,1418,342,1603,225,194,3785,417,126,416,87,78,1119,143,47,158,31,29,404,61,13,89,13,9,188,23,6,42,7,9,86,40,13,54,13,10,124,297,28,205,35,56,607,10836,1515,9512,971,1095,23931
507,3,6,0,22,98,3,43,0,0,147,278,14,64,5,20,379,268,5,83,0,18,380,586,43,370,30,51,1081,1474,119,1090,80,159,2925,2908,388,2576,244,364,6475,1099,231,1305,170,209,3022,398,139,457,90,77,1160,152,50,211,48,26,491,78,20,108,26,19,253,44,24,54,25,10,157,65,27,88,25,14,220,192,23,143,33,18,405,7676,1094,6612,771,978,17139
509,20,3,3,60,161,7,62,3,15,252,279,17,136,9,18,448,197,21,138,9,18,376,299,30,259,20,23,630,466,67,415,31,53,1027,363,65,387,35,43,896,79,20,103,10,11,225,15,10,19,0,6,45,0,0,4,0,0,6,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,158,17,151,13,10,342,2091,250,1720,140,204,4394
510,251,10,29,444,412,75,673,32,62,1254,226,37,242,11,35,551,158,18,160,11,22,375,221,33,237,14,31,533,270,37,263,18,22,606,303,30,258,16,29,639,282,20,252,14,29,596,197,12,188,6,23,434,128,18,152,14,15,324,76,11,118,11,12,232,60,16,88,6,3,172,58,23,150,8,8,248,272,53,333,32,31,720,3435,541,4298,257,455,8995
511,46,0,10,109,124,7,82,5,5,231,237,14,108,7,16,388,231,5,118,6,15,376,387,26,341,15,38,803,542,68,555,52,60,1273,487,86,515,34,57,1175,156,27,204,9,18,416,58,12,87,5,8,173,16,0,13,4,3,47,5,0,6,0,0,19,0,0,3,0,0,6,8,0,0,0,0,11,164,11,156,5,15,352,2575,287,2337,157,264,5608
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,5,0,0,16,81,5,28,3,9,119,278,10,85,4,17,393,202,9,102,10,17,343,376,37,206,20,44,684,992,67,623,39,104,1824,1897,157,1461,101,162,3778,1187,114,838,64,62,2261,422,53,281,32,41,824,147,15,96,10,10,276,43,7,35,5,3,97,28,0,20,0,0,50,22,0,20,3,0,53,137,12,63,5,14,229,5840,491,3859,301,490,10980
602,6,0,0,21,101,7,53,0,5,169,281,9,86,3,22,399,262,11,116,8,24,432,532,36,371,26,63,1026,793,85,661,56,88,1686,643,97,580,56,58,1438,160,44,161,24,19,404,35,5,31,5,3,86,5,5,11,0,0,30,3,4,3,0,0,6,0,0,0,0,0,0,4,0,0,0,0,3,108,9,71,5,19,210,2978,313,2166,188,308,5951
603,4,0,0,10,16,3,8,3,0,39,42,0,16,4,0,71,51,5,21,3,0,83,75,4,49,0,16,146,113,14,99,8,24,247,87,19,122,9,9,252,26,10,16,5,10,59,5,0,9,0,0,13,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,18,0,4,55,471,65,373,36,65,1010
604,4,0,0,24,84,7,30,4,3,128,237,12,82,12,10,351,218,22,107,12,20,384,509,60,324,35,68,994,540,78,493,40,67,1212,214,63,257,21,33,586,33,6,31,6,4,80,13,5,5,0,0,21,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,3,0,0,0,0,0,5,67,3,50,4,11,142,1971,264,1408,137,212,3996
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,12,0,0,19,103,4,38,5,6,157,110,7,60,11,11,190,98,10,61,5,3,173,534,38,496,14,18,1098,791,62,690,47,44,1621,1283,103,978,61,79,2501,1017,113,803,44,91,2071,592,80,472,57,59,1251,230,33,237,38,34,565,89,11,96,14,16,223,33,4,47,8,6,102,38,16,46,4,0,106,150,19,126,4,23,323,5086,491,4162,307,390,10435
702,587,23,76,1086,315,60,506,16,88,991,205,48,325,12,58,655,120,32,130,13,32,328,177,16,224,13,14,444,164,21,147,6,11,343,322,19,275,13,17,650,229,30,216,15,32,522,101,16,120,9,14,252,42,13,36,6,0,100,19,3,25,3,5,58,12,8,8,0,3,33,8,0,15,3,0,23,291,25,307,15,38,665,3017,529,4112,177,622,8458
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,10,0,0,47,130,11,85,8,5,240,363,25,133,12,33,569,182,10,78,4,17,288,427,40,323,27,39,856,747,64,559,54,38,1457,3083,145,1678,128,119,5157,4004,225,2480,185,169,7062,2078,245,1711,196,139,4375,779,147,755,118,90,1892,268,64,320,52,35,743,116,32,111,22,22,303,138,45,212,33,22,456,258,24,191,17,25,519,12634,1088,8661,863,761,24012
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,10,0,0,19,14,3,9,0,0,32,17,0,9,0,0,30,15,0,3,0,0,23,22,0,28,0,4,59,22,0,16,0,0,38,13,4,16,0,0,30,9,0,10,0,0,16,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,14,0,4,31,162,15,130,6,18,330
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
