SA4_CODE_2021,C11_Neg_Ni_inc_CF_1C,C11_Neg_Ni_inc_CF_2C,C11_Neg_Ni_inc_CF_3C,C11_Neg_Ni_inc_Cou_fa_4mor_c,C11_Neg_Ni_inc_Tot,C11_1_149_CF_1C,C11_1_149_CF_2C,C11_1_149_CF_3C,C11_1_149_CF_4mC,C11_1_149_Tot,C11_150_299_CF_1C,C11_150_299_CF_2C,C11_150_299_CF_3C,C11_150_299_CF_4mC,C11_150_299_Tot,C11_300_399_CF_1C,C11_300_399_CF_2C,C11_300_399_CF_3C,C11_300_399_CF_4mC,C11_300_399_Tot,C11_400_499_CF_1C,C11_400_499_CF_2C,C11_400_499_CF_3C,C11_400_499_CF_4mC,C11_400_499_Tot,C11_500_649_CF_1C,C11_500_649_CF_2C,C11_500_649_CF_3C,C11_500_649_CF_4mC,C11_500_649_Tot,C11_650_799_CF_1C,C11_650_799_CF_2C,C11_650_799_CF_3C,C11_650_799_CF_4mC,C11_650_799_Tot,C11_800_999_CF_1C,C11_800_999_CF_2C,C11_800_999_CF_3C,C11_800_999_CF_4mC,C11_800_999_Tot,C11_1000_1499_CF_1C,C11_1000_1499_CF_2C,C11_1000_1499_CF_3C,C11_1000_1499_CF_4mC,C11_1000_1499_Tot,C11_1500_1999_CF_1C,C11_1500_1999_CF_2C,C11_1500_1999_CF_3C,C11_1500_1999_CF_4mC,C11_1500_1999_Tot,C11_2000_2499_CF_1C,C11_2000_2499_CF_2C,C11_2000_2499_CF_3C,C11_2000_2499_CF_4mC,C11_2000_2499_Tot,C11_2500_2999_CF_1C,C11_2500_2999_CF_2C,C11_2500_2999_CF_3C,C11_2500_2999_CF_4mC,C11_2500_2999_Tot,C11_3000_3999_CF_1C,C11_3000_3999_CF_2C,C11_3000_3999_CF_3C,C11_3000_3999_CF_4mC,C11_3000_3999_Tot,C11_4000more_CF_1C,C11_4000more_CF_2C,C11_4000more_CF_3C,C11_4000more_Cou_fa_4mo_ch,C11_4000more_Tot,C11_Par_inc_st_CF_1C,C11_Par_inc_st_CF_2C,C11_Par_inc_st_CF_3C,C11_Par_inc_st_CF_4mC,C11_Par_inc_st_Tot,C11_All_inc_ns_CF_1Ch,C11_All_inc_ns_CF_2C,C11_All_inc_ns_CF_3C,C11_All_inc_ns_CF_4mC,C11_All_inc_ns_Tot,C11_Tot_CF_1C,C11_Tot_CF_2C,C11_Tot_CF_3C,C11_Tot_CF_4mC,C11_Tot_Tot,C16_Neg_Ni_inc_CF_1C,C16_Neg_Ni_inc_CF_2C,C16_Neg_Ni_inc_CF_3C,C16_Neg_Ni_inc_Cou_fa_4mor_c,C16_Neg_Ni_inc_Tot,C16_1_149_CF_1C,C16_1_149_CF_2C,C16_1_149_CF_3C,C16_1_149_CF_4mC,C16_1_149_Tot,C16_150_299_CF_1C,C16_150_299_CF_2C,C16_150_299_CF_3C,C16_150_299_CF_4mC,C16_150_299_Tot,C16_300_399_CF_1C,C16_300_399_CF_2C,C16_300_399_CF_3C,C16_300_399_CF_4mC,C16_300_399_Tot,C16_400_499_CF_1C,C16_400_499_CF_2C,C16_400_499_CF_3C,C16_400_499_CF_4mC,C16_400_499_Tot,C16_500_649_CF_1C,C16_500_649_CF_2C,C16_500_649_CF_3C,C16_500_649_CF_4mC,C16_500_649_Tot,C16_650_799_CF_1C,C16_650_799_CF_2C,C16_650_799_CF_3C,C16_650_799_CF_4mC,C16_650_799_Tot,C16_800_999_CF_1C,C16_800_999_CF_2C,C16_800_999_CF_3C,C16_800_999_CF_4mC,C16_800_999_Tot,C16_1000_1499_CF_1C,C16_1000_1499_CF_2C,C16_1000_1499_CF_3C,C16_1000_1499_CF_4mC,C16_1000_1499_Tot,C16_1500_1999_CF_1C,C16_1500_1999_CF_2C,C16_1500_1999_CF_3C,C16_1500_1999_CF_4mC,C16_1500_1999_Tot,C16_2000_2499_CF_1C,C16_2000_2499_CF_2C,C16_2000_2499_CF_3C,C16_2000_2499_CF_4mC,C16_2000_2499_Tot,C16_2500_2999_CF_1C,C16_2500_2999_CF_2C,C16_2500_2999_CF_3C,C16_2500_2999_CF_4mC,C16_2500_2999_Tot,C16_3000_3999_CF_1C,C16_3000_3999_CF_2C,C16_3000_3999_CF_3C,C16_3000_3999_CF_4mC,C16_3000_3999_Tot,C16_4000more_CF_1C,C16_4000more_CF_2C,C16_4000more_CF_3C,C16_4000more_Cou_fa_4mo_ch,C16_4000more_Tot,C16_Par_inc_st_CF_1C,C16_Par_inc_st_CF_2C,C16_Par_inc_st_CF_3C,C16_Par_inc_st_CF_4mC,C16_Par_inc_st_Tot,C16_All_inc_ns_CF_1Ch,C16_All_inc_ns_CF_2C,C16_All_inc_ns_CF_3C,C16_All_inc_ns_CF_4mC,C16_All_inc_ns_Tot,C16_Tot_CF_1C,C16_Tot_CF_2C,C16_Tot_CF_3C,C16_Tot_CF_4mC,C16_Tot_Tot,C21_Neg_Ni_inc_CF_1C,C21_Neg_Ni_inc_CF_2C,C21_Neg_Ni_inc_CF_3C,C21_Neg_Ni_inc_Cou_fa_4mor_c,C21_Neg_Ni_inc_Tot,C21_1_149_CF_1C,C21_1_149_CF_2C,C21_1_149_CF_3C,C21_1_149_CF_4mC,C21_1_149_Tot,C21_150_299_CF_1C,C21_150_299_CF_2C,C21_150_299_CF_3C,C21_150_299_CF_4mC,C21_150_299_Tot,C21_300_399_CF_1C,C21_300_399_CF_2C,C21_300_399_CF_3C,C21_300_399_CF_4mC,C21_300_399_Tot,C21_400_499_CF_1C,C21_400_499_CF_2C,C21_400_499_CF_3C,C21_400_499_CF_4mC,C21_400_499_Tot,C21_500_649_CF_1C,C21_500_649_CF_2C,C21_500_649_CF_3C,C21_500_649_CF_4mC,C21_500_649_Tot
111,50,34,9,3,97,18,14,5,0,37,68,45,17,9,132,29,38,12,10,90,89,63,35,19,206,295,192,78,53,620,441,328,129,49,944,707,557,219,90,1568,2292,2106,851,305,5555,2352,2672,1001,293,6316,2035,2450,817,193,5496,1486,2179,848,217,4730,1604,2466,816,164,5053,651,836,371,96,1955,1628,2001,917,300,4848,174,174,75,34,459,13922,16152,6199,1826,38104,38,32,12,10,95,21,23,7,4,56,55,21,5,6,84,19,12,3,5,42,99,57,38,13,203,123,100,47,20,295,324,231,75,34,663,540,414,153,61,1172,2093,1738,622,257,4717,2192,2428,854,283,5759,2290,2730,986,246,6245,1777,2422,827,171,5194,1939,2681,909,214,5733,1288,2121,895,221,4519,1643,1977,708,259,4590,128,153,43,23,350,14585,17149,6171,1818,39727,48,33,10,14,106,15,12,3,0,28,16,17,8,0,44,16,6,5,3,35,49,22,13,7,98,80,58,21,21,181
112,48,29,23,10,99,9,19,7,0,34,75,55,24,3,156,42,42,17,6,115,81,61,21,18,186,358,269,117,53,795,461,403,162,78,1108,670,725,299,101,1789,1962,1964,825,335,5087,1327,1599,647,212,3780,907,1052,445,147,2550,524,668,277,82,1550,450,580,256,77,1363,158,204,84,24,464,1075,1174,601,266,3111,108,108,50,24,298,8256,8950,3847,1436,22495,36,21,16,0,76,11,16,4,0,29,44,20,9,4,78,13,10,9,5,40,89,77,19,18,199,131,106,40,13,289,301,219,86,43,641,433,372,150,72,1024,1682,1594,633,224,4142,1458,1648,632,207,3950,1212,1486,536,174,3414,745,955,389,97,2190,678,937,359,66,2031,437,589,264,76,1373,1020,1135,522,225,2901,88,70,32,19,212,8387,9256,3694,1244,22584,36,19,11,3,72,11,7,7,0,20,27,15,0,0,48,20,13,0,5,42,37,32,11,7,84,76,46,15,10,146
113,36,29,21,12,95,9,22,5,0,39,47,35,25,8,120,34,24,17,8,78,48,40,28,11,133,170,134,70,36,412,252,226,112,59,649,379,350,191,81,1005,1140,1217,687,293,3341,944,1115,600,235,2901,749,941,423,165,2283,372,550,272,108,1311,366,513,279,90,1247,128,150,102,32,414,706,790,518,275,2291,107,90,45,39,273,5485,6239,3389,1469,16576,28,22,7,8,57,9,7,8,3,27,21,14,11,5,50,17,10,0,0,21,51,46,25,8,130,65,55,29,22,162,146,113,69,32,358,239,230,106,59,638,929,860,491,215,2493,903,1067,527,209,2700,869,1054,504,185,2620,613,738,355,92,1801,555,699,356,107,1713,315,417,217,91,1039,651,803,487,241,2178,85,69,36,16,200,5485,6194,3224,1288,16190,28,8,11,5,51,6,3,7,4,21,9,5,7,0,28,10,9,8,0,23,34,17,12,16,80,44,29,14,6,94
114,17,16,4,4,40,0,12,7,0,16,32,39,11,4,78,14,17,11,5,47,34,30,10,8,88,180,120,59,22,376,254,188,89,38,552,381,371,139,77,976,959,1103,493,189,2740,819,872,422,150,2266,539,704,258,89,1601,348,483,228,69,1134,346,452,211,52,1065,127,152,57,19,350,625,768,381,183,1962,68,70,22,16,178,4764,5391,2388,933,13475,19,10,0,3,30,9,12,3,0,20,21,18,5,0,41,11,9,5,4,24,45,34,23,12,112,61,62,23,4,152,165,113,46,27,357,272,194,98,36,598,955,856,384,130,2318,843,880,408,148,2280,742,863,348,110,2064,491,620,219,76,1403,475,580,238,80,1371,300,429,228,60,1018,676,756,361,164,1950,69,52,27,8,148,5155,5469,2413,867,13903,24,13,8,0,46,16,4,0,0,23,13,9,4,0,22,9,4,0,0,15,34,25,5,6,66,31,23,13,8,73
115,52,58,22,8,141,21,20,7,0,46,57,55,21,6,137,25,37,10,4,81,62,56,22,0,143,129,94,34,11,276,179,210,79,24,490,306,354,188,60,908,1096,1276,576,184,3138,1305,1823,733,228,4086,1324,1772,643,183,3930,1376,2664,1046,307,5388,2022,3141,1172,266,6605,1217,2030,756,223,4236,1180,1819,904,327,4227,112,134,49,22,321,10471,15556,6260,1866,34154,52,51,16,10,123,21,16,6,3,47,42,24,4,0,70,23,20,4,3,47,50,49,17,0,110,90,103,32,7,241,155,133,48,17,350,254,265,85,35,638,971,1031,395,126,2518,1228,1495,592,183,3500,1562,2191,757,186,4699,1417,1957,671,190,4232,2091,3334,1176,288,6885,2361,4539,1706,467,9072,1254,1867,831,279,4227,89,131,55,21,295,11649,17202,6390,1821,37065,68,40,25,0,128,19,9,3,3,31,25,14,9,0,52,18,15,3,3,44,52,31,19,3,104,86,60,17,8,169
116,121,87,29,18,260,46,43,31,7,130,140,118,58,41,363,103,89,50,33,272,180,141,78,36,427,408,335,156,114,1011,599,505,272,148,1534,842,889,401,209,2344,2667,2724,1198,622,7213,2569,3042,1157,500,7264,2356,2816,959,324,6456,1502,2208,785,270,4771,1492,2198,724,217,4634,500,826,364,109,1795,1272,1633,839,556,4307,235,229,131,84,678,15038,17886,7224,3300,43452,97,97,33,24,250,37,28,13,13,91,70,54,23,17,173,58,32,21,13,127,179,129,79,36,422,263,213,117,88,678,450,375,185,95,1104,714,676,299,148,1837,2512,2466,1027,488,6486,2730,3113,1127,480,7447,3036,3668,1155,469,8327,2127,2722,876,306,6036,2258,3353,1038,323,6969,1208,2248,822,293,4572,1430,1804,815,510,4564,165,155,82,64,463,17326,21142,7717,3368,49551,103,81,45,34,261,21,21,7,4,55,35,35,11,18,90,47,37,17,6,111,105,66,45,32,250,145,123,76,39,383
117,73,25,6,7,110,22,17,4,0,45,66,36,3,0,113,58,38,17,0,108,93,57,11,4,163,214,138,31,6,385,299,193,59,15,566,413,276,88,30,804,1176,770,199,69,2212,1038,782,172,60,2042,970,782,174,37,1961,1069,993,252,45,2361,1424,1218,285,49,2976,952,825,173,27,1979,788,733,235,79,1833,88,77,21,0,197,8757,6949,1731,428,17872,68,31,13,4,110,19,18,3,3,40,34,31,0,0,62,24,5,5,0,40,85,46,17,3,152,128,70,26,11,232,238,108,41,6,395,308,185,45,15,551,1017,645,139,48,1847,1093,742,166,42,2044,1259,929,167,43,2398,983,882,156,34,2053,1572,1481,309,57,3422,2287,2139,493,71,4991,925,834,273,62,2097,76,47,18,7,151,10112,8207,1878,398,20591,77,49,8,3,137,11,8,0,3,22,25,7,0,0,31,19,8,4,0,33,48,30,12,4,98,79,44,11,3,139
118,71,49,15,4,133,17,11,4,0,32,38,41,15,0,87,32,30,6,0,76,69,50,15,3,136,107,65,21,8,199,203,120,34,16,373,308,249,57,10,623,936,713,196,62,1902,1045,886,257,47,2232,1070,906,284,54,2310,1384,1835,717,133,4077,1713,2294,709,137,4856,1574,2076,713,120,4480,1039,1343,582,157,3121,130,124,44,15,311,9730,10792,3665,766,24953,51,44,8,5,117,6,10,6,0,30,27,19,4,0,46,19,10,0,0,28,41,22,5,0,75,79,50,15,0,144,113,66,14,12,206,215,137,41,8,395,747,512,137,31,1431,880,698,191,55,1830,1115,1019,264,56,2457,999,967,252,43,2258,1792,2059,644,109,4600,3191,4759,1707,296,9960,1172,1545,627,145,3486,87,103,49,9,246,10534,12017,3975,777,27304,45,47,10,4,103,13,3,0,0,15,13,8,3,0,26,15,18,0,0,30,27,12,4,3,39,41,33,8,6,84
119,248,166,73,31,527,129,100,31,25,274,345,245,119,87,798,285,250,124,87,749,497,417,196,125,1233,1034,934,413,267,2646,1452,1283,541,295,3577,1834,1825,779,440,4874,4805,4240,1770,835,11651,3839,3883,1432,587,9748,3168,3319,1078,366,7934,2014,2932,1047,336,6329,2352,3320,1148,314,7143,991,1711,745,198,3641,2600,2986,1502,787,7872,412,390,226,129,1165,26011,28004,11232,4912,70161,253,203,96,55,609,80,74,17,16,188,224,140,66,53,481,182,119,45,22,380,416,398,171,132,1112,697,584,320,186,1790,1174,891,413,275,2753,1567,1399,626,386,3982,4577,4049,1692,891,11207,4228,3822,1450,656,10167,3949,4118,1402,497,9972,2599,3056,990,357,6997,2764,4008,1359,446,8568,2086,3856,1553,415,7906,2717,3024,1433,775,7951,256,280,142,89,769,27770,30022,11779,5246,74823,325,182,115,99,715,68,46,25,12,148,132,73,36,23,260,125,82,41,37,285,239,215,112,75,639,386,349,186,116,1045
120,98,64,18,0,183,23,21,9,0,52,116,51,8,13,181,82,64,20,6,170,130,94,22,9,258,246,176,53,14,487,445,318,75,29,872,549,456,136,37,1177,1676,1258,358,97,3391,1622,1374,399,96,3497,1417,1324,342,85,3167,1588,2006,588,105,4284,2049,2503,695,154,5395,1629,2027,627,149,4428,1325,1524,560,182,3593,149,112,46,17,323,13153,13355,3946,990,31451,110,64,13,8,195,38,27,3,0,66,52,26,16,9,101,36,25,4,0,64,107,76,24,5,207,172,108,37,5,313,300,198,52,16,560,425,302,75,29,830,1561,1070,282,73,2989,1551,1230,327,92,3209,1826,1628,401,82,3927,1381,1342,344,60,3124,2197,2531,612,115,5460,3118,4842,1385,257,9605,1391,1574,524,127,3613,84,80,32,10,206,14351,15111,4128,896,34478,89,45,10,3,143,17,18,4,3,40,32,18,9,0,61,27,21,11,8,63,79,33,8,0,120,108,77,21,3,206
121,122,103,42,3,269,34,31,16,5,89,102,80,14,5,200,41,47,13,4,108,100,76,24,5,198,189,147,39,15,388,312,234,61,11,624,466,390,113,18,988,1534,1341,351,75,3312,1727,1677,525,98,4035,1697,1500,493,107,3798,2751,4495,1879,402,9524,3375,4649,1726,350,10101,3071,4330,1510,302,9220,2022,2759,1327,359,6470,147,178,75,12,409,17696,22043,8206,1771,49725,157,122,24,4,301,20,42,5,0,72,51,46,8,0,104,40,34,19,0,92,108,78,10,10,200,152,128,33,8,316,263,186,60,14,526,390,302,69,11,776,1513,1115,258,69,2947,1713,1554,367,88,3711,2356,2239,583,122,5296,1841,1956,511,84,4389,3483,4179,1259,239,9151,6007,9981,3678,668,20343,2291,2953,1260,338,6840,155,181,57,12,406,20541,25096,8190,1657,55483,140,103,19,7,265,22,38,0,0,60,37,35,3,0,80,35,30,4,5,75,74,50,12,0,130,108,81,13,3,210
122,44,53,8,7,115,16,23,13,0,48,37,39,13,0,91,39,27,10,4,83,50,31,12,3,102,108,70,15,6,202,178,174,52,17,422,342,324,85,10,770,1144,1119,392,95,2744,1325,1493,538,114,3473,1270,1569,536,100,3475,1535,2919,1119,235,5811,1904,3093,1038,183,6216,1329,1990,731,141,4185,1220,1797,846,230,4095,132,143,47,6,331,10685,14864,5459,1165,32169,34,43,20,8,101,14,18,3,0,40,21,21,9,3,50,13,12,0,4,30,44,33,18,0,94,66,32,12,3,116,113,82,33,10,234,186,187,41,8,420,908,782,219,60,1968,1137,1180,405,93,2820,1449,1693,525,105,3778,1305,1696,538,89,3631,1978,3017,1049,190,6231,2626,5584,2105,387,10706,1322,1965,806,213,4303,95,137,37,5,273,11321,16477,5826,1169,34794,29,43,15,4,89,8,3,6,0,18,20,11,0,0,32,18,4,0,0,23,31,21,8,0,55,45,23,10,0,81
123,40,54,31,22,144,22,29,10,10,67,49,63,25,19,159,42,36,24,11,115,84,77,29,28,221,229,213,102,69,613,378,359,155,95,995,542,554,270,152,1513,1782,2001,939,428,5139,1808,2250,965,401,5428,1768,2121,772,300,4958,1125,1598,631,225,3581,1148,1691,600,207,3646,430,699,299,112,1538,1087,1453,697,421,3660,154,176,93,51,470,10689,13373,5649,2540,32250,59,42,17,16,139,16,13,3,5,42,41,28,14,13,97,23,21,7,9,56,86,86,47,27,251,136,136,79,36,390,276,242,117,65,703,461,451,192,99,1204,1779,1713,703,377,4571,1920,2223,927,409,5481,2126,2473,913,363,5867,1495,1904,739,259,4394,1637,2218,856,290,4997,926,1578,719,251,3476,1200,1383,711,437,3730,133,141,57,38,366,12325,14659,6094,2700,35775,75,44,26,14,161,20,7,5,11,48,44,22,5,12,86,16,17,15,0,54,59,54,28,12,156,99,105,44,27,273
124,51,48,15,4,119,22,20,14,0,52,55,43,34,15,151,51,44,20,16,133,68,59,31,13,169,234,168,75,40,523,398,340,157,69,965,651,613,232,109,1610,2150,2215,1084,469,5924,2230,2564,1078,435,6302,2112,2458,945,314,5825,1467,1945,782,287,4486,1428,2018,793,262,4496,522,813,367,134,1834,1332,1737,851,401,4318,179,206,95,48,528,12948,15293,6579,2603,37434,46,44,21,9,114,19,16,7,0,43,26,23,11,0,63,30,9,10,4,56,77,60,24,10,179,128,88,35,31,282,267,168,86,37,560,456,362,139,89,1044,1853,1661,758,337,4600,2071,2358,955,410,5800,2366,2662,1049,374,6454,1857,2163,834,296,5149,1933,2545,998,280,5757,1093,1906,866,327,4190,1322,1584,725,362,3993,165,137,44,24,369,13703,15785,6569,2596,38653,74,41,21,15,150,21,6,0,4,29,22,10,4,6,45,18,18,3,0,35,47,40,7,5,101,74,60,26,16,177
125,206,149,62,46,464,100,56,25,14,198,285,227,94,56,660,222,185,106,49,562,360,319,113,90,880,763,715,388,290,2156,1103,1058,434,278,2871,1412,1336,539,339,3629,3541,3170,1244,716,8661,2940,2916,1013,482,7354,2514,2420,692,261,5883,1780,2131,783,264,4956,1790,2274,710,233,5017,744,1139,424,174,2480,1741,2024,972,685,5427,272,270,160,137,835,19782,20388,7755,4116,52045,236,185,99,66,589,75,53,28,16,173,161,109,55,48,379,129,104,42,33,302,376,367,180,125,1041,552,506,240,171,1466,861,794,386,223,2274,1251,1141,514,303,3214,3840,3233,1272,749,9091,3704,3173,1096,547,8515,3593,3417,983,435,8435,2339,2484,706,253,5778,2564,3086,926,297,6872,1648,2620,913,321,5499,2037,2259,945,676,5917,193,201,121,79,592,23564,23713,8510,4347,60137,247,189,103,79,627,39,24,16,22,100,103,74,44,25,244,104,61,31,18,208,190,184,108,81,568,277,279,135,106,793
126,72,52,17,0,141,19,19,3,0,39,57,37,16,0,114,26,28,17,3,72,81,56,25,3,166,141,105,33,5,287,237,225,45,7,519,319,332,99,19,776,1043,863,286,48,2241,1053,995,309,66,2426,923,929,288,47,2187,1107,1543,562,121,3342,1375,1992,619,115,4103,958,1467,489,108,3027,827,1130,502,123,2579,63,71,30,7,168,8322,9845,3328,673,22172,98,63,13,0,174,30,16,3,3,48,28,25,3,0,58,26,21,4,0,56,62,62,16,0,142,104,104,21,0,236,199,160,47,4,408,269,216,46,21,549,986,797,213,50,2040,1169,973,273,67,2475,1308,1334,320,61,3025,994,1031,281,58,2362,1497,1921,509,104,4026,1807,3234,1107,205,6356,947,1185,446,104,2678,62,77,30,10,177,9588,11227,3327,684,24829,70,49,7,5,128,26,14,0,0,38,29,17,4,0,56,22,10,7,3,40,67,39,13,0,125,90,56,13,5,162
127,157,153,77,54,439,81,68,33,12,196,215,236,125,81,650,155,192,98,53,495,248,247,133,67,705,850,861,498,224,2434,1006,1119,568,259,2962,1244,1395,735,371,3742,3205,3680,1745,742,9362,2555,3158,1310,577,7597,2111,2722,1036,338,6206,1184,1960,766,233,4143,1212,1925,742,242,4123,412,781,375,172,1748,1612,2245,1234,670,5760,305,330,209,107,952,16549,21077,9692,4196,51513,179,161,108,67,514,60,64,30,27,187,120,151,68,41,386,103,92,46,29,274,330,384,213,133,1063,453,482,315,170,1421,846,803,425,255,2336,979,1177,623,333,3118,3128,3327,1656,767,8871,2809,3327,1461,673,8270,2661,3287,1308,499,7749,1799,2471,995,380,5643,1806,2849,1112,385,6142,988,2012,925,334,4267,1703,2258,1212,670,5840,207,257,157,82,707,18170,23099,10651,4848,56773,275,234,168,115,797,32,28,17,18,103,86,99,44,29,255,87,81,61,39,264,239,250,161,100,744,288,306,228,128,940
128,30,35,9,6,76,15,14,9,4,42,36,23,11,4,84,20,28,5,3,49,40,34,9,5,95,105,72,24,12,211,192,139,50,12,393,269,301,97,35,699,1150,1107,438,118,2816,1377,1627,635,142,3791,1486,1770,613,133,4008,1244,2167,945,209,4564,1667,2774,1039,218,5698,871,1437,582,153,3049,1097,1586,836,240,3755,102,118,46,8,273,9710,13238,5355,1306,29613,27,18,13,0,61,10,10,5,0,27,24,16,9,0,46,15,0,0,4,23,36,33,6,4,79,69,50,11,7,147,114,67,18,7,207,207,147,75,16,454,901,729,279,64,1974,1172,1227,463,124,2982,1511,1797,642,134,4082,1336,1926,703,133,4091,1832,2813,1029,195,5866,1781,3470,1460,351,7058,1106,1507,705,193,3516,92,100,44,15,252,10239,13907,5473,1240,30864,41,36,3,6,82,14,9,0,0,18,14,15,10,0,34,8,7,3,0,18,22,22,7,0,50,27,27,16,5,70
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,22,22,8,3,50,14,5,5,0,20,40,21,7,0,74,28,19,5,5,57,37,31,15,5,81,189,135,58,35,412,271,252,117,46,681,401,462,176,63,1102,1201,1320,639,230,3384,889,1132,500,192,2712,675,840,346,107,1971,401,568,279,71,1324,350,447,229,62,1088,109,167,89,26,390,656,679,377,178,1898,82,77,48,19,229,5358,6168,2892,1052,15472,21,20,5,3,51,9,13,7,0,30,23,20,0,4,55,12,10,3,0,24,39,43,19,10,112,95,81,27,14,211,196,139,50,35,413,333,257,100,45,730,1014,1101,467,179,2763,976,1143,491,176,2792,860,1123,414,133,2526,526,745,280,84,1627,477,702,295,72,1538,307,461,243,84,1092,644,738,375,181,1937,60,64,30,11,170,5589,6655,2798,1033,16084,17,14,9,0,37,9,5,0,0,17,17,4,0,0,23,9,5,6,0,19,28,19,4,3,58,46,30,15,7,90
202,7,13,10,3,43,12,11,7,7,32,46,26,9,3,89,29,28,10,3,68,33,34,21,0,92,171,105,56,33,363,274,215,90,48,623,393,361,170,76,1002,1158,1211,584,215,3168,890,1167,484,181,2728,706,872,333,98,2010,401,578,258,99,1340,344,453,212,57,1071,119,138,85,31,380,686,718,386,155,1948,74,56,43,22,197,5356,5995,2761,1033,15144,15,21,9,9,50,14,8,4,0,22,23,6,9,0,33,12,11,0,0,21,56,54,29,6,143,68,61,21,21,169,187,115,57,23,378,301,234,120,45,697,1037,972,451,172,2632,995,1125,497,151,2771,856,1065,427,125,2474,599,770,292,81,1744,532,698,309,64,1608,315,427,202,70,1019,582,709,387,169,1840,58,46,30,12,145,5645,6317,2840,947,15750,21,13,5,3,40,9,6,0,0,18,12,3,3,0,28,9,5,0,0,18,21,13,4,4,41,37,38,3,11,81
203,31,35,12,9,86,12,26,11,0,50,59,42,13,5,124,37,47,16,0,102,60,58,19,8,142,238,162,71,44,520,415,301,111,47,873,562,584,214,82,1444,1884,2134,913,280,5216,1679,2299,901,249,5125,1423,1804,643,165,4039,935,1419,635,177,3168,943,1297,519,125,2880,271,425,194,41,940,1204,1466,750,274,3703,168,163,76,24,429,9923,12269,5118,1540,28840,29,45,16,6,96,21,28,5,5,55,37,22,18,6,81,27,11,7,7,49,106,62,35,13,217,153,96,52,23,319,291,234,80,35,636,452,363,141,53,1019,1730,1626,693,216,4258,1758,2252,881,255,5154,1759,2285,892,212,5147,1184,1714,655,142,3694,1162,1750,640,153,3706,751,1354,603,133,2839,1301,1510,678,265,3755,137,124,58,24,338,10900,13472,5456,1535,31364,51,39,11,3,112,8,11,3,0,26,25,17,8,6,50,20,12,8,4,40,44,29,18,4,94,74,75,23,11,174
204,26,23,10,0,59,15,10,3,5,35,46,36,8,4,93,35,30,9,7,77,49,35,17,8,114,190,150,77,40,462,284,249,111,48,688,373,441,198,70,1081,1308,1469,674,260,3711,986,1319,589,176,3072,819,955,413,97,2282,403,540,257,78,1272,354,459,188,42,1046,115,135,79,19,350,766,915,457,174,2318,89,103,57,16,260,5866,6864,3145,1054,16927,19,17,6,0,45,13,11,3,0,25,12,16,3,0,32,20,11,5,5,33,58,42,18,6,125,86,73,31,13,205,164,127,57,24,378,296,270,121,47,731,1092,1160,502,169,2924,996,1259,566,183,3007,936,1076,495,126,2637,668,836,315,76,1890,534,660,279,44,1521,285,348,164,45,847,765,866,421,202,2256,74,73,29,26,201,6023,6843,3025,964,16859,22,10,3,4,36,14,7,9,6,28,5,10,3,0,25,11,8,6,6,31,26,18,12,3,60,43,32,13,5,93
