SA4_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
201,1427,1272,1109,821,269,37,6322,50,579,887,928,879,800,185,28,4345,957,4299,4496,3607,2653,2217,827,172,19233,548,1965,2407,2666,2453,2022,812,176,13044,2328,5522,4947,5037,4641,3150,1290,328,27240,347,384,308,254,236,197,55,18,1799,120,226,272,349,429,390,157,50,2002,2800,6138,5533,5634,5306,3732,1505,395,31042,34,80,76,102,86,130,90,37,640,1390,1384,1320,1632,1683,2047,1666,922,12038,5870,15738,16149,15849,14173,11755,5357,1777,86664
202,1330,1218,1020,871,309,33,6009,66,594,971,1037,946,751,185,24,4578,829,4027,4458,3731,2636,2366,935,209,19189,494,1812,2188,2478,2469,2166,973,192,12768,1969,5119,4641,4766,4646,3014,1309,333,25786,317,299,303,244,268,200,47,11,1695,130,190,260,368,463,389,180,60,2043,2417,5605,5202,5372,5374,3612,1542,408,29527,12,99,64,89,105,114,92,43,613,1232,1388,1371,1576,1779,1926,1734,1178,12187,5150,14657,15574,15496,14328,11805,5766,2095,84869
203,3453,2428,1938,1430,523,50,14235,143,1505,1875,1695,1510,1290,350,45,8405,2741,11516,10821,7558,5561,4616,1701,377,44883,1476,4605,5361,5492,4774,4191,1850,456,28206,4100,9990,9318,8800,8152,5430,2321,718,48822,544,468,513,420,365,309,95,16,2726,266,427,574,688,740,760,386,112,3954,4905,10887,10399,9909,9259,6508,2796,846,55505,94,160,194,162,200,259,237,79,1390,2274,2581,2436,2353,2456,2994,2700,1660,19450,11923,35364,34535,29593,25701,21292,10157,3513,172072
204,924,848,807,649,160,25,4284,61,523,768,857,870,716,222,19,4036,574,3330,3705,3099,2705,2463,859,207,16944,539,2001,2676,2946,3056,2523,1044,236,15019,2664,5982,5830,6030,6108,4010,1562,382,32563,368,363,307,303,331,242,68,18,1989,177,234,276,480,506,513,261,69,2512,3201,6574,6409,6814,6938,4763,1890,467,37069,30,61,70,97,124,168,108,50,710,1733,1539,1643,1869,2355,2541,2089,1036,14807,6179,14862,16204,16535,16851,13835,6373,2044,92875
205,1280,1166,1218,990,349,44,6317,101,758,999,1066,1187,1138,295,34,5569,1074,5369,5022,4134,4095,3803,1461,255,25215,664,3179,3821,4163,4528,4080,1693,376,22507,3785,10216,9307,9520,10238,7378,3083,711,54250,517,581,590,488,542,418,105,31,3260,188,393,505,622,830,882,361,101,3899,4497,11192,10404,10634,11614,8683,3554,844,61408,57,124,149,145,209,290,229,59,1258,2596,2751,2910,3090,3918,4562,3415,1759,25001,9076,24549,24585,24399,26754,23555,10991,3369,147270
206,21682,11853,8148,4876,1802,284,85020,500,6035,5332,4715,3778,2375,609,70,23417,18149,69565,37619,21958,13978,8788,3310,822,174188,4798,12688,9720,7743,6008,4116,1763,515,47362,4082,11183,6985,5904,5070,2634,1256,473,37577,635,800,501,453,329,235,66,18,3035,422,1070,977,1184,1134,797,395,138,6110,5147,13058,8460,7539,6526,3663,1717,622,46726,374,1054,669,428,354,337,221,78,3525,5067,10962,6634,4600,3930,3236,2603,1635,38661,36247,147531,90124,58829,42718,27393,12023,4021,418891
207,10971,8285,5851,3535,1580,371,41873,152,1525,2326,3005,2773,1881,688,158,12511,7213,19726,19250,17754,12782,8281,4030,1380,90411,2116,4032,4459,5724,5349,4363,2700,1011,29747,2132,3422,2781,3929,3901,2322,1924,758,21176,333,254,238,279,296,185,121,37,1747,227,305,448,827,917,840,562,237,4367,2685,3989,3465,5032,5118,3352,2605,1034,27292,151,295,330,343,370,367,323,141,2324,1839,2553,2127,2034,1785,1994,2135,1801,16267,14927,42636,42936,42171,34035,23774,14057,5890,220426
208,10503,8224,5136,3053,1155,265,37711,168,1728,2816,3609,2913,1948,562,122,13867,5890,20844,22298,20277,13135,8281,3423,1083,95233,1872,4878,6434,8000,6400,4983,2487,928,35988,2446,5540,5400,6597,6232,3839,2126,887,33066,403,313,357,377,399,267,117,31,2260,227,416,751,1170,1263,1037,603,270,5736,3079,6265,6512,8145,7896,5146,2839,1182,41063,95,294,406,430,392,446,303,190,2562,1616,2771,2589,2506,2188,2611,2544,2134,18983,13224,45670,51559,51191,38071,26468,13311,5910,245399
209,10998,5462,3214,1906,685,98,33334,229,2495,3445,3099,2202,1363,359,56,13253,5745,23287,22964,13906,8278,5291,1675,408,81547,2852,9146,10851,9283,6473,4019,1529,379,44540,5554,13054,12296,12034,9825,5567,2561,719,61607,775,731,703,633,554,311,81,18,3809,441,817,1188,1550,1455,1003,402,137,6988,6778,14597,14184,14212,11835,6879,3043,868,72406,186,454,572,396,379,339,198,61,2594,3269,4634,4244,3565,3284,3210,2678,1710,26583,19769,64873,67256,49918,35668,23007,10176,3585,274251
210,6889,2786,1534,803,207,19,19513,237,1807,2129,1694,1111,649,160,19,7805,4225,17179,15159,8272,4839,2637,831,173,53313,2315,7926,8501,6459,4513,2523,919,190,33336,4275,10872,9637,9027,7435,4004,1933,589,47773,598,698,637,494,417,233,65,12,3154,422,817,1021,1163,1017,569,278,79,5360,5302,12386,11288,10681,8867,4805,2279,675,56287,138,389,463,337,269,228,145,52,2020,3223,4858,4217,3295,2831,2392,2086,1290,24201,15877,51388,48644,33526,23969,14040,6615,2428,196473
211,9154,5403,3425,2068,727,130,28044,241,1943,3036,2972,2473,1796,577,80,13119,4709,18690,20795,15046,9805,6918,2700,654,79316,2525,7111,9303,10003,8254,5913,2770,774,46653,5790,12881,12318,13961,12691,7574,3863,1103,70175,799,650,715,628,576,437,157,21,3975,408,618,998,1381,1616,1267,684,242,7224,6997,14147,14037,15969,14881,9282,4704,1361,81379,104,294,380,347,401,468,345,147,2477,2184,2948,3030,3074,3036,3155,3269,2416,23095,17086,51943,59727,52816,42279,29598,15079,5554,274087
212,16497,7433,4094,2125,803,134,48966,431,2945,3618,2919,2080,1317,470,79,13859,10058,35120,31372,18591,11013,6758,2649,782,116337,5302,15828,17642,13445,9390,5644,2574,771,70596,8885,20884,18732,17949,14432,8352,4096,1223,94554,1399,1308,1182,1025,842,479,158,36,6425,744,1484,1862,2215,2006,1330,719,248,10606,11023,23674,21766,21197,17282,10155,4980,1506,111587,359,884,1031,660,574,566,332,147,4545,6408,9748,7704,6082,5358,4909,4393,2794,47383,34756,104904,99626,70313,49792,31472,16206,6201,413270
213,20088,6952,3169,1486,370,39,51105,439,3568,4788,3268,1943,985,206,24,15223,8494,38284,38766,18439,8926,4877,1357,250,119386,4522,16148,17873,12215,7633,3874,1254,260,63781,8268,19987,19055,16566,12758,7163,2708,697,87198,1148,1311,1254,1061,832,425,84,13,6124,715,1531,2138,2258,1821,1099,336,98,9988,10127,22824,22455,19889,15416,8676,3128,807,103319,286,1016,1121,565,510,412,181,35,4123,6930,11855,9912,6631,5285,4602,3258,1895,50375,31907,111598,114998,67953,42882,24917,9756,3314,407319
214,2109,1936,1616,1308,504,98,9337,110,834,1394,1439,1331,1144,361,45,6664,1480,7167,7918,6896,5049,4414,2127,513,35556,1202,4186,5578,5881,4977,4152,2077,555,28609,3372,9176,9093,9504,8664,5746,2917,825,49295,506,437,474,433,451,337,114,28,2787,223,472,653,840,900,888,522,151,4648,4100,10089,10223,10776,10020,6966,3544,1003,56724,66,149,171,188,240,294,263,126,1489,2008,2235,2436,2841,2738,3181,3148,2016,20601,9054,26324,29818,29961,25969,21457,12026,4359,158972
215,529,392,303,200,60,12,2262,47,398,424,485,462,333,92,6,2234,506,2985,2483,1949,1560,1183,434,109,11204,423,1608,1821,2021,2066,1519,587,150,10196,2063,5107,4349,4344,4571,2782,1004,237,24465,314,373,288,242,246,150,57,6,1678,126,194,281,356,350,281,105,29,1721,2504,5677,4918,4947,5168,3210,1163,275,27859,29,90,73,72,79,102,66,35,535,1596,1790,1693,1784,2148,2333,1885,1138,14364,5171,13237,11938,11642,11781,8885,4287,1722,68654
216,549,410,308,189,61,7,2300,30,374,451,468,416,278,77,18,2115,484,2716,2316,1752,1349,1094,366,84,10156,427,1515,1733,1830,1784,1309,573,123,9292,1955,4219,3826,4105,3962,2545,1047,240,21898,281,255,246,214,186,136,40,6,1365,106,189,224,310,333,247,120,29,1565,2344,4666,4298,4635,4476,2923,1206,273,24828,33,72,87,52,80,83,59,24,482,1334,1464,1355,1507,1715,1845,1745,1045,12020,4722,11512,10793,10655,10123,7729,4085,1572,61186
217,573,526,508,419,105,18,2745,45,305,469,490,514,423,99,14,2353,425,2527,2472,2123,1756,1620,539,116,11588,274,1307,1549,1794,1922,1641,640,146,9278,1868,4093,3908,4092,4068,2346,842,208,21430,286,251,232,193,205,142,29,8,1347,86,160,190,303,326,292,123,39,1517,2248,4502,4331,4590,4594,2775,995,249,24291,15,58,50,49,78,91,63,26,432,1051,1022,1122,1238,1516,1764,1464,872,10046,4085,10280,10575,10818,10885,8739,3911,1447,60738
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,3,9,0,0,0,29,0,6,16,3,15,4,0,0,40
299,77,37,26,13,0,0,239,4,20,25,17,21,9,0,0,98,44,280,153,107,71,37,8,0,701,25,95,66,56,79,42,7,0,372,100,227,210,170,141,83,20,0,949,29,26,20,17,13,7,0,0,112,3,13,17,25,11,11,0,0,90,131,270,243,211,161,104,20,0,1148,9,8,8,8,8,0,0,0,37,397,694,879,659,422,207,45,15,3316,608,1458,1448,1099,779,411,85,18,5907
301,2129,2094,1534,886,308,60,8097,82,674,1010,1149,933,600,153,32,4635,1693,5741,7223,6119,4014,2828,1059,239,28913,1233,2848,4527,5064,4138,2619,1063,258,21750,4020,6804,7507,7515,7107,4865,2160,528,40497,862,401,379,335,320,260,72,16,2646,286,364,582,761,832,679,352,80,3930,5166,7571,8461,8610,8251,5800,2588,621,47073,65,91,164,218,198,253,158,51,1198,1080,1263,1483,1606,1589,1703,1562,1223,11516,9373,19218,25001,24858,20660,14692,6887,2491,123175
302,4035,2437,1418,861,283,59,11943,95,1223,1421,1307,894,541,167,37,5683,2600,10984,10688,6938,3899,2299,1013,316,38743,1415,3796,4248,4133,3076,1787,839,276,19574,3421,6415,5638,5134,4299,2643,1273,478,29306,688,412,294,287,213,159,55,15,2117,267,396,504,648,604,463,232,75,3191,4378,7220,6435,6068,5118,3263,1562,571,34617,75,162,203,216,157,146,109,62,1133,1152,1941,1607,1306,1147,1100,1231,1153,10630,9829,28061,28635,22402,15707,10000,5206,2482,122319
303,10180,5526,3289,1647,539,81,30267,222,2148,2478,2175,1466,841,249,46,9620,6722,22955,19966,12448,7228,4383,1591,431,75731,2857,5902,6327,5740,4358,2724,1171,322,29398,4843,7614,6656,6313,5283,3106,1602,516,35928,1096,557,415,344,313,194,81,12,3012,410,523,778,856,843,675,332,107,4515,6348,8699,7845,7518,6440,3977,2008,634,43451,178,396,435,309,297,270,185,63,2128,2351,3674,2850,2139,1886,1637,1465,1104,17106,19190,52264,50074,35861,24954,15473,7204,2675,207698
304,5695,4653,3113,2130,916,187,19843,89,932,1422,1619,1124,790,255,53,6267,3251,8130,10076,8788,5136,3685,1789,448,41311,1283,1726,2639,3251,2609,1908,1022,284,14722,2361,2895,2803,2898,2402,1550,783,271,15961,696,188,165,157,110,105,50,15,1484,199,171,299,455,427,422,268,101,2337,3253,3254,3260,3511,2940,2079,1097,379,19786,91,87,156,176,142,141,117,42,951,940,948,948,823,732,739,805,680,6627,9112,18023,24199,22813,15802,11466,6001,2084,109502
305,8486,6194,4012,2123,659,100,30901,258,2637,2375,2325,1629,873,241,40,10388,8569,26939,16793,12569,7345,4208,1518,315,78266,3000,5446,4388,4312,3318,1886,842,205,23400,3998,6599,4200,3499,3025,1567,681,215,23788,792,510,292,204,186,108,46,8,2156,318,515,530,594,524,433,200,70,3183,5108,7627,5026,4298,3743,2104,934,288,29121,193,442,324,253,208,163,109,46,1731,2655,4775,2939,2149,1696,1367,1025,625,17230,20364,56608,40332,32098,21949,12723,5333,1620,191028
306,1465,1396,1209,757,242,31,6284,54,684,815,966,782,507,126,15,3952,1025,5790,5757,4906,3573,2509,892,160,24607,580,2780,3734,4406,3925,2402,927,173,18923,3712,7693,7893,8279,7742,4855,1835,406,42420,1061,538,509,426,387,214,59,17,3213,263,404,545,664,688,615,227,64,3464,5037,8639,8948,9368,8809,5688,2122,479,49095,72,124,161,199,212,235,128,31,1160,3373,4288,3619,3733,3546,3187,2085,965,24788,10204,23417,24502,24969,22055,15290,6520,1863,128814
307,294,314,308,179,74,14,1448,32,204,239,293,285,183,56,8,1302,551,2045,2040,1661,1268,967,360,81,8979,241,911,1380,1683,1624,1082,413,71,7395,2367,4317,3791,3789,3492,2307,789,152,21002,580,327,267,223,200,143,38,3,1783,161,181,240,405,338,273,107,20,1727,3108,4824,4297,4414,4029,2728,942,177,24519,24,72,60,71,83,96,86,20,505,1628,1703,1490,1787,1940,1760,1462,738,12503,5596,10014,9792,10227,9531,6997,3393,1110,56662
308,929,839,626,316,88,16,3556,71,491,556,664,550,284,66,7,2685,1070,4051,4305,3227,2269,1384,494,108,16908,423,1833,2530,2812,2603,1405,460,104,12169,3857,9110,8871,7725,6851,3748,1276,286,41724,1312,696,504,347,304,165,37,10,3374,286,376,489,554,536,360,161,35,2798,5454,10179,9869,8627,7690,4274,1477,328,47899,49,116,120,144,161,103,68,28,786,2597,3046,3209,3130,3012,2236,1626,860,19710,9712,20404,21505,19443,16903,10002,4286,1453,103706
309,6565,4723,3419,2179,765,106,24289,301,2095,2388,2409,1710,1250,362,54,10569,6031,21139,19392,14368,9227,6745,2692,565,80153,5613,10350,12097,12732,9797,6309,2589,593,60070,10528,18209,18749,19020,16182,10837,5204,1182,99917,1994,1045,855,810,760,606,203,25,6295,954,1210,1781,2093,2081,1866,932,215,11126,13471,20465,21390,21920,19023,13307,6339,1424,117341,255,478,574,549,605,660,455,163,3741,5314,7729,6620,6197,5507,5557,5029,3304,45256,31355,68406,69029,62894,49287,36009,18233,6211,341428
310,3170,1935,1209,615,204,33,9232,149,1047,1292,1121,776,480,135,13,5003,2144,9112,8848,5690,3327,2061,798,181,32168,1886,5434,6023,5492,4165,2231,786,161,26178,7161,13454,11918,10261,8328,4774,1870,400,58169,2016,1091,765,538,414,234,54,6,5129,593,748,1002,1021,915,601,277,56,5218,9771,15295,13690,11825,9657,5615,2203,468,68518,126,209,279,221,217,246,132,37,1460,3461,4019,3538,3047,2643,2289,1832,915,21750,17618,37099,36836,29335,21998,13542,6078,1806,164316
311,2210,1344,841,535,164,37,7009,136,913,963,858,586,369,96,16,3937,1900,7322,7263,4628,2915,2037,715,126,26914,2071,5232,5776,5144,3840,2296,811,158,25320,7319,13304,12099,10743,8624,5346,2062,412,59903,1745,995,761,536,399,264,80,9,4788,590,779,986,1041,932,725,293,75,5417,9652,15075,13855,12319,9945,6334,2425,494,70103,110,211,278,235,217,243,150,44,1492,4004,4709,4134,3509,2685,2529,1910,982,24468,17964,35263,34479,28035,21032,14347,6277,1850,159242
312,652,476,397,228,54,5,2430,49,365,413,449,354,172,42,8,1854,900,3653,3270,2376,1521,911,246,72,12950,380,1596,2161,2366,1937,1032,346,71,9890,2955,7734,7532,6698,5706,3026,1028,173,34858,761,447,395,287,205,115,31,7,2246,232,277,420,469,429,282,115,16,2241,3945,8459,8348,7458,6344,3430,1173,198,39344,58,95,105,114,97,74,69,15,612,2608,4014,3466,3441,3074,1914,1263,567,20352,7975,18759,18408,16679,13716,7754,3201,931,87423
313,913,865,827,725,245,36,4120,74,522,683,723,654,600,180,14,3450,1097,3854,4312,3757,2773,2560,1140,215,19707,1026,3087,3875,4364,3919,2965,1240,241,20721,5089,9038,8994,9023,8054,5868,2704,584,49360,1149,642,530,395,371,320,99,15,3523,412,511,681,823,827,853,371,70,4554,6655,10190,10198,10235,9253,7048,3180,673,57437,76,142,138,163,220,299,183,57,1284,2160,2336,2361,2410,2286,2646,2321,1399,17922,11111,20620,22479,22513,19938,16846,8481,2645,124635
314,2378,1825,1115,602,154,19,7348,114,728,1072,1121,740,414,119,23,4335,1595,6143,7903,5795,3042,1763,643,102,26980,1128,3440,4568,4557,3180,1786,612,123,19393,4316,7663,7353,6731,4933,2840,1147,207,35186,1000,543,355,297,236,163,51,3,2643,350,438,610,741,591,468,190,36,3423,5668,8641,8315,7765,5768,3467,1386,246,41257,58,97,177,203,151,142,103,19,953,1148,1600,1519,1376,994,938,757,452,8781,9760,21849,25931,22647,14990,9109,3774,985,109047
315,294,177,172,70,8,0,984,16,181,191,174,141,57,8,0,774,407,1638,1144,722,594,307,89,8,4909,191,590,754,836,835,344,98,9,3661,1386,3072,2547,2310,1904,888,264,35,12394,422,301,175,170,136,59,9,0,1269,95,146,150,174,162,73,28,4,836,1899,3519,2870,2651,2198,1021,302,37,14502,8,27,27,29,40,20,17,6,171,1505,1753,1452,1500,1526,948,542,169,9395,4043,7954,6726,6087,5514,2757,1065,238,34390
316,2920,2922,2551,2137,787,117,13535,98,868,1503,1812,1730,1383,438,68,7898,2098,9815,11374,10167,7606,6074,2640,573,50344,1505,4421,6482,7884,7332,5705,2548,670,36545,6399,10827,12041,12913,12382,8466,3829,1007,67866,1459,607,536,508,547,481,167,37,4328,539,606,879,1208,1377,1440,688,219,6962,8396,12041,13464,14629,14302,10388,4688,1262,79157,103,170,267,352,418,479,373,126,2290,2598,3216,3403,3637,3523,3674,3512,2322,25878,14889,32535,39413,41393,37470,29829,14985,5130,215644
317,1312,1117,899,580,219,23,5433,77,517,588,615,571,383,130,21,2897,1184,4502,4154,3112,2241,1746,727,170,17841,675,1894,2083,2389,2130,1454,657,160,11442,3424,5822,4843,4364,3896,2397,1029,239,26005,888,493,289,230,154,125,39,4,2211,243,266,303,413,380,350,171,65,2195,4550,6580,5427,5005,4430,2873,1242,310,30416,61,118,90,96,87,107,91,31,675,1365,1433,1220,1171,1157,1184,1150,632,9315,7994,16260,14867,13503,11507,8331,4217,1346,78019
318,1475,1271,982,563,188,21,5809,120,674,813,732,568,366,70,19,3363,1593,5977,5063,4106,2790,1727,673,119,22056,695,2406,2893,3369,2826,1714,603,124,14627,4174,8405,7785,7136,6563,3856,1465,277,39677,1120,603,372,322,249,149,57,6,2885,287,376,435,548,534,393,165,38,2780,5586,9384,8597,8003,7346,4405,1685,330,45337,86,113,91,135,124,136,95,21,813,3423,3361,2882,2825,2471,2001,1454,758,19177,11561,23169,21820,20448,17105,10908,4774,1393,111178
319,768,866,794,685,247,34,4030,53,417,603,745,772,663,181,28,3454,828,3609,4239,3988,3593,2980,1049,221,20503,517,2001,2847,3948,4810,3683,1441,255,19489,4496,8487,8805,9944,11195,9333,3809,715,56779,1438,865,621,606,572,458,142,14,4725,374,433,585,828,1013,1023,444,90,4782,6315,9784,10011,11374,12780,10819,4390,818,66293,71,110,126,165,239,324,234,64,1338,2674,2743,2735,3439,4154,4742,3945,1577,26016,10482,19262,21338,24526,27144,23900,11483,2987,141122
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,10,0,6,0,0,0,0,14,0,0,6,0,0,0,0,0,7,0,0,0,4,0,0,0,0,4,0,10,8,9,0,0,0,0,25,0,0,0,0,0,0,0,0,0,14,34,52,29,8,0,0,0,136,16,45,64,42,5,3,0,0,170
399,85,57,57,46,5,0,369,0,35,21,29,44,33,0,0,168,91,514,200,142,202,146,33,0,1322,45,152,136,156,246,194,29,0,959,161,379,378,331,509,408,59,4,2225,51,34,26,13,30,26,0,0,183,10,29,34,32,59,46,9,0,208,221,439,436,377,593,475,68,8,2617,5,8,6,17,14,10,7,0,72,425,801,750,645,528,371,97,18,3642,799,2066,1632,1417,1684,1277,239,26,9143
401,7010,5141,3899,2910,1226,253,27375,131,1314,1893,2027,1944,1655,513,84,9576,4897,15256,14028,11415,8203,6813,2992,793,64396,1188,3025,4013,4912,4712,4062,1988,602,24494,3427,5420,5171,5663,5497,3553,1699,623,31057,470,434,375,333,314,223,85,27,2272,225,339,476,786,900,851,488,175,4241,4120,6196,6025,6784,6718,4631,2273,829,37570,149,265,283,236,261,283,198,91,1765,1715,2029,1731,1731,1727,1872,1776,1370,13946,12586,34645,34985,32243,27455,22219,10971,4017,179126
402,4851,2118,1183,694,219,44,14510,157,1230,1504,1093,907,638,166,28,5723,3791,13457,11715,6532,4028,2758,1042,254,43572,1410,5623,6705,6296,5358,3501,1228,234,30356,7080,15628,13597,12350,10370,6641,3257,861,69783,1208,1764,1175,805,640,357,96,23,6072,484,772,1054,1228,1151,870,441,137,6143,8775,18166,15823,14386,12164,7873,3793,1023,81996,148,383,388,304,262,267,181,55,1994,3034,3767,3395,3102,2737,2885,2675,1691,23289,17683,47660,44376,33831,26640,18608,9313,3335,201447
403,4761,3350,2567,1874,681,136,17320,101,1214,1738,1796,1680,1307,451,65,8348,3429,12861,12705,9404,6706,5419,2200,561,53281,896,3733,5692,6365,6186,4839,1998,532,30239,5233,10914,10504,10361,9606,6878,3158,1016,57669,982,930,805,584,473,380,133,37,4320,365,560,839,1151,1171,1261,624,212,6179,6578,12397,12147,12091,11250,8523,3919,1261,68168,134,217,251,288,332,361,306,95,1981,1727,2139,2196,2158,2257,2519,2323,1488,16810,13054,36328,39493,35449,30979,24839,11869,4143,196147
404,3614,1823,1260,755,221,55,12261,85,998,1157,993,846,593,130,17,4826,3115,12075,8863,5440,3810,2580,872,246,36997,963,3346,3662,3851,3580,2286,806,267,18766,3154,6542,5836,5957,5618,3436,1659,620,32823,469,554,402,357,285,205,58,14,2345,207,364,498,750,718,603,278,102,3521,3826,7461,6731,7053,6619,4247,1997,736,38688,103,214,210,195,186,179,120,55,1261,1271,1939,1591,1578,1675,1479,1317,809,11659,9625,30320,25830,20937,17977,12110,5471,2190,124458
405,313,291,282,225,71,7,1474,15,151,251,268,348,258,76,3,1372,446,1557,1687,1398,1193,1188,382,88,7945,142,667,1105,1452,1780,1403,507,95,7146,1574,3443,3432,3631,3942,2775,1042,253,20085,269,369,307,232,204,150,33,4,1567,82,151,232,342,362,301,150,35,1653,1925,3961,3967,4209,4510,3220,1224,291,23304,18,31,59,62,95,86,70,22,437,867,779,912,1159,1470,1595,1319,602,8701,3434,7409,8295,8824,9670,7975,3653,1120,50375
406,262,166,136,87,27,4,1053,14,139,146,151,172,122,37,0,787,284,1485,1248,926,662,449,149,35,5231,110,586,758,956,966,635,217,45,4262,1112,2912,2548,2683,2562,1537,594,158,14104,199,327,270,176,158,70,20,3,1219,83,161,176,210,210,159,65,5,1073,1387,3400,2993,3073,2928,1773,683,167,16397,30,56,66,58,53,58,25,13,346,929,1084,1000,1152,1145,1023,775,357,7463,2782,7084,6466,6478,6063,4130,1911,622,35539
407,508,450,489,498,198,28,2716,37,268,357,424,540,578,138,25,2365,541,2646,2767,2375,2114,2178,951,194,13755,251,1241,1688,2359,2768,2724,1050,194,12275,2949,6013,5809,5927,6110,4487,1871,427,33597,496,553,497,422,366,282,75,19,2706,177,266,411,618,630,666,286,81,3127,3622,6832,6716,6965,7111,5433,2228,524,39433,51,99,111,128,145,185,176,53,942,1542,1540,1531,1895,2351,2700,2210,1080,14846,6082,13121,13686,14594,15516,14292,6954,2098,86337
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,3,6,0,0,0,0,9
499,17,13,4,3,0,0,76,0,4,6,3,9,9,0,0,29,12,78,44,30,42,21,3,0,234,5,23,28,26,42,22,4,0,154,50,101,79,84,85,69,9,0,472,19,22,6,0,5,5,0,0,60,0,6,10,8,8,8,0,0,45,69,127,95,94,103,83,9,0,577,3,0,4,8,4,0,0,0,12,77,172,183,149,143,75,13,8,820,173,443,376,325,345,212,26,9,1909
501,743,687,571,502,185,22,3197,29,334,616,676,604,415,113,16,2808,427,2992,4095,3576,2752,2164,821,200,17015,333,1582,2425,2655,2771,2204,893,207,13078,3334,6316,6971,6601,5948,3918,1425,310,34820,1223,606,413,365,306,210,67,18,3205,185,259,441,627,663,550,236,44,3005,4742,7174,7824,7590,6913,4684,1731,372,41031,42,107,157,155,186,241,140,35,1060,1361,1688,1944,2138,2086,2109,1576,823,13730,6968,14335,17803,17478,15883,12322,5457,1669,91922
