SA4_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
502,341,334,304,224,80,15,1505,20,154,228,297,273,219,72,19,1276,348,1336,1567,1432,1158,1063,459,94,7454,319,932,1318,1505,1654,1358,649,153,7875,1802,3442,3383,3504,3477,2686,1343,316,19957,645,290,209,153,169,149,52,10,1677,119,170,245,299,345,341,218,61,1794,2569,3898,3841,3961,3995,3170,1616,383,23430,33,56,88,80,123,165,133,36,716,798,913,1054,1105,1078,1266,1235,757,8204,4107,7478,8445,8709,8575,7455,4238,1441,50461
503,5385,4240,3044,2015,826,223,21570,106,1221,1353,1465,1180,782,283,54,6439,3964,12909,10495,8557,6310,4441,1938,618,49237,981,2299,2328,2305,2434,1934,1126,407,13821,1600,2525,1945,1698,1678,1102,555,237,11352,512,194,135,101,119,79,51,17,1207,120,186,228,366,392,374,220,105,1999,2239,2905,2314,2163,2194,1557,829,355,14556,100,239,226,205,174,227,180,81,1439,1209,2441,1652,1295,1243,1259,1059,752,10916,8993,27456,23756,20224,16578,12227,6241,2498,117968
504,3018,1686,1125,667,227,30,9274,94,984,1248,1094,825,420,139,22,4831,2008,9227,8900,5870,3640,2417,854,170,33085,1226,4118,4827,4321,3551,2288,941,193,21462,4381,9681,8411,7482,6533,3998,1612,372,42467,1436,741,547,436,298,202,59,11,3732,320,472,703,842,868,603,274,74,4146,6128,10890,9663,8762,7700,4801,1949,455,50346,124,243,347,267,289,254,169,53,1752,1723,2788,2590,2329,2066,1657,1455,879,15486,11464,30618,30586,24324,19194,12505,5738,1806,136230
505,7233,4943,3040,1672,568,109,23662,215,2334,3081,2812,2074,1140,333,52,12046,5585,21372,22332,15851,9763,6223,2383,539,84047,2655,8171,10299,10411,8464,5807,2379,620,48810,8202,16736,15921,14609,12890,8096,3498,944,80907,2594,1136,915,767,657,463,161,25,6709,640,899,1415,1941,1732,1359,711,222,8931,11432,18774,18245,17320,15279,9921,4369,1195,96546,239,543,723,720,562,664,422,147,4016,3207,5255,5088,4436,3735,3319,2953,2026,30012,23759,62131,67005,56495,42921,28743,13407,4687,299140
506,8879,4721,2743,1545,539,78,26315,236,1910,2406,1978,1529,926,273,27,9295,5486,21226,20960,12577,7687,5105,1906,470,75407,2985,7978,9200,7642,6331,4327,1896,463,40814,8369,15133,13925,12028,10422,7028,2960,780,70645,2934,1248,853,679,538,335,140,21,6748,530,815,1109,1402,1331,1084,522,177,6967,11833,17200,15890,14107,12291,8442,3618,976,84363,253,579,657,579,504,531,345,114,3564,3790,5900,5284,4289,3726,3205,2898,2125,31217,25058,62135,63278,45892,34798,24081,11477,4257,270971
507,5558,4042,2860,1768,580,107,18885,148,1678,2239,2095,1713,987,279,55,9190,3890,14912,15961,11480,7432,4987,1916,464,61034,1777,5474,7385,7464,6087,4167,1707,499,34559,7043,14189,13042,11974,10095,5894,2683,739,65653,2449,1133,765,633,533,319,115,25,5971,477,668,1008,1366,1355,1041,502,162,6572,9975,15990,14810,13965,11976,7253,3302,925,78202,198,350,497,480,489,468,318,121,2923,2897,4222,4148,3704,3178,2849,2445,1786,25227,19126,46341,50597,43232,33728,22488,10559,3951,230021
509,390,365,412,339,127,16,1969,26,230,318,377,391,305,69,8,1738,386,1897,2319,2111,1835,1392,560,123,10617,216,917,1354,1714,2047,1675,721,142,8791,1913,3905,3745,3869,4092,2806,1010,241,21589,789,379,295,277,259,163,40,8,2222,105,155,224,384,484,441,161,51,2003,2805,4446,4276,4529,4837,3411,1217,287,25812,30,69,98,114,128,178,99,36,745,1442,1619,1741,2129,2360,2292,1622,746,13952,4937,9465,10499,11341,12008,9599,4413,1362,63631
510,511,287,209,71,13,0,1640,23,318,342,240,155,54,5,0,1139,359,2451,1995,1163,670,228,49,4,6925,163,1053,1383,1030,769,255,40,5,4698,1132,4006,3971,2829,1772,529,104,6,14362,460,354,286,148,103,23,0,0,1370,84,179,227,210,160,61,13,0,941,1674,4541,4486,3189,2040,613,122,6,16666,31,64,65,55,47,14,3,0,291,1942,3440,3033,2476,1853,717,234,64,13757,4206,12393,11818,8456,5744,1952,465,84,45117
511,502,353,245,130,31,4,1744,23,251,303,306,242,131,27,7,1300,449,2186,2017,1621,1042,592,232,43,8186,241,1001,1327,1371,1300,804,262,67,6380,1841,4318,3924,3800,3292,1820,619,109,19728,767,422,282,231,180,96,30,0,2013,107,176,233,297,290,208,82,20,1429,2714,4921,4439,4330,3766,2126,735,136,23165,33,69,65,101,91,73,59,21,520,1937,2465,2377,2359,2195,1646,1060,444,14491,5441,11338,11030,10451,8886,5508,2404,724,55784
597,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,4,14,13,8,10,0,0,0,39,0,7,11,4,0,4,0,0,35,8,26,39,15,7,0,0,0,100,4,4,0,0,0,0,0,0,4,0,6,4,0,3,0,0,0,7,10,29,36,21,9,0,0,0,117,0,0,3,4,0,0,0,0,11,22,49,74,49,21,3,0,0,224,38,97,145,92,48,15,0,0,428
599,32,11,25,15,0,0,148,0,15,17,14,15,12,0,0,77,54,221,131,58,60,35,8,0,563,18,79,71,50,77,35,8,0,335,81,191,203,162,158,129,13,0,946,33,22,15,10,7,4,0,0,85,3,11,6,14,23,14,0,0,66,115,224,224,185,195,147,13,0,1105,6,10,0,8,10,6,0,0,32,339,659,809,752,507,257,72,22,3407,529,1270,1293,1073,876,505,105,20,5668
601,3944,2537,1949,1417,504,115,18092,79,1058,1268,1229,1166,875,235,38,5943,2307,10275,7601,5617,4501,3742,1428,403,35878,601,2606,2877,3336,3172,2586,1214,371,16764,2884,7257,6415,5886,5532,3494,1615,449,33534,688,698,491,341,359,202,79,22,2874,226,359,387,486,684,650,304,133,3223,3801,8317,7292,6707,6576,4347,2000,605,39634,80,231,197,162,187,194,168,59,1285,1528,2221,1709,1571,1710,1975,1803,910,13426,8617,32123,24887,21163,19252,15133,7358,2496,131034
602,1054,789,757,603,258,33,5356,33,330,438,457,476,402,129,21,2284,741,3760,3200,2747,2421,1930,712,154,15681,270,1151,1582,1988,2107,1736,769,186,9786,2026,4766,4273,4465,4378,2815,1240,308,24267,502,575,359,283,299,168,51,17,2251,140,235,240,370,424,502,199,67,2177,2666,5576,4874,5116,5102,3480,1492,393,28700,56,106,88,107,114,131,110,35,737,1156,1241,1070,1192,1461,1714,1463,678,9983,4981,13973,12304,12408,12430,9994,4932,1503,72521
603,281,225,329,264,94,13,1427,3,61,91,132,180,158,31,3,658,100,596,797,667,843,713,233,39,3984,55,239,379,549,796,622,227,50,2916,471,1216,1278,1330,1421,898,316,56,6974,118,120,118,84,88,57,18,0,616,30,43,81,103,149,124,66,9,607,622,1375,1478,1510,1660,1080,402,64,8196,9,20,23,28,43,66,34,6,228,391,394,396,455,630,698,431,162,3560,1179,2900,3454,3568,4485,3608,1449,345,20981
604,411,355,378,273,107,10,2305,16,205,230,294,312,243,77,13,1398,363,1898,1796,1456,1444,1225,433,78,8697,159,796,1099,1556,1618,1226,570,137,7157,1721,4216,3711,3912,3983,2477,982,231,21227,456,441,291,270,237,141,38,10,1887,125,177,205,290,440,353,137,42,1758,2306,4829,4208,4463,4658,2973,1154,280,24871,42,68,63,71,74,95,64,17,496,931,968,912,1111,1334,1574,1266,538,8619,3830,9516,8725,9304,9815,7600,3670,1070,53543
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3,0,0,0,0,14
699,5,5,5,5,0,0,31,0,4,5,0,7,0,0,0,20,0,25,15,13,16,8,0,0,84,4,8,3,12,13,12,3,0,52,17,41,38,35,37,16,6,0,180,10,9,4,0,4,0,0,0,34,0,0,0,4,4,0,0,0,7,23,49,43,45,42,16,6,0,221,0,0,0,0,4,5,0,0,8,44,57,54,45,60,73,8,3,342,70,148,130,130,137,108,14,3,760
701,2128,1215,894,468,120,15,7745,57,708,788,711,534,234,53,3,3085,1099,6229,4711,2817,1811,1119,341,58,18186,422,2048,2318,2324,1648,836,272,32,9898,2118,4952,4531,3791,2930,1434,463,79,20299,670,401,271,174,117,79,20,4,1741,157,229,299,360,269,206,88,15,1624,2942,5587,5106,4328,3319,1719,576,91,23662,55,167,146,108,77,83,32,18,680,1712,2690,2287,1993,1532,1071,507,175,11963,6366,20239,17483,13493,9816,5524,1900,397,75220
702,693,377,360,161,37,0,2434,13,250,298,254,218,104,18,0,1156,296,2276,1512,1023,829,384,87,9,6420,168,780,805,838,711,312,81,15,3708,919,2161,1916,1761,1401,631,134,24,8945,275,315,273,221,140,48,9,0,1281,101,220,220,226,169,90,22,4,1055,1293,2691,2414,2206,1711,768,168,25,11276,20,47,41,38,17,18,10,5,187,1776,2183,1663,1488,1358,745,240,60,9514,3587,9016,7413,6222,5203,2487,649,119,34698
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,7,0,0,4,0,0,0,0,0,6,7,3,0,5,3,0,0,0,23,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,4,7,4,8,4,0,0,0,32,0,0,3,0,0,0,0,0,3,6,6,4,6,7,0,0,0,26,9,19,16,10,12,0,0,0,71
799,18,18,10,9,0,0,84,0,14,11,10,13,9,0,0,60,15,112,53,27,29,18,3,0,259,3,31,38,30,35,21,0,0,157,15,62,52,49,78,58,6,0,324,5,15,4,3,3,0,0,0,30,0,4,5,5,9,13,0,0,39,17,81,68,59,92,71,6,0,389,0,0,3,0,5,0,0,0,11,144,269,262,333,262,102,22,0,1400,183,547,451,471,441,228,30,0,2351
801,14809,9912,6691,4209,1740,398,52739,298,3272,3864,3463,2880,2223,733,87,16812,7686,25787,20647,14113,9739,7429,3507,961,89879,1947,6133,7648,7075,5516,3716,1775,553,34370,4401,9475,8035,6899,5411,3250,1731,561,39764,1029,713,526,421,368,300,108,41,3499,364,499,724,973,1136,1143,586,200,5621,5791,10689,9282,8291,6910,4694,2421,803,48890,184,396,415,285,283,285,230,94,2176,3379,4263,3223,2393,2039,2032,1657,1040,20031,19831,64987,59884,45541,34056,24589,12068,3939,264899
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,6,9,8,0,0,0,36,0,0,5,0,4,0,0,0,10,11,23,13,6,11,4,0,0,69,3,9,3,6,4,3,0,0,36,14,15,13,10,13,6,0,0,68,5,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,19,16,20,13,11,6,4,0,78,0,0,0,0,0,0,0,0,4,16,17,35,25,24,17,5,0,136,50,80,77,58,64,24,8,4,368
901,29,22,19,12,6,0,101,0,4,17,15,25,4,0,0,71,13,66,90,72,44,45,14,4,348,13,39,58,56,65,45,20,5,299,54,92,120,130,168,90,24,13,685,25,15,13,15,13,9,0,0,84,3,7,16,12,9,14,7,0,59,83,110,140,152,188,112,32,13,834,0,5,3,6,5,19,4,0,38,93,223,169,143,131,89,64,11,917,203,465,502,459,471,330,133,34,2605
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,4,0,0,3,0,0,0,11
