SA4_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
203,1023,3913,13552,13998,12915,8740,1745,174,14,56071,2801,2836,3366,2376,2280,2890,1946,331,28,18864,382,409,575,563,532,676,304,44,4,3481,69,157,314,264,227,164,77,32,4,1302,4275,7309,17804,17197,15959,12476,4075,578,47,79722,158,370,557,340,414,315,58,0,0,2219,577,273,216,107,92,168,65,8,0,1509,736,647,773,449,506,488,125,8,0,3728,5016,7955,18578,17647,16464,12957,4194,593,47,83455,3997,1502,2182,1808,2287,4862,12305,7909,2636,39491,394,545,1118,906,923,836,891,667,359,6641,9408,10003,21876,20360,19673,18661,17397,9172,3048,129587,311,2403,8373,6947,7758,4769,631,40,4,31235,3758,4128,6791,8726,7650,6631,2014,168,11,39876,557,583,1633,1152,673,809,264,20,0,5689,69,124,261,200,184,131,46,18,14,1044,4689,7238,17065,17023,16262,12339,2955,251,27,77847,78,163,279,220,224,150,13,5,0,1129,538,274,310,289,248,210,60,9,0,1944,618,438,592,512,474,356,77,16,0,3076
204,1016,2361,6204,6498,7055,6038,1748,326,18,31263,1486,822,1238,1071,1283,1935,1466,320,49,9668,214,125,235,288,342,513,230,41,12,2006,71,87,196,173,183,135,89,43,9,986,2786,3397,7877,8025,8873,8620,3539,729,84,43930,100,154,244,163,192,206,45,0,0,1103,187,69,71,45,63,107,50,8,0,597,288,220,321,198,254,314,94,5,0,1704,3065,3619,8200,8227,9127,8934,3634,739,86,45632,2097,598,849,945,1402,3264,8075,5311,1653,24190,349,375,657,681,744,864,834,513,207,5229,5517,4595,9700,9852,11275,13068,12546,6561,1946,75047,389,1347,3369,3577,4650,3416,705,95,5,17553,1856,1389,3127,3987,4124,4260,1513,185,16,20458,326,191,766,422,405,627,218,32,7,2985,103,93,148,120,148,111,63,38,10,835,2673,3023,7415,8104,9326,8411,2496,345,34,41823,40,67,107,99,125,105,6,0,0,547,185,73,113,106,123,152,27,0,0,786,224,141,218,204,251,259,37,0,0,1337
205,1247,3339,9684,9585,10033,8618,2235,325,39,45105,2135,1370,1871,1819,2055,3046,2076,479,46,14898,306,194,412,447,501,852,355,58,8,3127,128,168,324,283,267,238,138,57,10,1605,3811,5060,12301,12141,12855,12754,4799,911,106,64738,206,343,516,366,462,476,79,4,0,2456,303,140,182,102,120,218,82,9,7,1165,512,481,696,473,582,703,164,10,3,3623,4321,5544,12994,12612,13434,13457,4965,924,108,68365,3306,1025,1848,1985,2642,6329,15271,9416,2622,44434,493,505,1089,1182,1250,1388,1428,958,486,8777,8120,7068,15931,15772,17328,21171,21666,11297,3215,121572,471,1974,5178,4790,6101,4459,866,92,9,23936,2923,2375,5268,6331,6663,6856,2211,267,19,32914,432,319,1201,750,625,968,296,36,6,4628,116,131,232,190,235,166,96,37,11,1206,3944,4803,11870,12057,13620,12446,3466,431,43,62688,103,160,253,166,217,187,15,0,0,1095,337,135,248,224,253,278,50,7,3,1536,434,296,502,386,472,463,68,7,0,2633
206,391,6556,48202,34508,22577,13541,3168,384,20,129342,2785,8775,14705,6632,4522,4324,2827,686,51,45306,539,1386,2418,1265,761,705,307,54,12,7457,58,327,987,478,259,161,55,41,10,2380,3770,17052,66309,42879,28120,18732,6368,1170,84,184483,103,816,2028,1260,1056,769,117,11,0,6163,890,1355,1057,350,243,309,131,22,0,4371,993,2174,3086,1614,1294,1077,251,33,0,10532,4764,19222,69395,44488,29419,19808,6619,1202,88,195017,5935,5826,6147,3555,3943,6570,11500,8407,3263,55152,507,1588,4780,2934,2013,1634,1132,797,454,15834,11202,26641,80322,50981,35375,28011,19248,10415,3804,266006,192,6704,45181,24379,17063,9285,1618,102,0,104525,3989,11866,19905,12731,9649,7411,3001,371,21,68945,779,1897,3625,2474,886,863,355,55,7,10943,57,351,783,367,222,148,56,16,10,2004,5020,20814,69497,39943,27824,17704,5032,543,31,186423,80,592,1615,819,636,379,52,7,0,4179,1014,1460,1160,564,512,408,113,4,0,5242,1095,2057,2777,1382,1153,789,163,11,0,9427
207,306,3501,14287,15811,16336,11368,2628,306,12,64547,2902,5282,4451,2877,2793,3283,2509,669,53,24821,513,642,591,452,416,489,258,54,10,3427,45,157,401,242,214,131,44,25,3,1260,3768,9587,19730,19379,19753,15272,5437,1047,82,94056,69,358,702,534,552,463,89,12,0,2782,808,674,354,149,150,205,103,23,0,2475,871,1033,1058,687,704,666,190,32,0,5249,4642,10619,20790,20067,20456,15940,5628,1080,85,99306,7192,2882,2456,1821,2422,4695,9990,9293,4321,45066,278,513,1134,777,753,558,496,476,358,5338,12109,14010,24376,22670,23630,21188,16112,10853,4758,149715,99,2785,11900,10034,10738,6436,1119,74,4,43181,3725,5906,5928,7793,8627,6902,2615,414,26,41945,614,735,1158,1049,589,604,256,51,9,5064,43,149,255,213,161,123,33,26,9,1016,4486,9575,19247,19090,20103,14068,4035,552,50,91205,27,215,426,327,354,216,20,0,0,1587,882,512,374,402,379,321,66,10,0,2949,911,726,801,739,735,533,88,12,0,4534
208,536,3694,16704,20968,21514,13657,3203,306,29,80602,3504,4610,3847,2752,3104,3779,2985,750,76,25408,547,629,673,541,571,639,333,64,7,4009,52,123,369,326,243,142,63,19,5,1346,4641,9055,21591,24584,25438,18224,6585,1141,118,111364,78,341,699,523,686,549,101,0,3,2981,885,480,245,97,119,189,112,18,0,2147,956,821,941,622,802,739,216,22,4,5127,5596,9875,22532,25207,26240,18965,6801,1157,123,116497,6882,2147,1875,1543,2335,4749,11041,8952,3937,43456,291,407,1173,972,886,651,665,566,370,5973,12769,12430,25576,27721,29467,24358,18507,10679,4420,165927,184,2813,13810,12564,14334,7805,1372,82,4,52963,4537,5638,6382,10074,10718,8330,3237,384,25,49324,713,752,1633,1502,758,781,333,55,9,6529,42,124,307,262,225,160,63,28,9,1221,5478,9333,22138,24399,26030,17070,5006,545,49,110029,39,176,442,346,347,237,29,0,0,1610,884,391,296,368,413,337,94,11,0,2790,921,562,740,715,763,569,119,14,0,4399
209,1339,6087,23910,27780,22747,14411,2877,190,18,99370,3583,5202,6468,5013,4205,4100,2245,389,31,31240,506,630,1002,893,768,888,339,59,3,5087,90,324,789,619,399,241,93,24,6,2583,5521,12248,32166,34310,28125,19652,5547,658,58,138284,235,707,1232,978,877,599,86,5,0,4721,1171,636,448,259,203,246,106,10,0,3089,1415,1346,1684,1243,1082,840,190,15,3,7814,6934,13593,33851,35551,29204,20490,5742,670,63,146096,8239,2907,3707,3373,4095,6908,14691,10238,3553,57715,602,866,1947,1693,1355,1109,962,769,452,9753,15777,17366,39505,40614,34656,28513,21396,11676,4066,213566,313,3864,16389,14639,13858,7826,1187,32,0,58112,5028,6670,10659,14024,11718,8692,2357,220,11,59379,720,914,2537,1902,954,1014,332,34,0,8399,74,227,536,370,272,169,70,29,6,1745,6133,11675,30120,30935,26794,17693,3943,327,17,127634,131,364,758,575,485,297,17,0,3,2624,1142,541,664,699,532,398,72,6,3,4057,1270,903,1426,1275,1021,689,86,12,5,6679
210,1050,4869,19253,20123,15174,10258,1808,141,6,72679,2733,4064,5283,4022,3208,2844,1344,229,8,23734,397,405,757,659,605,637,199,39,0,3699,104,302,819,605,374,214,70,13,9,2516,4283,9642,26115,25409,19359,13954,3423,418,25,102630,247,692,1171,903,811,509,61,0,0,4391,919,447,323,243,196,250,70,5,4,2460,1166,1136,1497,1147,1007,760,134,8,4,6851,5447,10775,27611,26561,20366,14713,3560,424,29,109480,6853,2609,3467,3538,3855,6024,10468,7454,2793,47054,645,826,2116,1713,1280,971,642,564,281,9040,12944,14211,33196,31808,25501,21714,14669,8437,3093,165579,258,3005,12047,10232,9279,5454,714,28,0,41022,3511,4723,7843,9229,7557,5414,1382,120,3,39777,504,621,1915,1310,678,681,225,20,0,5956,78,230,479,338,227,146,51,16,0,1566,4344,8577,22288,21106,17742,11698,2369,184,9,88314,144,437,674,506,433,244,13,0,0,2451,915,477,641,614,458,270,50,5,0,3434,1058,917,1321,1117,894,521,61,3,0,5885
211,1598,6596,21072,25366,24033,17029,3484,244,16,99434,4469,4535,4317,3691,3921,4736,3005,591,33,29296,658,553,791,744,804,989,416,81,6,5042,89,219,495,427,347,212,88,18,10,1901,6813,11893,26679,30228,29105,22971,6985,935,65,135672,195,543,762,587,622,566,101,4,0,3385,1115,451,285,141,184,251,122,13,0,2562,1312,997,1051,731,802,818,225,16,3,5946,8121,12890,27722,30961,29903,23785,7220,953,70,141617,7570,2259,2450,2424,3237,6560,16285,12017,3971,56778,437,520,1230,1153,1170,911,829,758,495,7498,16127,15671,31399,34537,34313,31261,24332,13721,4532,205898,437,4028,13795,12879,14382,9149,1405,54,0,56131,5801,6299,9009,13724,13111,10636,3204,306,15,62103,865,819,2328,1654,1081,1150,407,55,0,8359,83,175,407,318,298,199,61,20,8,1565,7188,11322,25536,28582,28873,21129,5070,435,23,128162,107,259,407,420,372,293,22,0,0,1884,1105,431,400,566,459,403,89,8,0,3462,1215,693,810,984,830,695,109,11,0,5343
212,2004,10641,40252,43034,33488,21974,4242,281,19,155928,5859,9239,11572,8148,6486,5888,3038,559,41,50846,674,939,1358,1169,1060,1032,438,69,11,6756,149,625,1689,1125,671,480,129,42,11,4925,8687,21439,54876,53473,41706,29378,7844,957,91,218445,385,1232,2180,1498,1297,1024,164,8,0,7790,2003,1289,739,363,321,427,182,14,5,5349,2387,2522,2920,1867,1622,1449,343,26,4,13145,11075,23968,57797,55335,43325,30833,8188,981,97,231596,14376,6161,6649,5636,6216,10392,21231,15864,5653,92178,1095,1825,4481,3167,2348,1840,1392,1154,574,17881,26552,31952,68929,64140,51892,43062,30810,17994,6328,341651,603,6740,24372,22436,20089,11539,1590,85,7,87468,7801,10855,17103,19435,15507,10904,3060,288,7,84962,906,1240,3543,2247,1339,1207,362,41,6,10895,144,441,965,672,517,289,93,32,19,3177,9453,19282,45987,44794,37452,23939,5104,446,35,186496,243,736,1361,1016,757,483,35,0,0,4634,2054,1194,1143,1133,823,617,116,9,0,7081,2298,1930,2495,2146,1575,1101,148,16,0,11716
213,1643,8834,39329,48368,32104,18932,3297,114,5,152620,5240,8401,12069,8701,6177,5142,2138,281,13,48173,679,863,1675,1544,1175,1056,361,40,3,7408,182,666,1843,1352,702,435,116,20,7,5316,7744,18762,54920,59964,40158,25574,5914,460,27,213524,455,1299,2469,2070,1600,1123,151,7,4,9176,1765,1112,817,456,369,483,150,16,0,5176,2223,2404,3296,2530,1968,1607,301,21,7,14350,9965,21169,58213,62490,42125,27181,6214,485,32,227870,12988,5185,7574,6813,6734,10292,20079,11513,3354,84528,1277,1871,5026,4177,2659,1913,1454,975,431,19774,24223,28223,70814,73482,51521,39381,27746,12961,3818,332176,481,5972,26651,26451,19999,9892,1206,29,0,90673,6912,9183,17119,19424,13963,9348,2102,153,3,78208,981,1247,3672,2849,1407,1200,314,22,0,11689,160,466,1099,770,513,256,74,15,16,3371,8537,16866,48541,49492,35882,20692,3695,219,17,183943,268,800,1909,1422,1125,657,65,0,0,6250,1729,1063,1568,1443,939,710,96,7,0,7560,2004,1862,3471,2867,2068,1365,160,9,0,13809
214,1196,3652,10895,12349,12955,9380,2062,204,10,52701,2601,1941,2015,1913,2384,2985,2123,490,38,16485,392,322,470,468,543,706,313,70,9,3285,88,150,256,259,260,164,69,25,7,1265,4274,6060,13626,14991,16140,13233,4561,787,64,73736,130,300,444,309,386,361,64,0,0,1998,519,164,128,82,98,160,57,3,0,1211,653,465,564,394,485,524,112,7,0,3203,4928,6524,14192,15386,16626,13754,4678,790,64,76941,3814,1044,1335,1560,2210,4406,11762,9080,3074,38276,417,373,941,1009,1156,977,937,783,532,7123,9155,7944,16476,17951,19988,19136,17371,10652,3666,122334,312,1970,6326,6123,7957,5055,849,39,0,28623,3160,3063,5208,7467,7442,6528,2230,213,10,35322,521,508,1406,1081,842,872,297,45,3,5562,89,112,250,208,184,151,58,25,0,1073,4082,5642,13187,14867,16424,12606,3429,322,9,70580,87,157,208,173,215,153,20,0,0,1013,545,166,229,239,235,239,53,0,0,1706,635,320,436,416,449,391,77,4,4,2725
215,733,2080,5748,5195,5502,5353,1499,249,26,26388,1116,646,1120,881,907,1358,997,256,40,7310,103,118,222,179,211,324,144,30,13,1343,51,90,228,157,156,153,70,44,7,943,1998,2935,7318,6408,6768,7189,2706,580,83,35988,85,199,235,170,192,184,22,0,0,1093,136,87,107,62,62,89,31,6,0,585,225,283,344,231,254,277,54,6,3,1677,2223,3213,7655,6637,7027,7468,2759,587,81,37663,1818,607,1096,1115,1458,2826,6193,4237,1557,20902,343,316,808,702,715,813,794,520,256,5263,4384,4144,9561,8461,9196,11104,9746,5336,1897,63831,252,1281,3152,2650,3478,2733,559,63,5,14169,1462,1131,2764,3055,3075,3276,1046,150,10,15960,154,147,581,302,269,413,148,21,10,2049,63,74,138,122,134,105,60,38,5,735,1925,2637,6634,6126,6957,6527,1806,272,24,32912,51,66,123,113,103,82,10,0,0,549,142,73,129,99,89,130,20,0,0,675,195,139,252,205,192,209,32,0,0,1231
216,718,1862,4742,4535,5176,4383,1153,150,16,22744,1052,550,868,765,850,1129,826,197,18,6251,138,82,171,182,219,337,155,21,6,1304,67,66,174,132,137,126,61,26,12,807,1979,2563,5952,5613,6375,5974,2199,397,53,31113,87,140,221,174,177,156,7,3,0,978,169,69,59,56,46,67,28,0,0,496,257,214,284,226,222,226,37,3,0,1468,2237,2781,6240,5834,6594,6199,2237,400,53,32579,1698,533,869,898,1244,2323,5532,4132,1331,18556,299,276,647,556,640,626,614,471,209,4344,4240,3583,7754,7293,8476,9148,8378,5007,1592,55482,221,1064,2662,2419,3150,2293,428,28,0,12266,1397,1118,2432,2800,2832,2874,928,98,8,14490,192,139,483,258,281,357,128,18,0,1865,60,63,117,106,105,87,42,22,10,621,1873,2389,5690,5590,6366,5616,1530,164,18,29240,38,67,95,81,77,60,5,0,0,429,165,71,119,96,82,90,17,3,0,647,202,144,216,175,156,153,25,4,0,1077
217,733,1766,4492,4420,4951,4395,1350,255,22,22371,1111,521,905,776,911,1343,992,231,26,6824,135,77,191,168,253,357,171,40,5,1394,60,59,158,138,127,99,79,39,20,768,2038,2416,5737,5499,6241,6196,2587,561,70,31349,48,91,146,109,127,107,14,0,0,645,111,52,50,48,43,73,27,0,0,406,160,140,200,161,169,177,44,0,0,1049,2198,2559,5937,5660,6414,6369,2627,563,70,32396,1366,338,555,602,984,2168,5351,3471,1168,16011,252,207,453,467,506,516,545,343,171,3463,3816,3103,6951,6722,7902,9056,8525,4387,1413,51875,295,1017,2285,2075,2974,2241,538,70,7,11506,1444,940,2349,2982,3077,3162,1053,146,14,15161,177,135,516,340,303,417,136,13,6,2043,65,44,98,89,74,94,69,35,5,573,1987,2133,5249,5491,6427,5923,1797,263,31,29284,20,44,65,46,77,65,5,0,0,324,120,48,64,81,96,109,14,3,0,539,139,93,128,133,172,175,24,4,0,864
297,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,7,0,0,0,24,0,0,6,16,3,10,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,19,59,201,145,110,77,13,0,0,621,16,38,92,39,43,34,20,0,0,281,0,10,14,12,8,14,4,0,0,74,3,4,12,7,14,5,0,0,0,44,43,104,316,210,182,131,36,7,0,1022,12,25,57,64,50,23,0,0,0,222,8,24,17,13,13,5,0,0,0,78,16,46,75,71,56,28,6,0,0,298,63,152,389,284,241,154,40,7,0,1324,77,73,169,199,220,198,223,62,5,1218,91,124,383,525,461,287,130,22,7,2028,234,345,939,1008,912,644,392,90,15,4576,9,35,126,65,39,33,0,0,0,302,22,59,131,50,42,55,3,0,0,367,3,11,30,12,14,8,4,0,0,85,0,0,9,0,0,0,3,4,0,16,37,109,287,131,99,96,9,6,0,771,7,15,34,19,10,13,5,0,0,105,26,13,18,13,8,9,8,0,0,79,32,23,55,38,14,20,6,0,0,191
301,1001,2995,8013,10926,11426,7922,1460,101,4,43849,2440,1658,1604,1449,1643,1878,1134,175,9,11991,415,384,474,491,566,706,265,26,0,3337,41,90,185,164,170,106,36,6,7,806,3896,5122,10280,13036,13804,10613,2894,307,28,59987,168,307,377,302,338,353,60,5,0,1912,507,153,117,66,59,111,69,6,3,1089,679,458,496,368,398,465,131,10,3,3005,4580,5579,10774,13410,14200,11076,3024,317,28,62995,3072,775,914,1032,1420,3487,8952,5958,1724,27342,205,242,535,561,605,540,491,384,295,3861,7856,6606,12230,15006,16227,15110,12464,6664,2045,94193,286,1813,5151,6690,8021,4898,615,23,0,27507,2906,2073,3598,5483,5132,4238,1242,135,3,24809,755,613,1313,1006,895,886,238,18,5,5728,52,77,161,146,141,97,27,21,5,724,4002,4576,10229,13326,14184,10123,2120,195,11,58771,84,162,181,172,220,152,27,0,4,997,446,113,185,220,163,178,37,0,0,1353,529,278,364,395,386,331,59,0,3,2348
302,502,2839,10617,11985,9815,5824,1071,79,3,42735,1875,1951,2652,1897,1555,1546,795,152,14,12442,416,416,708,585,503,539,199,30,4,3403,42,111,265,208,128,69,25,14,4,857,2835,5311,14248,14677,12004,7986,2085,271,26,59436,130,290,489,351,330,322,48,0,0,1958,422,224,168,91,81,98,50,0,0,1131,546,515,650,441,410,419,101,3,0,3092,3383,5830,14898,15116,12417,8404,2182,269,26,62525,2702,832,1236,1117,1408,2786,6144,4373,1741,22331,177,315,818,658,541,398,335,293,215,3748,6257,6973,16955,16891,14360,11586,8658,4934,1979,88597,224,2204,8085,7429,7051,3980,538,18,0,29527,2336,2668,4465,5280,4158,2941,898,87,3,22836,655,660,1623,1153,767,742,215,20,4,5840,25,99,212,114,75,62,21,12,5,621,3241,5627,14386,13975,12050,7719,1677,140,13,58821,73,163,307,242,205,136,12,0,0,1144,399,194,220,200,181,157,32,6,0,1380,472,357,523,441,391,293,40,6,0,2527
303,747,4505,17727,19501,14889,8811,1622,132,0,67938,2957,4405,5741,3885,2855,2323,1366,242,17,23792,606,911,1174,847,687,692,257,42,0,5214,70,284,578,388,240,140,51,16,5,1760,4376,10103,25220,24617,18665,11966,3284,434,28,98698,168,553,1039,679,588,488,70,0,0,3597,799,572,421,179,149,177,68,4,0,2373,968,1128,1460,864,736,669,140,6,0,5965,5345,11227,26679,25486,19403,12636,3426,440,28,104668,5115,2526,2904,2072,2310,4427,8833,6118,2176,36473,332,680,1628,1135,891,653,505,347,165,6344,10794,14438,31212,28691,22606,17710,12765,6905,2369,147481,321,3696,13510,11878,10244,5586,781,40,0,46047,3565,5161,8074,9098,6557,4438,1390,140,4,38427,962,1316,2184,1724,1079,909,233,22,0,8428,58,202,384,238,170,127,27,9,4,1220,4900,10374,24155,22937,18046,11056,2430,210,16,94128,111,319,630,446,351,211,18,0,0,2098,731,466,527,494,322,246,58,5,0,2851,848,791,1157,940,677,449,74,5,0,4941
304,419,2086,6251,9520,9596,5317,1227,113,5,34535,1892,2285,1623,1338,1258,1271,997,239,16,10909,670,642,500,409,427,403,172,25,0,3251,31,78,126,133,75,48,16,3,0,509,3013,5089,8490,11400,11352,7041,2415,383,27,49208,73,226,347,235,271,246,34,0,0,1426,568,313,152,72,55,86,45,7,0,1303,639,539,504,309,321,329,81,4,0,2728,3653,5629,8990,11704,11674,7371,2497,391,22,51933,3565,1364,1071,725,838,1903,4879,3889,1301,19527,149,310,412,354,328,282,202,159,120,2320,7364,7303,10472,12794,12846,9555,7583,4435,1444,73781,193,1450,4779,5654,6285,3261,565,23,3,22220,2235,2511,2639,4520,4078,2752,1020,140,5,19896,983,857,1006,975,719,575,191,22,0,5337,31,49,102,104,66,32,12,0,0,403,3453,4859,8530,11258,11150,6625,1784,192,10,47854,38,119,167,194,184,86,22,0,0,802,479,246,158,205,165,125,28,3,0,1418,520,365,328,400,348,207,53,3,0,2222
305,379,4668,19108,15992,12940,7473,1567,162,13,62287,2184,4172,5643,2620,1933,1840,1233,312,25,19965,684,1151,1518,747,622,496,166,29,0,5413,37,155,423,203,106,58,20,8,0,1006,3283,10141,26698,19561,15603,9865,2978,516,44,88677,86,400,799,557,511,408,55,3,0,2815,518,551,404,138,106,133,65,3,0,1921,596,955,1209,692,619,538,115,12,0,4728,3879,11096,27900,20251,16222,10399,3094,522,44,93408,3663,2426,2572,1452,1736,2799,5331,3378,1106,24461,287,776,2194,1369,1014,740,517,329,162,7391,7830,14299,32663,23072,18971,13944,8945,4236,1308,125263,241,4690,16373,10357,9353,4922,715,45,5,46701,2733,5618,7567,5728,4576,3382,1199,191,13,31007,1100,1673,2330,1382,909,716,224,18,0,8351,51,176,313,154,95,64,26,3,0,876,4128,12152,26583,17620,14933,9084,2163,257,17,86940,55,288,552,374,307,156,16,0,0,1747,511,542,453,305,212,168,56,3,5,2258,567,829,1008,678,522,329,67,3,5,4006
