SA4_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
119,278,745,18,15547,303,97,136,258,133,326,71,183,219,689,1759,4185,32,8,47,22,21,29,13,12,35,136,457,821,12162,3395,2098,11636,4510,11827,2565,6120,4013,15731,2468,76527
120,87,304,16,15393,245,55,28,158,48,136,32,68,43,176,745,1725,26,3,31,14,8,6,6,0,9,24,115,233,9362,1898,619,7753,2241,5558,763,1966,822,3425,939,35343
121,155,638,31,30941,527,102,36,395,100,336,33,105,53,196,1398,3299,34,13,27,24,11,29,5,9,13,29,160,337,17035,2784,617,14178,3118,10404,837,2742,794,3891,1647,58046
122,91,330,18,18278,382,94,25,385,94,187,36,91,35,154,734,2219,17,9,21,20,8,14,5,3,13,17,79,207,9285,2064,435,10799,2370,5284,782,1697,484,2085,860,36150
123,81,163,17,7439,328,63,57,218,105,203,52,100,85,256,986,2441,16,7,27,25,14,15,3,4,15,34,183,346,8792,1882,1021,8513,2880,6666,1344,2560,1406,4410,1274,40734
124,65,146,12,8542,326,69,52,259,130,192,69,80,58,165,1051,2443,31,3,27,18,16,8,6,6,19,30,141,311,9702,2142,810,9686,3174,6430,1308,2274,1035,3406,1274,41242
125,187,549,18,11985,250,55,87,165,75,254,61,137,164,541,1531,3327,20,4,47,17,5,18,4,8,37,87,445,700,11974,2364,1603,8760,3247,11594,1646,4642,2972,12560,2215,63568
126,63,245,9,10637,189,43,21,138,43,108,31,50,28,118,597,1366,31,5,5,8,6,11,6,8,10,13,95,187,7341,1335,468,5835,1469,4887,544,1548,584,2551,754,27323
127,235,719,8,9790,262,70,109,185,101,288,54,160,161,680,1471,3533,24,8,37,23,17,24,9,15,36,169,398,754,9848,2342,1736,8271,3557,10272,1838,5048,3223,17545,2128,65806
128,77,217,7,12458,291,71,41,269,81,144,51,59,39,132,683,1847,18,3,14,20,17,10,5,3,7,13,77,196,7734,1842,480,9471,2444,4049,939,1520,544,2068,797,31884
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,6,34,0,2735,210,50,17,236,26,126,13,39,22,75,566,1388,11,0,7,20,0,3,0,3,9,16,61,132,3669,951,174,6095,881,2525,290,901,248,1255,664,17656
202,13,21,16,2673,199,54,24,223,26,93,15,44,26,87,533,1333,18,0,18,16,3,3,6,3,7,17,45,144,3601,1068,218,6082,880,2372,332,851,261,1175,628,17477
203,37,86,6,7628,405,96,32,448,69,213,39,84,46,188,973,2584,29,7,30,36,14,16,5,0,9,38,91,282,7538,1998,415,13453,2018,5236,681,1697,428,2406,1142,37007
204,13,22,0,2223,292,68,22,292,42,113,26,67,23,85,690,1722,24,0,15,21,8,11,3,0,8,17,65,178,4370,920,252,6072,929,2291,349,834,243,1126,798,18189
205,36,50,11,3771,344,87,36,455,67,208,54,85,46,211,1097,2678,40,12,37,32,13,16,12,11,11,36,113,321,5528,1601,425,9725,1459,3958,580,1575,470,2347,1300,28962
206,88,279,31,21481,399,77,38,336,57,211,28,85,37,181,1122,2584,44,4,27,35,15,16,9,10,10,26,116,308,12440,2442,432,13781,2664,7364,652,2253,483,3340,1337,47193
207,90,415,16,20229,437,87,40,418,52,280,29,120,40,243,1417,3172,40,7,24,48,13,30,0,12,8,23,116,322,12628,2605,368,13875,1652,7807,549,2796,506,4291,1611,48678
208,92,311,36,24872,597,117,42,622,87,282,44,125,35,163,1139,3241,54,11,38,60,22,32,16,7,15,27,119,397,15164,2602,448,18131,2582,8331,657,2245,464,2974,1362,54958
209,84,275,13,15732,542,118,68,595,109,360,70,161,109,376,1617,4119,62,9,35,62,24,38,13,9,25,72,277,624,15961,3667,651,22060,3404,12368,1093,4138,1052,6763,2084,73257
210,53,271,18,9778,356,80,56,376,76,276,54,155,97,442,1337,3315,40,5,43,56,20,30,13,15,38,98,325,675,11078,2474,507,14671,2501,10738,811,4460,1078,8293,1869,58480
211,67,264,18,16429,666,140,72,772,115,374,68,171,74,295,1479,4225,56,12,52,71,15,32,6,3,19,38,172,470,16196,3514,679,24001,3249,11063,989,3350,777,4643,1776,70230
212,89,447,22,18319,928,185,137,850,162,602,78,302,164,581,3054,7048,79,18,84,99,34,49,6,22,41,84,497,1018,27361,5739,1037,30583,4649,22512,1410,7565,1738,11484,3944,118031
213,109,371,32,20369,729,155,155,636,159,573,80,254,210,545,2989,6484,81,10,59,71,24,36,11,17,35,98,569,1023,27213,5107,1132,28022,4998,23311,1462,7897,2057,11166,3963,116327
214,47,99,13,7100,419,68,36,460,57,223,55,102,39,167,866,2506,38,11,24,47,20,13,8,5,16,29,99,299,7345,1726,437,12183,1954,4934,635,1500,432,2220,1043,34416
215,3,16,8,1542,264,41,23,273,18,95,12,41,14,97,513,1399,23,0,12,32,3,9,4,5,7,21,70,175,3450,660,189,4989,662,1959,234,682,202,1183,640,14844
216,8,30,4,1566,218,33,17,207,29,72,12,50,16,96,423,1186,19,0,22,16,0,7,3,6,4,26,68,171,3165,611,182,4628,624,1724,215,658,193,1256,553,13807
217,10,21,0,1567,213,42,22,231,24,75,19,40,22,63,434,1179,19,0,14,22,3,7,0,6,0,13,39,135,2744,713,187,4813,635,1535,240,518,168,761,502,12805
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,36,71,7,7738,353,53,34,290,46,134,31,45,39,117,1067,2207,29,0,30,29,10,8,0,0,6,14,71,193,8689,1171,383,9039,1923,4022,551,1093,415,1767,1177,30228
302,51,74,8,7493,256,31,23,173,64,109,20,52,23,92,855,1690,13,3,15,25,10,3,8,3,3,7,50,135,7307,1161,313,7743,1847,3974,525,1143,363,1587,945,26900
303,58,186,19,12414,381,56,40,285,68,193,41,88,51,197,1405,2799,10,0,23,19,12,10,10,5,5,22,131,250,12010,2357,525,12590,2530,7345,793,2464,671,3539,1642,46465
304,55,129,14,10235,293,32,12,217,51,109,22,45,27,87,783,1682,13,0,6,14,7,10,0,3,3,10,41,117,7260,996,265,7461,1678,3924,446,1018,313,1380,869,25600
305,70,152,16,13540,269,37,8,203,47,136,13,37,25,53,798,1634,18,3,6,18,8,8,0,3,3,4,42,116,7722,1075,281,7479,1709,4239,382,963,311,1151,883,26205
306,24,40,0,3026,361,54,25,302,56,152,43,83,37,175,1518,2810,32,3,19,17,3,10,6,0,10,27,112,242,5907,1359,273,6682,951,3063,452,1325,397,1832,1694,23928
307,3,14,0,1163,374,28,18,247,27,73,19,30,20,74,900,1803,27,0,10,22,4,8,0,3,6,18,48,144,3164,430,156,3718,481,1715,202,494,160,953,995,12462
308,31,44,9,4091,455,33,30,332,66,159,20,53,26,110,2352,3647,37,0,32,24,8,4,3,3,10,31,113,263,6196,700,310,6791,1096,3584,368,886,362,1397,2532,24219
309,86,241,17,13106,731,160,117,684,192,363,72,167,100,316,2877,5781,69,10,65,65,26,32,6,15,24,43,285,642,16390,4056,968,20167,4186,9973,1581,3884,1282,4998,3343,70835
310,38,81,6,5177,405,63,49,320,77,248,36,123,63,259,1772,3431,33,4,28,22,10,15,3,3,14,43,181,352,10312,1629,578,10084,2531,7428,780,2390,900,3825,2086,42549
311,36,95,4,4836,412,57,61,308,77,263,54,107,68,266,1681,3368,49,0,32,21,7,15,4,0,9,39,222,400,9856,1772,538,9981,2169,7448,755,2622,801,4082,2001,42021
312,34,42,8,3711,361,33,25,279,36,118,19,39,16,85,2245,3260,30,0,15,20,3,11,3,0,9,15,68,186,4847,487,227,5787,813,2670,292,548,274,858,2364,19150
313,37,49,4,3398,319,50,34,258,74,161,34,88,48,203,1318,2586,19,0,20,26,7,12,3,0,10,27,107,228,6046,1143,360,6809,1594,4213,543,1362,584,2488,1491,26633
314,35,48,8,6286,296,38,22,241,64,116,28,51,30,82,1115,2085,13,8,24,11,14,9,4,6,5,7,79,172,7856,1281,364,8565,1969,4576,570,1248,447,1577,1240,29696
315,5,3,4,1061,262,27,16,106,15,79,8,35,16,96,519,1174,13,0,19,0,0,3,0,5,5,23,85,159,2212,225,137,1438,293,1001,92,310,115,924,646,7396
316,64,137,16,7474,456,130,73,501,109,195,60,128,64,208,2488,4401,29,11,38,40,22,22,7,10,15,21,163,366,8572,2857,630,12838,2504,5477,1137,2177,742,2835,2746,42506
317,13,24,3,2502,198,22,18,160,32,95,18,36,12,73,1045,1708,13,0,6,16,0,0,4,0,0,10,44,97,4182,711,152,5121,717,2455,274,791,196,1219,1127,16946
318,27,32,5,3786,355,34,29,240,43,117,19,48,25,110,1974,2986,26,3,18,16,0,5,0,0,5,23,84,187,6780,712,247,6457,1014,3036,337,910,286,1534,2097,23405
319,13,57,8,2277,333,80,48,251,42,162,28,101,46,274,1647,3018,31,0,27,26,11,11,0,9,12,36,115,276,5567,1299,315,6648,860,3646,440,1590,456,3515,1853,26193
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,47,149,15,11366,420,82,18,443,49,185,21,89,31,135,1301,2770,17,4,11,33,9,13,5,0,6,9,47,150,9125,2062,256,12633,1375,5078,477,1742,279,2120,1408,36557
402,36,102,10,5451,467,95,45,497,62,285,49,160,69,338,1906,3969,31,7,25,26,8,19,6,13,9,53,149,348,11105,2676,464,15207,1989,8741,771,3492,714,5694,2218,53070
403,30,95,8,8215,542,86,34,549,68,231,49,100,42,177,1616,3501,14,4,16,27,8,12,6,3,6,23,89,220,9734,2460,376,15280,1867,5666,690,2151,418,3059,1778,43473
404,25,80,7,4776,230,52,13,241,31,104,23,52,22,141,902,1812,13,0,6,20,9,5,0,0,7,15,68,157,5932,1548,199,8431,1188,3574,391,1537,294,2433,1035,26562
405,9,13,3,1086,210,37,13,255,27,71,13,42,14,61,669,1414,12,0,7,15,4,5,0,0,0,21,27,97,2226,513,123,3747,426,1307,167,560,177,886,732,10864
406,8,14,0,911,149,19,15,139,17,36,8,26,6,59,603,1083,11,0,3,3,0,4,5,4,10,24,36,95,1632,321,100,2303,335,972,166,330,100,672,663,7595
407,19,40,4,1634,334,48,17,388,31,100,19,64,21,89,858,1974,19,6,16,17,6,9,3,3,7,15,58,147,3659,1003,214,5931,655,2328,329,938,221,1360,977,17617
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,45,22,3,2830,324,71,26,349,47,144,30,57,28,132,2196,3400,19,0,7,20,4,11,4,5,5,11,66,157,3673,917,242,6590,694,2961,450,833,327,1056,2295,20035
502,35,29,6,1790,120,24,21,148,20,90,15,28,21,83,1559,2126,3,0,6,3,4,0,0,0,4,3,51,81,1819,408,117,2815,378,1717,206,515,250,817,1626,10656
503,50,161,15,10527,183,38,7,249,20,110,9,51,7,61,943,1685,7,0,5,17,5,3,0,3,0,0,32,84,4427,943,111,6512,731,3532,218,807,136,873,1010,19293
504,73,86,9,6221,363,61,41,338,55,217,40,86,46,198,2870,4313,29,4,21,24,6,15,3,0,5,13,124,248,7274,1383,298,10327,1355,5842,505,1598,476,2110,3077,34242
505,131,209,24,18923,831,170,83,889,135,388,69,200,88,332,5628,8821,48,6,67,59,14,27,7,8,20,39,260,537,16010,3232,704,24990,2967,11710,1034,3311,912,4390,6035,75306
506,94,218,25,12641,575,101,68,599,92,391,58,168,80,310,4904,7347,38,9,41,30,16,13,7,7,18,23,192,385,13735,2735,548,18717,2287,12870,885,3395,887,4361,5258,65678
507,139,188,9,13755,613,94,61,568,90,341,59,122,62,242,4909,7159,30,5,18,38,11,15,6,3,18,22,152,313,11651,2081,463,17413,2223,9483,845,2317,812,3106,5158,55548
509,21,24,0,1515,397,49,16,392,32,108,27,42,18,91,1162,2333,9,0,6,16,3,8,4,0,8,12,47,116,2648,574,157,4107,475,1956,202,545,203,770,1246,12872
510,49,7,11,2579,152,17,11,77,23,58,7,18,14,74,709,1170,9,3,6,9,4,0,3,0,4,21,67,128,2301,244,139,2110,435,1304,166,245,181,831,820,8781
511,22,15,5,2055,242,31,19,200,35,81,11,25,16,74,1163,1884,12,5,7,6,3,4,0,3,7,9,53,114,2593,384,139,3233,426,1758,215,400,196,680,1239,11267
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,32,78,3,4482,369,99,25,327,46,145,22,67,17,143,867,2143,3,0,5,14,0,0,5,0,6,18,58,107,5556,1888,251,8615,1082,3214,407,1435,276,1972,966,25680
602,8,18,3,1697,179,47,9,254,33,84,18,31,16,108,587,1366,5,0,5,4,0,7,0,0,4,15,39,80,2863,853,137,5009,581,2059,226,865,190,1308,659,14752
603,4,9,0,292,63,15,6,95,8,39,10,29,11,43,154,474,0,0,4,5,0,0,0,0,0,5,18,30,649,307,62,1194,156,561,79,284,85,417,176,3981
604,10,15,3,1049,170,22,15,203,25,70,18,40,24,64,616,1261,10,3,7,6,3,0,4,0,0,11,25,72,2046,497,135,3661,469,1538,226,622,166,1003,673,11038
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,36,52,5,3752,311,21,18,109,39,86,17,25,20,56,1321,2020,7,0,16,9,3,0,0,0,9,7,51,102,5479,564,193,3402,809,2149,217,521,197,739,1408,15671
702,7,9,0,931,143,18,11,49,12,63,11,53,18,246,388,1007,10,3,10,0,0,6,0,4,8,47,104,195,1909,295,125,1134,243,1010,66,547,133,2677,559,8698
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,86,337,10,21685,652,50,43,330,75,203,29,74,39,145,1373,3019,38,0,15,11,11,12,0,3,10,16,90,201,19300,2243,621,14769,2941,6975,728,1936,457,2749,1545,54271
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,0,0,0,52,11,0,0,9,0,0,0,0,0,0,23,54,0,0,0,0,0,0,0,0,0,0,7,8,117,26,14,109,14,47,5,23,6,18,26,413
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
