SA4_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
699,0,0,0,0,0,0,0,3,0,12,0,0,4,8,0,3,0,8,0,33,9,18,11,6,7,5,10,12,5,79,4,10,11,7,3,9,9,11,4,69,0,8,9,13,6,0,16,11,3,63,7,5,3,3,9,3,5,5,3,42,0,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,50,48,39,27,21,37,50,11,309
701,63,70,447,684,271,1114,135,678,86,3549,322,736,1148,1624,905,740,331,580,156,6544,1845,5013,3076,3420,2703,1216,958,1367,386,19994,2595,4367,2587,2356,2418,790,811,1108,318,17350,2562,3136,1965,1682,2215,650,846,1062,247,14362,1773,2137,1234,935,1583,499,721,768,169,9815,472,665,309,227,423,176,186,219,62,2731,57,58,20,10,41,22,17,17,12,265,7,3,0,0,7,0,0,0,7,22,9679,16185,10791,10944,10565,5211,4011,5798,1448,74631
702,22,69,159,305,101,328,36,312,67,1396,96,426,379,577,246,196,87,407,94,2505,800,2138,1104,1689,863,450,313,780,238,8375,994,1786,873,1315,760,269,333,556,192,7076,1028,1322,690,1056,737,206,325,527,143,6036,852,1154,546,686,598,183,304,438,110,4869,279,341,160,150,164,66,100,130,35,1422,36,29,13,9,25,5,13,13,10,150,0,0,0,0,0,0,0,0,0,9,4104,7270,3915,5789,3492,1715,1507,3160,888,31846
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,3,0,0,0,10,0,16,0,7,4,0,0,0,0,0,0,10,0,0,4,0,0,0,0,6,0,10,0,3,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,5,0,0,4,26,0,56
799,0,0,0,7,0,0,0,5,0,13,0,10,6,9,0,0,0,12,0,34,13,34,13,22,10,8,10,52,9,175,20,34,13,12,10,3,0,18,4,126,9,19,9,5,12,3,10,18,5,84,7,11,3,5,8,7,3,7,4,53,0,6,4,0,3,0,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,107,49,62,46,19,31,107,22,500
801,539,559,1180,3408,821,3999,299,1865,163,12850,1910,5395,3360,5520,4214,3189,578,1588,520,26280,8739,23166,7496,6997,8794,3361,1598,3298,1491,64941,13622,21843,5176,4733,8105,1653,1107,2171,1336,59743,12213,15391,3719,3575,7673,1365,1066,1614,1020,47644,6059,8842,2263,2252,5157,1113,989,1352,536,28573,1118,2594,577,570,1227,424,351,413,149,7416,137,301,71,43,138,71,29,52,31,871,16,24,5,0,7,10,0,11,11,80,44363,78121,23848,27111,36128,15185,6002,12362,5261,248388
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,3,0,0,6,0,12,0,5,0,22,3,4,9,13,4,6,0,3,0,36,4,17,8,5,11,9,3,0,0,59,5,13,7,3,0,0,0,11,0,38,4,7,3,0,0,6,0,0,0,32,7,11,0,4,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,51,25,30,27,21,5,19,0,216
901,3,0,17,49,3,12,4,15,4,110,8,19,27,33,17,6,6,23,0,132,34,56,69,64,40,12,18,35,4,330,78,57,65,60,61,23,26,45,9,425,88,70,78,57,64,24,24,50,7,461,104,65,101,44,72,34,27,58,11,510,29,27,42,15,25,19,30,33,9,227,11,5,4,6,3,3,0,6,3,41,4,0,0,0,0,0,0,0,0,4,364,299,391,333,279,135,135,270,43,2243
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3
