SA4_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
216,95,56,601,534,130,1357,65,923,85,3854,299,500,1150,841,378,617,237,838,89,4957,1249,2487,2115,1470,994,734,645,1726,220,11645,1896,2222,1567,1267,1172,667,685,1512,210,11201,2371,1946,1492,1479,1564,884,1053,1735,218,12742,2205,1614,1247,1256,1497,773,1120,1660,210,11588,1007,540,300,300,440,216,348,475,92,3729,263,44,30,12,43,26,30,63,46,559,47,0,0,3,0,4,0,0,20,78,9437,9414,8512,7155,6226,5278,4191,8934,1200,60348
217,133,33,558,552,119,1329,109,1094,99,4021,337,357,920,771,307,565,267,941,76,4552,1288,2212,1944,1387,806,723,639,1799,198,10987,1969,2289,1613,1217,1074,625,699,1346,170,10988,2573,2127,1500,1523,1460,790,968,1509,229,12667,2543,1866,1209,1381,1385,750,1171,1616,182,12116,1591,586,315,305,427,234,302,502,120,4383,483,61,30,18,45,31,31,70,54,822,55,3,6,0,5,3,6,10,22,104,10973,9526,8086,7153,5622,5056,4191,8885,1148,60640
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,15
299,4,0,17,14,4,26,9,10,0,82,7,18,32,45,16,30,15,35,3,217,41,143,83,80,47,36,45,117,14,600,45,89,48,24,29,16,21,53,13,341,34,40,37,32,18,15,38,60,6,277,30,39,28,27,24,10,31,29,5,227,4,7,10,4,3,4,5,6,3,47,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,174,334,250,227,143,129,177,308,49,1797
301,127,138,976,1495,350,2590,429,1692,108,7899,388,1225,1895,1750,1160,1405,588,1140,159,9696,2239,4933,3875,2227,2900,1337,1127,1512,357,20506,4527,6785,3763,2395,4050,1355,1403,1617,467,26362,5292,6298,3447,2677,4591,1707,1614,1934,430,27994,3267,4000,2564,2086,3858,1449,1490,1761,260,20735,724,997,577,405,850,449,426,507,80,5011,91,105,36,18,81,55,19,63,32,501,12,3,4,0,0,3,0,0,15,38,16662,24484,17139,13054,17851,10343,7091,10219,1912,118757
302,96,157,496,1178,312,2169,264,1345,52,6073,504,1791,1527,2196,1450,1620,615,1064,181,10940,3008,9226,3888,3301,3768,1832,1319,1742,545,28630,4841,9737,3198,2427,3939,1295,1218,1452,546,28653,4135,6872,2495,2320,4023,1273,1108,1459,374,24053,2149,3709,1732,1566,2960,984,975,1374,252,15704,475,876,393,333,705,266,280,376,47,3755,61,85,35,31,64,40,26,46,28,415,3,9,0,0,0,3,0,4,8,34,15273,32464,13766,13350,17219,9478,5803,8857,2034,118257
303,147,337,707,1797,527,3241,428,1957,138,9276,899,4155,2283,3761,2674,3059,1114,2094,433,20477,4717,17845,5774,5052,5797,3197,2554,3487,958,49379,7723,17475,4828,3734,6013,2279,2078,2528,899,47560,6446,11641,3613,3231,5341,1844,1702,2289,612,36713,3410,6469,2433,1952,3851,1308,1369,1911,327,23024,760,1623,484,407,945,445,408,558,91,5714,128,181,39,30,85,47,30,79,38,650,7,11,0,0,11,3,3,0,12,41,24243,59730,20149,19961,25237,15430,9675,14903,3503,192826
304,91,372,443,1533,439,2043,278,1201,66,6461,434,2184,936,2193,1352,1475,407,870,106,9951,1863,7005,1911,1864,1929,951,462,788,232,17017,4348,10075,1862,1619,2569,803,439,616,320,22654,5052,8879,1627,1649,3008,875,454,675,284,22507,2575,5260,1068,1001,1960,684,404,554,157,13664,676,1638,279,225,682,264,147,230,68,4201,114,222,32,16,81,43,18,29,17,574,8,8,3,0,7,0,0,4,4,33,15162,35640,8161,10108,12020,7136,2621,4970,1255,97063
305,124,395,411,1999,579,2199,288,1350,70,7408,1146,5719,1937,4501,3345,2985,690,1623,352,22296,5992,22415,5123,5389,6020,2999,1391,3134,814,53277,7777,15997,2757,2266,4091,1562,758,1358,603,37171,7692,12138,1808,1774,3899,1369,558,870,427,30532,4207,7250,1123,1099,2790,1048,476,690,269,18953,957,1984,279,251,793,348,183,274,78,5142,178,266,33,25,101,92,16,26,37,771,18,11,0,0,4,9,0,0,12,58,28098,66171,13478,17308,21633,12606,4351,9320,2664,175617
306,115,112,988,1156,294,2493,201,1582,169,7116,394,904,1725,1620,716,1078,398,1315,173,8321,1966,4734,4008,3618,2176,1476,1072,2757,405,22216,3181,5218,3595,3442,2865,1405,1347,2367,415,23827,3805,5055,3411,3641,3359,1778,1754,2643,465,25903,2948,3766,2584,2537,2878,1650,1747,2479,378,20977,1177,1213,672,527,791,539,546,704,156,6334,293,124,52,40,103,75,51,98,58,893,30,9,5,5,4,3,3,9,17,75,13918,21132,17041,16585,13186,10495,7120,13955,2231,115668
307,94,41,740,596,145,1029,158,960,101,3854,270,480,1006,588,366,474,309,985,81,4555,1273,1517,1818,991,1032,647,871,1794,190,10130,1921,1564,1496,1078,1305,555,884,1431,183,10407,2569,1534,1322,1275,1482,749,1217,1567,201,11917,2508,1246,1087,1067,1307,577,1297,1545,206,10844,1560,387,322,230,366,174,407,502,99,4037,612,38,41,19,51,32,43,90,62,991,73,4,0,0,3,3,0,9,18,112,10878,6803,7833,5835,6049,4246,5195,8887,1130,56863
308,104,76,1164,1165,314,2430,270,1760,150,7427,344,1012,1922,1530,842,1034,824,1379,146,9034,1689,3880,4454,2582,2285,1312,2310,2312,452,21276,2506,4041,4162,2386,2558,1136,2654,2305,477,22226,2943,3414,3454,2394,2760,1232,2871,2285,434,21781,2445,2491,2560,1795,2267,1057,2719,2069,304,17709,1013,609,547,329,493,244,579,509,100,4421,315,61,36,14,63,26,37,68,43,657,31,0,0,0,6,0,5,5,12,59,11379,15592,18302,12192,11589,8472,12265,12690,2125,104599
309,258,427,1801,3671,800,6480,684,3978,363,18467,1347,3830,4667,5946,3005,4788,1335,3266,605,28794,7187,16371,11360,9020,7284,5335,3232,5574,1462,66822,11137,16999,10275,7456,8543,4580,3087,4768,1428,68281,11187,14127,8857,7574,9692,5172,3512,5155,1279,66558,7058,8729,5993,5275,7541,4217,3103,4546,806,47279,2275,2892,1502,1098,2279,1583,997,1347,297,14272,396,323,125,84,256,253,121,170,106,1836,29,20,6,0,18,11,0,8,36,143,40884,63720,44593,40138,39422,32417,16076,28819,6389,312444
310,174,177,1077,1452,457,3453,478,2477,192,9944,704,1531,2693,2730,1819,2065,1502,2450,344,15842,3119,7377,6278,5483,4950,2701,3536,3789,867,38113,4574,8161,5196,4851,5147,1960,3451,3489,803,37630,4351,5762,4162,4302,4844,1850,3453,3734,610,33072,2669,3436,2850,2842,3541,1286,2794,2917,414,22752,693,775,567,530,718,301,576,572,111,4836,184,68,29,22,50,29,56,58,38,549,19,5,0,0,9,7,6,0,10,45,16504,27294,22860,22223,21535,13663,15847,19484,3395,162797
311,162,137,1236,1262,481,3105,597,2371,203,9551,613,1339,2842,2511,1708,2028,1597,2471,370,15481,2997,5861,6465,4362,4639,2511,4032,4045,912,35817,4188,6372,5621,4108,5155,2054,3682,3638,844,35654,4040,4631,4620,3840,4984,1919,3763,3693,687,32187,2477,2832,3188,2539,3737,1486,3156,2990,403,22806,696,776,739,501,872,395,681,656,129,5437,86,64,53,23,63,30,45,49,33,449,6,0,0,0,0,4,0,0,12,32,15259,22020,24763,19147,21641,13523,17552,19917,3581,157407
312,81,64,1062,891,256,1812,238,1255,108,5772,285,871,1939,1109,675,700,774,1134,144,7625,1335,3159,4283,1901,1830,1072,2142,2060,371,18161,2276,3063,3800,1769,2236,1009,2568,1584,410,18717,2562,2573,3038,1755,2303,1101,2980,1759,398,18467,1975,1730,2227,1225,1793,1012,2538,1736,281,14517,723,498,444,282,429,261,594,458,91,3777,177,47,34,21,44,23,33,47,38,460,25,0,0,0,5,0,3,3,12,50,9443,12006,16821,8948,9568,6999,11869,10037,1860,87547
313,103,84,972,1298,283,2462,336,1879,157,7569,455,746,2025,1807,989,1376,672,1690,208,9965,1863,3138,4106,2890,2548,1552,1518,3083,462,21165,2864,4043,3662,2972,3243,1414,1812,2464,468,22944,3400,3973,3522,3291,3829,1641,2212,2593,456,24908,2285,2829,2409,2587,2952,1490,1988,2244,329,19121,645,828,575,485,731,341,519,546,92,4761,120,70,32,31,57,44,35,58,32,472,12,10,0,0,0,0,6,6,16,49,11748,15720,17297,15357,14637,10317,9095,14555,2223,110957
314,106,118,810,1310,348,2545,336,1576,101,7257,483,1159,1766,2040,1229,1496,582,1111,162,10021,2260,5268,3993,3129,3332,1610,1542,1665,456,23267,4005,7182,3625,2983,3981,1372,1459,1545,453,26620,4215,6123,3033,2707,4205,1449,1408,1605,395,25146,2151,3188,1865,1675,2798,1036,1108,1217,207,15236,419,633,331,321,635,254,266,319,58,3245,54,48,27,17,53,21,30,45,11,311,5,0,0,0,0,0,0,5,3,13,13699,23723,15456,14185,16587,9795,6727,9086,1856,111110
315,32,45,283,242,103,403,79,539,78,1802,122,461,559,443,303,234,285,665,102,3167,751,1605,1335,950,789,328,829,990,203,7779,1141,1125,1074,737,756,276,742,693,179,6735,1315,841,929,723,793,275,826,770,187,6655,1209,777,749,525,666,247,746,770,128,5821,526,187,188,142,189,90,211,247,68,1843,171,15,19,12,24,15,22,39,23,333,7,0,0,4,0,0,0,0,3,21,5286,5058,5143,3768,3621,1865,3726,4710,976,34149
316,198,224,1649,2762,469,4062,409,2953,194,12928,671,1437,2920,3143,1346,2237,636,2004,268,14666,3187,7715,6312,4670,3390,2436,1463,2906,600,32688,5808,10138,6208,4368,4535,2249,1627,2838,708,38478,6840,10196,5728,5087,5762,3031,2053,3240,726,42667,4861,6880,4101,3881,4981,2699,1942,3047,489,32890,1588,1977,892,729,1311,892,612,929,173,9100,269,216,56,43,138,115,49,91,71,1050,18,11,3,0,9,5,4,6,20,69,23441,38792,27872,24680,21948,17723,8799,18017,3258,184539
317,91,91,760,958,296,1759,141,1231,93,5420,336,924,1466,1556,788,912,316,1094,145,7530,1422,3883,2846,2260,1886,1078,888,2216,272,16749,1965,3898,2123,1921,1904,846,958,1481,262,15356,2093,3410,1819,1829,2244,953,1031,1406,213,14992,1546,2412,1349,1384,1842,747,1017,1287,165,11735,502,681,334,276,440,258,272,342,61,3165,110,73,29,24,59,33,27,47,35,441,19,6,0,0,0,0,0,0,5,42,8072,15376,10725,10207,9463,6587,4643,9107,1244,75433
318,111,148,1006,1516,318,2638,249,1615,153,7755,475,1499,2086,3034,1095,1511,719,1294,208,11916,1956,5520,4223,4032,2495,1420,1663,2051,458,23814,2960,5084,3371,2890,2894,1161,1787,1706,358,22197,3231,4526,2876,2957,3221,1271,2029,1968,387,22472,2450,3012,2202,2200,2677,1065,1938,2035,303,17881,796,797,524,463,623,335,550,601,110,4803,191,77,46,33,56,30,40,93,39,604,30,0,0,0,6,0,4,7,10,49,12191,20661,16336,17127,13383,9424,8977,11375,2016,111495
319,117,79,1063,1228,318,2690,256,2009,173,7929,387,722,1625,1636,782,1232,505,1782,187,8863,1684,3226,3456,2868,1951,1576,1337,3182,364,19638,2710,3972,3021,3079,2467,1428,1638,2576,407,21299,3426,4181,3231,3695,3203,1759,2265,3123,471,25360,3100,3313,2772,3275,2967,1550,2290,3170,375,22813,1420,916,578,594,739,419,620,799,173,6267,449,87,60,34,99,47,57,96,108,1034,50,5,3,5,9,5,3,9,32,114,13334,16505,15801,16420,12520,10710,8978,16750,2294,113315
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,3,0,13,0,4,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,17,0,29
399,0,0,15,32,6,31,10,30,4,128,22,29,26,59,21,40,20,91,20,325,71,158,110,162,61,44,71,332,27,1027,88,122,91,61,49,30,67,109,20,644,45,73,77,63,59,27,59,80,18,497,52,81,43,39,61,33,79,69,13,464,13,22,14,10,18,8,16,20,3,118,0,0,5,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,290,488,386,429,275,208,319,732,98,3219
401,108,234,587,1983,357,2790,197,1729,107,8081,659,2850,1909,3455,1631,2387,520,1646,221,15276,3266,12481,4074,3968,3571,1967,1066,2139,467,32996,6048,12949,3318,2790,4002,1400,863,1489,499,33368,6923,11280,3039,2560,4704,1732,928,1582,431,33183,4851,8307,2463,2045,3930,1573,946,1436,342,25893,1625,3085,727,524,1241,564,277,478,142,8661,310,408,76,48,149,102,27,67,76,1265,37,25,11,0,3,4,0,11,21,112,23829,51612,16214,17375,19598,12528,4818,10565,2305,158835
402,144,170,1100,1586,425,4084,352,2758,219,10841,861,2315,3461,3871,2199,3127,1318,3103,468,20720,3918,10152,8243,7325,5845,3416,3998,5720,974,49589,5882,9677,6724,6339,6418,2567,3874,4742,926,47155,5307,6599,5599,5332,6289,2418,3670,4509,791,40506,3583,4304,3942,3981,5006,2032,3346,3775,553,30514,755,1029,799,734,1117,474,669,806,145,6536,92,92,62,27,80,46,33,61,65,560,11,3,3,4,0,0,0,10,17,38,20566,34342,29931,29192,27369,18165,17268,25473,4156,206463
403,129,188,995,1946,404,3613,290,2544,123,10237,660,2164,2672,3679,1701,2809,637,1973,236,16528,3515,10270,6209,5613,4294,2579,1554,2950,594,37584,5964,11954,5529,4817,5288,2051,1549,2328,638,40121,6348,9766,4803,4817,5929,2229,1798,2452,657,38800,4251,6943,3734,3832,5251,2000,1714,2430,436,30581,1172,1994,835,788,1327,540,417,644,133,7853,169,222,86,36,144,74,24,74,59,888,15,8,4,4,6,9,0,3,18,76,22223,43513,24863,25526,24339,15905,7986,15406,2906,182662
404,57,121,476,1139,221,2091,143,1250,94,5589,494,1863,1765,2675,1356,1921,571,1398,226,12266,2811,9314,4443,4428,3524,1887,1669,2439,534,31037,3985,7451,3220,3089,3575,1298,1316,1829,475,26237,4002,5213,2891,2531,3947,1527,1450,2113,402,24075,2623,3761,2236,1977,3466,1261,1417,1750,282,18765,618,979,538,363,821,338,290,410,108,4461,99,108,55,25,65,38,32,50,30,505,6,3,7,4,0,9,0,5,9,43,14689,28818,15633,16222,16974,10379,6882,11241,2158,122985
405,48,29,430,518,71,802,82,863,60,2907,218,343,800,596,245,392,251,698,43,3587,1002,1364,1489,955,655,528,650,1148,121,7915,1692,1583,1227,1026,1017,547,709,1067,142,9001,2081,1507,1304,1236,1326,698,939,1310,182,10588,2217,1337,1205,1297,1208,693,1030,1436,188,10611,1209,443,317,234,362,157,262,393,96,3474,299,30,43,9,37,24,27,69,65,602,41,0,0,0,3,0,4,5,14,64,8810,6636,6819,5868,4918,3834,3955,6993,909,48741
406,41,28,299,310,76,675,68,504,57,2066,138,295,540,496,216,280,260,460,52,2742,718,1418,1366,1044,630,533,760,902,148,7519,1101,1177,1086,871,754,385,720,696,121,6914,1254,1126,1064,1001,877,493,817,843,152,7621,1283,841,846,875,721,417,809,857,150,6795,485,221,200,156,184,97,217,273,50,1895,126,26,19,16,24,9,20,25,36,300,5,0,0,0,0,0,0,4,5,14,5147,5147,5413,4774,3487,2893,3673,4573,769,35871
407,113,49,767,927,154,1482,147,1531,103,5268,371,468,1306,1019,379,811,375,1433,120,6285,1598,2153,2631,1863,1168,1102,962,2532,238,14245,2520,2376,2102,1799,1650,991,1068,2193,285,14985,3521,2328,2123,2199,2073,1266,1409,2570,329,17821,3419,2054,1948,2191,2050,1232,1536,2598,267,17299,1933,751,552,463,629,325,497,723,155,6032,561,74,56,22,100,39,34,113,81,1077,55,0,0,0,4,7,5,9,21,95,14088,10260,11489,10485,8213,7252,6030,13696,1601,83108
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
499,0,0,0,7,0,6,4,15,0,32,0,0,3,8,0,12,3,18,5,61,17,38,31,27,15,15,14,48,6,211,23,36,21,17,12,11,12,21,3,156,10,18,18,13,5,3,21,23,6,128,10,19,17,11,18,8,9,16,5,106,0,3,0,5,9,5,3,5,0,26,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,66,123,106,76,64,57,66,141,27,724
501,62,52,854,1115,185,1815,205,1493,101,5879,242,390,1490,912,454,647,483,1162,91,5881,1281,2349,3488,1643,1303,961,1249,2240,223,14729,2314,3540,3633,2010,1929,1067,1751,2117,339,18700,2878,3480,3297,2225,2353,1247,2056,2143,303,19981,2354,2629,2382,1756,2063,1100,1978,1944,238,16454,1197,817,559,359,548,349,520,582,101,5044,327,66,28,22,64,30,45,91,48,717,40,0,0,3,0,3,0,0,12,69,10706,13330,15727,10045,8902,7226,8283,11780,1458,87452
502,31,31,381,550,94,988,132,692,51,2941,141,285,801,699,265,582,309,567,58,3715,580,1092,1877,1024,691,543,815,777,147,7544,915,1407,1744,1134,909,508,1033,794,135,8585,1196,1524,1729,1232,1108,623,1232,836,160,9639,979,1235,1417,1047,1036,579,1110,806,134,8344,316,346,275,185,297,178,270,236,49,2152,55,34,22,11,35,27,26,26,20,250,5,3,0,0,0,0,0,0,10,22,4220,5961,8240,5890,4434,4029,4937,4721,759,43190
503,44,199,211,1406,263,1300,157,841,52,4474,371,2224,785,2492,1109,1349,295,796,131,9554,2561,11697,2238,2744,2370,1149,655,1501,316,25235,4267,9904,1597,1370,1896,691,497,815,294,21330,4669,8102,1126,1013,2066,763,365,513,265,18866,3125,5811,861,741,1741,655,282,453,182,13853,1089,2198,288,259,645,279,116,177,96,5143,210,361,25,32,120,68,11,44,37,909,13,26,0,0,13,9,0,9,11,82,16353,40518,7141,10053,10223,6258,2376,5147,1379,99451
504,88,127,823,1317,271,2445,379,1850,123,7425,517,1368,2179,2320,1284,1897,931,1569,250,12323,2788,7498,5863,3946,3873,2053,2523,2426,594,31575,4288,7512,5193,3549,4286,1584,2646,2217,566,31857,4153,5606,4282,3252,4286,1635,2405,2199,473,28276,2741,3736,3119,2447,3554,1387,2172,1993,315,21468,707,1102,755,530,906,379,602,579,96,5661,115,144,49,34,72,40,47,82,27,606,8,3,7,0,8,4,0,10,12,40,15403,27107,22271,17397,18537,11430,11700,12937,2449,139231
505,183,316,1664,3303,698,5749,658,3667,213,16451,1027,3547,4182,5525,2839,4410,1391,3104,432,26441,5995,17359,11298,7873,7309,3917,3688,4752,1208,63394,10285,19419,10450,6866,8751,3219,3702,4329,1122,68144,10387,15461,8753,6611,9349,3504,3614,4353,961,62989,6594,9742,6387,4686,7506,2886,3078,3754,566,45200,1569,2623,1467,1024,2161,894,883,1217,192,12026,175,280,124,56,193,99,73,144,81,1232,11,14,7,0,13,8,0,9,13,83,36219,68763,44341,35946,38821,24687,17081,25320,4782,295961
506,194,327,1384,2368,604,4463,718,3058,230,13331,930,3357,4270,5106,2589,3862,1942,3336,498,25891,4891,15920,10402,7372,7011,3667,5157,5429,1212,61065,7773,16900,9725,6501,7847,2838,5108,4451,1070,62227,7042,11242,7495,5388,7245,2511,4552,4196,827,50487,4839,7082,4967,3694,6040,2141,4016,3300,578,36658,1367,2214,1291,895,1636,713,1016,1034,174,10344,186,246,104,65,151,65,58,142,64,1078,14,9,0,0,12,6,4,5,29,77,27228,57300,39636,31393,33138,20262,22556,24953,4683,261148
507,163,273,1382,2452,473,4353,585,2976,195,12860,830,2559,3564,4250,1922,3019,1233,2369,287,20026,4296,12889,8626,5583,5258,2627,3070,3404,797,46545,7280,14344,8026,5161,6147,2253,3136,3098,809,50261,7307,11219,6823,4955,6386,2473,3345,3231,740,46477,4874,7505,4691,3419,5294,1960,2906,2773,497,33923,1208,2269,998,707,1371,636,713,785,156,8841,157,249,59,37,112,75,47,114,46,905,6,11,0,0,10,0,0,9,23,60,26124,51324,34174,26572,26970,17400,15035,18759,3543,219901
509,75,42,566,517,122,887,135,938,86,3375,275,313,909,550,301,415,334,845,66,4009,1335,1515,1879,1014,929,554,794,1532,133,9679,2311,1806,1700,1204,1264,585,929,1341,168,11307,3050,1894,1785,1486,1458,744,1348,1503,202,13468,3243,1751,1568,1347,1548,750,1549,1589,218,13565,1840,573,443,318,492,255,520,567,102,5115,543,56,48,30,60,41,42,124,55,988,80,5,0,0,0,0,8,11,17,115,12740,7952,8898,6452,6175,4225,5653,8458,1060,61621
510,22,47,292,291,128,492,82,434,61,1845,103,364,657,392,286,204,292,473,75,2846,858,2188,2612,1218,1078,446,1181,1135,240,10948,1306,1824,2543,1128,1223,319,1310,851,273,10782,1122,1172,1622,807,897,316,1303,710,201,8150,814,819,904,513,598,258,985,518,119,5529,192,216,170,118,133,67,209,127,32,1271,27,10,11,3,8,4,12,17,11,98,0,0,0,0,0,0,0,0,0,4,4436,6639,8804,4474,4363,2110,5375,4257,1006,41467
511,44,41,606,494,132,943,175,715,72,3230,169,454,1074,603,430,442,533,648,74,4429,879,1938,2435,1229,1128,622,1374,1169,183,10952,1631,1888,2026,1158,1232,585,1330,1035,161,11036,1897,1769,1833,1202,1406,640,1637,1116,237,11751,1635,1327,1448,966,1189,570,1613,1159,188,10096,694,354,337,223,351,143,442,349,78,2967,182,46,25,19,32,20,30,47,39,443,12,4,0,0,0,0,0,3,13,32,7135,7827,9786,5890,5900,3967,7145,6243,1039,54931
597,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,8,0,17,0,3,15,0,0,0,11,25,0,62,0,8,30,0,4,0,8,36,4,95,4,8,13,0,0,0,5,21,6,59,0,9,13,0,0,0,3,6,0,33,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,83,9,10,0,31,98,6,277
599,0,0,5,13,7,8,5,13,5,53,4,20,20,39,15,13,16,51,5,185,33,85,82,76,31,20,49,118,6,501,40,67,69,41,32,15,46,40,4,355,15,36,58,17,30,6,57,24,4,248,12,27,27,30,24,9,35,41,5,216,0,9,6,4,10,0,12,6,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,257,272,223,150,77,213,292,33,1614
601,96,95,683,1039,272,1904,159,1083,101,5436,447,1331,1802,2135,1103,1706,329,1103,160,10110,2659,7492,4746,4929,3391,2352,1380,2968,567,30483,3875,7248,3155,3097,3147,1268,1003,1848,462,25120,3919,6299,2583,2766,3572,1260,967,1554,397,23320,2669,4541,2130,2111,3031,1078,1161,1549,290,18558,758,1402,555,467,717,311,279,481,106,5080,144,112,46,35,80,46,31,46,36,574,8,11,0,0,0,4,0,0,12,43,14582,28533,15703,16578,15319,9933,5313,10631,2126,118720
602,70,40,515,678,142,1240,155,851,66,3754,289,522,1121,1187,467,859,366,874,116,5800,1429,2913,2450,2118,1305,1118,1096,1817,243,14487,1915,3031,1758,1579,1422,813,942,1311,238,13006,2203,2828,1677,1753,1929,1015,1122,1501,229,14265,1965,2258,1506,1426,1738,899,1150,1461,202,12612,766,688,367,310,441,252,314,406,83,3624,187,66,33,20,49,18,30,34,36,482,24,4,4,0,4,4,0,0,11,56,8840,12353,9440,9072,7496,6224,5182,8247,1222,68079
603,37,4,141,116,27,190,19,185,12,731,74,60,266,195,114,122,65,238,27,1158,345,410,579,422,251,160,196,468,58,2885,516,688,580,405,373,182,226,460,77,3497,694,669,520,442,453,213,275,548,92,3919,702,644,479,465,448,199,352,503,85,3880,294,218,119,85,137,61,99,144,53,1203,82,30,7,6,12,8,7,20,12,200,6,0,0,0,0,0,0,0,4,13,2760,2724,2697,2123,1816,1138,1247,2569,422,17487
604,89,29,506,420,109,1046,98,688,52,3051,240,324,938,761,336,580,276,703,61,4224,934,1651,1823,1454,833,703,777,1587,167,9927,1266,1728,1362,1219,975,634,851,1086,174,9288,1547,1661,1367,1507,1308,789,1045,1349,188,10752,1385,1407,1265,1268,1235,618,1112,1414,164,9867,591,406,315,225,285,137,272,300,73,2603,134,39,18,8,28,19,25,42,49,370,14,3,4,0,0,0,0,4,11,34,6192,7253,7597,6866,5122,4518,4450,7175,937,50109
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12
