SA4_CODE_2021,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
306,2950,2765,2146,1047,282,63,12557,687,1864,2197,2210,1806,917,272,22,9985,152,414,418,348,280,174,67,16,1869,752,1134,1040,977,596,317,103,22,4939,37,6,14,9,12,10,3,0,92,49,105,157,174,122,77,19,3,707,1616,2083,1799,1683,1550,1353,937,523,11538,5249,12476,13187,12811,10514,6559,2677,872,64345,92,560,572,592,482,362,153,16,2831,126,361,404,294,210,115,19,7,1539,1101,2950,3147,3576,3803,3024,1351,306,19256,392,1283,1261,1409,1427,1044,461,105,7378,244,581,650,657,579,296,124,24,3150,778,2898,2664,2660,2462,1518,599,154,13737,291,1480,2029,2264,1996,1623,567,104,10355,1129,3477,4168,4073,3257,1819,556,106,18588,1060,2673,2986,3066,2503,1399,449,55,14188,252,630,651,542,451,311,108,21,2952,1098,1821,1802,1620,1086,583,177,37,8225,66,24,17,24,17,23,9,4,177,114,266,340,368,300,185,65,20,1656,3469,4411,3805,3823,3501,2983,1882,907,24782,10204,23417,24502,24969
307,1189,1132,857,392,114,17,5244,363,693,745,832,782,416,103,12,3954,45,119,105,94,87,65,22,0,539,362,592,444,386,223,128,33,3,2168,33,14,5,6,6,3,4,0,61,18,48,45,53,41,32,8,4,251,772,789,760,860,857,789,714,426,5968,2852,5189,5247,5347,4780,3177,1586,611,28789,29,106,112,162,114,107,35,3,667,57,112,99,83,70,49,14,3,484,725,1693,1582,1493,1491,1168,510,112,8778,236,547,461,467,472,419,159,31,2793,398,591,753,750,576,322,111,24,3513,365,913,851,927,1137,743,346,91,5375,247,760,913,984,890,744,336,64,4935,682,1472,1585,1599,1296,681,198,33,7540,477,902,934,1041,977,580,188,23,5127,63,176,133,129,123,116,36,8,781,515,842,632,585,353,263,67,11,3270,46,12,4,3,7,12,7,0,94,54,102,136,150,109,98,35,7,686,1712,1792,1586,1861,1909,1696,1352,700,12606,5596,10014,9792,10227
308,2544,2027,1473,607,146,30,10093,675,1452,1612,1430,1284,560,131,19,7154,91,235,240,159,119,43,20,12,916,684,1039,843,702,401,182,65,17,3928,43,11,6,4,7,11,3,0,86,47,94,113,108,86,49,16,6,518,1235,1329,1339,1255,1147,919,786,504,8500,5023,10317,10636,9185,7501,3967,1824,738,49191,85,291,376,332,280,162,74,11,1605,107,273,365,210,146,85,19,4,1201,1466,4482,4517,4118,3882,2377,910,211,21959,336,1038,1013,997,969,706,273,62,5383,257,462,619,538,398,214,72,18,2576,737,2091,1871,1730,1714,925,416,99,9580,391,1478,1934,1869,1562,1013,359,84,8689,1253,3010,3405,2891,2241,1043,250,49,14144,1028,1947,2014,1846,1622,787,187,34,9455,146,333,349,238,171,92,36,15,1380,920,1422,1267,1041,633,349,121,26,5780,80,31,17,12,20,9,4,0,169,158,268,315,334,261,130,56,17,1527,2757,3286,3461,3296,3020,2110,1507,826,20266,9712,20404,21505,19443
309,9595,8569,6131,3613,1232,280,41609,2618,5553,5831,5543,4185,2319,679,103,26823,1110,2284,1851,1234,663,431,219,52,7847,2150,3574,3140,2722,1766,1308,540,103,15313,74,54,39,23,34,21,19,3,269,171,363,420,372,310,194,99,36,1966,2775,3948,3345,3001,2524,2431,2527,2026,22577,16959,36785,36676,32546,24607,16690,7843,3236,175345,870,1358,1306,1115,855,726,308,72,6612,501,1637,2097,1482,798,423,83,8,7024,2349,6689,6889,7185,7304,6223,3514,828,40970,1585,4934,4973,4625,3755,2608,1351,300,24115,329,863,958,1068,767,393,215,45,4639,2932,9145,7835,6808,5766,3703,1531,446,38153,975,3840,5247,5151,4248,3665,1464,300,24897,6579,13486,15383,13934,9949,6548,2577,574,69026,4050,8178,8269,7850,5914,3669,1246,203,39386,2038,3788,3039,2000,1128,755,364,99,13202,3089,5455,4952,4379,2830,1940,844,158,23651,141,89,68,51,55,45,29,3,482,351,742,948,856,679,467,264,77,4380,5580,8191,7057,6402,5242,4836,4461,3113,44887,31355,68406,69029,62894
310,4846,3574,2360,988,263,57,18336,1533,3603,3536,3024,2218,1034,265,34,15249,392,750,586,405,186,126,60,17,2516,1445,1853,1401,948,558,294,92,15,6605,110,30,24,21,12,13,13,3,222,103,208,281,193,141,69,26,11,1037,1748,2129,1878,1479,1222,1057,937,557,11005,9350,19995,19396,14936,10744,6017,2582,903,83913,240,749,934,691,447,310,99,33,3505,360,1264,1577,778,394,148,29,0,4548,1766,4940,5223,4622,4175,3019,1297,319,25357,821,1861,1603,1300,1104,818,396,82,7984,302,656,660,622,414,217,90,16,2980,1415,4057,3544,2827,2223,1390,602,156,16218,514,2353,2824,2533,2002,1310,551,96,12176,2905,6939,7626,5703,3825,1727,531,105,29358,2373,5083,4908,4142,3089,1550,448,69,21669,680,1315,989,637,355,224,90,25,4312,1979,2732,2190,1552,880,496,176,31,10037,206,66,38,34,22,23,20,3,410,231,474,629,525,395,193,85,22,2554,3808,4602,4090,3371,2682,2118,1668,869,23208,17618,37099,36836,29335
311,4732,3493,2416,1261,347,76,18407,1586,3367,3397,2879,2062,992,223,31,14534,407,694,541,333,227,116,40,18,2373,1309,1881,1320,1040,508,348,134,25,6562,68,34,20,14,10,14,7,0,171,91,181,199,161,100,70,29,6,851,1968,2530,2097,1664,1202,1252,984,602,12299,9421,18997,18185,14397,10142,6381,2600,971,81096,233,576,624,480,325,253,78,17,2590,407,1151,1321,714,375,167,31,0,4171,1796,4462,4568,4316,4196,3267,1419,300,24333,1004,2341,2151,1805,1395,1066,458,96,10321,244,443,561,482,342,172,77,10,2328,1405,3283,2819,2371,1981,1278,486,120,13751,573,2198,2689,2377,1792,1329,512,97,11565,2795,6665,7210,5400,3718,2080,666,117,28648,2426,4655,4550,3866,2692,1402,374,60,20026,745,1198,916,565,360,209,80,31,4107,1765,2627,2018,1548,864,570,225,41,9659,133,78,42,31,18,21,16,6,336,211,442,544,428,333,189,85,25,2253,4229,5133,4475,3653,2632,2333,1760,934,25151,17964,35263,34479,28035
312,2109,1619,1100,415,118,17,8130,569,1116,1150,1081,907,360,79,11,5271,107,253,224,156,100,46,21,3,916,518,947,817,588,393,190,42,0,3497,29,5,3,3,5,6,0,0,59,36,74,72,74,64,12,15,3,354,1208,1633,1335,1274,1107,764,588,309,8227,4106,9180,8731,7490,5809,3000,1271,466,40058,58,269,297,237,177,121,49,10,1212,78,189,233,147,98,37,6,0,786,1268,4054,4208,3828,3260,1983,746,143,19483,263,941,949,846,810,597,239,36,4670,146,299,394,348,278,98,30,3,1595,518,1794,1424,1256,1230,696,229,68,7224,300,1083,1404,1404,1066,727,238,59,6282,868,2639,2785,2373,1703,732,200,34,11337,747,1439,1390,1330,1093,498,112,22,6627,159,355,302,217,146,88,38,7,1305,710,1334,1179,891,624,300,80,8,5129,78,15,11,6,11,4,4,0,124,85,182,220,248,181,74,33,6,1023,2700,4161,3623,3549,3042,1803,1202,543,20628,7975,18759,18408,16679
313,3059,2827,2340,1532,486,103,13790,1170,2132,2373,2391,2108,1241,326,49,11791,261,405,371,310,197,156,66,21,1775,841,1318,1036,901,630,440,168,23,5356,34,26,11,10,9,9,10,3,118,65,118,138,154,109,66,28,10,688,1075,1215,1196,1157,1044,1246,1129,860,8923,5874,11186,12230,11830,10077,7715,3531,1349,63796,169,325,338,359,319,267,128,20,1917,297,447,613,475,311,202,39,4,2391,1068,2612,3013,3496,3550,3402,1953,445,19543,672,1562,1553,1456,1325,1155,608,148,8470,208,434,497,460,440,222,107,27,2393,888,2035,2063,2260,2268,1849,815,180,12353,340,1360,1850,1871,1669,1670,785,136,9680,1575,3553,4407,4230,3573,2667,892,181,21081,1707,2898,3088,3117,2714,1791,541,105,15967,466,654,547,484,339,267,127,36,2910,1154,1820,1534,1365,927,687,281,30,7797,79,57,26,12,19,20,17,4,243,147,246,318,348,280,219,95,31,1672,2333,2622,2632,2579,2214,2429,2103,1309,18219,11111,20620,22479,22513
314,3770,3100,1900,800,212,50,13492,1044,2079,2457,2013,1310,648,140,16,9699,441,617,551,372,188,91,34,12,2309,713,1179,890,693,373,185,63,10,4109,43,14,7,10,0,7,3,0,84,54,133,191,141,79,35,16,4,647,563,830,775,644,435,425,389,278,4339,5236,11857,13759,11544,7272,3982,1535,523,55707,160,430,656,583,385,232,80,10,2533,280,732,1304,802,393,104,17,0,3640,1032,2782,3417,3395,2832,1946,905,158,16459,551,1486,1379,1271,858,537,282,61,6414,120,307,436,408,233,138,54,3,1703,968,2679,2718,2520,1689,972,384,95,12030,362,1462,2148,2144,1470,1107,412,74,9196,1513,4186,5970,5233,3261,1623,485,85,22347,1635,3003,3420,2836,1793,1008,258,33,13985,718,1077,927,581,318,174,57,22,3871,987,1674,1427,1073,581,295,109,17,6173,76,34,14,11,6,15,10,0,164,114,263,407,353,205,129,47,20,1548,1233,1741,1695,1436,960,838,676,417,9003,9760,21849,25931,22647
315,702,533,368,106,28,8,2805,190,465,454,396,347,144,34,4,2042,30,76,71,44,38,13,5,0,273,166,260,186,170,105,49,10,0,949,3,0,0,3,0,0,0,0,13,12,16,31,27,29,4,4,0,130,749,844,690,720,666,400,236,90,4401,2111,4018,3391,2952,2545,1130,444,126,16718,25,104,115,74,61,29,7,0,422,25,64,51,28,25,8,0,0,207,531,1465,1160,1015,991,514,162,21,5861,155,463,378,337,252,172,64,7,1835,221,317,283,276,224,79,30,9,1450,258,711,586,538,598,275,71,10,3053,244,765,613,519,462,199,64,5,2881,381,919,906,723,569,194,46,5,3742,247,657,598,535,467,206,51,8,2765,45,111,94,71,59,28,10,4,424,231,408,288,286,192,91,17,5,1516,17,7,0,3,0,8,0,0,45,28,48,66,67,64,21,11,0,308,1611,1899,1584,1610,1540,938,527,160,9877,4043,7954,6726,6087
316,4785,4970,4222,2743,984,251,22849,1303,2713,3443,3645,3310,2194,606,104,17316,531,1088,1172,915,664,440,210,56,5069,1209,1818,1627,1665,1182,782,334,60,8681,81,19,10,12,15,12,13,4,166,93,165,249,322,227,167,73,28,1321,1328,1645,1656,1675,1651,1590,1654,1377,12576,7973,17565,21162,21705,19316,13890,6554,2598,110761,297,718,857,881,767,717,368,74,4683,258,619,877,664,486,324,79,6,3312,1345,3593,4271,4818,5540,5112,2892,788,28363,842,2720,3217,3223,2788,2099,913,280,16079,289,685,948,1085,895,587,276,59,4830,1442,4889,5184,5231,5098,3311,1550,497,27199,413,2036,3489,4097,4008,3850,1725,365,19982,2168,5224,7355,7797,6671,4983,2010,475,36683,2125,3819,4638,5104,4528,3344,1116,197,24878,873,1691,1706,1378,974,769,324,88,7810,1679,2694,2632,2626,1813,1158,517,98,13217,151,36,20,29,37,17,20,8,312,232,360,530,682,526,372,216,64,2984,2772,3453,3692,3767,3346,3180,2977,2132,25323,14889,32535,39413,41393
317,1817,1611,1158,602,206,46,8160,684,1361,1373,1342,1051,588,157,32,6589,145,305,257,189,140,79,50,21,1180,693,816,552,411,300,161,79,8,3017,29,16,8,6,10,6,5,0,73,60,102,79,89,58,42,20,14,466,684,692,595,526,524,558,585,358,4528,4384,8580,7915,7096,5834,3975,2026,718,40530,134,286,331,326,220,156,78,15,1545,192,531,332,205,129,73,13,0,1479,845,2373,2064,1876,1832,1382,675,189,11225,404,950,727,661,634,469,232,52,4125,266,398,471,472,401,253,128,30,2421,810,2340,1912,1659,1521,1168,560,171,10136,304,1076,1486,1517,1450,1205,566,112,7727,1243,2831,2807,2549,1942,1111,391,80,12950,1001,1945,1926,1848,1432,916,299,69,9435,240,485,407,297,216,124,80,30,1878,956,1239,877,621,447,262,123,20,4543,54,31,19,16,13,13,5,0,155,108,218,195,234,158,112,69,23,1114,1435,1563,1320,1211,1108,1092,1004,557,9291,7994,16260,14867,13503
318,2564,2248,1615,636,171,37,10297,886,1887,1927,1879,1526,754,211,25,9107,159,316,309,218,153,82,43,17,1290,700,1043,847,651,442,222,68,17,3982,54,13,11,8,9,7,0,4,111,58,87,127,100,81,55,23,4,530,1400,1493,1311,1265,1000,878,698,446,8498,5821,11830,11477,10336,8029,4576,1965,733,54774,231,719,658,520,411,302,117,9,2974,198,454,378,251,158,78,15,0,1540,1360,3724,3335,3400,3286,2390,1016,218,18734,339,1147,1066,1014,1033,795,374,75,5842,219,393,454,408,344,181,70,9,2079,1110,3343,2581,2385,1944,1128,441,103,13030,462,1503,1820,1888,1603,1152,416,99,8934,1281,3135,3700,3376,2542,1173,343,63,15614,1294,2860,2644,2583,2074,1085,344,43,12925,282,521,459,325,260,152,61,15,2085,985,1524,1309,1038,715,380,128,24,6107,90,35,16,10,17,17,6,4,193,146,266,316,288,262,140,70,15,1501,3567,3540,3076,2951,2459,1935,1370,715,19616,11561,23169,21820,20448
319,2538,2594,2668,1695,509,65,13076,866,1823,2163,2585,2677,1542,326,27,12012,138,270,239,256,247,194,101,19,1460,905,1174,1045,1036,839,609,201,29,5842,24,14,11,4,14,14,13,10,103,48,101,107,117,139,121,58,13,698,1287,1338,1310,1611,1892,2134,1888,909,12370,5436,10295,11732,13031,13733,10363,4693,1436,70724,80,254,270,321,343,360,141,41,1813,134,300,335,280,303,212,44,3,1613,1250,2713,2867,3479,4682,5143,2606,492,23227,416,1098,1111,1468,1775,1878,799,165,8711,387,574,790,915,813,473,197,31,4173,753,2351,2332,2743,3179,2491,943,239,15038,310,1263,2203,2445,2563,2223,924,161,12099,1376,2931,3471,3617,3829,2754,913,131,19022,1244,2447,2844,3356,3451,2187,565,71,16168,233,417,354,381,365,351,152,33,2296,1257,1740,1568,1587,1340,1024,367,57,8941,59,30,20,11,17,36,15,13,201,135,242,278,318,388,333,159,39,1891,2856,2893,2909,3604,4096,4417,3653,1510,25928,10482,19262,21338,24526
397,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,5,0,0,0,0,0,24,9,13,7,0,4,0,0,0,28,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,20,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,39,50,29,8,0,0,0,140,16,45,64,42
399,114,116,158,102,3,0,732,42,142,108,91,126,64,8,0,579,17,73,26,25,10,14,0,0,164,33,70,48,33,37,15,4,0,246,7,3,0,0,0,0,0,0,8,0,6,9,0,8,4,0,0,30,194,384,277,233,198,129,35,11,1462,424,1099,721,647,778,458,79,13,4217,13,54,27,13,26,24,6,0,156,6,28,25,18,29,9,0,0,122,46,158,143,131,225,244,43,0,997,9,84,70,63,97,88,19,0,435,18,41,38,23,26,12,5,0,170,38,145,79,93,140,87,21,0,604,6,57,28,44,106,91,10,3,350,80,271,168,167,244,165,17,0,1113,55,196,145,120,159,92,22,4,786,25,108,59,29,24,19,0,0,257,49,104,78,53,61,38,5,3,393,10,4,0,0,0,9,0,0,18,6,20,17,7,24,15,3,0,92,428,809,756,653,533,374,85,16,3651,799,2066,1632,1417
401,4969,4127,2783,1547,546,168,19397,1093,2908,3199,2972,2534,2070,772,144,15679,615,1223,1029,770,538,325,169,74,4739,472,845,757,735,559,394,181,62,4007,42,14,7,11,21,16,8,3,124,81,228,292,279,219,201,96,40,1434,846,981,789,806,745,815,903,802,6686,6593,18013,18428,16554,13822,10897,5220,2127,91653,553,1409,1437,1466,1208,1070,521,134,7796,514,1618,1810,1068,585,308,53,3,5956,1059,3701,3637,3585,3411,2724,1473,542,20140,566,1791,1438,1413,1146,840,477,121,7800,265,549,620,656,563,333,147,39,3184,1416,5191,4732,4480,4282,3280,1588,612,25581,461,2087,2278,2439,2846,3544,1654,379,15691,2237,7386,8749,7792,5563,3542,1411,392,37064,1700,4502,4753,4520,3986,3513,1400,288,24671,1092,2156,1776,1265,897,590,277,99,8152,747,1623,1354,1209,912,560,243,84,6726,73,27,21,27,28,19,15,7,221,177,464,525,516,405,346,195,77,2695,1718,2140,1851,1804,1634,1544,1517,1236,13453,12586,34645,34985,32243
402,5917,4281,2805,1395,412,115,21855,1615,4619,4357,3742,2946,1455,341,62,19143,483,891,675,367,206,146,81,20,2872,1041,2226,1734,1163,746,399,149,42,7502,37,41,34,40,39,30,16,8,244,93,308,428,214,158,103,42,16,1360,1441,1867,1576,1399,1203,1341,1504,1043,11377,9013,25015,22969,17090,12915,8097,3878,1658,100638,420,1276,1425,915,543,442,164,36,5223,679,2368,2365,936,547,252,39,4,7187,2004,6572,6114,5715,5325,4374,2422,671,33187,1057,2537,1587,1370,1143,892,568,160,9314,332,836,723,613,480,233,72,18,3318,1831,5636,4626,3568,3175,1902,699,185,21621,693,3024,2859,2382,1938,1838,798,169,13704,2440,8945,9929,6951,4780,2660,859,204,36761,2440,6586,6222,5116,3973,2103,596,111,27145,935,1642,1204,635,438,291,131,28,5301,1480,3367,2683,1777,1202,700,268,57,11525,65,70,58,56,54,44,21,9,371,215,710,888,563,417,290,125,47,3263,3097,4097,3688,3236,2636,2587,2561,1636,23526,17683,47660,44376,33831
403,5195,4417,3226,1824,635,195,20320,1405,3772,4009,3773,3180,2067,612,137,18960,512,917,914,635,405,272,120,56,3835,864,1406,1319,1135,707,593,246,59,6342,23,28,26,23,36,35,12,4,173,69,215,289,273,199,145,61,34,1282,811,1006,1078,964,1006,1140,1180,870,8046,6905,19254,21019,18264,15523,11610,5149,2034,99749,481,1275,1391,1153,979,900,402,82,6674,373,1115,1620,972,646,283,55,4,5070,1121,4053,4419,4807,4937,4504,2439,794,27079,814,2431,2000,1707,1458,1159,629,227,10430,306,754,815,727,559,317,100,28,3609,1483,5367,5153,4492,4625,3190,1255,428,25984,572,2792,2948,2796,2877,3361,1549,312,17219,1650,6413,8608,7666,5860,3850,1515,429,35994,2066,5517,5762,5399,4541,3309,1097,244,27947,995,1699,1660,1121,711,512,226,71,7004,1227,2211,2109,1750,1155,890,378,99,9817,47,34,34,28,49,38,14,5,255,160,440,574,610,427,352,175,67,2801,1748,2229,2402,2218,2143,2168,2035,1339,16276,13054,36328,39493,35449
404,3544,2699,1895,906,290,102,13750,920,2579,2407,1982,1752,917,233,49,10842,332,839,670,410,237,152,56,23,2714,506,1149,863,797,535,336,158,43,4382,18,13,9,23,33,20,5,9,124,45,168,242,168,112,78,27,20,861,584,897,802,711,667,685,708,459,5510,5028,15752,13382,10542,8735,5475,2337,1039,62299,306,969,926,720,518,360,126,33,3962,380,1412,1267,657,346,163,21,0,4250,966,3659,3049,3131,3173,2433,1243,499,18156,555,1682,1053,965,809,523,289,115,6000,139,386,354,339,245,146,45,11,1656,1183,4398,2882,2172,2092,1322,504,192,14751,374,2009,1685,1489,1688,1594,546,150,9528,1546,6062,6168,4715,3402,1823,650,225,24590,1370,3870,3534,2829,2552,1488,440,82,16161,606,1516,1231,731,441,274,95,33,4932,768,1903,1455,1208,847,482,240,68,6977,32,35,17,31,37,20,11,6,193,112,373,481,366,275,185,75,32,1894,1286,2037,1722,1588,1547,1301,1200,738,11425,9625,30320,25830,20937
405,1046,977,773,411,129,40,4247,267,696,737,922,1007,539,117,9,4292,50,117,108,93,75,63,20,13,537,228,436,406,346,229,180,51,15,1895,3,10,5,8,0,4,4,4,37,12,30,47,54,50,24,17,8,245,399,377,427,542,641,730,649,338,4109,1733,3878,4503,4629,4840,3603,1633,589,25402,55,136,203,175,157,158,61,12,969,41,91,108,91,74,60,10,0,458,469,1298,1222,1506,1733,1565,745,169,8698,176,450,331,353,472,370,192,41,2373,278,474,636,538,484,263,82,20,2774,295,792,803,890,1405,1064,354,99,5695,175,664,789,729,769,935,389,63,4507,260,951,1441,1447,1272,820,261,54,6498,356,867,913,1112,1251,780,201,25,5509,81,170,163,143,129,111,35,13,857,305,610,595,543,402,290,90,30,2865,4,10,7,14,3,9,10,3,56,27,86,121,117,124,82,39,18,614,908,826,954,1176,1402,1466,1185,568,8492,3434,7409,8295,8824
406,703,612,413,188,51,14,2753,213,594,578,602,540,251,58,4,2836,14,71,67,45,35,15,13,0,263,154,336,283,228,146,83,27,5,1267,9,4,7,0,4,4,5,0,32,7,24,28,29,28,17,8,0,139,425,503,448,514,511,460,378,205,3453,1405,3571,3290,3178,2774,1760,802,313,17091,12,76,85,71,64,56,15,5,381,17,106,72,42,33,15,8,0,305,352,1262,1176,1299,1350,967,408,110,6909,106,393,268,270,295,224,118,29,1715,119,240,285,255,172,113,28,8,1224,217,739,558,642,772,456,141,44,3561,169,701,589,551,457,429,170,39,3100,226,866,990,883,655,341,107,17,4088,288,799,747,746,715,349,83,8,3736,44,120,98,75,70,36,20,0,463,231,510,420,348,233,134,41,9,1930,9,7,10,0,5,9,11,0,55,19,67,78,84,79,46,18,8,413,970,1198,1082,1205,1158,958,746,339,7664,2782,7084,6466,6478
