SA4_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
301,990,1091,491,651,827,283,117,169,65,4686,1975,1720,1035,2269,2209,766,326,433,121,10856,3384,1500,10188,3515,3670,1818,1928,2396,442,28850,161,87,194,215,339,250,125,240,19,1632,303,197,214,391,524,253,198,227,38,2348,111,149,60,64,99,53,36,55,17,637,209,255,169,205,251,133,116,172,251,1746,13056,22550,13526,9561,11260,4603,3157,4227,1263,83202
302,718,997,495,568,657,208,160,174,61,4039,1613,1708,1110,2130,2002,742,383,511,132,10341,2280,1292,7121,3025,2982,1374,1393,1678,323,21467,114,82,134,202,271,218,102,214,19,1358,238,192,193,312,432,251,125,166,23,1925,85,170,77,83,97,55,30,43,19,662,152,232,141,186,212,85,80,172,256,1518,12399,30377,11053,9686,11357,4415,2974,4078,1354,87690
303,993,1387,783,784,939,356,304,378,75,6008,2036,2131,1788,3047,2474,1179,749,976,198,14582,2769,1455,8540,3622,3223,1739,1747,2278,426,25794,165,107,208,274,374,289,178,293,10,1904,306,254,279,432,607,305,171,296,39,2692,161,343,121,129,147,109,80,126,41,1261,264,420,243,279,255,170,178,249,509,2568,19927,56552,15827,14580,17610,8071,5379,7401,2373,147720
304,754,965,326,435,502,196,71,120,32,3407,1117,1161,681,1317,1174,464,156,268,63,6411,1516,791,3704,1704,1515,791,569,811,156,11563,79,83,73,143,165,160,60,143,3,912,170,184,109,200,281,149,54,96,11,1266,93,189,38,61,79,39,13,26,16,549,137,227,69,107,120,77,31,65,137,963,13110,33525,6526,6664,8364,3324,1370,2357,937,76167
305,1088,1428,617,614,854,382,110,216,55,5367,2006,2135,1310,2118,2069,1008,333,655,147,11781,2441,1592,5179,2575,2529,1371,839,1314,288,18132,135,119,147,257,281,232,71,202,15,1466,315,315,177,254,447,256,78,176,17,2029,176,399,98,122,124,68,43,108,29,1164,258,466,157,239,239,136,77,173,345,2093,23867,61964,10931,11650,15196,6817,2526,5339,1973,140256
306,746,1048,459,784,578,280,144,230,53,4317,1388,1279,896,2558,1534,536,261,530,130,9108,3294,1381,10207,4785,3248,1927,2193,2982,501,30522,188,104,217,336,278,349,140,436,13,2059,250,156,204,461,331,248,142,281,26,2099,79,129,68,106,61,37,33,97,20,628,268,264,237,345,219,229,162,469,347,2534,9705,19777,13323,12207,8325,4437,3392,5974,1350,78487
307,496,328,116,266,216,70,49,101,22,1665,815,378,314,795,615,180,135,260,56,3552,2258,470,4742,1960,1563,874,1453,1940,274,15531,170,30,107,150,170,172,102,260,15,1175,249,51,87,176,168,99,105,181,16,1129,54,38,27,29,19,11,21,37,3,241,208,80,109,136,84,81,118,271,152,1239,6005,6337,5817,4147,3577,1647,2109,3607,601,33843
308,516,592,322,444,317,93,116,112,43,2551,967,898,701,1682,1088,285,301,284,102,6310,2735,1207,12031,3836,3107,1473,4099,2552,594,31635,170,99,260,335,340,377,245,411,23,2264,224,90,188,344,269,174,238,271,17,1810,54,98,56,60,38,25,53,60,7,464,196,136,164,232,162,146,287,353,246,1922,7186,14551,14585,8437,6722,2923,5621,4502,1215,65740
309,2390,2702,1257,1941,1823,1011,380,594,171,12258,4423,4178,3197,7314,4856,2880,910,1716,416,29894,8110,3522,24510,9719,7695,5258,4225,6615,1280,70938,380,241,392,640,669,727,240,664,56,4012,842,554,618,1182,1265,933,367,712,104,6568,291,433,234,266,285,181,88,200,51,2019,647,756,574,742,671,531,284,509,877,5583,30453,58703,34531,29511,25003,15900,7915,13743,4057,219826
310,754,964,552,788,749,196,249,251,70,4576,1943,1794,1407,3889,2556,911,691,814,212,14217,3480,1900,13050,6968,4853,2465,3945,4174,700,41536,213,122,326,423,511,503,356,652,40,3148,334,203,271,641,593,347,357,406,50,3201,79,158,73,91,101,62,83,106,22,771,243,257,266,385,276,202,310,387,477,2800,11732,25133,17570,16860,13384,5813,6805,7904,1991,107192
311,679,836,549,732,743,230,244,252,53,4324,1755,1585,1357,3586,2586,953,732,823,205,13571,3654,1817,14213,6101,5047,2488,4308,4552,784,42964,183,109,314,334,511,435,372,532,28,2817,308,203,311,557,615,345,377,428,51,3193,82,138,111,102,118,60,97,78,32,813,207,199,276,384,352,213,313,395,517,2861,10544,20035,18460,14734,13098,5873,7351,8010,2019,100127
312,421,496,273,346,302,111,124,109,27,2210,848,737,659,1204,910,252,328,290,63,5289,2572,1098,11027,2679,2544,1195,3919,2072,593,27694,142,77,194,197,255,288,205,287,20,1666,175,118,167,270,236,157,231,172,17,1544,52,69,61,64,37,29,48,47,11,416,172,146,187,210,140,113,265,247,214,1693,6231,11133,13285,6215,5464,2467,5404,3772,1055,55034
313,625,787,349,596,523,193,130,169,50,3416,1385,1274,840,2736,1832,634,315,556,126,9704,3023,1371,10597,5334,3720,2021,2691,3556,541,32856,153,81,234,291,351,363,169,407,21,2068,256,161,223,492,435,261,227,356,31,2433,70,105,68,81,94,51,41,84,18,605,184,192,190,292,232,207,165,342,302,2102,8195,14339,13227,11619,8951,4311,3992,6283,1291,72207
314,809,958,459,663,675,182,142,153,48,4086,1719,1508,1078,2470,2054,724,363,409,123,10443,2721,1442,8900,3931,3545,1726,1835,2208,392,26690,135,94,175,261,299,301,135,246,22,1670,236,223,212,404,499,230,146,208,31,2184,82,151,68,76,99,33,35,33,4,579,135,200,149,194,197,116,91,119,255,1460,10616,21985,12209,10639,10569,4351,3220,3963,1185,78734
315,223,175,64,152,105,22,40,56,9,844,408,297,179,499,389,82,75,126,34,2094,1193,518,3275,997,1008,306,1137,989,209,9632,100,46,71,113,118,85,62,144,20,746,106,53,40,89,79,40,68,97,12,570,19,20,12,14,16,6,12,12,0,117,113,102,89,139,96,64,127,170,158,1054,3159,4560,3902,2567,2192,690,1594,1805,491,20960
316,1402,1883,723,1269,1144,535,185,372,105,7623,2390,2343,1757,3936,2710,1216,375,824,188,15734,5260,2108,16415,6770,4876,3239,2825,4515,735,46751,245,128,266,414,466,519,154,458,31,2682,471,327,313,665,713,510,215,445,47,3708,155,264,109,140,132,88,43,110,21,1065,340,400,352,445,332,305,149,334,433,3096,17749,36312,21843,18088,14440,8201,4455,8378,2104,131565
317,377,517,225,395,331,100,70,111,24,2153,826,787,653,1523,1079,336,199,325,61,5786,1866,779,6325,3224,2352,1277,1358,1865,254,19307,80,53,128,216,254,274,100,306,13,1425,144,79,108,275,261,152,98,164,20,1300,40,84,39,62,37,22,25,64,8,373,99,105,82,178,111,80,65,175,153,1046,5843,14442,8306,7580,6004,2759,2152,3900,725,51705
318,479,651,323,625,402,100,96,140,26,2842,1178,1018,708,2409,1375,392,254,354,128,7813,2923,1301,10122,4953,3307,1582,2696,2374,484,29741,132,75,207,359,308,332,154,316,25,1921,202,90,169,418,311,211,154,201,29,1787,59,96,49,70,61,28,36,46,8,459,164,187,158,286,163,140,165,272,246,1784,8321,19203,12626,11315,7785,3321,3852,4219,1130,71783
319,645,776,258,666,438,174,82,170,41,3255,1128,973,607,2417,1323,449,227,468,109,7697,3326,1119,9893,6402,3411,2150,2734,3858,555,33437,209,87,259,373,384,459,211,608,28,2610,261,109,192,492,357,258,180,383,35,2274,66,90,58,83,68,24,30,87,16,529,285,187,207,350,201,225,210,529,324,2526,8327,15547,12010,12406,7467,4144,3841,6808,1260,71802
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,12,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,12,0,0,0,0,0,11,0,24
399,16,16,3,12,11,5,6,10,3,96,20,37,16,44,33,26,11,41,4,242,53,34,208,112,56,46,102,146,19,777,9,4,4,11,13,17,3,21,0,65,0,3,7,8,0,0,8,15,0,51,0,0,0,0,0,0,3,4,0,19,3,7,8,8,3,9,3,23,14,90,210,448,278,310,181,120,161,430,60,2209
401,1262,1793,594,898,976,389,119,269,68,6359,1728,1809,1114,1778,1498,662,259,476,124,9446,2955,1365,7376,3058,2669,1551,1050,1634,291,21964,156,123,158,206,294,180,69,176,20,1379,356,279,208,370,524,285,89,155,37,2298,132,324,99,114,114,78,19,78,25,980,267,370,150,223,248,155,68,147,224,1845,19141,48854,12533,11816,13338,5752,2578,4846,1569,120440
402,970,1468,758,1460,1018,309,278,353,81,6706,2067,2081,1613,4138,2343,783,735,855,215,14839,4120,2443,15343,8457,6386,2961,3749,4391,893,48744,268,177,435,531,630,503,344,651,49,3599,382,244,360,801,729,353,266,387,68,3593,111,181,146,182,141,59,91,151,25,1095,227,282,323,452,327,262,340,438,430,3086,13946,31681,21684,22116,16599,7128,7343,9893,2313,132715
403,1240,1942,679,1537,1228,364,150,284,75,7500,2024,2129,1364,3217,2152,730,318,509,179,12620,4219,2256,13702,6683,5042,2488,2101,3078,635,40205,251,146,343,416,519,415,158,392,26,2667,417,299,319,669,661,348,145,276,42,3176,121,283,104,163,147,53,36,79,17,1012,266,347,225,379,298,200,125,253,315,2417,17087,40778,18975,18905,15446,6504,3755,6367,1901,129707
404,806,1159,525,881,759,244,162,217,54,4803,1309,1385,1102,1940,1319,496,411,491,115,8570,2438,1335,7708,3460,2948,1481,1401,1767,382,22921,121,118,160,230,301,174,106,224,23,1455,260,165,201,396,462,197,115,191,35,2021,79,169,75,118,91,50,45,63,18,718,182,250,166,262,223,130,115,205,246,1787,11178,26995,11973,11655,10548,4391,3302,4836,1366,86240
405,394,404,112,369,221,75,35,77,16,1694,591,415,213,817,422,167,87,140,35,2894,2094,543,4081,2001,1302,712,1088,1595,218,13636,178,32,82,131,177,112,83,212,12,1023,216,56,77,173,161,75,61,136,17,978,41,34,31,18,18,9,17,28,0,199,157,72,81,131,113,73,98,184,95,1005,5153,6166,4922,4255,2907,1435,1549,2632,462,29480
406,218,261,72,250,114,30,32,48,15,1037,346,290,183,569,285,97,79,106,34,1997,1197,450,3333,1528,951,494,1091,949,187,10178,105,32,61,138,129,93,89,139,15,798,114,37,68,155,101,58,70,86,7,684,24,34,21,18,21,15,18,32,8,192,112,83,79,124,54,59,86,148,95,834,2936,4645,4059,3298,1995,966,1538,1676,389,21508
407,702,610,173,493,362,134,63,192,23,2739,901,644,358,1328,682,287,136,316,54,4711,3264,887,6789,3750,2256,1472,1655,2731,373,23181,248,53,168,255,239,241,115,371,20,1703,343,90,138,352,269,163,115,261,28,1755,73,69,28,52,39,26,25,57,10,386,311,120,160,247,135,170,138,375,186,1840,8025,9477,8253,7670,4892,2815,2386,4978,821,49317
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
499,6,3,7,5,3,4,0,0,0,21,0,12,5,8,4,8,0,5,0,47,13,10,55,22,17,13,19,25,9,176,0,0,0,0,4,9,0,3,0,11,0,0,0,0,0,0,0,3,0,15,0,0,0,4,0,0,0,0,0,4,5,0,0,0,0,0,5,7,5,24,47,114,76,58,42,28,33,71,15,489
501,638,795,411,510,389,203,152,221,40,3352,846,741,793,1159,751,320,230,395,64,5304,2246,996,9827,3422,2320,1286,2558,2430,412,25501,157,68,271,304,340,354,193,433,22,2136,219,98,163,370,328,191,164,239,23,1794,85,106,64,43,61,32,47,93,5,540,218,144,179,213,149,166,189,260,191,1704,7091,12548,12512,7323,5517,3035,3803,4889,882,57604
502,282,342,229,302,246,83,84,64,25,1644,440,436,417,751,411,223,163,164,36,3035,1005,551,4903,1994,1063,689,1428,1065,217,12915,59,27,134,177,138,153,105,206,10,1011,68,60,89,174,150,89,98,95,9,836,43,55,49,41,40,26,22,24,5,302,74,76,108,130,100,77,94,112,95,871,2963,5502,6252,4224,2666,1574,2160,1931,447,27731
503,805,1189,440,471,557,258,80,150,44,3997,885,880,719,904,681,402,158,337,46,5022,1118,636,2580,1276,885,534,403,573,125,8125,68,53,66,165,141,119,41,84,0,747,162,146,87,180,243,118,34,81,14,1064,118,345,56,86,93,32,14,57,17,825,166,291,92,128,149,85,36,98,171,1216,14079,38721,5790,6416,7563,3355,1357,2846,1037,81173
504,788,1271,799,871,889,293,297,242,56,5518,1496,1485,1485,2308,1627,690,548,558,129,10326,2810,1652,11943,4636,3441,1697,2851,2324,471,31821,194,102,274,389,475,384,244,433,34,2512,270,185,278,551,558,261,222,244,40,2607,112,215,145,126,172,69,92,90,19,1037,211,254,234,356,303,183,201,225,332,2305,11382,25075,17096,12649,11324,4964,5387,5226,1484,94587
505,2245,3340,1679,1942,2111,740,466,627,136,13280,3251,3513,2975,4796,3627,1525,860,1091,275,21910,5538,3154,23558,8596,6345,3205,4260,4740,944,60344,313,208,485,814,845,721,319,704,50,4457,593,455,571,1020,1301,558,315,505,64,5394,352,539,285,323,367,175,134,213,43,2429,445,677,547,709,642,370,303,496,648,4845,28061,64276,34368,25714,24608,10805,8427,10969,3088,210324
506,1501,2265,1604,1453,1488,554,651,576,128,10223,2384,2438,3019,4072,3009,1184,1316,1248,237,18902,4324,2559,19148,7653,5458,2695,4817,4172,798,51631,237,170,510,708,749,724,470,785,46,4394,409,277,480,830,896,380,375,410,63,4114,228,437,300,268,286,126,196,214,28,2088,355,533,531,606,501,291,403,473,695,4379,20821,53764,30632,23143,21290,9254,10938,11250,2953,184038
507,1465,2243,1238,1238,1357,495,346,408,123,8915,2344,2372,2219,3357,2521,1021,639,701,167,15339,4416,2549,18776,7278,4897,2417,3837,3682,758,48611,272,193,470,659,649,632,349,677,37,3938,430,333,455,779,828,404,307,354,53,3946,216,427,231,216,198,109,101,137,34,1668,309,496,433,518,448,258,275,373,472,3578,20377,48266,26988,19088,17294,7481,7002,7904,2279,156679
509,618,487,186,370,324,114,97,139,26,2358,710,420,339,756,523,180,151,257,35,3365,2344,610,5081,2011,1342,782,1537,1652,216,15574,173,53,151,228,248,193,141,270,12,1480,262,66,106,190,205,97,97,184,13,1208,88,65,30,45,46,15,23,52,13,382,289,91,149,180,123,106,124,258,132,1459,6787,7392,6420,4571,3580,1705,2340,3327,529,36655
510,231,300,217,196,161,58,88,78,17,1348,444,392,403,553,415,106,200,167,29,2700,1074,609,5679,1026,1079,310,1612,946,295,12619,71,71,135,151,186,93,134,138,18,989,79,69,70,125,107,49,93,77,13,677,29,25,42,19,25,15,25,41,5,219,79,111,118,117,96,54,133,138,148,991,3350,6076,7248,2923,2775,908,2489,1952,612,28326
511,373,385,169,217,205,77,106,85,22,1635,531,466,357,744,511,151,198,193,43,3194,1567,682,6073,1694,1383,634,1867,1281,253,15439,126,66,161,221,262,200,194,267,22,1516,135,63,96,162,167,80,104,118,12,925,53,55,49,32,38,22,28,43,16,328,138,118,136,149,117,85,174,199,134,1241,4423,7168,7443,3915,3363,1473,2909,2514,586,33793
597,0,4,7,0,0,0,0,0,0,11,0,0,5,0,0,0,0,4,0,17,4,6,50,0,0,0,15,15,3,100,0,0,0,0,0,0,0,6,0,5,0,0,4,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,3,4,33,67,9,3,0,18,60,6,199
599,10,12,4,12,3,0,3,13,0,52,10,17,20,27,17,4,7,21,0,121,13,26,164,51,33,19,49,63,5,421,0,0,4,7,0,5,6,17,0,43,0,0,0,3,4,0,5,5,0,21,0,0,0,0,4,0,0,0,0,13,6,0,3,0,4,0,3,6,3,32,80,233,220,161,97,42,89,176,23,1126
601,653,869,406,660,616,177,62,138,51,3635,1202,1185,864,1655,1336,444,160,334,121,7299,2782,1346,8246,4121,3076,1302,1178,1740,416,24203,138,82,181,366,358,277,103,251,21,1772,186,144,143,402,371,152,78,168,26,1673,75,144,63,126,70,55,26,66,24,652,177,258,183,289,189,146,112,224,202,1774,11494,26934,12348,12254,9801,4347,2559,4937,1368,86043
602,466,498,203,351,299,91,58,94,22,2086,704,625,402,1018,678,244,122,227,51,4062,2314,710,5371,2718,1853,982,1320,1505,273,17045,116,44,128,245,240,208,111,269,11,1375,129,79,107,243,219,122,70,119,13,1101,43,83,31,60,55,30,14,56,11,377,145,136,113,169,127,112,109,211,143,1263,6210,11580,7096,6489,4589,2319,2208,3288,682,44459
603,146,140,64,77,99,21,11,39,4,602,196,158,118,218,156,66,13,59,16,996,676,216,1472,668,430,212,384,552,85,4702,31,17,34,62,53,37,29,76,6,353,46,26,35,70,49,20,16,44,7,308,10,23,11,14,11,5,0,21,3,105,60,41,50,52,32,23,40,81,54,435,1890,2512,2007,1547,1147,476,525,1095,232,11421
604,292,332,119,251,174,44,34,71,12,1333,519,478,294,823,485,175,92,163,40,3068,1819,602,4768,2409,1467,843,1341,1477,216,14946,95,35,103,219,164,186,107,248,8,1165,98,50,70,245,166,85,69,133,16,936,31,32,28,49,38,12,16,31,4,239,134,72,89,167,94,94,120,213,121,1102,4177,6795,5809,5013,3108,1595,1871,2838,509,31719
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
699,0,5,0,0,0,0,0,0,0,8,0,3,0,0,6,0,0,0,0,12,3,3,30,8,10,5,7,11,0,79,0,0,0,0,0,0,0,3,0,7,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,7,12,45,34,22,20,10,7,28,5,181
701,444,500,272,429,345,82,70,105,22,2280,1025,887,678,1392,1004,287,165,248,98,5772,1831,1048,5832,2442,2315,720,1030,969,295,16476,106,72,127,227,266,159,82,163,11,1210,140,103,149,198,249,107,76,106,18,1146,53,133,50,91,61,31,30,38,8,492,123,166,151,214,160,102,90,131,190,1319,7499,15086,8434,7849,6865,2422,1975,2578,937,53651
702,167,227,84,203,120,41,16,43,17,914,392,343,205,656,315,81,55,99,21,2167,871,550,2146,1231,798,266,403,646,123,7035,51,123,49,198,117,46,31,111,16,746,68,94,48,187,84,31,28,68,12,629,16,34,16,24,19,7,5,17,4,140,76,152,72,203,74,42,64,134,148,962,3050,6171,2962,3808,2231,734,689,1373,460,21477
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,8,0,18,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,6,6,0,0,0,15,0,40
799,0,3,0,0,0,0,3,4,0,18,8,9,3,6,7,0,0,9,0,31,10,11,20,7,13,0,13,20,0,96,0,3,4,3,3,0,0,0,0,11,0,0,0,6,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,3,0,4,5,5,0,0,0,11,8,29,44,104,33,42,35,18,16,73,13,378
801,1815,2102,801,1080,1608,394,180,256,140,8371,3300,3085,1688,3043,3363,781,302,589,332,16487,3838,2821,9814,4270,4712,1372,1164,1734,566,30273,273,261,218,408,506,301,80,192,27,2264,437,403,287,512,792,233,123,210,65,3055,182,422,136,157,186,68,45,70,31,1305,290,523,261,322,405,144,114,184,469,2706,37817,72205,17402,17994,25567,6737,3261,5811,3916,190703
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,3,0,0,0,0,0,0,0,5,0,3,3,6,0,0,0,0,0,11,3,0,10,8,6,0,0,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,46,19,19,20,11,0,7,0,138
901,26,11,15,11,20,5,0,8,0,88,31,8,11,33,28,7,0,6,4,125,81,31,230,57,46,12,23,51,10,544,3,0,3,20,14,5,4,12,0,68,3,6,3,11,12,3,0,5,0,45,5,3,3,6,4,0,0,3,0,27,12,6,16,11,9,7,6,9,8,95,265,262,290,207,172,61,50,101,22,1435
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3
