SA4_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
507,112533,117181,229704,11235,12253,23491,1912,1993,3908,1662,1797,3461,1477,1539,3016,510,483,992,50537,55654,106186,250,277,529,462,470,931,209,199,411,15,12,26,57036,62423,119462,7705,8997,16702,1654,1622,3280,77644,85289,162931,13222,9661,22881,203393,212126,415523
509,37491,36217,73704,6019,6281,12306,236,266,506,240,270,512,287,256,544,141,139,282,12123,12873,24992,60,62,124,113,102,214,15,16,34,0,9,9,13216,13995,27216,1219,1297,2514,365,331,700,20824,21906,42725,7661,6002,13665,65978,64117,130098
510,15487,13327,28822,6020,6009,12024,622,559,1181,593,545,1138,1122,935,2061,247,213,461,8870,8318,17191,87,86,168,389,370,758,31,25,53,5,5,14,11965,11066,23031,1426,1675,3099,411,351,765,19819,19097,38916,9078,6165,15247,44387,38593,82979
511,28635,26803,55435,5370,5524,10898,434,406,839,463,456,917,645,566,1207,264,250,518,10708,10766,21475,113,106,221,177,165,344,27,22,48,13,10,20,12840,12752,25590,1596,1647,3244,507,391,900,20312,20310,40630,8857,6434,15292,57807,53550,111355
597,123,16,139,0,0,0,11,0,8,0,0,0,12,0,15,0,0,0,78,9,88,0,0,0,5,0,4,0,0,0,0,0,0,102,13,116,34,10,38,0,0,0,137,24,163,199,19,222,455,58,514
599,365,234,595,139,96,234,161,141,302,131,129,257,206,200,407,42,44,91,889,802,1698,27,27,53,34,30,60,7,14,21,0,0,0,1499,1391,2889,228,255,488,32,21,50,1901,1766,3664,2225,1267,3492,4491,3264,7755
601,63178,67239,130420,5459,6069,11528,3570,3298,6871,3543,3420,6962,1742,1859,3604,298,359,659,619,637,1255,21933,23856,45795,208,210,414,244,271,512,5,4,5,32161,33915,66078,5745,6195,11933,914,748,1664,44273,46934,91209,6433,6175,12607,113893,120345,234233
602,40272,41209,81480,4234,4667,8903,1753,1769,3525,1667,1571,3241,1497,1575,3069,238,250,483,496,512,1011,12710,14308,27017,154,154,313,83,98,176,0,4,4,18588,20247,38837,2325,2199,4524,452,392,836,25601,27503,53103,4571,4435,9004,70440,73149,143589
603,11998,11185,23184,1458,1531,2989,656,636,1300,433,430,868,465,465,929,87,85,168,141,168,306,2861,2920,5773,50,49,97,40,32,72,3,5,5,4731,4787,9519,356,366,720,78,59,137,6618,6742,13366,1717,1560,3275,20333,19491,39823
604,31060,31865,62923,4401,4811,9215,1185,1118,2305,1094,1042,2141,1071,1203,2275,166,165,337,367,439,808,9090,10498,19592,93,98,194,72,76,147,0,4,7,13155,14649,27803,1051,1084,2132,299,286,587,18903,20833,39734,3860,3771,7634,53820,56469,110290
697,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,6,0,5,4,0,4,13,0,19
699,102,76,176,27,26,49,15,22,36,26,34,55,33,46,77,11,8,16,12,7,16,258,214,474,0,0,0,0,0,0,0,0,0,362,321,685,21,29,51,12,4,15,416,383,801,227,137,359,746,593,1338
701,27925,27202,55125,2288,2241,4525,2256,2140,4398,2107,2205,4315,2396,2367,4763,921,1036,1950,1323,1362,2682,170,174,345,13576,14122,27697,287,291,575,10,10,17,23045,23699,46741,4287,4984,9269,775,638,1409,30389,31553,61951,7521,5757,13273,65837,64513,130349
702,22789,23023,45822,3009,3149,6159,942,1056,1994,979,1157,2135,1279,1267,2541,556,598,1158,497,564,1062,95,86,185,4025,4080,8106,86,112,198,4,0,4,8462,8917,17384,1522,1675,3199,318,303,623,13320,14044,27360,5314,4101,9418,41424,41179,82603
797,21,3,29,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,16,0,18,0,0,0,4,0,4,0,0,0,0,0,0,29,3,35,5,0,5,0,0,0,35,5,37,25,0,26,83,11,94
799,289,235,525,65,51,117,115,113,226,114,111,223,145,141,283,42,41,86,72,59,128,7,13,16,112,103,215,7,5,14,0,0,0,608,587,1198,100,138,239,6,9,11,779,786,1563,666,577,1245,1733,1603,3337
801,103478,108677,212157,5416,5558,10968,17150,17864,35015,4504,4577,9077,4225,4344,8571,1280,1251,2533,1424,1365,2786,378,395,773,656,612,1269,46173,47229,93400,18,17,35,75809,77656,153460,14527,15319,29845,1555,1159,2719,97304,99696,196993,9494,8590,18083,210272,216958,427232
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,46,23,68,6,8,19,35,36,70,13,19,25,11,7,17,0,5,5,7,5,12,0,0,0,0,0,0,72,100,170,0,0,0,143,164,302,28,33,56,4,3,5,182,207,383,99,37,133,320,267,587
901,1131,1132,2265,173,190,360,121,122,250,23,28,53,98,108,208,4,6,9,123,122,243,3,7,12,16,9,29,26,26,51,3,4,6,425,435,861,68,64,130,9,7,14,670,701,1369,586,320,907,2382,2157,4538
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,0,0,0,0,0,5,6,4,5,0,8,6,4,11
