SA4_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
205,1777,10293,7505,100173,1676,121425,42,177,111,4966,103,5400,1628,84,146,510,28,2393,530,117,53,207,9,915,4123,1359,889,3331,82,9779,17828,9732,7147,89568,1889,126165,1760,90,401,97,25,2377,470,90,92,607,9,1261,3098,989,696,7445,158,12379,826,223,73,590,16,1727,497,108,41,195,3,854,1673,123,49,132,4,1985,3552,2158,1343,26013,429,33488,3796,1210,483,5865,132,11493,96,6,13,7,0,128,73,24,16,93,4,200,89,23,16,66,0,187,1193,324,139,1131,28,2824,466,138,107,125,10,849,735,425,278,269,18,1727,1094,228,128,662,19,2127,331,53,42,172,8,603,123,34,17,19,0,198,4804,2566,1938,24854,374,34530,272,47,23,90,5,436,502,77,83,56,6,731,411,57,32,259,9,763,300,62,44,70,3,473,455,17,63,15,9,563,653,208,113,772,16,1763,8745,1617,1237,3579,196,15380,656,151,139,2499,19358,22809,50845,19006,13503,194009,23483,300848
206,5702,20703,16613,88939,797,132755,173,286,157,2701,50,3365,54835,1037,1844,1588,261,59569,2694,547,333,1176,29,4786,3504,1569,970,3142,32,9221,40613,18915,14245,99067,986,173832,5871,111,869,151,30,7024,3744,575,481,1430,31,6260,6976,2217,1699,11579,102,22581,16378,2467,1290,6492,149,26778,1291,403,232,731,22,2680,18737,594,463,367,48,20209,14722,6141,4481,52331,320,77992,23467,5591,2804,16864,264,48991,3884,43,112,83,19,4152,3272,482,389,893,20,5058,1783,331,203,645,17,2980,2186,771,493,1988,28,5468,1607,217,188,99,11,2115,3304,768,622,300,15,5011,4496,1019,746,2263,27,8552,2852,337,288,637,21,4137,388,45,31,18,5,489,11704,5216,4159,37128,256,58466,1842,237,157,311,18,2567,1730,298,245,95,14,2382,3770,274,234,489,22,4788,2145,300,244,276,9,2972,10388,172,455,186,91,11295,1487,461,318,1835,13,4112,75549,7432,6874,9537,605,99999,3477,207,226,1439,31916,37265,279950,45491,35154,221117,35306,617018
207,3740,10055,8467,53048,532,75845,63,63,41,783,9,966,85382,1107,2215,1378,465,90540,1261,215,141,522,12,2155,1850,681,420,1319,12,4285,17660,8821,6656,55862,526,89528,2271,94,354,78,4,2801,1023,270,195,644,6,2137,2978,934,645,5360,61,9979,12638,1665,910,5397,114,20725,829,149,106,366,8,1457,12683,415,333,236,20,13690,4126,2395,1754,25015,154,33454,12085,2621,1214,9284,135,25339,2846,23,136,23,6,3042,1202,248,150,364,12,1976,1117,159,110,445,10,1838,807,300,140,643,12,1898,329,81,46,40,0,497,1021,394,267,161,9,1848,1731,342,283,721,10,3090,886,110,146,211,0,1360,101,24,11,7,0,150,4264,2449,1830,20016,121,28675,662,93,51,90,5,903,1183,197,178,88,3,1651,936,93,82,198,0,1316,2652,234,180,164,11,3235,5044,166,299,122,7,5650,587,186,151,865,3,1789,35679,3127,3195,4498,195,46704,1698,117,89,648,10854,13408,196060,21989,17690,124825,12907,373472
208,4646,17391,13972,77949,698,114662,88,124,79,1207,15,1514,26437,566,1176,1019,117,29311,1711,307,189,641,23,2867,2946,1024,682,1843,22,6523,31302,13925,10387,75308,783,131697,2738,100,482,74,5,3406,2303,366,298,967,16,3952,5548,1557,1150,7187,83,15534,12767,1820,1066,5892,81,21632,1847,403,249,666,24,3193,12995,413,348,307,32,14089,9028,3646,2656,32270,210,47805,9415,2678,1417,8929,104,22539,1452,43,80,25,0,1604,882,213,111,365,13,1593,481,119,88,179,3,874,922,314,215,739,4,2201,756,143,105,75,4,1083,1920,708,560,226,19,3427,6368,1185,931,2267,53,10807,6244,447,478,526,52,7755,180,43,16,13,6,254,8123,3341,2569,24558,156,38747,1535,174,100,237,9,2054,4245,544,456,119,17,5383,1555,152,143,292,4,2149,2033,346,325,292,14,3021,2855,105,185,87,4,3236,1070,257,179,1025,7,2539,44630,6118,5488,7317,346,63890,2246,266,215,1244,13117,17089,175146,34162,26512,171331,15490,422639
209,8265,16548,11404,95888,988,133098,124,295,153,4338,75,4984,25021,500,899,930,122,27473,2975,520,253,1097,24,4868,2257,929,609,2081,26,5908,24341,12871,9002,86585,1042,133836,6165,204,659,164,23,7225,1147,228,163,897,11,2442,3689,1340,973,8036,82,14115,15533,2741,1384,7216,151,27029,753,201,141,423,7,1516,25312,498,325,213,48,26396,5983,3545,2251,34162,225,46162,30828,6838,3085,22589,349,63695,922,26,98,21,0,1061,5674,1209,581,1297,30,8792,13336,1717,972,3235,128,19389,3566,1039,603,2879,45,8131,1136,238,162,118,9,1657,1515,666,459,287,13,2943,1943,425,312,1033,19,3729,908,115,134,269,10,1431,1622,197,73,35,13,1947,5745,3126,2298,25650,150,36973,1968,249,140,321,13,2684,1045,234,174,58,0,1522,1729,209,177,477,14,2602,3359,247,133,203,16,3966,8286,166,334,168,33,8988,747,280,178,1056,4,2269,72151,5519,4295,6722,503,89190,4051,310,238,1780,19526,25903,245612,37704,24908,209488,22952,540664
210,10432,11217,7670,60814,779,90907,104,213,97,2430,44,2888,7990,205,427,530,47,9206,2956,469,243,962,38,4660,1298,519,398,1191,12,3415,17663,7882,5742,52002,830,84126,6023,158,548,144,32,6901,657,123,93,397,17,1282,2552,818,538,4730,74,8712,7331,1361,677,3678,94,13141,562,114,72,245,7,1002,21107,394,219,193,40,21957,3803,2094,1324,20362,187,27758,23779,5045,2318,15718,323,47175,463,7,41,9,0,525,9839,2541,954,1655,88,15071,1752,348,166,698,29,2992,5303,1217,713,3505,47,10782,976,161,159,103,14,1421,1216,377,321,155,9,2076,1982,367,261,916,15,3546,518,67,79,165,4,835,2934,249,83,33,29,3322,3690,1802,1333,14604,127,21552,1239,160,102,197,14,1715,504,140,81,59,8,780,1382,146,93,265,13,1908,3267,164,117,127,8,3686,4662,110,205,106,37,5120,406,131,95,568,4,1203,104114,5896,3946,5885,591,120426,4345,423,212,1278,19025,25281,224877,27872,17709,131906,21955,424328
211,4734,20796,15450,122881,1044,164909,96,272,148,3163,51,3729,48966,675,1417,1220,190,52473,1539,323,121,683,11,2676,6733,2262,1338,5221,60,15612,34893,18676,13665,111754,1190,180183,3985,121,602,144,15,4862,1331,274,175,1072,18,2872,6542,2189,1498,11315,156,21703,4713,1144,517,3369,52,9790,1506,320,176,566,22,2584,14220,487,376,283,25,15394,7339,3932,2646,36307,266,50489,9630,3182,1434,11039,121,25408,2220,19,89,20,0,2347,824,162,103,269,4,1366,555,115,54,332,0,1060,1184,481,281,1155,6,3110,756,183,132,156,10,1235,1433,802,644,422,10,3309,2742,474,401,1211,28,4859,1033,129,138,269,12,1575,292,70,51,13,3,437,8104,4342,3273,32802,233,48755,989,142,87,175,7,1409,2047,399,382,173,10,3010,1084,126,115,340,9,1675,4135,407,324,356,13,5233,3235,87,215,105,12,3654,1186,374,265,1357,16,3197,42399,4654,3845,6653,288,57836,2038,226,135,1985,15477,19858,189685,38715,28368,242974,18552,518301
212,17639,21307,16391,112548,1507,169394,242,353,238,3883,65,4783,84151,815,1688,1162,492,88307,4319,592,280,920,54,6164,6462,1806,1087,4204,76,13639,48143,16713,12758,95950,1593,175167,15530,295,1195,246,56,17317,3262,239,164,815,19,4501,6410,1767,1136,8647,138,18094,16607,2375,1361,6155,256,26755,3034,398,222,721,30,4411,65411,863,581,406,147,67406,8253,3504,2422,28794,330,43308,14966,3775,1836,11578,212,32365,4392,20,114,8,21,4560,2764,501,258,433,24,3982,1501,202,119,277,12,2112,1995,654,387,1558,30,4622,3633,486,339,191,34,4682,2836,987,661,431,26,4950,4779,525,423,991,40,6745,3003,207,214,381,25,3822,5502,421,177,72,77,6245,9549,3797,2883,25461,293,41988,6307,452,302,408,79,7547,2806,437,321,194,13,3779,3077,174,149,366,25,3785,18558,753,452,475,72,20321,24942,352,638,302,119,26351,1195,282,217,1089,7,2793,198126,7677,6438,7510,1297,221040,9737,432,379,2151,36208,48905,521969,43087,32509,220318,42175,860060
213,19117,20616,15357,100653,1428,157170,286,538,299,5305,62,6492,44707,693,1300,1115,300,48113,8329,1025,593,2271,81,12308,2875,1099,704,2315,22,7020,42813,15081,11551,85335,1574,156364,27302,620,1870,409,75,30271,1661,240,155,774,21,2848,5936,1692,1159,8755,144,17684,11493,2189,1059,5423,113,20280,1449,268,135,519,20,2387,76530,804,484,323,146,78292,8456,3725,2516,30364,293,45353,20278,5232,2539,16313,266,44627,1918,28,69,30,3,2054,5670,1491,662,1000,36,8861,10252,1227,677,2251,66,14477,17608,3450,2061,9743,215,33073,5906,548,449,227,53,7190,3708,897,676,326,38,5643,5243,788,578,1866,47,8529,1562,129,163,341,6,2213,7498,436,228,91,76,8331,8943,3529,2795,23655,210,39138,5546,573,355,638,59,7171,1760,254,193,108,10,2330,4398,286,239,452,29,5408,4292,249,135,156,13,4850,49695,725,1271,700,229,52623,1045,321,223,1012,8,2615,169000,8176,6321,8032,1131,192665,12744,435,388,1891,44792,60246,511602,46003,33567,211522,50358,853054
214,2474,13902,10731,84354,1120,112577,31,258,135,2867,50,3343,3296,173,245,557,25,4297,1086,203,111,393,12,1811,3346,1085,714,2375,51,7579,30099,13355,10043,77758,1401,132659,2095,65,413,77,17,2668,994,190,138,791,15,2131,3554,1206,884,6424,97,12154,2899,575,361,1477,50,5359,666,210,92,321,16,1307,2677,201,176,201,9,3261,6444,2862,1898,24677,283,36157,5126,1650,764,5849,118,13508,187,3,30,21,0,244,450,106,65,202,4,823,301,63,32,125,0,520,770,271,167,607,12,1833,1179,263,191,155,14,1806,1341,639,446,257,11,2703,1511,300,213,648,24,2700,993,93,84,166,11,1343,386,78,49,11,8,532,7673,3192,2412,21909,259,35448,620,96,55,107,3,884,1103,233,175,98,12,1613,678,81,72,308,12,1152,642,195,99,193,4,1131,466,25,73,17,0,589,1146,259,209,849,7,2474,14183,2871,2344,3870,228,23507,812,179,157,1633,14691,17475,79349,25696,19137,166240,17799,308226
215,891,2999,2221,54005,899,61013,25,176,63,4231,90,4589,1972,14,60,231,18,2292,242,63,17,191,6,521,677,277,170,578,14,1723,4473,2928,2133,48996,956,59483,1125,14,159,33,21,1346,134,19,24,327,4,500,753,341,249,7964,106,9419,426,123,43,394,13,996,156,36,11,99,0,303,1248,42,23,27,3,1343,743,565,395,13658,170,15534,2281,674,251,3987,76,7266,92,0,9,8,0,106,45,13,3,26,0,87,23,4,6,16,0,47,115,64,24,151,0,353,179,58,31,71,8,342,238,99,88,79,3,518,199,65,29,209,4,505,67,20,16,30,0,127,220,27,20,6,11,280,1002,719,560,13459,148,15879,71,13,6,22,4,112,206,28,12,23,0,274,111,19,14,64,0,213,74,15,8,21,0,121,750,4,19,9,13,791,109,61,39,355,7,562,7490,664,473,1424,128,10187,457,53,42,1563,11287,13401,22688,6036,4239,109121,13484,155568
216,1092,3208,2184,45160,734,52375,20,139,83,3891,78,4214,1180,26,50,251,11,1515,150,53,22,99,3,319,796,286,179,775,16,2054,4606,2985,2136,42001,766,52490,1276,14,192,23,9,1514,102,16,22,237,0,376,683,265,226,3528,41,4742,432,93,24,340,11,899,105,26,23,41,3,193,1970,45,19,35,8,2075,903,623,398,13580,143,15646,2796,726,274,4101,79,7974,42,0,3,3,0,50,37,7,8,16,0,68,215,25,16,128,0,391,162,64,39,240,5,504,243,45,49,36,3,376,291,98,94,94,3,583,187,62,32,166,3,454,51,12,8,44,0,123,284,23,4,4,0,311,1156,776,529,11064,122,13638,83,7,7,26,0,126,110,18,18,14,0,165,142,25,12,127,0,311,146,9,12,24,0,187,143,5,17,9,4,173,139,44,33,256,3,475,8771,601,447,1454,104,11375,437,83,36,1123,8930,10617,24697,6199,4191,91852,10685,137618
217,429,3132,2397,46229,698,52886,22,80,48,2182,44,2384,864,33,54,184,8,1143,81,30,8,93,0,221,993,387,217,921,17,2532,4686,2858,2139,42234,756,52673,707,13,140,21,6,890,142,34,39,275,0,496,671,290,254,4570,51,5834,182,54,25,161,7,426,66,18,12,33,3,133,467,34,20,33,0,559,1088,810,514,17560,222,20202,465,246,78,1280,17,2084,66,4,7,0,0,81,21,7,0,44,0,78,21,11,3,14,0,47,200,69,36,183,3,486,348,69,68,45,10,539,371,163,110,92,5,747,171,40,29,139,4,381,85,18,5,43,0,156,58,9,6,8,0,72,1379,885,626,13540,172,16594,42,11,3,14,0,71,206,34,33,10,6,289,90,15,5,88,4,207,107,13,10,4,0,134,178,0,6,0,0,182,182,54,38,340,0,612,2794,508,453,1048,60,4861,178,73,52,1402,7101,8799,14034,5802,4289,95195,8754,128069
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,3,0,0,7,28,38
299,61,230,123,1415,47,1874,7,9,6,208,5,242,179,7,4,13,0,206,18,0,0,0,0,24,53,31,5,42,0,126,370,173,124,1249,35,1952,54,0,8,0,0,55,25,5,0,14,0,47,74,23,13,136,4,250,34,18,4,18,0,77,11,0,0,6,0,21,95,0,4,3,0,99,106,48,23,445,7,626,72,22,20,106,3,222,4,0,0,0,0,7,27,6,0,8,0,38,10,0,0,8,0,19,12,8,6,27,0,53,44,0,9,5,0,58,43,12,5,0,3,65,23,6,3,19,0,52,18,0,0,0,0,18,23,0,0,0,0,23,103,60,48,350,7,572,22,0,0,0,0,23,14,0,0,0,0,21,20,3,0,3,0,29,19,5,0,0,0,26,48,0,3,0,0,48,14,5,5,15,4,37,595,69,42,93,19,810,32,9,4,45,3572,3671,1800,426,258,2909,3693,9089
301,2114,10899,8249,61799,697,83752,65,463,292,5458,68,6350,3297,174,339,577,22,4400,569,122,58,259,0,1009,2442,691,487,1279,27,4922,28345,9845,7189,58969,822,105164,2186,86,448,136,21,2874,1004,165,129,539,7,1839,2946,964,713,9582,86,14290,687,304,126,900,0,2015,431,92,48,140,4,716,2530,162,88,165,14,2953,6424,2153,1433,19875,158,30046,1991,864,360,3283,41,6543,451,10,64,10,0,532,190,76,39,165,3,472,64,17,9,33,0,123,339,107,87,385,8,924,2909,462,311,163,28,3871,2385,848,613,287,31,4162,974,219,193,577,6,1964,590,92,84,286,7,1058,634,121,43,21,7,825,7574,2461,1801,17144,145,29130,320,39,19,60,0,432,2377,222,167,53,10,2829,682,88,49,232,5,1055,289,33,36,42,3,406,577,28,53,26,0,681,967,211,140,731,14,2068,12195,2150,1903,3883,148,20285,805,147,123,1183,7834,10097,68504,19665,14648,127276,9718,239817
302,2186,9275,7437,53100,596,72605,106,379,194,4463,73,5209,5989,265,426,701,29,7412,328,98,73,191,0,689,1278,584,349,1107,15,3333,16554,7998,5908,50801,502,81765,4416,113,666,129,16,5339,729,164,103,498,6,1500,2027,922,639,9197,68,12852,479,226,79,614,12,1404,332,94,36,159,5,617,8734,204,174,147,27,9283,4106,2180,1496,22087,138,30004,3531,1190,529,4604,48,9901,844,17,82,16,0,965,155,73,25,194,0,445,83,13,10,12,0,121,204,106,62,410,5,792,1726,288,220,144,12,2386,1640,635,471,210,33,2993,801,171,142,617,5,1732,530,66,66,177,0,845,1271,163,67,25,5,1537,4544,2151,1468,15983,99,24245,201,47,15,46,0,312,949,194,117,57,0,1316,837,88,74,211,4,1214,499,56,30,51,0,642,705,42,73,51,7,875,553,199,136,760,0,1657,21069,2181,2326,3836,171,29576,993,105,105,921,7618,9737,71300,17178,13228,113773,9123,224598
303,4674,12263,10173,61231,559,88904,114,409,242,4534,60,5364,49807,683,1467,1055,262,53273,1155,193,135,372,8,1864,1975,804,466,1428,20,4699,23241,10363,7622,59455,638,101309,5703,178,900,187,17,6985,1053,221,150,617,10,2045,3135,1193,886,10660,69,15939,2726,917,438,2423,31,6538,636,129,75,211,10,1056,18151,390,315,194,35,19089,5673,2866,2003,26033,146,36720,3540,1294,625,4739,36,10230,7190,34,202,32,8,7463,634,232,120,452,3,1440,390,59,53,56,5,565,203,130,86,413,7,831,2845,387,328,144,21,3726,2161,753,617,279,22,3835,1367,289,241,756,19,2672,1308,177,142,454,32,2106,2070,240,97,62,24,2495,5909,2746,1994,19166,134,29944,1579,130,104,162,17,1994,1950,257,193,76,3,2482,1669,149,126,274,9,2230,1495,82,80,58,9,1727,5686,195,284,172,16,6347,711,208,149,988,11,2062,49794,3752,3727,5144,390,62804,2563,151,137,1040,12853,16740,179343,23975,19366,133397,14955,371026
304,1699,8515,7046,40973,359,58586,31,141,105,1823,22,2122,10544,309,589,525,53,12025,298,83,37,148,3,571,1685,535,378,895,8,3499,18063,7317,5589,40233,336,71540,1272,88,346,87,4,1794,1049,202,136,430,5,1829,2811,964,682,6951,36,11444,372,146,99,521,6,1143,415,77,64,141,0,701,5247,174,123,126,18,5682,4352,2123,1467,17831,97,25875,1787,610,368,2559,18,5344,1422,13,83,12,4,1546,226,73,60,201,5,565,164,29,16,39,0,246,131,65,39,300,5,527,598,138,93,61,4,892,1170,491,366,125,12,2166,980,202,161,473,8,1821,648,77,95,198,6,1021,285,59,37,10,4,400,5148,2013,1540,14231,83,23017,298,47,35,41,0,419,2322,288,210,43,7,2873,822,87,89,133,6,1136,796,47,27,37,0,912,2108,60,112,86,3,2372,770,186,95,664,3,1723,17291,1947,2339,2942,118,24643,663,88,73,493,4872,6194,68274,15291,12521,87258,5872,189213
305,2137,11571,9719,56974,492,80892,83,301,180,3104,65,3736,14985,462,805,929,67,17250,545,183,108,361,5,1195,1958,783,526,1493,15,4784,23330,10980,8185,61457,510,104458,3015,81,665,103,20,3874,1765,318,239,758,15,3098,3638,1270,924,10422,59,16316,1475,527,273,1658,10,3943,526,130,89,223,4,974,6507,239,174,207,26,7154,7308,3391,2460,30955,165,44277,5005,1550,799,5828,66,13250,2490,20,100,43,7,2658,312,113,60,501,0,983,161,34,22,43,5,262,240,183,90,581,0,1104,1314,241,175,109,8,1845,1832,570,419,210,13,3047,1392,338,278,861,10,2875,1021,122,147,326,10,1622,487,65,46,17,0,616,6792,3055,2274,22167,134,34422,499,71,48,94,0,718,1444,242,217,78,11,1994,2079,133,113,306,10,2640,715,79,66,72,3,928,2196,55,116,49,5,2425,982,292,158,1170,3,2604,29561,3132,3412,5134,229,41464,1222,93,78,954,14332,16689,101546,22933,18435,133474,15848,292245
306,2202,8073,7803,59076,937,78098,101,995,487,19387,378,21351,2754,179,297,987,16,4235,484,160,41,398,15,1096,1953,578,362,964,22,3878,18554,7119,6056,53850,944,86526,3049,111,653,178,44,4029,1016,129,120,444,7,1714,3640,951,846,7777,103,13322,426,156,97,677,9,1369,395,81,42,140,3,663,2519,109,89,100,8,2833,3893,1675,1324,19590,215,26699,4487,1630,813,8346,104,15388,987,11,61,4,0,1055,79,18,15,103,0,220,38,3,0,21,0,71,410,172,116,670,8,1371,973,212,198,185,14,1583,1269,539,380,235,28,2441,787,141,95,389,14,1421,330,63,50,206,10,654,465,120,55,61,8,706,4703,1789,1441,15410,162,23497,148,42,15,55,4,262,648,83,72,43,3,856,838,82,54,364,6,1345,219,35,26,48,0,331,495,22,61,13,0,595,664,157,118,632,10,1589,19605,2703,3263,11760,540,37872,847,117,156,1257,21679,24056,62910,16316,14328,135742,24455,253748
307,394,2796,2374,47817,658,54040,13,211,112,7922,147,8401,407,23,39,311,11,790,70,20,10,55,3,156,591,204,143,434,10,1381,4463,2570,2069,39926,718,49743,1465,8,142,34,16,1669,172,20,16,205,0,415,741,341,286,9420,93,10883,43,30,10,106,0,195,67,21,14,47,0,139,359,16,20,47,4,445,940,541,439,12896,157,14972,769,235,74,1337,26,2432,103,3,7,3,0,120,15,6,8,46,0,74,12,0,0,0,0,16,47,24,9,89,4,173,259,57,65,63,9,455,339,193,145,106,10,802,144,44,29,182,7,405,71,13,20,69,3,177,47,4,0,9,0,59,1224,640,574,10711,124,13268,39,8,0,8,0,60,308,33,35,21,5,399,200,19,14,86,3,318,25,6,0,0,0,38,71,0,7,0,0,78,141,61,22,248,6,482,2495,427,403,1657,57,5044,177,48,37,1350,10663,12270,12909,5058,4128,94288,12237,128622
308,983,6015,4938,80873,964,93766,42,489,272,13821,209,14830,1374,68,108,814,14,2378,126,42,18,107,0,291,1120,408,247,1109,8,2891,10007,5436,4263,68012,894,88617,2673,72,436,139,19,3336,363,66,69,366,0,870,1469,742,549,12200,105,15063,143,110,17,383,12,666,119,45,19,92,3,276,1468,60,37,96,0,1658,2049,1062,787,19811,173,23877,585,381,152,2531,27,3671,120,4,25,0,0,154,19,16,8,72,0,117,19,8,3,14,0,41,120,88,39,349,0,596,1326,279,198,215,21,2033,896,433,340,352,9,2031,265,90,52,357,9,775,214,55,38,192,4,506,217,50,22,33,0,320,2806,1287,956,17332,132,22511,68,16,4,20,0,107,971,95,101,56,7,1231,334,45,18,219,3,615,180,8,7,13,0,207,436,5,21,5,0,476,321,140,68,616,9,1156,6458,1226,965,5049,158,13852,524,102,83,2112,18229,21057,29840,10999,8552,158475,20375,228246
309,6675,26371,22221,140376,1663,197310,235,974,629,11304,121,13253,18161,500,895,1393,138,21089,2220,396,202,729,29,3578,5362,1474,984,2725,39,10583,78693,22881,18564,135062,1970,257165,6496,270,1266,279,55,8372,3108,434,352,1400,26,5327,8694,2288,1844,17422,212,30454,2123,755,429,1872,39,5219,1856,287,146,407,17,2715,8133,367,216,266,19,8989,15492,4678,3414,43017,424,67023,8315,2323,1201,7903,130,19868,4244,30,188,39,10,4505,825,237,108,604,12,1786,559,94,63,163,4,890,1320,468,290,1287,17,3374,10973,1474,835,473,84,13843,8183,2293,1628,673,67,12848,3036,445,382,1159,20,5039,2244,218,230,479,22,3191,2284,369,135,83,27,2895,19339,5248,4083,35405,341,64420,1628,183,103,233,21,2167,4828,563,458,172,22,6038,3223,261,234,626,22,4369,629,82,60,81,0,843,1649,52,164,60,12,1938,2474,460,315,1490,22,4771,51804,6271,6509,7902,465,72953,3352,477,405,3097,35658,42994,223258,48228,39667,289213,40412,640778
