SA4_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
305,192,413,287,214,282,175,80,1645,60,84,47,40,61,33,9,340,7,13,14,3,4,6,0,43,538,1248,1040,766,1129,638,303,5653,19,48,44,11,28,11,7,174,25,37,13,15,18,8,8,123,46,91,56,29,50,17,11,300,581,1336,1094,793,1171,650,312,5950,269,303,206,184,252,160,84,1463,9,11,7,0,0,0,5,44,863,1655,1309,985,1429,819,404,7460
306,536,1074,796,538,614,81,25,3665,71,91,53,39,51,0,6,305,26,58,27,29,28,5,0,175,953,2133,1667,1247,1564,213,89,7867,65,136,110,83,73,17,4,493,109,164,105,60,54,10,0,503,174,298,215,154,126,25,11,995,1128,2429,1877,1403,1684,244,99,8863,1324,1356,798,514,438,87,24,4536,39,59,43,29,10,3,0,177,2487,3851,2716,1943,2136,325,122,13581
307,258,513,331,248,222,27,8,1601,50,40,21,17,9,0,0,143,18,21,16,11,11,0,0,81,473,935,701,523,540,57,14,3244,19,63,43,42,26,0,0,193,48,70,40,18,12,0,0,194,72,133,77,60,42,6,0,387,539,1069,777,586,584,65,17,3634,767,778,409,273,187,16,6,2441,12,28,16,14,3,0,0,69,1325,1872,1209,865,774,77,20,6139
308,506,859,578,440,460,42,13,2892,82,103,54,31,44,5,0,323,31,53,27,24,18,4,0,157,969,1807,1358,1075,1210,156,42,6626,65,120,88,58,53,9,0,401,99,151,89,61,32,3,0,429,164,277,178,118,83,15,0,834,1134,2079,1541,1193,1298,168,45,7459,1394,1226,694,400,340,40,6,4092,48,37,26,32,11,3,0,159,2568,3353,2257,1621,1647,211,50,11705
309,1152,2280,1623,1156,1443,409,173,8239,319,401,292,169,254,86,38,1555,69,92,73,65,41,20,13,369,2300,4638,3631,2750,3664,1171,530,18681,74,185,122,94,79,31,20,603,169,264,143,96,113,30,5,813,241,448,263,183,187,61,26,1417,2542,5080,3895,2937,3855,1231,557,20102,1820,2094,1292,897,975,310,151,7543,64,85,58,35,30,13,0,280,4424,7263,5251,3871,4855,1554,707,27930
310,850,1527,985,705,805,193,74,5136,257,285,191,136,155,50,16,1102,88,105,53,51,38,6,3,353,1868,3359,2379,1866,2237,593,250,12553,114,244,171,127,111,21,13,797,183,296,127,83,85,20,3,805,300,542,298,208,197,42,15,1604,2165,3902,2682,2075,2434,641,260,14159,2559,2684,1489,1013,842,198,126,8909,69,85,65,27,22,0,6,275,4798,6666,4231,3117,3296,841,390,23340
311,786,1343,1041,689,764,178,70,4867,250,285,178,132,127,39,24,1041,83,108,61,40,39,7,4,337,1796,3058,2338,1706,2024,497,217,11641,148,242,146,115,116,22,9,796,186,294,136,107,93,21,10,840,337,539,278,223,209,38,19,1637,2131,3602,2619,1929,2234,537,235,13281,2734,2593,1454,950,954,195,113,8987,104,102,56,46,14,6,0,325,4967,6292,4127,2922,3205,735,349,22593
312,343,656,486,269,302,23,8,2095,47,54,26,18,15,3,0,164,27,41,26,12,12,0,0,116,676,1401,1066,728,897,84,27,4885,40,83,56,34,22,0,0,233,46,84,56,24,23,0,0,236,89,164,113,57,42,0,0,465,768,1562,1178,784,944,90,33,5350,726,632,341,223,166,16,5,2107,12,19,12,9,6,0,0,60,1498,2214,1526,1026,1117,104,33,7519
313,530,1114,772,534,596,119,42,3711,184,199,139,68,107,24,16,736,36,64,33,18,25,6,0,187,1144,2160,1660,1216,1558,367,151,8253,71,140,103,71,68,7,7,466,133,177,91,51,66,10,0,525,204,314,194,126,139,17,3,999,1348,2475,1854,1337,1696,381,157,9251,1649,1703,914,669,576,85,37,5627,24,37,19,18,10,5,0,114,3018,4221,2786,2022,2283,472,197,14996
314,379,774,521,361,459,132,51,2680,115,161,102,62,86,30,14,572,25,28,16,14,23,3,0,118,901,1868,1354,964,1342,433,177,7047,33,76,50,22,33,5,0,213,70,94,52,24,25,3,5,268,100,166,95,48,58,5,4,475,1002,2032,1453,1013,1399,444,182,7527,813,867,497,354,329,73,35,2962,16,18,17,12,0,0,0,73,1826,2918,1966,1372,1729,520,224,10560
315,134,247,174,85,68,3,0,724,28,29,16,13,3,0,0,90,24,30,15,21,11,0,0,101,371,704,496,309,283,19,0,2181,50,98,42,20,16,0,0,219,42,42,21,11,9,0,0,126,91,143,61,28,20,0,0,343,459,849,556,334,307,20,0,2528,793,701,346,179,112,3,4,2134,40,37,27,16,6,0,0,117,1292,1583,927,528,416,26,3,4780
316,684,1450,1122,740,944,189,78,5208,162,257,190,140,186,44,17,1003,32,57,46,32,29,10,3,211,1223,2697,2275,1665,2338,501,239,10940,25,93,76,42,46,15,0,300,78,145,74,69,56,10,3,436,105,237,149,110,102,23,4,730,1326,2934,2432,1768,2441,526,244,11672,888,1097,714,532,539,121,52,3944,31,39,31,19,4,3,0,132,2247,4078,3176,2321,2991,648,294,15747
317,348,663,460,340,374,59,24,2276,55,68,46,35,33,10,0,247,13,31,12,12,11,0,0,79,658,1322,990,811,955,186,72,4978,37,71,30,29,37,0,0,206,57,98,63,29,28,3,4,283,95,170,96,59,59,3,4,489,747,1484,1082,868,1016,188,68,5459,765,716,448,340,298,67,30,2682,23,27,11,21,12,0,0,93,1534,2234,1549,1230,1330,259,102,8234
318,482,948,625,416,486,105,40,3111,63,82,48,35,51,16,4,290,32,62,41,29,29,6,0,197,1008,2086,1525,1122,1374,278,112,7513,68,117,67,66,63,5,0,385,95,150,98,56,49,7,3,453,159,266,169,121,107,11,3,836,1166,2355,1691,1243,1479,294,117,8343,1131,1156,627,444,353,73,36,3816,31,54,28,19,5,0,0,144,2326,3560,2347,1711,1839,365,151,12305
319,581,1281,929,632,673,76,18,4194,89,87,51,44,53,10,0,345,53,76,44,33,34,12,0,245,1045,2192,1748,1330,1534,185,54,8082,73,144,92,82,75,0,0,477,123,204,110,79,64,8,0,587,196,348,204,159,138,13,0,1063,1240,2540,1955,1483,1674,195,56,9142,1781,1866,1176,819,676,57,22,6389,36,59,30,30,13,0,0,165,3061,4458,3153,2335,2361,246,78,15696
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,311,731,549,423,577,258,148,2999,64,39,35,22,38,30,15,232,15,21,15,4,18,8,5,86,608,1458,1274,980,1431,763,461,6978,14,40,28,22,34,7,5,159,29,74,50,47,42,13,13,265,45,118,87,69,84,23,16,420,654,1578,1355,1045,1514,786,473,7395,432,507,322,262,324,179,114,2138,11,13,14,18,10,5,0,66,1098,2099,1686,1318,1846,970,586,9601
402,953,1768,1242,855,979,371,199,6366,158,142,75,55,85,31,10,561,62,79,53,39,31,12,6,276,1749,3353,2560,1829,2370,952,521,13341,90,195,134,99,117,43,18,692,163,322,196,120,118,36,22,977,254,514,333,219,236,79,43,1671,2000,3866,2890,2048,2605,1030,568,15010,2727,2669,1566,1045,1037,364,216,9629,55,58,31,35,18,10,0,205,4780,6588,4487,3129,3665,1405,789,24845
403,582,1407,1030,678,812,301,154,4968,94,86,54,49,61,28,19,384,31,29,24,11,17,3,6,121,1016,2441,1956,1449,1949,823,457,10080,38,71,54,33,56,21,7,265,60,140,98,49,51,9,9,424,97,208,152,85,108,29,14,694,1117,2652,2106,1530,2053,846,466,10775,1053,1256,729,524,560,179,114,4405,8,20,23,16,7,4,0,89,2177,3927,2859,2071,2620,1029,575,15267
404,340,632,452,309,416,202,110,2461,51,40,33,20,36,14,9,204,26,26,17,20,16,4,3,107,628,1276,1018,769,1071,492,344,5597,32,55,33,19,35,25,7,200,43,83,52,25,41,13,4,264,72,133,83,48,77,38,14,464,693,1411,1103,820,1152,528,358,6061,709,706,471,390,361,132,129,2906,15,16,16,12,4,12,5,77,1422,2131,1584,1218,1520,674,493,9046
405,181,399,289,214,235,38,8,1361,32,33,18,24,18,0,0,124,10,15,3,6,6,0,0,39,293,680,494,432,510,86,25,2517,13,39,26,16,15,0,0,118,23,47,28,15,21,0,0,133,37,83,54,33,36,5,0,245,334,760,545,465,544,89,26,2763,501,479,296,213,199,29,7,1731,15,8,10,7,3,0,0,47,850,1248,853,683,750,119,36,4541
406,176,339,226,145,153,16,9,1058,24,34,13,10,18,0,0,105,11,13,13,11,11,3,0,58,280,588,450,300,388,56,8,2064,23,43,25,18,19,0,0,130,23,57,26,16,11,0,0,135,48,104,57,28,27,6,0,262,329,686,499,331,421,58,10,2331,554,515,279,201,141,18,3,1706,13,27,20,18,9,0,0,81,892,1227,797,548,564,78,17,4118
407,363,767,504,353,434,80,22,2523,56,50,37,37,32,5,0,219,23,32,23,14,15,0,4,116,558,1223,939,710,917,170,42,4557,26,71,43,29,29,9,0,201,30,51,26,28,23,3,0,167,53,122,77,59,52,13,6,377,606,1341,1015,768,972,182,46,4927,803,772,453,296,281,60,13,2674,16,24,17,6,4,0,0,74,1427,2141,1491,1072,1259,241,58,7678
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,322,794,612,466,479,45,6,2724,49,41,46,38,30,0,5,210,15,28,17,13,9,0,0,86,535,1298,1147,916,1077,94,17,5082,21,52,37,32,19,3,0,160,41,93,43,34,23,6,0,240,62,142,81,57,40,6,0,392,599,1438,1226,975,1123,97,19,5478,780,740,388,260,252,27,12,2458,8,19,4,14,0,0,0,53,1393,2200,1623,1245,1378,123,27,7986
502,228,527,365,209,237,46,22,1632,28,29,11,16,29,9,0,116,7,12,8,10,5,0,0,40,359,830,646,445,541,138,63,3011,27,51,40,25,25,8,5,180,51,92,53,27,26,0,4,259,74,145,89,51,58,12,6,435,433,973,734,501,596,143,68,3447,634,625,307,227,198,32,17,2042,13,16,19,4,7,0,0,64,1083,1615,1060,735,795,180,83,5552
503,126,335,259,192,247,143,79,1381,19,15,13,10,11,9,3,85,3,6,0,7,9,0,3,33,269,707,607,486,698,408,245,3421,0,21,19,15,20,6,9,88,10,35,13,18,28,3,6,108,12,58,31,32,39,10,20,201,276,762,642,515,739,417,265,3623,135,162,135,120,150,92,59,856,6,5,0,0,0,0,7,17,424,933,773,639,892,512,322,4495
504,486,954,616,479,534,152,89,3307,85,60,30,34,31,13,11,264,25,36,35,21,28,12,6,162,955,1888,1400,1110,1415,468,271,7502,39,92,59,33,44,20,11,305,60,143,69,46,48,13,7,392,101,237,129,83,91,33,19,695,1056,2126,1532,1193,1507,501,288,8199,1093,1070,578,384,371,118,50,3670,24,36,24,5,9,6,4,103,2168,3237,2137,1585,1884,622,339,11969
505,939,2004,1371,922,1151,422,229,7043,114,90,67,53,74,31,21,455,53,69,42,28,34,17,8,254,1674,3758,2917,2193,2972,1204,774,15493,53,149,113,76,114,39,28,571,146,261,151,95,101,26,18,807,196,413,264,173,216,60,47,1379,1874,4171,3181,2365,3188,1267,822,16871,1738,1777,970,692,741,236,148,6298,39,64,34,19,24,4,9,192,3645,6012,4186,3085,3949,1508,972,23356
506,759,1553,1078,780,899,320,197,5588,108,106,68,47,57,20,13,419,39,52,34,32,49,11,13,229,1500,3026,2336,1796,2339,889,592,12482,77,153,122,87,103,33,17,592,154,297,147,109,109,15,10,836,227,449,269,189,213,48,33,1431,1725,3478,2605,1988,2554,936,628,13912,1906,1833,1077,703,672,228,157,6573,62,67,43,33,16,5,6,231,3692,5368,3726,2719,3244,1169,785,20715
507,771,1572,1138,824,936,288,146,5676,105,103,58,50,65,20,17,425,43,63,33,23,25,10,7,207,1418,2995,2417,1834,2307,806,469,12247,87,134,87,66,80,22,5,485,122,224,137,81,72,14,12,662,212,356,219,154,151,39,16,1148,1632,3350,2636,1990,2465,846,485,13398,1637,1639,907,646,618,127,99,5682,43,38,35,30,14,3,0,167,3312,5026,3577,2666,3096,977,580,19241
509,191,429,329,206,265,18,5,1440,28,25,30,11,14,0,0,109,14,13,11,12,9,0,0,54,320,728,622,452,576,44,17,2751,15,41,19,23,28,0,0,125,36,63,34,22,20,0,0,176,47,104,58,41,43,3,4,303,367,838,680,492,612,47,19,3059,536,585,301,212,180,17,3,1836,18,26,22,20,9,0,0,96,920,1446,1000,727,801,65,20,4980
510,96,214,108,76,59,4,0,560,21,16,14,13,15,0,0,76,14,20,9,11,3,0,0,65,291,602,401,283,271,22,3,1871,20,29,12,14,11,0,0,83,10,29,15,15,3,0,0,81,31,55,30,32,12,0,0,163,318,665,429,312,283,22,3,2034,541,533,323,193,134,11,0,1742,23,48,28,11,6,0,0,111,889,1245,784,518,429,36,3,3894
511,193,368,252,150,169,8,0,1148,20,28,25,18,18,0,0,112,11,17,15,7,8,0,0,57,357,778,632,426,509,34,12,2742,9,34,36,21,15,0,0,121,25,54,31,21,23,0,0,157,39,92,70,42,38,0,0,275,394,862,702,470,541,37,8,3020,633,574,300,199,148,15,3,1875,30,41,25,18,4,0,0,128,1064,1483,1026,686,701,54,15,5019
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,486,961,720,474,553,166,55,3419,94,66,50,38,47,17,7,324,22,38,30,20,9,0,0,125,845,1717,1433,1025,1365,445,198,7034,31,73,61,48,55,10,11,289,78,145,73,51,49,15,0,413,110,219,135,102,100,24,10,703,962,1935,1565,1127,1465,475,209,7738,1091,1138,627,457,413,123,74,3916,18,30,15,10,6,3,0,86,2068,3107,2205,1591,1883,604,283,11736
602,257,582,409,313,345,94,23,2032,39,34,20,19,24,3,4,142,13,18,17,17,6,7,0,77,433,970,761,622,745,198,65,3800,22,54,38,26,25,3,5,170,47,120,60,33,37,5,0,302,71,174,96,57,59,13,5,478,509,1150,854,683,808,209,73,4275,768,819,473,319,285,70,26,2759,15,14,10,11,9,5,0,63,1295,1980,1340,1006,1103,279,93,7096
603,56,136,92,83,84,11,5,463,5,9,3,5,11,0,0,34,3,9,7,5,3,3,0,26,97,213,163,141,169,25,8,822,7,11,16,9,4,3,0,49,9,14,10,3,0,0,0,49,15,27,29,14,8,3,0,98,115,243,191,156,173,26,8,918,150,154,100,69,72,12,5,568,3,9,7,0,0,0,0,23,266,408,301,230,248,39,11,1512
604,257,439,360,250,272,41,11,1627,37,36,20,20,27,4,3,138,21,19,18,9,12,4,0,90,397,719,645,475,589,110,36,2968,9,43,29,32,25,3,0,143,31,71,47,26,41,5,0,221,37,121,79,56,62,12,0,366,432,837,716,534,644,124,36,3332,646,654,358,252,243,41,10,2212,15,19,11,7,5,0,0,55,1096,1513,1094,797,893,161,51,5603
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,202,364,211,165,133,30,7,1105,40,51,22,18,20,4,0,153,12,20,14,11,8,4,0,60,542,1121,754,565,643,122,63,3813,29,56,32,25,25,7,0,168,24,55,34,20,10,0,0,146,53,115,65,43,29,7,3,312,592,1242,819,609,677,126,62,4128,513,506,290,196,150,23,12,1690,39,45,16,23,12,0,0,128,1147,1794,1121,824,841,148,78,5950
702,119,223,154,84,71,6,0,662,32,37,14,9,8,0,0,109,18,17,14,10,9,3,0,79,318,581,446,288,258,28,9,1927,55,74,44,42,16,3,0,242,33,58,34,24,9,0,0,157,88,132,72,72,30,3,0,396,413,713,518,359,285,33,8,2325,842,981,618,371,178,19,5,3020,36,44,33,26,6,0,0,147,1288,1736,1161,755,476,51,16,5490
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,592,988,664,415,584,180,98,3522,125,106,59,34,54,32,14,424,48,31,18,11,14,8,5,121,1407,2885,2079,1502,2168,819,394,11252,39,67,48,40,42,10,10,256,63,97,58,39,46,20,6,318,96,163,104,76,83,33,20,577,1508,3049,2183,1581,2256,852,410,11834,916,997,576,359,474,156,116,3594,29,28,19,9,8,6,0,99,2451,4078,2774,1954,2736,1015,526,15520
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,11,18,9,3,8,0,0,51,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,14,28,24,14,16,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,32,22,17,16,0,0,102,0,5,5,4,7,0,0,24,4,0,0,0,0,0,0,8,22,35,33,24,22,0,0,134
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
