LGA_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
LGA11450,1797,4713,3170,29090,271,39041,22,238,142,3279,30,3716,2339,80,153,228,11,2808,853,195,104,525,10,1692,437,204,119,430,11,1199,5974,3596,2516,22261,203,34539,2085,151,294,107,8,2645,247,63,22,199,0,530,841,293,201,1888,14,3238,612,277,172,772,5,1844,210,75,37,119,0,439,4521,158,87,77,12,4860,1492,725,474,6363,22,9077,2850,1235,512,4211,31,8843,104,0,23,7,0,131,1049,386,137,653,6,2234,387,122,55,160,5,735,1065,444,235,1554,12,3310,433,127,82,90,0,732,386,217,136,154,0,893,532,123,113,330,7,1110,223,36,45,105,0,407,952,191,56,37,13,1248,1425,763,556,5221,30,8000,846,154,97,222,3,1327,428,104,59,40,3,640,782,94,65,144,5,1092,214,28,19,12,0,274,677,45,90,58,6,872,189,86,47,229,0,553,16842,1818,1209,2235,105,22205,694,87,59,484,3581,4903,43493,9881,6441,55234,4279,119325
LGA11500,4379,5315,3699,30001,416,43804,60,552,236,5842,92,6785,5458,112,235,205,47,6052,862,139,95,317,3,1426,525,170,99,398,3,1204,8546,3835,2644,24232,473,39733,6294,223,529,117,29,7190,418,42,43,184,0,688,1396,356,251,1968,59,4026,907,253,113,618,14,1905,353,45,32,121,0,554,10229,162,99,77,23,10590,1690,804,454,7131,75,10142,1751,622,305,1902,21,4596,260,7,34,4,0,302,2487,709,265,694,13,4168,442,60,47,92,0,642,627,264,133,680,9,1717,1479,233,165,136,24,2040,740,224,138,171,12,1282,893,104,79,279,3,1366,465,57,34,94,6,662,4378,454,257,160,58,5299,1912,829,600,5417,61,8831,705,123,54,127,3,1016,714,100,102,65,5,989,1348,87,61,124,16,1632,396,13,18,7,0,449,1790,73,97,75,19,2047,260,72,41,238,0,612,40857,2524,1716,2196,246,47538,1842,138,98,563,9607,12254,89264,11084,7521,57652,10997,176519
LGA11520,1034,2549,1846,10190,99,15723,28,41,13,402,0,487,13271,325,426,384,56,14453,544,87,59,256,3,943,307,87,55,175,6,634,4395,1824,1389,9259,102,16974,1240,51,152,36,0,1483,320,38,36,124,0,522,625,165,126,811,3,1733,1818,321,180,1094,16,3431,225,37,27,68,0,359,2780,96,82,63,8,3032,1695,672,439,4831,29,7659,7601,1424,666,3800,68,13558,3130,17,54,34,8,3241,1284,348,172,660,15,2484,162,28,20,49,0,265,385,122,77,342,4,922,175,38,20,13,0,246,289,132,66,46,0,530,454,76,80,145,0,761,374,42,34,90,3,547,64,19,12,4,3,98,1037,455,344,3004,27,4869,305,37,30,57,0,433,288,46,40,25,0,398,630,61,49,106,0,847,308,23,22,28,0,378,1098,60,83,52,3,1299,147,43,31,174,3,402,10377,979,924,1140,80,13502,481,18,22,124,3493,4135,49903,6128,4393,24802,3952,89177
LGA11570,12718,8038,5050,25309,532,51641,116,282,104,2093,29,2627,40819,462,773,561,282,42900,1209,166,94,396,8,1866,445,175,112,277,4,1005,13383,4325,2777,21026,527,42043,5925,170,553,106,35,6788,730,100,76,222,3,1132,1435,342,228,1680,35,3713,14147,1875,1048,5323,109,22504,465,94,39,115,4,722,9174,168,136,78,24,9578,2142,1098,660,8255,83,12244,7771,1662,734,4258,73,14497,3733,18,87,17,30,3890,34980,7277,2834,6975,226,52287,3228,427,214,664,20,4549,897,245,116,545,16,1811,1284,186,151,62,22,1709,779,247,154,100,10,1292,1141,158,95,255,10,1659,648,57,39,100,6,845,1563,215,68,47,25,1917,1670,853,570,5334,74,8510,740,86,45,115,3,987,412,88,56,41,7,596,1611,88,106,171,6,1984,382,33,23,32,0,477,25908,255,453,260,111,26994,219,69,37,290,0,616,79977,5131,3104,4284,607,93094,6858,511,351,822,23856,32402,245851,23052,13491,62218,26382,371006
LGA11600,11,56,60,1002,8,1134,0,3,6,217,6,234,6,0,0,3,4,13,0,0,0,0,0,4,16,0,0,4,0,18,80,47,55,791,18,990,30,0,3,0,0,40,5,0,0,8,0,12,22,0,7,81,0,109,0,0,0,0,0,0,0,0,0,0,0,0,47,4,0,0,0,52,24,15,9,236,0,291,31,3,3,41,0,83,23,0,5,0,0,25,3,0,0,8,0,12,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,3,0,0,0,0,4,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,16,8,11,228,0,261,0,0,0,0,0,0,8,0,0,0,0,8,13,4,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,172,14,11,15,0,224,6,4,0,18,313,340,450,102,99,1870,349,2866
LGA11650,2182,15545,11233,107973,1350,138273,79,803,490,14754,177,16303,3696,241,354,805,36,5135,675,208,110,457,12,1458,2197,746,479,1672,27,5124,25894,13768,9850,96632,1607,147753,2706,168,616,161,22,3679,973,202,196,918,7,2296,2858,936,650,6869,81,11403,1104,334,163,1034,17,2657,559,149,72,261,10,1047,2865,191,126,200,7,3383,5970,3002,1915,30559,316,41757,3107,1291,527,4747,54,9730,994,14,65,25,3,1098,492,191,82,406,9,1181,113,24,15,53,0,204,1512,503,270,1628,30,3938,1238,542,230,371,19,2405,1342,866,583,555,9,3359,1139,275,196,605,16,2228,894,103,139,281,15,1427,264,200,32,27,0,526,6235,3205,2212,24504,205,36360,376,70,31,125,4,609,1259,228,214,106,9,1814,1174,104,120,375,6,1776,221,65,34,52,0,375,470,37,87,17,4,609,1034,332,225,1101,12,2708,14356,3419,2569,4931,202,25482,808,188,134,2030,16288,19442,70322,27328,19385,209940,19625,346596
LGA11700,0,19,15,394,12,438,0,10,0,553,22,584,5,0,0,6,0,9,3,0,0,0,0,3,3,0,0,5,0,7,22,22,11,320,7,380,0,0,0,0,0,0,0,0,0,4,0,4,11,9,0,41,0,56,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,100,0,108,4,4,0,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,4,0,4,0,0,0,4,0,0,4,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,77,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,9,0,31,0,61,0,3,0,12,327,343,76,45,25,1222,361,1725
LGA11720,228,1793,1240,24880,287,28431,6,147,92,5460,51,5762,199,14,20,94,4,333,42,17,8,42,0,113,219,105,72,258,0,654,2111,1672,1148,21628,277,26848,301,19,117,28,0,466,75,20,16,148,5,263,343,170,112,1906,28,2554,37,34,3,115,0,189,45,15,6,26,0,94,193,22,11,34,0,255,440,272,180,4819,48,5752,180,109,28,696,6,1025,27,0,0,0,0,24,41,19,4,45,0,108,7,8,0,15,0,34,65,43,13,131,0,250,141,52,22,48,0,259,129,104,77,87,4,392,158,37,18,237,8,464,39,8,10,55,0,113,31,18,3,11,3,70,698,526,360,5711,50,7347,21,5,4,8,0,40,67,18,11,23,0,120,62,21,0,65,3,159,15,8,0,4,0,21,70,0,0,3,0,80,99,40,18,302,3,465,1084,280,212,904,22,2501,79,31,18,614,4294,5036,5656,3260,2200,47601,4914,63632
LGA11730,181,1391,1026,19634,342,22585,11,92,57,3612,67,3836,157,23,21,108,0,313,24,8,0,25,3,63,298,86,67,183,3,628,2213,1367,1018,17720,357,22672,220,6,78,9,4,315,88,9,4,119,0,230,330,133,82,1753,24,2324,34,22,0,78,6,140,29,15,11,17,0,72,152,17,8,34,5,210,438,279,200,5366,64,6353,147,91,25,565,5,836,11,0,0,0,0,12,9,4,3,17,0,37,3,0,0,6,0,10,48,23,16,73,0,156,75,50,25,31,0,180,105,61,46,49,3,262,83,33,11,56,0,186,31,9,3,26,3,70,19,16,4,0,0,30,580,427,271,4958,59,6298,12,0,0,12,0,22,73,11,13,22,0,114,47,6,8,36,6,94,9,0,4,4,0,16,29,0,8,0,0,33,90,28,23,123,0,262,971,231,203,686,39,2128,63,26,19,478,4227,4816,5166,2602,1883,39481,4987,54115
LGA11750,8,73,90,1577,17,1773,0,13,5,501,9,523,26,0,5,8,0,40,0,0,0,0,0,6,14,0,3,11,0,36,83,58,57,1144,19,1369,26,0,6,0,0,34,0,0,0,0,0,4,17,8,0,93,0,120,5,0,0,3,5,12,0,0,0,0,0,0,9,0,0,4,0,12,33,21,15,304,4,375,11,10,0,51,0,66,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,3,0,0,0,0,0,4,18,0,3,4,0,22,24,3,5,0,0,34,3,0,0,3,0,13,0,0,4,0,0,11,17,3,0,0,0,22,23,6,19,247,4,297,0,0,0,0,0,0,13,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,8,8,0,0,0,0,8,3,0,0,12,0,17,115,13,12,32,0,172,6,5,4,40,579,629,389,123,123,2795,634,4059
LGA11800,468,2710,1982,24352,297,29808,10,168,71,4091,59,4394,557,61,50,166,4,836,78,31,8,65,3,181,508,188,128,406,5,1232,4644,2574,1739,23504,337,32802,398,13,97,34,6,556,205,36,29,234,6,511,739,252,175,2185,25,3375,106,55,14,120,4,297,113,23,11,49,0,200,1034,68,104,85,13,1300,948,562,345,7499,89,9445,479,215,69,952,8,1723,68,5,8,3,0,81,29,23,8,60,0,114,11,4,0,8,0,18,108,57,37,172,0,379,156,60,32,48,0,305,227,132,97,88,4,544,193,52,43,129,4,422,85,28,12,51,3,175,31,5,11,6,0,51,1082,618,435,6360,57,8557,31,3,4,14,0,50,242,27,30,24,0,326,134,18,14,66,0,231,33,12,0,10,0,49,92,6,12,5,0,112,167,50,35,225,5,480,5118,610,584,1117,69,7495,231,24,31,541,4259,5087,14933,5021,3599,50154,5051,78759
LGA12000,13,80,60,1795,25,1968,0,5,0,246,0,250,5,0,0,7,0,16,4,0,0,0,0,4,16,3,0,14,0,44,121,97,48,1535,26,1830,0,0,3,0,0,0,9,3,0,22,0,30,7,14,8,153,0,179,4,0,0,5,0,14,0,0,0,0,0,0,3,0,0,5,0,5,37,16,8,581,3,641,10,6,0,38,0,54,0,0,0,0,0,0,0,0,0,13,0,9,0,0,0,0,0,0,9,0,0,6,0,14,15,0,0,0,0,15,3,5,6,6,0,16,7,3,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,39,21,11,447,7,522,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,0,8,0,14,53,11,13,47,0,126,3,0,0,81,230,322,270,157,98,3575,287,4385
LGA12150,9,31,26,1431,14,1511,0,12,16,1040,8,1074,6,0,4,10,0,20,0,0,0,0,0,5,5,0,4,11,0,18,35,28,25,1002,28,1125,13,0,0,0,0,18,0,0,0,4,0,4,18,4,8,78,0,107,9,0,0,0,0,8,0,0,0,0,0,4,35,0,0,0,0,32,13,15,12,274,3,320,5,7,0,20,0,23,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,4,0,0,0,0,8,10,0,0,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,258,3,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,3,0,12,19,4,4,25,0,57,0,0,0,37,500,540,163,73,63,2893,543,3732
LGA12160,22,231,141,4448,84,4929,3,13,9,611,7,647,112,0,4,4,0,122,3,4,0,0,0,12,37,11,9,36,0,91,328,219,152,4204,75,4972,57,0,8,0,0,62,11,0,0,19,0,26,52,28,18,314,10,420,8,4,0,3,0,16,7,0,0,0,0,7,18,0,0,6,0,25,74,46,24,1399,18,1556,21,12,4,85,0,122,0,0,0,0,0,4,0,0,0,19,0,22,0,0,0,0,0,0,5,0,0,9,0,22,9,8,4,3,5,30,11,7,5,7,0,32,11,5,5,14,0,35,0,0,3,12,0,17,10,3,0,0,0,13,85,61,36,904,15,1100,3,0,0,0,0,3,10,4,0,0,0,16,5,0,0,3,0,9,9,3,0,0,0,10,13,0,0,0,0,13,11,5,0,20,0,30,177,38,22,108,3,351,16,5,0,114,777,911,905,419,257,8867,956,11403
LGA12350,46,264,210,4856,67,5445,3,36,14,983,18,1059,37,5,4,25,0,70,18,8,0,15,0,41,65,15,14,31,0,124,363,296,211,4379,74,5323,60,0,4,5,0,68,16,4,6,22,0,44,81,32,21,309,8,449,29,13,0,29,0,68,12,0,0,12,0,28,51,0,4,0,0,57,78,61,29,1389,11,1573,34,27,9,88,5,158,11,0,4,0,0,12,0,3,0,13,0,18,0,0,0,0,0,0,34,6,11,42,0,99,15,0,6,12,0,34,12,8,13,9,0,50,22,6,3,8,0,31,9,0,0,7,0,16,0,0,0,0,0,0,102,78,62,1018,9,1267,4,0,0,0,0,4,20,4,0,3,0,27,9,0,0,8,0,16,0,0,0,0,0,0,9,0,0,0,0,9,11,10,8,19,0,45,306,49,32,160,4,559,19,0,0,112,880,1004,1192,543,390,9558,1040,12724
LGA12380,7087,3804,2271,11407,295,24868,89,164,72,1091,28,1436,28597,216,397,292,242,29748,1580,133,88,383,13,2200,229,84,31,120,3,461,8735,1960,1203,9489,318,21713,5297,89,303,68,17,5778,271,18,24,86,0,406,660,149,99,693,16,1609,1384,219,98,564,15,2284,177,47,12,51,0,289,20129,124,91,45,38,20417,930,448,243,3591,43,5261,2641,564,246,1392,47,4890,5383,20,75,5,16,5503,18462,4173,1747,3495,130,28014,173,21,23,41,6,265,1873,278,140,733,19,3045,797,114,65,45,15,1046,352,95,78,41,9,566,536,71,40,130,6,779,571,55,39,92,6,762,949,121,40,33,8,1148,756,344,226,2156,47,3519,492,56,17,52,3,621,167,31,13,16,3,228,904,40,55,62,13,1067,1526,26,13,14,6,1581,4078,69,115,88,11,4358,86,47,20,97,0,250,72745,2771,1588,1892,467,79465,3815,276,135,408,16511,21144,172870,11255,6339,26842,18129,235439
LGA12390,223,1073,798,19749,177,22012,12,180,66,7896,115,8272,328,15,26,186,3,559,16,9,3,18,0,46,178,68,68,209,0,527,1140,961,735,16657,216,19705,395,4,62,31,3,493,51,11,12,122,0,196,179,71,49,1385,9,1700,59,18,11,106,0,192,26,13,3,14,0,54,683,18,15,22,0,734,247,232,151,5144,50,5820,138,74,24,509,3,751,60,0,4,0,0,64,48,14,13,46,0,123,13,0,0,0,0,10,25,20,8,102,0,158,87,20,19,28,0,152,64,60,44,55,0,226,62,29,27,95,0,205,42,7,15,17,0,71,8,0,0,0,0,17,318,245,171,3745,27,4501,9,4,0,0,0,12,70,12,8,11,0,104,42,4,5,33,0,83,87,10,14,6,0,109,56,3,10,0,0,65,28,26,13,117,0,183,2580,184,161,541,20,3490,134,19,21,343,5227,5743,6288,1942,1449,39511,5728,54922
LGA12700,28,278,179,4065,66,4614,0,9,19,562,6,595,10,7,0,17,0,27,0,4,0,0,0,15,39,15,5,20,0,80,353,240,184,3441,36,4261,10,0,13,0,0,31,9,4,4,11,0,31,50,26,16,364,6,467,5,8,6,23,0,37,9,3,0,3,0,18,4,0,0,3,0,12,68,37,20,959,18,1106,25,8,11,90,0,134,0,0,0,0,0,3,0,0,3,4,0,6,0,0,0,6,0,11,9,0,0,6,0,23,6,8,0,4,0,21,10,11,13,6,0,41,19,8,0,26,0,55,6,0,3,3,0,11,0,3,0,3,0,9,102,71,44,776,7,1005,7,0,0,0,0,6,3,4,5,0,0,12,5,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,5,5,31,0,51,101,44,30,142,0,313,6,6,0,108,354,464,683,459,323,7600,476,9541
LGA12730,29,200,134,3301,41,3706,0,8,7,363,0,385,43,5,0,16,0,63,0,0,0,7,0,8,39,14,5,46,0,109,190,171,140,2867,32,3400,32,0,8,0,0,39,8,3,0,4,0,18,38,12,14,213,3,285,9,4,0,9,0,20,0,0,0,0,0,0,44,0,6,0,0,45,42,39,20,799,3,907,63,21,10,148,0,235,7,0,0,0,0,7,0,0,0,8,0,8,0,0,0,0,0,0,3,0,0,3,0,6,23,0,3,11,0,44,9,7,9,10,0,32,10,0,0,8,0,22,0,0,0,0,0,4,3,0,0,0,0,0,48,60,36,799,6,949,0,0,0,0,0,0,15,0,0,3,0,22,8,0,0,4,0,14,0,0,0,0,0,0,5,0,0,0,0,5,6,10,0,11,0,36,115,22,16,74,0,229,12,4,0,74,743,827,653,348,247,6383,821,8456
LGA12750,201,1333,954,12697,225,15409,7,77,22,2179,58,2333,123,13,11,84,0,233,174,30,11,40,4,263,380,86,55,193,3,725,2925,1349,944,11973,252,17441,135,8,37,13,3,200,99,17,17,98,6,234,561,129,92,1009,30,1810,129,19,8,76,0,230,78,19,0,17,0,122,139,8,9,10,0,163,585,319,198,4196,80,5375,310,118,38,411,9,885,7,0,0,0,0,17,19,15,10,22,4,72,22,8,0,3,0,29,109,39,13,77,0,233,43,13,35,25,0,122,113,69,42,49,0,270,172,23,13,73,3,284,72,18,11,35,5,133,16,5,3,3,0,34,717,331,270,3299,40,4657,45,3,5,11,0,65,63,17,12,10,0,106,70,7,5,36,0,122,20,6,6,4,0,29,52,4,0,6,0,69,120,44,14,120,4,293,1104,230,159,475,19,1994,60,26,13,247,2710,3050,6937,2512,1759,26085,3307,40593
LGA12850,6943,2247,1498,7431,289,18410,65,146,60,1181,26,1476,25736,320,417,397,350,27226,2729,210,119,441,23,3527,162,46,16,58,6,285,6694,1142,826,6033,258,14950,3025,87,241,56,16,3421,321,31,17,53,0,423,912,112,89,489,12,1610,890,133,104,390,5,1523,250,29,8,29,5,307,1607,47,30,33,3,1717,567,250,163,1820,21,2826,6530,1076,484,2427,128,10644,193,5,11,12,0,220,3703,1068,380,656,41,5847,1171,104,83,190,15,1555,1526,227,138,628,26,2556,543,85,65,37,0,737,332,57,57,13,3,457,787,78,34,106,5,1011,707,55,17,67,7,850,2129,106,79,48,22,2382,543,203,159,1217,20,2136,3339,200,159,211,28,3941,65,12,3,3,0,88,1943,64,62,52,34,2157,118,12,7,6,0,141,38774,449,686,413,295,40624,57,13,11,48,0,133,68572,1957,1419,1413,506,73870,5348,138,134,241,11514,17376,165055,6965,4921,18107,13431,208475
LGA12870,55,309,198,4801,69,5440,0,6,8,265,4,288,43,0,0,13,0,54,8,3,0,6,0,24,64,17,14,42,3,154,488,314,208,4515,100,5616,83,0,16,4,0,96,10,3,0,34,0,46,86,28,17,435,10,573,12,0,3,25,0,45,12,9,3,10,0,33,23,3,0,0,0,29,89,64,35,1552,18,1754,71,29,10,176,0,289,20,0,0,0,0,16,0,0,0,6,0,7,0,0,0,0,0,0,20,4,0,16,0,40,14,0,6,4,0,26,29,10,10,11,5,65,28,12,0,16,0,57,4,7,0,0,0,8,0,0,0,0,0,0,139,82,58,1252,13,1541,6,4,0,0,0,8,6,3,0,0,0,6,9,0,0,3,0,14,0,0,0,0,0,3,12,0,0,0,0,12,17,8,0,34,0,67,165,51,21,107,3,345,25,6,0,152,793,978,1250,570,369,9728,978,12899
LGA12900,11,134,140,3849,48,4187,0,13,6,1086,17,1119,29,0,0,15,0,41,4,3,0,0,0,5,19,16,3,24,0,64,144,127,118,3271,64,3721,37,0,9,0,0,50,4,0,6,32,0,49,29,18,13,315,0,378,3,0,0,10,0,15,0,0,4,5,0,20,31,4,0,0,0,42,40,35,9,1044,12,1141,25,13,8,90,0,137,0,0,0,0,0,0,0,0,0,8,0,15,6,0,0,3,0,9,10,6,5,14,0,29,4,4,3,5,0,22,8,0,5,3,0,21,7,0,0,12,0,24,0,4,6,0,0,5,3,0,0,0,0,0,38,36,23,696,9,809,3,0,0,0,0,4,7,0,0,0,0,6,3,3,0,8,0,16,4,0,0,7,0,16,0,0,0,0,0,3,3,0,0,19,0,27,85,18,14,111,3,237,13,0,0,82,733,824,493,260,221,7494,857,9319
LGA12930,2271,3149,2471,14200,228,22310,37,104,65,780,6,991,37871,444,773,446,219,39753,1488,163,120,465,17,2246,283,66,60,160,6,573,5956,2322,1712,12980,171,23144,3273,64,275,46,14,3664,303,61,36,156,0,550,720,197,119,1078,5,2116,6513,1049,559,3621,62,11809,269,50,25,61,6,408,2979,114,99,51,4,3240,1196,643,413,5442,45,7742,3135,809,392,2115,32,6487,634,10,40,11,4,704,3444,704,400,990,24,5569,3147,367,224,762,15,4511,513,161,87,360,3,1118,804,116,80,35,7,1044,410,132,92,78,3,716,458,71,41,116,0,690,493,35,29,60,0,624,320,40,17,18,8,397,1050,509,352,3793,31,5730,637,64,49,84,0,830,248,46,34,22,0,356,823,49,46,84,5,1006,180,12,19,15,0,227,1522,40,109,46,3,1719,137,73,34,173,0,417,24963,1451,1337,1771,125,29646,1190,91,36,265,6385,7966,96501,8192,6150,34131,7294,152274
LGA12950,9,65,55,1724,35,1885,0,11,0,539,9,562,9,0,0,8,0,16,0,0,0,0,0,0,20,4,3,3,3,36,67,59,37,1446,33,1643,19,3,4,6,0,32,0,0,0,6,0,7,14,6,7,118,3,146,0,0,0,0,0,11,3,0,0,0,0,10,9,0,0,4,0,16,9,13,7,425,3,463,4,0,0,29,0,34,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,17,0,3,4,3,0,10,7,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,19,10,351,3,403,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,22,4,8,41,3,83,7,0,0,38,464,503,186,123,81,3365,542,4295
LGA13010,30,183,126,3235,61,3637,0,15,6,558,18,596,26,0,3,22,0,53,6,0,0,3,0,7,45,15,8,23,0,84,314,182,133,3026,92,3747,28,0,11,5,0,34,12,5,0,16,0,37,38,19,8,367,8,443,3,0,0,7,0,8,0,3,0,0,0,7,39,3,0,6,0,46,51,40,22,910,15,1042,16,15,0,64,0,95,4,0,0,0,0,4,0,0,0,13,0,16,0,0,0,0,0,3,3,0,0,6,0,11,8,4,0,4,0,14,8,7,8,3,0,32,15,4,0,15,0,27,6,0,7,11,0,24,0,0,0,0,0,0,89,52,35,862,15,1054,3,0,0,0,0,3,3,0,0,0,0,7,4,0,0,5,0,8,0,0,0,0,0,3,0,0,0,0,0,0,15,0,0,25,0,48,168,26,19,86,8,298,5,6,0,83,926,1019,742,342,225,6516,1099,8931
