LGA_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
LGA40700,18404,20222,38624,405,440,843,100,112,214,109,107,211,49,65,110,1929,2074,4005,27,25,53,3,4,7,27,36,62,14,13,24,0,0,0,2259,2429,4687,220,229,455,20,22,49,2906,3120,6031,522,571,1093,21827,23919,45742
LGA40910,21951,23343,45297,483,520,1004,100,81,182,141,132,277,46,44,89,2530,2644,5174,14,23,36,11,14,26,14,23,43,16,11,33,0,0,0,2874,2976,5852,174,164,340,38,37,73,3576,3693,7272,814,883,1693,26340,27921,54260
LGA41010,1390,1331,2726,104,105,209,6,6,6,3,0,3,9,10,21,91,98,187,9,7,14,0,0,0,3,0,8,0,0,0,0,0,0,120,120,239,3,7,10,5,0,6,227,232,461,147,143,284,1763,1709,3472
LGA41060,48662,51202,99871,1079,1196,2272,293,267,565,366,297,659,135,158,294,5304,5701,11006,56,67,126,29,23,49,65,57,117,35,29,72,0,0,0,6284,6603,12885,358,368,728,135,108,242,7856,8274,16128,2251,2256,4505,58769,61736,120501
LGA41140,3722,3794,7521,132,174,310,8,15,20,18,13,37,21,13,31,232,268,501,9,13,20,4,3,7,12,13,25,0,0,0,0,0,0,302,338,644,11,21,29,12,3,14,461,536,998,300,292,588,4486,4623,9105
LGA41190,723,667,1396,27,29,59,0,4,6,4,5,8,0,0,0,40,41,82,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,49,54,106,5,3,4,5,5,3,83,86,171,82,69,151,894,825,1716
LGA41330,601,435,1042,31,21,54,4,3,10,15,12,28,5,4,10,40,38,78,0,0,4,0,0,0,3,4,9,0,0,0,0,0,0,77,64,141,6,3,7,0,0,0,112,97,200,180,136,314,895,667,1556
LGA41560,5846,6016,11867,288,291,581,19,18,37,13,23,32,15,11,30,518,549,1064,9,11,19,0,4,8,25,26,45,0,0,0,0,0,0,606,643,1244,13,10,31,11,12,23,917,960,1880,624,565,1190,7387,7541,14931
LGA41750,449,380,828,17,12,30,0,0,0,0,3,4,5,0,3,19,24,45,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,22,27,52,0,0,0,0,0,0,44,47,84,51,37,93,540,469,1007
LGA41830,655,673,1324,18,26,48,3,0,6,0,6,3,6,3,4,24,33,54,5,6,10,0,0,0,3,0,0,0,0,0,0,0,0,39,46,79,0,0,5,0,0,0,56,75,136,90,78,168,800,827,1624
LGA41960,508,483,985,39,38,78,0,0,4,0,4,3,4,5,11,24,25,48,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,36,32,72,0,0,0,9,0,9,85,70,155,80,61,139,671,615,1286
LGA42030,9772,10476,20246,356,376,733,40,41,73,55,52,108,23,30,62,1027,1165,2188,11,12,22,6,5,11,13,7,18,3,8,9,0,0,0,1172,1321,2499,38,28,66,41,51,87,1606,1774,3384,542,561,1102,11929,12812,24735
LGA42110,1672,1620,3292,58,58,114,3,5,12,0,0,0,6,9,13,116,113,231,3,0,3,0,0,3,0,5,10,0,0,0,0,0,0,136,132,265,0,0,0,0,8,9,198,201,397,167,173,341,2041,1993,4028
LGA42250,3436,3159,6595,75,73,150,5,7,14,34,44,81,5,9,14,181,191,371,3,5,11,4,0,3,0,0,0,0,0,0,0,0,0,239,261,500,5,10,19,3,0,0,321,348,668,963,340,1301,4720,3846,8566
LGA42600,14535,15966,30506,428,465,895,131,103,235,123,147,266,63,54,119,1577,1802,3379,22,27,52,8,13,19,13,21,33,3,9,14,0,0,0,1944,2169,4115,177,169,347,32,22,55,2580,2828,5410,631,687,1319,17744,19478,37229
LGA42750,1919,1798,3716,171,154,325,15,8,19,17,15,32,11,14,24,107,106,206,16,16,27,5,4,8,7,7,19,0,0,0,0,0,0,167,168,338,10,14,21,9,5,18,353,342,694,230,194,434,2510,2331,4846
LGA43080,425,365,790,21,27,48,0,0,0,0,3,7,0,0,0,20,22,38,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,24,28,55,0,4,5,0,0,0,49,55,104,60,38,97,536,456,991
LGA43220,450,408,860,24,26,48,0,0,0,3,0,3,0,0,0,15,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,35,0,0,0,0,0,0,43,46,89,40,37,79,533,489,1027
LGA43360,952,905,1864,63,73,137,0,5,3,12,14,22,4,4,4,52,62,109,4,4,0,0,0,0,0,3,6,0,0,0,0,0,0,63,87,144,0,0,6,0,0,0,125,161,289,90,66,159,1166,1136,2308
LGA43650,6733,6616,13344,158,156,319,31,26,57,22,29,50,17,22,44,467,527,998,5,6,13,0,5,5,10,8,15,3,3,7,0,0,0,558,629,1187,6,12,21,11,6,10,738,802,1537,384,362,749,7851,7784,15631
LGA43710,2426,2267,4690,138,150,286,6,3,10,3,0,8,6,11,19,117,122,238,4,13,19,0,0,0,3,3,11,0,0,0,0,0,0,147,154,295,8,9,16,0,3,0,295,310,600,372,180,555,3086,2758,5840
LGA43790,4745,4664,9414,247,271,517,11,9,20,20,28,50,13,11,29,269,287,553,0,3,4,0,4,3,3,6,12,4,0,4,0,0,0,327,347,671,7,12,18,14,8,26,592,641,1233,465,423,891,5806,5730,11532
LGA44000,38,48,81,0,0,6,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,5,0,5,0,3,7,45,51,99
LGA44060,37683,40755,78434,724,748,1464,208,191,398,245,206,460,112,109,220,4124,4660,8790,47,54,99,20,27,45,45,51,97,15,19,32,0,0,0,4820,5313,10136,263,265,532,99,93,192,5905,6422,12320,1531,1436,2966,45121,48607,93729
LGA44210,3717,3445,7164,110,111,226,7,0,12,21,18,42,8,8,17,279,259,539,9,12,24,3,6,4,11,11,20,0,0,0,0,0,0,335,320,654,9,9,11,3,0,12,460,442,901,650,389,1043,4832,4277,9109
LGA44340,28057,29679,57736,457,505,959,141,129,268,169,167,337,53,67,122,2580,2696,5277,30,34,67,12,8,15,35,35,68,9,14,30,0,0,0,3028,3151,6182,186,194,385,36,36,76,3714,3889,7609,806,851,1660,32581,34425,67004
LGA44550,15423,16292,31720,660,762,1423,50,43,97,83,78,160,54,63,121,1536,1651,3186,13,18,28,4,10,10,33,26,54,10,4,14,0,0,0,1781,1893,3673,63,70,137,42,28,75,2546,2756,5303,875,825,1700,18847,19875,38721
LGA44620,10274,11092,21370,591,629,1221,32,24,54,139,130,267,34,37,70,863,933,1795,15,13,26,8,10,19,12,9,21,0,3,8,0,0,0,1104,1160,2261,31,40,67,38,37,77,1764,1868,3635,733,829,1564,12777,13783,26562
LGA44830,1185,1159,2344,36,38,69,0,3,3,0,0,3,0,3,4,65,70,128,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,69,82,155,0,4,4,0,0,0,109,117,227,146,123,270,1440,1405,2843
LGA45040,8180,8517,16693,584,731,1321,24,24,50,57,46,103,26,26,54,580,563,1142,7,0,7,8,12,21,16,11,30,0,0,0,0,0,0,714,685,1404,34,26,56,34,17,53,1372,1464,2834,1191,699,1894,10740,10677,21418
LGA45090,3546,3309,6853,269,244,512,10,11,22,56,39,102,3,12,18,160,169,328,6,11,20,4,5,3,5,0,4,0,0,0,0,0,0,249,241,491,28,23,48,26,12,36,569,518,1087,333,304,634,4448,4131,8577
LGA45120,1940,1885,3823,62,65,132,10,8,12,11,8,20,10,3,12,99,124,221,0,3,5,0,6,3,0,0,0,0,0,0,0,0,0,127,144,272,0,0,0,5,3,14,196,218,410,153,128,285,2287,2231,4517
LGA45290,14110,15380,29492,385,403,788,114,125,241,145,139,286,57,51,102,2132,2226,4361,33,27,60,11,9,16,27,26,52,6,7,12,0,0,0,2532,2609,5138,190,192,389,41,45,81,3142,3253,6396,638,626,1265,17893,19259,37157
LGA45340,72508,75460,147970,1149,1283,2432,153,188,335,223,226,450,131,157,286,6355,6953,13309,62,58,121,32,27,63,56,73,125,20,18,36,0,0,0,7020,7697,14721,246,268,507,177,150,327,8589,9397,17989,3733,3664,7397,84836,88527,173360
LGA45400,355,370,730,13,12,27,0,3,7,5,4,7,0,0,0,10,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,34,0,0,0,0,0,0,30,31,61,34,38,75,422,441,860
LGA45540,635,633,1267,15,23,41,0,0,4,0,6,4,0,0,4,36,34,69,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,44,40,79,0,0,0,0,0,4,59,65,129,123,114,236,819,813,1625
LGA45680,38946,39704,78650,903,984,1882,155,144,304,167,179,341,79,93,171,4603,4820,9421,30,23,53,15,15,30,54,46,99,10,13,26,0,0,0,5113,5332,10438,154,171,335,148,119,262,6317,6600,12919,3092,3060,6152,48359,49366,97722
LGA45890,52769,53932,106703,1552,1496,3050,319,263,582,435,330,770,145,131,277,5790,5748,11539,55,50,106,15,33,49,51,61,118,40,35,74,0,0,0,6853,6656,13515,417,474,889,207,200,403,9029,8816,17849,3405,2819,6221,65204,65568,130773
LGA46090,5097,5223,10321,384,439,826,21,16,41,28,17,40,18,19,42,230,274,506,27,22,47,0,0,5,11,12,22,5,3,5,0,0,0,346,358,699,46,42,88,16,20,35,787,855,1642,1173,531,1706,7058,6611,13673
LGA46300,5522,5713,11236,550,602,1152,11,20,32,16,14,26,20,30,53,258,309,569,30,25,58,0,0,3,13,17,33,0,0,0,0,0,0,359,420,778,5,16,21,16,9,26,931,1046,1979,540,492,1037,6991,7254,14247
LGA46450,6964,7128,14097,417,525,945,27,21,45,12,13,32,21,23,47,321,372,687,10,14,28,6,5,7,19,9,28,0,0,0,0,0,0,417,455,875,28,21,50,30,15,42,889,1012,1901,573,548,1126,8424,8692,17116
LGA46510,9022,9147,18170,186,187,376,77,63,142,106,83,188,26,32,61,1102,1040,2140,25,25,52,6,3,10,12,10,23,7,13,16,0,0,0,1355,1273,2630,93,69,165,21,18,42,1659,1549,3209,324,345,675,11013,11043,22056
LGA46670,3880,3910,7792,173,174,344,18,17,31,48,33,78,9,17,23,278,257,530,3,9,8,3,0,3,0,9,7,0,0,0,0,0,0,353,339,690,88,18,105,12,12,20,625,549,1166,364,349,706,4868,4800,9667
LGA46860,590,602,1196,53,47,97,0,0,0,6,11,18,0,0,0,33,41,70,0,0,0,0,0,5,5,5,6,0,0,0,0,0,0,45,61,109,3,0,3,4,4,7,105,113,218,56,57,115,757,771,1531
LGA46970,1353,1146,2503,202,193,395,16,14,29,19,10,24,31,26,60,194,149,341,14,18,29,3,4,9,3,3,4,0,0,0,0,0,0,276,222,499,17,12,28,6,0,3,503,427,929,275,197,472,2131,1772,3907
LGA47140,60508,60939,121446,1140,1100,2245,302,223,523,351,245,593,154,136,287,5669,5513,11187,55,51,107,31,44,75,49,44,91,32,28,70,0,0,0,6641,6286,12932,376,424,799,183,127,310,8338,7939,16273,3229,3076,6309,72075,71957,144032
LGA47290,826,752,1573,42,56,101,3,9,15,9,5,20,6,0,3,29,25,55,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,54,42,95,3,3,14,0,0,0,102,106,205,99,88,184,1020,945,1964
LGA47490,901,812,1709,45,56,98,3,7,11,9,11,19,10,6,14,25,36,64,3,4,13,7,0,3,0,0,8,0,0,0,0,0,0,60,68,128,3,0,0,0,0,6,104,119,228,100,98,196,1106,1029,2133
LGA47630,2851,2625,5478,200,205,403,13,8,22,37,20,61,11,9,18,117,104,225,0,4,8,0,0,5,0,3,3,0,0,0,0,0,0,185,151,336,14,16,25,3,3,7,399,371,772,298,260,560,3552,3255,6808
LGA47700,42935,44416,87352,511,567,1084,129,108,243,143,104,249,74,72,141,3706,3941,7649,34,24,58,11,6,20,27,34,62,12,6,15,0,0,0,4135,4308,8445,153,172,323,85,68,155,4886,5122,10005,1395,1395,2785,49214,50933,100148
LGA47800,2221,2042,4268,78,83,159,10,8,11,18,18,45,13,15,28,147,152,295,4,0,6,0,0,0,4,0,6,0,0,0,0,0,0,190,204,395,7,0,7,9,3,12,284,293,570,320,252,575,2831,2589,5412
LGA47910,1161,1198,2357,47,52,93,5,3,12,6,0,7,0,0,0,53,53,106,9,9,13,0,0,0,0,3,4,0,0,0,0,0,0,74,71,140,0,3,8,0,0,0,121,121,240,99,91,191,1373,1412,2785
LGA47980,14937,16672,31611,417,440,853,132,120,252,122,155,285,50,59,109,1725,1919,3642,31,35,68,10,7,16,13,21,33,15,14,29,0,0,0,2108,2329,4429,185,215,399,33,30,59,2740,3010,5749,456,549,1003,18134,20235,38363
LGA48050,6228,7051,13287,341,385,730,32,40,65,36,41,78,12,21,34,468,530,997,4,8,15,5,8,15,18,13,31,0,0,4,0,0,0,574,656,1233,18,13,34,20,13,29,955,1067,2025,343,396,736,7532,8514,16048
LGA48130,2774,2729,5503,167,157,331,8,8,15,14,14,23,9,10,22,203,173,375,0,4,5,3,5,3,7,8,14,0,0,0,0,0,0,242,209,454,5,7,12,11,10,17,425,387,810,199,185,384,3399,3307,6707
LGA48260,2954,3390,6343,77,89,166,23,31,52,21,21,43,12,10,31,421,475,900,7,6,13,0,0,0,9,10,16,0,0,3,0,0,0,497,557,1056,37,43,79,8,11,16,621,703,1322,156,138,296,3731,4234,7964
LGA48340,4862,4719,9571,261,262,523,24,18,39,71,71,144,15,9,25,220,248,466,8,10,17,5,8,5,12,18,34,0,0,0,0,0,0,353,386,741,12,15,22,9,5,20,633,669,1301,475,425,903,5967,5813,11778
LGA48410,24253,25464,49714,681,710,1394,194,158,351,202,156,364,91,107,197,3089,3199,6287,46,37,80,23,13,35,41,43,80,18,7,23,0,0,0,3701,3722,7422,221,250,473,70,56,121,4675,4729,9407,1028,937,1969,29962,31124,61083
LGA48540,8557,8408,16966,745,820,1567,33,19,54,46,32,78,37,34,79,262,261,523,12,8,16,6,9,9,14,11,23,0,0,0,0,0,0,401,380,772,36,37,74,24,25,49,1202,1263,2457,804,814,1619,10558,10486,21043
LGA48640,453,461,911,15,20,36,0,0,0,0,0,4,0,0,0,19,24,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,26,41,0,0,5,0,0,0,36,43,85,58,69,133,545,577,1126
LGA48750,2345,2314,4661,136,153,284,8,6,17,19,20,41,3,4,11,187,210,399,0,5,5,0,0,3,4,4,12,0,0,0,0,0,0,222,254,473,3,5,8,0,0,6,365,410,777,168,187,352,2882,2911,5790
LGA48830,4832,4514,9345,234,242,471,12,9,21,7,10,15,20,19,41,286,295,578,7,3,11,0,0,0,5,0,9,0,0,0,0,0,0,334,338,672,5,12,14,6,8,9,574,596,1171,516,476,987,5917,5581,11504
LGA49399,1208,919,2122,41,35,71,16,13,29,18,10,28,14,17,33,122,101,225,8,6,15,4,0,3,13,8,17,0,0,0,0,0,0,189,159,353,5,4,11,5,0,9,244,205,452,271,143,417,1721,1263,2982
LGA49499,369,226,596,148,74,225,36,41,72,42,38,81,66,63,129,499,564,1067,32,32,64,6,6,16,14,13,22,3,8,6,0,0,0,703,765,1467,41,43,86,55,32,84,947,917,1865,538,354,890,1854,1490,3345
LGA49799,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,12,0,12
LGA50080,14801,15711,30518,661,726,1388,37,36,68,22,24,48,37,39,73,10,15,23,1635,1807,3438,15,13,28,14,6,19,3,8,8,0,0,0,1770,1940,3714,116,78,191,51,52,102,2597,2796,5392,1460,1025,2488,18863,19529,38390
LGA50210,37842,38914,76758,786,817,1604,92,101,200,109,106,211,77,93,167,37,50,83,3986,4211,8192,15,19,37,20,19,38,6,13,18,0,0,0,4348,4610,8952,249,274,527,114,119,230,5499,5822,11317,2576,2173,4741,45910,46909,92818
LGA50250,2495,1839,4335,174,162,336,19,8,30,21,25,44,41,31,71,12,7,18,542,439,978,3,0,5,20,11,27,0,0,0,0,0,0,653,528,1173,24,12,36,6,4,8,856,705,1561,896,492,1383,4240,3035,7275
LGA50280,6199,6338,12532,477,511,989,48,46,91,40,34,81,31,15,45,8,4,17,579,629,1206,7,7,19,5,7,9,0,0,0,3,0,8,715,755,1472,106,59,169,22,23,43,1323,1346,2668,765,634,1400,8285,8322,16607
LGA50350,6285,6703,12988,165,183,349,14,8,21,24,15,41,16,17,29,3,0,9,660,689,1347,0,0,0,8,5,11,0,0,0,0,0,0,727,730,1455,38,45,85,11,13,22,943,974,1909,482,367,844,7703,8040,15743
LGA50420,27665,28283,55951,737,778,1514,91,86,172,89,91,185,59,67,129,34,21,57,3281,3402,6680,9,10,18,13,20,33,3,12,18,0,0,0,3582,3704,7289,209,213,426,80,83,163,4609,4780,9396,1683,1419,3102,33962,34485,68441
LGA50490,16109,15780,31885,410,447,855,98,63,162,106,85,184,74,47,116,31,34,61,2411,2454,4864,14,12,20,20,32,45,3,8,21,0,0,0,2744,2730,5477,213,214,426,61,58,118,3435,3441,6874,1580,1346,2926,21125,20566,41687
LGA50560,660,657,1309,19,23,42,3,3,5,0,0,0,0,0,0,0,0,0,45,46,90,0,0,0,3,0,4,0,0,0,0,0,0,53,50,101,0,0,0,0,0,0,75,73,146,115,104,216,848,830,1679
LGA50630,634,585,1222,54,51,107,6,0,8,0,0,0,5,5,4,4,0,4,72,88,162,0,0,0,0,0,0,0,0,0,0,0,0,84,94,180,8,6,11,7,5,10,149,151,303,91,78,163,877,813,1689
LGA50770,715,714,1428,31,46,74,0,0,0,0,0,0,0,0,5,0,0,0,47,43,84,0,0,0,0,0,0,0,0,0,0,0,0,50,39,91,0,0,6,0,3,3,77,89,169,109,101,202,902,903,1800
LGA50840,1937,1975,3917,161,174,334,6,5,14,7,11,13,10,7,12,3,5,6,207,246,452,0,0,3,4,3,3,0,0,0,0,0,0,236,279,511,4,9,12,10,3,15,404,463,867,224,190,409,2567,2629,5194
LGA50910,372,352,720,11,18,30,0,0,0,4,0,3,0,0,0,0,0,0,28,28,59,0,0,0,0,0,0,0,0,0,0,0,0,30,26,60,0,0,0,0,0,0,40,53,94,55,50,107,465,451,920
LGA50980,5483,5655,11137,541,677,1218,58,77,131,58,70,123,62,94,159,12,13,27,554,698,1250,3,7,9,28,48,71,4,3,10,0,0,0,786,1011,1794,38,48,83,39,44,83,1399,1775,3176,1244,1168,2406,8126,8596,16722
LGA51080,424,406,832,16,21,34,0,0,0,0,0,0,0,0,0,0,0,0,25,26,51,0,0,0,0,0,0,0,0,0,0,0,0,26,27,49,4,0,4,4,0,5,49,45,93,53,61,118,525,515,1042
LGA51120,368,348,714,19,25,43,0,0,0,0,0,0,0,0,0,0,0,0,33,25,56,0,0,0,0,0,0,0,0,0,0,0,0,33,25,59,0,0,0,3,0,3,55,51,105,76,74,153,499,475,974
LGA51190,11945,12945,24891,472,535,1006,52,45,99,42,29,70,60,52,110,15,14,30,1665,1812,3476,13,14,26,26,19,47,3,6,7,0,0,0,1886,1999,3881,95,93,183,53,55,104,2495,2682,5175,1585,1000,2588,16031,16618,32649
LGA51260,15263,16283,31545,1058,1128,2184,49,54,102,64,65,127,42,53,99,19,13,30,1587,1756,3344,14,9,26,13,18,25,0,0,0,0,0,0,1789,1971,3764,103,117,218,57,44,103,3011,3258,6267,1298,1152,2453,19574,20691,40265
LGA51310,11573,12150,23727,292,343,636,69,70,140,62,72,132,43,40,80,7,8,21,1227,1335,2562,7,6,17,4,4,12,5,7,8,0,0,0,1424,1550,2971,194,194,392,22,22,44,1933,2109,4045,427,435,858,13938,14698,28628
LGA51330,38249,38918,77169,1332,1300,2634,177,131,311,218,160,374,99,88,187,43,48,93,4579,4396,8973,20,21,39,32,30,64,21,22,48,0,4,7,5198,4889,10089,540,512,1054,146,101,248,7219,6803,14022,2032,1635,3665,47504,47365,94865
LGA51400,7131,7445,14578,326,363,692,15,14,23,16,28,42,16,22,32,3,4,6,726,815,1541,6,5,13,10,12,16,0,0,4,0,0,0,787,899,1686,33,48,80,22,22,46,1174,1331,2506,480,395,873,8783,9175,17960
LGA51470,204,186,389,12,10,19,0,0,0,0,0,0,0,0,0,0,0,0,24,20,43,0,0,0,0,0,0,0,0,0,0,0,0,22,22,47,0,0,0,0,0,0,34,29,64,48,45,94,287,260,549
LGA51540,1805,1700,3505,142,121,265,6,14,20,8,9,18,16,15,28,3,5,8,160,167,331,0,5,6,7,4,14,0,0,0,0,0,0,203,219,419,21,17,34,6,10,14,373,367,735,506,430,940,2689,2490,5181
LGA51610,599,565,1162,26,19,36,0,0,0,0,0,0,0,0,0,0,0,0,58,48,112,0,0,0,0,0,6,0,0,0,0,0,0,60,51,117,0,0,0,0,0,0,87,70,156,118,105,228,799,747,1543
LGA51680,2342,2314,4652,32,36,69,9,7,11,0,6,10,16,15,26,5,8,11,296,287,583,0,0,0,6,5,7,0,0,0,0,0,0,328,319,651,3,4,8,3,8,12,366,367,736,268,214,481,2974,2896,5871
LGA51710,545,466,1009,34,24,59,11,4,17,8,4,10,8,9,19,0,0,0,45,56,94,0,0,0,0,0,0,3,0,4,0,0,0,69,74,144,8,3,10,0,0,0,109,105,208,346,105,453,999,676,1671
LGA51750,4127,4494,8621,143,178,318,25,32,57,16,44,62,22,18,41,4,0,0,625,687,1314,3,3,7,0,5,6,5,3,6,0,0,0,705,792,1496,82,105,196,4,14,19,943,1087,2030,271,300,563,5336,5877,11212
LGA51820,46756,48369,95127,1034,1139,2173,192,170,356,187,187,374,109,123,230,49,45,98,5679,6287,11968,31,21,50,32,31,64,18,19,37,0,0,3,6287,6884,13173,370,381,749,154,139,290,7841,8546,16388,2729,2248,4974,57328,59163,116494
LGA51860,225,199,425,0,3,3,0,4,4,0,0,0,0,0,0,0,0,0,20,16,42,0,0,0,6,4,4,0,3,6,0,0,3,26,24,54,0,0,0,0,0,0,26,28,57,44,55,106,297,291,587
LGA51890,3518,3429,6945,261,272,539,4,5,9,0,5,3,10,4,10,4,5,8,229,241,469,4,0,3,3,4,5,0,0,0,0,0,0,250,264,514,16,18,36,19,13,32,546,571,1112,339,315,655,4402,4311,8715
LGA51960,1100,968,2072,83,88,167,6,5,9,13,9,22,19,15,33,8,4,14,143,113,257,7,4,10,3,3,11,0,0,0,0,0,0,201,155,360,13,12,24,8,5,10,300,255,561,448,357,802,1856,1580,3434
LGA52030,439,360,800,12,17,35,0,0,0,0,0,0,0,0,0,0,0,0,33,40,75,0,0,0,0,0,0,0,0,0,0,0,0,33,40,75,0,0,0,0,0,0,52,55,106,77,57,135,567,472,1043
LGA52100,393,397,793,38,37,71,3,0,3,0,0,0,0,0,0,0,0,0,33,28,56,0,0,0,0,0,0,0,0,0,0,0,0,28,28,58,0,0,0,0,0,0,68,64,132,32,36,71,494,495,999
LGA52170,3126,3196,6323,123,137,262,25,24,55,25,27,49,10,11,22,3,12,13,313,333,643,0,0,0,5,3,8,7,4,9,0,0,0,390,412,802,79,88,170,9,5,14,604,648,1248,175,155,329,3901,3997,7899
LGA52240,453,404,859,13,11,23,0,0,0,0,0,0,0,0,0,0,0,0,28,50,74,0,0,0,0,0,0,0,0,0,0,0,0,34,50,78,0,0,0,0,0,0,44,60,107,62,56,115,556,523,1082
LGA52310,396,347,746,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,28,30,57,0,0,0,0,0,0,0,0,0,0,0,0,28,30,57,3,6,3,0,0,0,29,35,66,46,40,82,470,427,895
LGA52380,101,52,152,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,15,3,19,0,0,0,0,0,0,0,0,0,0,0,0,20,5,25,0,0,0,0,0,0,26,12,34,18,14,32,147,73,215
LGA52450,526,487,1016,26,29,54,0,0,0,0,0,6,0,0,0,0,0,0,57,42,99,0,0,0,0,0,0,0,0,0,0,0,0,66,44,99,0,8,8,0,0,0,87,72,164,49,51,101,669,615,1279
LGA52520,532,486,1015,26,29,53,0,0,0,0,0,0,0,0,5,0,3,0,28,25,57,0,0,0,0,0,0,0,0,0,0,0,0,34,31,66,4,8,6,3,0,5,67,68,131,114,103,213,709,653,1363
LGA52590,1308,1162,2467,86,77,160,0,0,0,10,4,16,12,10,23,0,3,3,135,151,284,0,0,4,0,3,5,0,0,0,0,0,0,160,166,333,4,6,13,6,3,9,255,261,509,215,138,352,1776,1556,3334
LGA52660,5812,5972,11789,198,173,370,11,14,25,16,15,33,16,16,26,4,3,8,622,693,1316,3,4,3,4,0,4,0,0,0,0,0,0,671,753,1419,19,26,40,19,12,24,901,961,1860,479,389,868,7200,7319,14517
LGA52730,2313,2451,4760,159,157,314,5,10,13,14,17,29,5,4,5,0,3,3,234,249,482,3,5,8,0,3,3,0,0,0,0,0,0,267,286,548,6,9,12,10,12,19,438,460,894,307,293,600,3055,3202,6253
LGA52800,2353,2369,4720,179,182,362,20,11,33,13,21,30,18,27,47,7,5,12,190,197,386,0,4,0,17,18,34,0,0,0,0,0,0,257,280,536,14,14,28,8,8,18,462,481,943,712,603,1315,3527,3453,6979
LGA52870,2425,2489,4920,130,138,267,5,4,9,6,13,16,5,4,7,0,0,0,202,236,438,0,0,3,0,4,5,0,0,0,0,0,0,214,254,473,4,9,18,14,8,21,362,416,776,231,180,412,3017,3088,6108
LGA52940,297,279,577,15,15,31,0,0,0,0,0,0,0,0,0,0,6,9,10,16,28,0,0,0,0,0,0,0,0,0,0,0,0,13,19,31,0,0,0,0,0,0,32,34,62,38,25,60,370,335,704
