LGA_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
LGA40120,12758,12911,25667,1069,1136,2203,198,193,386,206,235,442,114,124,240,3403,3569,6976,43,70,120,6,17,21,88,58,145,29,24,54,5,0,3,4097,4290,8385,339,372,708,50,46,101,5556,5844,11399,949,885,1836,19256,19641,38902
LGA40150,3008,2780,5796,175,143,317,23,32,54,18,25,47,16,20,39,1090,1068,2156,9,7,20,0,0,6,8,10,19,0,0,0,0,0,0,1172,1164,2340,67,67,135,21,19,36,1429,1396,2821,383,275,664,4822,4452,9274
LGA40220,7638,7870,15500,1245,1401,2649,149,164,315,155,179,331,108,119,227,2982,3236,6221,57,79,134,26,30,56,59,56,111,10,0,13,0,0,0,3546,3867,7412,134,154,282,73,75,152,4991,5496,10496,797,812,1612,13429,14181,27612
LGA40250,668,761,1427,122,117,238,6,3,13,6,16,19,3,6,17,57,77,133,10,16,28,0,0,0,20,18,33,3,0,6,0,0,0,98,142,240,6,10,10,0,5,5,225,273,498,92,120,210,980,1155,2133
LGA40310,7449,7532,14982,850,923,1768,114,126,239,89,107,190,68,83,148,2337,2509,4853,55,54,112,14,15,28,44,43,86,10,15,23,0,0,0,2739,2947,5686,133,147,280,41,34,77,3761,4055,7810,554,537,1089,11761,12118,23883
LGA40430,818,767,1578,89,106,196,7,9,13,14,8,18,11,20,32,185,204,388,3,0,0,5,3,4,11,11,23,0,0,0,0,0,0,235,254,485,3,5,5,7,8,17,336,368,708,116,104,217,1267,1233,2502
LGA40520,3126,3079,6205,464,521,989,30,25,57,43,60,104,45,39,88,746,800,1546,13,17,28,7,10,15,22,20,43,4,7,9,0,0,0,912,971,1880,138,89,217,26,31,52,1535,1605,3138,344,354,697,5001,5036,10035
LGA40700,12237,13599,25838,945,1070,2010,262,289,555,249,276,525,119,150,267,4872,5241,10115,68,70,135,18,11,28,57,63,118,27,38,64,0,0,0,5669,6139,11809,1546,1682,3221,76,94,163,8228,8983,17209,560,596,1158,21026,23180,44199
LGA40910,14325,15437,29764,1302,1379,2687,234,212,438,231,232,460,127,139,266,5850,6200,12043,64,75,134,26,26,52,46,60,104,36,35,70,0,0,0,6617,6958,13575,1973,2102,4071,110,93,202,10003,10534,20534,874,894,1762,25197,26864,52061
LGA41010,1041,963,2006,195,199,391,18,10,19,13,13,25,11,12,18,185,205,393,29,22,49,0,0,0,7,3,11,0,0,0,0,0,0,265,260,524,20,19,36,6,4,11,484,479,962,155,154,303,1673,1595,3271
LGA41060,32250,34081,66331,2527,2663,5193,639,609,1248,719,680,1398,389,400,794,13309,14559,27870,206,186,388,54,59,113,200,163,368,107,78,184,3,3,4,15638,16733,32369,3102,3138,6242,312,303,615,21581,22836,44417,2422,2411,4829,56251,59325,115579
LGA41140,2662,2648,5313,406,466,879,32,39,67,39,31,74,30,39,65,691,763,1458,18,33,54,3,3,7,23,34,64,5,0,4,0,0,0,849,941,1787,42,70,119,22,6,33,1322,1491,2813,316,297,621,4305,4434,8743
LGA41190,566,518,1084,88,76,167,6,18,23,5,0,4,4,5,8,83,81,158,6,7,16,0,0,0,4,3,10,0,0,0,0,0,0,102,116,220,7,7,11,3,3,7,198,203,407,82,66,144,850,788,1637
LGA41330,420,268,687,60,58,119,11,4,13,20,13,35,9,8,13,98,79,174,4,5,14,4,0,4,9,8,14,0,0,0,0,0,0,154,120,275,38,42,76,4,3,3,255,220,472,192,147,338,869,637,1505
LGA41560,4031,4058,8084,719,744,1464,37,34,74,40,49,90,41,42,76,1476,1557,3036,31,36,59,10,8,18,41,64,106,0,0,4,0,0,0,1672,1790,3461,45,58,97,48,26,79,2484,2629,5106,629,592,1229,7146,7277,14422
LGA41750,329,292,626,49,39,91,5,0,8,0,5,3,7,6,11,48,45,89,0,0,0,6,4,11,4,5,9,0,0,0,0,0,0,69,69,136,5,0,11,3,0,0,127,112,239,52,40,88,510,443,952
LGA41830,491,498,996,55,63,120,5,6,6,9,9,16,3,8,13,92,115,198,5,0,5,0,0,0,7,16,19,0,0,0,0,0,0,115,144,251,3,12,16,3,0,3,178,212,389,88,77,164,760,791,1552
LGA41960,391,372,764,77,62,142,4,0,6,0,0,5,8,8,14,65,69,134,3,6,6,0,0,0,10,3,16,0,0,0,0,0,0,90,95,186,4,8,14,4,0,6,180,160,344,80,58,142,651,597,1249
LGA42030,6320,6704,13022,954,1079,2036,126,123,246,124,137,257,100,96,194,2862,3178,6045,29,39,67,15,24,44,44,42,84,19,15,33,0,0,0,3308,3658,6967,125,136,261,114,137,250,4502,5007,9513,555,556,1110,11374,12272,23647
LGA42110,1256,1212,2468,175,179,354,22,11,35,14,16,27,14,12,25,263,273,532,3,6,10,6,5,10,16,11,31,4,0,3,0,0,0,336,337,676,10,14,18,5,8,13,526,534,1061,171,182,359,1958,1929,3889
LGA42250,2604,2299,4904,283,267,547,26,22,50,112,114,223,29,30,55,492,535,1026,12,11,26,7,3,12,10,7,22,0,0,0,0,0,0,685,723,1410,31,37,68,16,8,25,1008,1041,2052,961,334,1301,4578,3677,8255
LGA42600,9472,10525,19999,1078,1208,2288,269,267,537,250,292,539,135,140,277,4057,4450,8508,82,80,162,17,24,38,83,70,150,29,30,57,0,0,0,4927,5344,10272,956,1029,1981,99,84,180,7055,7662,14714,693,723,1415,17218,18910,36131
LGA42750,1361,1263,2622,347,334,683,42,46,83,38,34,63,31,32,61,242,246,486,26,22,50,3,3,10,13,11,21,0,0,0,0,0,0,391,388,783,42,39,77,17,17,32,797,784,1576,241,197,442,2397,2238,4636
LGA43080,338,293,631,51,55,100,0,0,0,11,3,11,0,3,3,55,52,107,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,67,59,129,0,0,5,0,0,0,120,114,230,59,37,101,518,448,963
LGA43220,361,337,694,52,50,99,0,0,0,6,3,8,0,3,8,33,43,73,4,0,7,0,0,0,0,6,0,0,0,0,0,0,0,43,56,97,7,6,11,0,0,0,108,109,210,44,37,81,509,476,985
LGA43360,654,625,1277,166,164,332,5,16,22,23,37,59,9,12,17,144,148,297,0,6,9,0,0,0,0,4,8,0,0,0,0,0,0,193,217,411,12,11,28,5,0,4,376,396,777,102,73,176,1133,1090,2220
LGA43650,4910,4692,9595,441,462,901,68,79,146,58,63,126,65,60,128,1425,1560,2986,18,19,35,8,8,18,30,30,56,13,13,28,0,0,0,1679,1841,3520,48,70,112,23,28,51,2195,2399,4593,396,373,767,7497,7456,14956
LGA43710,1810,1628,3444,342,326,667,21,17,39,13,12,27,15,17,37,322,368,694,7,15,26,0,0,3,18,19,31,0,0,0,0,0,0,399,454,853,13,18,30,10,7,17,762,805,1565,382,183,566,2951,2619,5571
LGA43790,3450,3379,6829,688,697,1383,25,29,55,50,60,110,37,42,79,656,698,1353,21,28,48,4,0,8,24,23,45,4,0,6,0,0,0,826,880,1703,81,98,178,36,18,51,1624,1699,3322,491,425,913,5559,5500,11059
LGA44000,30,26,51,8,7,12,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,12,0,0,0,0,0,0,8,13,25,12,11,18,43,52,93
LGA44060,24479,26578,51056,1622,1841,3466,464,504,976,435,455,888,211,260,472,10787,12040,22831,138,138,275,44,48,96,166,187,354,32,56,87,3,3,7,12277,13706,25982,2657,2790,5447,292,216,505,16850,18547,35399,1658,1524,3177,42989,46645,89629
LGA44210,2709,2428,5131,313,349,657,20,26,41,49,40,87,34,27,65,850,767,1619,22,21,44,5,5,15,16,15,33,0,0,0,0,0,0,998,910,1908,19,28,45,11,13,27,1337,1300,2640,651,398,1054,4696,4132,8829
LGA44340,19657,20732,40388,1165,1259,2431,342,363,707,340,375,717,184,198,378,6717,7193,13900,123,119,243,28,40,72,99,125,223,54,55,106,0,0,0,7886,8470,16351,1462,1584,3043,128,118,242,10642,11424,22067,915,973,1891,31218,33121,64339
LGA44550,9771,10202,19975,1494,1659,3155,189,208,395,209,221,432,173,197,373,4544,4948,9491,57,61,113,9,23,26,84,86,172,28,29,56,0,0,4,5296,5768,11065,302,342,641,73,94,165,7160,7866,15026,881,841,1726,17814,18913,36721
LGA44620,6753,7169,13919,1480,1658,3142,75,89,167,324,349,678,79,91,164,2229,2526,4752,48,47,97,17,17,30,29,32,66,5,11,11,0,0,0,2805,3164,5965,242,266,501,119,94,205,4637,5177,9814,794,844,1641,12185,13187,25374
LGA44830,951,938,1882,77,89,166,8,9,18,3,9,9,8,11,18,164,158,320,4,9,15,0,3,4,8,15,21,0,0,0,0,0,0,208,201,410,12,11,22,0,0,4,297,304,604,138,119,264,1388,1362,2750
LGA45040,5545,5707,11255,1452,1636,3092,79,73,145,112,102,212,99,82,180,1426,1541,2964,32,35,70,15,11,30,44,36,80,0,4,3,0,0,0,1803,1880,3683,196,221,420,71,58,130,3522,3796,7322,1207,714,1924,10275,10215,20499
LGA45090,2440,2240,4679,601,546,1145,26,22,54,76,93,167,29,39,71,436,464,899,12,15,22,9,9,17,11,10,27,0,0,0,0,0,0,603,655,1259,215,174,391,19,17,39,1435,1387,2827,358,320,679,4237,3947,8186
LGA45120,1462,1395,2858,224,188,412,16,15,29,14,17,35,19,17,37,243,315,557,10,7,24,6,3,3,10,9,25,0,0,0,0,0,0,316,391,709,12,17,25,6,10,19,564,603,1167,157,125,284,2184,2129,4310
LGA45290,8746,9701,18443,744,836,1582,278,280,552,247,239,490,147,150,292,4489,4706,9189,73,77,156,29,25,56,60,58,115,22,29,54,0,0,0,5347,5563,10910,1653,1735,3386,89,99,186,7832,8231,16066,688,696,1382,17260,18626,35888
LGA45340,50874,52040,102914,3479,3785,7265,574,603,1176,579,615,1196,412,464,875,18757,20733,39497,180,205,387,90,107,194,178,248,422,59,71,122,0,5,5,20831,23048,43879,1314,1622,2940,568,492,1060,26190,28951,55144,3914,3835,7748,80980,84825,165806
LGA45400,297,290,588,32,31,67,9,5,9,5,4,6,3,6,8,22,38,62,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,36,55,91,0,0,0,7,0,3,77,84,166,33,45,71,405,415,821
LGA45540,505,480,984,38,64,109,15,9,20,9,6,11,3,3,7,81,84,168,4,3,9,0,0,5,3,3,7,0,0,0,0,0,0,118,104,223,12,3,13,7,9,16,174,186,363,119,118,240,793,786,1586
LGA45680,24564,24417,48980,2242,2504,4751,477,468,945,435,440,876,285,320,607,12224,13123,25347,107,104,210,76,80,154,156,147,301,52,45,96,0,0,0,13805,14734,28532,1118,1261,2383,434,346,785,17598,18846,36442,3175,3114,6289,45337,46380,91714
LGA45890,32606,33991,66592,3780,3781,7559,737,638,1378,631,514,1139,414,409,821,13938,14421,28359,217,187,402,48,46,92,152,136,290,101,85,180,0,0,0,16238,16441,32678,5076,4894,9974,542,504,1048,25628,25621,51251,3610,2929,6538,61852,62532,124384
LGA46090,3663,3729,7391,945,1060,2006,39,41,79,52,25,76,43,41,85,527,617,1149,48,29,77,6,3,9,44,35,80,0,5,8,0,0,0,756,797,1556,147,143,295,35,31,67,1886,2028,3913,1186,541,1732,6732,6299,13034
LGA46300,3760,3851,7611,1295,1364,2660,37,47,88,45,36,80,49,53,104,668,846,1519,43,61,107,12,7,22,40,30,72,4,0,5,0,0,0,903,1090,1988,86,90,172,49,36,82,2329,2577,4902,554,504,1067,6646,6931,13577
LGA46450,5124,5162,10280,1150,1272,2425,60,54,115,34,40,74,81,58,136,792,917,1707,34,30,59,7,6,17,32,35,69,4,4,3,0,0,0,1034,1141,2176,90,90,180,51,57,114,2323,2571,4889,591,595,1184,8032,8326,16360
LGA46510,5711,5889,11598,434,433,872,126,125,255,161,134,287,85,73,160,2560,2602,5161,49,45,91,6,12,16,25,22,51,33,43,73,0,0,0,3043,3054,6100,873,812,1686,67,46,115,4422,4354,8774,380,358,739,10509,10600,21109
LGA46670,2727,2664,5396,424,455,881,35,39,72,83,67,153,19,29,47,749,785,1533,12,14,23,4,4,6,20,22,42,3,5,6,0,0,0,917,966,1883,193,127,316,25,32,60,1557,1583,3138,376,359,739,4664,4606,9267
LGA46860,374,368,738,132,123,258,11,4,15,24,20,44,12,9,15,107,120,230,4,3,10,0,0,4,9,8,19,0,0,0,0,0,0,163,171,339,12,8,25,3,5,7,306,315,622,49,60,113,735,741,1476
LGA46970,631,472,1104,338,297,637,45,32,75,31,32,64,75,49,124,435,388,822,47,43,88,5,4,8,18,13,29,0,0,0,0,0,0,660,560,1219,73,81,153,20,18,33,1087,956,2044,280,188,466,1993,1609,3608
LGA47140,41042,41494,82536,2671,2803,5474,665,508,1171,608,445,1053,488,349,832,14494,14834,29329,216,150,362,61,82,151,129,120,254,72,47,117,0,0,0,16722,16544,33265,3790,3866,7657,482,404,885,23660,23618,47282,3497,3324,6822,68208,68430,136642
LGA47290,586,548,1136,116,119,240,6,3,9,17,9,25,10,7,16,81,68,142,0,4,4,0,0,0,4,0,4,0,0,0,0,0,0,115,96,206,54,51,105,0,4,3,286,270,554,104,92,191,974,908,1887
LGA47490,694,615,1308,109,94,210,9,7,20,10,16,27,13,13,25,91,93,183,13,18,36,5,0,10,8,4,14,0,0,0,0,0,0,152,153,301,7,7,15,3,4,10,273,264,534,100,95,195,1066,976,2038
LGA47630,1995,1786,3783,516,484,998,23,24,46,83,85,162,14,21,40,283,295,583,3,7,13,7,3,6,5,5,7,0,0,7,0,0,0,423,442,863,156,130,288,11,10,20,1105,1071,2171,314,249,564,3416,3107,6520
LGA47700,31036,32145,63177,1488,1586,3071,314,273,581,278,264,538,230,243,476,10194,10971,21162,82,90,173,10,16,22,88,86,173,59,38,100,0,0,6,11253,11974,23227,1517,1437,2946,225,225,452,14483,15221,29700,1521,1510,3031,47040,48874,95910
LGA47800,1629,1473,3103,254,246,502,18,20,32,49,53,102,17,22,42,377,362,737,10,14,19,0,0,0,6,6,14,0,0,0,0,0,0,478,475,947,40,33,74,8,3,9,772,760,1530,329,257,590,2727,2491,5224
LGA47910,844,838,1683,136,147,279,17,16,36,17,9,21,9,10,22,161,192,354,11,8,18,0,0,0,10,16,24,0,0,0,0,0,0,222,246,471,5,14,15,5,5,11,371,406,780,93,94,186,1306,1343,2654
LGA47980,9782,11029,20807,928,1013,1946,287,339,629,256,310,565,143,148,286,3901,4420,8319,102,97,193,22,22,44,54,59,114,43,37,81,0,0,0,4804,5432,10239,1310,1373,2677,79,74,152,7120,7895,15016,516,631,1147,17415,19555,36967
LGA48050,3968,4522,8487,956,1079,2031,122,135,256,120,133,253,73,91,165,1451,1660,3107,27,30,58,14,14,36,48,59,114,11,8,25,0,0,0,1864,2136,4004,112,105,213,46,42,90,2974,3363,6336,366,424,789,7308,8309,15611
LGA48130,1964,1899,3865,417,394,810,33,22,50,22,27,54,31,23,56,459,495,954,11,16,25,4,3,8,7,8,17,5,0,9,0,0,0,570,592,1161,35,55,83,28,25,46,1045,1063,2104,226,201,428,3237,3167,6406
LGA48260,1930,2220,4150,169,188,357,41,49,87,52,53,106,35,28,65,934,1085,2019,17,11,29,5,5,9,13,13,26,5,8,8,0,0,0,1093,1259,2352,236,279,507,21,13,31,1523,1733,3255,156,133,291,3606,4088,7695
LGA48340,3616,3398,7017,588,656,1240,52,48,95,181,170,347,50,50,104,617,685,1305,36,31,69,8,11,23,27,38,58,6,3,3,0,0,0,971,1040,2011,44,62,108,34,33,65,1633,1791,3420,492,429,921,5741,5621,11355
LGA48410,15056,15997,31051,1524,1608,3126,401,332,734,393,366,758,189,233,423,6776,7234,14014,121,110,234,26,25,51,101,102,210,33,32,69,0,0,0,8041,8444,16486,2786,2735,5518,197,167,359,12544,12948,25489,1112,1009,2121,28707,29959,58663
LGA48540,6258,6101,12357,1756,1874,3629,66,49,118,62,58,121,81,81,165,651,679,1335,62,58,120,12,11,18,44,44,89,0,0,0,0,0,0,978,986,1961,167,186,353,76,57,134,2978,3102,6080,839,815,1656,10069,10027,20093
LGA48640,360,369,726,59,63,122,0,3,0,5,0,7,6,0,5,38,48,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,51,98,0,3,5,0,4,4,110,122,228,57,68,126,522,557,1077
LGA48750,1572,1554,3129,290,305,593,35,41,80,36,37,73,21,20,43,569,590,1157,7,8,19,5,6,13,22,22,46,3,0,3,0,0,0,696,724,1426,25,39,63,15,14,27,1028,1083,2112,182,186,369,2782,2824,5605
LGA48830,3678,3379,7050,535,498,1035,26,23,49,23,30,60,44,46,91,813,830,1642,27,22,40,8,10,18,23,22,40,0,0,4,0,0,0,961,975,1935,17,23,45,21,23,36,1525,1521,3049,530,491,1018,5736,5387,11123
LGA49399,842,642,1490,79,61,132,34,19,55,25,26,48,37,22,58,257,190,449,20,24,43,6,3,13,21,23,37,3,0,6,0,0,0,399,307,713,25,29,54,8,3,11,515,396,911,304,164,476,1664,1208,2873
LGA49499,262,144,404,85,54,134,34,37,67,50,34,86,74,77,153,599,572,1180,35,39,77,11,4,15,20,18,36,4,0,3,0,0,0,827,790,1622,78,101,184,15,22,35,1008,965,1975,524,341,866,1793,1446,3241
LGA49799,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,12,0,12
LGA50080,9860,10291,20155,1603,1793,3399,81,95,176,58,77,137,80,67,147,28,38,60,4246,4754,8998,13,23,38,33,38,68,11,13,24,0,0,0,4554,5095,9655,363,369,730,133,136,273,6652,7398,14052,1536,1094,2625,18049,18783,36831
LGA50210,23762,24007,47769,1954,2104,4056,232,258,481,206,222,431,209,212,422,116,120,233,11621,12377,24004,37,45,84,92,85,173,20,35,55,0,9,10,12532,13356,25886,1495,1904,3399,367,326,694,16342,17690,34031,2646,2235,4878,42757,43926,86679
LGA50250,1094,683,1773,313,264,576,56,27,85,55,25,78,114,97,207,18,20,36,1258,1022,2282,8,6,9,32,18,46,0,0,0,0,0,0,1534,1215,2751,124,122,249,23,14,36,1987,1619,3605,884,480,1358,3964,2778,6741
LGA50280,3859,3892,7754,1064,1087,2150,75,82,155,58,59,120,39,43,81,24,34,59,1519,1677,3191,12,14,26,21,18,45,7,7,9,0,0,7,1751,1940,3690,359,325,681,48,62,106,3223,3409,6629,782,640,1419,7863,7945,15803
LGA50350,4207,4536,8743,406,450,855,29,28,58,31,34,66,29,37,72,12,11,21,1789,1867,3661,4,5,3,6,9,12,3,0,5,0,0,0,1912,1990,3899,202,268,469,55,44,99,2573,2753,5325,488,372,858,7267,7658,14927
LGA50420,17802,18307,36104,1665,1800,3469,205,243,447,213,211,420,131,166,299,76,64,142,8403,8524,16928,20,24,43,55,51,105,26,15,43,0,0,3,9125,9303,18425,1700,1833,3535,264,225,483,12753,13156,25910,1753,1459,3215,32307,32922,65233
LGA50490,9301,9185,18485,875,910,1784,192,161,352,141,126,265,145,137,284,79,91,166,5833,5628,11454,23,27,47,51,57,110,16,21,44,3,0,0,6488,6250,12737,1627,1696,3320,237,196,430,9222,9055,18274,1643,1371,3012,20162,19610,39769
LGA50560,506,489,995,62,60,121,3,5,7,0,0,0,0,0,6,0,0,0,110,136,248,4,0,3,10,3,5,0,0,0,0,0,0,124,142,267,5,10,17,6,4,7,194,215,416,117,100,216,821,807,1623
LGA50630,420,395,808,76,78,154,8,3,4,3,5,10,3,8,14,0,0,3,194,185,378,5,3,3,0,3,3,0,0,0,0,0,0,215,203,420,10,11,22,11,6,11,308,300,608,91,76,164,815,774,1584
LGA50770,545,507,1055,65,73,136,0,3,3,3,0,4,6,0,4,0,0,0,124,155,277,0,0,0,5,0,3,0,0,0,0,0,0,130,161,296,9,13,22,4,5,8,208,246,454,109,102,212,860,862,1722
LGA50840,1318,1358,2680,278,306,580,15,7,25,16,9,26,10,13,25,4,4,11,546,603,1148,5,5,4,6,3,5,0,0,0,0,0,0,603,638,1238,28,29,59,13,11,22,920,980,1904,231,201,432,2474,2546,5012
LGA50910,272,256,520,37,47,84,0,0,0,0,0,0,0,0,0,6,0,8,67,84,145,0,0,0,0,0,0,0,0,0,0,0,0,75,85,163,3,8,6,0,0,0,121,130,250,52,42,98,438,430,870
LGA50980,3206,3225,6429,1119,1239,2354,108,122,226,133,167,296,120,128,240,40,47,85,1256,1481,2734,13,12,27,63,70,135,4,10,18,5,0,5,1738,2037,3774,240,370,607,74,63,139,3174,3700,6876,1245,1175,2422,7621,8101,15730
LGA51080,320,304,625,45,48,90,0,0,0,0,0,0,5,3,10,0,0,0,62,69,129,0,0,0,0,0,0,0,0,0,0,0,0,70,74,143,0,3,7,5,0,5,122,121,244,52,67,118,492,495,987
LGA51120,285,260,544,35,49,81,3,6,10,0,0,0,8,4,13,4,0,4,60,48,111,0,0,0,0,0,0,0,0,0,0,0,0,77,61,135,3,0,5,4,5,10,112,115,229,78,75,152,480,451,926
LGA51190,7937,8532,16470,960,1031,1990,85,80,172,78,76,150,97,97,190,41,37,76,3806,4333,8138,30,33,57,69,65,136,7,3,7,0,0,0,4216,4716,8932,413,491,901,154,146,297,5734,6390,12122,1662,1039,2700,15333,15954,31289
LGA51260,9827,10277,20099,2318,2481,4796,114,139,251,118,123,242,104,120,221,40,32,71,4287,4792,9072,26,32,57,41,55,96,8,8,11,0,0,0,4737,5298,10030,432,504,933,99,93,188,7573,8379,15950,1341,1216,2556,18741,19865,38602
LGA51310,7664,8055,15726,733,784,1516,142,152,289,142,168,310,65,57,123,21,34,57,3191,3374,6566,10,17,27,23,23,48,13,11,23,0,0,0,3609,3830,7437,830,928,1761,66,52,118,5238,5598,10838,433,483,914,13339,14138,27473
LGA51330,23529,24610,48142,2682,2576,5259,272,247,517,248,238,487,219,237,459,93,119,213,10548,10274,20821,25,29,55,95,72,161,36,33,62,11,17,26,11540,11271,22810,5027,4811,9837,333,286,629,19585,18952,38536,2161,1737,3897,45274,45297,90569
LGA51400,4823,4958,9775,617,662,1279,24,31,52,46,51,98,40,58,96,14,13,32,1975,2223,4197,15,12,25,28,34,68,5,3,5,0,0,0,2145,2423,4570,215,252,464,58,52,109,3026,3389,6419,506,416,921,8356,8757,17117
LGA51470,134,111,249,33,21,59,0,0,0,0,0,0,0,6,8,0,0,0,55,52,108,0,0,0,0,0,0,0,0,0,0,0,0,56,61,121,0,5,3,0,0,0,93,86,181,44,49,94,272,248,523
LGA51540,1199,1072,2272,273,308,585,20,18,39,23,25,41,41,32,77,10,4,14,348,333,684,3,3,10,8,8,14,3,0,0,3,0,4,453,440,893,90,104,196,18,17,37,838,863,1707,504,419,925,2546,2351,4903
LGA51610,425,395,822,51,44,100,8,3,8,0,5,3,8,6,16,3,0,10,133,137,273,0,0,3,3,4,11,0,0,0,0,0,0,162,153,319,5,3,5,9,4,14,223,208,433,121,110,227,770,717,1484
LGA51680,1727,1686,3414,77,101,176,3,4,8,8,8,15,9,16,26,9,12,23,700,699,1399,0,5,3,8,3,16,0,0,0,0,0,0,736,746,1492,33,26,55,7,7,20,856,883,1739,263,209,476,2850,2779,5629
LGA51710,397,350,746,62,54,117,19,8,22,7,5,15,11,5,17,0,3,3,76,79,161,0,5,4,10,0,11,9,3,14,0,0,0,132,115,243,18,14,31,0,0,0,211,189,397,349,103,457,961,641,1606
LGA51750,2392,2710,5102,256,299,561,53,82,136,48,65,121,44,39,80,15,11,24,1590,1679,3265,0,6,13,12,14,19,14,7,17,0,0,0,1780,1907,3680,402,476,879,27,27,51,2461,2711,5167,292,299,587,5143,5717,10859
LGA51820,30125,31052,61172,2510,2729,5237,421,438,856,393,384,780,320,334,656,132,123,256,14628,15636,30261,52,52,99,104,112,213,60,53,114,3,0,6,16112,17138,33253,2038,2505,4542,443,380,821,21102,22749,43853,2841,2348,5183,54059,56149,110210
LGA51860,181,162,346,3,7,11,0,0,4,0,0,0,4,5,9,0,0,0,36,34,69,0,0,0,4,3,4,4,5,6,0,0,0,48,48,95,8,0,7,0,0,0,59,56,111,49,52,101,281,271,557
LGA51890,2652,2511,5161,544,600,1151,11,17,34,0,10,12,17,14,36,5,0,8,495,542,1039,6,8,17,16,12,23,0,0,0,0,0,0,564,604,1160,34,37,73,40,32,68,1177,1273,2446,378,352,725,4204,4135,8336
LGA51960,742,602,1340,143,164,302,13,13,23,22,18,44,33,30,64,14,19,31,289,264,554,3,7,16,9,3,9,0,0,0,0,0,0,390,349,734,29,27,58,9,9,18,571,548,1118,438,339,778,1751,1489,3242
LGA52030,335,274,604,34,26,64,0,0,0,0,0,0,0,0,0,0,0,0,85,91,177,0,0,0,0,0,0,0,0,0,0,0,0,86,96,181,4,0,0,4,0,3,133,128,256,77,58,135,542,455,996
LGA52100,314,284,602,49,48,99,0,0,0,0,0,0,0,0,4,0,0,0,65,76,142,0,0,0,0,0,0,0,0,0,0,0,0,67,82,149,8,13,17,0,3,6,126,148,271,33,35,72,480,465,946
LGA52170,1971,2062,4034,299,304,608,81,75,156,55,59,113,26,27,50,8,11,18,831,863,1689,0,4,7,4,0,6,4,4,9,0,0,0,1012,1040,2051,256,269,526,18,15,30,1580,1628,3212,189,174,363,3751,3866,7615
LGA52240,327,281,611,47,42,89,3,0,3,0,0,0,0,0,4,3,0,6,79,100,178,0,0,0,0,0,0,0,0,0,0,0,0,84,104,185,8,11,21,0,3,4,141,157,299,66,61,118,536,501,1034
