LGA_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
LGA21610,8,76,0,1417,39,5,18,14,19,37,6,15,10,68,617,851,30,3,15,18,9,10,3,9,12,177,201,484,6416,1101,201,3958,540,3078,263,1732,326,8434,983,27033
LGA21670,0,11,0,39,0,0,0,0,0,4,0,3,0,9,35,51,0,0,0,0,0,3,0,0,0,35,19,72,178,61,11,198,24,127,17,136,27,888,70,1734
LGA21750,0,8,0,119,0,0,0,0,0,4,0,0,0,13,89,115,0,0,4,6,0,0,0,3,5,22,22,60,454,169,36,370,54,200,44,225,61,940,135,2692
LGA21830,0,9,3,115,0,0,0,3,0,0,0,0,0,0,59,75,6,0,5,7,0,0,0,0,0,19,29,64,385,110,29,343,23,150,23,162,28,715,101,2066
LGA21890,4,36,3,2062,20,6,4,4,12,13,5,3,6,29,372,467,3,0,6,3,5,7,0,4,0,66,98,189,4488,800,96,2400,327,1259,187,853,161,3659,546,14774
LGA22110,5,39,5,237,3,3,3,8,6,11,0,3,0,33,238,300,4,7,8,4,0,6,0,6,0,94,58,184,753,385,79,766,82,438,72,650,97,3410,362,7096
LGA22170,5,39,0,894,16,5,0,10,13,13,9,6,10,31,284,386,13,10,6,0,5,7,0,9,4,82,88,226,3217,598,81,1923,309,1233,140,885,180,4186,437,13185
LGA22250,0,0,0,40,0,0,0,0,0,4,0,0,4,3,37,56,3,0,0,0,0,0,0,0,3,26,19,56,224,65,19,210,22,92,13,107,24,623,78,1477
LGA22310,13,140,3,2615,13,0,3,7,4,14,4,16,5,25,368,461,16,3,7,4,3,11,4,9,0,64,72,198,4073,850,84,2147,285,1316,149,1182,163,3988,493,14727
LGA22410,0,6,0,133,4,0,0,0,0,4,0,9,0,14,84,120,7,0,3,6,4,0,0,0,0,21,25,62,419,140,33,385,47,275,30,212,48,1025,124,2739
LGA22490,0,10,0,163,0,0,0,0,0,6,0,6,0,9,77,106,6,0,4,8,0,0,0,0,0,17,20,52,508,123,30,422,61,236,31,213,58,850,114,2638
LGA22620,8,51,0,674,13,6,7,12,3,11,0,12,4,48,385,505,8,4,7,3,6,3,8,5,4,104,84,241,2307,647,101,1901,237,1027,152,996,194,5013,554,13134
LGA22670,0,14,3,391,6,4,9,0,11,19,0,14,13,39,325,434,3,4,12,5,0,10,3,3,4,80,118,240,2172,651,90,1401,173,1322,91,809,155,4710,560,12130
LGA22750,19,167,5,2273,19,4,6,25,16,23,4,18,14,102,765,1000,15,11,18,17,11,13,0,9,10,229,165,481,5340,1468,192,4218,575,2323,290,2241,421,11409,1080,29544
LGA22830,7,28,0,375,7,0,3,5,0,11,0,4,0,27,210,269,9,8,5,0,3,4,5,0,6,61,67,167,1295,293,49,1032,103,631,78,494,105,2553,327,6963
LGA22910,0,20,0,223,0,0,0,0,0,0,0,0,3,11,73,95,3,0,0,0,0,3,0,0,0,17,16,44,307,165,32,341,48,221,29,216,41,910,109,2412
LGA22980,0,6,0,37,0,0,0,0,0,0,0,0,0,3,15,21,0,0,0,0,0,4,0,0,0,8,13,23,150,25,4,116,19,48,11,61,14,305,32,777
LGA23110,5,48,4,1394,3,0,7,4,10,8,0,0,4,23,213,276,10,0,9,10,0,0,0,5,0,58,54,146,2459,337,56,1182,195,868,71,552,99,2810,306,8937
LGA23190,0,20,0,150,8,0,0,3,0,0,0,3,3,3,56,79,0,0,0,3,0,0,0,4,0,20,17,52,470,123,18,394,40,175,28,175,41,832,90,2387
LGA23270,3,33,5,907,20,3,7,16,8,24,11,15,13,44,380,535,18,6,7,5,4,5,0,3,7,111,131,299,3762,675,131,2168,345,1920,157,1081,222,5713,603,16782
LGA23350,0,13,0,134,0,3,0,5,0,0,0,0,0,0,74,84,6,0,0,3,0,0,0,0,0,26,11,43,401,154,30,337,52,185,50,195,30,813,110,2355
LGA23430,7,51,3,1763,16,4,7,8,7,7,8,10,5,34,323,428,14,5,13,8,3,3,0,0,5,106,100,257,3891,674,91,2116,289,1415,140,1063,179,5326,500,15677
LGA23670,8,37,0,1115,9,3,7,9,12,17,9,12,0,42,338,457,11,8,5,12,0,8,0,12,4,103,72,232,3285,680,92,2120,280,1539,138,1133,192,5803,470,15731
LGA23810,7,40,0,477,12,0,5,8,3,7,0,6,8,35,268,352,4,7,0,12,4,3,0,4,3,80,65,185,1252,304,71,1175,142,741,109,665,158,3447,398,8457
LGA23940,0,4,3,39,0,0,0,0,0,0,0,0,0,3,24,34,4,5,0,7,0,3,0,0,0,11,11,34,169,58,13,136,22,94,9,65,20,382,43,1023
LGA24130,3,47,0,751,3,0,4,4,3,4,0,4,0,33,158,219,6,3,6,0,0,6,0,5,4,39,18,87,1103,306,50,762,125,569,79,475,93,2050,198,5804
LGA24210,10,164,7,1526,8,3,0,9,0,14,7,12,0,35,331,408,6,9,4,9,3,8,0,0,4,104,69,213,1915,668,67,1356,176,1107,92,1028,161,6031,484,13088
LGA24250,0,14,0,84,6,0,0,3,3,0,0,0,0,0,58,72,0,5,0,0,0,0,0,0,0,11,11,34,191,101,24,180,35,82,34,133,26,555,83,1437
LGA24330,0,8,4,1600,5,0,5,4,7,3,3,0,5,10,215,256,9,0,0,4,0,6,0,3,3,32,47,95,3160,501,69,1472,233,785,92,387,103,1501,295,8587
LGA24410,5,50,0,1094,9,0,5,5,9,3,3,7,6,29,239,320,7,0,8,4,3,5,0,6,3,64,52,148,2704,522,57,1560,234,954,95,840,139,3915,342,11356
LGA24600,13,183,8,3931,8,3,11,8,16,13,10,8,5,6,586,668,4,9,11,4,0,0,0,0,4,17,62,110,6394,1759,181,3057,454,2336,301,1382,233,2476,692,19259
LGA24650,0,13,0,697,16,3,13,13,8,17,3,13,6,22,294,403,9,0,14,4,0,0,0,0,8,61,114,223,3177,433,96,1577,268,1357,106,714,163,3550,475,11921
LGA24780,6,28,0,262,9,0,0,7,4,5,3,6,4,20,212,264,12,3,4,4,0,0,0,4,0,65,83,191,1209,299,67,839,106,499,65,410,79,2196,351,6124
LGA24850,0,11,0,288,3,0,0,0,5,9,0,3,3,13,176,224,10,6,9,0,0,0,0,5,6,40,36,106,1040,190,40,711,120,493,58,347,68,1502,239,4814
LGA24900,0,21,0,136,5,0,0,7,0,8,0,3,3,23,126,167,7,0,4,7,0,5,0,0,0,57,48,126,590,196,33,529,59,281,47,249,91,1754,222,4049
LGA24970,8,119,5,1779,11,3,7,11,4,14,5,13,7,63,447,575,6,3,8,7,0,3,0,9,0,108,77,240,3412,889,97,1951,256,1588,142,1278,201,7466,626,17893
LGA25060,3,75,0,1856,10,0,6,4,7,4,0,9,4,29,292,366,6,3,9,5,3,12,0,3,8,84,69,198,3141,556,82,1634,245,1031,116,804,129,3859,421,12016
LGA25150,5,14,0,305,3,0,3,0,4,8,0,6,3,16,112,157,9,0,7,3,0,0,0,5,0,32,29,91,880,187,37,545,100,408,40,281,43,1306,165,3999
LGA25250,6,36,4,2563,27,0,3,9,10,8,4,9,3,30,441,551,21,0,8,9,0,3,0,3,3,75,82,209,5695,900,103,2914,434,1540,193,956,153,3850,596,17327
LGA25340,20,329,9,2063,5,8,11,22,8,26,5,26,9,81,511,705,9,5,9,17,3,5,0,17,9,207,162,447,2660,1093,168,2466,295,1503,227,1838,331,9649,808,21049
LGA25430,0,14,0,169,0,5,0,0,0,4,0,6,0,8,74,99,0,0,0,3,0,4,0,0,0,26,19,55,321,191,27,341,36,229,44,291,43,1094,103,2725
LGA25490,0,15,0,167,0,0,0,0,0,5,0,3,0,9,53,73,7,3,0,0,0,3,0,0,5,23,12,52,425,135,35,342,55,158,31,179,49,700,79,2189
LGA25620,0,12,0,146,0,4,0,4,3,4,0,0,0,10,65,102,4,0,6,3,0,4,0,0,0,22,8,57,313,137,33,300,48,183,27,176,39,786,99,2131
LGA25710,8,56,0,843,4,0,0,8,0,7,0,4,6,19,142,194,3,0,0,9,0,7,0,4,4,21,18,67,1103,328,53,866,106,603,60,580,99,2115,180,6103
LGA25810,0,5,0,70,0,0,0,0,0,3,0,0,0,3,53,66,0,0,0,3,0,0,0,0,4,8,10,25,261,102,11,193,33,107,20,115,33,607,78,1550
LGA25900,13,163,7,3561,10,0,5,10,8,13,8,8,0,22,416,495,3,0,3,3,0,3,0,4,0,25,48,94,4902,777,109,2122,310,1237,151,761,117,1960,502,12949
LGA25990,0,0,0,32,0,0,0,0,0,5,0,0,0,3,33,37,3,0,0,0,0,4,0,0,0,20,11,39,161,57,13,139,14,92,10,76,36,408,54,1050
LGA26080,0,25,0,80,0,0,0,0,0,0,0,0,0,0,19,23,0,0,0,0,0,0,0,3,0,6,0,11,43,35,5,41,0,33,10,78,9,324,29,608
LGA26170,3,16,0,216,7,0,0,3,0,0,0,0,0,15,139,177,3,7,4,7,0,3,0,3,0,40,38,108,535,299,43,530,69,268,63,349,70,1684,206,4125
LGA26260,4,0,0,113,8,0,0,3,0,6,0,0,0,3,84,97,0,0,0,0,0,0,0,0,0,19,16,47,379,131,22,333,36,154,30,154,29,711,116,2103
LGA26350,24,360,9,3879,13,0,4,8,11,11,0,4,0,29,344,422,11,4,9,10,5,3,0,4,6,34,34,120,4462,668,68,1864,255,1187,117,921,117,2630,416,12710
LGA26430,3,15,0,115,0,0,0,3,0,0,0,0,0,7,65,86,4,0,5,0,0,3,0,0,0,18,16,42,237,104,20,207,28,142,29,132,26,643,91,1655
LGA26490,5,71,3,595,5,4,0,5,0,3,3,5,0,15,130,157,4,0,0,3,0,0,0,0,0,32,16,67,760,268,27,591,74,319,45,395,59,1636,164,4337
LGA26610,0,13,0,100,0,0,4,3,0,3,0,0,4,8,75,105,6,3,0,4,0,3,0,0,3,13,26,66,459,127,39,373,46,219,26,168,33,727,127,2346
LGA26670,0,5,0,53,0,0,0,0,0,0,0,0,0,3,31,41,5,0,0,0,0,0,0,0,0,9,11,25,175,61,16,160,13,60,19,70,15,301,44,938
LGA26700,0,15,0,166,3,0,0,5,0,0,0,4,0,16,109,148,5,0,0,0,0,0,0,0,0,36,21,71,631,211,32,585,67,250,53,284,57,1332,162,3660
LGA26730,4,30,3,223,0,0,0,7,0,0,0,4,0,22,105,136,4,3,3,0,0,3,0,0,5,30,27,81,669,208,31,634,76,271,42,300,55,1518,159,3959
LGA26810,12,19,0,315,4,0,0,6,3,7,0,9,3,30,193,257,7,0,6,3,0,0,0,0,4,55,55,132,829,232,57,781,90,503,63,491,93,2267,289,5690
LGA26890,3,0,0,42,4,0,0,0,0,0,0,0,0,0,18,17,5,0,0,7,0,0,0,0,0,10,7,24,124,41,4,109,8,39,10,34,10,154,25,555
LGA26980,7,106,0,1727,8,4,7,5,4,10,4,7,5,39,413,500,7,4,5,3,0,3,0,3,5,86,84,193,3142,867,81,1957,230,1463,158,1272,192,6489,568,16427
LGA27070,11,37,4,846,13,4,11,12,0,13,8,11,6,51,414,548,16,7,9,7,4,9,0,8,3,125,141,328,3883,717,116,2441,334,1916,189,1211,212,6438,691,18149
LGA27170,0,16,0,206,3,0,0,0,0,0,0,0,0,12,146,177,5,0,5,4,0,0,0,0,0,28,21,68,904,194,23,712,76,396,55,296,51,1640,192,4545
LGA27260,3,22,7,1552,28,3,4,11,10,22,4,8,10,36,552,691,20,0,13,13,10,8,3,8,8,85,145,319,5281,871,150,2812,456,2466,206,1236,265,5189,776,19726
LGA27350,7,89,0,3609,16,3,3,5,8,4,4,7,5,12,298,352,4,0,0,0,0,3,0,0,0,11,25,48,5157,578,74,1878,248,964,106,597,74,1535,338,11558
LGA27450,10,67,0,1246,21,0,3,8,9,16,4,11,3,48,390,523,21,3,18,22,5,8,0,10,8,98,75,265,3406,822,108,2539,338,1469,196,1281,250,5529,535,16483
LGA27630,0,4,0,45,0,0,0,0,0,0,0,0,0,6,35,43,0,0,0,0,0,0,0,0,0,10,11,27,145,40,15,148,11,59,12,67,11,342,53,906
LGA29399,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,4,0,3,0,0,0,11,6,39
LGA29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA30250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,4,0,0,0,5,0,6,0,30,5,52
LGA30300,0,0,0,34,0,0,0,0,0,0,0,0,0,0,23,33,5,0,5,0,0,0,0,0,0,3,3,14,131,20,7,79,3,35,3,30,12,103,37,463
LGA30370,0,3,0,153,0,4,0,0,0,0,0,0,0,3,85,102,7,0,3,0,0,0,0,0,0,6,12,43,471,50,28,256,33,153,16,64,29,328,113,1537
LGA30410,0,0,0,17,0,0,0,0,0,0,0,0,0,0,23,27,0,0,0,0,0,0,0,0,0,6,9,12,98,27,7,35,3,36,0,8,3,71,28,318
LGA30450,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,5,5,31
LGA30760,0,0,0,22,0,0,0,0,0,0,0,0,0,0,29,30,5,0,0,0,0,0,0,5,0,7,0,11,75,8,0,39,0,20,3,14,6,76,32,277
LGA30900,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,4,0,3,0,0,0,6,3,38
LGA31000,114,1010,21,19281,85,23,36,76,66,72,32,48,34,208,4075,4752,56,6,41,40,24,31,5,23,22,344,449,1031,34288,6271,1274,18040,4078,12141,2052,7601,1956,32417,4888,124995
LGA31750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,3,3,33
LGA31820,3,53,5,456,11,0,5,3,0,12,0,14,6,57,511,621,13,8,11,13,3,4,0,7,6,150,114,323,1766,476,97,1384,155,1016,87,901,179,6536,725,13313
LGA31900,0,4,0,106,0,3,0,3,0,3,0,5,0,11,93,122,9,0,0,8,0,0,0,0,4,20,16,61,437,70,24,310,46,213,16,125,33,733,122,2120
LGA31950,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,3,0,3,0,0,0,10,3,41
LGA32080,14,65,0,1323,17,5,5,15,10,15,7,11,0,34,830,944,12,5,15,8,0,3,0,3,3,73,79,214,3964,890,168,2752,337,1565,188,1267,226,4496,993,16854
LGA32250,0,0,0,8,0,0,0,0,0,0,0,0,0,3,17,22,3,0,0,0,0,0,0,0,0,0,4,8,56,6,8,18,6,13,0,12,3,38,22,186
LGA32260,3,14,0,129,0,3,3,5,0,12,5,6,0,13,171,214,9,4,3,5,0,5,3,0,8,35,38,103,599,178,40,476,58,308,39,310,52,1320,245,3628
LGA32270,8,5,0,400,4,0,4,5,0,3,0,0,0,3,215,239,12,0,10,0,0,5,0,3,0,10,20,59,855,91,55,451,61,283,27,96,49,388,243,2603
LGA32310,3,6,0,70,0,0,0,3,0,0,0,3,0,3,108,118,0,0,0,4,0,3,0,0,0,8,21,33,272,37,16,136,21,111,9,62,23,428,140,1262
LGA32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,16,0,29
LGA32450,0,0,0,38,0,0,0,0,0,4,0,0,0,0,19,31,0,0,3,0,0,0,0,0,0,0,8,11,99,14,13,31,5,31,4,8,0,37,27,262
LGA32500,0,4,0,24,3,0,0,0,0,0,0,0,0,0,24,30,3,0,0,0,0,0,0,0,0,3,9,24,99,23,17,46,8,32,10,27,7,129,33,423
LGA32600,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,4,0,0,0,6,0,17
LGA32750,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,0,0,4,0,0,0,3,3,28
LGA32770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,8,0,0,0,7,0,0,0,30,0,53
LGA32810,0,13,0,85,0,0,0,4,0,0,0,0,0,0,73,82,0,0,0,0,0,0,0,3,3,11,8,31,281,166,14,242,31,106,25,152,32,462,92,1594
LGA33100,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,5,29,5,5,8,5,3,0,4,0,25,3,85
LGA33200,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,12,3,0,0,0,0,0,0,0,0,0,6,6,60,7,0,21,0,13,3,7,0,38,15,165
LGA33220,0,62,6,461,7,8,3,8,5,12,3,12,4,65,592,725,17,5,9,8,0,9,4,7,0,180,146,375,1489,531,98,1331,169,1087,134,1158,213,9141,871,16218
LGA33360,11,28,0,598,10,0,0,9,3,8,7,4,9,30,432,509,12,0,5,3,4,0,0,0,0,44,29,110,1404,219,65,936,133,798,78,444,116,2158,483,6829
LGA33430,63,584,9,5738,50,17,23,57,46,49,22,38,40,175,2278,2800,56,18,45,33,15,22,13,24,25,357,392,998,12451,3955,810,9400,1887,5759,1283,4889,1228,22905,3002,67562
LGA33610,0,3,0,54,4,0,0,0,0,0,0,0,0,4,57,74,3,0,5,0,0,0,0,0,0,15,10,32,282,52,15,166,12,109,9,77,18,330,82,1149
LGA33620,5,17,0,208,5,5,0,10,0,5,0,4,0,16,313,354,7,4,5,5,4,7,0,0,0,71,63,160,850,314,64,761,84,558,73,547,118,3423,429,7216
LGA33800,0,8,0,49,0,0,0,0,0,0,0,5,0,8,70,88,0,0,0,0,0,0,0,3,3,18,24,47,259,58,15,208,29,143,12,117,23,632,117,1608
LGA33830,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,10,0,4,0,14,0,43
LGA33960,4,31,6,994,15,0,14,7,15,15,5,8,7,61,772,913,15,7,14,12,3,7,0,8,4,75,103,237,4581,651,223,2764,701,2143,240,1045,341,5662,955,19309
LGA33980,0,0,0,385,6,0,0,0,0,9,0,0,0,0,128,146,8,0,4,0,0,0,0,3,0,7,14,46,646,38,40,241,56,206,15,53,21,209,153,1674
LGA34420,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,12,0,0,5,0,3,0,4,0,17,7,52
LGA34530,4,36,0,393,3,7,0,3,0,7,0,0,0,14,390,429,12,5,3,4,0,5,0,0,0,32,36,96,821,179,44,570,85,443,54,309,83,1911,460,4957
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,10,0,27
LGA34580,3,7,0,164,6,0,3,3,5,8,4,0,3,13,205,245,8,0,0,3,0,4,0,0,0,40,34,101,817,164,37,584,126,477,49,281,87,1626,269,4524
LGA34590,9,56,4,1332,32,3,18,11,16,43,4,16,14,77,947,1187,31,4,18,11,9,13,6,6,10,146,212,458,6376,1184,269,4080,910,3224,411,1817,518,9515,1297,29599
LGA34710,0,0,0,19,0,0,0,0,0,0,0,0,0,3,33,39,0,0,0,0,0,0,0,0,0,6,3,12,151,18,0,64,0,29,0,14,6,65,37,394
LGA34770,14,55,4,1268,9,0,7,15,8,15,0,5,7,48,1091,1206,17,0,20,16,0,4,6,5,10,91,107,271,3165,385,145,1837,239,1360,122,775,194,3665,1276,13166
LGA34800,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,9,3,4,0,0,0,5,6,63
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,15
LGA34860,0,5,0,78,0,0,0,3,3,0,0,0,0,7,116,129,10,0,3,0,0,0,0,0,0,15,11,44,441,58,22,202,36,100,4,55,18,263,137,1328
LGA34880,6,9,0,111,5,0,0,0,0,5,0,5,0,18,162,196,9,0,0,0,0,5,0,0,0,22,19,58,464,138,36,306,53,218,23,182,42,914,216,2587
LGA35010,25,185,8,3155,38,5,17,29,27,44,12,30,21,132,1800,2151,31,6,22,16,12,10,0,12,24,274,253,668,9295,1948,484,6191,1499,4888,679,3081,882,20091,2299,51337
LGA35250,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,21,0,46
LGA35300,7,4,0,276,0,3,0,0,4,0,0,0,5,0,100,116,4,0,9,6,0,0,0,3,0,9,8,27,653,26,25,187,48,191,13,44,22,211,113,1541
LGA35600,0,0,0,23,0,0,0,0,0,0,0,0,0,0,34,36,5,0,5,0,0,0,0,0,0,3,7,20,130,18,9,66,16,33,8,24,9,97,51,456
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,6,0,0,0,0,0,0,0,4,13,0,0,6,0,0,7,0,0,0,7,4,27
LGA35740,15,175,0,756,3,0,4,3,0,9,3,0,3,25,302,355,4,3,5,0,3,3,0,4,0,46,38,116,779,517,103,815,157,512,140,739,174,3961,373,8272
LGA35760,0,0,0,36,5,0,0,0,0,4,3,0,0,8,77,95,8,0,6,3,0,0,0,3,0,13,16,59,283,58,20,179,26,99,18,85,23,449,107,1344
LGA35780,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,5,3,11,28,3,4,12,0,9,0,5,3,25,9,103
LGA35790,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,14,0,0,5,0,3,0,4,0,36,8,76
LGA35800,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,5,0,7,51,9,3,18,0,15,0,22,3,58,12,188
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,5,0,5,0,4,0,12,0,38
LGA36150,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,3,29,8,0,13,0,11,0,5,0,12,13,82
LGA36250,13,131,0,1374,10,3,7,7,11,9,3,5,4,50,529,649,13,0,6,3,4,4,3,11,0,112,88,245,3400,694,161,2181,489,1571,223,1223,327,7751,695,18714
LGA36300,0,0,0,9,0,0,0,0,0,0,0,0,0,0,13,11,0,0,0,0,0,0,0,0,0,0,0,9,38,0,0,10,0,0,0,0,0,7,15,84
LGA36370,13,22,0,548,5,5,3,0,3,14,5,6,6,24,530,593,6,0,9,4,0,3,0,0,5,56,61,147,1679,266,84,1073,150,782,85,471,111,2615,647,7951
LGA36510,3,40,0,300,5,0,5,5,5,6,3,4,4,26,191,250,6,9,10,4,0,8,4,6,5,54,40,132,883,272,83,640,130,509,73,381,132,2171,268,5546
LGA36580,0,3,0,109,7,0,0,0,0,0,0,4,0,10,126,149,0,3,7,0,0,0,0,0,0,19,20,60,483,129,33,317,76,300,48,217,81,1288,183,3155
LGA36630,4,10,0,118,7,0,0,6,0,9,0,3,0,18,192,235,9,0,4,7,0,5,0,0,3,45,39,114,609,186,30,460,57,342,38,264,64,1938,268,4252
LGA36660,0,24,0,132,5,0,0,5,0,0,4,9,0,14,197,240,3,0,6,0,0,3,0,6,3,42,46,119,724,257,51,583,71,373,53,368,56,2050,278,4861
LGA36720,51,354,7,3085,32,18,14,28,19,33,14,25,20,110,1594,1907,16,17,28,7,12,16,4,10,14,237,206,553,6135,2301,487,5259,1026,2886,751,3101,798,18033,1973,42757
LGA36820,3,17,4,143,3,0,0,0,0,11,0,4,6,20,189,239,4,10,4,3,0,0,0,0,5,45,41,109,499,186,37,426,44,246,34,276,84,1390,258,3479
LGA36910,12,82,3,1194,14,0,9,7,6,13,8,17,4,51,876,998,22,3,20,11,5,11,7,0,3,144,121,348,4069,796,140,2747,300,1723,184,1252,246,7084,1103,19643
LGA36950,0,0,0,18,0,0,0,0,0,0,0,6,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,7,65,10,9,20,4,23,0,13,3,23,20,187
LGA36960,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,31,15,0,10,0,35,0,8,0,54,4,153
LGA37010,11,78,0,1449,20,4,5,11,9,20,4,7,14,44,1316,1454,9,0,12,14,5,5,0,3,0,110,90,251,4977,704,179,2939,377,1888,179,1257,268,5575,1494,19835
LGA37300,0,0,0,87,0,0,0,0,0,0,0,0,0,0,31,43,0,0,0,0,0,0,0,0,0,3,0,9,173,3,15,46,18,26,0,12,3,11,37,344
LGA37310,0,7,0,215,4,0,0,3,3,6,0,3,0,7,189,217,10,0,7,5,0,5,0,0,0,28,26,94,896,133,41,558,66,323,36,199,48,988,245,3538
LGA37340,4,16,0,236,4,5,5,0,0,0,0,0,3,18,294,328,5,0,5,7,0,7,0,6,0,24,37,88,862,215,38,595,63,338,51,297,53,1224,355,4091
LGA37400,0,0,0,9,0,0,0,0,0,0,0,0,0,0,15,13,5,0,0,0,0,0,0,0,0,0,4,16,45,5,0,14,0,14,0,9,0,24,15,132
LGA37550,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,25
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,7
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,5,0,10,0,11,3,29,0,71
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,0,81,0,566,4,0,3,0,3,0,0,3,0,4,110,127,0,0,0,0,0,0,0,0,0,6,3,20,757,220,14,492,47,357,21,296,28,769,112,3114
LGA40120,10,55,0,582,4,0,0,9,6,0,0,4,0,12,158,194,6,0,0,0,0,3,0,4,0,15,17,40,826,271,35,746,82,474,48,435,62,1773,190,4936
