LGA_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
LGA61510,0,0,0,71,25,3,0,23,3,13,6,0,4,12,49,143,0,0,0,0,0,0,0,0,0,0,4,7,186,63,19,339,41,160,32,70,20,126,53,1116
LGA61610,0,0,0,212,32,0,0,37,5,16,4,3,6,24,102,222,0,0,0,0,0,0,0,0,0,4,8,22,461,121,23,785,89,323,43,158,38,235,117,2395
LGA61810,0,0,0,38,11,4,0,23,0,0,7,3,0,8,25,75,0,0,0,0,0,0,0,0,0,0,6,8,101,33,5,208,12,83,18,37,5,55,31,587
LGA62010,0,0,0,5,0,0,0,4,0,3,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,25,0,6,3,4,0,4,6,66
LGA62210,0,0,0,48,6,3,0,10,0,5,0,3,0,3,19,55,0,0,0,0,0,0,0,0,0,0,4,4,92,34,3,151,22,93,12,40,16,100,29,586
LGA62410,0,0,0,19,15,0,0,13,0,4,0,0,5,5,15,52,0,0,0,0,0,0,0,0,0,0,0,0,47,25,3,102,7,47,6,26,7,45,17,331
LGA62610,4,9,0,393,63,20,4,53,11,31,5,12,3,32,129,358,0,0,7,0,0,0,0,0,0,6,16,26,913,380,48,1420,186,770,68,349,57,494,154,4843
LGA62810,11,32,0,1660,60,17,7,53,10,23,0,9,3,16,201,396,0,0,0,6,0,0,0,0,0,0,7,21,1239,479,38,1708,175,546,77,293,52,287,219,5114
LGA63010,0,6,0,133,19,7,0,38,0,15,3,8,5,16,73,190,0,0,0,0,0,0,0,0,0,0,6,14,311,168,28,555,61,269,33,139,35,174,82,1858
LGA63210,0,0,0,61,7,0,0,12,0,9,0,6,4,3,28,68,0,0,0,0,0,0,0,0,0,0,4,9,114,37,9,191,25,83,20,52,23,73,33,655
LGA63410,0,0,0,18,10,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,5,39,5,6,50,6,13,0,6,0,0,8,137
LGA63610,6,8,0,859,76,14,11,70,7,27,4,22,4,30,162,421,5,0,0,5,0,0,0,0,0,0,5,19,1007,362,55,1727,177,580,76,251,38,295,176,4745
LGA63810,0,4,0,128,16,0,4,24,3,6,0,6,9,5,77,143,3,0,0,3,0,0,0,0,0,0,0,4,249,55,11,410,43,143,34,67,19,82,83,1209
LGA64010,0,12,4,876,66,16,3,96,13,32,11,14,5,44,243,544,0,0,4,0,0,6,0,0,4,4,17,38,1288,408,48,2220,240,953,91,414,81,621,275,6643
LGA64210,4,7,0,245,25,5,0,43,4,16,0,10,3,15,90,212,0,0,0,0,0,0,0,0,0,0,3,5,458,115,21,818,94,300,27,105,28,154,99,2224
LGA64610,0,0,0,119,21,6,0,31,3,5,0,0,3,12,46,127,0,0,0,0,0,0,0,0,0,4,7,14,298,61,18,489,66,187,11,57,21,111,55,1390
LGA64810,0,6,0,138,30,13,5,26,8,13,0,8,3,11,53,168,0,0,0,0,0,0,0,0,0,0,4,10,316,118,22,589,108,239,35,93,24,130,62,1739
LGA65010,0,0,0,56,16,3,0,12,0,3,0,3,3,5,27,84,0,0,0,0,0,0,0,0,0,0,0,6,134,28,13,248,34,97,17,50,20,69,30,741
LGA65210,0,4,0,8,3,0,4,8,3,3,0,0,0,3,10,37,0,0,0,0,0,0,0,0,0,0,0,0,19,15,3,35,9,22,6,20,6,33,15,172
LGA65410,0,3,0,127,17,0,0,23,0,10,3,9,0,10,96,166,0,0,0,0,0,0,0,0,0,0,0,3,216,52,22,446,55,182,29,68,15,134,98,1318
LGA65610,0,0,0,29,7,0,0,7,3,7,0,0,0,5,17,54,0,0,0,0,0,0,0,0,0,0,0,0,44,10,4,76,10,65,8,11,8,55,17,318
LGA65810,6,0,0,351,42,10,3,43,7,11,6,7,0,17,122,266,0,0,0,0,0,0,0,0,0,0,4,11,545,155,33,964,124,369,52,160,22,189,123,2743
LGA69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70200,0,0,0,560,59,4,6,20,6,13,3,4,0,14,186,321,6,0,0,3,0,6,0,0,0,0,14,17,964,107,35,603,122,340,27,77,23,172,208,2681
LGA70420,0,0,0,35,7,0,0,0,3,4,0,4,0,30,14,72,0,0,4,0,0,0,0,0,0,3,20,23,104,21,10,33,14,46,0,40,4,261,50,580
LGA70540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,6,4,6
LGA70620,0,0,0,0,3,0,0,0,0,6,0,5,0,14,3,30,0,0,0,0,0,0,0,0,0,3,4,11,27,7,0,12,3,28,0,41,10,201,10,341
LGA70700,0,0,0,5,3,0,0,0,0,0,0,0,0,0,10,10,3,0,0,0,0,0,0,0,0,0,0,0,9,7,0,12,8,11,0,0,0,5,10,58
LGA71000,18,40,0,2182,172,13,6,57,13,48,6,17,8,30,630,1014,5,0,3,3,0,0,0,0,4,0,27,53,2898,347,95,1942,415,1238,106,322,102,493,678,8620
LGA71150,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,12
LGA71300,0,0,0,10,10,3,0,3,0,11,0,10,0,43,5,86,0,0,0,0,0,0,0,0,0,3,10,16,56,20,10,35,3,122,0,99,10,512,24,890
LGA72200,3,0,0,116,26,4,3,8,0,3,3,0,4,7,88,147,0,0,0,0,0,0,0,0,0,0,3,8,295,27,19,156,45,116,12,25,16,80,114,899
LGA72300,12,11,0,652,63,9,4,30,9,18,0,3,7,16,241,403,4,0,0,3,0,0,0,0,0,0,11,25,874,72,38,489,139,260,32,68,39,105,258,2373
LGA72330,0,0,0,3,0,0,0,4,0,5,0,4,0,16,8,49,0,0,0,0,0,0,0,0,0,3,27,36,28,32,4,26,0,54,0,65,7,235,33,495
LGA72800,3,3,0,899,68,3,9,18,9,21,5,6,4,12,441,597,0,0,4,0,0,0,0,0,0,0,15,22,1678,142,56,948,258,645,68,128,57,141,464,4599
LGA73600,0,0,0,8,3,0,0,0,0,0,0,6,6,14,3,32,0,0,4,0,0,0,0,0,0,4,0,3,42,21,12,35,3,75,0,53,17,327,3,589
LGA74050,0,0,0,0,0,0,0,3,0,0,0,5,0,15,0,27,0,0,0,0,0,0,0,0,0,5,0,5,16,0,0,12,3,15,0,32,3,130,5,217
LGA74550,0,0,0,3,0,0,0,0,0,3,0,4,0,7,10,24,0,0,0,0,0,0,0,0,0,3,0,7,38,9,0,16,0,43,3,23,0,105,5,254
LGA74560,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,3,0,0,0,6,6,29
LGA74660,0,0,0,23,5,0,0,3,0,0,4,6,0,41,5,66,0,0,0,0,0,0,0,0,0,6,15,30,53,21,14,28,12,77,12,49,22,394,24,695
LGA74680,0,0,0,5,8,3,0,0,0,0,0,3,0,35,3,60,0,0,0,0,0,0,0,0,0,7,4,15,24,13,0,9,6,28,0,13,6,230,7,343
LGA79399,0,0,0,169,25,0,0,8,0,5,0,0,0,5,49,95,0,0,3,0,0,0,0,0,0,0,3,10,270,16,21,178,26,68,8,20,6,14,59,677
LGA79499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA79799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89399,86,337,10,21685,652,50,43,330,75,203,29,74,39,145,1373,3019,38,0,15,11,11,12,0,3,10,16,90,201,19300,2243,621,14769,2941,6975,728,1936,457,2749,1545,54271
LGA89499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,0,0,0,16,4,0,0,6,0,0,0,0,0,0,6,18,0,0,0,0,0,0,0,0,0,0,7,8,50,15,8,55,11,12,5,12,6,7,9,188
LGA99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
