LGA_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
LGA27630,0,0,0,43,3,0,0,18,4,6,0,0,0,5,20,58,0,0,0,0,0,0,0,0,0,0,0,0,95,24,6,212,24,66,10,25,4,60,23,537
LGA29399,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,0,0,0,0,0,0,4,24
LGA29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA30250,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,64,3,92
LGA30300,0,0,0,36,25,0,0,18,0,7,4,5,0,3,31,88,4,0,0,0,0,0,0,0,3,0,4,9,127,14,5,120,21,75,6,8,10,22,29,436
LGA30370,0,4,0,229,58,0,9,41,7,15,3,0,0,4,108,237,8,0,3,4,0,7,0,0,5,4,15,36,439,39,27,461,76,243,29,29,27,60,128,1557
LGA30410,0,0,0,36,26,0,0,8,0,4,0,0,0,0,21,63,0,0,0,0,0,0,0,0,0,0,3,3,94,10,7,74,9,35,0,0,0,9,32,266
LGA30450,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,10,0,0,0,0,0,0,0,28
LGA30760,0,0,0,21,13,0,0,9,4,3,0,0,0,0,15,35,0,0,0,0,0,0,0,0,0,0,0,0,59,5,0,57,9,16,4,3,0,10,15,179
LGA30900,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,15,0,6,4,0,4,0,0,0,8,9,35
LGA31000,260,611,54,48398,1403,200,108,1030,263,641,113,257,141,539,4480,9177,71,12,59,79,37,39,11,17,21,62,333,745,39753,6433,1662,40682,8963,22749,2485,6652,2003,9383,5097,145869
LGA31750,0,0,0,4,0,0,0,3,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,8,0,7,0,0,0,0,5,35
LGA31820,9,21,0,875,100,27,21,70,14,59,3,27,10,72,553,953,4,0,4,5,0,4,0,5,3,14,34,69,2057,413,103,2248,321,1237,117,475,141,1003,617,8732
LGA31900,0,0,0,186,36,0,0,29,3,20,0,0,0,6,94,193,3,0,5,9,0,0,0,0,0,3,10,28,433,36,8,576,67,195,10,44,19,111,110,1609
LGA31950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,5,4,4,4,0,4,0,0,0,4,3,26
LGA32080,17,29,0,2349,226,31,21,195,35,96,34,58,20,99,1030,1850,20,3,7,19,4,0,3,4,4,16,56,132,4213,958,180,4639,719,2110,306,942,254,1060,1116,16499
LGA32250,0,0,0,14,7,0,0,0,0,0,0,0,0,4,16,31,0,0,0,0,0,0,0,0,0,0,0,5,41,6,3,25,3,10,4,4,4,27,24,143
LGA32260,0,4,0,195,39,7,4,35,5,17,4,6,12,16,160,300,5,0,3,0,0,3,3,0,0,6,21,37,595,134,32,739,67,357,36,130,49,230,191,2562
LGA32270,0,3,3,681,92,3,4,57,12,25,0,6,4,3,294,514,13,0,7,0,0,0,0,0,0,0,11,39,878,80,52,947,129,534,41,78,31,80,321,3171
LGA32310,0,0,0,111,24,0,0,7,0,8,3,5,8,4,113,167,4,0,0,0,0,0,0,0,0,0,12,14,268,19,13,228,33,142,19,35,13,58,131,945
LGA32330,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10,0,12,0,4,3,38,0,73
LGA32450,0,0,0,39,12,4,0,0,0,5,0,0,0,3,25,53,3,0,0,0,0,0,0,0,0,0,3,11,78,8,10,59,19,46,4,7,7,18,29,291
LGA32500,0,0,0,27,9,0,0,0,0,7,0,3,0,0,17,48,0,0,0,0,0,0,0,0,0,4,0,4,97,24,12,48,20,49,6,17,3,45,23,332
LGA32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,4,0,0,0,0,0,0,5,21
LGA32750,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,13
LGA32770,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,3,0,14,4,17,0,100,0,150
LGA32810,0,0,0,95,21,5,0,16,0,4,0,0,0,3,62,120,3,0,3,0,0,0,0,0,0,3,11,17,218,68,16,282,37,105,31,50,10,72,68,970
LGA33100,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,5,17,6,0,9,0,7,0,4,0,3,6,54
LGA33200,0,0,0,16,8,0,0,4,0,0,0,0,0,0,18,31,0,0,0,0,0,0,0,0,0,0,4,4,54,0,0,23,9,10,0,3,5,8,21,129
LGA33220,3,16,4,785,100,28,12,85,15,45,8,40,19,105,571,1024,10,0,10,10,4,3,0,0,3,17,36,98,1819,487,101,2207,277,1241,164,600,144,1327,646,9002
LGA33360,14,17,4,1241,98,9,4,92,16,55,4,16,4,26,555,882,8,0,6,15,5,0,0,0,3,9,36,75,1667,187,71,1973,290,1258,111,303,118,438,603,7021
LGA33430,83,234,17,12816,700,157,114,655,181,350,66,163,90,304,2784,5574,68,3,65,66,26,32,6,13,23,48,279,627,15979,3953,942,19653,4079,9711,1531,3782,1240,4853,3243,68969
LGA33610,0,0,0,89,50,7,0,29,4,3,0,3,0,3,72,176,0,0,0,0,0,0,0,0,0,0,0,8,305,35,5,353,47,133,12,32,3,55,75,1061
LGA33620,0,14,0,317,71,15,8,51,6,41,11,20,13,60,295,580,4,0,6,6,0,4,0,4,6,0,28,57,841,272,58,1301,152,694,108,312,105,668,327,4834
LGA33800,0,0,0,97,27,6,4,24,0,3,0,5,0,0,61,129,0,0,3,6,0,0,0,0,0,5,0,13,250,30,11,322,31,103,16,27,12,66,62,929
LGA33830,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,8,0,8,0,5,0,28,0,83
LGA33960,25,40,0,3373,249,27,38,189,42,150,21,61,43,134,1126,2079,23,4,15,17,8,7,4,3,9,19,101,204,6877,950,342,6612,1678,4781,491,1400,554,2039,1300,27037
LGA33980,4,8,0,690,69,6,0,33,5,17,0,0,0,6,172,320,10,0,5,3,0,4,0,0,3,0,9,34,655,53,34,639,131,396,47,30,52,43,189,2265
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,9,11,4,3,0,5,0,16,0,5,6,36,9,81
LGA34530,13,8,0,753,79,13,3,45,3,24,5,7,8,29,546,775,3,0,10,4,0,0,0,0,0,4,14,30,1024,150,55,1116,203,472,70,133,72,242,574,4114
LGA34570,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,7,0,13,0,4,0,14,0,48
LGA34580,0,7,0,405,54,9,4,45,12,33,5,19,7,38,268,474,5,0,0,4,0,0,0,0,0,3,24,42,1007,166,62,1055,256,672,93,240,102,420,301,4368
LGA34590,33,92,4,4708,384,60,60,293,74,251,50,105,66,256,1600,3210,47,0,23,21,7,16,4,0,9,34,220,388,9558,1722,506,9655,2105,7211,724,2553,777,3931,1918,40668
LGA34710,0,0,0,40,15,0,0,3,0,5,0,3,0,0,29,55,0,0,0,0,0,0,0,0,0,0,3,7,128,6,8,83,6,33,5,8,7,11,36,323
LGA34770,23,29,3,2589,224,16,17,207,28,88,14,28,11,59,1723,2418,14,0,13,13,3,8,4,0,3,11,51,122,3314,327,150,4208,554,1866,192,384,176,626,1806,13618
LGA34800,0,0,0,4,6,0,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,42,3,0,9,3,11,0,0,0,0,7,79
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,19,4,33
LGA34860,0,0,0,170,51,3,5,25,3,5,0,3,0,3,137,238,7,0,0,5,0,0,0,0,0,4,12,25,442,40,25,354,66,172,14,37,13,48,158,1362
LGA34880,0,0,3,185,34,3,0,25,4,17,4,11,4,22,137,270,0,0,0,0,0,0,0,0,0,0,13,21,467,86,22,517,67,268,39,99,40,195,162,1969
LGA35010,70,103,11,9633,600,84,60,497,138,274,63,131,78,282,2388,4587,31,4,41,33,17,20,4,5,11,32,187,388,13758,2388,712,15234,3531,8729,1104,2585,1026,4022,2686,55759
LGA35250,0,0,0,0,0,3,0,0,0,0,0,4,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,12,0,17,0,10,5,39,0,85
LGA35300,0,4,3,490,31,0,3,18,3,12,0,3,4,8,140,216,0,0,3,0,0,0,0,0,0,4,7,22,695,26,39,470,96,324,20,50,22,88,152,1974
LGA35600,0,0,0,34,23,0,0,5,0,6,0,0,0,4,35,73,0,0,5,0,0,0,0,0,0,0,0,3,123,0,10,86,15,30,8,17,8,16,36,341
LGA35670,0,0,0,4,4,0,0,3,0,5,0,4,0,3,4,16,0,0,0,0,0,0,0,0,0,8,16,26,5,0,0,3,3,14,0,9,0,16,25,79
LGA35740,10,34,5,1045,50,27,12,71,15,29,9,30,7,39,342,638,3,4,6,6,0,10,0,0,7,8,24,62,978,492,97,1531,271,671,164,327,127,461,380,5502
LGA35760,0,4,0,54,26,0,0,6,0,6,3,6,0,7,52,117,7,0,0,3,0,0,0,0,4,3,8,21,227,30,11,221,18,94,13,34,21,87,63,831
LGA35780,0,0,0,11,10,0,0,3,0,8,0,3,0,7,11,48,0,0,0,0,0,0,0,0,0,3,0,6,58,12,0,30,5,42,3,23,9,52,21,257
LGA35790,0,0,0,0,4,0,0,0,0,0,0,0,0,9,3,18,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,5,0,6,0,21,5,85,11,157
LGA35800,0,0,0,8,8,0,0,0,0,0,0,0,0,3,10,22,0,0,0,0,0,0,0,0,0,0,0,3,48,7,3,22,3,14,6,3,0,20,12,138
LGA36070,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,5,0,3,0,3,0,25,4,50
LGA36150,0,0,0,3,8,0,0,0,0,0,0,0,0,0,9,20,0,0,0,0,0,0,0,0,0,0,4,3,36,0,0,14,3,6,0,0,4,5,16,84
LGA36250,27,46,3,4318,238,35,25,198,35,86,25,40,32,84,728,1517,15,0,22,13,9,5,0,0,6,7,56,140,5415,800,243,5759,1244,2523,373,744,280,1253,806,19452
LGA36300,0,0,0,3,9,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,27,0,4,17,3,13,0,0,0,0,3,74
LGA36370,9,16,0,1180,123,8,10,89,26,45,7,17,10,37,847,1226,9,0,6,3,0,0,0,0,4,10,34,76,2183,237,107,2289,398,1068,123,339,117,552,903,8307
LGA36510,3,12,0,573,87,10,7,59,14,47,15,14,8,41,246,531,7,0,8,0,0,0,0,0,0,5,16,47,1008,206,90,1206,256,692,118,228,92,399,270,4563
LGA36580,0,6,0,226,42,12,0,37,17,22,0,9,3,20,162,331,5,0,3,0,5,0,0,0,3,4,15,45,586,110,48,601,149,385,47,127,66,271,182,2568
LGA36630,0,3,0,246,43,3,3,29,7,18,4,15,6,36,180,336,12,0,5,0,0,0,0,0,0,5,9,29,616,99,38,666,82,377,46,169,46,391,196,2721
LGA36660,0,3,0,234,50,8,4,60,6,19,6,13,8,17,206,380,7,0,5,8,4,0,0,3,6,5,14,44,672,166,43,986,104,410,60,172,45,317,236,3213
LGA36720,61,106,11,6425,403,101,57,433,92,158,48,102,58,171,2143,3765,26,3,29,35,18,18,5,4,12,16,136,302,7591,2363,528,11311,2233,4806,974,1851,614,2371,2370,37004
LGA36820,3,8,0,234,41,11,0,39,4,20,6,4,7,26,167,319,10,0,3,3,0,0,0,0,4,4,21,42,510,114,33,598,73,258,45,110,46,205,196,2177
LGA36910,13,29,4,2516,246,25,23,193,34,104,18,32,26,71,1137,1909,15,0,9,16,5,3,4,0,0,13,41,111,4423,710,143,5482,705,2592,275,794,205,1299,1216,17849
LGA36950,0,0,0,38,22,0,0,11,3,0,0,0,0,4,17,63,0,0,0,0,0,0,0,0,0,0,6,9,94,21,8,59,12,38,6,16,3,33,32,332
LGA36960,0,0,0,8,3,3,4,0,0,12,0,4,0,12,0,50,0,0,0,0,0,0,0,0,0,0,4,6,46,28,9,34,7,70,5,37,12,147,15,411
LGA37010,22,34,4,3392,265,26,18,187,35,83,13,43,14,91,1700,2483,18,7,13,10,4,0,0,0,6,16,63,128,5814,629,210,5324,878,2589,287,787,240,1221,1795,19767
LGA37300,0,0,0,164,17,0,0,12,3,0,0,0,0,0,49,86,0,0,3,0,0,0,0,0,0,0,3,5,189,11,8,120,37,69,11,6,11,5,50,525
LGA37310,4,0,0,384,123,4,4,62,4,19,7,7,4,15,249,502,5,0,8,0,0,0,0,0,0,5,9,35,868,78,41,995,125,485,64,129,42,252,272,3353
LGA37340,8,5,0,432,67,4,6,36,9,23,5,9,0,21,345,525,5,0,0,9,0,0,0,0,4,0,12,29,876,103,42,938,128,399,54,133,44,183,372,3274
LGA37400,0,0,0,11,13,0,0,0,0,0,0,0,0,0,9,25,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,14,6,11,0,0,0,3,11,95
LGA37550,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,3,0,4,0,21,0,49
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,25
LGA37600,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0,12,3,28,0,31,3,115,0,223
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,3,4,0,300,5,5,0,6,0,6,0,0,0,0,37,59,0,0,0,0,0,0,0,0,0,0,0,6,232,51,7,253,35,206,12,65,9,72,41,975
LGA40120,9,13,0,1627,94,21,3,112,11,30,4,23,4,20,230,548,3,0,0,3,3,4,0,0,0,0,8,26,1363,298,35,2045,234,615,94,237,39,281,248,5494
LGA40150,0,0,0,126,18,5,0,29,0,8,0,5,0,6,90,165,0,0,5,0,0,0,0,0,0,0,4,12,294,62,16,369,53,183,18,65,16,85,104,1254
LGA40220,8,11,0,306,38,12,3,52,5,14,6,16,7,20,161,333,0,0,0,0,0,3,0,0,0,0,8,12,485,184,18,845,101,359,43,150,37,216,178,2608
LGA40250,0,0,0,0,0,0,0,0,0,5,0,0,0,17,6,26,0,0,0,0,0,0,0,0,0,7,7,19,7,8,0,3,3,29,0,23,11,136,17,236
LGA40310,0,0,0,410,58,10,3,49,9,18,7,9,0,6,123,296,0,0,0,0,0,4,0,0,0,0,4,18,733,118,25,1044,114,366,57,118,44,144,135,2903
LGA40430,0,0,0,28,0,0,0,4,0,0,0,0,0,0,12,25,0,0,0,0,0,0,0,0,0,0,0,3,41,6,5,68,14,18,3,13,3,26,16,214
LGA40520,0,3,0,75,27,0,4,19,0,3,0,0,0,4,34,87,0,0,0,0,0,0,0,0,0,0,6,9,218,54,16,312,22,123,10,37,12,92,42,928
LGA40700,10,39,4,2572,70,12,0,86,7,39,3,21,3,27,231,501,0,3,0,7,0,4,0,0,0,5,10,23,1593,338,33,2074,154,933,53,302,47,351,244,6114
LGA40910,6,25,4,1353,60,15,5,47,9,28,4,14,4,28,183,393,0,0,4,7,4,0,0,0,0,0,11,31,1653,441,41,2307,264,953,81,372,50,558,203,6934
LGA41010,0,0,0,44,14,0,0,7,0,8,0,0,0,5,20,50,0,0,0,0,0,0,0,0,0,4,5,7,98,13,7,102,13,28,8,22,0,25,23,345
LGA41060,15,43,0,2703,129,23,13,136,19,61,11,26,13,75,428,936,7,0,5,9,3,4,0,0,5,11,38,86,3025,742,99,4503,599,1763,198,748,146,1199,501,13525
LGA41140,0,0,0,101,18,8,0,32,0,10,0,5,0,3,52,130,3,0,0,3,0,0,0,0,0,0,5,7,182,44,12,341,33,104,13,37,15,46,52,876
LGA41190,0,0,0,8,12,0,0,6,4,0,0,0,0,0,11,30,0,0,0,0,0,0,0,0,0,0,0,3,40,5,3,81,13,13,0,5,6,0,13,186
LGA41330,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,0,0,4,4,15,0,0,15,3,9,4,5,0,18,11,86
LGA41560,0,0,0,89,15,0,0,20,5,6,0,3,0,9,98,157,0,0,0,0,0,0,0,0,0,3,3,9,172,71,22,342,32,130,15,72,19,156,99,1128
LGA41750,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,29,5,14,0,3,0,7,4,95
LGA41830,0,0,0,10,4,0,0,5,0,0,0,0,0,0,21,36,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,37,6,13,0,6,3,10,21,120
LGA41960,0,0,0,9,3,0,0,6,0,0,0,0,0,0,12,21,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,46,3,5,4,5,0,5,12,101
LGA42030,0,4,0,312,33,5,0,29,4,16,0,8,3,13,131,239,0,0,0,5,0,0,0,0,0,5,5,18,598,91,20,783,115,395,34,111,36,186,145,2502
LGA42110,0,0,0,15,4,0,0,20,0,0,0,3,0,5,19,55,0,0,0,0,0,0,0,0,0,0,4,4,54,14,4,145,9,50,0,26,3,36,28,375
LGA42250,0,0,0,123,17,4,0,22,3,6,3,0,0,8,41,93,3,0,0,0,0,0,0,0,0,0,6,16,236,58,16,374,32,96,14,32,9,32,42,943
LGA42600,11,16,0,1313,57,7,3,49,8,29,0,10,0,19,127,306,0,0,0,4,0,0,0,0,0,0,3,18,1006,171,21,1318,164,453,55,179,34,213,137,3755
LGA42750,0,0,0,37,10,0,0,13,0,0,0,0,0,0,25,54,0,0,0,0,0,0,0,0,0,0,0,5,71,34,4,149,18,38,10,23,7,15,25,395
LGA43080,0,0,0,7,3,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,31,4,19,0,7,3,10,9,99
LGA43220,0,0,0,5,3,0,0,3,0,0,0,0,0,0,9,16,0,0,0,0,0,0,0,0,0,0,0,0,24,0,4,50,6,15,0,5,0,0,9,106
LGA43360,0,0,0,23,8,0,0,8,0,0,0,0,0,0,9,29,0,0,0,0,0,0,0,0,0,0,0,0,38,6,7,86,3,23,4,9,3,7,12,196
LGA43650,0,3,0,286,32,9,0,42,7,25,4,3,5,4,112,237,4,0,0,0,0,0,0,0,0,0,0,8,514,94,24,758,88,250,33,87,21,97,116,2073
LGA43710,0,0,0,71,17,0,0,21,0,0,0,0,0,0,53,103,0,0,0,6,0,0,0,0,0,0,5,3,153,35,9,228,28,87,18,25,5,27,59,672
LGA43790,0,0,0,83,32,5,0,17,3,9,0,3,0,0,38,104,0,0,0,0,0,0,0,0,0,0,4,9,262,61,10,374,55,130,20,48,6,65,37,1075
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,8
LGA44060,5,27,3,1686,122,15,14,117,10,43,19,24,8,39,388,800,0,0,3,10,0,0,0,0,0,5,20,44,2397,636,105,3816,475,1380,159,540,88,785,436,10818
LGA44210,0,0,0,31,9,3,3,14,0,4,0,0,7,0,53,93,0,0,0,0,0,0,0,0,0,0,0,8,128,36,14,197,25,99,21,37,12,67,52,690
LGA44340,11,33,7,3022,126,13,6,110,13,46,10,14,6,26,272,648,8,0,9,5,0,0,6,0,3,0,14,39,2267,536,74,3387,354,1044,125,379,76,459,300,9005
LGA44550,6,4,0,780,54,13,9,76,7,24,8,13,6,25,282,511,3,0,3,5,0,3,0,0,4,3,4,24,1111,287,51,1716,236,664,83,200,52,220,295,4912
LGA44620,3,5,0,245,40,3,0,48,8,14,3,9,4,0,90,220,0,0,5,0,0,0,0,0,0,0,4,12,562,112,21,927,122,339,49,143,32,154,101,2563
LGA44830,0,0,0,16,14,0,0,7,0,3,0,0,0,0,27,57,0,0,0,0,0,0,0,0,0,3,3,6,49,8,0,88,13,26,5,6,4,20,30,248
LGA45040,0,3,0,151,29,5,5,22,0,16,0,5,4,13,108,214,4,0,0,3,0,0,0,0,0,5,12,17,408,105,23,534,58,303,30,131,33,214,127,1973
LGA45090,0,0,0,74,35,0,0,30,3,0,0,3,0,4,42,118,0,0,0,0,0,0,0,0,0,0,0,6,202,49,16,318,34,146,10,45,6,45,49,929
LGA45120,0,0,0,36,16,3,0,14,3,3,0,0,0,0,29,70,0,0,0,0,0,0,0,0,0,0,0,0,93,10,0,168,18,46,3,22,3,25,33,429
LGA45290,5,17,0,1403,42,6,0,30,3,16,3,6,6,11,119,243,3,0,0,3,0,0,0,0,0,4,4,15,975,216,29,1369,143,577,57,202,19,238,128,3959
LGA45340,7,17,0,2204,238,47,12,269,44,116,27,54,23,97,824,1750,3,4,8,12,9,6,0,3,3,17,46,115,4074,1115,181,6778,875,2796,346,1049,218,1594,898,19928
LGA45400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,25,0,10,0,0,0,8,8,76
LGA45540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,8,0,6,3,10,4,22,8,75
LGA45680,3,16,3,647,102,20,8,105,10,64,14,36,15,100,454,923,9,0,3,7,4,8,0,7,4,17,44,97,1873,414,115,2604,388,1897,151,820,207,1433,535,10436
LGA45890,14,36,4,1720,101,27,9,101,6,59,8,42,18,67,506,943,5,0,5,9,11,0,0,6,5,11,45,95,3115,894,123,4234,638,2307,196,978,190,1513,591,14779
LGA46090,0,3,0,118,15,0,0,12,3,7,0,0,0,11,132,191,8,0,0,0,0,0,0,0,0,7,3,16,236,35,17,306,45,143,30,48,16,120,142,1136
LGA46300,0,0,0,125,13,9,3,21,9,0,0,3,0,9,100,169,4,0,0,0,0,0,0,0,0,0,0,4,225,94,20,464,63,135,37,62,21,82,108,1307
LGA46450,0,0,0,125,30,3,0,17,0,5,0,3,6,15,108,197,6,0,0,4,0,0,0,0,0,4,14,25,296,67,12,484,51,190,20,91,33,186,128,1556
LGA46510,0,7,0,923,21,7,0,24,8,8,0,0,6,6,67,137,0,0,0,0,0,0,0,0,0,0,4,9,796,147,22,957,104,375,33,132,20,146,76,2803
LGA46670,0,0,0,92,21,0,0,14,0,9,3,4,0,8,46,104,0,0,0,0,0,0,0,0,0,0,10,12,215,47,18,304,40,111,23,46,13,74,61,958
LGA46860,0,0,0,14,0,0,0,3,0,0,0,0,0,0,8,17,0,0,0,0,0,0,0,0,0,0,0,0,31,8,7,48,3,17,4,7,0,3,8,136
LGA46970,0,0,0,184,14,0,0,7,0,0,0,0,0,0,22,51,0,0,0,0,0,0,0,0,0,0,0,0,170,7,13,124,28,91,7,8,9,0,22,483
LGA47140,10,45,6,1277,118,32,25,145,14,97,15,56,23,137,545,1203,12,3,7,13,5,6,0,0,3,13,51,112,3274,908,132,4314,489,3065,239,1364,218,2383,660,17027
LGA47290,0,0,0,12,10,0,0,9,0,4,0,0,0,0,7,28,0,0,0,0,0,0,0,0,0,0,0,3,37,3,0,98,4,22,0,3,0,8,13,187
LGA47490,0,0,0,11,8,4,4,9,0,0,0,0,0,0,19,43,0,0,0,0,0,0,0,0,0,0,0,0,41,8,8,80,4,20,10,9,3,4,19,205
LGA47630,0,3,0,69,20,0,0,30,4,0,0,6,0,5,25,89,0,0,0,0,0,0,0,0,0,0,4,3,178,28,15,280,28,110,10,25,9,19,29,723
LGA47700,12,24,3,1995,134,33,8,129,23,53,7,33,18,51,404,895,8,3,3,7,0,7,5,0,0,7,20,65,3102,662,96,4402,582,1760,200,586,143,819,446,12809
LGA47800,0,0,0,36,8,0,0,15,4,7,0,4,4,0,19,60,0,0,4,0,0,0,0,0,0,0,5,7,80,16,5,165,23,65,3,30,8,32,24,455
LGA47910,0,0,0,27,3,0,0,5,0,0,0,0,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,40,10,0,108,10,33,4,5,4,15,21,247
LGA47980,10,24,0,1975,56,5,0,53,3,26,3,5,3,8,139,315,0,0,0,0,0,0,0,0,6,0,9,11,1159,238,32,1618,175,605,53,199,32,217,148,4472
LGA48050,0,3,0,113,16,4,0,23,0,6,3,6,0,11,62,136,4,0,0,0,0,0,0,0,0,0,5,6,172,109,7,340,39,148,27,89,10,158,67,1174
LGA48130,0,0,0,39,8,0,0,25,0,8,0,5,3,0,34,91,4,0,0,0,0,0,0,0,0,0,0,7,118,34,11,234,28,87,19,45,12,50,39,676
LGA48260,3,10,0,439,10,0,0,16,0,11,0,0,0,9,19,66,0,0,0,0,0,0,0,0,0,0,0,3,247,44,5,301,27,147,3,28,4,51,27,895
LGA48340,0,6,0,96,19,6,0,33,0,4,0,0,0,5,61,133,0,0,0,0,0,0,0,0,0,8,6,13,224,48,12,403,27,123,30,56,15,87,69,1109
LGA48410,3,14,3,1300,43,8,4,49,9,19,3,13,3,31,230,414,0,0,0,6,0,5,0,0,0,3,10,25,1560,436,48,2180,288,884,101,351,48,506,259,6665
LGA48540,0,3,0,273,28,4,6,20,0,9,3,8,4,9,135,220,0,0,0,0,0,0,5,0,0,3,9,18,445,63,20,551,86,308,38,84,26,185,150,1942
LGA48640,0,0,0,9,8,0,0,4,0,0,0,0,0,0,10,25,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,56,8,3,0,0,0,7,10,122
