LGA_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
LGA41140,4,0,0,0,4,0,0,4,276,44,7,3,333,5,0,5,336,18,0,354,559,65,4,0,632,4,0,4,642,15,0,657,30,4,8,0,43,0,0,0,43,3,0,47,7,0,0,6,18,0,3,3,20,0,0,21,869,124,23,14,1028,9,3,10,1038,35,0,1071,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,8,0,0,0,8,0,0,8,9,3,3,0,16,0,0,0,16,0,0,16,882,125,20,14,1036,9,3,10,1049,35,0,1086,155,21,12,8,196,3,0,3,202,17,4,220,0,0,0,0,0,0,0,0,0,0,0,0,1040,146,36,19,1232,18,3,22,1255,51,5,1311
LGA41190,0,0,0,0,0,0,0,0,51,0,0,0,51,0,0,0,51,0,0,51,165,16,3,0,179,0,4,4,189,0,0,189,27,0,0,0,27,0,0,0,27,0,0,27,0,0,0,5,5,0,0,0,5,0,0,5,239,15,3,6,267,0,4,4,269,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,15,3,6,268,0,4,4,266,0,0,266,23,4,3,0,28,0,0,0,28,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,266,19,3,6,293,0,4,4,300,3,0,303
LGA41330,0,0,0,0,0,0,0,0,18,8,0,0,26,0,0,0,24,4,0,24,21,6,6,0,35,0,0,4,41,4,0,46,3,0,0,0,3,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,45,11,6,0,63,4,0,4,67,9,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,45,11,6,0,63,3,0,7,70,9,0,87,4,0,0,0,4,0,0,0,4,18,3,30,0,0,0,0,0,0,0,0,0,0,3,3,47,11,6,0,67,3,0,7,77,31,8,116
LGA41560,10,0,0,0,10,0,0,10,239,44,3,4,291,0,3,3,299,19,0,312,522,102,20,0,641,7,9,18,656,23,3,685,41,0,13,0,56,0,0,0,57,0,0,57,3,0,0,12,15,0,0,0,15,4,0,18,798,152,38,13,1001,8,13,19,1027,43,3,1075,7,0,0,0,7,7,0,7,8,4,0,18,6,5,0,0,10,0,0,3,13,5,0,13,13,5,0,0,15,6,0,6,24,5,0,31,813,153,38,13,1021,14,9,29,1047,52,3,1105,198,48,16,9,269,12,3,10,282,102,7,388,7,0,0,0,7,0,0,0,7,0,8,11,1016,205,56,25,1295,26,14,43,1341,151,11,1506
LGA41750,0,0,0,0,0,0,0,0,15,5,0,0,22,0,0,0,24,0,0,24,55,7,6,0,70,0,0,0,70,5,0,74,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,78,14,6,0,99,0,0,0,101,5,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,78,14,6,0,99,0,0,0,101,7,0,106,38,0,0,0,38,0,4,4,39,15,0,55,0,0,0,4,4,0,0,0,4,0,0,4,121,14,6,4,144,0,5,5,144,20,0,165
LGA41830,0,0,0,0,0,0,0,0,27,9,0,0,34,4,0,4,37,0,0,37,56,12,0,0,70,0,0,0,70,0,0,70,8,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,95,16,0,0,112,4,0,4,116,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,16,0,0,112,4,0,4,116,0,0,113,12,10,4,0,25,3,0,3,27,10,0,41,0,0,0,0,0,0,0,0,0,0,0,0,105,32,6,0,142,8,0,8,139,12,0,154
LGA41960,0,0,0,0,0,0,0,0,24,3,0,0,30,0,0,0,30,0,0,31,74,4,0,0,79,3,4,3,84,4,0,86,7,6,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,108,11,0,0,124,3,4,3,126,3,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,11,0,0,124,0,4,3,127,3,0,131,9,0,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,120,17,0,0,137,0,4,3,139,3,0,144
LGA42030,70,0,0,0,70,3,0,74,829,114,21,4,967,9,0,15,976,65,0,1044,1096,128,20,4,1250,8,0,8,1261,36,0,1301,143,19,17,0,179,0,0,0,179,9,0,180,7,0,0,5,14,0,0,0,14,0,3,20,2075,256,54,16,2413,19,0,22,2430,110,5,2546,19,0,0,0,21,4,0,4,29,7,0,31,31,4,0,0,32,0,0,0,32,5,0,39,52,4,0,0,51,4,0,4,62,8,0,68,2129,261,54,21,2464,28,0,29,2494,117,5,2615,555,93,32,18,698,12,4,20,716,92,3,813,4,0,0,4,9,0,0,0,9,0,14,25,2687,354,88,35,3173,41,5,50,3218,211,19,3451
LGA42110,0,0,0,0,0,0,0,0,78,10,0,0,85,0,0,0,85,10,0,98,243,20,0,0,266,0,8,8,267,20,0,297,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,4,9,0,0,0,9,0,0,9,337,29,0,4,372,0,8,8,376,29,0,409,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,5,0,0,5,341,29,0,4,373,0,8,9,380,29,0,414,85,9,3,4,98,5,5,16,117,23,0,134,0,0,0,0,0,0,0,0,0,0,3,8,425,40,5,4,477,6,13,21,496,53,6,553
LGA42250,13,0,0,0,13,0,0,13,343,21,0,4,369,0,0,4,372,22,0,394,620,87,8,12,716,3,0,3,721,20,0,741,31,0,18,0,56,0,0,0,56,0,0,52,8,0,6,11,24,0,0,0,24,0,4,25,1000,107,29,26,1164,8,0,5,1172,46,3,1219,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,8,0,0,0,9,0,0,9,3,0,0,7,8,0,0,0,9,0,0,9,1012,111,29,25,1176,4,0,7,1178,46,3,1230,152,13,0,3,161,0,0,0,161,34,0,197,0,0,0,0,3,0,0,0,3,0,0,3,1157,120,31,30,1344,4,0,7,1349,75,3,1427
LGA42600,197,0,0,0,204,28,0,228,1447,187,37,6,1680,18,10,25,1705,66,0,1776,2054,258,27,0,2334,18,9,24,2359,91,0,2450,190,38,15,3,234,0,0,0,234,6,0,250,17,0,4,9,31,0,0,0,31,0,0,37,3712,475,78,20,4289,35,18,50,4336,172,0,4504,25,7,0,0,29,7,0,7,37,0,0,43,54,6,0,0,62,0,0,0,62,0,0,64,71,17,0,0,94,7,0,7,102,0,0,105,3787,495,78,24,4378,40,18,59,4435,168,0,4614,478,69,19,3,576,14,0,14,593,78,0,674,6,4,0,6,19,0,0,0,19,0,13,29,4269,564,102,29,4970,61,18,77,5047,250,10,5312
LGA42750,0,0,0,0,0,0,0,0,116,16,6,0,141,0,3,3,142,6,0,152,272,53,4,0,322,3,0,3,330,7,0,338,23,11,10,0,37,0,0,0,37,0,0,44,13,0,0,0,13,0,0,0,13,0,0,13,422,71,17,0,512,3,3,9,518,21,0,535,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,6,0,9,4,0,0,0,4,0,0,0,4,6,0,9,421,71,17,0,516,3,3,9,526,23,0,546,51,11,3,10,77,3,0,3,75,7,0,84,0,0,0,0,0,0,0,0,0,0,0,0,476,85,23,10,591,9,3,13,600,26,0,630
LGA43080,0,0,0,0,0,0,0,0,41,0,0,0,41,0,0,0,45,0,0,45,53,0,0,0,53,0,0,0,53,0,0,49,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,96,0,0,0,96,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,96,0,0,0,98,0,0,99,30,0,7,8,41,0,0,0,41,17,0,52,0,0,0,0,0,0,0,0,0,0,0,0,124,0,7,8,136,0,0,0,136,15,0,155
LGA43220,0,0,0,0,0,0,0,0,38,0,0,0,38,0,0,0,38,0,0,44,105,6,0,0,110,0,0,0,110,4,0,116,4,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,150,6,0,0,162,0,0,0,162,4,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,6,0,0,162,0,0,0,162,4,0,162,29,0,0,0,30,0,0,0,30,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,182,10,0,0,196,0,0,0,196,4,0,199
LGA43360,0,0,0,0,0,0,0,0,52,11,0,0,59,0,0,0,59,0,0,59,149,10,3,0,166,0,0,0,166,7,0,170,0,8,5,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,208,24,7,0,236,0,0,0,236,7,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,23,7,0,234,0,0,0,234,7,0,245,38,3,4,3,51,0,0,0,51,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,250,26,6,3,285,0,0,0,285,9,0,298
LGA43650,46,0,0,0,46,5,0,54,768,82,17,4,872,3,0,10,879,23,0,900,1238,123,17,20,1389,5,0,5,1396,23,0,1420,104,16,23,0,133,0,0,0,133,6,0,139,11,0,0,11,22,0,0,0,22,0,0,22,2118,211,53,33,2419,14,3,14,2433,58,0,2491,8,5,0,0,8,0,0,0,11,0,0,11,4,0,0,0,4,0,0,0,4,0,0,4,8,5,0,0,15,0,0,0,19,0,0,19,2132,220,53,33,2438,14,4,21,2449,58,0,2508,383,60,14,12,477,7,0,7,480,70,0,555,0,0,0,0,0,0,0,0,0,0,0,3,2514,281,70,48,2909,19,4,24,2935,130,0,3068
LGA43710,0,0,0,0,0,0,0,0,256,14,3,4,277,0,0,0,277,3,0,286,380,69,7,12,468,0,3,0,472,13,0,487,25,10,0,0,38,0,0,0,38,0,0,38,9,0,0,7,10,0,0,0,10,0,0,10,673,91,15,12,799,0,3,0,802,18,0,821,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,11,0,0,11,12,0,0,0,12,0,0,0,10,0,0,14,678,91,15,12,809,3,3,10,816,20,0,834,147,31,0,4,184,4,0,8,187,6,0,198,5,0,0,3,6,0,0,0,6,0,0,10,834,122,15,18,996,12,0,11,1014,26,4,1046
LGA43790,3,0,0,0,3,0,0,3,390,42,7,0,440,0,0,0,440,24,0,457,645,80,4,14,738,8,0,8,751,34,0,781,71,9,7,5,88,0,0,0,88,0,0,88,10,0,0,5,15,0,0,0,15,0,0,15,1109,125,24,26,1284,9,0,9,1290,56,0,1345,5,0,0,0,5,0,0,0,5,0,0,5,12,0,0,0,14,0,0,0,14,0,0,14,17,0,0,0,19,0,0,0,19,0,0,19,1122,128,20,26,1298,9,0,9,1311,56,0,1364,210,26,6,9,251,8,0,14,260,55,0,314,0,0,0,0,0,0,0,0,0,0,0,0,1337,153,29,36,1548,20,0,18,1569,110,0,1679
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,8,0,8
LGA44060,437,9,3,15,450,60,0,504,3378,579,50,18,4019,54,21,77,4101,209,6,4313,5428,927,88,21,6461,65,21,91,6548,163,4,6714,591,99,89,6,785,0,0,0,786,17,0,805,36,18,0,38,93,0,0,0,97,9,10,108,9431,1619,223,85,11352,125,44,172,11525,393,19,11938,78,14,0,0,93,20,4,20,115,3,0,114,159,28,0,6,191,14,9,24,217,10,0,222,232,47,0,5,284,33,10,44,325,18,0,342,9666,1659,223,84,11639,160,51,218,11852,405,19,12280,1591,356,58,13,2015,69,17,84,2101,457,6,2564,14,18,0,9,34,0,0,0,36,0,38,75,11268,2033,275,111,13688,231,70,299,13986,861,66,14919
LGA44210,3,0,0,0,3,0,0,10,195,15,12,0,227,4,0,4,228,14,0,248,296,50,15,13,378,7,0,7,385,24,0,408,27,3,8,0,42,0,0,0,42,0,0,43,7,6,0,10,25,0,0,0,25,0,0,25,532,85,28,21,667,15,0,15,676,42,0,721,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,9,0,0,6,8,0,0,0,8,0,0,7,12,0,0,11,542,85,28,21,678,17,0,15,691,37,0,731,138,27,5,12,181,4,0,4,183,32,0,224,6,0,0,0,6,0,0,0,6,0,0,6,680,111,38,34,861,20,0,24,882,72,0,954
LGA44340,520,7,0,7,523,67,6,595,3470,438,49,20,3966,56,17,75,4043,198,4,4245,5307,817,102,10,6240,25,17,46,6287,152,4,6438,484,83,65,0,636,0,0,0,635,14,0,650,21,5,0,29,54,0,0,0,56,5,3,60,9285,1335,212,63,10892,91,38,124,11017,364,11,11392,56,8,3,0,65,3,0,3,72,4,0,77,105,22,5,0,134,6,0,9,140,0,0,141,161,34,8,0,201,12,0,14,211,12,0,222,9443,1372,222,63,11096,100,38,137,11236,377,11,11617,1241,170,45,13,1461,9,0,17,1477,210,0,1685,9,5,0,0,12,0,0,0,12,0,16,34,10696,1541,264,73,12570,110,38,150,12723,586,30,13337
LGA44550,150,0,5,6,153,19,0,174,1659,279,40,15,1992,23,8,26,2017,90,0,2109,2646,435,47,23,3151,13,9,19,3166,79,0,3247,300,36,58,8,397,0,0,0,397,8,0,407,21,0,0,26,48,0,0,0,48,0,0,50,4627,747,147,65,5583,31,11,43,5626,183,3,5812,17,0,0,0,19,3,0,3,19,0,0,27,44,3,3,4,57,7,5,10,67,9,0,73,63,6,7,4,78,3,5,11,89,4,0,94,4692,753,148,70,5662,37,16,52,5713,190,3,5909,952,137,29,32,1143,4,7,17,1157,121,3,1283,14,0,0,7,25,0,0,0,25,4,15,41,5655,885,182,104,6834,41,23,67,6900,314,19,7233
LGA44620,20,0,0,0,19,3,0,21,810,92,15,9,924,3,0,4,928,53,0,976,1439,172,29,14,1656,13,7,23,1681,63,0,1740,162,25,9,0,197,0,0,0,197,17,0,212,17,0,0,11,35,0,0,0,35,0,0,30,2424,288,57,33,2808,15,14,26,2828,131,0,2960,22,8,0,0,24,0,0,0,26,0,0,26,26,3,0,6,34,3,0,3,34,3,0,43,42,7,0,7,60,6,0,6,61,3,0,67,2470,296,57,41,2868,17,14,26,2895,130,0,3032,473,153,22,25,669,21,18,39,704,130,3,841,6,5,0,0,7,0,0,0,7,0,6,14,2945,455,82,67,3550,38,30,62,3614,266,6,3892
LGA44830,0,0,0,0,0,0,0,0,67,10,0,0,74,0,0,0,74,6,0,81,137,15,0,0,159,5,0,5,162,0,0,162,16,0,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,219,20,3,0,251,5,0,5,253,10,0,257,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,221,20,3,0,250,5,0,5,257,10,0,263,32,3,0,6,37,0,0,0,37,20,0,57,0,0,0,4,4,0,0,0,4,0,0,4,260,22,3,8,298,5,0,5,299,21,0,318
LGA45040,18,0,0,0,18,4,0,26,552,84,6,0,650,25,3,24,673,57,7,729,754,159,19,8,943,34,9,44,980,53,0,1031,56,5,13,3,79,5,0,5,88,10,0,101,11,6,0,17,37,0,0,0,37,8,5,46,1379,257,39,29,1704,55,13,74,1776,130,10,1914,9,6,0,0,16,3,0,3,20,3,0,23,27,3,0,4,39,9,0,9,47,4,0,46,40,11,0,4,53,16,0,16,67,5,0,74,1414,269,43,27,1759,69,13,88,1841,138,10,1986,384,92,14,23,517,29,14,41,557,177,3,739,4,0,0,3,5,0,0,0,5,3,0,14,1802,365,56,57,2283,99,26,124,2404,316,11,2737
LGA45090,6,0,0,0,6,0,0,7,270,33,5,12,313,0,4,3,317,21,0,335,541,72,12,0,626,5,0,5,626,19,0,649,22,9,14,0,48,0,0,0,48,0,0,48,13,0,0,12,22,0,0,0,22,0,0,22,845,110,31,25,1013,8,4,9,1020,41,0,1061,4,0,0,0,4,0,0,0,4,4,0,9,7,0,0,0,7,0,0,0,7,0,0,7,13,0,0,0,13,0,0,0,12,4,0,16,862,110,31,25,1027,8,4,12,1035,40,0,1077,229,63,4,7,301,6,3,12,309,36,0,349,0,0,0,0,3,0,0,0,3,0,6,14,1089,172,35,31,1329,14,6,18,1346,84,6,1438
LGA45120,0,0,0,0,0,0,0,0,140,12,0,0,155,0,0,0,155,6,0,160,321,23,0,0,339,8,0,8,356,10,0,359,19,0,0,0,19,0,0,0,19,0,0,19,10,9,0,3,13,0,0,0,13,0,0,13,488,34,0,6,529,8,0,8,539,17,0,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,34,0,6,531,8,0,8,541,17,0,558,74,12,3,0,95,0,0,0,97,10,0,108,0,0,0,4,8,0,0,0,8,0,4,7,566,47,9,13,632,9,0,9,646,27,4,676
LGA45290,228,0,0,4,232,18,0,249,1512,236,27,0,1773,24,7,31,1810,89,0,1899,2024,289,40,9,2360,22,3,29,2393,86,6,2482,183,35,17,0,236,3,0,3,239,3,0,241,8,0,0,14,22,0,0,0,22,0,3,22,3728,566,87,22,4395,52,11,64,4459,180,5,4647,52,5,0,0,60,4,0,6,62,6,0,68,86,13,0,0,99,0,0,0,102,3,0,104,135,15,0,0,158,4,0,6,165,8,0,174,3865,584,83,22,4552,61,14,75,4626,188,5,4817,615,123,5,5,761,15,10,27,782,92,0,878,3,6,0,8,11,0,0,0,11,0,3,18,4476,713,91,43,5322,76,20,99,5426,280,9,5712
LGA45340,599,14,0,20,615,70,3,689,5568,890,115,41,6618,92,34,118,6739,362,6,7104,9764,1558,231,66,11624,118,44,162,11786,409,10,12203,1093,203,169,14,1479,9,0,15,1490,44,0,1536,63,20,0,57,136,0,3,9,143,10,15,167,16496,2673,514,177,19861,219,77,296,20157,824,28,21009,83,18,0,0,106,19,0,22,122,20,0,145,293,56,10,9,362,20,10,31,388,19,0,408,379,72,10,9,466,39,10,46,512,42,0,550,16875,2741,523,181,20324,259,84,346,20671,865,28,21557,3545,637,148,92,4424,135,51,183,4607,779,5,5397,34,0,0,11,49,0,0,0,49,0,36,82,20454,3381,677,286,24791,399,132,527,25318,1644,69,27032
LGA45400,0,0,0,0,0,0,0,0,20,0,0,0,23,0,0,0,23,0,0,18,44,8,4,0,57,0,0,0,57,3,0,56,3,0,0,6,8,0,0,0,8,0,0,8,0,0,0,5,3,0,0,0,3,0,0,3,73,13,4,3,86,0,0,0,86,3,0,92,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,8,0,0,0,7,3,0,10,77,13,4,6,96,0,0,0,96,7,0,107,28,0,0,0,28,0,0,0,29,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,101,13,4,6,121,0,0,4,124,15,0,138
LGA45540,0,0,0,0,0,0,0,0,14,0,0,0,11,0,0,0,11,3,0,16,7,3,0,3,18,5,0,5,23,0,0,26,0,5,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,22,12,0,3,36,5,0,5,40,3,0,45,0,0,0,0,0,4,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,0,8,22,12,0,3,36,3,0,9,43,8,0,53,12,13,0,0,24,0,4,4,30,18,0,49,0,0,0,0,0,0,0,0,0,0,0,0,35,16,4,3,59,3,6,10,72,33,0,104
LGA45680,290,4,4,3,297,77,0,370,2636,410,47,16,3103,59,21,78,3181,273,7,3464,3972,711,83,42,4809,95,40,130,4945,284,3,5230,476,103,92,9,679,3,3,10,693,33,0,719,33,13,4,89,138,6,0,9,144,22,4,172,7123,1236,223,156,8732,162,68,226,8958,611,14,9586,114,60,9,4,183,42,0,44,226,28,0,252,194,76,3,12,282,57,26,77,359,33,0,395,306,137,9,15,463,93,29,121,586,61,0,652,7420,1374,236,170,9198,262,88,349,9550,674,14,10236,2932,1015,135,154,4236,245,82,332,4565,1638,23,6227,31,10,0,17,61,0,0,0,61,7,89,158,10383,2394,372,341,13492,504,172,682,14175,2323,128,16625
LGA45890,542,12,6,24,561,151,4,720,4419,695,89,24,5224,75,27,101,5321,273,10,5599,5956,1293,113,43,7411,94,24,118,7526,310,15,7855,816,132,107,10,1060,7,3,10,1068,53,0,1119,49,23,3,77,151,0,0,0,155,25,13,188,11242,2138,310,149,13846,177,56,229,14071,661,31,14761,153,39,0,11,212,30,0,33,242,20,0,266,218,78,0,6,299,31,12,44,343,33,0,372,374,120,5,15,514,61,19,74,590,46,0,635,11616,2259,318,167,14356,232,69,305,14660,709,31,15400,3002,910,133,64,4113,172,62,236,4341,1173,8,5520,29,9,0,26,63,0,0,0,63,7,59,130,14647,3174,457,257,18529,406,133,540,19068,1888,94,21053
LGA46090,4,0,0,0,4,0,0,3,377,45,0,0,425,0,0,0,429,36,0,468,450,47,34,11,541,4,4,5,546,17,0,565,58,17,7,0,80,0,0,0,80,0,0,85,5,0,0,14,16,0,0,0,16,0,0,17,893,103,46,21,1072,7,4,7,1073,59,6,1143,5,7,0,0,9,4,0,4,9,7,0,21,8,0,0,0,8,5,3,7,19,0,0,22,13,7,0,0,19,7,3,10,30,5,0,38,913,107,46,21,1091,11,5,18,1106,65,6,1176,170,46,0,19,238,15,6,27,264,103,0,366,0,0,0,0,0,0,0,0,0,0,6,6,1080,153,47,44,1326,27,14,41,1367,172,9,1545
