LGA_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
LGA59250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,4,5,5,3,5,0,0,23,0,0,0,0,0,0,0,0,8,7,3,8,5,0,0,26
LGA59310,0,5,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,7,3,0,0,0,14,4,7,3,6,0,0,0,21,0,0,0,0,0,0,0,0,7,13,9,6,3,0,0,37
LGA59320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
LGA59330,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,5,6,0,6,0,0,0,13,0,0,0,0,0,0,0,0,5,3,6,5,4,0,0,20
LGA59340,13,39,11,10,0,0,0,73,0,3,0,0,0,0,0,6,0,4,0,0,0,0,0,6,22,84,44,28,20,3,0,198,0,0,0,0,0,0,0,5,0,3,0,4,0,0,0,7,5,9,3,4,0,0,0,13,24,92,44,28,23,3,0,213,81,74,48,29,10,0,0,248,6,11,4,0,0,0,0,23,113,177,100,55,33,3,0,484
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,0,0,0,11,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,3,7,4,0,0,0,0,14
LGA59360,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,5,0,0,0,0,0,7,4,7,3,0,0,0,0,13,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,5,6,6,0,0,0,21
LGA59370,9,5,13,0,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,20,15,14,0,0,72,0,0,0,3,0,0,0,8,0,0,4,0,0,0,0,8,0,0,4,4,0,0,0,11,14,19,24,11,12,0,0,83,3,13,9,5,0,0,0,29,0,0,0,0,0,0,0,0,15,28,30,17,13,0,0,111
LGA59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA60210,3,22,18,7,8,4,0,66,3,0,0,0,0,0,0,9,0,6,0,3,0,0,0,14,6,42,36,25,11,4,0,122,0,0,0,0,0,0,0,4,3,3,0,4,0,0,0,6,3,5,0,4,0,0,0,10,8,41,30,26,14,4,0,132,17,30,10,13,9,4,0,87,0,0,0,0,0,0,0,0,28,74,47,39,25,3,0,218
LGA60410,83,140,74,53,43,9,0,401,19,16,9,10,4,0,0,51,9,11,5,4,5,0,0,31,133,225,135,119,102,30,13,756,10,18,13,10,9,0,0,64,22,40,14,11,8,4,0,92,31,61,26,22,13,3,0,158,163,284,166,141,116,29,13,908,263,255,116,77,71,11,5,804,0,7,4,0,0,0,0,13,433,540,283,228,187,45,16,1732
LGA60610,53,81,54,53,46,6,0,303,4,3,0,5,4,0,0,20,0,6,6,0,6,0,0,17,73,123,103,96,113,26,0,523,0,7,5,6,3,0,0,30,14,20,15,4,9,0,0,62,13,32,17,14,16,0,0,91,82,151,123,110,121,21,0,615,157,137,80,52,59,3,6,488,4,5,4,0,0,0,0,17,240,294,201,161,179,31,5,1125
LGA60810,33,84,68,49,60,8,0,305,9,7,9,0,3,5,0,26,10,0,4,3,4,0,0,25,61,134,117,89,127,20,5,562,0,0,0,3,9,0,0,11,4,12,4,3,7,0,0,24,4,14,4,5,7,4,0,38,66,149,119,98,137,21,5,603,84,96,48,38,46,8,7,329,0,4,0,3,0,0,0,6,153,247,175,138,184,32,12,934
LGA61010,0,3,0,7,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,9,13,3,0,0,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,6,13,9,13,3,0,0,44,10,6,10,6,4,0,3,38,0,0,0,0,0,0,0,3,23,23,18,10,7,0,3,81
LGA61210,8,20,26,12,9,0,0,77,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,17,34,41,32,18,4,0,153,0,5,7,4,3,0,0,21,3,8,5,0,0,0,0,22,3,7,9,4,8,0,0,39,23,43,49,34,26,5,0,185,41,32,18,7,8,0,0,108,0,0,3,0,0,0,0,3,67,75,70,41,38,5,0,300
LGA61410,116,276,192,138,134,47,14,914,19,15,17,9,7,6,0,65,5,6,3,4,0,4,0,21,206,462,372,243,315,111,46,1757,0,16,17,12,11,4,3,71,19,28,14,11,9,5,0,91,20,50,33,24,23,11,3,158,230,512,405,269,336,121,45,1918,241,251,123,108,93,27,11,849,8,8,4,4,0,4,0,22,471,770,532,377,428,147,60,2788
LGA61510,25,32,41,14,19,4,0,143,7,3,0,6,4,0,0,17,0,4,4,6,0,0,0,6,44,73,67,46,53,13,7,300,4,8,8,0,3,0,0,29,3,15,5,3,3,0,0,30,6,21,15,5,6,0,0,53,54,94,81,53,60,12,7,357,85,84,54,28,21,3,0,276,0,0,0,0,0,0,0,0,138,173,135,85,84,19,6,641
LGA61610,82,136,106,62,80,15,4,495,13,8,5,5,10,0,0,40,10,3,3,5,3,0,0,25,131,217,194,133,156,40,10,890,5,14,7,12,3,0,0,33,9,22,16,10,9,7,0,68,10,33,22,23,15,5,0,108,145,256,212,150,175,42,10,997,171,210,121,77,67,13,0,666,6,4,6,0,0,0,0,15,322,474,337,229,239,54,17,1675
LGA61810,11,23,13,22,16,3,0,80,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,4,13,32,29,38,27,5,0,132,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,6,0,10,9,0,0,0,0,17,11,34,30,38,29,3,0,148,33,37,31,9,14,0,0,125,0,0,0,0,0,0,0,4,49,73,63,49,37,11,0,281
LGA62010,0,6,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,0,0,15
LGA62210,4,22,23,15,17,6,0,96,0,3,0,4,0,0,0,5,0,0,0,0,0,0,0,3,11,38,33,27,33,6,4,157,0,3,5,0,4,0,0,16,5,14,6,4,0,0,0,27,3,15,10,8,7,0,0,43,20,55,42,39,39,6,5,199,63,86,37,27,19,0,3,232,0,0,0,0,0,0,0,0,73,134,80,66,56,13,3,434
LGA62410,8,16,14,9,5,0,0,48,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,11,8,27,17,13,13,0,0,79,0,0,3,0,0,0,0,10,3,0,0,0,0,0,0,7,5,0,4,0,0,0,0,14,10,23,27,13,13,0,0,93,10,14,4,5,9,0,0,45,0,0,0,0,0,0,0,0,21,45,28,16,21,0,0,136
LGA62610,106,234,174,119,142,33,7,812,16,11,11,7,16,0,5,72,3,10,8,5,0,0,0,32,190,409,341,247,343,85,36,1649,11,16,16,14,12,3,0,69,21,31,23,20,23,3,0,126,33,48,35,32,33,7,4,193,223,459,381,276,375,96,40,1844,280,289,191,132,105,35,25,1061,5,11,7,3,3,0,0,30,504,760,572,413,484,127,67,2933
LGA62810,55,85,89,39,87,36,21,419,19,12,3,3,10,3,9,58,0,0,0,0,0,0,0,5,114,202,186,148,254,104,55,1057,0,4,4,10,10,5,0,27,6,10,13,7,4,0,0,41,11,21,16,12,8,4,0,66,119,217,204,156,269,111,55,1130,58,74,46,35,43,19,16,290,0,6,0,0,0,0,0,10,175,294,248,191,314,130,76,1428
LGA63010,31,69,42,42,54,3,0,249,6,4,6,0,10,0,0,21,0,0,0,0,0,0,0,11,45,109,84,70,89,14,9,418,3,5,7,7,0,0,0,16,3,4,5,0,0,0,0,12,9,10,10,7,0,0,0,36,50,118,92,76,92,15,9,451,75,84,47,28,31,6,0,269,0,6,0,0,0,0,0,3,132,210,143,108,123,18,5,728
LGA63210,9,14,15,7,9,0,0,58,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,25,25,13,29,0,0,112,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,3,0,5,0,0,0,5,0,8,9,31,27,20,30,5,0,122,21,24,16,9,10,0,0,81,0,0,0,0,0,0,0,3,29,55,44,32,41,6,0,207
LGA63410,3,3,3,5,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,14,5,10,8,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,5,10,8,0,0,38,6,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,14,5,10,8,0,0,42
LGA63610,74,130,122,75,107,24,5,538,12,3,0,3,3,3,4,34,0,5,0,0,4,0,0,11,102,240,246,165,240,89,32,1114,4,11,7,0,3,0,0,28,5,3,0,8,4,0,0,24,13,12,7,7,9,0,0,48,114,253,250,169,252,88,36,1159,112,136,68,47,57,21,10,448,0,5,0,0,0,0,0,4,231,385,320,220,304,112,45,1614
LGA63810,30,41,30,15,26,5,3,149,3,0,0,0,0,0,0,5,0,0,0,0,6,0,0,3,38,69,63,36,62,7,7,279,0,0,3,0,0,0,0,6,0,3,5,0,3,0,0,13,4,3,3,3,3,0,0,22,43,74,65,33,60,7,7,298,31,44,22,16,20,7,0,131,3,0,0,0,0,0,0,7,76,117,89,51,79,12,5,436
LGA64010,153,292,193,147,179,51,16,1024,21,15,14,6,17,0,0,71,7,10,11,9,0,0,0,38,247,488,378,289,398,113,34,1953,12,26,14,16,13,0,0,86,27,64,36,18,15,4,0,168,42,88,52,34,30,6,0,257,292,579,428,324,425,123,34,2211,434,439,258,171,166,36,14,1521,7,5,8,6,6,5,0,34,729,1028,697,499,593,162,52,3770
LGA64210,25,85,51,41,46,6,4,264,3,4,3,4,0,0,0,21,0,0,0,0,0,0,0,0,52,140,99,83,88,18,6,491,4,5,8,0,4,0,0,18,7,8,7,6,6,0,0,27,5,17,14,3,14,0,0,50,60,152,112,91,99,16,6,545,67,83,51,32,29,11,0,271,0,0,0,5,3,0,0,7,130,235,162,127,130,26,10,817
LGA64610,23,52,41,24,30,8,0,180,0,0,0,0,0,0,0,5,0,0,7,4,4,0,0,8,33,90,68,50,63,13,3,329,4,8,3,3,6,0,0,23,8,11,3,8,3,0,0,31,8,24,9,6,4,0,0,55,45,114,75,58,73,11,10,380,73,78,34,25,24,0,0,236,0,0,0,0,0,0,0,0,116,189,108,85,96,19,10,613
LGA64810,31,70,52,34,41,15,0,243,11,0,5,0,9,0,0,22,0,4,4,5,3,0,0,17,66,128,107,73,94,25,7,493,0,8,3,3,3,0,0,23,4,15,5,0,3,0,0,35,7,22,10,8,8,0,0,50,72,151,116,75,100,25,8,546,65,73,49,33,32,9,3,254,0,0,0,0,0,0,0,6,135,223,166,106,129,33,14,809
LGA65010,16,22,12,15,11,3,0,73,3,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,27,40,21,28,30,6,0,150,0,0,0,0,0,0,0,0,4,7,4,0,0,0,0,21,4,7,4,0,0,0,0,20,33,49,28,30,30,7,0,175,31,22,16,19,16,7,0,118,0,6,3,0,0,0,0,3,62,78,50,50,46,12,3,294
LGA65210,0,13,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,4,6,0,0,29,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,0,4,0,5,0,0,0,7,0,15,6,4,4,0,0,32,4,8,10,5,6,0,0,30,0,0,0,0,0,0,0,6,7,28,17,15,13,0,0,72
LGA65410,26,43,47,38,30,3,3,187,3,5,5,3,4,0,0,19,3,0,4,0,0,0,0,11,43,78,87,56,74,15,7,351,0,6,0,0,4,0,0,15,4,9,8,5,4,0,0,23,4,16,14,4,7,0,0,42,45,91,93,66,74,13,7,391,108,80,52,40,26,4,0,311,0,3,0,6,0,0,0,8,154,172,147,102,111,18,3,715
LGA65610,5,11,14,8,3,4,0,39,4,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,14,19,11,3,4,0,63,0,6,6,0,0,0,0,9,0,4,0,0,0,0,0,7,0,9,4,4,0,0,0,20,13,24,24,19,3,4,0,83,28,34,13,15,5,0,0,93,0,0,0,0,0,0,0,0,41,57,34,33,11,0,0,179
LGA65810,38,86,70,48,54,20,5,311,9,0,4,3,6,0,0,22,0,0,0,6,0,5,0,12,69,145,117,101,124,36,15,597,0,4,6,0,6,0,0,22,6,14,5,0,3,4,0,32,5,19,14,6,7,4,0,51,76,161,126,97,129,38,16,650,82,67,54,41,29,15,6,286,0,8,4,4,3,0,0,14,164,237,181,141,167,46,21,951
LGA69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70200,36,62,52,34,37,4,0,219,10,13,6,0,0,0,0,29,5,7,0,3,0,5,0,22,110,211,162,110,128,14,5,746,9,3,9,6,0,0,0,31,0,7,9,0,4,0,0,23,15,10,11,4,3,0,0,54,128,221,175,120,137,14,5,799,165,162,94,59,33,3,0,518,0,0,0,0,4,0,0,17,295,388,277,185,174,20,4,1334
LGA70420,8,17,14,3,6,0,0,53,3,0,3,0,0,0,0,6,0,0,7,0,3,0,0,7,26,34,37,17,18,0,0,132,12,14,9,3,0,0,0,34,7,5,0,0,0,0,0,15,21,17,9,7,3,0,0,53,48,55,37,16,19,0,0,179,121,109,56,34,16,0,0,336,6,8,3,0,0,0,0,24,170,172,99,55,37,0,0,542
LGA70540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,14,0,0,0,0,0,0,0,3,5,4,4,0,0,0,0,19
LGA70620,3,18,6,6,0,0,0,37,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,9,27,15,10,3,0,0,69,4,7,7,5,7,0,0,26,0,5,0,0,0,0,0,11,7,13,4,7,9,0,0,36,14,37,20,17,9,0,0,98,78,75,48,29,11,0,0,238,0,0,0,0,0,0,0,4,93,117,65,42,24,0,0,339
LGA70700,0,10,0,0,0,0,0,10,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,18,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,6,8,4,3,0,0,24,3,5,3,0,3,0,0,27,5,0,0,0,0,0,0,9,13,17,16,6,3,0,0,53
LGA71000,106,201,95,88,76,24,8,590,14,19,11,10,11,3,0,71,9,12,6,4,3,0,0,31,258,571,361,276,383,78,48,1972,12,30,11,10,10,3,0,77,8,28,15,12,8,0,0,77,22,63,31,20,12,3,3,154,278,628,397,298,396,81,50,2127,287,257,156,102,74,19,8,906,17,25,7,7,0,0,0,67,585,912,557,417,478,99,61,3095
LGA71150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
LGA71300,14,28,25,9,8,0,0,90,0,7,0,0,0,0,0,5,0,3,0,0,6,0,0,8,28,59,44,30,25,7,0,186,4,9,3,8,0,0,0,22,0,5,11,5,0,0,0,28,3,18,14,12,0,0,0,51,31,75,55,43,27,7,0,243,137,155,112,67,38,8,0,518,0,6,5,0,0,0,0,20,172,242,176,109,71,9,0,778
LGA72200,5,7,9,4,5,0,0,31,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,9,24,51,50,34,24,4,0,182,4,5,7,5,0,0,0,14,5,5,5,3,0,0,0,20,10,12,9,9,0,0,0,38,31,58,55,42,24,4,0,215,48,77,50,22,12,0,0,200,11,14,7,0,5,0,0,28,87,146,107,70,37,6,0,454
LGA72300,22,28,28,18,16,6,0,116,5,18,7,4,0,0,0,37,0,4,0,0,0,0,0,8,51,129,97,68,70,9,0,427,8,4,0,3,4,0,0,20,5,3,4,3,0,0,0,18,10,7,9,3,4,0,0,42,61,138,112,72,75,12,0,465,33,42,32,16,14,0,0,136,4,5,0,7,0,0,0,12,102,187,142,88,92,12,0,626
LGA72330,11,25,9,5,0,0,0,53,0,7,0,0,0,0,0,8,0,5,5,0,0,0,0,9,22,44,22,13,6,0,0,111,4,8,5,0,0,0,0,17,0,0,0,0,0,0,0,5,5,11,8,6,0,0,0,27,30,54,30,19,4,0,0,141,84,88,59,37,15,0,0,277,4,6,5,4,0,0,0,23,126,148,93,56,22,0,0,441
LGA72800,75,137,84,63,37,6,0,398,16,14,3,0,3,4,0,49,3,5,7,0,0,0,0,19,239,426,292,219,192,34,13,1405,6,28,11,16,9,0,0,70,11,21,14,6,5,0,0,50,20,44,24,19,13,0,0,119,255,470,315,235,198,34,13,1527,195,210,100,77,63,5,8,647,14,10,4,6,7,0,0,44,462,694,420,318,269,39,12,2219
LGA73600,9,12,13,5,3,0,0,41,9,4,3,0,0,0,0,15,0,0,0,4,0,0,0,6,30,34,33,24,17,0,0,139,4,7,6,8,4,0,0,30,6,9,3,3,0,0,0,19,14,9,10,11,3,0,0,48,40,43,41,35,28,0,0,188,53,100,69,38,22,3,0,293,0,4,0,0,0,0,0,4,96,145,115,72,46,7,0,485
LGA74050,3,5,3,0,4,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,10,7,10,8,0,0,34,3,6,5,7,0,0,0,14,4,3,0,0,3,0,0,9,7,3,5,6,4,0,0,19,8,14,13,6,6,0,0,55,24,30,24,12,6,0,0,100,0,0,0,0,0,0,0,3,35,51,37,22,13,4,0,155
LGA74550,14,11,5,0,5,0,0,34,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,12,30,12,3,5,0,0,61,4,8,3,6,0,3,0,22,0,0,0,0,0,0,0,3,4,10,4,6,0,3,0,23,20,34,16,5,5,3,0,84,30,32,19,17,9,0,0,104,0,0,0,0,0,0,0,3,51,71,33,21,9,3,0,185
LGA74560,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,6,3,0,0,18
LGA74660,6,13,7,4,5,0,0,30,0,6,0,4,4,0,0,10,0,0,0,0,0,0,0,0,19,43,17,17,8,0,0,104,5,10,0,6,6,0,0,21,3,13,5,4,0,0,0,19,6,16,4,10,3,0,0,39,25,59,19,27,14,0,0,147,51,78,45,36,10,0,0,216,0,4,0,3,0,0,0,10,74,142,65,67,24,0,5,375
LGA74680,4,7,9,0,0,0,0,19,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,14,10,0,5,0,0,29,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,10,0,6,3,5,0,0,0,12,9,20,13,3,5,0,0,41,34,53,40,24,7,0,0,158,0,0,0,0,0,0,0,0,38,72,50,29,5,0,0,206
LGA79399,3,3,8,6,3,0,0,24,6,0,0,0,0,0,0,6,4,0,0,0,0,0,0,6,18,16,27,22,14,3,4,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,27,22,14,3,4,104,3,8,0,0,4,0,0,15,0,0,0,0,0,0,0,0,24,26,30,21,19,3,4,122
LGA79499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA79799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89399,592,988,664,415,584,180,98,3522,125,106,59,34,54,32,14,424,48,31,18,11,14,8,5,121,1407,2885,2079,1502,2168,819,394,11252,39,67,48,40,42,10,10,256,63,97,58,39,46,20,6,318,96,163,104,76,83,33,20,577,1508,3049,2183,1581,2256,852,410,11834,916,997,576,359,474,156,116,3594,29,28,19,9,8,6,0,99,2451,4078,2774,1954,2736,1015,526,15520
LGA89499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,9,12,9,3,3,0,0,42,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,15,20,15,10,10,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,20,10,10,0,0,73,0,4,0,4,0,0,0,15,4,0,0,0,0,0,0,8,13,26,23,17,15,0,0,91
LGA99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
