LGA_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
LGA57210,10,0,16,6,12,18,6,8,0,81,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,6,0,0,16,7,4,8,3,3,7,0,10,7,57,286,247,210,165,141,74,83,161,24,1402
LGA57280,29,15,55,25,39,12,31,28,4,237,0,0,0,0,0,0,5,3,0,11,12,15,26,10,13,9,18,9,5,109,16,17,58,15,11,5,28,34,45,239,542,944,1634,420,527,162,484,347,133,5194
LGA57350,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,53,26,18,27,9,5,7,7,0,155
LGA57420,4,0,6,3,0,3,4,6,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,8,0,4,5,0,0,4,4,0,33,122,93,124,45,52,17,73,40,21,582
LGA57490,291,88,876,564,293,265,219,249,36,2879,5,3,10,13,6,14,0,13,3,58,72,79,153,105,61,33,88,53,21,663,97,76,262,185,107,86,151,150,186,1302,4366,8197,9647,6746,4401,2102,2702,2720,670,41553
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,0,0,3,0,5,5,5,26
LGA57700,59,28,206,116,91,58,73,66,11,707,0,5,0,3,0,4,3,3,0,11,10,16,29,23,16,6,36,9,4,146,34,18,63,37,39,15,39,34,72,348,1149,1852,2522,1413,1301,481,820,624,210,10372
LGA57770,8,0,16,0,0,0,0,8,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,5,3,13,50,52,60,39,27,18,16,45,12,317
LGA57840,66,13,199,90,83,41,18,43,4,562,0,0,0,3,0,0,0,0,0,11,40,77,19,28,37,11,5,13,10,241,33,52,37,39,28,13,5,25,63,296,2905,8196,1564,1528,1934,835,400,583,256,18200
LGA57910,431,155,1466,746,485,341,241,390,42,4293,12,9,8,27,12,14,9,31,0,117,161,257,112,170,164,90,93,118,42,1204,169,231,317,227,195,124,130,192,350,1928,12451,31927,11287,9894,9700,4585,3157,4841,1278,89123
LGA57980,16,5,60,29,14,3,4,14,3,157,0,0,0,5,0,0,0,0,0,8,19,34,6,3,16,9,0,5,3,101,11,21,12,8,17,4,4,13,16,99,1248,4305,400,494,681,296,86,199,85,7801
LGA58050,333,92,1028,626,456,342,337,305,38,3552,0,4,9,12,12,11,7,15,0,72,72,98,137,142,87,54,124,71,22,816,134,94,255,175,148,100,169,166,292,1523,5453,10436,9936,7466,6170,2844,3540,3116,822,49776
LGA58190,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,5,9,10,6,3,10,0,87
LGA58260,3,0,0,0,0,0,4,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,41,21,17,16,15,0,9,12,3,132
LGA58330,10,5,14,4,3,3,6,4,0,53,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,4,0,0,20,8,0,8,0,5,0,9,7,7,60,169,233,234,155,148,48,110,81,28,1198
LGA58400,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,7,3,3,5,4,3,0,60
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,5,0,0,0,5,0,36
LGA58510,89,39,293,140,79,55,41,63,4,812,0,3,6,3,0,0,0,10,0,25,22,70,25,29,41,10,23,22,7,238,30,42,41,26,30,16,27,23,55,294,2123,6058,1930,1717,1728,737,576,810,224,15899
LGA58540,0,0,8,5,0,4,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,71,26,30,15,15,12,19,17,0,198
LGA58570,93,10,289,117,54,44,19,49,10,691,0,0,0,0,3,0,3,5,0,19,38,81,23,41,38,6,11,9,13,254,35,60,41,26,21,14,18,17,52,282,2898,8386,1591,1505,1732,683,296,551,212,17862
LGA58610,5,0,9,0,0,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,76,70,65,39,38,20,24,48,5,377
LGA58680,3,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,39,14,19,3,16,3,15,16,3,120
LGA58760,455,152,1418,862,670,478,292,433,53,4807,12,10,11,11,3,20,9,18,0,98,107,115,162,165,133,68,113,97,32,993,180,118,380,228,225,126,199,263,413,2143,7660,15760,13742,10119,8414,3847,3758,4490,1111,68902
LGA58820,5,0,19,10,10,9,8,5,3,62,0,0,0,0,0,0,0,5,0,4,0,5,8,0,0,0,3,4,0,16,10,0,10,5,4,0,10,6,14,50,121,137,311,126,89,36,113,81,27,1041
LGA58890,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,89,28,27,14,11,5,11,19,0,198
LGA59030,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,5,8,0,11,5,6,8,0,64
LGA59100,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,58,19,13,17,8,7,9,15,3,142
LGA59170,0,0,8,5,0,0,0,6,0,20,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,14,96,56,30,20,20,15,24,37,3,305
LGA59250,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,16,19,33,12,6,5,14,21,4,129
LGA59310,0,0,8,0,5,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,65,61,69,34,33,13,28,32,4,334
LGA59320,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,40,18,10,10,12,8,9,11,3,121
LGA59330,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,22,20,20,3,12,0,4,11,5,101
LGA59340,21,0,36,17,21,13,8,14,5,124,0,0,0,0,0,0,0,4,0,6,4,6,9,7,6,0,0,5,4,42,13,8,9,20,3,9,7,22,20,115,359,581,298,311,239,73,96,156,45,2162
LGA59350,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,8,14,7,24,4,6,0,17,4,0,77
LGA59360,0,0,17,0,5,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,0,0,3,5,0,23,60,27,84,28,28,10,57,31,9,322
LGA59370,3,0,16,8,3,9,5,0,0,46,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,14,10,0,3,7,4,3,4,0,6,44,137,182,156,110,76,47,51,51,12,833
LGA59499,5,5,22,8,11,3,8,12,0,81,0,0,0,0,0,0,0,3,0,6,0,3,8,4,0,0,3,0,0,23,3,0,9,5,0,0,8,5,11,38,80,233,220,161,97,42,89,176,23,1126
LGA59799,0,0,7,0,0,0,0,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,8,0,0,4,0,0,0,0,5,0,7,4,33,67,9,3,0,18,60,6,199
LGA60210,18,3,38,22,16,20,8,14,3,134,0,0,0,0,0,0,0,0,0,0,0,3,11,4,0,0,3,5,0,26,11,4,8,8,0,0,3,12,3,56,241,296,275,228,141,96,86,164,24,1551
LGA60410,39,14,135,77,54,33,24,43,7,431,3,0,0,0,0,0,0,4,0,8,4,10,12,6,7,5,8,8,3,60,17,12,39,29,19,17,15,34,23,206,522,780,1033,907,654,264,264,350,100,4880
LGA60610,48,5,120,78,39,33,16,50,0,402,0,0,0,3,0,0,0,0,0,5,7,9,9,18,5,7,7,8,6,82,25,0,38,24,19,25,25,25,29,208,567,1304,942,945,576,336,337,381,89,5486
LGA60810,53,12,155,71,21,37,15,45,0,423,0,0,0,0,0,0,0,0,0,0,15,20,12,15,9,4,11,11,3,93,32,17,34,32,15,9,21,40,22,228,895,1583,1193,986,641,273,380,484,103,6535
LGA61010,7,0,6,5,5,3,3,4,0,33,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14,0,0,10,4,4,0,0,6,3,28,148,64,89,76,37,15,36,74,11,552
LGA61210,20,8,49,34,13,20,5,29,3,175,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,3,6,3,0,23,11,5,14,8,6,10,17,25,9,113,417,314,313,253,166,90,138,344,34,2072
LGA61410,143,40,377,224,165,82,48,97,22,1191,5,0,0,5,0,8,0,0,0,18,59,69,30,49,45,19,20,16,7,316,34,42,60,73,56,28,23,45,52,412,3008,6433,3186,2872,2550,952,523,1019,295,20837
LGA61510,17,4,57,27,21,25,11,32,6,189,0,0,0,0,0,0,0,0,0,4,3,4,10,3,5,4,11,7,0,48,5,12,23,18,15,13,15,12,20,132,313,430,574,480,305,135,159,216,61,2670
LGA61610,66,19,185,114,43,62,31,82,4,596,0,0,0,0,0,0,0,0,0,5,10,11,9,20,15,5,15,4,0,84,25,13,45,41,17,17,28,64,38,280,799,1504,1324,1263,730,403,349,718,105,7200
LGA61810,18,0,38,16,9,10,7,29,4,132,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,3,0,17,10,0,0,0,4,5,8,11,9,59,340,247,275,191,133,70,109,206,23,1597
LGA62010,0,0,9,4,7,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,11,66,53,43,25,31,10,11,29,4,275
LGA62210,16,0,32,24,14,8,11,22,0,124,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,4,0,0,17,11,0,16,10,4,4,9,18,16,89,161,268,312,221,140,65,122,145,40,1484
LGA62410,26,0,38,23,10,10,4,22,0,136,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,0,18,17,0,0,3,3,0,3,13,10,56,259,216,195,174,119,59,36,192,20,1265
LGA62610,96,37,420,162,132,79,46,114,18,1096,0,0,12,6,7,5,4,3,0,26,28,34,35,52,23,13,30,28,15,264,40,33,88,85,52,44,41,84,85,547,1526,3412,2779,3102,1931,1051,803,1416,320,16332
LGA62810,142,31,337,148,84,62,15,85,6,913,3,7,0,9,0,7,0,4,0,21,71,139,34,51,60,21,12,15,12,414,50,62,34,41,44,19,19,32,53,348,3448,10091,2060,2626,2238,1085,403,1061,315,23328
LGA63010,45,10,109,48,38,22,7,40,9,319,3,0,0,3,0,0,0,3,0,10,15,20,8,13,8,0,8,11,0,88,29,9,33,22,12,15,12,38,30,205,841,1344,930,664,545,219,216,467,109,5331
LGA63210,14,0,60,20,9,3,10,18,0,144,0,0,0,0,0,0,0,0,0,0,3,0,5,3,5,0,3,3,0,28,12,3,10,3,6,5,3,17,5,76,259,316,382,247,175,72,127,182,29,1784
LGA63410,4,4,14,0,6,0,0,10,0,38,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,8,0,3,0,0,0,0,3,0,24,129,76,86,45,48,13,21,88,6,512
LGA63610,89,33,231,119,88,70,21,58,5,720,0,0,3,0,5,4,0,0,0,12,45,48,22,24,32,16,5,15,8,205,32,35,49,45,26,24,13,34,42,301,2249,5158,2017,1754,1617,670,311,695,231,14706
LGA63810,25,5,70,41,24,21,6,22,0,222,0,0,0,0,0,0,0,0,0,0,9,6,8,0,5,5,3,3,0,42,25,5,13,19,7,10,17,14,12,126,515,723,674,555,330,185,180,256,50,3462
LGA64010,160,40,463,251,133,137,85,173,14,1460,0,0,0,6,0,3,0,9,0,30,46,58,47,45,31,15,28,35,11,314,41,36,102,65,68,44,60,100,92,612,2647,6309,3181,3418,2202,1190,1028,1575,319,21881
LGA64210,41,6,131,68,50,32,15,43,5,388,0,0,0,0,0,4,0,0,0,3,20,10,19,9,9,5,13,6,4,93,23,12,16,29,19,20,20,24,24,192,976,1357,1003,800,713,271,300,433,97,5950
LGA64610,31,6,83,42,24,30,13,42,0,281,0,0,0,0,0,0,0,0,0,5,14,8,4,3,6,5,0,3,0,41,24,8,20,12,9,11,21,31,18,153,701,736,687,508,409,204,215,302,59,3817
LGA64810,51,8,107,65,50,33,9,40,4,380,0,0,0,6,0,0,0,0,0,7,13,23,10,18,12,4,7,8,7,93,18,14,35,19,26,9,10,35,20,191,707,1126,1039,800,704,275,200,338,94,5281
LGA65010,15,5,31,15,15,9,6,6,4,105,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,5,0,15,4,4,19,11,8,10,14,12,9,95,263,248,347,260,195,81,116,140,36,1681
LGA65210,9,0,16,7,0,0,0,7,0,39,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,10,3,0,4,0,0,0,0,0,8,24,99,132,111,89,53,20,17,60,14,594
LGA65410,27,8,59,40,26,26,20,29,7,245,0,0,0,0,0,0,0,0,0,7,3,0,4,5,0,0,4,10,0,30,13,8,27,17,11,13,17,26,16,147,484,841,711,580,354,180,233,271,77,3733
LGA65610,4,0,21,16,7,3,6,17,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,5,3,6,10,0,7,11,15,6,60,110,144,190,142,75,38,109,115,19,940
LGA65810,50,18,135,71,43,52,27,46,6,460,0,0,0,0,0,0,0,0,0,6,17,16,14,11,13,10,8,3,0,90,23,20,33,17,16,13,25,26,29,207,1072,2310,1310,1089,832,412,330,436,110,7904
LGA69499,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,5,0,0,0,0,0,0,9,12,45,34,22,20,10,7,28,5,181
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
LGA70200,73,28,157,105,95,51,24,53,5,596,0,4,0,6,6,0,0,0,3,17,20,43,21,47,19,8,3,7,7,174,28,37,43,72,27,18,20,42,74,356,1313,3214,1329,1750,1133,378,239,424,231,10006
LGA70420,7,5,18,10,5,0,0,9,0,54,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,12,6,8,8,31,9,9,3,15,14,98,195,297,148,222,118,24,37,156,23,1226
LGA70540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5
LGA70620,3,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,7,9,0,10,0,4,3,8,3,46,90,107,34,84,32,12,23,52,3,436
LGA70700,0,0,9,3,0,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,7,3,3,15,48,60,33,30,24,11,19,34,4,258
LGA71000,185,64,596,297,198,107,61,130,11,1646,3,3,7,13,5,5,0,6,0,41,101,107,72,99,58,18,37,44,15,545,81,92,124,137,112,50,39,80,160,871,4737,10942,4233,4613,3918,1508,977,1599,535,33056
LGA71150,3,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,52,69,7,21,15,4,0,0,0,177
LGA71300,7,0,13,6,0,3,0,0,0,36,0,0,0,0,0,0,0,0,0,4,0,5,4,0,0,0,0,0,0,11,3,15,7,19,5,3,3,0,13,86,104,253,68,152,55,33,29,34,25,760
LGA72200,14,6,57,28,23,3,5,22,0,179,0,0,0,0,0,0,0,3,0,4,9,4,10,14,0,0,4,0,0,41,11,6,14,28,15,12,9,19,27,140,450,751,589,585,377,121,86,175,73,3201
LGA72300,47,19,82,53,59,29,27,31,5,351,0,0,0,0,0,0,0,0,0,10,28,19,23,23,21,6,8,12,3,136,36,20,78,34,32,19,30,25,33,315,1129,1307,1670,894,994,243,400,373,159,7162
LGA72330,9,0,7,3,0,0,0,5,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,5,0,8,3,9,4,26,6,3,4,15,3,72,108,171,40,151,41,10,15,78,6,623
LGA72800,87,30,209,148,136,69,41,80,10,821,0,4,0,3,3,0,0,5,0,17,36,24,37,57,40,8,17,17,9,244,33,19,63,66,49,25,39,39,66,403,1562,2712,2497,2295,1922,655,593,596,242,13072
LGA73600,6,0,6,3,5,0,4,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,7,11,5,12,3,3,9,20,6,80,128,215,55,146,71,24,36,99,15,781
LGA74050,3,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,6,0,0,3,0,28,40,77,24,54,17,4,5,13,0,249
LGA74550,6,3,4,5,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,4,3,3,0,0,4,10,5,45,69,108,50,76,29,12,24,94,5,478
LGA74560,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,39,22,13,26,0,9,6,3,141
LGA74660,5,4,25,14,6,0,0,6,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,4,20,4,18,3,0,3,10,8,76,144,256,117,166,75,21,29,59,12,864
LGA74680,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,7,3,0,3,4,11,36,35,86,21,51,15,13,9,13,10,254
LGA79399,25,6,55,62,19,11,6,25,0,217,0,0,0,0,0,0,0,0,0,0,0,6,7,8,5,0,5,6,0,36,9,13,25,7,10,9,12,11,15,104,332,590,458,358,241,79,138,162,46,2396
LGA79499,0,0,6,0,0,0,3,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,11,0,0,0,5,0,0,0,12,8,26,44,104,33,42,35,18,16,73,13,378
LGA79799,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,6,0,0,0,15,0,40
LGA89399,850,323,2269,1036,1143,460,245,450,95,6880,9,13,15,22,25,15,14,13,3,135,850,944,204,346,554,119,109,135,131,3393,384,504,365,356,416,174,143,249,673,3265,37817,72205,17402,17994,25567,6737,3261,5811,3916,190703
LGA89499,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,46,19,19,20,11,0,7,0,138
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,12,0,30,11,8,6,4,9,4,74,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,0,0,0,0,17,5,5,12,6,5,4,0,3,3,49,157,145,163,112,90,53,20,47,10,798
LGA99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
