LGA_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
LGA35740,0,3,0,6,0,0,0,0,0,159,0,171,3,0,0,0,0,0,0,11,3,86,0,106,0,5,0,0,0,0,0,11,0,35,0,48,0,0,0,0,0,3,0,7,0,30,0,46,0,5,5,0,0,0,5,21,9,191,0,230,0,3,0,3,0,3,0,36,10,119,0,172,5,15,3,3,0,6,4,49,14,729,4,845,5,25,5,10,0,21,5,89,22,476,3,662,9,44,4,23,7,53,8,111,14,499,0,782,35,93,14,67,14,52,30,99,27,462,4,892,18,33,6,65,16,56,13,59,11,182,0,470,54,53,7,82,20,33,16,43,11,213,5,539,184,67,15,177,34,81,28,64,20,247,0,918,127,45,7,118,22,35,13,31,7,155,0,560,88,24,4,93,20,37,3,29,7,87,3,393,73,17,10,36,9,14,3,11,0,46,0,213,165,78,10,115,26,107,4,61
LGA35760,6,0,0,6,0,0,0,0,5,15,0,30,3,0,0,0,0,0,0,3,0,16,0,26,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,4,0,10,5,0,0,3,0,4,0,7,0,30,0,57,6,0,0,0,0,4,0,9,0,22,0,36,5,3,0,5,0,6,0,8,0,200,4,231,13,7,0,3,0,8,0,15,0,57,0,113,22,15,4,12,0,18,4,10,9,28,0,120,26,19,0,30,3,11,0,5,0,27,3,133,9,0,0,15,6,7,3,3,3,3,0,57,35,8,0,22,0,7,0,3,4,11,0,84,56,6,3,28,4,13,4,3,0,3,0,121,37,6,0,24,6,6,0,0,0,0,0,72,18,0,0,7,0,4,0,0,0,0,0,40,12,0,0,5,0,0,0,0,0,0,0,20,20,0,0,3,0,0,0,0
LGA35780,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,5,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
LGA35800,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,22,0,31,6,0,0,0,0,0,0,6,0,10,0,27,4,0,0,0,0,0,0,0,0,0,0,8,5,5,0,0,0,6,0,0,0,4,0,20,5,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,11,11,0,0,3,0,0,0,0,0,0,0,23,7,0,0,7,0,0,0,0,0,0,0,13,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,6,12,0,0,0,0,5,0,0,0,0,0,18,5,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0
LGA36250,5,6,0,0,0,0,0,4,7,297,3,330,4,3,0,0,0,5,0,4,0,123,0,145,0,7,5,0,0,3,0,16,6,74,0,114,0,0,0,0,0,0,0,19,6,57,0,87,3,10,0,0,0,11,0,36,7,407,4,477,0,7,0,8,0,12,4,61,16,260,3,362,0,27,3,10,0,36,0,140,18,2038,20,2300,5,40,5,24,0,89,6,187,40,1120,15,1521,18,72,14,51,14,154,17,185,27,1064,10,1637,56,122,16,158,28,202,32,170,44,870,7,1720,73,66,8,200,28,174,16,77,32,273,0,954,170,57,14,212,46,163,16,73,19,285,4,1064,726,119,27,482,107,317,43,104,49,312,4,2279,672,64,18,400,106,112,27,45,7,146,6,1607,591,36,12,258,62,97,11,26,20,76,0,1183,394,24,12,121,37,23,11,18,0,35,0,670,650,46,10,244,50,168,22,35
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0
LGA36370,0,0,0,0,0,3,0,0,0,120,0,133,0,4,0,0,0,0,0,3,0,51,0,64,0,0,0,0,0,0,0,8,0,28,0,37,0,0,0,0,0,0,0,0,4,27,0,28,0,3,0,0,0,0,0,14,5,166,6,195,0,9,4,3,0,12,0,35,5,90,0,157,12,7,0,7,0,27,0,76,4,817,14,957,7,20,0,19,4,72,0,66,7,376,4,580,20,35,0,26,5,96,3,63,9,292,9,557,51,56,0,95,9,113,13,69,13,271,9,700,74,17,3,112,4,88,12,31,10,63,0,418,116,27,4,133,10,64,11,17,9,82,8,485,371,35,15,244,28,146,8,35,22,78,0,995,300,21,13,162,26,37,14,13,0,20,0,620,231,10,9,104,25,39,6,4,4,15,4,464,166,9,5,64,12,12,0,8,0,10,0,286,312,9,11,90,21,49,0,13
LGA36510,12,0,0,5,0,4,0,0,0,90,0,106,0,0,0,0,0,0,0,3,0,40,0,58,0,0,0,0,0,7,0,0,0,28,0,44,0,0,0,0,0,0,0,3,3,17,0,26,6,7,3,3,0,4,3,15,0,131,5,175,3,5,0,3,0,8,0,20,4,80,0,128,9,12,7,11,3,17,4,61,13,620,10,771,9,25,6,19,0,33,4,60,20,312,8,494,25,32,3,29,4,71,7,54,21,275,0,525,34,44,9,57,17,71,10,49,22,223,6,541,25,25,4,59,10,61,7,30,8,61,0,291,71,28,5,68,5,47,4,26,9,67,0,333,213,33,12,151,32,84,12,29,10,65,0,639,141,8,10,87,19,26,10,6,4,31,3,348,108,12,8,67,8,16,3,5,9,15,4,253,79,3,0,21,13,5,0,0,0,4,0,131,124,14,9,49,12,41,0,7
LGA36580,0,0,0,0,0,4,0,0,0,52,4,73,0,0,0,0,0,0,0,3,0,26,0,32,0,0,0,0,0,5,0,5,0,11,0,16,0,0,0,0,0,0,0,6,3,21,0,24,0,5,0,0,0,0,0,12,4,73,0,90,0,0,0,0,0,3,0,14,6,58,0,93,8,8,0,4,0,12,4,25,9,435,10,506,3,13,0,12,0,21,0,42,14,203,0,305,13,17,3,20,0,35,3,26,11,159,0,293,27,19,5,35,5,51,8,30,12,125,5,317,9,4,0,32,8,38,0,23,3,35,0,159,34,9,0,46,6,38,8,6,6,31,0,194,119,24,11,78,19,45,10,14,10,19,0,344,109,14,0,35,14,13,8,3,0,19,0,216,47,3,0,28,11,22,0,3,0,4,4,122,32,0,0,12,6,3,0,0,0,0,0,50,64,5,0,16,6,11,3,0
LGA36630,5,0,0,0,0,4,0,0,0,70,6,89,3,0,0,0,0,0,0,0,0,34,0,49,0,0,0,5,0,0,0,7,4,17,0,27,0,0,0,0,0,0,0,0,0,27,0,29,9,6,0,5,0,7,0,8,3,139,9,183,0,3,0,5,0,6,0,20,5,76,0,119,15,12,4,0,0,14,0,46,7,727,13,845,18,18,0,15,3,32,0,54,5,314,5,466,26,19,4,33,3,62,4,51,9,168,4,378,31,29,0,66,3,48,0,32,8,164,3,394,25,14,0,48,8,33,5,12,0,38,0,196,58,24,3,51,10,21,4,8,5,36,0,221,128,23,0,110,7,62,9,10,11,23,0,380,102,4,5,52,8,18,3,7,0,10,0,197,75,16,0,24,4,10,0,4,0,12,0,149,32,4,0,19,4,0,0,0,0,3,0,61,55,12,3,19,0,17,8,0
LGA36660,8,0,0,0,0,3,0,3,0,77,0,100,8,0,0,0,0,0,0,4,0,37,0,55,0,0,0,3,0,0,0,10,0,27,0,37,0,0,0,0,0,4,0,4,0,14,0,19,7,3,3,5,0,0,0,17,0,133,3,177,3,0,0,0,0,13,0,15,3,72,0,116,21,23,0,15,0,14,0,58,5,736,10,884,19,28,3,26,4,41,0,64,12,280,0,480,40,31,4,38,5,67,5,69,10,223,0,477,37,45,0,73,3,62,11,44,10,212,0,500,46,19,6,68,15,61,10,13,4,45,0,269,77,27,5,59,10,35,5,20,0,47,4,296,198,28,11,121,10,40,11,18,5,34,0,478,96,26,4,73,8,9,5,0,0,23,0,242,72,3,0,47,11,12,3,3,0,9,5,151,46,4,0,25,3,0,0,4,0,5,0,90,55,15,9,24,4,10,0,4
LGA36720,11,5,4,3,0,8,0,10,4,612,9,675,5,6,0,0,0,3,0,20,6,298,0,334,4,4,4,0,0,5,3,34,16,169,0,236,0,4,0,0,0,3,0,32,7,152,0,203,6,26,5,8,0,10,4,89,16,895,11,1071,11,22,3,9,0,23,7,163,25,580,3,852,13,82,14,24,0,65,14,318,65,4126,45,4774,34,122,19,52,16,158,38,422,105,2586,17,3569,66,255,36,129,15,350,64,416,96,2489,13,3921,136,377,42,488,68,351,108,454,93,2186,25,4328,170,178,36,465,81,294,63,216,56,752,8,2315,359,242,40,577,100,274,80,210,54,788,12,2732,1428,382,76,1300,218,496,137,268,93,901,11,5315,1225,194,59,827,172,190,80,151,42,420,8,3369,847,126,28,518,108,200,60,91,29,252,5,2255,602,56,23,258,62,59,23,44,10,122,3,1264,1172,193,59,555,155,354,54,139
LGA36820,7,3,0,0,0,6,0,0,0,48,0,65,4,0,0,0,0,5,0,3,0,41,0,51,0,0,0,0,0,3,0,3,0,9,0,18,0,0,0,0,0,0,0,0,4,18,0,25,4,9,0,8,0,0,0,4,0,96,0,119,3,0,0,0,0,5,0,17,5,52,0,102,8,15,0,8,0,17,6,44,5,410,8,530,5,9,0,11,0,22,0,45,8,184,3,286,12,32,9,23,3,38,4,39,16,141,0,303,33,34,0,63,5,31,4,40,8,140,5,359,26,5,0,33,3,23,3,18,6,30,6,147,36,12,8,49,0,9,0,23,11,40,0,204,115,27,0,103,11,41,11,24,12,51,0,390,81,11,3,44,5,10,7,9,0,13,0,182,62,4,3,25,5,15,0,0,4,20,4,148,31,4,0,23,4,0,0,0,0,4,0,67,50,11,6,34,7,14,0,3
LGA36910,26,4,0,6,0,5,0,6,5,275,8,340,9,0,0,9,0,10,0,9,0,128,3,169,0,6,0,0,0,3,0,18,0,61,3,96,0,0,0,3,0,0,0,15,0,56,0,81,21,10,4,12,0,12,0,38,9,352,8,463,5,11,0,4,0,15,3,74,10,207,0,328,27,44,0,28,3,55,4,157,18,2077,35,2446,31,62,3,62,8,106,10,214,21,1029,10,1559,45,99,11,100,3,241,14,197,41,899,7,1648,121,158,6,287,27,257,26,149,31,799,10,1870,156,59,6,296,22,213,17,88,27,224,3,1110,276,71,12,314,31,169,20,77,19,269,0,1251,1017,112,24,610,67,272,23,91,27,241,3,2482,773,66,12,418,50,104,27,45,8,99,7,1605,556,30,18,256,33,78,10,24,9,69,7,1096,344,20,11,110,21,27,0,7,0,36,4,576,621,55,14,221,23,131,8,31
LGA36950,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,6,0,0,0,5,0,10,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,7,0,3,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,8,0,3,4,7,0,4,0,0,0,0,0,18,14,4,0,3,0,0,0,0,0,0,0,21,11,0,0,4,0,0,0,0,0,0,0,19,9,0,0,0,0,0,0,0,0,0,0,10,17,0,0,0,6,0,0,0
LGA36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,15,0,0,0,0,0,6,0,0,0,3,0,12,0,0,0,0,0,3,0,0,0,13,0,18,0,0,0,0,0,11,0,3,0,10,0,21,0,5,0,0,0,6,0,0,0,3,0,13,3,3,0,0,0,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,5,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
LGA37010,7,4,0,0,0,7,0,0,0,261,8,290,3,5,0,0,0,5,0,7,0,103,0,123,0,3,0,0,0,0,0,23,0,61,0,95,0,0,0,3,0,3,0,19,0,59,0,94,0,8,0,0,0,6,3,45,0,304,6,366,5,8,0,3,0,19,0,69,4,177,0,292,5,23,0,8,0,48,4,130,16,1398,23,1653,6,40,0,33,0,109,0,190,13,742,12,1150,38,76,4,75,6,216,11,190,31,734,3,1388,109,125,11,262,14,248,20,184,31,653,3,1664,138,55,10,275,17,221,3,95,31,252,0,1087,296,67,12,328,28,215,23,73,18,213,6,1282,1127,118,33,701,81,357,37,94,42,225,5,2821,1084,65,28,482,74,145,32,55,22,103,6,2083,825,49,21,319,46,112,21,26,16,45,7,1476,510,22,10,139,43,39,15,7,7,14,0,805,799,28,29,276,58,130,14,32
LGA37300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,6,0,0,0,0,8,0,0,0,0,0,18,18,3,0,10,3,4,0,0,0,0,0,38,35,0,0,8,0,0,0,0,0,0,0,50,24,0,3,16,4,4,0,0,0,0,0,45,26,0,0,4,3,0,0,0,0,0,0,37,70,0,5,7,3,9,0,5
LGA37310,22,4,0,0,0,5,0,3,0,52,0,89,8,0,0,3,0,6,0,0,0,12,0,28,0,0,0,0,0,0,0,8,0,9,0,22,0,0,0,0,0,0,0,0,0,17,0,26,12,3,0,5,0,8,0,14,4,79,0,124,0,0,0,3,0,4,5,14,3,40,0,72,14,8,0,12,0,17,0,36,6,324,9,420,15,11,3,9,4,22,0,39,4,141,0,250,22,18,4,30,3,51,3,22,4,109,0,268,45,20,4,64,3,42,4,26,5,93,5,315,27,13,0,65,3,26,0,9,3,18,0,153,81,16,5,66,3,18,7,11,3,20,0,229,211,21,3,119,14,45,9,11,5,26,0,463,145,3,0,76,6,22,10,10,0,3,0,277,99,3,9,36,4,21,3,0,4,4,0,187,64,0,3,18,6,3,0,0,0,3,0,93,112,6,0,34,11,25,4,6
LGA37340,3,0,0,0,0,0,0,3,0,82,0,90,0,0,0,0,0,0,0,3,0,30,0,40,0,0,0,3,0,0,0,15,0,14,0,26,0,0,0,0,0,0,0,0,0,13,0,20,0,0,0,0,0,4,0,15,0,78,0,105,0,4,0,5,0,5,0,19,0,54,0,83,9,17,0,0,0,19,0,38,4,342,10,440,7,13,0,13,0,22,4,39,8,150,3,261,16,25,3,17,0,40,4,55,3,142,5,306,45,32,0,74,5,51,6,36,5,115,0,370,32,33,3,61,5,43,0,26,5,25,0,237,72,19,3,72,6,34,5,17,7,36,0,273,212,32,3,136,12,53,8,14,9,49,5,536,146,13,5,97,13,14,5,3,0,29,0,329,117,7,5,40,8,12,7,4,0,13,0,216,67,3,3,23,5,7,0,9,0,6,0,122,125,7,8,33,3,26,3,7
LGA37400,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,13,5,0,0,6,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,7,9,0,0,5,0,0,0,0,0,0,0,18,11,0,0,4,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
