LGA_CODE_2021,C16_Aus_Mo_O_B_OS,C16_Aus_BP_B_Aus,C16_Aus_Bplace_NS,C16_Aus_Tot_resp,C16_Aus_Ab_BP_B_OS,C16_Aus_Ab_Fa_O_B_OS,C16_Aus_Ab_Mo_O_B_OS,C16_Aus_Ab_BP_B_Aus,C16_Aus_Abor_Bplace_NS,C16_Aus_Abor_Tot_resp,C16_Chi_BP_B_OS,C16_Chi_Fa_O_B_OS,C16_Chi_Mo_O_B_OS,C16_Chi_BP_B_Aus,C16_Chi_Bplace_NS,C16_Chi_Tot_resp,C16_Cro_BP_B_OS,C16_Cro_Fa_O_B_OS,C16_Cro_Mo_O_B_OS,C16_Cro_BP_B_Aus,C16_Cro_Bplace_NS,C16_Cro_Tot_resp,C16_Dut_BP_B_OS,C16_Dut_Fa_O_B_OS,C16_Dut_Mo_O_B_OS,C16_Dut_BP_B_Aus,C16_Dut_Bplace_NS,C16_Dut_Tot_resp,C16_Eng_BP_B_OS,C16_Eng_Fa_O_B_OS,C16_Eng_Mo_O_B_OS,C16_Eng_BP_B_Aus,C16_Eng_Bplace_NS,C16_Eng_Tot_resp,C16_Fil_BP_B_OS,C16_Fil_Fa_O_B_OS,C16_Fil_Mo_O_B_OS,C16_Fil_BP_B_Aus,C16_Fil_Bplace_NS,C16_Fil_Tot_resp,C16_Fre_BP_B_OS,C16_Fre_Fa_O_B_OS,C16_Fre_Mo_O_B_OS,C16_Fre_BP_B_Aus,C16_Fre_Bplace_NS,C16_Fre_Tot_resp,C16_Ger_BP_B_OS,C16_Ger_Fa_O_B_OS,C16_Ger_Mo_O_B_OS,C16_Ger_BP_B_Aus,C16_Ger_Bplace_NS,C16_Ger_Tot_resp,C16_Gre_BP_B_OS,C16_Gre_Fa_O_B_OS,C16_Gre_Mo_O_B_OS,C16_Gre_BP_B_Aus,C16_Gre_Bplace_NS,C16_Gre_Tot_resp,C16_Hun_BP_B_OS,C16_Hun_Fa_O_B_OS,C16_Hun_Mo_O_B_OS,C16_Hun_BP_B_Aus,C16_Hun_Bplace_NS,C16_Hun_Tot_resp,C16_Ind_BP_B_OS,C16_Ind_Fa_O_B_OS,C16_Ind_Mo_O_B_OS,C16_Ind_BP_B_Aus,C16_Ind_Bplace_NS,C16_Ind_Tot_resp,C16_Iri_BP_B_OS,C16_Iri_Fa_O_B_OS,C16_Iri_Mo_O_B_OS,C16_Iri_BP_B_Aus,C16_Iri_Bplace_NS,C16_Iri_Tot_resp,C16_Ita_BP_B_OS,C16_Ita_Fa_O_B_OS,C16_Ita_Mo_O_B_OS,C16_Ita_BP_B_Aus,C16_Ita_Bplace_NS,C16_Ita_Tot_resp,C16_Kor_BP_B_OS,C16_Kor_Fa_O_B_OS,C16_Kor_Mo_O_B_OS,C16_Kor_BP_B_Aus,C16_Kor_Bplace_NS,C16_Kor_Tot_resp,C16_Leb_BP_B_OS,C16_Leb_Fa_O_B_OS,C16_Leb_Mo_O_B_OS,C16_Leb_BP_B_Aus,C16_Leb_Bplace_NS,C16_Leb_Tot_resp,C16_Mac_BP_B_OS,C16_Mac_Fa_O_B_OS,C16_Mac_Mo_O_B_OS,C16_Mac_BP_B_Aus,C16_Mac_Bplace_NS,C16_Mac_Tot_resp,C16_Mal_BP_B_OS,C16_Mal_Fa_O_B_OS,C16_Mal_Mo_O_B_OS,C16_Mal_BP_B_Aus,C16_Mal_Bplace_NS,C16_Mal_Tot_resp,C16_Mao_BP_B_OS,C16_Mao_Fa_O_B_OS,C16_Mao_Mo_O_B_OS,C16_Mao_BP_B_Aus,C16_Mao_Bplace_NS,C16_Mao_Tot_resp,C16_NZ_BP_B_OS,C16_NZ_Fa_O_B_OS,C16_NZ_Mo_O_B_OS,C16_NZ_BP_B_Aus,C16_NZ_Bplace_NS,C16_NZ_Tot_resp,C16_Pol_BP_B_OS,C16_Pol_Fa_O_B_OS,C16_Pol_Mo_O_B_OS,C16_Pol_BP_B_Aus,C16_Pol_Bplace_NS,C16_Pol_Tot_resp,C16_Rus_BP_B_OS,C16_Rus_Fa_O_B_OS,C16_Rus_Mo_O_B_OS,C16_Rus_BP_B_Aus,C16_Rus_Birthplac_ns,C16_Rus_Tot_resp,C16_Sam_BP_B_OS,C16_Sam_Fa_O_B_OS,C16_Sam_Mo_O_B_OS,C16_Sam_BP_B_Aus,C16_Sam_Birthplac_ns,C16_Sam_Tot_resp,C16_Sco_BP_B_OS,C16_Sco_Fa_O_B_OS,C16_Sco_Mo_O_B_OS,C16_Sco_BP_B_Aus,C16_Sco_Birthplac_ns,C16_Sco_Tot_resp,C16_Ser_BP_B_OS,C16_Ser_Fa_O_B_OS,C16_Ser_Mo_O_B_OS,C16_Ser_BP_B_Aus,C16_Ser_Bplace_NS,C16_Ser_Tot_resp,C16_SAf_BP_B_OS,C16_SAf_Fa_O_B_OS,C16_SAf_Mo_O_B_OS,C16_SAf_BP_B_Aus,C16_SAf_Bplace_NS,C16_SAf_Tot_resp,C16_Span_BP_B_OS,C16_Span_Fa_O_B_OS,C16_Span_Mo_O_B_OS,C16_Span_BP_B_Aus,C16_Span_Bplace_NS,C16_Span_Tot_resp,C16_SriL_BP_B_OS,C16_SriL_Fa_O_B_OS,C16_SriL_Mo_O_B_OS,C16_SriL_BP_B_Aus,C16_SriL_Bplace_NS,C16_SriL_Tot_resp,C16_Viet_BP_B_OS,C16_Viet_Fa_O_B_OS,C16_Viet_Mo_O_B_OS,C16_Viet_BP_B_Aus,C16_Viet_Bplace_NS,C16_Viet_Tot_resp,C16_Wel_BP_B_OS,C16_Wel_Fa_O_B_OS,C16_Wel_Mo_O_B_OS,C16_Wel_BP_B_Aus,C16_Wel_Bplace_NS,C16_Wel_Tot_resp,C16_Oth_BP_B_OS,C16_Oth_Fa_O_B_OS,C16_Oth_Mo_O_B_OS,C16_Oth_BP_B_Aus,C16_Oth_Bplace_NS,C16_Oth_Tot_resp,C16_Anc_ns_BP_B_OS,C16_Anc_ns_Fa_O_B_OS,C16_Anc_ns_Mo_O_B_OS,C16_Anc_ns_BP_B_Aus,C16_Anc_ns_Bplace_NS,C16_Anc_NS_Tot_resp,C16_Tot_P_BP_B_OS,C16_Tot_P_Fa_O_B_OS,C16_Tot_P_Mo_O_B_OS,C16_Tot_P_BP_B_Aus,C16_Tot_P_Bplace_NS,C16_Tot_P_Tot_resp,C21_Aus_BP_B_OS,C21_Aus_Fa_O_B_OS,C21_Aus_Mo_O_B_OS,C21_Aus_BP_B_Aus
LGA55880,16,197,3,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,44,22,14,148,5,239,0,0,0,0,0,0,4,0,0,0,0,3,6,0,3,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,47,3,61,0,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,31,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,8,40,48,76,38,20,342,47,526,4,17,14,175
LGA55950,27,204,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,31,30,18,177,10,262,0,0,0,0,0,0,0,0,0,0,0,4,8,0,4,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,42,0,50,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,53,0,66,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,3,4,0,15,0,0,0,5,33,39,66,39,38,367,41,553,0,26,32,201
LGA56090,1556,9397,169,13500,0,4,3,72,0,82,225,16,31,51,4,326,139,35,28,109,6,305,545,130,83,205,5,964,6224,1938,1489,7563,192,17407,234,15,17,17,0,282,147,24,14,60,3,249,516,141,91,625,19,1393,72,26,9,57,3,169,50,12,4,15,0,79,266,32,10,18,4,340,1014,336,229,2046,35,3655,627,222,115,747,18,1726,10,0,3,0,0,17,7,0,3,8,0,19,17,6,3,10,0,38,26,9,8,18,0,57,168,27,25,3,0,219,303,126,54,34,4,529,265,47,20,82,0,421,56,7,3,19,3,93,17,0,0,0,0,17,1223,407,330,1967,38,3968,29,7,0,4,0,41,205,21,14,10,3,253,55,10,6,26,0,96,17,4,9,0,0,28,37,0,4,0,0,44,234,57,28,120,5,442,1378,277,232,318,19,2220,103,37,21,143,3631,3940,11474,3497,2555,16587,4045,38159,316,2249,1777,9779
LGA56160,3,33,0,37,0,0,0,50,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,3,0,19,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,45,45,10,3,4,89,44,153,0,0,0,34
LGA56230,611,5315,92,6963,0,5,0,38,0,46,43,4,5,9,3,69,20,13,0,22,0,58,154,51,16,65,0,289,2298,810,637,4037,108,7892,77,4,11,0,4,88,31,5,4,30,0,62,128,51,39,318,3,540,10,3,3,11,0,29,6,4,0,4,0,16,40,8,5,13,0,65,377,112,110,945,23,1575,147,65,19,308,5,550,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,3,0,9,8,3,0,9,0,22,84,16,10,0,0,119,119,57,19,24,5,232,35,3,8,22,0,75,12,4,0,4,0,18,16,0,0,0,0,17,505,168,113,862,17,1666,3,0,0,0,0,4,60,0,6,5,0,71,24,3,0,18,0,51,7,0,0,5,0,10,10,0,4,0,0,11,74,10,14,55,3,150,333,79,54,121,6,582,35,7,7,99,1226,1375,3802,1404,995,9051,1450,16696,145,873,725,5707
LGA56300,46,397,3,526,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,9,6,0,3,0,18,211,57,48,322,12,650,0,0,0,0,0,0,8,0,0,5,0,14,13,0,7,20,0,41,0,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,6,44,3,5,66,0,122,18,4,3,19,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,0,0,0,6,11,6,0,0,0,22,3,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,55,7,7,71,0,143,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,16,28,0,6,8,0,43,0,0,0,12,110,123,349,97,77,675,129,1329,9,65,51,361
LGA56370,26,290,7,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,64,20,23,231,3,340,11,0,0,0,0,13,5,0,0,0,0,3,10,4,3,18,0,34,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,21,0,3,44,3,75,12,4,4,19,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,8,57,4,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,5,0,12,0,0,5,10,61,72,145,43,42,497,79,810,7,23,22,239
LGA56460,189,1895,40,2352,0,0,0,44,0,49,22,0,0,0,0,28,0,0,8,0,0,10,34,3,5,43,0,93,358,205,146,1264,59,2036,92,0,7,0,0,101,8,4,0,11,0,26,40,9,6,91,3,154,0,3,0,6,0,5,0,0,0,0,0,0,42,0,6,0,0,44,68,44,28,282,7,422,36,19,3,90,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,4,0,0,38,25,12,11,9,0,55,42,3,3,18,4,70,11,0,0,0,0,19,0,0,0,0,0,0,63,50,21,241,5,380,4,0,0,0,0,4,28,0,0,0,0,33,0,0,0,11,0,13,0,0,0,0,0,0,5,0,0,0,0,6,10,5,0,11,0,26,136,25,11,29,3,201,20,4,4,39,510,574,919,345,264,3016,615,5158,47,162,158,1400
LGA56580,917,4421,62,6663,0,0,0,4,0,5,1909,83,130,64,15,2200,72,17,7,53,4,152,217,49,28,72,0,366,2610,902,716,3944,78,8256,38,0,6,0,0,48,126,19,14,32,0,194,305,51,49,332,11,748,96,47,24,119,0,290,37,11,10,8,0,63,459,28,25,25,3,536,568,203,168,1425,16,2392,276,123,66,367,5,843,38,0,0,0,0,41,21,4,5,14,0,36,10,4,0,18,0,36,15,9,0,12,0,29,11,3,5,0,0,17,115,43,16,10,0,189,122,27,19,27,0,199,52,7,5,10,5,76,4,0,0,0,0,4,754,234,198,1179,22,2389,17,0,0,0,0,15,236,29,21,0,5,288,54,4,8,11,0,83,112,17,5,3,0,135,67,0,12,5,0,87,109,34,20,52,0,214,1336,185,214,193,14,1939,40,14,12,51,857,965,8092,1834,1532,8559,1036,21061,216,1101,1058,4340
LGA56620,0,63,3,79,0,0,0,1289,0,1294,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,25,4,6,38,0,75,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,5,18,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,10,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,0,4,0,18,4,0,0,12,121,137,66,12,5,1384,134,1606,0,7,3,45
LGA56730,301,3685,94,4578,0,0,6,88,0,90,33,0,8,7,0,51,12,5,4,6,0,31,106,24,23,39,4,194,1088,378,301,2506,65,4342,198,0,6,0,0,208,24,4,5,13,0,46,106,30,26,187,11,350,12,3,0,7,0,20,7,3,0,3,0,16,76,3,0,4,0,84,170,63,42,585,14,872,66,31,10,153,11,269,0,0,4,0,0,3,0,0,0,6,0,0,6,0,0,5,0,9,4,3,4,0,0,7,44,5,6,0,5,64,80,28,12,4,3,129,100,10,9,36,0,151,6,5,0,3,4,16,4,0,0,0,0,7,241,82,69,578,10,985,17,3,0,6,0,18,25,0,0,0,0,32,7,0,4,8,0,19,5,0,3,0,0,5,14,3,0,0,0,14,27,8,5,31,0,76,266,53,33,85,5,443,40,5,0,60,1401,1510,2301,714,519,6010,1570,11115,105,399,377,3493
LGA56790,97,1235,31,1522,0,0,0,25,0,26,4,0,0,9,0,15,0,0,0,0,0,7,21,13,6,3,0,44,306,115,100,879,19,1426,4,0,0,3,0,11,6,0,0,3,0,6,32,9,16,85,0,138,4,0,0,7,0,7,7,0,0,0,0,8,6,0,0,5,0,12,44,19,14,199,9,281,17,7,5,33,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,12,9,0,0,0,26,8,0,3,4,0,15,0,0,0,3,0,4,0,0,0,0,0,0,68,37,17,182,10,311,0,0,0,0,0,0,6,0,0,0,0,12,4,3,0,17,0,23,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,19,0,35,54,6,9,33,3,109,11,0,4,19,301,333,536,209,167,2057,352,3322,27,114,100,979
LGA56860,0,84,0,101,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,4,15,21,4,68,9,114,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,24,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,16,0,0,0,0,11,15,35,27,6,154,25,251,0,9,10,96
LGA56930,86,428,3,616,0,0,0,0,0,0,50,0,8,3,0,59,4,0,0,9,0,10,14,6,3,12,0,27,170,67,89,325,16,671,0,0,0,0,0,0,15,0,0,3,0,19,11,4,0,30,0,49,0,7,3,3,0,14,0,0,0,0,0,5,18,0,0,0,0,22,50,17,26,131,8,227,19,19,4,24,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,11,5,3,0,0,19,13,0,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,41,18,20,111,0,200,0,0,0,0,0,0,23,3,4,6,0,35,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,11,0,11,84,15,11,20,0,131,0,0,0,5,93,104,440,155,149,783,116,1637,15,76,71,375
LGA57000,21,217,3,270,0,0,0,3,0,3,5,0,0,0,0,10,0,0,0,0,0,0,4,0,0,3,0,10,52,22,25,158,6,263,0,0,0,0,0,0,0,0,0,0,0,4,7,0,6,19,0,25,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,51,0,58,3,3,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,10,3,0,0,5,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,39,0,55,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,14,0,0,0,0,10,0,0,0,8,63,63,106,35,35,370,67,616,0,11,27,146
LGA57080,459,2060,46,3224,0,6,8,37,0,44,3785,26,62,23,18,3912,67,9,11,37,0,120,175,37,18,62,0,301,2437,546,398,1967,51,5397,301,5,18,0,6,331,281,6,10,24,3,325,322,37,34,173,7,583,87,25,8,37,7,166,51,0,6,4,0,59,1196,15,6,0,6,1232,810,121,99,743,18,1802,617,91,47,239,10,1005,650,0,3,0,6,665,39,3,5,0,0,51,20,0,0,9,0,37,6,10,0,4,0,22,75,8,5,4,0,96,142,17,20,6,0,182,184,20,11,25,0,238,132,3,9,13,0,158,13,0,0,0,0,14,678,126,98,561,12,1474,71,0,5,3,0,81,182,3,6,0,0,199,216,6,4,8,4,238,123,6,0,0,0,128,224,5,0,0,4,236,118,16,12,33,0,173,4092,121,122,139,23,4503,107,10,3,33,3595,3748,15106,1044,855,4247,3774,25027,223,759,672,2519
LGA57140,44,443,17,552,0,0,0,4,8,8,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,11,109,38,29,313,9,500,0,0,0,0,0,0,0,0,0,3,0,5,19,4,0,8,0,34,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,21,9,0,54,4,82,14,3,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,11,0,0,21,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,22,5,5,55,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,7,24,6,4,5,0,41,0,0,0,11,109,118,198,70,58,693,136,1150,8,42,25,327
LGA57210,190,1625,44,2110,0,0,0,19,0,19,7,0,0,3,0,15,5,0,0,3,0,13,50,17,9,13,0,88,652,198,169,1198,51,2259,19,0,3,0,0,30,10,3,0,8,0,20,65,11,8,77,0,160,4,3,0,0,3,6,0,0,0,0,0,5,8,0,0,7,0,9,87,30,31,262,13,419,26,15,0,41,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,4,11,4,0,9,0,26,22,13,9,5,0,50,15,0,0,0,0,22,6,0,3,4,0,11,0,0,0,0,0,0,157,39,42,303,8,554,0,0,0,0,0,0,18,4,0,3,0,28,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,32,0,4,10,0,50,233,17,35,34,8,320,17,0,8,42,461,531,1211,342,299,2677,553,5078,27,216,201,1573
LGA57280,434,4490,98,5607,0,6,11,476,20,514,124,4,7,24,0,157,39,8,6,7,0,63,73,43,12,65,0,197,1052,340,318,2249,58,4020,369,6,22,15,11,418,47,6,0,13,0,62,97,41,35,250,3,433,21,9,3,24,0,55,12,0,0,3,0,20,183,11,4,5,4,199,278,77,64,633,12,1065,63,44,18,165,0,285,28,0,3,0,0,30,10,0,0,0,0,18,22,5,0,0,0,22,5,4,0,5,0,9,301,35,23,25,5,393,164,30,30,14,3,240,30,8,5,18,3,68,7,0,3,6,0,18,29,0,3,0,0,39,307,77,58,505,10,948,9,0,0,0,0,10,115,3,10,10,0,132,31,0,0,11,0,44,42,0,0,0,0,46,25,0,0,0,0,28,32,7,0,21,0,64,856,99,155,364,17,1487,58,9,14,152,2095,2327,3534,792,735,7108,2299,14465,110,490,465,3345
LGA57350,22,383,15,461,0,0,0,10,0,10,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,3,0,13,75,31,18,277,11,411,5,0,3,0,0,6,4,0,0,0,0,5,0,4,0,17,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,5,8,45,0,63,9,0,0,6,0,19,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,5,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,4,6,60,0,82,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,18,5,0,9,0,32,4,0,0,5,121,128,146,53,39,643,140,1020,3,26,20,255
LGA57420,58,546,5,670,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,4,15,6,3,9,0,29,185,68,56,419,10,739,13,0,0,0,0,9,0,0,0,9,0,15,22,0,0,43,0,69,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,5,0,3,32,7,0,94,0,139,3,7,3,24,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,3,0,22,10,3,0,0,0,16,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,58,21,13,93,5,188,0,0,0,0,0,0,26,0,0,0,0,29,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,10,42,8,4,9,0,66,13,0,0,13,197,217,352,119,89,954,225,1732,12,85,61,643
LGA57490,5098,28445,598,41548,0,29,11,268,4,312,802,50,55,127,14,1053,329,73,58,191,7,666,1440,334,225,675,26,2700,26953,5776,4887,21275,731,59618,1233,30,143,7,15,1430,391,38,33,128,6,599,1450,367,337,1769,40,3962,120,39,36,140,0,342,100,20,16,31,4,174,1043,80,43,53,9,1223,4447,921,764,5346,127,11607,1069,483,242,1738,44,3570,100,4,3,5,0,117,56,9,14,18,0,102,47,9,7,20,3,85,102,44,26,67,6,234,2773,217,136,62,75,3265,1477,338,284,77,23,2191,395,73,54,175,16,712,169,13,17,37,3,234,249,15,6,0,7,279,5840,1246,948,4659,132,12820,360,34,17,14,4,427,1541,93,77,19,10,1745,437,47,39,95,0,623,72,8,4,7,0,99,218,6,16,6,0,241,1106,144,97,231,8,1579,6418,814,741,886,105,8971,400,90,51,441,8428,9411,49198,10178,8314,47418,9999,125112,1640,7207,6059,30861
LGA57630,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,28,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,16,16,19,0,0,50,20,89,0,0,8,23
LGA57700,1185,7018,132,10062,0,0,5,56,0,58,211,3,13,22,0,257,36,12,6,39,0,93,536,145,127,372,6,1182,4320,1339,1252,4997,150,12057,182,11,14,3,0,212,86,10,0,34,0,134,232,88,75,357,14,770,30,13,8,24,0,76,22,7,6,0,0,32,644,17,10,22,5,696,710,174,152,1043,11,2100,274,114,64,425,14,898,15,0,4,0,0,21,14,4,3,8,0,36,3,5,0,10,0,12,14,5,0,16,0,39,231,27,32,7,3,300,243,93,67,29,4,432,62,16,14,40,0,140,11,3,0,8,0,29,25,9,0,0,0,38,801,253,197,991,26,2257,25,3,6,0,0,25,253,31,24,3,3,318,57,7,3,16,0,81,50,10,12,3,0,70,22,0,4,0,0,28,125,19,18,37,3,197,1606,188,129,210,12,2149,86,11,14,116,1769,2000,8994,2379,1981,11420,2062,26831,452,1842,1564,8274
LGA57770,47,340,6,433,0,0,0,3,0,3,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,6,0,20,90,30,29,209,4,361,17,0,0,0,0,17,0,0,0,4,0,9,10,8,0,18,0,47,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,5,3,45,0,75,3,0,3,13,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,16,8,9,47,0,77,0,0,0,0,0,0,7,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,30,0,10,4,0,44,0,0,0,3,80,90,208,60,60,533,92,947,3,35,55,266
