LGA_CODE_2021,C11_SH_FH_CF_no_ch,C11_SH_FH_CF_w_ch,C11_SH_FH_One_PFam,C11_SH_FH_oth_fa,C11_SH_FH_Tot,C11_SH_LP_H,C11_SH_GH,C11_SH_OH,C11_SH_Tot,C11_SDRTHT1S_FH_CF_no_ch,C11_SDRTHT1S_FH_CF_w_ch,C11_SDRTHT1S_FH_One_PFam,C11_SDRTHT1S_FH_oth_fa,C11_SDRTHT1S_FH_Tot,C11_SDRTHT1S_LP_H,C11_SDRTHT1S_GH,C11_SDRTHT1S_OH,C11_SDRTHT1S_Tot,C11_SDRTHT2S_FH_CF_no_ch,C11_SDRTHT2S_FH_CF_w_ch,C11_SDRTHT2S_FH_One_PFam,C11_SDRTHT2S_FH_oth_fa,C11_SDRTHT2S_FH_Tot,C11_SDRTHT2S_LP_H,C11_SDRTHT2S_GH,C11_SDRTHT2S_OH,C11_SDRTHT2S_Tot,C11_SDRTHT_FH_CF_no_ch,C11_SDRTHT_FH_CF_w_ch,C11_SDRTHT_FH_One_PFam,C11_SDRTHT_FH_oth_fa,C11_SDRTHT_FH_Tot,C11_SDRTHT_LP_H,C11_SDRTHT_GH,C11_SDRTHT_OH,C11_SDRTHT_Tot,C11_F_a_1_2_FH_CF_no_ch,C11_F_a_1_2_FH_CF_w_ch,C11_F_a_1_2_FH_One_PFam,C11_F_a_1_2_FH_oth_fa,C11_F_a_1_2_FH_Tot,C11_F_a_1_2_LP_H,C11_F_a_1_2_GH,C11_F_a_1_2_OH,C11_F_a_1_2_Tot,C11_F_a_3_FH_CF_no_ch,C11_F_a_3_FH_CF_w_ch,C11_F_a_3_FH_One_PFam,C11_F_a_3_FH_oth_fa,C11_F_a_3_FH_Tot,C11_F_a_3_LP_H,C11_F_a_3_GH,C11_F_a_3_OH,C11_F_a_3_Tot,C11_F_a_4_8_FH_CF_no_ch,C11_F_a_4_8_FH_CF_w_ch,C11_F_a_4_8_FH_One_PFam,C11_F_a_4_8_FH_oth_fa,C11_F_a_4_8_FH_Tot,C11_F_a_4_8_LP_H,C11_F_a_4_8_GH,C11_F_a_4_8_OH,C11_F_a_4_8_Tot,C11_F_a_9m_FH_CF_no_ch,C11_F_a_9m_FH_CF_w_ch,C11_F_a_9m_FH_One_PFam,C11_F_a_9m_FH_oth_fa,C11_F_a_9m_FH_Tot,C11_F_a_9m_LP_H,C11_F_a_9m_GH,C11_F_a_9m_OH,C11_F_a_9m_Tot,C11_F_a_a_h_FH_CF_no_ch,C11_F_a_a_h_FH_CF_w_ch,C11_F_a_a_h_FH_One_PFam,C11_F_a_a_h_FH_oth_fa,C11_F_a_a_h_FH_Tot,C11_F_a_a_h_LP_H,C11_F_a_a_h_GH,C11_F_a_a_h_OH,C11_F_a_a_h_Tot,C11_F_a_Tot_FH_CF_no_ch,C11_F_a_Tot_FH_CF_w_ch,C11_F_a_Tot_FH_One_PFam,C11_F_a_Tot_FH_oth_fa,C11_F_a_Tot_FH_Tot,C11_F_a_Tot_LP_H,C11_F_a_Tot_GH,C11_F_a_Tot_OH,C11_F_a_Tot_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_Tot_FH_CF_no_ch,C11_OD_Tot_FH_CF_w_ch,C11_OD_Tot_FH_One_PFam,C11_OD_Tot_FH_oth_fa,C11_OD_Tot_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_Tot_Tot,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_Tot,C11_Tot_FH_CF_no_ch,C11_Tot_FH_CF_w_ch,C11_Tot_FH_One_PFam,C11_Tot_FH_oth_fa,C11_Tot_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_Tot_Tot,C16_SH_FH_CF_no_ch,C16_SH_FH_CF_w_ch,C16_SH_FH_One_PFam,C16_SH_FH_oth_fa,C16_SH_FH_Tot,C16_SH_LP_H,C16_SH_GH,C16_SH_OH,C16_SH_Tot,C16_SDRTHT1S_FH_CF_no_ch,C16_SDRTHT1S_FH_CF_w_ch,C16_SDRTHT1S_FH_One_PFam,C16_SDRTHT1S_FH_oth_fa,C16_SDRTHT1S_FH_Tot,C16_SDRTHT1S_LP_H,C16_SDRTHT1S_GH,C16_SDRTHT1S_OH,C16_SDRTHT1S_Tot,C16_SDRTHT2S_FH_CF_no_ch,C16_SDRTHT2S_FH_CF_w_ch,C16_SDRTHT2S_FH_One_PFam,C16_SDRTHT2S_FH_oth_fa,C16_SDRTHT2S_FH_Tot,C16_SDRTHT2S_LP_H,C16_SDRTHT2S_GH,C16_SDRTHT2S_OH,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_FH_CF_no_ch,C16_SDRTHT_Tot_FH_CF_w_ch,C16_SDRTHT_Tot_FH_One_PFam,C16_SDRTHT_Tot_FH_oth_fa,C16_SDRTHT_Tot_FH_Tot,C16_SDRTHT_Tot_LP_H,C16_SDRTHT_Tot_GH,C16_SDRTHT_Tot_OH,C16_SDRTHT_Tot_Tot,C16_F_a_1_2_FH_CF_no_ch,C16_F_a_1_2_FH_CF_w_ch,C16_F_a_1_2_FH_One_PFam,C16_F_a_1_2_FH_oth_fa,C16_F_a_1_2_FH_Tot,C16_F_a_1_2_LP_H,C16_F_a_1_2_GH,C16_F_a_1_2_OH,C16_F_a_1_2_Tot,C16_F_a_3_FH_CF_no_ch,C16_F_a_3_FH_CF_w_ch,C16_F_a_3_FH_One_PFam,C16_F_a_3_FH_oth_fa,C16_F_a_3_FH_Tot,C16_F_a_3_LP_H,C16_F_a_3_GH,C16_F_a_3_OH,C16_F_a_3_Tot,C16_F_a_4_8_FH_CF_no_ch,C16_F_a_4_8_FH_CF_w_ch
LGA41960,169,119,26,4,315,94,11,44,464,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,7,0,0,0,0,0,16,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,24,0,0,0,0,0,6,0,15,24,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,21,31,0,0,0,0,0,0,0,0,0,175,119,25,4,325,126,11,66,529,178,113,27,0,318,107,5,57,492,5,0,0,0,12,16,0,0,28,0,0,0,0,0,0,0,0,3,5,0,0,0,12,21,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA42030,2096,2153,933,52,5245,1620,166,204,7230,145,52,115,13,320,496,22,48,882,0,0,0,0,3,3,0,0,9,145,56,115,13,325,501,21,46,893,53,16,31,0,100,135,6,11,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,4,0,0,4,53,16,31,0,100,137,6,11,254,10,5,0,0,16,40,0,23,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,13,40,0,23,80,0,0,0,0,3,4,0,0,8,2309,2220,1083,65,5685,2302,198,290,8466,2210,2274,1047,52,5579,1739,164,311,7796,215,84,179,16,492,740,40,76,1345,13,11,13,0,38,27,4,7,78,223,96,195,19,526,762,42,86,1428,9,5,9,0,20,96,8,13,132,0,0,0,0,0,0,0,0,0,0,0
LGA42110,524,411,153,11,1098,470,35,66,1666,9,4,0,0,10,32,0,0,44,0,0,0,0,0,0,0,0,0,9,4,0,0,10,34,0,0,44,3,0,0,0,4,9,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,3,0,0,0,4,9,0,0,14,5,0,0,0,4,0,0,20,22,0,0,0,0,0,0,0,0,0,6,3,0,0,13,0,0,3,16,8,3,3,0,11,7,0,19,36,0,0,0,0,0,0,0,0,3,549,416,156,14,1128,521,37,86,1771,524,377,118,15,1027,490,34,114,1669,8,6,0,0,14,30,0,4,50,0,0,0,0,0,0,0,0,0,8,6,0,0,14,30,0,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA42250,913,1023,181,19,2137,481,44,83,2744,7,3,0,0,8,0,0,0,10,0,0,0,0,4,0,0,0,0,5,0,0,0,10,0,0,0,10,0,0,0,0,0,12,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,16,3,0,0,0,5,10,0,14,24,4,3,0,0,4,6,0,0,14,0,0,0,0,0,0,0,0,4,6,3,0,0,10,19,0,17,43,0,0,0,0,4,0,0,3,3,924,1028,182,19,2158,512,48,105,2820,933,965,175,13,2089,531,45,141,2809,0,0,0,0,4,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,15,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA42600,2380,2746,716,81,5920,1741,255,204,8129,582,223,169,14,998,1043,99,82,2226,239,135,57,4,437,170,37,47,687,823,363,227,22,1432,1212,140,122,2911,539,142,175,35,885,1808,173,160,3034,153,40,16,7,220,289,60,58,624,207,49,30,3,289,294,32,180,794,..,..,..,..,..,..,..,..,..,0,0,0,0,4,12,0,0,18,902,231,221,51,1400,2404,264,402,4467,3,0,0,0,7,23,0,12,34,0,0,0,0,0,0,0,0,0,3,5,0,0,11,16,3,3,28,11,5,5,0,15,34,5,12,65,0,0,0,0,3,0,0,0,3,4111,3340,1173,153,8767,5397,667,740,15580,2395,2803,708,89,5996,1622,232,266,8118,791,284,277,37,1391,1627,137,185,3331,352,209,94,11,665,299,45,80,1090,1146,487,374,45,2052,1923,180,267,4425,241,75,82,23,413,913,66,144,1538,161,37,36,11,245,335,48,57,682,242,58
LGA42750,610,417,115,3,1141,485,42,140,1810,3,0,0,0,4,13,0,0,18,4,0,0,0,4,3,0,0,9,6,0,0,0,8,12,0,0,26,12,0,8,0,17,49,0,7,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,12,0,8,0,17,49,0,7,74,3,4,0,0,9,0,0,15,23,3,0,0,0,3,3,0,0,12,0,0,0,0,0,3,0,0,3,5,5,0,0,7,10,0,19,37,0,0,0,0,0,0,0,0,0,629,415,119,6,1178,558,43,161,1945,607,397,125,7,1131,534,42,213,1924,7,0,0,0,8,27,0,9,38,0,0,0,0,0,0,0,0,0,7,0,0,0,8,27,0,9,38,0,0,0,0,0,22,0,0,27,0,0,0,0,0,0,0,0,0,0,0
LGA43080,135,118,18,3,283,108,7,16,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,5,0,6,6,4,0,3,0,3,0,0,0,12,4,0,3,0,3,7,0,3,19,0,0,0,0,0,0,0,0,0,138,117,22,3,288,118,7,14,433,134,112,29,7,283,122,7,27,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA43220,140,123,21,0,282,113,9,15,416,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,146,127,21,0,288,116,9,12,427,137,111,16,0,268,103,9,25,408,0,0,3,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA43360,314,214,73,6,606,239,18,36,903,14,0,0,0,12,6,0,0,26,0,0,0,0,0,0,0,0,0,14,0,0,0,12,6,0,0,26,3,0,5,0,12,19,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,3,0,5,0,12,19,0,0,30,0,0,0,0,0,3,0,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,13,21,0,0,0,0,0,0,0,0,0,334,217,71,6,627,276,21,50,974,343,215,56,8,624,266,7,57,950,11,0,0,0,7,24,0,4,37,0,0,0,0,0,0,0,0,3,10,0,0,0,10,29,0,4,37,3,0,0,0,3,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0
LGA43650,1415,1937,399,34,3788,808,80,120,4794,3,5,6,0,17,24,0,0,39,0,4,0,0,11,0,0,0,14,6,9,4,0,23,24,0,0,52,7,0,0,0,11,32,4,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,7,0,0,0,11,32,4,0,46,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,6,0,3,0,0,3,4,0,0,16,0,3,0,0,3,0,0,0,4,1435,1951,408,35,3833,876,81,119,4910,1479,1987,447,36,3958,884,69,196,5103,8,5,5,4,18,44,0,6,71,0,0,0,0,0,0,0,0,0,8,5,5,4,18,44,0,6,71,3,0,0,0,4,6,0,5,17,0,0,0,0,0,0,0,0,0,0,0
LGA43710,562,583,125,7,1278,347,27,39,1696,0,0,0,0,4,10,0,0,7,0,0,0,0,4,0,3,0,4,3,5,0,0,6,7,3,0,21,6,0,0,0,10,14,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,6,0,0,0,10,14,0,0,17,7,0,0,0,7,19,0,16,36,3,5,4,0,12,3,0,0,17,0,6,0,0,4,0,0,0,4,10,3,3,0,20,22,0,17,56,0,0,0,0,4,0,0,3,4,586,599,128,7,1312,386,31,61,1791,662,600,138,8,1403,407,32,131,1979,6,0,0,0,3,13,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,3,13,0,0,17,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0
LGA43790,1437,1165,383,25,3005,985,58,117,4163,47,14,22,0,87,137,11,5,233,0,0,0,0,6,0,0,0,6,46,19,22,0,87,137,11,5,235,17,5,0,0,18,111,3,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,17,5,0,0,18,111,3,0,132,10,0,0,0,14,35,0,73,117,0,0,0,0,0,4,0,4,17,0,4,0,0,3,9,0,0,9,15,3,0,0,21,41,0,78,145,0,0,0,0,0,0,0,0,3,1509,1190,405,31,3137,1275,70,200,4675,1420,1120,399,32,2972,957,91,211,4229,57,8,26,6,96,171,7,15,286,0,0,0,0,0,0,0,0,0,57,8,26,6,96,171,7,15,286,13,3,4,0,17,117,3,13,144,0,0,0,0,0,0,0,0,0,0,0
LGA44000,4,3,0,0,6,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,3,0,3,0,5,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,3,0,13,7,0,8,28,4,6,0,0,11,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA44060,6917,8368,2736,304,18317,5467,954,609,25359,1047,515,542,81,2184,2320,242,160,4903,248,178,205,22,653,381,115,39,1190,1293,693,751,104,2836,2697,356,199,6093,528,195,248,45,1022,1823,142,127,3104,3,0,4,0,8,6,0,0,19,32,9,10,3,51,97,10,12,174,..,..,..,..,..,..,..,..,..,3,3,0,0,7,15,0,4,32,568,209,263,45,1090,1939,154,138,3323,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,5,9,8,0,0,0,5,3,0,0,8,3,0,0,0,8,5,0,11,24,0,0,0,0,0,0,0,0,3,8784,9270,3745,457,22253,10116,1463,961,34796,6827,8444,2608,299,18180,5277,962,700,25116,1358,882,707,112,3057,3033,345,324,6763,415,406,298,63,1185,496,193,106,1982,1769,1284,1000,180,4241,3527,546,432,8746,364,269,189,39,854,1405,135,180,2579,0,0,0,0,0,0,0,5,9,0,0
LGA44210,1082,700,267,19,2070,936,70,187,3268,34,8,7,0,47,37,0,6,94,14,3,0,0,13,10,0,0,28,49,10,7,0,66,43,0,10,119,0,0,0,0,0,15,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,3,0,0,0,0,5,13,0,0,15,16,3,4,0,24,31,0,39,94,0,0,0,0,0,6,0,10,16,4,3,0,0,9,4,0,0,10,17,6,4,0,33,44,0,51,122,3,0,0,0,4,7,0,26,37,1150,723,277,24,2173,1040,75,272,3561,1187,664,310,22,2183,1056,97,292,3621,4,3,0,0,13,30,0,3,44,0,0,0,0,0,0,0,0,0,4,3,0,0,13,30,0,3,44,0,0,0,0,0,12,0,6,13,0,0,0,0,0,0,0,0,0,0,0
LGA44340,5754,7659,1798,207,15427,3611,570,391,19996,457,145,135,14,745,769,76,42,1623,26,22,12,0,65,28,3,6,95,480,171,142,12,807,799,76,41,1721,392,174,131,35,735,1377,136,91,2340,16,41,9,4,69,59,10,7,143,0,0,0,0,3,0,0,0,0,..,..,..,..,..,..,..,..,..,10,0,0,0,11,19,4,0,36,420,216,142,42,818,1455,157,101,2524,13,0,0,0,13,16,0,32,57,0,0,0,0,0,0,0,3,8,3,3,3,0,10,3,0,0,18,11,5,3,0,23,26,4,32,78,0,0,0,0,0,4,0,0,3,6671,8051,2088,262,17071,5888,803,564,24325,5524,7600,1734,184,15037,3417,546,529,19526,514,444,192,15,1168,798,86,88,2135,77,67,22,7,177,95,55,11,337,594,514,215,23,1343,886,138,99,2474,375,196,167,33,772,1311,111,132,2323,13,43,7,0,63,44,3,25,141,0,0
LGA44550,2979,3822,1117,63,7983,1901,241,245,10368,69,19,28,3,118,183,10,4,319,4,3,0,0,12,4,0,0,18,74,23,30,3,133,195,10,4,341,50,24,30,0,110,205,11,16,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3,7,6,0,11,23,5,3,37,54,31,34,0,125,227,12,15,383,8,0,0,0,5,31,0,12,54,0,0,3,0,4,0,0,3,6,8,3,3,0,19,8,0,0,23,13,7,0,0,29,42,0,17,87,0,0,0,0,0,4,0,0,5,3125,3890,1183,65,8259,2364,270,283,11183,3345,4158,1260,75,8839,2279,234,536,11886,97,25,41,5,173,309,16,28,519,0,3,0,0,5,5,0,4,17,98,34,41,5,174,316,16,30,539,14,0,3,0,21,30,0,7,62,0,0,0,0,0,0,0,0,0,0,0
LGA44620,2488,2505,1105,55,6161,1967,204,168,8509,111,53,100,9,271,329,32,26,658,12,4,3,0,17,16,0,0,38,116,54,103,9,293,340,32,25,690,132,51,100,12,292,798,44,48,1190,0,0,0,0,0,8,0,0,10,10,4,7,0,17,21,4,0,40,..,..,..,..,..,..,..,..,..,0,0,0,0,0,5,0,0,5,143,48,108,12,309,832,51,55,1248,3,0,0,0,7,4,0,40,59,0,0,0,0,0,0,0,4,4,0,0,0,0,0,6,0,0,7,4,0,0,0,9,9,0,45,66,0,0,0,0,0,0,0,0,5,2758,2615,1321,82,6775,3157,293,294,10517,2389,2422,940,57,5809,1942,171,323,8243,192,141,242,15,583,729,55,111,1479,9,0,8,0,21,16,3,3,48,198,143,246,15,608,746,61,116,1522,125,41,84,8,258,616,33,67,971,0,0,0,0,0,0,0,0,0,5,3
LGA44830,432,277,66,0,778,311,16,55,1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,18,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,19,0,0,0,0,0,7,0,40,54,0,0,0,0,5,0,0,8,6,0,4,0,0,0,3,0,0,10,6,3,0,0,10,11,0,43,66,0,0,0,0,0,0,0,0,0,443,278,62,0,790,344,19,103,1256,458,257,60,8,775,314,19,77,1187,0,0,0,0,0,12,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA45040,2005,1860,812,68,4743,1588,197,260,6779,80,69,92,9,245,362,34,27,667,3,5,0,0,8,0,0,0,7,85,70,92,9,254,362,34,30,672,45,25,13,4,81,152,9,13,254,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,..,0,0,0,5,5,3,0,0,11,42,32,13,4,92,162,15,9,273,24,0,0,0,21,36,3,24,83,4,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,3,22,0,0,0,30,38,3,28,90,3,0,0,0,5,0,0,0,6,2154,1958,919,80,5115,2154,243,327,7830,2178,1849,883,71,4974,1712,233,340,7258,129,69,87,10,294,495,29,75,889,0,7,0,0,11,5,0,5,24,132,75,86,9,304,504,27,78,912,5,0,5,0,12,28,3,6,52,0,0,0,0,0,0,0,0,0,0,0
LGA45090,1017,930,216,26,2186,683,76,77,3018,9,3,0,0,13,13,5,0,34,0,0,0,0,0,0,0,0,0,9,3,0,0,13,13,5,4,37,25,4,6,0,37,81,4,3,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,25,4,6,0,37,86,4,3,130,6,0,0,0,6,7,0,18,32,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,7,6,0,0,0,4,12,0,25,42,0,0,0,0,0,0,0,0,3,1057,939,223,25,2242,797,84,108,3229,1014,864,227,22,2126,737,101,125,3096,16,11,6,0,27,68,0,5,101,0,0,0,0,0,0,0,0,0,16,11,6,0,27,68,0,5,101,9,6,0,0,13,35,4,0,58,0,0,0,0,0,0,0,0,0,0,0
LGA45120,622,465,124,12,1221,498,38,47,1805,7,0,0,0,9,31,0,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,5,31,0,0,41,4,0,0,0,5,13,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,4,0,0,0,5,13,0,0,11,0,0,0,0,0,4,0,23,27,0,0,0,0,0,0,0,0,0,7,6,0,0,16,4,0,0,19,3,6,0,0,14,11,0,25,45,0,0,0,0,0,0,0,0,0,637,473,125,12,1249,550,38,68,1907,625,427,128,7,1188,515,44,116,1862,4,4,0,0,9,25,0,0,34,0,0,0,0,0,0,0,0,0,4,4,0,0,9,25,0,0,34,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0
LGA45290,2137,2751,759,149,5800,1937,445,230,8415,515,189,174,31,913,1077,139,112,2247,379,192,126,29,727,470,135,79,1414,886,379,306,67,1638,1555,278,189,3665,552,211,191,50,1010,1736,241,156,3133,41,9,9,5,64,178,27,16,282,23,3,6,3,35,18,7,15,71,..,..,..,..,..,..,..,..,..,0,3,0,0,5,12,4,0,18,619,226,205,61,1112,1943,273,181,3509,0,0,0,0,0,3,0,23,26,0,0,0,0,0,0,0,0,0,5,10,0,0,13,7,0,0,21,7,10,0,0,11,9,0,24,45,0,0,5,0,5,5,0,0,8,3655,3365,1275,275,8572,5444,991,626,15631,2013,2750,744,127,5635,1798,381,289,8097,635,344,215,41,1241,1357,182,136,2916,426,268,162,42,901,642,141,115,1800,1064,611,382,79,2136,2000,329,255,4716,413,212,135,34,789,1119,165,152,2232,44,21,8,0,73,120,27,30,245,48,8
LGA45340,15864,18895,7127,489,42371,10762,1420,1419,55966,680,152,279,17,1121,1762,75,86,3038,137,79,72,8,293,130,22,29,473,812,228,347,21,1411,1884,92,121,3512,328,113,222,23,681,1341,73,93,2183,0,4,3,0,5,57,0,3,74,0,0,0,0,0,10,0,4,18,..,..,..,..,..,..,..,..,..,5,0,0,0,7,20,0,7,31,334,117,226,23,700,1426,74,105,2302,67,4,12,0,85,228,9,59,378,0,0,0,0,0,0,0,0,0,6,4,4,0,10,11,0,0,22,70,9,15,0,94,235,14,61,406,7,11,0,0,20,9,0,5,35,17095,19256,7715,535,44603,14326,1596,1699,62225,15918,18897,7621,523,42957,11669,1423,2215,58270,902,206,502,55,1662,2726,125,307,4823,143,101,119,12,372,187,37,68,661,1045,304,622,65,2039,2912,166,376,5486,378,71,86,7,541,732,36,74,1382,9,0,4,0,16,25,0,20,59,13,5
